"","baseMean","lgFC_PcDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Psmd7",439.247573487225,0.584210121320692,0.125034668731842,4.67238508524086,2.9772209509011e-06,7.10805450765541e-05
"Mcl1",876.69949838711,-0.348731688845317,0.074661846291158,-4.67081523118745,3.00006704074591e-06,7.15097148689484e-05
"Spsb1",35.0018981552294,-1.20998687691029,0.259116728119409,-4.66965944534731,3.01699459053172e-06,7.17966476057979e-05
"Haus4",98.7354414967064,0.716374994049387,0.153465125805314,4.6679986106953,3.0414795646386e-06,7.21454676051511e-05
"Ltb",1053.10898019194,-0.501727253383916,0.107477959356462,-4.66818737895723,3.038687062582e-06,7.21454676051511e-05
"Serpine2",47.0813703654734,1.26018182670078,0.27007072760115,4.66611779030662,3.0694378671328e-06,7.26912196824369e-05
"Ms4a6c",219.06722793084,-1.21930213980755,0.261550245847112,-4.66182754238466,3.13413773289447e-06,7.41039361225273e-05
"Tgfb3",18.7666990422707,-1.18606519733384,0.254593838172648,-4.65865633609533,3.18280041566675e-06,7.51335345711171e-05
"Akt3",54.1613398617656,-0.909750695121914,0.195326070551977,-4.65759994326935,3.19917125062242e-06,7.53987664091317e-05
"Lyar",305.340859503433,0.551555674131514,0.118502145796969,4.6543939809875,3.24934974291647e-06,7.64586574923758e-05
"Wdr5",122.945136654371,0.79024980293345,0.169852083748945,4.65257643881191,3.27813159016081e-06,7.70124898213299e-05
"Sdc1",38.4450231374002,-1.27006919834681,0.273118369301811,-4.65025183620406,3.31529951728659e-06,7.77612504989122e-05
"Lta",70.6469294489365,-1.30698026041096,0.281351758659993,-4.6453601947817,3.39483611649847e-06,7.94998065367577e-05
"C1qc",307.464463874173,-2.0249412301025,0.436221313274761,-4.64200434156011,3.45045609166418e-06,8.06736413915688e-05
"Saa3",1671.00834064708,-2.12402307520412,0.458011451381417,-4.63748901648161,3.52667344756462e-06,8.23245568053916e-05
"Bcl2a1b",73.341458970218,-1.48199395862797,0.319649468790272,-4.6363097809505,3.54684289083646e-06,8.26358023829712e-05
"Gmeb2",91.5596204302169,-0.699521884003485,0.15088740377116,-4.63605222517049,3.55126277352413e-06,8.26358023829712e-05
"Ada",30.3781304543089,1.22557100003546,0.264379522642619,4.63565024925231,3.55817158691323e-06,8.26655591940617e-05
"Vrk1",238.200795127664,0.612021497904917,0.132127247617283,4.63206120570744,3.62043079756792e-06,8.397912385575e-05
"Rhoj",6.52095418989713,2.95721362526551,0.638772066816904,4.62952871436871,3.66498904323684e-06,8.48786027158462e-05
"Synpo2",10.9079090560571,-1.74991252844407,0.378075800917106,-4.62847006922758,3.68377091987775e-06,8.51792258528584e-05
"Siglecf",70.1595010403929,0.918953619552641,0.198564160981669,4.62799336501351,3.69225843189082e-06,8.52412430117185e-05
"Itm2c",435.816773929824,-0.646473812998022,0.139863013223534,-4.62219280207272,3.79704857871387e-06,8.75228638638239e-05
"Sae1",280.343013390293,0.546366814632046,0.118222782679628,4.6215018987723,3.80971846144279e-06,8.76772667231418e-05
"Nasp",248.112907424233,0.469843170423376,0.101699876501668,4.61989912461368,3.83926660006956e-06,8.82190164144308e-05
"Ipo5",310.292380670545,0.477648782221669,0.10342822845983,4.61816652314782,3.8714552418744e-06,8.88196520569404e-05
"Bmf",80.2887649353144,-0.897773068183353,0.194572432423244,-4.61408153766856,3.94837409167041e-06,9.04430215101351e-05
"Arpin",10.831465005974,-1.75696432830161,0.380843496551505,-4.61334995663763,3.96230327095521e-06,9.0620714840242e-05
"Mogat2",24.374296827694,1.48307965641875,0.321826276449422,4.60832369805526,4.05928361254603e-06,9.2694341031125e-05
"Pafah1b3",222.808019370634,-0.511018625417837,0.110916928266642,-4.60721941550129,4.08089319233762e-06,9.2911601686601e-05
"Snora73b",92.6132290392885,0.926807430606653,0.201165408642543,4.60719085284451,4.0814535917631e-06,9.2911601686601e-05
"Scarb1",137.947988967227,0.847691436453442,0.184181144812472,4.60248760705955,4.17474411443187e-06,9.48881854987666e-05
"Neurl3",270.815522470359,-0.645461330054028,0.140568500776078,-4.59179209062088,4.39456045956912e-06,9.97300328096653e-05
"Dnajb6",86.879675105697,-0.77062812554205,0.167872016812028,-4.59056929306419,4.42038671680184e-06,0.000100006992546689
"St3gal1",219.89916902871,-0.558252841992421,0.121603533532126,-4.59076168082679,4.41631374834959e-06,0.000100006992546689
"Cxcl9",50.7265803110075,-4.98075768846067,1.08575197393735,-4.58738073521392,4.48841683980339e-06,0.000101234138953661
"Gbp5",148.50528781993,-1.24503461416916,0.271389966760892,-4.58762211819754,4.48323186946634e-06,0.000101234138953661
"Ccrl2",199.738738987696,-1.19945999392654,0.26151275478198,-4.58662138650374,4.50476533975826e-06,0.000101447039085384
"Sh3glb1",332.852847707056,-0.450866128122649,0.0983165573176031,-4.58586163331742,4.52117963211136e-06,0.00010166076652112
"Irf5",457.597284184797,-0.63889702824231,0.139434930015493,-4.58204431394143,4.60452286078677e-06,0.000103376466613046
"Cd3d",175.469591214161,-0.78614485647059,0.171592261251531,-4.58147034567142,4.61718084529166e-06,0.00010350239137621
"BC147527",25.0319393062617,-1.61133861784325,0.352329500332182,-4.57338547105494,4.79906053150791e-06,0.00010741555759776
"Ncl",2645.34831534497,0.440968270962507,0.0964328673586345,4.57280057143322,4.81248144992196e-06,0.000107552001718728
"Epb41l4aos",225.741768590644,-0.817513741340828,0.17901475873147,-4.56673934112402,4.95369364874173e-06,0.000110539641101026
"Cebpa",97.616847395891,1.38960909120086,0.304531951198448,4.56309784813128,5.04043086448788e-06,0.000112134312701933
"Mgll",82.4503383678272,1.19090370625498,0.260978820716024,4.56321973939343,5.03750413903973e-06,0.000112134312701933
"Cad",164.388181459701,0.707755903548755,0.155287362130146,4.55771734312535,5.17125665613816e-06,0.000114870743543232
"Dlgap5",59.2514999657616,0.830235356261611,0.182230397783563,4.55596523060708,5.214556225515e-06,0.000115483150918909
"Kdelr2",208.982790452308,0.789416772512084,0.17327032824179,4.55598359235802,5.21410066091234e-06,0.000115483150918909
"Fut7",31.9871634544396,1.70097409801222,0.373557978786465,4.55344068285725,5.27755573084602e-06,0.000116702335536163
"Acp5",286.890010368722,-0.633112768035474,0.139112518058927,-4.55108409271473,5.33702103772942e-06,0.000117839819393956
"Gbp9",189.996169425029,-0.951189757460906,0.209309865078493,-4.54440958673496,5.50894465126229e-06,0.00012131344555965
"Unc119",161.562855092644,0.759874869175881,0.167213616617155,4.54433606872852,5.51086754670617e-06,0.00012131344555965
"Tnfsf14",61.0800869395219,0.883356162308048,0.194626270029882,4.53873036857986,5.6593945641088e-06,0.00012439654249223
"Tmem198b",26.6614817299099,-1.14996149493239,0.253475771648963,-4.53677086157556,5.71221113216841e-06,0.000125369799781209
"Spata31d1b",4.4171170621127,-2.42502139890432,0.534777967265706,-4.53463221625105,5.7703946032854e-06,0.000126457767104537
"Ints3",107.7597319078,-0.571556653149551,0.126060065412527,-4.53400251125646,5.78763402495869e-06,0.000126646543052859
"Pea15a",79.6039280776396,-0.727029519401657,0.160408504188623,-4.53236268911746,5.83275904841807e-06,0.000127444049267742
"Gbp8",98.8377214606206,-1.35572572264894,0.299308097007418,-4.52953239890247,5.91143693689345e-06,0.00012897121626212
"Polr2f",343.698175066935,0.576168216251343,0.1272626175879,4.52739561052471,5.97150832994883e-06,0.000130088511585517
"Cables1",32.709539114401,1.05439779043145,0.233015648236906,4.5250085065508,6.03930765225452e-06,0.000131370598900819
"Tbc1d14",112.484937766816,-0.542084117991585,0.119901430106286,-4.52108133748743,6.15245408582022e-06,0.000133633851097779
"Cdca8",234.00334942231,0.780775775134048,0.172849976129746,4.51707192917386,6.27006114762713e-06,0.000135987160754223
"Ppbp",20.978862572128,-3.21345253731445,0.71179243061138,-4.51459217479219,6.34387261683169e-06,0.000137385076154778
"Svip",48.5477737510297,1.17982560326928,0.261447995563542,4.51265882045186,6.40199618039077e-06,0.000138439631688774
"Uck2",385.876862510989,0.603810070970481,0.133962091689789,4.50732041694824,6.56514546347073e-06,0.00014175886888256
"Nucb2",104.680405109722,0.780602163089847,0.173211060071423,4.50665311307468,6.58581673648632e-06,0.000141996398152465
"Tmem123",603.382440221994,-1.17233531518244,0.260269992555907,-4.50430456338766,6.65906480235315e-06,0.00014336517374333
"Frrs1",81.4543107051836,1.04511793339073,0.232150526430099,4.50189775341912,6.73493819334197e-06,0.000144574703936901
"Ptger4",101.351955690768,-0.791241729731648,0.175748329172444,-4.50212945669191,6.72759805070081e-06,0.000144574703936901
"Ip6k3",3.9695709017322,-4.81344644574378,1.070205493309,-4.4976843006673,6.86976030829308e-06,0.000147253562929441
"Pimreg",55.9329410802409,0.888614333251656,0.197661814702036,4.49562974311043,6.93643469844906e-06,0.000148465992241002
"Ccdc93",36.7823654826423,-1.02422429482422,0.22793186903313,-4.49355458352054,7.00440571280564e-06,0.000149702604193778
"Pitpnm1",296.232679500449,-0.537899023970777,0.119892861809673,-4.48649749327593,7.24035688160637e-06,0.00015452058152998
"Stap2",26.0338146641847,-1.29403879217128,0.28853818385162,-4.48480951428161,7.29791008229212e-06,0.000155522806586785
"Rusc2",12.860187076899,-2.2168749882805,0.494761147615121,-4.48069740109226,7.43995316800515e-06,0.000158320046906985
"Prcp",164.434006267534,-0.637120417612239,0.142209316239859,-4.48015948925337,7.45872841416567e-06,0.000158489883220253
"Cst7",158.215339692787,1.25347661525626,0.279883934265377,4.47855865162931,7.51487239106199e-06,0.000159452126182028
"Tdrd7",158.336015072163,-0.590116974063052,0.131830486611695,-4.47633160758355,7.59365094986369e-06,0.000160891164353317
"AA467197",51.2509361194526,-1.62085177427451,0.362884669757507,-4.46657549727197,7.94816213004502e-06,0.000168159747198056
"Cd86",78.0258072271053,-1.03000379230088,0.230964235782683,-4.45958132353453,8.21199103285898e-06,0.000173242333815328
"Kdr",27.4646339981498,-2.83579944224018,0.635852437172324,-4.4598389130207,8.20212770139874e-06,0.000173242333815328
"Osbpl1a",13.144434996927,1.52125528395933,0.34117843815514,4.45882598028538,8.24097920968612e-06,0.000173604444384249
"Xpnpep1",218.310474185475,0.435310314119788,0.0976475437485048,4.4579750540469,8.27375277840068e-06,0.000174045146196643
"Cct7",928.554335624976,0.360864416285278,0.0809917962162666,4.45556751601962,8.36715576089655e-06,0.000175758151698489
"Cdkn1a",1109.77387810629,-0.798705530448585,0.179500288699168,-4.44960582646843,8.60280324434614e-06,0.000180449942909621
"Gal",4.27183140585144,2.88305289658398,0.64830590578925,4.44705635231587,8.7055006316252e-06,0.000182239053060189
"Mmd",24.916067081928,-1.12765557075233,0.253583923857756,-4.44687326230061,8.71292074155506e-06,0.000182239053060189
"Kif5c",3.53894344335948,-4.75840995365253,1.07029442175272,-4.44588877316593,8.7529229821958e-06,0.000182815317421879
"Tnfrsf1b",470.229820797128,-0.803519060481579,0.180781104803581,-4.44470710229703,8.80116897852654e-06,0.00018356188084049
"Abcb8",67.1493624690646,0.689134058529761,0.15506382814161,4.44419608872558,8.82211157694323e-06,0.000183737679835826
"Tec",266.723735674701,0.414483538082638,0.0933549660792771,4.43986598131972,9.00149155312845e-06,0.000187208074326608
"Il2rb",474.648070913945,-0.863894367483612,0.194607703871212,-4.43915811295591,9.0311453109925e-06,0.000187294218363422
"Prelid2",15.5446649294764,-1.3848033781654,0.311930565916915,-4.43946034623055,9.01847286624475e-06,0.000187294218363422
"Tmem134",467.605778641909,-0.635002998812972,0.143142822081139,-4.43614978090223,9.1582137419679e-06,0.000189661568932743
"Erg28",235.191735470335,0.4438914919924,0.100083449682643,4.43521374812664,9.19809788162746e-06,0.000190219255205544
"Stx3",65.8828449885516,0.892220800781634,0.201270448345468,4.43294486655186,9.29546422183472e-06,0.000191962448901827
"Zyx",958.653905119253,-0.645593597465854,0.145685092491349,-4.43143211447109,9.36092846825031e-06,0.000193042854914774
"Plbd1",286.7259262304,-0.709823690742157,0.160432254221026,-4.42444503562382,9.66905163822328e-06,0.00019911737055264
"F2r",56.5452194072623,1.07223753386978,0.242466090569937,4.42221644828519,9.76935142060692e-06,0.000200901102113125
"Canx",253.219518033707,0.425862838423869,0.0963485021426286,4.42002552144969,9.86892453577659e-06,0.00020266492162071
"Ncam1",10.1126030229838,2.27608638414486,0.515055630852964,4.41910785515639,9.91091798058217e-06,0.000203243028923028
"Rps2",10592.6220009061,0.334071573165535,0.075613345457702,4.41815622815439,9.95464574400338e-06,0.000203855039692052
"Zfas1",726.322034277946,-0.655693715994846,0.14851963326592,-4.41486220761701,1.01074350064749e-05,0.000206695638161658
"Gstm2",6.20539320666946,-2.0837787236219,0.472167209413246,-4.41322201558929,1.01843461458049e-05,0.000207978796187557
"Got2",254.929943706438,0.507443778803597,0.115103528855289,4.40858576492097,1.04047816522369e-05,0.000212185290277493
"Gm4610",45.9831615389783,0.893186639969658,0.202718844080788,4.40603656763998,1.0527919797046e-05,0.000214101726288126
"Shb",21.8702694546089,-1.14727392628142,0.260382383733281,-4.40611192597658,1.05242597596905e-05,0.000214101726288126
"Lrig1",17.8775181306225,-1.56270141865639,0.354765580879653,-4.40488452905048,1.05840240691554e-05,0.00021494498673224
"Srsf2",427.31834990846,0.601924580504579,0.136699844978718,4.40325722826012,1.06637602757254e-05,0.000216265182497895
"Psmc3",651.686990831508,0.491203113659054,0.111595794252364,4.40162747126689,1.07441915302026e-05,0.00021759581274202
"Igfbp4",7.53485264657806,-2.65367381085033,0.603086649810653,-4.40015346332652,1.08174348902725e-05,0.000218777405638941
"Timm50",167.21500268498,0.788565938227699,0.179241606168881,4.39945811177743,1.08521521289622e-05,0.000219177647468435
"Chp1",278.275637020432,-0.638598254458102,0.145237702748217,-4.39691789648567,1.09798853802959e-05,0.000221452825602863
"Pld2",18.9792344375232,-1.33919848183557,0.304681873897221,-4.39539925597059,1.10569335948832e-05,0.000222700899826708
"Slco2b1",13.0047555512271,-2.56913260817652,0.584750338701363,-4.39355471581624,1.11512106478272e-05,0.000224292090331571
"Lmo1",29.2769235118879,2.4379302213246,0.55499918119151,4.39267354609549,1.11965188866098e-05,0.000224895330796295
"Celf6",2.75445181440655,-4.86143391901306,1.10731801102883,-4.39027801462039,1.13205830562913e-05,0.000227076668053996
"Fasn",291.946837930312,0.876479240505145,0.19981594671586,4.38643288942051,1.15224693891264e-05,0.000230810938663769
"Mthfd1",139.804010640239,0.696327870104059,0.158785044510464,4.38534921378047,1.15799851247031e-05,0.000231647032133535
"Trim26",178.118534935933,-0.593677948584509,0.135489245723268,-4.38173484113325,1.17738045767284e-05,0.000235203772245039
"Gsr",553.803880710889,0.967319601360892,0.220830389548036,4.38037356788015,1.18476019483393e-05,0.000236274033751307
"Rasgrp4",119.672992261143,0.978867993237474,0.223478001244395,4.38015369650182,1.18595629554391e-05,0.000236274033751307
"Adar",349.147191934918,-0.519417441797554,0.118745055883711,-4.37422373447048,1.21865344836015e-05,0.000242459194881735
"Tubg1",78.9682940839834,0.696406675418207,0.159295850566522,4.37178164366175,1.23236744436707e-05,0.000244855902376749
"Dctd",28.2007957176806,1.29227026432426,0.295803742225385,4.36867449546877,1.25002917219024e-05,0.000248029436963099
"Sfxn1",125.093203668565,0.845381526602365,0.193699503493995,4.36439697238858,1.27473909387519e-05,0.00025259101370269
"Parp3",130.913333428307,-0.771821780902768,0.176879873525453,-4.36353648111188,1.27976587614731e-05,0.000253245314817669
"Gcat",26.693593799856,1.04920996312717,0.240470746353974,4.36315010883997,1.28202911731376e-05,0.000253263157219549
"Kif3c",18.432830099516,-1.32033189084137,0.302624876006776,-4.36293244713896,1.28330578881253e-05,0.000253263157219549
"Ptpre",188.894169636461,0.725089833479661,0.166275720469457,4.36076795477097,1.2960675705815e-05,0.000255438391125479
"Kif22",122.436009595275,0.631414973317899,0.144926764149332,4.35678652610564,1.31985880474935e-05,0.000259778643835586
"Mgat4a",126.495799725803,-0.755744921518724,0.173535175388191,-4.35499557843621,1.33069604082398e-05,0.000261561043740542
"Mapk6",81.4973866481512,0.754648888210561,0.173330512193034,4.35381444768436,1.33788959873826e-05,0.000262623435538421
"Nucb1",282.480045688203,0.877057712069492,0.20158324330733,4.3508463187704,1.3561307951502e-05,0.000265659195709499
"Snrpa",146.658990285073,0.607884397721553,0.13972073008598,4.35071014406723,1.35697334864894e-05,0.000265659195709499
"Ctsc",612.913284861567,-0.759993489875725,0.174739476910172,-4.34929475190322,1.36576042108497e-05,0.000267023438918649
"Wdr18",228.339396384602,0.459525567899198,0.105939876102407,4.33760718631573,1.440422934641e-05,0.000281246408900715
"Mcm4",207.316145963936,0.566992309935148,0.130745375064506,4.33661465773003,1.44693964565717e-05,0.000282143623070175
"Aprt",637.140286830528,0.546304432259081,0.12599803304051,4.33581714790291,1.45219627117429e-05,0.000282793074929072
"Ung",55.1954632218647,0.816002409903079,0.188299378841017,4.33353744938286,1.46732306397218e-05,0.000285360325143093
"Stx16",196.10655123881,-0.452270628764564,0.104465159187461,-4.32939204115865,1.49521547595217e-05,0.000290400116843991
"Cxcl10",2332.71397684372,-2.06053390055575,0.476022237385555,-4.32865050984334,1.50025788539044e-05,0.000290994538060605
"Cstdc5",3.93622532380623,5.13875140334835,1.18740338179847,4.3277217179263,1.50659654089416e-05,0.000291838482980857
"Aplp2",196.305592970274,-0.521497094039085,0.120578001062795,-4.3249771056289,1.5254770454041e-05,0.000294718150758794
"Itpkb",157.202689718936,-0.496032639429572,0.114687337031893,-4.32508638064925,1.52472103725265e-05,0.000294718150758794
"Cd52",3659.1360195212,-0.634899272690917,0.146899496545762,-4.32199760802539,1.54622865659047e-05,0.00029755275707363
"H2ac8",45.1146973583869,1.75817689002733,0.406776018225552,4.32222356100758,1.54464555516148e-05,0.00029755275707363
"Tpst1",214.651320948291,-0.627324123212623,0.145137895349737,-4.3222627812052,1.54437092290376e-05,0.00029755275707363
"Tes",284.430948390711,-0.39380546424932,0.0912470463959503,-4.31581601601077,1.59014383627524e-05,0.000305603166859023
"Lbr",276.969443380006,0.728593451890403,0.16903106332136,4.31041157509143,1.62950978654667e-05,0.000312759375109343
"Il7r",43.021691901227,-1.2996757830586,0.301622049642587,-4.30895481480441,1.64027872621997e-05,0.000314415307272687
"Cdip1",118.862466999511,-0.615209167530499,0.142789826723668,-4.30849439099798,1.64369644231773e-05,0.000314659646187108
"Bcl3",350.007937467477,-0.434577756802462,0.100896013050911,-4.30718463159868,1.65345591329136e-05,0.000316115796547618
"Irgm1",1106.0862234036,-1.14781817922135,0.266658114842271,-4.30445621315628,1.67396395144156e-05,0.000319477222940153
"Ruvbl1",135.80802433612,0.655605812467397,0.15231529604181,4.30426772297009,1.6753896456032e-05,0.000319477222940153
"Tmcc3",89.4961198732939,-1.06719843919577,0.248175952117845,-4.30016861057118,1.70668207686509e-05,0.000325022217050715
"Setdb2",133.643381271422,-0.85712474102289,0.199463912713892,-4.29714192086633,1.73014430354879e-05,0.000329063585608897
"Lgals3bp",697.441677293443,-0.920017420029273,0.214137174462164,-4.29639282548689,1.73599839394433e-05,0.000329749863108469
"Hdc",247.655057088006,1.24133899344122,0.28903266598483,4.29480518823563,1.74846804076403e-05,0.000331689357138737
"Mfsd2b",18.5180519963582,1.62683239843203,0.379183919184305,4.29035176895593,1.78390324138697e-05,0.000337974855397225
"Rere",397.684756137267,-0.464078506333594,0.10822587409766,-4.28805505340456,1.80244425195295e-05,0.000341047538033829
"Tram1",227.408337775826,0.429765207144122,0.10028555507013,4.28541485205506,1.82398499278871e-05,0.000344679171803303
"Arhgap28",6.88200431067994,-2.20220233278254,0.51396814146766,-4.2847059089967,1.82981071615763e-05,0.000345335613693347
"Smurf1",94.1714291680975,-0.805088249393124,0.187931280538104,-4.28395021354568,1.83604014238658e-05,0.000346066462267807
"Klrg1",18.9631564049507,-1.53438396077098,0.35835628981247,-4.28172744386302,1.85448042398881e-05,0.000349094052120867
"Cd6",70.3419468371359,-0.90177248269987,0.210659721464311,-4.2807067076306,1.86300752293192e-05,0.000350250185137124
"Slfn5",148.861450258259,-1.6099042766056,0.376255244573131,-4.27875571125145,1.87940991942627e-05,0.000352882044078464
"Topbp1",204.133499971146,0.588190772148601,0.137480391399358,4.27836119872544,1.88274333878163e-05,0.000353056455214951
"Gpatch4",170.911198632371,0.658026927936428,0.15404193524814,4.27173890587934,1.93954586876994e-05,0.000363244285601391
"Bloc1s4",131.256858815923,-0.523227013631825,0.122611485816788,-4.26735725569509,1.97802257000723e-05,0.000369978412680461
"Orai1",299.283754790706,0.598100263538505,0.1401810022313,4.26662853038839,1.9844918310691e-05,0.000370716202997298
"Scarb2",99.5868146673251,-0.637784063626306,0.149529055412231,-4.26528517730566,1.99647029368252e-05,0.00037247996597383
"Dmtn",16.774115396385,-4.63862943187335,1.08834197420297,-4.26210652701359,2.02508860746555e-05,0.000377339797251481
"Nub1",297.465057300159,-0.433734451220675,0.101806528984347,-4.26037952131108,2.04080067877705e-05,0.000379785505278625
"Mlec",170.134225718373,0.951739264423663,0.22353189604071,4.25773359990795,2.06509826662698e-05,0.000383820732264354
"Sec61a1",519.074483366347,0.481884913776879,0.113227759683481,4.25589020858443,2.08218871491983e-05,0.000386507925425637
"Plxnd1",182.703805076878,-0.683835226673192,0.160705304128587,-4.2552125480938,2.08850522469678e-05,0.000387190937048267
"Coro2a",311.399146182962,0.547829894949925,0.12882611878466,4.25247535296515,2.11420491629393e-05,0.000391125030853054
"Parp10",300.014856824044,-0.651109161989837,0.153116211220435,-4.25238553645022,2.11505328950027e-05,0.000391125030853054
"Adsl",196.261367367848,0.574133268689742,0.135041014355787,4.25154736454434,2.12298598748573e-05,0.000392098154141547
"Iffo2",45.0504061666569,-0.914925039160059,0.21566223996843,-4.2423979241521,2.21144133996917e-05,0.000407922025059892
"Pmaip1",77.2796415328953,-0.858740757590804,0.202433198853503,-4.24209449069793,2.21443415606262e-05,0.000407961564786292
"Atxn7l1",113.242005173159,-0.619714725091618,0.146155799565294,-4.24009671141901,2.23423505211088e-05,0.000411093650001806
"Rnaseh2c",281.854770769985,0.638544057820162,0.150652696317366,4.23851728796808,2.25000859180944e-05,0.000413477799168184
"Tor3a",562.732844585927,-0.574167210023767,0.135719988906924,-4.23052797637294,2.33143444078688e-05,0.000427905648675922
"E130311K13Rik",17.7269856823433,-1.4066818122021,0.332643145920976,-4.22880143316188,2.34939585349678e-05,0.000430663911571701
"Cstdc4",33.7724707732805,4.93133623897008,1.16633796046749,4.2280508790038,2.35724494004675e-05,0.000431563933350454
"Psme2",1758.21237216882,-0.498355044013421,0.118022761820095,-4.22253331753985,2.4157167543315e-05,0.000441718170658149
"Man2b1",649.436101922536,0.512659245395581,0.121418552228219,4.2222480501331,2.41877705863496e-05,0.000441727656118621
"2510009E07Rik",13.6050966804502,-1.27391512964552,0.301764218801014,-4.22155792594334,2.42619586601329e-05,0.000441983050876838
"Slc4a8",25.055306131132,-1.35278280093515,0.320431690196074,-4.22175097633874,2.42411840396851e-05,0.000441983050876838
"Herc3",56.7786792018104,-0.774670694521403,0.183549777171969,-4.22049378897154,2.43767773724252e-05,0.000443524438859131
"Hsp90b1",1185.98513778599,0.517564259657861,0.122681095810432,4.21877760578214,2.45630406805042e-05,0.00044636030484139
"Gmppb",68.868744626889,0.823718613252719,0.195340098254805,4.21684344695192,2.47745843649837e-05,0.000449647987924667
"Atp5f1b",2369.07327538915,0.273348959095543,0.064929847095918,4.209912256404,2.55469884762028e-05,0.000463094360242082
"Ostf1",1087.88202916354,-0.270418256160298,0.0642384538013421,-4.20960095018116,2.55822120557371e-05,0.000463161059943758
"Tmem223",31.0787327125662,0.939514156436061,0.223280562603082,4.20777404662045,2.57898547507919e-05,0.000466345366140242
"Dennd1a",73.2804459304732,-0.650191227971256,0.154557584032096,-4.20678954088875,2.59024156357409e-05,0.000467804635645244
"Mertk",20.5810876717778,-2.29130069667003,0.544923917041198,-4.20480846043834,2.61303349531492e-05,0.000471341164763009
"Cxcr2",75.0415910085234,1.03420157098571,0.246027888858031,4.20359486798868,2.62708970468983e-05,0.00047329519182774
"Pf4",615.266860013329,-1.09261410697194,0.260031026357589,-4.20186053286348,2.6473021852986e-05,0.000476352181210041
"Cdk4",558.611293021919,0.716783760482633,0.170608309746119,4.2013414326024,2.65338064093815e-05,0.00047686154162662
"Slc19a1",75.3081238434946,1.00818440824475,0.240179473715782,4.19762935044895,2.6972360398431e-05,0.000484150571797265
"Ints15",145.208386009749,0.69044061286581,0.164705101911083,4.19198072709701,2.76529493126212e-05,0.000495662186739221
"Rnf180",13.0275866918854,-1.82769229546543,0.436050148065398,-4.19147270921535,2.77149530281891e-05,0.000495662186739221
"Slc33a1",43.8022373253363,-0.874035988274572,0.208519977089751,-4.19161751537298,2.76972659428608e-05,0.000495662186739221
"Abca1",12.1384159480469,-1.84129054129272,0.439388291821616,-4.19057716276211,2.78245767254545e-05,0.000496866454531858
"Cenph",61.1965859373534,0.738003469195059,0.17611891858329,4.19037020628786,2.78499688128938e-05,0.000496866454531858
"Dera",181.078248464342,0.430690698694551,0.102850014598254,4.18756089026228,2.81968386189894e-05,0.000502444394954639
"Mapkapk3",275.057104820054,0.666744975860198,0.159245212982504,4.18690749550791,2.82781007892919e-05,0.000503281641077785
"Zc3hav1",336.687191392901,-0.461028595706797,0.110136225849125,-4.18598505761725,2.83932027494276e-05,0.000504718397057924
"Gata3",29.5410174794113,-1.14222767318786,0.272923925455283,-4.18515039047028,2.84977363795064e-05,0.000505964042636387
"Gna13",313.26598059118,-0.655541534918721,0.156701427147208,-4.18337948066609,2.87207378276003e-05,0.000509307480099826
"Pnrc1",1182.38828785727,-0.433765366071652,0.103719536663777,-4.1820989567064,2.88830198960174e-05,0.000511567407880849
"Klf5",8.96067000318424,1.74654516032252,0.417757538629516,4.18076276026566,2.90532865090129e-05,0.000513963139532333
"Bud23",270.448416592218,0.46540925365559,0.111380760506053,4.17854260952273,2.93383036722715e-05,0.000518380641179257
"Nt5dc2",85.9047352442904,1.42479583925529,0.341140878850175,4.17656143719159,2.95948835930152e-05,0.000522285668024329
"G6pdx",541.322056663196,0.66400545607038,0.159057494893748,4.17462538633557,2.98476793452187e-05,0.00052611461683775
"Cd5",50.4285072837354,-0.886347652645214,0.212348197402023,-4.17402955847636,2.99258904032328e-05,0.000526860729964828
"Setd3",196.226761806968,-0.434771231349805,0.104170432737219,-4.1736529255529,2.99754293766672e-05,0.00052710087369773
"Mfsd13a",46.8441958298226,1.48240144222912,0.355225178187282,4.17313167324973,3.00441188981257e-05,0.000527676791604282
"Ccnb2",159.619215911806,0.784384637520241,0.188038650402817,4.17140112333251,3.02732414526067e-05,0.000531065715948177
"Dtx1",292.575549524804,0.701749361308107,0.168336868955902,4.16872052843004,3.06314298920016e-05,0.000536707977451383
"Dhx58",301.103189086997,-0.778433519808075,0.186762844497224,-4.16803204033254,3.07240755286016e-05,0.000537689631688269
"Pltp",29.1989322276005,-1.2177160678341,0.292427868283941,-4.16415875470434,3.12502627824912e-05,0.000546247152899188
"Dnase2a",117.186696517967,0.658469231123128,0.158150555265698,4.16355940083091,3.1332446332334e-05,0.000547032472648823
"Prmt5",226.026242165871,0.500092336429889,0.120201318342588,4.16045633546685,3.17612338317016e-05,0.000553860090677999
"Gnb4",72.8930491721941,-0.772322675665545,0.185770598138315,-4.15739995136644,3.21890169987258e-05,0.000560654017309953
"Abi3",234.625661865053,-0.501508178870171,0.120638581521621,-4.15711269599344,3.22295025654513e-05,0.000560694059441376
"Rptor",98.1250412294204,-0.578877188193571,0.139336422016873,-4.15452887202365,3.25958459114482e-05,0.000566396219547685
"F11r",13.1546336664916,-1.54042532548111,0.370886363364299,-4.15336199343636,3.27625834762433e-05,0.000568620582957069
"Eef1d",591.200729966928,0.328279994595736,0.0790818775743546,4.1511406236793,3.30822412904826e-05,0.000573490612595225
