"","baseMean","lgFC_PcDC_vs_PMoDC","lfcSE","stat","pvalue","padj"
"Ifi35",605.810279324651,-0.449489022228336,0.108401386178793,-4.14652467162149,3.37559821616389e-05,0.000584480054338849
"Ngp",3717.66347281132,1.10338347434113,0.266321828715228,4.14304557633897,3.42723801620636e-05,0.000592722447490671
"Gm13889",7.75183063237557,-2.1088501831136,0.509195231211033,-4.14153561119978,3.44988295852257e-05,0.000595936840941023
"Wee1",25.6746949564216,0.950174464579408,0.229671939031839,4.13709427710143,3.51731619863773e-05,0.000606871371851914
"Lima1",30.7581680441569,-1.14011737449278,0.275652358407614,-4.13606972593666,3.53304878487714e-05,0.000608870367468909
"Ktn1",165.375456838632,-0.909156383697116,0.219858461536303,-4.13518941842953,3.54661977805648e-05,0.000610492593214576
"Fyb2",2.47450975749862,-4.24335461917351,1.02638092621809,-4.13428826547763,3.56056339356046e-05,0.000612175085569652
"Chmp5",154.390454516597,-0.566875310750336,0.137298017624963,-4.12879457807458,3.64670019513851e-05,0.000625962245091765
"Hsd17b7",29.8689727027712,1.03670281951839,0.251131304079533,4.12813059414555,3.65724396774662e-05,0.000625962245091765
"Rcbtb2",142.836561207122,-0.672952124019367,0.163014867818957,-4.12816409339265,3.65671132185702e-05,0.000625962245091765
"Trib1",156.139027056514,-0.864459109184677,0.209408710821754,-4.12809527260063,3.6578056683834e-05,0.000625962245091765
"Dusp22",54.6385581664075,-0.723690699084292,0.175374506076756,-4.12654447487113,3.682548121348e-05,0.000629462794711905
"Ahcy",54.8170727705421,0.905453257082384,0.219679163402413,4.12170750770639,3.76074502311484e-05,0.000642081618306921
"Nod2",23.3422231373968,-1.45196977824204,0.352463566898979,-4.11948897588667,3.79713589929459e-05,0.000647541770143351
"Ifi47",708.217762457163,-1.05946276510684,0.257226620174068,-4.1187912992438,3.80864890300293e-05,0.000648751645508028
"Klk1",28.7077695260581,-3.71498070272719,0.902318021304968,-4.11715228446224,3.83582629300297e-05,0.000652623840789833
"Serbp1",3391.34567162416,0.40815535592686,0.099142929551683,4.11683775910706,3.84106261628262e-05,0.000652758361051826
"Klk1b27",4.00917622672972,-4.53830458933501,1.10248410993831,-4.1164353739202,3.84777155273587e-05,0.000653142539986368
"Rad51ap1",35.5306704569472,0.904438832316948,0.219870698178962,4.11350325353852,3.89699546044133e-05,0.000660734230319401
"Mvp",385.508924381827,-0.404693577601011,0.0983911125295355,-4.11311110522842,3.90362391096269e-05,0.000661094693018053
"Pgap6",43.0570501198102,-0.861736496209453,0.209549659360446,-4.11232592235897,3.91692796895193e-05,0.000662583564148862
"Pycr2",172.083809134904,0.593276568638488,0.144281350727066,4.11194215779679,3.9234460824574e-05,0.000662922426107272
"Scara3",1.86605829681712,-4.92738579227266,1.19935651948679,-4.1083578670845,3.98482317398198e-05,0.000672519065098591
"Map2k3",201.333978186177,0.64982997646413,0.158231364967795,4.10683417030746,4.01118989358001e-05,0.000676191747502128
"Dock7",14.0480654981592,-1.32178025511021,0.321880527794098,-4.10643124071093,4.01818999543682e-05,0.000676594996594023
"Ndufa10",439.637653981282,0.340020867753397,0.0828462507052087,4.10423965911615,4.05646783699982e-05,0.000681477314080874
"Trim56",157.305922616098,-0.526234885637273,0.128210879995232,-4.10444796616982,4.05281474838172e-05,0.000681477314080874
"Ccr7",1493.30525905968,-0.576288555715742,0.14048780565984,-4.10205393278826,4.09498787751896e-05,0.000686377933854006
"Zc2hc1a",8.31956390411503,-1.71912630784084,0.419074204887843,-4.10220024947834,4.09239847051305e-05,0.000686377933854006
"Cdk1",184.956042237147,0.771487872794723,0.188087315142447,4.10175387005998,4.10030303495013e-05,0.000686485170606304
"Arhgef3",220.077285559373,-0.507489986961499,0.123792033489843,-4.09953672021341,4.13977986629304e-05,0.000692305099963333
"Tpm4",434.183834323557,-0.685399305315798,0.167252828201962,-4.0979833506203,4.16765249867693e-05,0.000696173397475238
"Mrps28",187.651545820932,0.576743296265022,0.140827735018094,4.09538146864976,4.21473823888676e-05,0.000703238654108798
"Paox",37.905125569504,0.87864562477517,0.214611901050108,4.09411416830058,4.23785468339213e-05,0.000706293079639575
"Fgl2",115.801897512356,-1.19649546572918,0.292772068951485,-4.08678146796664,4.3739875709581e-05,0.000728154869664148
"Cs",463.828571512339,0.311513294680422,0.0763222061820784,4.08155516282193,4.47353568633729e-05,0.00074304213215487
"Nup205",72.0007504634495,0.637418564121095,0.156168191131716,4.08161584956491,4.47236752151964e-05,0.00074304213215487
"Vat1",69.0369000284811,1.00117160362277,0.245401082118075,4.07973589595281,4.50868959822385e-05,0.000748034908143737
"Ern1",25.7065288730015,-0.994974394872642,0.244236085526728,-4.07382223116968,4.62477879627107e-05,0.000766429199386547
"Ncbp2",142.408243477907,0.490267308229386,0.120373073241719,4.07289848988809,4.64316644378672e-05,0.000768608939054346
"Cic",411.585564724013,-0.404627755239837,0.0993684252840642,-4.07199524479863,4.66121312051327e-05,0.00077072739018577
"Mapk13",32.8492360428992,1.18139744435276,0.290281130245735,4.06983892942906,4.70456521777748e-05,0.000777020597217399
"1700025G04Rik",18.3986870502057,-1.25306102971175,0.308136087911205,-4.06658317176028,4.77074635086087e-05,0.000787065940108879
"Cdca3",222.843757135744,0.773696433157453,0.190303758234154,4.06558672480593,4.79117732274076e-05,0.000789549457124607
"Lilra6",56.455457534155,1.03226213954717,0.254034698764064,4.06346906375136,4.83487328557414e-05,0.00079496578333802
"Zfp513",177.555044083106,-0.539746228614259,0.132827053154977,-4.06352633589264,4.83368657367568e-05,0.00079496578333802
"Zup1",154.731777184652,-0.844008708607911,0.207724394511519,-4.06311791444942,4.84215534287406e-05,0.000795272560396195
"Uqcrh",1198.77702546843,-0.508628260914537,0.125243409076644,-4.06111798348828,4.88382812631658e-05,0.000801220652276049
"Zmiz1os1",1.72673263381708,-5.76526041610611,1.42037128328162,-4.05898125649659,4.92872691492447e-05,0.000807684121560669
"Rpl13a",675.257104392077,0.401528383450361,0.0989558423012436,4.0576521215192,4.95685297115242e-05,0.000811387649670357
"Fkbp2",261.369958161384,0.795826718871032,0.196168974373848,4.05684294069046,4.97405062386368e-05,0.000813296050224837
"Tacc3",177.379312170473,0.760755480618023,0.187545212507715,4.05638443362945,4.98382043717111e-05,0.000813987046484798
"Gabarapl1",126.315605765839,-0.620883672676387,0.153080687737621,-4.05592424395542,4.9936443912694e-05,0.000814685339966763
"Galnt6",115.44858358181,0.880264747023161,0.217104470090156,4.05456758517049,5.02271275669642e-05,0.000818518217609029
"Slc17a9",96.7164625038498,0.709106044394198,0.175012753037313,4.05173927092625,5.08382998281832e-05,0.000827559596870526
"Ppp2cb",230.079343283277,0.551723040553963,0.136198799023433,4.05086567950601,5.10284951069609e-05,0.000829735762630684
"Prmt1",349.980744909411,0.564765221050589,0.139489723505931,4.04879446926837,5.1482130254334e-05,0.000836185971819011
"Exo1",25.4021860698827,1.03478071760363,0.255833254933037,4.04474671549045,5.23797223182319e-05,0.000849824820771932
"Emilin2",355.107888513955,1.0807185583063,0.267274611778608,4.04347629995434,5.26644819238292e-05,0.000853501752856053
"Chn2",25.2467750295246,0.998222963657236,0.247018441120024,4.04108680765339,5.32040579484821e-05,0.00086034711768454
"Stbd1",6.61185417637063,-2.06461589700679,0.510906068776572,-4.04108704746994,5.32040035331265e-05,0.00086034711768454
"Sbf2",29.0616715541193,-0.971526204204742,0.240545556062796,-4.03884494939961,5.37150557886526e-05,0.000867654746033869
"Sdf2l1",87.1476437925051,1.04852136265328,0.259703438033191,4.03737959956957,5.40515696058965e-05,0.000872130985190526
"Spag5",60.2997859272295,0.713205577315743,0.176834845018967,4.03317331060654,5.50286639527443e-05,0.000886921924059435
"Osbpl3",89.5825330179048,-0.876408176395724,0.217335571045086,-4.03251143925222,5.51839279075301e-05,0.000888376394581233
"Pim3",166.489090348702,-0.568415215273264,0.14096644381383,-4.03227321265159,5.52399133864105e-05,0.000888376394581233
"Elavl1",269.265643060991,0.524348928715005,0.130117562836102,4.02980902259507,5.58221867262595e-05,0.000896758389170315
"Atox1",488.551745653262,-0.591961104669968,0.146911447109684,-4.02937358739656,5.59256800381686e-05,0.000897439081967683
"Camta2",157.834185324848,-0.482241435987445,0.119724241291901,-4.02793478399821,5.62689458263695e-05,0.000901961715686227
"Tor1aip1",599.984801047305,-0.490538634313525,0.121792028067137,-4.02767440610416,5.63312789557282e-05,0.000901976192919256
"Map2k4",138.111331213147,0.472643679759251,0.117393623910337,4.02614438515203,5.66988815613666e-05,0.000906873287544168
"Ap3b1",147.220688749986,-0.553078003089148,0.137437239502675,-4.0242222929571,5.71639038637625e-05,0.000913316213744968
"Synj2",15.3020586638413,-1.289478002689,0.320485866852239,-4.02350972713414,5.73372148701495e-05,0.000915089484715659
"Upp1",138.742441639734,0.891666544291047,0.221698579398613,4.02197680612033,5.77117419358359e-05,0.000920066782675221
"Hotairm1",5.33461390941667,-3.00394242146922,0.747405856084779,-4.01915826189149,5.84064301262683e-05,0.000929324423881932
"Mcm3ap",156.880548506985,0.603950681571339,0.150269850765463,4.01910748227179,5.84190181327401e-05,0.000929324423881932
"Neil3",26.2253941130308,0.982667873010784,0.244550702326588,4.01825823300426,5.8629923844735e-05,0.0009316700993639
"Smim36",36.5919236315664,-0.803019371851693,0.200239644443848,-4.01029163871133,6.06437960727627e-05,0.000962630116471756
"Erg",18.5281688368152,1.69134678904815,0.421881951805077,4.00905225220349,6.09629272144176e-05,0.000966650821046754
"Plcl2",239.502572695048,-0.451624229212735,0.112781695799287,-4.00441069813734,6.21722712833536e-05,0.000984763170715729
"Cox6a2",23.6433806591091,-1.75986022596982,0.439535932458626,-4.00390524643962,6.2305328073845e-05,0.00098580725442701
"Eif3b",509.897552368812,0.497350287570949,0.124247968071016,4.00288467725024,6.25748082278739e-05,0.000989005284402445
"Olfm4",12.9594548776243,1.57207119070043,0.392800311870567,4.00221472130209,6.27523088512449e-05,0.000990744248239601
"Il12rb1",77.5588458675613,-0.960947537127831,0.240154695180322,-4.00136893599477,6.29770751089302e-05,0.000992159220841654
"Slc6a8",15.0645436530364,-1.56288727402643,0.390586664621105,-4.00138411162229,6.29730355012755e-05,0.000992159220841654
"Basp1",826.209471208405,-0.902308416776783,0.225652019169617,-3.99867202649997,6.36988752674692e-05,0.0010024550756187
"Slamf8",31.4090692281075,-2.37762309673944,0.594652087525078,-3.99834314318987,6.37874313053624e-05,0.00100277393346535
"Arfrp1",147.863959528231,-0.544595316364727,0.136281378530343,-3.99610953629643,6.43919489346726e-05,0.0010111946376554
"Smpdl3b",62.0477723648234,-1.01354142791987,0.253831532728411,-3.99296894686572,6.52511165013456e-05,0.00102359203374921
"Pglyrp1",364.466232604054,1.24487098585335,0.311850596147259,3.99188265545438,6.55508091877777e-05,0.00102719587118905
"Rgs19",533.076693465857,0.384511033878497,0.0963666118662986,3.99008563683838,6.60494434839969e-05,0.00103280508911132
"Sumf1",61.6388553746565,-0.743852920151472,0.186415033591524,-3.99030542666111,6.59882643915761e-05,0.00103280508911132
"Mfsd6",69.5824176252047,-0.596088320965337,0.149406469796418,-3.98970889130551,6.6154436507601e-05,0.00103334637366075
"Spata6",39.1604281673774,-0.914258969089356,0.229202131519534,-3.98887638185614,6.6387004136398e-05,0.00103587713255551
"Kif20b",51.0624080367485,0.922085198672347,0.231256546966593,3.98728256893653,6.68344077115466e-05,0.00104175117667584
"Crebl2",35.1064335741489,-0.840481951117061,0.211049560003021,-3.98239139235842,6.82253045689631e-05,0.00106230344325142
"Cdc42bpb",29.5554806699304,-1.2165083806325,0.305644215945158,-3.98014527077059,6.88731671147931e-05,0.00107054922365085
"Idh3a",171.615386558527,0.589290762162753,0.148061584786865,3.98003819161491,6.89041975086994e-05,0.00107054922365085
"Nfam1",249.502800974535,0.703453586533221,0.176756067023924,3.97979881753088,6.89736134014648e-05,0.00107054922365085
"Fbxo5",68.4177080035132,0.778762459499558,0.195821901327339,3.97689152347553,6.98219962871673e-05,0.00108257272596038
"Thy1",515.509498315429,1.05183568261631,0.264590430240296,3.97533531980373,7.0280162047377e-05,0.00108852702462198
"Dpy30",230.252118732605,0.536211937514065,0.134934241469364,3.97387595376085,7.07124006076524e-05,0.00109406762710449
"Rab38",24.0048845121081,1.32755677069974,0.334177928777903,3.97260458090289,7.1091007482555e-05,0.00109876764512248
"Elovl1",308.836572392862,0.542395949780479,0.136682318349993,3.96829638484477,7.23882697484502e-05,0.00111764139297213
"Cxcl5",11.5191007672935,-1.85023020465927,0.466303898405881,-3.96786347054897,7.25198575949013e-05,0.00111849692128775
"Fbxl12",84.6532637105886,-0.661801026621707,0.166835482636447,-3.96678821653211,7.2847669396923e-05,0.00112237390320569
"Psmb5",265.614537584827,0.70223202062602,0.17705660553521,3.96614415205408,7.30446954615376e-05,0.00112422983591379
"Anxa7",323.365438113584,-0.403965119660894,0.101865329097613,-3.96567824636186,7.31875349406392e-05,0.00112524877019205
"Atg7",131.874928812221,0.542658816383977,0.136859523968676,3.96507894114977,7.33716611522571e-05,0.00112606070298423
"Ncbp1",195.559972924613,0.486007979031549,0.122574298762456,3.96500721552904,7.33937269465307e-05,0.00112606070298423
"Myl10",55.3992048654994,1.79292267448004,0.452597916139837,3.96140284907119,7.45106982608927e-05,0.0011408139547077
"Slc38a6",15.3014542700511,-1.27774301915701,0.322540549919409,-3.96149575449125,7.44817066753752e-05,0.0011408139547077
"Msra",126.667785646534,0.753843250820364,0.190337045338838,3.96057031083135,7.47709725835228e-05,0.00114360644837903
"Abcd3",43.7739234205825,0.733924844436679,0.185341647869818,3.95984848992052,7.49973292804099e-05,0.00114587490720526
"Ppm1j",7.69057582841019,-2.53093716995728,0.639226858028411,-3.95937238582799,7.51469858551165e-05,0.00114696797641442
"Chaf1b",56.1427818856622,0.843247940018151,0.213036571176864,3.95823090542554,7.55069450889791e-05,0.00115007940043298
"Etv3",289.088370683338,-0.635132086604389,0.160464148204237,-3.95809340411665,7.55504151979744e-05,0.00115007940043298
"Fnbp1l",12.4496321889167,-1.36285370120553,0.344330491088565,-3.95798146396216,7.55858217951255e-05,0.00115007940043298
"Lpp",40.4619290867049,-0.886232701106389,0.224023056080324,-3.95598880138761,7.62187314469873e-05,0.00115850893771854
"Gemin5",79.1935323774626,0.655893567469385,0.165909169941096,3.95332920839911,7.70712821615947e-05,0.0011693395207889
"Scart1",33.1560965603515,-1.02587975788173,0.25950160592779,-3.95326939967838,7.70905575239161e-05,0.0011693395207889
"Il6",17.020967640962,-1.67258938045502,0.423178070341347,-3.95244814814215,7.73556947521888e-05,0.00117215032615726
"Dok1",139.911043033784,-0.640263767503563,0.162004038707144,-3.95214695024345,7.74531510005352e-05,0.00117241647490515
"Ier2",588.140510288434,-0.632593864982381,0.160083301132409,-3.95165429815285,7.76128048496771e-05,0.00117241647490515
"Kit",84.6016523425186,-0.582332136128878,0.14736208923054,-3.95170928404693,7.75949701474926e-05,0.00117241647490515
"Rrp9",129.478428861401,0.573159116098994,0.145077926872491,3.95069827957179,7.79235101262363e-05,0.00117590020471072
"Actn1",618.510247584433,-0.635119080803624,0.161139611161647,-3.9414212075174,8.10002434175163e-05,0.00122107451139568
"Heatr1",226.311647753399,0.452382722546405,0.114807679320418,3.94035246792025,8.13619760557604e-05,0.00122526963530947
"H2-K2",155.519431551986,-0.634875298845213,0.161194572510116,-3.93856498366512,8.19703944534444e-05,0.00123316731737697
"Tmtc2",11.3127141010026,-1.40279616830023,0.356194052399047,-3.93829194747099,8.20637074081144e-05,0.00123330748809964
"Psmb8",2163.73667617027,-0.339073419867489,0.0861418963199895,-3.93621959061523,8.27752368823671e-05,0.00124272883757034
"Fblim1",15.5858733102947,-1.97758975251876,0.502673667472757,-3.93414232828486,8.34942992221212e-05,0.00125224391775118
"Mid1ip1",133.142179946537,0.600070765490654,0.152709593597398,3.92948963686378,8.512634508788e-05,0.00127541849482178
"Tppp3",37.9328289075773,-2.15498797860519,0.548768224517314,-3.92695473667536,8.60281629361111e-05,0.00128761622465945
"Gm5431",12.4847131552287,-1.76402774163065,0.449463890735153,-3.92473739936119,8.68243988776399e-05,0.00129434452239144
"Hnrnph3",141.001007987237,-0.563633100636968,0.143588247444838,-3.9253428512908,8.66062954641941e-05,0.00129434452239144
"Npl",30.9820866851449,1.27291647626723,0.324327841199441,3.92478324265867,8.68078664933239e-05,0.00129434452239144
"Ss18l1",12.5410980974793,-1.53483713039946,0.391069102741644,-3.92472102664023,8.68303040629007e-05,0.00129434452239144
"Cep55",46.7038745808839,0.667244600314498,0.170024403364433,3.92440489195139,8.69443994843858e-05,0.00129473084952255
"Arc",28.2150448359257,-1.07674486536904,0.274477844298756,-3.92288444307751,8.7495122757568e-05,0.00130161184138741
"Ear6",17.6438739200957,2.44073961189629,0.622481476956161,3.9209835187886,8.81882950115075e-05,0.00131059588628944
"Lrp4",12.8107051695881,1.77207692194609,0.452041222544241,3.92016664314869,8.84877597604346e-05,0.00131371665982049
