"","baseMean","lgFC_LcDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Hddc2",44.4239726447749,-1.62120920626265,0.303857745667624,-5.33542168787107,9.53227637206804e-08,2.09524571812986e-06
"Hbb-bt",13309.3073301189,-2.32992213176555,0.436761143162701,-5.33454536475927,9.57842398567111e-08,2.10224214322285e-06
"Ccpg1",129.236384919566,0.764551163320265,0.143439331369975,5.33013613503433,9.81391733825913e-08,2.15071266086058e-06
"Mtus1",20.2316600786382,-2.50196345469419,0.469504847684347,-5.32894062123994,9.87872847213719e-08,2.16168957013995e-06
"Casp6",83.678668893327,-0.8276372864281,0.155408023034253,-5.32557631368675,1.00633454108587e-07,2.19713206270473e-06
"Lrrc61",80.2469692137982,-1.03951464699504,0.195205333544175,-5.32523690885625,1.00821546847656e-07,2.19713206270473e-06
"Rogdi",257.058054343569,-0.701220991523495,0.131680365543457,-5.32517500714318,1.00855888460327e-07,2.19713206270473e-06
"Mvd",78.5886289870847,1.27840748203214,0.240102940829162,5.32441409346064,1.0127895153846e-07,2.19982077727694e-06
"Psmb9",603.856498188777,-0.727193047208665,0.136570624499753,-5.32466663217155,1.01138351565384e-07,2.19982077727694e-06
"Cd40",340.691248295067,0.81698127978939,0.153470651723463,5.32337141085123,1.01861466883776e-07,2.20594678208627e-06
"Prf1",26.5321832765199,-2.8096556024813,0.527779333070189,-5.3235422958626,1.0176577689467e-07,2.20594678208627e-06
"Emb",368.047943562269,-0.929996158325105,0.174710304542558,-5.32307559511216,1.02027319879986e-07,2.20628444447399e-06
"Tubb2a",198.538574666965,0.716163811164352,0.134609981265416,5.32028757772622,1.03603353508283e-07,2.23707064641488e-06
"Slc45a4",72.133273421266,-0.969278649372634,0.182217388693104,-5.31935319853103,1.04136799623843e-07,2.24528726707326e-06
"Tmem120b",18.4672795652817,1.94859524357018,0.366419508436465,5.31793531377452,1.04951364895012e-07,2.25953209787897e-06
"Gngt2",273.882636326848,-0.763824745330375,0.143661740896127,-5.31682785246664,1.05591880006115e-07,2.26999351995576e-06
"Kdm5c",169.307759502361,0.793902904582002,0.149380472634929,5.31463644864896,1.06870476340104e-07,2.29412164342361e-06
"Tagap1",38.4043929773053,1.1347543710755,0.213550014223433,5.31376396860468,1.07383692911514e-07,2.30177337667118e-06
"Scml4",39.6494047889977,-1.46368151507318,0.275566474977483,-5.3115369538068,1.08704521690892e-07,2.32668876382997e-06
"Tmc6",263.588710450014,-0.694409458363015,0.130776676773984,-5.30988763052248,1.09692845232769e-07,2.34442510415248e-06
"Cdca7l",42.2198024263393,-1.3338383365243,0.251232375608391,-5.30918172187897,1.10118499041359e-07,2.35010162997715e-06
"Nfkbie",472.791741953959,0.747160663294403,0.140791927200334,5.30684307084783,1.1154012588288e-07,2.37698645622399e-06
"Slc2a6",157.152048825607,0.888444365576297,0.167477960715007,5.30484346587035,1.12769723511242e-07,2.39970702944284e-06
"9130401M01Rik",162.891597633516,0.635262870003641,0.11983065411719,5.301338582216,1.14956663297953e-07,2.4427043230157e-06
"Foxj1",10.7634055537996,-2.47744871666856,0.467495334751006,-5.29940842722652,1.16178486378219e-07,2.46509929984305e-06
"Tlr2",144.407079219635,1.30438262232134,0.246372693421917,5.29434737350364,1.19442197874143e-07,2.53069233966239e-06
"Pml",600.509989979649,-0.741679195286233,0.140113058974755,-5.29343375066748,1.20040741454288e-07,2.53970923166183e-06
"Adam17",274.691115313175,0.570057281809319,0.107697972863854,5.29311060041916,1.20253141507695e-07,2.54054226871581e-06
"Mir6236",26.3272536828717,1.7942647956883,0.339329773478929,5.2876727476427,1.23882350432588e-07,2.61345481523232e-06
"Hip1r",30.843404452465,-1.25561328571072,0.237596675139424,-5.28464165154632,1.25951059662407e-07,2.65328466143919e-06
"Lrba",52.2261451255421,-1.10560591156753,0.209382890851128,-5.28030684395135,1.2896772010537e-07,2.71294130989563e-06
"Sgsh",34.3212653961572,-1.69687293600041,0.32152207519005,-5.27762498110711,1.30868944978249e-07,2.74899673693223e-06
"Crtc2",255.159121331628,0.729929883152419,0.138338762278459,5.2763944908164,1.31750311000203e-07,2.76355688059426e-06
"Thoc6",106.916543482397,0.744441692298232,0.141154391773704,5.27395345581389,1.33515782462748e-07,2.79659377161274e-06
"Tram1",227.408337775826,-0.540845165340424,0.102557823609702,-5.27356320858258,1.33800141133626e-07,2.79855765279919e-06
"Msmo1",84.9602115607262,0.940307568066667,0.17838482696402,5.27123065380627,1.35512042593963e-07,2.83033189389354e-06
"Gbp8",98.8377214606206,-1.73433678562832,0.329152521333597,-5.26909767727577,1.37096001819141e-07,2.85934743566824e-06
"Zbtb48",41.9074351700615,1.20190007418619,0.228476348588705,5.26050106109586,1.43663375015756e-07,2.99206997922886e-06
"Hspa1b",103.540017944966,2.65153767228227,0.504096573524513,5.25997955856632,1.44071416796882e-07,2.99631814848245e-06
"Dusp3",66.2158776356367,0.995260676468478,0.189272705760988,5.2583423080837,1.45359755577412e-07,3.01883633825055e-06
"Dph2",66.5435317111403,0.921872107676118,0.175601863574812,5.24978544594644,1.52276466178067e-07,3.15801603515897e-06
"Septin11",129.353454509972,0.739269234814916,0.1408366076084,5.24912696612568,1.52821723771786e-07,3.16485383658834e-06
"Eaf1",68.9398153764147,1.02662974595954,0.195612480234282,5.24828346703626,1.53522946516628e-07,3.17489777986429e-06
"Kcmf1",321.986476110117,0.52398593437537,0.0999806060912587,5.24087575441476,1.598162986825e-07,3.30039762806632e-06
"Camk2d",182.432868822405,-0.793607290399107,0.151512317360903,-5.23790609385725,1.62408656855083e-07,3.3492223435438e-06
"Ndufa3",679.541100518239,-0.541858365060532,0.103512153040142,-5.23473185656178,1.65224549947288e-07,3.40251341777844e-06
"Jhy",29.2925560539813,-1.78478713865072,0.340995684007147,-5.23404612538531,1.65839039143871e-07,3.41038461029337e-06
"Cntnap1",8.97780277961389,2.19767398261713,0.420088838968287,5.23145053797309,1.68185039527337e-07,3.45379151801382e-06
"Pip4k2a",275.596720719836,-0.776290641159171,0.14840302953022,-5.23096222237898,1.68629971445397e-07,3.45809199823013e-06
"Ciart",26.5521049559194,1.58147061556832,0.302348586106702,5.23062017895528,1.6894230407493e-07,3.45966506378271e-06
"Gm20658",9.64479503032354,3.00810395752948,0.575397557546032,5.22787057066858,1.71473475905631e-07,3.50660870017045e-06
"Oas1c",42.7340572395526,-1.61842324254878,0.309607979585792,-5.22733052524674,1.7197490842025e-07,3.51197159990895e-06
"Exoc6b",21.6856677500598,1.48216821732648,0.283589135213252,5.22646333475339,1.72783062667034e-07,3.52357459602787e-06
"Bin1",314.864116779642,-0.558167519592907,0.106811810569358,-5.22570974705517,1.73488328613365e-07,3.53305010961171e-06
"Kmo",88.1698725489184,-1.7681777831906,0.339058127619444,-5.21496946734511,1.83847515045309e-07,3.73882695763195e-06
"H2-DMb2",315.80522281311,-1.26214596142798,0.242062258343707,-5.21413775969919,1.84674193870297e-07,3.75044424425666e-06
"Csnk2a2",201.98746611398,0.571226527865286,0.109568518174466,5.21341839227687,1.85392108816553e-07,3.75982366540531e-06
"Mfsd5",201.137832848914,0.929504374128541,0.178327107047489,5.21235604344219,1.86457248769282e-07,3.77620935679913e-06
"Tbc1d10c",414.230544942243,-0.505329672848328,0.0969618923073325,-5.21163171245281,1.8718687189959e-07,3.7857642425643e-06
"Mettl23",139.052816929078,-0.609576991464693,0.117009151565544,-5.20965226487631,1.89194886176175e-07,3.82111212341785e-06
"Cd27",164.850744154809,-1.0891244732554,0.209089120968906,-5.20890072237364,1.89962714976155e-07,3.83134964834463e-06
"Ffar1",16.6905766628269,-2.08036421277561,0.399728304759616,-5.20444558967791,1.94576621809491e-07,3.91902405765261e-06
"Tspan32",210.831420763394,-0.620954985588347,0.11933434350956,-5.20348935039478,1.95580965599832e-07,3.93385659986621e-06
"Gm44775",23.8508216738232,-2.38417105128588,0.458437462606773,-5.20064620750883,1.98596820940327e-07,3.98905215029662e-06
"Trbc2",7418.5889081189,-0.583382584457975,0.112224338484135,-5.19836064384953,2.01053768148823e-07,4.03288589853712e-06
"H2-Eb1",3140.38396040408,-1.02957125179274,0.198317138613938,-5.19153946546694,2.08562366355268e-07,4.17779157598144e-06
"Vps26a",228.965375281694,0.503878560650608,0.0970875253486693,5.1899413322261,2.10360348932119e-07,4.20806676208487e-06
"Ppp1r21",116.487862896803,-0.651330798066376,0.125538029471901,-5.18831465497999,2.1220582418101e-07,4.22770436424664e-06
"Zfp831",19.1417257627343,-1.85694981849717,0.35787886468284,-5.18876637250663,2.11691784667131e-07,4.22770436424664e-06
"Zmynd15",72.0869779442995,-0.94097154433072,0.181358054653885,-5.18847396177979,2.12024400806664e-07,4.22770436424664e-06
"Dpp3",214.55603433916,-0.594228605744212,0.114551938655364,-5.18741640446597,2.13231589943e-07,4.24238405844588e-06
"Fig4",85.1157628645259,-0.889551667345082,0.171514336973096,-5.18645661373847,2.14332927073095e-07,4.25852553208965e-06
"Csf2",19.2024726925846,3.4003179209676,0.65683505427988,5.17682163704788,2.25697797530035e-07,4.47827129882906e-06
"Dcxr",53.2479421835439,-1.17830650427053,0.227635226877915,-5.17629244133852,2.26338590510097e-07,4.48492513422369e-06
"Tma7",195.795879449582,-0.655790767624816,0.126810801087222,-5.17141096816948,2.32332963006724e-07,4.5974998596061e-06
"Ppa2",90.1753586670159,-0.813784779547401,0.157532119783325,-5.16583399415122,2.39369173141381e-07,4.73036012010081e-06
"Pkp3",94.5167563615353,-0.847802383454826,0.164283437874127,-5.16060775465636,2.46149433493564e-07,4.85781200535753e-06
"Prcp",164.434006267534,-0.794697074341776,0.154020160095044,-5.15969515842196,2.47352263153226e-07,4.87009600438942e-06
"Sptssa",144.113740251264,-0.707371763305518,0.137097318895761,-5.15963236190893,2.47435239343084e-07,4.87009600438942e-06
"Lsr",29.2173080363602,-1.72505139397857,0.334652531134064,-5.15475376245551,2.53964427630309e-07,4.99191391016844e-06
"Cxxc1",217.380203858692,0.776259022635406,0.150623537785649,5.15363690195682,2.55482402912702e-07,5.01503759621283e-06
"Oga",197.573343500031,-0.740986992984186,0.143835885752426,-5.15161421023674,2.58253872341189e-07,5.0626723732786e-06
"Dot1l",257.885923192011,0.740178474643701,0.143737123621882,5.14952891774034,2.61141511430805e-07,5.11245441645135e-06
"Atf7ip",53.8309599909727,-1.04118814967469,0.202300243055594,-5.14674690424648,2.65042540562717e-07,5.18191694152113e-06
"Anxa7",323.365438113584,0.527203361811589,0.102462351366004,5.14533733398694,2.67040510125933e-07,5.21341886043285e-06
"Man2a1",143.602294179055,-0.768516062292921,0.149368243474907,-5.14511012792371,2.67363917585366e-07,5.21341886043285e-06
"Dhrs3",46.7414732040557,1.05713493722778,0.205515812986015,5.14381312984279,2.69217334081155e-07,5.24259697123819e-06
"Gucd1",209.240132002494,-0.619323263144822,0.120436133795823,-5.14233763261423,2.71340916244947e-07,5.27695188506564e-06
"Rfc2",241.724021288989,-0.671325159522275,0.130606629188215,-5.14005425065247,2.74659156290407e-07,5.33441850768789e-06
"Siva1",285.137444390495,-0.63048633888745,0.122674897153916,-5.13948944335695,2.7548596786471e-07,5.34340880602053e-06
"Ttc38",52.2883894469254,-0.976913790289453,0.190101720619032,-5.13890030615352,2.76350956779851e-07,5.35311490553899e-06
"Pold2",105.883680576661,-0.737581650902945,0.143650967691305,-5.1345400783373,2.82834819654296e-07,5.4714936192148e-06
"Gsk3a",527.940210985465,0.569327978017352,0.110995017626976,5.12931111854684,2.90804387441821e-07,5.61826423790561e-06
"Ero1b",86.8106151871496,-1.22357164075306,0.238578498488755,-5.12859142170656,2.91918127724603e-07,5.63237039340387e-06
"Dazap2",1166.94433321653,-0.430529736086273,0.083969858422275,-5.12719378328814,2.94092769524072e-07,5.66688206682671e-06
"Cnppd1",391.316908684935,0.612855121145111,0.11956195531732,5.1258372240449,2.9621845019094e-07,5.70036108014885e-06
"Armc3",18.8779727433699,-2.25035397592651,0.439200385918185,-5.12375227362779,2.99514445690232e-07,5.74884442733522e-06
"Lbh",325.696041482393,-1.08444418897915,0.211650563129892,-5.12374818636141,2.99520941695256e-07,5.74884442733522e-06
"Plpp1",28.1999318963805,2.07394213401341,0.405149700800866,5.11895264864767,3.07237081181289e-07,5.88924551303508e-06
"Vegfa",193.740303520178,0.954954541599876,0.18659031919626,5.11792115321607,3.08921687322937e-07,5.91381634284573e-06
"Pias4",190.149638175951,0.700177973951329,0.13692852966607,5.11345572510611,3.16317922458629e-07,6.04752090554694e-06
"Blcap",69.9154185950761,1.15227589855286,0.225369897371106,5.11282079813643,3.17383357165508e-07,6.05999978317446e-06
"Zbtb21",53.1851894616141,1.03479585675884,0.202402498643182,5.11256463579087,3.17814188755327e-07,6.06034510843438e-06
"Calhm2",57.3714344800824,-1.11141367552064,0.217498934301867,-5.10997297107721,3.22204904538021e-07,6.13610196281682e-06
"Slc6a6",388.364656970749,0.792976971098972,0.15527968681614,5.10676565208366,3.27719767662487e-07,6.23304319765324e-06
"Srsf6",556.171868691063,0.443018286054413,0.0868343467441423,5.10187849238698,3.36298649007017e-07,6.38793410526523e-06
"Adam30",6.39256666380698,-4.05720931639998,0.79549453238186,-5.10023532688772,3.39231443693583e-07,6.43531690924144e-06
"Adamts7",5.70483545572393,4.43731449297988,0.870332230512732,5.09841453345438,3.4251011301672e-07,6.48913030893483e-06
"Lemd2",141.676155417905,0.86477823570565,0.169650401653672,5.09741342947731,3.44325793166578e-07,6.51512322302174e-06
"Pafah1b3",222.808019370634,-0.613167222430056,0.120385925081187,-5.09334643577764,3.51798013274392e-07,6.64794109254556e-06
"Prr5",56.6042492145577,-1.16318813575281,0.228472815189578,-5.09114458447776,3.55908496440501e-07,6.71697230493043e-06
"Atp1b3",864.076733180288,0.54938661283295,0.107943227175926,5.08958854766828,3.58841268033283e-07,6.76362816242965e-06
"Tnpo2",85.715300138726,0.881773799858143,0.173290423471169,5.08841621017129,3.61066247397801e-07,6.79684065454092e-06
"Castor1",38.8946748314001,-1.26277377732806,0.248244063905866,-5.08682365837721,3.64110091332349e-07,6.84536295906899e-06
"Mcl1",876.69949838711,-0.389847592439941,0.0767373282225044,-5.08028623709122,3.76866589202498e-07,7.07612804253233e-06
"Amfr",331.086044411769,0.484969727564356,0.0954876087596415,5.07887603285895,3.79674339471166e-07,7.11066113068257e-06
"Tstd3",41.014894203284,-1.07569669345663,0.211797070719221,-5.07890260145609,3.79621254661454e-07,7.11066113068257e-06
"Itpr3",146.078235916637,-0.92082796394793,0.181609925868065,-5.07036143287062,3.97060919865585e-07,7.42680953679794e-06
"Pwp1",139.157626542508,0.633913058471396,0.125082989172885,5.06793979471682,4.02144549499527e-07,7.51232623448036e-06
"Snn",386.600596199543,-0.869171194857397,0.171601580581739,-5.06505354968676,4.08285563425752e-07,7.61735314838668e-06
"Dcaf15",210.623404803342,0.67050742619811,0.132446051684002,5.06249463591297,4.13805711904962e-07,7.71054475621898e-06
"Pced1a",45.0173715852485,1.00322169286625,0.198306506466909,5.05894491683586,4.21582615520943e-07,7.83694760747163e-06
"Zmiz2",417.625572981209,0.560432711788856,0.110781288304791,5.0589113050116,4.2165692364657e-07,7.83694760747163e-06
"Lmna",152.870253986837,0.787878075860242,0.15589722350135,5.05383006935605,4.33036928351521e-07,8.03828219846444e-06
"Sipa1",504.02342406139,-0.6754337822405,0.13368556978524,-5.05240605493587,4.36278959862009e-07,8.08823733289632e-06
"Rfx5",75.882690265745,-0.996373322175305,0.197246023021183,-5.05142413983322,4.38528097086675e-07,8.11968228187093e-06
"Riok3",460.948104354806,0.579367971911136,0.114700784739422,5.05112474363053,4.39216105002115e-07,8.1221789291512e-06
"Plekhg2",100.08587616228,-0.93841415204258,0.18590961889302,-5.04769014981726,4.471836158874e-07,8.25911576361597e-06
"Taldo1",2465.41573365849,0.531147379842282,0.105256627879025,5.0462131510877,4.50652639213498e-07,8.31272952458768e-06
"Tap2",530.445510230787,-0.476211877738917,0.0943980847161915,-5.04471970136525,4.54186688933803e-07,8.36740671720832e-06
"Cxcl3",810.54818920354,2.4467673845767,0.485340224893752,5.04134472907604,4.62271854351478e-07,8.50568626245958e-06
"Sytl1",25.1047451145632,-1.27072516702315,0.252141228478612,-5.03973576511284,4.66175025420776e-07,8.5667683332331e-06
"Scaf1",78.7265745960435,1.09424766626411,0.217307729996385,5.03547511302203,4.76665058602353e-07,8.74859131932293e-06
"Csnk1e",228.252998209589,0.640662810080248,0.127262987286763,5.03416447891984,4.79937468962973e-07,8.79765525191428e-06
"Trim3",18.8461896753367,1.5229174804746,0.302797361243941,5.0294938972328,4.91776152587877e-07,9.0034279905833e-06
"Rnf144b",23.6875073931677,1.49512194601863,0.297578213842189,5.02429907994379,5.05274453165713e-07,9.23903461498402e-06
"Cdk5r1",60.9891045351471,1.00855910031314,0.200946602467539,5.01904032179925,5.1930250072036e-07,9.48187600072081e-06
"Cflar",303.586251775364,0.713650624892661,0.142194363368407,5.01883905934926,5.19846773859583e-07,9.48187600072081e-06
"Arap3",155.580371385995,0.837475783825217,0.166932693611237,5.01684700407209,5.25263630903588e-07,9.56879142997194e-06
"Fgr",180.712934168175,-0.866346368837674,0.173030968269796,-5.00688620944914,5.53176066763451e-07,1.00647883374074e-05
"Zfpm1",315.594057215941,0.601957360023203,0.120242408657434,5.00619845148111,5.55155218491367e-07,1.00882971201841e-05
"Usp31",40.1581844211305,1.36016650018441,0.271742557300118,5.00534959889339,5.57607364084851e-07,1.01203324188602e-05
"Selenoh",400.294534108418,-0.672510317192722,0.134422711644177,-5.00295157690975,5.64591265039087e-07,1.02344364747764e-05
"Kdm4b",74.1572553473117,0.823695891662929,0.164664876888334,5.00225614125051,5.66632347371082e-07,1.02587703532054e-05
"Fkbp11",43.623423878871,-1.47370561225666,0.294653209869918,-5.00149179744982,5.68883878749246e-07,1.02868497434423e-05
"Med30",180.400736096649,-0.636860330883426,0.12741594961266,-4.99827794573175,5.78445672105656e-07,1.04468853671923e-05
"Mppe1",123.771425593118,-0.813413934970282,0.16274730166834,-4.99801794949526,5.79225945977364e-07,1.04481260009651e-05
"Rftn2",16.8999679840247,-1.76681496746787,0.353688491894719,-4.99539851580409,5.87143937849817e-07,1.05779563674219e-05
"Ccdc28b",97.1860661940184,-0.905100396961619,0.181317782121312,-4.99179058100356,5.98220977455964e-07,1.07643120244925e-05
"2310010J17Rik",53.2556582401867,-0.954898071926948,0.191411532467661,-4.9887175533077,6.07814365145907e-07,1.09235475195072e-05
"Chpt1",91.1073602132311,0.954025056214931,0.191546118505097,4.98065459984534,6.33695545678523e-07,1.13747575760364e-05
"Pdia6",657.593528634533,-0.663904295433942,0.133425233494792,-4.97585260332227,6.49610661986377e-07,1.16461945664786e-05
"Fas",51.119530490736,1.3120233491266,0.2637910112655,4.97372273161376,6.56792312786617e-07,1.17468447174747e-05
"Trim35",258.963813674737,0.584064953253365,0.11743036604279,4.97371312834483,6.56824866379266e-07,1.17468447174747e-05
"Gm15481",6.38237959427011,-5.29133903626056,1.06398158829736,-4.97314906052841,6.58739699166755e-07,1.17667579110285e-05
"Scaper",26.9618206766595,-1.27516666348868,0.2564627007385,-4.97213302291817,6.62202407809129e-07,1.1814238097037e-05
"Rpl13a",675.257104392077,0.485504086867305,0.0976619405883466,4.97127216541545,6.65149975459494e-07,1.18524236525143e-05
"Arfgap3",72.6541290168655,0.759365188507273,0.152760166176153,4.9709633572382,6.6621040963161e-07,1.18569302359041e-05
"Ssu72",554.555284215994,-0.471867646989506,0.0949618269321002,-4.96902452526426,6.72905595533027e-07,1.19615894179315e-05
"Coro7",189.284381880484,-0.696284862524145,0.140188894403378,-4.96676192138774,6.80800827470565e-07,1.20873017530233e-05
"Ddx60",41.1586059600121,-2.02953358989485,0.408821374190891,-4.96435293754284,6.89304938102265e-07,1.22235077369028e-05
"Derl1",323.26040762075,0.460901629802297,0.0928621698546368,4.9632873162858,6.93099326229877e-07,1.22759679216324e-05
"Cmtm3",96.1567346503485,0.885880388579439,0.178506899243343,4.96272352684698,6.95114960012864e-07,1.22968348889986e-05
"Erp29",820.682922193689,-0.433035367288022,0.0873706046497694,-4.95630502986527,7.18463927088623e-07,1.26921091723537e-05
"Gm45828",10.9063131191578,2.42245997015625,0.488782599757498,4.95610926280541,7.19187824790456e-07,1.26921091723537e-05
"Mrps12",199.072854451076,-0.514714279597629,0.103943195447803,-4.95188047067593,7.3499747585715e-07,1.29454235667865e-05
"Ppm1a",124.147951709447,0.793773847825128,0.160300091732956,4.95179908659989,7.35304995893207e-07,1.29454235667865e-05
"Rbl2",124.763123062424,-0.572562526173559,0.115711904082642,-4.94817305715263,7.49132909278198e-07,1.31573187881959e-05
"Slc28a2b",57.7230510514245,1.62141047778644,0.327663327252597,4.94840387351769,7.48245272764922e-07,1.31573187881959e-05
"Abhd5",101.490261905556,1.00510774913551,0.203273881798193,4.94459858907679,7.63009200519725e-07,1.33850228091172e-05
"Fam20c",68.9618795702945,1.51417319019164,0.306736867554061,4.93639125373403,7.95813781792198e-07,1.39438350334783e-05
"Spns1",144.864699692318,0.695657156746772,0.141001951539974,4.93367041483503,8.0698568509812e-07,1.41227304103644e-05
"Vps11",125.089647629581,0.715898700482092,0.145121485945855,4.93309929826101,8.09349825568875e-07,1.41472422486045e-05
"Bri3",186.077293731369,1.06047323255415,0.215136117451846,4.92931286998575,8.251933296521e-07,1.44070316995027e-05
"Inhba",254.07157573809,2.77302815017655,0.562910294701335,4.92623456397764,8.38293574799605e-07,1.46183664593618e-05
"Prmt3",130.979654477529,0.696450535610069,0.141517000842822,4.92132062905707,8.59621658998713e-07,1.49725086821804e-05
"Gphn",64.4849640512243,0.89908933032032,0.182748338245905,4.919822193461,8.66228670925221e-07,1.50697103971505e-05
"Dok3",500.57176457942,-0.55666389874916,0.113347907189983,-4.91110874959634,9.05628409466742e-07,1.57364993327813e-05
"Wipf1",311.434506452903,-0.633154033067673,0.12897680279453,-4.90905356117671,9.15169829531932e-07,1.58834971714153e-05
"Lmo4",358.414212367695,0.745140662446266,0.151875401353878,4.90626300114294,9.2828033821272e-07,1.60920191333853e-05
"Pde4dip",35.6367703129113,1.27770212261619,0.260587588331801,4.90315801606528,9.43080598831009e-07,1.63293071139572e-05
"Ipo4",173.025100517957,0.629242959580588,0.128357236124443,4.90227881636945,9.47312506136435e-07,1.63832621055374e-05
"Dgkd",359.631994694465,-0.573825030362114,0.117129529998552,-4.89906371492492,9.629441701621e-07,1.66340108829295e-05
"Mocos",51.348565258577,1.24637063843651,0.254517723837802,4.8969895677316,9.73160025057077e-07,1.67907269658203e-05
"Cog2",104.041346505035,0.740231326373944,0.151222020431834,4.89499693404517,9.83072611162794e-07,1.69418487672574e-05
"P4ha1",70.9844949174492,0.988315426912365,0.201915152420475,4.89470658870742,9.84525055894269e-07,1.69469887405575e-05
"Steap4",6.58702656761917,3.69976877725887,0.756399648540196,4.89128833467757,1.00178085379934e-06,1.72238270214704e-05
"Smg5",162.805735705541,0.763713502288481,0.156183260054133,4.88985504607715,1.0091025861666e-06,1.73294190323792e-05
"Grb2",880.374529419128,-0.521292372813452,0.106670781370955,-4.88692748017494,1.02421798687899e-06,1.75684494174582e-05
"Fam168b",487.138198905917,0.43303417951725,0.0886423721639459,4.88518266091011,1.0333301124579e-06,1.76863467976774e-05
"Ikbke",215.748582162427,1.06057682999643,0.217102194482649,4.88515020552311,1.03350034409911e-06,1.76863467976774e-05
"Clec4e",339.789751369434,2.23067840781581,0.456746092261934,4.88384782181467,1.040353790986e-06,1.77829042061087e-05
"Cnn2",1565.23017914501,-0.49247898326369,0.100866927058758,-4.88246244457121,1.04769197560796e-06,1.7887513113781e-05
"Capn5",56.30165719207,-1.19629128949237,0.245468946250267,-4.87349340014968,1.09641932404073e-06,1.8676015005673e-05
"Stk26",51.2206592938524,-1.04639118165962,0.21470944236483,-4.87352195662458,1.09626077493473e-06,1.8676015005673e-05
"Reep4",124.595646816996,0.687154419916529,0.141202517283079,4.86644596100889,1.13622972380509e-06,1.93317045592469e-05
"Tspan13",264.752399128373,-0.631840584991118,0.129863613775987,-4.86541662147978,1.14215954407303e-06,1.94101025296578e-05
"Gm5547",11.7847723724726,-2.607207553724,0.536250562536907,-4.8619204078589,1.16252368576359e-06,1.97333355815801e-05
"Gmnn",153.430040759807,-0.825239709302807,0.169788377709409,-4.86040163900496,1.17147838254487e-06,1.98623753936563e-05
"Slc25a12",171.30520698447,-0.686831904389473,0.141360794322834,-4.85871565506994,1.18149670931738e-06,2.00091305454522e-05
"Dhx58",301.103189086997,-0.969674788546031,0.19960735035258,-4.85791122838527,1.18630571150631e-06,2.00674271452157e-05
"Cacna1e",18.0193148176403,-2.25031673367171,0.463252458245608,-4.85764661064924,1.18789175453925e-06,2.00711330631759e-05
"Wdr74",181.245221191392,0.690624626705421,0.142199051947607,4.85674564806438,1.19330717920563e-06,2.01394589796279e-05
"Kif13b",67.172748335021,0.945240014837585,0.194663935967323,4.85575312212046,1.19930045991767e-06,2.02173692915857e-05
"Pold4",542.161695134879,-0.85220820599988,0.175524854389264,-4.85519961811178,1.20265531246284e-06,2.02506742579035e-05
"Tesc",54.7919479968521,-1.27293671470284,0.26243405911071,-4.85050118500757,1.23149898101688e-06,2.07125997001956e-05
"Snora73b",92.6132290392885,0.914584146474269,0.188587739660356,4.84964795761074,1.23680785115538e-06,2.07780888770189e-05
"Casz1",92.5753104698573,0.699181056270862,0.144186742188952,4.84913554225817,1.24000672726436e-06,2.08080214587687e-05
"Cracr2a",26.1822945350807,-1.27397634806243,0.262794891785484,-4.84779722850307,1.24839905706516e-06,2.09249353366299e-05
"Lst1",351.00760182336,-0.946954976953903,0.195389241676746,-4.84650520585239,1.25655292367622e-06,2.10375901691424e-05
"Bub3",385.790559864362,0.460948579409364,0.095192754097648,4.84226539907151,1.28367150775158e-06,2.14671398044606e-05
"Art2b",19.3581252089364,-2.11927439178863,0.437920681219798,-4.83940239105753,1.30230132346483e-06,2.17539139163072e-05
"Recql",62.1925608648715,-0.896874881929923,0.185420444473088,-4.83697946296367,1.31827042543422e-06,2.19956416552848e-05
"Acat1",57.4443584635962,-1.13476391445401,0.23464191277553,-4.83615182399057,1.32376828029085e-06,2.20623038132924e-05
"Irf2bpl",78.8409040619396,-0.898030369904801,0.185758645724662,-4.83439339472734,1.33552250154493e-06,2.22329669956738e-05
"5031439G07Rik",208.88904990293,-0.623815538167355,0.12907753858369,-4.83287444904978,1.34575664339367e-06,2.23575449971144e-05
"Ero1a",71.1839324451344,1.21430998173054,0.251262667354505,4.83283089571472,1.34605120053457e-06,2.23575449971144e-05
"Slfn4",120.409212551558,-2.55559865681923,0.528903513989694,-4.83188065350805,1.35249327433872e-06,2.24391624261191e-05
"Lta",70.6469294489365,1.37673645031149,0.285066599952882,4.82952562853399,1.36858699670195e-06,2.26805450029061e-05
"Cd53",41.7243408799305,-1.47749596399987,0.305992729193457,-4.82853291283846,1.37542603627627e-06,2.27681854460479e-05
"Ccnl1",659.059895545575,-0.564307963169949,0.116903328609762,-4.82713340912372,1.38512338184172e-06,2.29017064553333e-05
"Nudt1",49.3555954835534,-0.895481296906903,0.185518175960181,-4.82691947714657,1.38661152617253e-06,2.29017064553333e-05
"Bace1",26.0234019238393,-1.40267283670611,0.290872450261416,-4.8222952550009,1.41915670061552e-06,2.34128964439749e-05
"Rpain",79.7450778791863,0.759326094981081,0.157624102246589,4.81732225058566,1.45497604428551e-06,2.39768947903975e-05
"Spns2",51.2725649642985,-1.28551822232622,0.266869469092312,-4.81702993863847,1.45710832632546e-06,2.39851138513864e-05
"Trp53inp2",84.4179863393232,0.770846542893969,0.160150773574002,4.8132551950352,1.48491471681522e-06,2.44154566483739e-05
