"","baseMean","lgFC_LcDC_vs_LMoDC","lfcSE","stat","pvalue","padj"
"Abcg1",70.6279902491277,-1.16885673407293,0.240290670204618,-4.86434505791504,1.1483642396397e-06,4.74347895350165e-05
"Fcmr",1605.23130655551,-0.802401718019775,0.165038909194108,-4.86189421596359,1.16267755419177e-06,4.78648598484048e-05
"Aida",198.151015798907,-0.800299052974299,0.164651880339952,-4.86055216206425,1.17058794081377e-06,4.80293406618841e-05
"Traf4",77.1818629866749,-0.840563426677205,0.17369190297934,-4.83939327198913,1.3023610753756e-06,5.32578855756928e-05
"Pou2af1",356.824595261606,-0.897302448748372,0.18593154901014,-4.82598275292936,1.39314565135847e-06,5.67810991723114e-05
"Cd2",273.182193533362,-0.890677565508424,0.184860170480515,-4.81811502820346,1.44920818609245e-06,5.88704835330536e-05
"Nlgn2",25.6338809057854,-1.1533020304625,0.239581535671143,-4.81381850747279,1.48073296549128e-06,5.99525809262276e-05
"Kmt5b",105.02258348757,0.884673527196078,0.18446901338747,4.79578391487276,1.6203988285317e-06,6.53916211461413e-05
"Junb",1521.83642302556,-0.555030752314367,0.116122243320204,-4.77971090158742,1.75547437427601e-06,7.06103594216988e-05
"Gngt2",273.882636326848,-0.721174905212909,0.150990911628576,-4.77628022398416,1.7856751286984e-06,7.15904002577514e-05
"Tbc1d20",241.948362076101,0.561434051470317,0.11771741760995,4.76933713692734,1.84833104417863e-06,7.38609942996204e-05
"Ddah2",28.5061758188863,-1.36178260649434,0.285950937529178,-4.76229460291729,1.91403976626198e-06,7.62384410795517e-05
"Slc40a1",79.0553985219427,1.5939961712701,0.33554190958273,4.75051290389434,2.02901345730659e-06,8.05564307256867e-05
"Hspa8",1141.56517655414,-0.786298348334189,0.165605708468278,-4.74801476112647,2.05423047061315e-06,8.12945142370393e-05
"Mia2",448.873092189911,0.484521494384234,0.102276389556065,4.73737386006017,2.16505532975221e-06,8.51310858506413e-05
"Rhbdd1",27.9065448233292,1.27591265568066,0.269297924996443,4.73792234268983,2.15920519298883e-06,8.51310858506413e-05
"Ms4a7",28.3339818678936,1.92315342419058,0.406290042311108,4.73344956536731,2.20735831035715e-06,8.65171621452443e-05
"Wbp2",537.935282392624,0.44921593968062,0.0951539252417893,4.72093966212269,2.34757577361768e-06,9.17199350023619e-05
"Lbh",325.696041482393,-1.01518244321068,0.215296058095068,-4.71528578921965,2.41371714596836e-06,9.40047045928248e-05
"Clcn6",49.1241390637646,0.977988830618728,0.207991916174191,4.70205212110105,2.57559729206274e-06,9.96764276940874e-05
"mt-Nd1",98.0548887248571,-1.82624242375755,0.388348692148055,-4.70258419992646,2.5688922634744e-06,9.96764276940874e-05
"Fkbp5",109.991077714492,0.792277026309719,0.168924702105499,4.69011942264617,2.73045639969083e-06,0.000105337229910085
"Pnpla7",172.451685017601,0.592047926194079,0.126373766905846,4.68489577140786,2.80102434028323e-06,0.000107720898453275
"Tnfsf10",24.3280711489894,-2.88659181460865,0.616658432723732,-4.68102220196487,2.85448020066073e-06,0.000109433634692831
"Hba-a2",5186.20199598908,-3.09003423330018,0.661617256995401,-4.67042568891406,3.0057620413837e-06,0.000114517666843774
"Polr1g",108.305457897292,-0.666399658734145,0.142675081880173,-4.67075014047532,3.0010179281214e-06,0.000114517666843774
"Cd79a",158.145145590089,-1.11106998074916,0.237928663071811,-4.66976095441605,3.01550423395949e-06,0.000114533145331935
"Plk2",65.9296833009137,1.5675745320546,0.336144697398246,4.6633921171079,3.11039277631931e-06,0.000117772526481127
"Cd74",8139.28203988403,-0.921332173346539,0.197660224668708,-4.66119157200572,3.143839233625e-06,0.000118672676055728
"Lynx1",84.8677075666968,-0.848341060065658,0.182264773629083,-4.65444333084391,3.2485716487516e-06,0.000122249929407622
"Plxna1",54.8307563976233,1.20411264059909,0.258745545754941,4.65365553283576,3.26101414992116e-06,0.000122342879483892
"Cx3cl1",101.820510257849,1.33046442615908,0.286311088923859,4.64691895504227,3.36929459006367e-06,0.000126019835460064
"Mvk",54.5064425753808,1.08348718296427,0.233440579536776,4.64138319530508,3.46084636701433e-06,0.000129050648117118
"Ptgr3",69.768124906525,1.26954115567413,0.27372700240051,4.63798289734155,3.51825890854246e-06,0.000130793940272724
"Ldha",2094.26748519738,-0.501376411000832,0.108154397196016,-4.63574689517385,3.5565093448782e-06,0.000131816485326181
"Rhoh",312.538298682253,-0.63940293189615,0.138017199829699,-4.63277716607147,3.60792821267539e-06,0.000133319467810547
"Ttc7b",80.2610145499053,0.91346737198197,0.197274824728003,4.63043053385769,3.64906192292858e-06,0.000134434509520984
"Ppp2r5a",683.964642536814,0.338855953715514,0.0731977683218103,4.62932083155528,3.66866992238588e-06,0.000134752223376736
"Rad23a",361.613520043232,-0.535103228161244,0.11577542140359,-4.62190697882141,3.80228513988651e-06,0.000139243086854112
"Tor1aip2",327.220184118557,-0.91435033380374,0.197974882587534,-4.61851686362012,3.86492574761488e-06,0.000141115800808748
"Bcl9",55.9178433512113,-1.08768352496844,0.235537606318111,-4.61787627874357,3.87687269883141e-06,0.000141131971125412
"Hspa1a",105.112879196549,2.31965397923174,0.503138289748226,4.61037060087896,4.0195177030213e-06,0.000145891843729779
"Commd7",219.371146117205,0.519604619165745,0.112769183083731,4.60768274591417,4.07181294155901e-06,0.000147353985743498
"Gclm",953.656910605191,0.782711078690659,0.170227304614074,4.59803484796495,4.26494670136202e-06,0.000153889312153851
"Idnk",201.111043749204,-0.600495143740908,0.130628604872401,-4.59696514655023,4.28689295857749e-06,0.000154227574239967
"Or2v1",17.5828326210487,-1.61666961707724,0.351732203835688,-4.59630821246174,4.30042436788076e-06,0.000154262006272401
"Snrpa1",244.751266573669,-0.488792519345039,0.106496415308975,-4.58975560751899,4.43765277815505e-06,0.000158720478957452
"Mylip",93.4294205051895,-0.832372386366493,0.181588706071396,-4.58383345734743,4.56527902351572e-06,0.000162810590292124
"Ifitm3",811.102340433689,-1.42829526785738,0.312375675502577,-4.5723639190517,4.82252416297981e-06,0.00017148616356938
"Sgpl1",330.842906331044,0.675988714872847,0.14795319597773,4.56893621260197,4.90205933146132e-06,0.000173810589243837
"Aqp9",77.0144236260604,1.29541477212064,0.283744794991211,4.56542215042489,4.98490167027432e-06,0.000176238540896039
"Mknk1",190.423223589663,0.601780930055633,0.131994988882824,4.55911951771026,5.13685324093128e-06,0.000181088837815359
"Uba52rt",52.2580784800156,-1.78665112405964,0.392187344404005,-4.55560626713939,5.22346995529166e-06,0.000183614697454206
"Selenos",368.353929708257,0.4470123421314,0.0982762933988005,4.54852667588352,5.40227963231545e-06,0.000189357618654989
"Ankrd33b",83.7315208084672,0.782126769482001,0.172136747340285,4.54363627503586,5.52920315044048e-06,0.000193254314101435
"Gem",91.6593588278066,-0.838536221537833,0.184612876523117,-4.54213290714222,5.56879125583677e-06,0.000194085031609675
"Asb2",119.730557683453,0.808230407556294,0.178028266566753,4.53989932690404,5.62810940894482e-06,0.000195596731526728
"Tor1aip1",599.984801047305,-0.578408417857236,0.127437310744441,-4.53876823418817,5.6583785526933e-06,0.000196093186679213
"Erbin",350.438098798913,0.569640252942943,0.12562264437182,4.53453480295249,5.77305826794992e-06,0.00019898078657417
"Ptgir",91.7461092834767,1.11616936310325,0.246165322991041,4.53422663087228,5.78149266380412e-06,0.00019898078657417
"Sidt1",63.8346367972331,-1.21801615850304,0.268646271005213,-4.53390309102561,5.79036035270448e-06,0.00019898078657417
"Mt1",575.168710696341,0.957835648618736,0.211569823671133,4.52727913649731,5.97479949097462e-06,0.000204745363562225
"Mob1a",581.952390432273,0.485224453564516,0.107258420370863,4.52388215197253,6.07155396962779e-06,0.000207481404176584
"Jpt1",842.36537205044,-0.409872817177936,0.0907247704930529,-4.51776086013159,6.24970099010898e-06,0.000212421669838495
"Syngr2",689.955192941795,-0.676284985253245,0.149695908349443,-4.51772525187901,6.25075177793419e-06,0.000212421669838495
"Tcp11l1",44.0927534375222,1.08906739320817,0.241898602127385,4.50216488904993,6.72647626160807e-06,0.000227956935849193
"Lrp12",39.6601043957291,1.59171114284535,0.354226705815877,4.4934814815253,7.00681171718401e-06,0.000236803212524555
"mt-Co1",14.4396362677769,-2.29675282009878,0.51142983013904,-4.49084641674962,7.09406926329929e-06,0.000239093521214713
"Gabpb2",95.2719227828843,0.789032576888021,0.176404223245669,4.47286670562971,7.71778899959809e-06,0.000258788406433354
"H2-K1",8165.47923252607,-0.331482199855163,0.0741108622307532,-4.4727883319324,7.72061923333938e-06,0.000258788406433354
"Npc1",88.171164951394,0.921382705902499,0.20632053658748,4.46578281126093,7.97765101749731e-06,0.000266675266165278
"Lamp1",1433.28763335472,0.379824500543565,0.0851396899515463,4.46119196299313,8.15050389432753e-06,0.000271712993955462
"Setdb2",133.643381271422,-0.990758233761759,0.22239344467864,-4.45497948553929,8.39012169514552e-06,0.000278943124542128
"Mindy1",138.225836115065,0.715932658164998,0.16090450175119,4.4494259040189,8.61001270509446e-06,0.000285480096935402
"Hap1",12.3174624583169,-2.7648241781658,0.6226759982552,-4.4402292458889,8.98630995517872e-06,0.000297151652698005
"Slc25a28",206.374221451385,-0.668453511137869,0.150564411175446,-4.43965148151079,9.01046746035685e-06,0.000297151652698005
"Lonrf3",16.728889531625,1.4331023501949,0.322931357285997,4.43779248394792,9.08861768068073e-06,0.000298925366505607
"Ptma",2103.77514921586,-0.492031341808492,0.111212439135122,-4.42424737407908,9.67790768506311e-06,0.000317456073476883
"Washc2",269.276676036551,0.62069361054408,0.140674613981768,4.41226453711487,1.02295018341772e-05,0.000334654742671161
"Cd33",58.351997180258,1.04471432814262,0.236870671767796,4.41048408545381,1.03139786443411e-05,0.000336520984065894
"Csf2rb2",982.953798593642,0.558783544546372,0.126755518605282,4.40835673819007,1.04157882325512e-05,0.000338796598094504
"Rap1gds1",214.908155563051,0.52354853322761,0.118785140837058,4.40752546604949,1.0455831049446e-05,0.000338796598094504
"Sel1l",241.309036652862,0.671489973336998,0.152358477255051,4.40730299642541,1.04665724386874e-05,0.000338796598094504
"1110032F04Rik",23.5840446483454,-1.21725339124284,0.276711196901532,-4.3990030214643,1.08749312685143e-05,0.000350167078220822
"Mvd",78.5886289870847,1.09217809066849,0.2482574768737,4.39937642330963,1.08562376146776e-05,0.000350167078220822
"Il21r",298.979470134896,-0.804334212230541,0.183030369886621,-4.39453962054927,1.11007757008628e-05,0.000356503445806768
"Card11",152.876437887207,-0.757560891111588,0.172448347856192,-4.39297273954362,1.11811152017034e-05,0.000357797997800618
"St6galnac4",107.628323826029,-0.931658991884823,0.212096552692922,-4.39261732477896,1.11994156468403e-05,0.000357797997800618
"Dtx1",292.575549524804,-0.729257443145642,0.166106813771167,-4.39029216555972,1.13198463431257e-05,0.000360706168668743
"Kcmf1",321.986476110117,0.464823776369008,0.105981025750412,4.38591505486728,1.15499191887735e-05,0.000367083960124024
"Clip1",145.141794753674,0.676359526980359,0.154250759951723,4.38480515228607,1.16089642421401e-05,0.000368007166208202
"Hck",465.434187889298,-0.693304148029699,0.158197486553704,-4.38252315591841,1.17312692647317e-05,0.00037092580242198
"Rgcc",202.736250098171,-0.821986463596138,0.187957947413579,-4.37324664855727,1.22412287819295e-05,0.000386054999220336
"Tbrg1",210.851112670949,-0.593685080870836,0.135879063801062,-4.36921674512004,1.24692960450626e-05,0.000392239292002123
"Fam168b",487.138198905917,0.408818165292529,0.0935871068678967,4.36831716434613,1.25207573946173e-05,0.000392850771655154
"Epc1",111.891377830461,0.852794592284201,0.195766315653585,4.35618655557298,1.32347988413608e-05,0.000412541273589278
"Gabarapl1",126.315605765839,0.687122570785181,0.157726778921735,4.35641034124037,1.32212813482874e-05,0.000412541273589278
"Nlrp3",119.014616035796,1.21684935182015,0.279353489583625,4.35594827769598,1.32492062108066e-05,0.000412541273589278
"Rgs16",28.5898315408004,-1.50619509306131,0.34642434882345,-4.34783264564615,1.37489448419793e-05,0.00042701786157317
"Fam107b",505.033858383448,0.893686552858138,0.205822180185212,4.34203229240863,1.41170777390531e-05,0.00043734421642097
"Adam8",565.581084925958,0.470474780054749,0.108386111954526,4.34072937547699,1.42010538394742e-05,0.000438837603281283
"Dock10",432.723313551003,0.574797773905386,0.132560392970196,4.33612002066576,1.45019780512255e-05,0.000447010720433252
"Ccn3",10.0281783721877,3.0757817033269,0.70972417141842,4.33377053677035,1.46576955869839e-05,0.000449551523652797
"Lpxn",214.771561504907,-0.719597483531571,0.166035626231128,-4.33399445568306,1.46427863760209e-05,0.000449551523652797
"Plekho1",405.468411686504,-0.633999109203962,0.146863662901683,-4.31692289758829,1.58219393873512e-05,0.000484048759112281
"Lta4h",275.375836200975,-0.828198825394184,0.192014833454118,-4.31320232138253,1.60906742509651e-05,0.000491045750524477
"Dcxr",53.2479421835439,-1.06924898819619,0.248145148269796,-4.3089659243857,1.64019634378107e-05,0.000498067543205597
"Rxra",84.6969269188918,0.799861388742624,0.185618547975882,4.30916736212456,1.63870327805499e-05,0.000498067543205597
"Gpr171",152.336772598812,-0.760626350974113,0.176873691229972,-4.30039281526127,1.70495620699712e-05,0.000516454388825695
"Hspa9",473.666807961707,0.515839657811529,0.120018948169026,4.29798515718584,1.72357701913904e-05,0.000520808937704379
"Stk10",278.953777190742,0.565039784751161,0.131531760155457,4.29584295141601,1.74030760090569e-05,0.0005245723255015
"Niban3",206.913261342587,1.07108527432926,0.249628914415112,4.29070997980683,1.78102789509489e-05,0.00053553064257412
"Ms4a6b",221.223635702249,-0.924086740146394,0.215562274251806,-4.28686672263874,1.8121093794724e-05,0.000543544202136123
"Nupr1",48.7997027435811,1.16507073285506,0.271956118262861,4.28403942627596,1.83530368449897e-05,0.000549158673205692
"Mxd4",141.201199422546,0.644480559344495,0.15075964553398,4.2748877331317,1.91233632018066e-05,0.000570816106471445
"Cd22",653.658446385772,-0.811626473044844,0.189921753034932,-4.27347820918419,1.92447100089726e-05,0.000571656422251999
"Pparg",26.8126235507797,1.9558520353965,0.45764048722217,4.27377404317594,1.9219180823797e-05,0.000571656422251999
"Abcc5",123.76307872569,0.577150356162322,0.135184056485341,4.26936704791742,1.96028454526929e-05,0.000579252889925595
"Arel1",151.05777274364,-0.541649723445274,0.1268732494481,-4.26921928618883,1.96158348431212e-05,0.000579252889925595
"Nudc",273.313972115391,-0.5867642588563,0.137466892305002,-4.2684041882203,1.96876356627953e-05,0.000579252889925595
"Syk",706.689335478268,0.556500880917975,0.13037737995578,4.26838521457269,1.96893100015466e-05,0.000579252889925595
"Fdps",415.612709042891,1.0511018576746,0.24660470804392,4.26229436579693,2.0233866371392e-05,0.000593849456086693
"Adamtsl4",10.6293480490446,-2.32438538633513,0.545414760907904,-4.26168404842203,2.0289215853396e-05,0.000594052744843586
"Cd72",421.771092922335,-0.945928423129905,0.22199168716219,-4.26109840067479,2.03424635784746e-05,0.000594193674239824
"Snx25",99.7502028183535,0.802678667306391,0.189060673055818,4.24561414244733,2.17995499162828e-05,0.000635241991384697
"Ly6i",96.6606553391854,-1.78240704403436,0.420114214134946,-4.24267254966485,2.20873598084561e-05,0.000642103625900804
"Dctpp1",178.065051448274,-0.714208770901119,0.168370645363689,-4.24188414410596,2.21651110256701e-05,0.000642840619534092
"Mapk7",83.4037248656105,0.785246556489704,0.185224837944807,4.23942363887338,2.24094404669041e-05,0.00064839390483014
"Grb2",880.374529419128,-0.461237114882527,0.108892828816131,-4.23569779476791,2.27843039935105e-05,0.000657689038570322
"Ets2",163.060463921114,0.883570609025229,0.208736617129531,4.23294494840323,2.30650979726386e-05,0.000664231506874016
"Mars1",276.68221537061,0.457480494592579,0.108123111546049,4.23110737427994,2.32543624068159e-05,0.000668113625308705
"Cxcl3",810.54818920354,2.05315491935494,0.485837727178406,4.22600964169462,2.37871803551401e-05,0.00068023573099501
"Rpgrip1",51.4248514737201,-1.07304989208857,0.253904502404578,-4.22619481705268,2.37676240610796e-05,0.00068023573099501
"Ttc17",66.1503755595605,0.809973949754032,0.191771982964964,4.22363025730411,2.40398323864843e-05,0.000685862008645091
"Trim34a",76.8540170242914,-1.2307622454241,0.291528209158011,-4.22176038805567,2.42401716548178e-05,0.000689973145849896
"Skap2",300.703917245182,0.479713133154372,0.113775387098886,4.21631730189093,2.4832429308844e-05,0.000705195006390967
"Herc2",103.391600779882,0.752558310130755,0.178882426434269,4.2069996764455,2.58783511853583e-05,0.000730176554396191
"Hipk1",415.90494597468,0.593877254583862,0.141163014450065,4.20703154361967,2.58747036554075e-05,0.000730176554396191
"Marchf8",55.8162015942854,1.12633299755398,0.267735180056228,4.2068920390568,2.58906750213844e-05,0.000730176554396191
"Senp6",261.077093766056,0.61211504136608,0.145559055803836,4.20526938695594,2.60771366483289e-05,0.000733748422939676
"Mxd1",275.477980781255,-0.934117527217542,0.22227020692664,-4.20262139552445,2.63841671364563e-05,0.000740688701212918
"Capn5",56.30165719207,-1.13678304707063,0.270944219530723,-4.19563498730307,2.72108166715229e-05,0.000762151367411514
"Trim30c",26.1185109661999,-2.26215331883477,0.539342447926568,-4.19428014155259,2.73739509411332e-05,0.000764974100559961
"Pfdn6",411.76181012022,-0.5565968033633,0.132791318347063,-4.19151500483324,2.77097857967727e-05,0.000772599209442743
"Cd86",78.0258072271053,-1.06722587631027,0.254782398326365,-4.18877396288262,2.80465581232376e-05,0.00077845062229837
"Map3k6",13.4083621463632,2.11558669577249,0.505029052300383,4.18903959314041,2.80137525206611e-05,0.00077845062229837
"Kit",84.6016523425186,0.702481213077323,0.167734262386402,4.18806034666339,2.81348713999906e-05,0.000779139057189809
"Bcor",131.989796549792,0.710306132943548,0.169783334033645,4.18360339656653,2.8692449926531e-05,0.00079162136959295
"Dpp9",328.359268265108,0.582175282862802,0.139162272607492,4.18342753358758,2.87146649387726e-05,0.00079162136959295
"Zfand2a",91.9320486788358,0.827533026368473,0.197961428295207,4.18027407407077,2.91157959453912e-05,0.000800880234659325
"Cxcr5",279.163414635889,-0.663506523350564,0.158745536474048,-4.17968617000476,2.91911660747962e-05,0.000801157103815659
"Upp1",138.742441639734,0.885310026452891,0.212009058088214,4.17581227158948,2.96924619821503e-05,0.000813096258029062
"Zfp180",61.7391759400306,0.953155855192832,0.22842782523612,4.17267841256896,3.01039702028975e-05,0.000822528967592755
"Cds2",313.064488494379,0.452360415177665,0.108454798361442,4.17095805821432,3.03321691499781e-05,0.00082508880517058
"Htatip2",94.0014310393545,0.881939692520849,0.211426864791388,4.17137005456259,3.02773700518912e-05,0.00082508880517058
"Ppa1",507.781085774931,-0.631061646217086,0.151601321290506,-4.16263948655047,3.14589848191413e-05,0.000853846959648729
"Stx16",196.10655123881,-0.505391435707352,0.121632468778888,-4.1550701122912,3.25187810046243e-05,0.000880663146500509
"Gas7",61.0172610640742,0.817107599881346,0.196784063183227,4.15230576431655,3.29142084931842e-05,0.000889408611881903
"Zfp746",130.341031626933,0.672060098396799,0.161945967556198,4.1499032580949,3.32615822221527e-05,0.000896819979563449
"Parp3",130.913333428307,-0.813436381145252,0.196173764988265,-4.14650950494787,3.37582172090497e-05,0.00090821449280838
"Gm6450",12.9838565133844,-4.27331004589846,1.03084579079904,-4.14544065081363,3.39160841409201e-05,0.000908477118429711
"Sh3bp5",361.171821693814,0.652274236972479,0.157334678899157,4.14577537219594,3.38665714212027e-05,0.000908477118429711
"Tpd52",230.927952133019,-0.603184671383838,0.145654582728368,-4.14119940536796,3.45494434299582e-05,0.000923426082785897
"Cep78",24.9813369815681,1.44648325461445,0.349918768918436,4.13376870033405,3.56862631107029e-05,0.000949672615709551
"Gfus",164.403103031712,-0.541278448939289,0.130933276188437,-4.1340021780276,3.56500092422175e-05,0.000949672615709551
"Dusp3",66.2158776356367,0.848024377675755,0.20520807576253,4.13250976855854,3.5882351174989e-05,0.000952823991806851
"E130102H24Rik",25.2957798870066,-1.74702082984767,0.423308249108578,-4.12706540334763,3.67421921411533e-05,0.000973549056560838
"Dnaja1",270.61022016361,-0.853065171854379,0.206844603090577,-4.12418385158844,3.72051631420136e-05,0.00098369168410824
"Ly6a",2319.83513640159,-1.80569559786688,0.4380229832845,-4.12237637469828,3.74983862638587e-05,0.000989312263838748
"Fbxw17",22.8358145558325,-1.30622366909983,0.317183748884267,-4.11819228978356,3.81856013969233e-05,0.00100528102561686
"Eif3f",669.927050197154,-0.513379823761454,0.124778208072102,-4.1143388071802,3.88290777949683e-05,0.00101874989843317
"Tmem163",65.1985192451175,1.14054935244442,0.277226973212612,4.11413557356016,3.88632990272841e-05,0.00101874989843317
"Arl6ip1",584.819797068111,-0.406226236297061,0.0987948023148549,-4.11181789708365,3.92555881477562e-05,0.00102683913730634
"Hp",1211.95847322571,-1.6528184252169,0.402123393127614,-4.11022699366404,3.95270360282586e-05,0.00103173974041421
"Gm7990",6.85641176335329,-3.83183748456098,0.933084627447308,-4.10663445934583,4.01465802732222e-05,0.00104568629892121
"Gimap8",69.7250206143947,-0.971745297444314,0.236718667056826,-4.10506408103016,4.04202818222908e-05,0.00105058478261836
"Ptms",258.931824516912,-0.548850308405044,0.133746633878236,-4.10365698552624,4.06670280702853e-05,0.00105476342572148
"Mgll",82.4503383678272,1.06845619353827,0.260500721597146,4.10154792273702,4.10395486799525e-05,0.00106217971140434
"Nedd4",316.634093126389,0.581472905515422,0.141897165847494,4.09784721239866,4.17010374040407e-05,0.00107702805657426
"Alcam",64.8375109949386,0.90958197245925,0.22200935052808,4.09704352675094,4.18460242876175e-05,0.00107850215537918
"Tle3",242.443478984706,-0.635069345799229,0.155472157939569,-4.08477861384078,4.41188603900225e-05,0.00113469639258867
"Ifi206",173.934052077356,-1.66208133861001,0.406987719516695,-4.08386115577089,4.42935021681923e-05,0.00113680477949662
"9130401M01Rik",162.891597633516,0.529630761895159,0.12972565445874,4.08269870832381,4.45157204692232e-05,0.0011401228783224
"Cast",149.084227388994,0.615423476974184,0.150805213364991,4.08091645667903,4.48584776407396e-05,0.0011465079243679
"Snn",386.600596199543,-0.716842422632282,0.175805258097819,-4.07747999342218,4.55264458896354e-05,0.00116116099412484
"Enah",22.687720670352,1.44979576049579,0.356632971276261,4.06523198151727,4.79847091877612e-05,0.00122132035750094
"Selplg",1238.71824733647,-0.432715072424083,0.106464475056106,-4.06440807786864,4.81545118615222e-05,0.0012231046615262
"Aff4",145.468857637729,0.575528690949051,0.141820042778235,4.05816187666091,4.94604801544921e-05,0.0012536801044118
"Hes1",36.02287810194,-1.33103507335427,0.328522797555676,-4.05157597359342,5.08738012187418e-05,0.00128684493474541
"Dlg1",86.2289606911127,0.756303636695292,0.186702733605261,4.05084393833418,5.10332371087613e-05,0.00128822171368371
"Myo1e",110.782215775924,-0.794529569028324,0.196196378061409,-4.04966481480937,5.12910441046829e-05,0.00129207090159394
"Gphn",64.4849640512243,0.811258739310146,0.200461987328039,4.046945508839,5.18903147321789e-05,0.00130448848593109
"Oas1g",5.73256275845773,-2.520170892757,0.622851392959706,-4.04618328102548,5.20594786336668e-05,0.00130606479320619
"Zmynd15",72.0869779442995,-0.809330746185231,0.200086997693719,-4.04489424857134,5.2346747967715e-05,0.00131059164095496
"Mvb12a",170.992331342521,-0.844604025720385,0.209117774793354,-4.03889160811416,5.37043734139624e-05,0.0013418436925509
"Cd9",700.875001863152,0.51948545610832,0.128637360169789,4.03837155413207,5.38235521312851e-05,0.00134208808444432
"Mgst1",196.536227460203,1.30076054257743,0.322396710940563,4.03465822831313,5.46818315253266e-05,0.00135796904686783
"Tnp2",8.0791877160834,-4.67877117873148,1.15963245001541,-4.03470183907781,5.46716767257701e-05,0.00135796904686783
"Pafah1b3",222.808019370634,-0.525170514934754,0.13020397149679,-4.03344467067737,5.49651271137203e-05,0.00136224682713358
"Mrpl55",153.587887245888,-0.508237270129808,0.126026629005928,-4.03277683564718,5.5121620573511e-05,0.00136337105079805
"Itgam",622.167341955004,0.661852687282545,0.164158648116646,4.03178690173088,5.5354368080459e-05,0.00136637301330195
"Fcrl5",34.6595220438333,-1.19509141531099,0.296623925949755,-4.02897848339254,5.60197447806385e-05,0.00138002054009814
"Avl9",67.2900954260943,0.753136669928385,0.187031653635536,4.02678720574221,5.65441616509562e-05,0.00139014784595978
"Irf9",471.337793760403,-0.540512324245891,0.134312020581258,-4.02430342352631,5.71442026947073e-05,0.00140209015731734
"Eprs",372.018198961451,0.431048285810522,0.107162144271295,4.02239325035591,5.76097666590144e-05,0.00141069185104349
"Smpdl3b",62.0477723648234,-1.03249941004696,0.256750001076115,-4.02141930173106,5.78485264612944e-05,0.00141371657893857
"Bag1",391.005623795219,-0.419863263937637,0.10442767398107,-4.02061300353915,5.80468961742224e-05,0.001415744179454
"Pycard",358.533296613658,-0.493694167676719,0.122870313293427,-4.01801016408029,5.86916661510228e-05,0.00142862968321577
"Phactr4",93.7634246493194,0.673688458933931,0.167736911100413,4.01633996068187,5.91089716806083e-05,0.00143593834569842
"Coro7",189.284381880484,-0.590330018033599,0.147118576189935,-4.01261372507753,6.00501327489331e-05,0.00145591902878243
"Cops8",266.014846194303,0.436204405943926,0.108819602850713,4.00850944606316,6.11031951477882e-05,0.00147852859580486
"Lrrc8d",146.697232063718,0.566906719696262,0.141505036041152,4.00626532847494,6.1686353005067e-05,0.00148910272462414
"Saa3",1671.00834064708,-1.83029342981267,0.456899941177691,-4.00589552516677,6.17829545837696e-05,0.00148910272462414
"Ptprcap",1159.5512306776,-0.536792599721856,0.134062389170098,-4.00405067405428,6.22670176257365e-05,0.00149782700437752
"Dop1b",139.566220179205,-0.73044053379704,0.182453568262099,-4.00343243902879,6.24300354628899e-05,0.00149880954023235
"Gnl1",228.946131091754,-0.468658118107493,0.117093486145434,-4.0024268943996,6.26960434125422e-05,0.00150225597770521
"Lss",10.0531830972877,2.0292234605103,0.507870576960656,3.99555231699809,6.4543601264712e-05,0.00154351052693077
"Mafg",134.562815987541,0.725773423325462,0.18171014198903,3.99412721481048,6.49329952377562e-05,0.00154980152835952
"Snx2",598.441510047883,-0.621944562810106,0.155810786424242,-3.99166564191952,6.56108361152538e-05,0.00156293929604259
"Me1",6.54652978811589,1.95517328444317,0.490100478422373,3.98933151572684,6.62597634457341e-05,0.00157533871696176
"Tspo",1301.16895233447,-0.599546808640297,0.150307606048339,-3.98879886655557,6.64086979357937e-05,0.00157582573747837
"Kif11",60.0813902973042,0.857931528384399,0.21529131902266,3.98497966513039,6.74859046552493e-05,0.00159829551797413
"Fam76a",111.956316187189,0.570636880241356,0.143301379479073,3.98207527600729,6.83161339824145e-05,0.00161484071617777
"Cox6a2",23.6433806591091,1.63073786008918,0.40960193190571,3.98127482578517,6.85466385237702e-05,0.00161717338732618
"Zc3h12c",19.6220858759806,1.31649145862981,0.330891596933106,3.97861858938641,6.93168351982326e-05,0.00163220524800752
"Stip1",371.137518353251,-0.551571924750382,0.13872811585066,-3.97592024780432,7.0107619343684e-05,0.00164766336036076
"Ampd3",62.6116807915131,0.881355749089315,0.221841231953552,3.97291225498536,7.09992085830248e-05,0.00166542694244082
"Lrrc25",118.678315278385,-1.09110381016514,0.274736918263087,-3.97144954912942,7.14366304105187e-05,0.00167248966006917
"Add3",467.981824939295,0.591328673906194,0.148946619641369,3.97007112568237,7.18511797338518e-05,0.00167899099614265
"AW112010",7.09864828508018,-2.80902376056419,0.708036281744773,-3.96734437625439,7.26779388537206e-05,0.00169186518758528
"Kars",377.855385005751,-0.43498083932709,0.109639031331041,-3.96739039050536,7.26639128487764e-05,0.00169186518758528
"Psme2b",165.595936291735,-1.02631903923578,0.258730218124626,-3.96675365821173,7.28582283743074e-05,0.00169284989715152
"Creg1",806.435733549492,0.656613518002632,0.165929982479282,3.95717222524636,7.58422505929187e-05,0.00175677594407973
"Rfc2",241.724021288989,-0.543051952713577,0.137238190444507,-3.95700315600681,7.5895928461221e-05,0.00175677594407973
