"","baseMean","lgFC_LcDC_vs_LMoDC","lfcSE","stat","pvalue","padj"
"Fut8",144.473053172037,0.761331244351858,0.192531640524486,3.95431754634133,7.67534162735146e-05,0.00176994532113436
"Mtbp",56.4595355672037,0.714378371680316,0.180655284685427,3.9543729535743,7.67356331321449e-05,0.00176994532113436
"Sms-ps",9.75122327206213,-2.47351506849477,0.626470728489134,-3.94833302820098,7.86972764821665e-05,0.00181136620615989
"Flna",884.984963414553,0.523727697164223,0.132689809525999,3.9470076793019,7.91340196940752e-05,0.0018180077782901
"Ifi209",11.3934113123743,-2.57460764973106,0.652375715898256,-3.94651055670594,7.92984270089988e-05,0.00181837963092785
"Gimap1",384.152844501405,-0.658920553705937,0.167193811425216,-3.94105827296523,8.11229138295648e-05,0.00185674609489011
"Rap2a",57.9587118332606,0.992804560170254,0.25203416151468,3.93916663599758,8.17651273716974e-05,0.00186796011656608
"Rdh11",90.3231696324989,0.603789958826751,0.153354843267541,3.9372082808848,8.24350526543177e-05,0.00187976436052634
"Gimap6",480.800681412774,-0.815724431918748,0.207240985406235,-3.93611538914352,8.28111672535507e-05,0.00188483747656134
"Snhg8",295.784587547517,0.588732695631571,0.149675837642237,3.93338500659533,8.37579180149123e-05,0.00190285581149434
"Rbms2",32.4725508237482,-0.983731275592302,0.250202483435611,-3.93174065294785,8.43330174851042e-05,0.00191237977542931
"Med13l",211.264772977388,0.455502111719958,0.11591194098366,3.92972551278536,8.50428855427887e-05,0.00192491904029323
"Dpcd",73.3028974387594,-0.700104990619423,0.178303429394028,-3.92648079175348,8.61977724771294e-05,0.00194746643231938
"Crtc1",45.4236173347718,0.857934292000363,0.21913889556408,3.91502517064337,9.03947770683267e-05,0.00203853515638646
"Grb10",6.16206443510058,2.47037592920242,0.631349674350988,3.91284897983341,9.12135823709724e-05,0.00205322610738916
"Galnt3",15.4248416662537,1.64715279074323,0.421037448003981,3.91212895326036,9.14860357183264e-05,0.00205558733734877
"Tmem229b",155.856013894356,-0.717521165484808,0.183769586959781,-3.90446089233383,9.44356607890307e-05,0.00211798297360115
"Calhm6",93.6143186039496,-1.20011585352431,0.307579783241896,-3.90180343088569,9.54786794877668e-05,0.00213746795612395
"Lilra6",56.455457534155,1.10676227233271,0.28428781910116,3.8931047972157,9.89693726915701e-05,0.00221157789468157
"Lgals3",1798.75884101139,0.665001284630288,0.1710913353572,3.88682035382981,0.000101565861405675,0.00226547270495422
"Tha1",14.4076867700954,-1.67605846548099,0.431565400904141,-3.88367200421906,0.000102890684841148,0.00229085829697134
"Tbx21",58.7958691634586,-1.09253410838885,0.281416773974539,-3.88226363680687,0.000103488589908465,0.00229999641484973
"Ptpn6",1188.12870284292,-0.500884622830795,0.129088499399715,-3.88016457825444,0.00010438580825296,0.00231574158344904
"Abcc4",79.3213313926494,0.633323821172474,0.163263926534227,3.87914118333851,0.000104825903876858,0.00231712466443477
"Naip5",12.9970509628883,-1.70821524526258,0.440312173900878,-3.87955488518274,0.000104647787173482,0.00231712466443477
"Nfkb1",976.662255850665,0.606205170453136,0.156493625600524,3.87367324468906,0.000107207132670876,0.00236549838778112
"Ccdc28b",97.1860661940184,-0.743074696265189,0.192141106255968,-3.86733849275998,0.000110029652710686,0.00242341791643573
"Aktip",23.2291627941634,1.21384451630792,0.314007485221797,3.86565471664005,0.000110791588143069,0.00243146905785182
"Cklf",171.645158126008,0.528568492647454,0.136723923434542,3.86595468715108,0.000110655483346056,0.00243146905785182
"Akap13",645.303472779483,0.492098405799561,0.127338819487596,3.86448066488865,0.000111325807577508,0.00243883037028727
"Ints13",100.647766009811,0.636424649117522,0.164714275199719,3.86380991171436,0.000111632104818017,0.00244118121552128
"Crip1",1312.51104646571,-0.793944367187286,0.205750253159949,-3.85877710959646,0.000113955807108406,0.00248756199574007
"Osbpl8",163.58207385845,0.822225799831328,0.213131074221825,3.85784101559757,0.000114393013737889,0.00249176863433055
"Sft2d2",149.848403181089,0.536564150795056,0.139096503333602,3.85749560870116,0.000114554736694036,0.00249176863433055
"Phc2",389.097694255929,-0.417051192369605,0.108156203694024,-3.85600805247797,0.000115253692697411,0.00249811360779477
"Rnf145",224.852483021897,-0.409559624523971,0.106203367490666,-3.85637135809244,0.000115082616531122,0.00249811360779477
"Kmt2c",103.02827996121,0.809760090742605,0.210107746003886,3.85402302458487,0.000116192661304033,0.00251402393100156
"Gm12989",11.0429539895048,-4.22704467462057,1.09741506280996,-3.85181944176809,0.000117243459751941,0.00253229359900846
"Med29",25.218611621954,-1.22292690638879,0.317557343902903,-3.85104274824366,0.00011761596434659,0.00253587460563086
"Rasd1",20.9347229034081,-1.4769931744461,0.383627733941214,-3.85006881351395,0.000118084643698855,0.00254151299806588
"Gm12216",35.0629106125746,-1.17203097336604,0.304480208638781,-3.84928458439305,0.000118463311823517,0.00254519773984397
"Stard3",171.301460521102,-0.7530284615587,0.195708511559329,-3.8477041982429,0.000119229888952845,0.00255718929663199
"Gzmb",218.543567803278,-0.876147388452516,0.228201634092555,-3.83935633036337,0.000123357288804445,0.00264109462312903
"Usp28",52.3341449023019,0.833176839379123,0.217211267409475,3.83579014714951,0.000125161246398903,0.00267504907808667
"Ganc",71.7172778677089,-0.904774108603397,0.235974904977332,-3.83419630443463,0.000125975508281642,0.00268776962712902
"Fuca1",264.946164715809,-0.486234309765107,0.126931454841949,-3.83068413082126,0.000127787464525634,0.00272169551180638
"Adgre1",387.886405450818,0.632646084020923,0.165245708877334,3.82851747448736,0.000128917479138952,0.0027410045651242
"Nars",617.089567330483,0.348803050678796,0.0911578373913457,3.82636381753294,0.000130050041816319,0.00276030088754775
"Abcc1",214.324859966051,0.624600931443027,0.163385811516221,3.82285906987104,0.00013191318152022,0.00279501020879112
"Treml4",31.1766773470051,1.47758085605502,0.386775423885121,3.82025528202612,0.000133313620007976,0.00281981291423767
"Atf3",350.030636299729,0.834822395865585,0.218822387960051,3.81506848384266,0.000136145170965205,0.00287474863580231
"AI837181",175.272164332011,-0.601518519832652,0.157856516103987,-3.81053968932398,0.000138663747279595,0.00292289837049153
"Gbp8",98.8377214606206,-1.31421787494627,0.345142582563408,-3.80775349475989,0.000140234957440395,0.00295094761214196
"Ddit3",150.936615971072,0.651853327070942,0.171220525530731,3.8070980395043,0.000140607015055922,0.00295371037792132
"Stk16",177.939335418644,-0.488389478853676,0.128317426015346,-3.80610408125913,0.000141172992295205,0.00296053037517535
"Gbp5",148.50528781993,-1.07486047581789,0.283164068427725,-3.79589289624945,0.000147113005057317,0.00307983335502246
"Capn2",170.103277277059,0.611551072711029,0.161261505283024,3.79229420956798,0.00014926192889994,0.00311419276147017
"Mcfd2",114.624530283089,0.65550029222989,0.172836377842409,3.79260604979567,0.000149074553150999,0.00311419276147017
"Llgl1",98.059537788992,-0.57562569098305,0.151999038629809,-3.78703507714268,0.000152455584909532,0.00317542464460126
"2010007H06Rik",35.8461078186241,-1.27208571575254,0.336671242916239,-3.77842106362802,0.00015782586251026,0.00328170793436588
"Hnrnpf",423.900726095397,-0.386176954078712,0.102275190828657,-3.77586148654252,0.000159455587831021,0.00330998502793733
"Stat6",208.398504932757,-0.57334556685146,0.152045543181985,-3.77088045366259,0.000162672592333727,0.00337105973437527
"Ikbkg",76.5923322151213,0.716834497834555,0.190226690232516,3.7683171428697,0.000164351812828116,0.00340011473823832
"Zfp36",677.074213263615,-0.564783916836069,0.149906129312657,-3.76758388349891,0.00016483516144852,0.00340437333442835
"Cxcl10",2332.71397684372,-1.78060609699069,0.472920706922034,-3.76512610027084,0.00016646505075029,0.00343225755059589
"H2-T24",14.4331549129543,-1.93322138425399,0.513640352717323,-3.76376461472823,0.000167374439083443,0.00344521748099947
"Osgin2",35.7770198672104,0.950632125402454,0.252843218566307,3.75976912014018,0.000170070239240803,0.00349484371022809
"Exosc4",79.5803917973205,-0.604774291083473,0.160984614533776,-3.75672105582851,0.000172154204958469,0.00353175215122157
"Il18bp",68.0611112056426,-1.11669360743678,0.297691467258141,-3.75117774695385,0.000176005864968695,0.00360474115431711
"Gm6863",39.6743983110471,-1.30640091853384,0.348856634616237,-3.74480743349187,0.000180532190353725,0.00369128151876582
"Arl2bp",293.226309342768,0.500064947594545,0.133551263105608,3.7443670390381,0.00018084911627436,0.00369160891589658
"Hadh",91.2401880643151,0.823395471531717,0.220178502889744,3.73967240545748,0.000184260234391244,0.00375499095599964
"Pld3",288.439960574908,-0.700633496254624,0.187663402193698,-3.73345835183921,0.000188868436607696,0.00384251738027068
"Auh",200.563308273675,0.527177867774488,0.141241980900213,3.73244459200085,0.000189630418235331,0.00385163240217059
"Il18rap",56.8864580503563,0.888869705394054,0.238260957358459,3.73065614798469,0.000190981732359135,0.00387266759104441
"Csnk1e",228.252998209589,-0.466343669801986,0.12520854143727,-3.72453559836112,0.00019567510040016,0.00396129064638475
"Slc4a1",266.633870978587,-2.93879786386869,0.789602680942826,-3.72186915621869,0.000197753493025055,0.00399677076183093
"Rnaseh2a",67.059903882034,-0.690196573810393,0.185734967117811,-3.71602926751323,0.000202378150356926,0.00408160990649589
"Slc11a1",178.066241046491,0.873941323408472,0.235200338496206,3.71573157163025,0.000202616598716661,0.00408160990649589
"Smyd2",64.428975422996,0.810808021836042,0.218565248498182,3.70968407561271,0.000207518033722154,0.00417349383230063
"Pfdn2",229.407421863611,-0.504565746325104,0.136082126862937,-3.70780320646594,0.000209065022149833,0.00419086550936952
"Pnp2",23.1509944320192,-1.70450100794451,0.459675971091438,-3.70804896304977,0.000208862277443599,0.00419086550936952
"Jdp2",125.168875474793,0.689847051616036,0.186139566926465,3.70607422702645,0.000210496631890004,0.00421267973903193
"Mrps34",147.766354356787,-0.507441080737408,0.136996904670956,-3.70403318203573,0.00021219848306632,0.00423982245970295
"Cplane1",34.0313698605838,1.10280630907167,0.297810501756194,3.70304708050389,0.000213025329521017,0.00424942234563225
"Srp19",366.950657770753,0.363718742218495,0.0983595639466789,3.69784825820973,0.000217434796704783,0.00433034104865954
"Il18",30.8102880924631,-2.20673625181523,0.598142880236739,-3.6893129128977,0.000224860514443563,0.00446678692489049
"Slc25a24",58.5794345628832,0.85646971966418,0.232159781814935,3.68913906176441,0.000225014209291027,0.00446678692489049
"Cd37",715.578249808547,-0.786946191433383,0.213499153266132,-3.685945257368,0.00022785532973913,0.0045158791360899
"Coro2a",311.399146182962,0.507173762753696,0.137790782544062,3.68075246681698,0.000232546677250724,0.00457610908524901
"Pkp3",94.5167563615353,-0.661724964805586,0.17977196330406,-3.6809130447464,0.000232400257365827,0.00457610908524901
"Rnaseh2c",281.854770769985,-0.564452544345965,0.153329932328856,-3.68129389854129,0.000232053329049037,0.00457610908524901
"Slc7a1",201.88285497808,0.539020988603179,0.146452425588768,3.68051936617784,0.000232759379621404,0.00457610908524901
"Slfn3",7.01878915146663,-2.35212203057179,0.638909101990864,-3.68146583487776,0.000231896867646285,0.00457610908524901
"5430416N02Rik",84.999298274606,0.596654313587105,0.162132646565531,3.68003808132466,0.000233199125763367,0.00457633271076908
"Gm15725",53.0079895432002,-2.27903039952312,0.619446480968407,-3.67914011870761,0.000234021672096772,0.00457633271076908
"Suds3",273.319110585893,-0.454605084824267,0.1235490245705,-3.67955219723212,0.00023364386495268,0.00457633271076908
"Syvn1",610.783753680286,-0.402437490532154,0.109391385146849,-3.67887736307494,0.000234262874336728,0.00457633271076908
"Gm8172",21.3727864391658,-1.61936359869791,0.440694035951818,-3.67457570693097,0.000238244995646743,0.00463934858189563
"Satb1",355.190006833221,-0.522869068096766,0.14229005136159,-3.67467059779214,0.000238156472534213,0.00463934858189563
"Cmtr1",46.1868911676005,-0.826260504494349,0.224977492885099,-3.67263628862794,0.000240061044997791,0.00466465684919361
"Fbxl3",88.6083709501967,0.806117065841245,0.219508273205864,3.67237669026368,0.000240305113196149,0.00466465684919361
"Ksr1",85.8999919007768,0.671907914919528,0.183022598057483,3.67117460931518,0.000241438319039372,0.00467925007578991
"Ate1",75.2621876850627,0.713992097826954,0.194760337002894,3.66600360635207,0.000246370451548579,0.00476730709715768
"Gm15856",9.24589334142222,-2.78299469675929,0.759416839595555,-3.66464707082534,0.000247679884266515,0.0047850973546167
"Zfyve26",139.035315301201,-0.585120611447631,0.159696034985717,-3.66396455303329,0.000248341168810033,0.00479032933798975
"Tmem219",164.155467072997,-0.593856759232769,0.162256185231849,-3.6599945843926,0.000252220578850745,0.00485752285924794
"2410006H16Rik",1270.88166654171,0.613657352612838,0.167916342858226,3.65454214978322,0.000257641336144872,0.00494639109831813
"Mgat1",428.374348880118,-0.398544416153162,0.109052857879294,-3.65459854884586,0.000257584709804903,0.00494639109831813
"Tle5",668.978798707427,-0.814299010723714,0.222887172151222,-3.65341353144917,0.000258776959513241,0.00495297738593464
"Ube2e3",157.026310331513,0.431364948749714,0.118072232870738,3.65339875652188,0.000258791857220746,0.00495297738593464
"Gm4204",61.3089057034843,-1.45335567758195,0.397887174759346,-3.65268289549915,0.000259514631228411,0.00495907398116845
"Ncaph2",239.850359679933,-0.613528898938673,0.16800452649687,-3.65185933814767,0.000260348482712958,0.00496727089568052
"Sigmar1",116.116562361496,0.691927936129123,0.189521622204935,3.65091818062279,0.00026130447990186,0.00497776919167083
"Snw1",363.770077577848,-0.422866320051964,0.115840839738123,-3.65040793046667,0.000261824150317822,0.0049799359319365
"Trappc8",55.4476905276144,0.85151530634803,0.2333503229909,3.64908561271302,0.000263175393637876,0.00499788812561836
"Grina",814.837616049999,-0.775225094327145,0.21293659556797,-3.64063815456132,0.000271963128322548,0.00515679081647762
"Nudt22",36.3710501089455,-0.821579441819475,0.225751598736804,-3.63930730243609,0.000273372414798606,0.00517551355671187
"Tbl3",104.382758850166,-0.636073334243796,0.17486111545494,-3.63759165431898,0.000275199275525534,0.00520207197557358
"Dusp6",58.9750047854006,-1.15212749325377,0.316843209362649,-3.63627011470862,0.000276614274936964,0.00520476062105318
"Dynlt2b",60.4776153103283,-0.849002454794286,0.23347859904895,-3.63631809618786,0.000276562781127067,0.00520476062105318
"Sun2",481.227077477839,0.518165092168577,0.14249576569996,3.63635431286871,0.00027652391926965,0.00520476062105318
"Mylk",45.2418812360709,0.849863628630904,0.234032471497923,3.63139193117672,0.000281896698494283,0.00529603169544849
"Sc5d",31.6769783505109,1.24889212487501,0.343999745080004,3.63050305338035,0.00028286935816298,0.00530617933630496
"Socs3",443.844852464471,-0.649730419156573,0.179080982684908,-3.62813744606133,0.000285473280268369,0.00534684916386619
"Tmem9",70.1062185584906,-0.712818459102013,0.196717697652624,-3.62356039953635,0.000290575308995129,0.00543411263834184
"Ralgds",179.496147765256,0.702805289338539,0.194023619967178,3.62226665731436,0.000292032852548115,0.00545305789202477
"Myc",366.149641374931,-0.439705653987419,0.121405334972139,-3.62179844970012,0.000292562025831155,0.00545463667613467
"Ppp1r15b",357.486000717471,0.33325561496669,0.0920820223899671,3.61911702542059,0.000295609943237592,0.00550309982342758
"Mnt",173.831110482259,0.506055826901479,0.139999196760444,3.61470521696924,0.000300689557776952,0.00558918105273886
"Naa25",134.225348509615,-0.545086115059208,0.150872348433292,-3.61289607220648,0.000302796088207598,0.00561982210307233
"Tbc1d14",112.484937766816,-0.594627231699781,0.164706754837725,-3.61021763974178,0.000305940188540287,0.00566959853929342
"Bcat2",28.436212363256,-1.02688580588605,0.28474223150397,-3.60636987517509,0.000310510456184909,0.005745614293328
"Atp13a1",317.921947825768,-0.362987102470178,0.10069184589028,-3.60493046145674,0.000312236521242884,0.00576885187139715
"Ubald2",342.205329022128,-0.816599622498947,0.226559449516729,-3.60435031176508,0.00031293474114241,0.00577305775087983
"Fasn",291.946837930312,0.732594547230033,0.203322776687586,3.60311106883857,0.000314431089780519,0.00579195286700811
"Daam1",20.9274705848194,1.08605490311609,0.30164753939849,3.60041028440601,0.000317715443319263,0.00584367774908653
"Arl11",66.7517154844848,0.867874344654454,0.241327156510343,3.59625645619066,0.000322829542981211,0.00592885154684656
"Selenof",637.511242384966,0.501361193511763,0.139473049828171,3.59468151108357,0.000324788646483746,0.00595591497019819
"1500011B03Rik",70.9164615101999,-0.698988789821842,0.194547803242219,-3.59288965577049,0.000327031097970988,0.0059880858356837
"Il15",67.1783372512152,-0.907709544130551,0.252761214152745,-3.59117417271946,0.000329191541315527,0.00600970510246858
"Tnfaip8l2",233.737794056046,-0.59498424833252,0.165671156752893,-3.5913568782523,0.000328960811902369,0.00600970510246858
"Kctd9",22.6682716293962,1.01215633821486,0.282042693329931,3.58866356814585,0.000332377431970218,0.00605885042408712
"B4galt6",80.3348395047021,-1.15429003560675,0.32213474190927,-3.5832522402438,0.000339342628797011,0.00616293687089719
"Pip4k2c",184.256394164385,0.493636338766259,0.137783536597711,3.58269464520669,0.000340068046544979,0.00616293687089719
"Rasal1",24.9978278687212,-0.960005737940024,0.267884534886836,-3.58365494426755,0.000338819621172611,0.00616293687089719
"Rsu1",253.054399720422,0.579194825378172,0.161665578384096,3.5826725216798,0.000340096858623851,0.00616293687089719
"Maco1",59.8884310523774,0.67596531812146,0.188936074697524,3.57774617263348,0.00034656976067168,0.00627097024177016
"Prdx2",590.76586742824,-0.655193455438314,0.183162485841241,-3.57711598217888,0.000347406054187848,0.00627684458435423
"Nr1h2",211.012780212005,-0.601975354747353,0.168389248569027,-3.57490374155681,0.00035035677334302,0.00632084837554731
"Vegfa",193.740303520178,0.685050990158793,0.191784851855204,3.57197653272429,0.000354297165590503,0.00638255158217957
"H2-D1",4877.75719402345,-0.423064776859267,0.118465288519402,-3.57121298691622,0.00035533178898358,0.00639180408687765
"Gm7232",7.68203212058195,-2.3776332473602,0.666447671070943,-3.5676218112361,0.000360235928203361,0.00647053348052538
"Senp5",73.6053063296685,0.640794636279353,0.179657140341991,3.5667640877482,0.000361416569791739,0.00647278609956943
"Sfswap",231.671063781193,0.440955070782144,0.123628316948382,3.56678050519975,0.000361393937527554,0.00647278609956943
"Lama5",23.5358189957497,1.05576483918068,0.296136558618179,3.56512834520348,0.000363678177374327,0.0065037957434814
"Eno3",70.6880597521843,-0.859919695988626,0.241234533413646,-3.56466250424486,0.00036432467441643,0.00650587351636211
"Taf5l",144.116605577714,0.566920684701266,0.15910887501859,3.56309907058941,0.000366502281156882,0.00653524707155906
"Bcl2l12",37.6423693611736,-0.99455241382367,0.279191746387183,-3.56225578547162,0.000367681885269676,0.00654676541144904
"Osbpl1a",13.144434996927,1.52772834778002,0.42908407832972,3.56044054052752,0.000370233140729982,0.00658263792822524
"Aoah",55.6624207909761,0.803265608495607,0.225705998423924,3.5589023513097,0.000372407949127376,0.00661172318363914
"Ntan1",37.181733695983,-0.815448609647336,0.229625138572694,-3.5512166251309,0.000383454668058361,0.00679800847939302
"Mad2l2",120.857458829304,-0.519602794181846,0.146358335181344,-3.55020978844858,0.000384924276055124,0.00681421503411871
"Osgin1",35.1326361101762,1.33525879897536,0.376151650394175,3.54978848976502,0.000385540776542155,0.00681529430348581
"Hsph1",225.72108053026,-0.492115398706282,0.138734958603016,-3.54716218364578,0.000389404792289158,0.00687369495223509
"Gm8623",18.2250338987493,-1.13234622325968,0.31935180828042,-3.54576424463324,0.000391476272071326,0.00689648096829455
"Mir7078",5.44614125910508,-2.02153109168614,0.570162823074705,-3.54553297737771,0.000391819957197693,0.00689648096829455
"Cma1",11.5715320317681,-1.50460143488566,0.424572172370115,-3.54380605418965,0.000394395256332937,0.00692279173430296
"Tarm1",146.094032013775,0.854309457530201,0.241073354543415,3.54377388222035,0.000394443382970148,0.00692279173430296
"Ctnna1",185.868903862586,0.544854988663095,0.153830395578211,3.54192022074128,0.000397225593666146,0.00696166226156612
"C77080",12.0818503311724,1.54359289615732,0.436119084989049,3.53938396480879,0.000401062043239107,0.00701887182090923
"Afp",14.9745857005244,1.53184716258176,0.433601223583958,3.53284787787309,0.000411108953572092,0.00717079184865885
"Gbp11",5.12234977663314,-2.4761135217909,0.700943005056156,-3.53254616128529,0.00041157836422578,0.00717079184865885
"Lockd",52.8456471358593,0.74240904012691,0.210177530829893,3.53229499459568,0.000411969511131566,0.00717079184865885
"Trim10",46.7146583958016,-4.11082786512029,1.16380739791092,-3.53222352126252,0.000412080881423581,0.00717079184865885
"Tec",266.723735674701,0.343620928815293,0.0973558558324333,3.52953528965659,0.000416290181044774,0.00723377895333894
"Azi2",141.414311499673,-0.530151567141983,0.150463912983755,-3.52344663001833,0.000425972876430879,0.00739156329286283
"Rpl29",3431.51186936982,-0.439633586476755,0.124791092310658,-3.52295647338611,0.000426761441125889,0.00739478723126046
"Rit1",111.115223252881,0.596702389426888,0.169433150650654,3.52175703004662,0.000428696859723013,0.00741784636823966
"Armc6",34.0246275677421,0.861399444334331,0.244989235570038,3.51607058297903,0.000437984529683636,0.00756787916923781
"Ngly1",72.8979336736011,0.827198306698538,0.235365838060653,3.51452153598167,0.00044054694877633,0.00758012618175037
"Perp",25.650495794185,1.14284545777302,0.325134348031285,3.51499453900531,0.000439763031278806,0.00758012618175037
"Syncrip",335.735324951531,0.476344347079256,0.135535336363252,3.51453989683246,0.000440516494647708,0.00758012618175037
"Evi5",34.4082208608272,0.916665734929195,0.261037779301202,3.5116209515079,0.00044538274299461,0.00765259872697182
"Tufm",116.609778902008,-0.789991087708494,0.225152147304733,-3.50869888280158,0.000450304415725099,0.00772634205890283
"Fads1",94.1943582203727,0.668737791902942,0.190688053929899,3.50697266095538,0.000453235711429186,0.0077657761282308
"Zzz3",131.465988763262,0.703074686051882,0.200527370682421,3.50612828393065,0.000454676023753062,0.00777958920418767
"Emilin1",41.8296233764128,-0.873743608277272,0.24971601941417,-3.49894896741932,0.000467095971854493,0.00798096571408206
"Lpin1",60.9510080025784,0.740645123627344,0.211810304679594,3.49673791720247,0.000470984300671497,0.00803621057112368
"Elovl1",308.836572392862,0.478053000432183,0.136819309942532,3.49404627631128,0.000475758543359557,0.00810639695824311
"Mrpl17",267.525825535627,-0.438450992551324,0.125529258651344,-3.4928191025896,0.000477950166413118,0.00812118094398356
"Mrps12",199.072854451076,-0.395762923239776,0.113297098315985,-3.4931426234412,0.000477371474700029,0.00812118094398356
"Amfr",331.086044411769,0.352628169309768,0.100994112469816,3.49157154497653,0.000480187843455289,0.00814791765354009
"Gm4707",37.4654801541851,-1.19182694664505,0.341493466536775,-3.49004318803476,0.000482942493045694,0.00818334047608366
"Btbd7",69.766153519165,0.629315889405391,0.180355322457391,3.48931143717184,0.000484266582645146,0.00819445853226297
"Sh2d2a",166.392157697784,-0.640371053307171,0.183803926362314,-3.48399006474362,0.000493997825336694,0.0083476106353038
"Taf10",471.580430125895,-0.435721381513684,0.125183834238485,-3.48065214781327,0.000500194643042041,0.00844069859812897
"Trim26",178.118534935933,-0.508072871387437,0.14618282709348,-3.47559888866111,0.000509714031271228,0.00858952161488382
"Gm12185",13.3790063439752,-2.33828296033674,0.673442487501738,-3.47213459758241,0.000516337388682049,0.00868920039005676
"Gbp4",55.6305493818072,-1.19256162018445,0.343522678977261,-3.47156590573569,0.000517432302252278,0.00869569792333006
"Sap30",88.9533643464224,-0.656255128397584,0.189110803421633,-3.47021490324075,0.000520042096986094,0.00872760115707989
"Snhg17",64.1769212726688,0.687593036615142,0.198182795355572,3.46948904107185,0.000521449340283121,0.00873926298714936
"Rfx5",75.882690265745,-0.74152805960974,0.213914086678458,-3.466476056457,0.000527328699456821,0.00881371728192953
"Ubxn11",19.5039790447211,-1.25073498544929,0.36079436770649,-3.46661449678386,0.000527057206760572,0.00881371728192953
"Hbb-bt",13309.3073301189,-1.51553462253763,0.437421943672019,-3.46469728933853,0.000530828620392498,0.00886014355778935
"Snx27",139.482766955018,0.502344969001103,0.145060079635598,3.46301318917674,0.000534162211252496,0.00890367120604024
"Gm15361",15.3151509362081,-1.59036785729457,0.459506256951966,-3.4610363476744,0.000538100153586744,0.00895272935638378
"Nfkbia",2000.89624141043,-0.31987705505083,0.0924285400952111,-3.46080393265244,0.00053856490585354,0.00895272935638378
"Trac",687.554729403781,-0.661112613740854,0.191054215554345,-3.4603403637163,0.000539493005710692,0.008956021913476
"Rpl6l",9.70875421083666,-3.3490731177301,0.968950499531518,-3.4563923743776,0.000547457779116858,0.00907596220838597
"Ern1",25.7065288730015,1.01652023993984,0.294202270381551,3.45517469536016,0.000549936372672159,0.00910474955457766
"Ube2l6",193.937646475982,-1.85710199535472,0.537601368505337,-3.45442200141327,0.000551473709814872,0.00911204977652718
"Zcchc2",191.766289965605,-0.687902803097355,0.199147840180414,-3.45423180323806,0.000551862812517093,0.00911204977652718
"Samd9l",11.0195730957188,-2.26996746063881,0.657248904937688,-3.45374095504049,0.000552868159474831,0.00911637981241563
"1110038B12Rik",255.880742111012,0.45889650751804,0.132906310596772,3.45278192929678,0.000554837344355338,0.00913656985308897
"Adra2a",7.54491626817273,3.8453881746274,1.11471359008492,3.44966474691892,0.000561283130386837,0.00923032365091919
"Ythdf2",98.6187462506029,-0.498055292682907,0.144505309951027,-3.44662277705711,0.000567640569936666,0.00932237551804955
"Slc7a3",10.3259380319572,1.32106102358602,0.383405197725782,3.44560019379516,0.000569792691761172,0.00934520954883162
"Ccdc86",25.9088195047717,-0.92960814284833,0.269826696847891,-3.44520447275229,0.000570627560826049,0.00934640709774895
"Pwp1",139.157626542508,0.46058216066284,0.133732388552522,3.44405843377238,0.000573051837565536,0.00937359992433866
"Lin37",59.5904266193879,-0.924736299920384,0.268761278974407,-3.44073485380475,0.000580136725807089,0.00946825485620353
"Mpnd",117.949893184405,-0.640544285492191,0.186171157144134,-3.44062042326073,0.000580382103999434,0.00946825485620353
"Wfdc17",3.71607980151484,-3.60118499116163,1.04729734267854,-3.43855068127199,0.000584837052185118,0.00952648272762104
"Zmynd11",263.192993799731,0.44328112043945,0.128926682086441,3.43824190047989,0.000585504399790207,0.00952648272762104
"Gm11604",8.37540016102218,-2.65572408028675,0.773219584868559,-3.43463116074356,0.000593360846629163,0.00962877098736318
"Rtn4",471.001131680545,0.537345665865447,0.156444147808845,3.43474443366214,0.000593112897421968,0.00962877098736318
"Dnajc9",245.815658143799,-0.442182369874897,0.128802221331174,-3.43303372647562,0.000596867847459461,0.00967288606688596
"Bckdk",105.132750427259,-0.717297170320039,0.20900185645655,-3.4320133920397,0.000599117972646889,0.00969654259687603
"Mppe1",123.771425593118,-0.607164895281994,0.176932101411935,-3.43162654168893,0.000599973149060007,0.0096975897136603
"Vps37b",444.022047928512,-0.435254134784883,0.126882905293058,-3.43036072337395,0.000602779330930949,0.00973012741034327
"Mat2a",637.858814747876,-0.337390368295475,0.0984555845540978,-3.42682814614839,0.00061067541790015,0.00981882834442863
"Ndc1",76.3601482961905,0.576550690356687,0.168245013120626,3.42685158782875,0.000610622704808692,0.00981882834442863
"Rhov",11.9247997820857,-1.4542950113088,0.424353662819092,-3.4270824991766,0.000610103682818328,0.00981882834442863
"Cd83",309.039482377935,-0.882888680719315,0.257698589254566,-3.42605166474993,0.000612423879632035,0.00983405255932697
"A530040E14Rik",5.20582829870602,-2.39314120655976,0.699073241851937,-3.42330540390877,0.000618645286453753,0.0099209678094309
"Adora2b",83.4647277157972,0.709519131598814,0.207299172715088,3.42268192538316,0.000620065887891526,0.00993076803218438
"Sec23b",215.403750791637,-0.414316248701422,0.121205311937312,-3.41830108003605,0.00063013359645264,0.0100788513184889
"Racgap1",175.261405178799,0.460862211500752,0.134889432279158,3.41659241731394,0.000634101369992155,0.0101291088633643
"Pdpk1",95.2053212985686,0.728174384759933,0.213231646727869,3.41494518254715,0.000637948490191318,0.0101773108942355
"Gm4610",45.9831615389783,-0.756583581804982,0.221696295904876,-3.41270285422185,0.000643220352614624,0.0102347954421222
"Odr4",85.3605368302632,0.741243109769225,0.217195452494785,3.41279295332862,0.000643007744623365,0.0102347954421222
