"","baseMean","lgFC_PcDC_vs_Naive","lfcSE","stat","pvalue","padj"
"Med12",153.210943091468,-0.558161898381219,0.132793807694267,-4.20322233448024,2.63141890995906e-05,0.000224131035893862
"Ubl5",168.995023999651,-2.26092892963001,0.537888883762475,-4.20333826907716,2.63007090942668e-05,0.000224131035893862
"Stfa2l1",24.7824947389745,4.07306769129235,0.969272075792186,4.20219233899154,2.64342380866631e-05,0.000225034234565
"Tgm2",448.641352391038,1.03561579143006,0.246494149845959,4.20138081198781,2.65291905929805e-05,0.000225722943689427
"Nedd4",316.634093126389,0.595686144680645,0.14181620221672,4.20040965256096,2.66432471965158e-05,0.000226573384311715
"Gm1673",7.86175594700726,-2.01025166192035,0.478607981740143,-4.20020505009422,2.66673358746321e-05,0.000226658245232852
"Shcbp1",17.5398989347436,1.98251585182257,0.472085089125863,4.19948839200471,2.67518743623402e-05,0.000227256536095523
"Dnajb11",311.413109807645,0.397303627651816,0.0946281582289665,4.19857720035597,2.68597284784215e-05,0.000228052155537718
"Slc16a5",7.30412722301663,-1.64427467054507,0.391666233143786,-4.19815274180513,2.69101109936408e-05,0.000228359230323215
"Evl",729.495378453156,-0.701318823871919,0.167083840758456,-4.19740664739554,2.69988890295698e-05,0.000228991633247629
"Aff3",93.1562599399342,0.772459439122457,0.184058470914357,4.19681547545771,2.70694304766817e-05,0.000229468776346921
"Arhgap21",42.3008293991908,0.974386727895452,0.232196165043491,4.19639457745974,2.71197607974521e-05,0.000229696494490381
"Parp9",420.570540052819,0.617583008531499,0.147171412286858,4.19635171624053,2.71248910637608e-05,0.000229696494490381
"Mir142hg",272.681665398687,-0.842062999346001,0.200799087779568,-4.19355988444727,2.74610538243938e-05,0.000232420636794026
"Atxn1",56.6127983710845,0.836917904811144,0.199591926303999,4.19314508511948,2.75113362874946e-05,0.000232723594587843
"Kif4",36.3395364230946,1.28787796619318,0.307227764304617,4.19193222692023,2.76588630724986e-05,0.000233848408629799
"Oip5",36.5587209563549,1.36869794259876,0.326550594429777,4.1913809558019,2.77261656397389e-05,0.000234294121429125
"Cbr3",16.6537274289065,-1.8824258515428,0.449222358059773,-4.19040997797426,2.78450874003804e-05,0.000235175333333181
"Eif3c",1400.15091321167,0.460258910956561,0.109839967877724,4.19026807681636,2.78625074897567e-05,0.000235198802057515
"G2e3",26.3076098410301,1.29450292179786,0.308971446609116,4.18971699813914,2.7930257390357e-05,0.000235646877478306
"Nck1",68.9849322904207,0.807972878500879,0.192874985956503,4.18910142491517,2.80061214706569e-05,0.000236162905671723
"Ift43",13.8592060398807,1.80103141941174,0.430009168728939,4.18835585467955,2.80982689051479e-05,0.000236815630478644
"H3c3",14.9158535002198,2.17593295794966,0.519626592876248,4.18749345737945,2.82052149064164e-05,0.000237592329447653
"Rbm27",27.9187938723722,1.26583596370527,0.302334028535281,4.18687889629185,2.82816627313452e-05,0.000237986710380476
"Skic8",125.030521269585,0.660894500833814,0.15784459065828,4.18699493012463,2.82672137287377e-05,0.000237986710380476
"Samd4",4.09904712288987,-4.12228902536633,0.984722280177645,-4.1862453082941,2.83606836003332e-05,0.000238526712751703
"Drg1",127.058243557014,0.719078975146359,0.171861938667072,4.18405017843622,2.86360858926491e-05,0.000240716945986141
"Vpreb1a",7.97466923708264,-2.58531262839898,0.618274051601562,-4.18149948506176,2.89592907205115e-05,0.000243306509484465
"Zbtb10",14.788205843252,-1.49844378106377,0.358526753720749,-4.17944760192397,2.92218037054051e-05,0.000245383719144604
"Gm867",1.83954830530352,-5.45271130177019,1.30491693950255,-4.17858879496869,2.93323475300713e-05,0.000246183297138487
"H2ac25",16.204264450474,-1.52559917550703,0.365155042798685,-4.17794908106505,2.94149483493093e-05,0.000246747639834624
"Mfsd14b",183.437430419645,0.684459262222088,0.163904034139843,4.17597569098333,2.96711506589314e-05,0.000248766891537095
"Slmap",81.2252315962157,0.861054323777255,0.206363094142906,4.17252090231298,3.01247953357222e-05,0.000252438556219635
"Atp1a1",480.496484107944,-0.888380220215787,0.212961681375594,-4.17154961623813,3.02535162380412e-05,0.0002533850285964
"Tbp",72.3403009563584,0.752281431890614,0.180389897963909,4.17030798499107,3.04188262820967e-05,0.000254636803228557
"Shkbp1",204.061204793568,-0.534496606974483,0.128178951162477,-4.1699249535672,3.0469995870308e-05,0.000254799590661441
"Zmym1",42.1757439824725,0.970750260244727,0.232794518736158,4.16998761618157,3.04616191101144e-05,0.000254799590661441
"Epc1",111.891377830461,-0.697898732017402,0.167395463970659,-4.16916154991948,3.05722238872616e-05,0.000255521438358465
"Gm8093",2.07464120092745,-5.11511993325147,1.22717707912976,-4.16820035204601,3.07014022895937e-05,0.000256467668424354
"Cacna1e",18.0193148176403,-1.42136637709766,0.341039955052414,-4.16774150958123,3.07632503146447e-05,0.000256751226435671
"Ldhb",10.4855722321468,-1.64804485488054,0.39543161602936,-4.16771140211049,3.07673126798223e-05,0.000256751226435671
"Sh2d5",9.9761778362396,2.01414396736397,0.483447260698439,4.16621238985639,3.09702183942158e-05,0.000258310274291112
"Krtcap3",18.9247494156036,-1.49318874610065,0.358448346360591,-4.16570131027621,3.10396881283967e-05,0.000258755345145078
"Sgpp1",112.655352596831,-0.823734282791494,0.197977775455528,-4.16074117863057,3.17216424405703e-05,0.000264303145313963
"Sdf4",421.312594904125,-0.662097202795218,0.159136459603034,-4.16056260423803,3.17464576598734e-05,0.000264372781673513
"Tex264",131.861438585301,-0.586432736842272,0.140988774756766,-4.15942856340151,3.19044783012402e-05,0.000265551056700064
"Adss",143.323093094737,0.779579850360868,0.18745587036567,4.15873799438846,3.20010700483704e-05,0.000265941639553555
"H13",504.092462319588,-0.518984892654696,0.124789409625737,-4.1588857116258,3.19803851101206e-05,0.000265941639553555
"Slc6a6",388.364656970749,0.671884557260352,0.161557329021932,4.15879961205067,3.19924401433152e-05,0.000265941639553555
"Ctnnd2",1.65243409066934,-5.50614488602039,1.32409367966126,-4.1584254729084,3.20448745319917e-05,0.000266167975430153
"Cul3",149.44019726741,0.897342077254043,0.215855688988463,4.15713888042119,3.22258101479581e-05,0.000267532513807131
"Retnla",3.26778918151231,-3.99009161296118,0.959956937824161,-4.15653187736225,3.2311510576249e-05,0.00026810542659962
"Itgb2l",65.2195103584366,0.963384367446289,0.231855007697324,4.15511563461223,3.25123071719335e-05,0.000269632267635488
"Eef1b2",4223.06397291011,-0.354656249782293,0.0853585081290111,-4.15490215979717,3.25426765060388e-05,0.000269744868623842
"Tmem165",225.49989086414,0.832344842484747,0.200564760481264,4.15000541714058,3.32467406184012e-05,0.000275438701028363
"Cnep1r1",37.3382313850256,1.21978284458656,0.294036650249444,4.14840409708028,3.34801045577539e-05,0.000277166151098669
"Dnm2",407.00261098291,-0.520146770688587,0.125386784175826,-4.14833807332676,3.34897596664913e-05,0.000277166151098669
"Smim3",185.086555168877,0.657807726202945,0.158623131997147,4.14698485599678,3.36882335641234e-05,0.000278665182272955
"Cxcl12",2.15079430524502,-5.11531982104592,1.2336704649848,-4.14642318693179,3.37709402002785e-05,0.000279205549859637
"Timm17a",83.7650667909806,0.705909085902109,0.17026161037484,4.14602613206824,3.38295234629378e-05,0.000279546021043535
"Snapc3",40.1427239803409,1.04490306137898,0.252036115965832,4.14584654812185,3.38560517777644e-05,0.00027962139627661
"Gdpd1",8.5215188148358,-2.18218658650861,0.526438216966384,-4.14519029238326,3.39531626451767e-05,0.000280198214775475
"Lrrc59",175.825204468731,0.62520987264522,0.150829655205222,4.14513891047848,3.39607771518831e-05,0.000280198214775475
"Timd4",7.42409210165076,-2.57731434069812,0.621916076357068,-4.14415133918869,3.41074451717743e-05,0.000281263859979149
"Bckdha",101.384450381733,-1.08262164957656,0.261327113401949,-4.14278348497031,3.43115844742985e-05,0.00028280210004881
"Slc45a3",21.0479254089108,-1.41969368013065,0.342768278837512,-4.14184674540334,3.44520528754327e-05,0.000283814244815872
"Eif4g2",658.04868079397,0.685271619681908,0.165491739423806,4.14082069635514,3.4606540342045e-05,0.00028494078116587
"1110032F04Rik",23.5840446483454,1.97535498572814,0.477425619986466,4.13751357915005,3.5108967733507e-05,0.00028892953774132
"Maea",468.524117249839,0.376048437335701,0.0909521634029007,4.13457386021571,3.55613873732936e-05,0.000292502881087859
"Aicda",24.7663486077343,2.46171318867737,0.59557505211081,4.13333832562778,3.57531824476087e-05,0.00029392995027553
"Atp5mc1",550.989725269805,0.561341373719959,0.135834987503595,4.13252420481949,3.58800968315633e-05,0.000294822442712139
"Son",315.67398456094,0.646779193258816,0.156527916568283,4.1320373224074,3.59562018776087e-05,0.000295296741800566
"Ptgir",91.7461092834767,1.19935278367495,0.290385844719916,4.13020402158981,3.62441442947008e-05,0.000297472811568605
"Sh3bgrl2",4.75425896782448,-2.63940260542168,0.639062759570453,-4.13011486883661,3.62582025056852e-05,0.000297472811568605
"Klrb1b",12.89378001212,-1.50638545040015,0.364863086796421,-4.12863209492238,3.64927768566424e-05,0.000299244495878052
"Aprt",637.140286830528,0.526412253140549,0.127547956703703,4.12717119697508,3.67252991047884e-05,0.000300997553479245
"Stat6",208.398504932757,-0.62462935431181,0.151362451975848,-4.12671270951318,3.67985633035933e-05,0.000301444222799042
"Cd164",348.539713558079,0.82225242744556,0.199267971760353,4.12636521655588,3.6854183506578e-05,0.000301745975458547
"Adgra3",6.80474826223568,2.50888456290537,0.608375380986474,4.12390875981411,3.72496498202057e-05,0.000304673306879727
"Chek2",37.7646778701946,1.06157658500763,0.257415936645504,4.1239738255583,3.72391231059157e-05,0.000304673306879727
"Nup155",14.0709705885634,1.81560402647612,0.440394934476977,4.12267236595802,3.74502184845355e-05,0.000306002192134069
"Pfkp",375.711237632167,0.413406111852056,0.100273919348936,4.12276805909496,3.74346585464671e-05,0.000306002192134069
"Crls1",79.472061463943,0.849893197305298,0.206246613729646,4.12076194579059,3.77621453269931e-05,0.000308394053143273
"Abcc5",123.76307872569,-0.612018217583024,0.148566357720261,-4.11949398891104,3.79705329443801e-05,0.000309938333952501
"Esrra",110.426906074733,-0.760612471594815,0.184810063988447,-4.11564421969122,3.86099485204993e-05,0.00031499756883357
"Igf1r",32.4526528466707,0.931052890705359,0.226311910336601,4.11402514927551,3.88819046792493e-05,0.000317055287699219
"Slc35c2",174.22973981502,-0.736072747412176,0.178991582251685,-4.1123316423739,3.91683089418062e-05,0.000319228673181722
"Trpv2",145.422920519123,-0.611198845640649,0.148630620559121,-4.11220005232725,3.91906469609429e-05,0.000319248759016525
"Sgo2a",13.6510630588294,2.11390779966623,0.514161624026014,4.11136829527222,3.93321215666377e-05,0.000320238824554723
"Grk3",84.1492679947678,-0.686366921033906,0.166951490101667,-4.11117577097358,3.93649372797256e-05,0.000320343643597524
"Mxi1",149.820911806596,0.517221235977656,0.125845132008694,4.10998206861053,3.95689842732939e-05,0.000321841095375288
"Arpc3",1252.63802484032,-0.346539871939144,0.0843213523713425,-4.10975230108998,3.96083748981529e-05,0.000321998448564741
"Ten1",183.53470946478,-0.523685392777122,0.127434538191758,-4.10944631030169,3.96608907865265e-05,0.000322262291145554
"Sec14l1",156.613247130901,-0.660484783768592,0.160765416216736,-4.10837603827779,3.98450972639573e-05,0.000323595370297376
"Septin8",21.144329024378,-1.18599405519832,0.288850384977053,-4.10591128446145,4.02724033669958e-05,0.000326900398022951
"Tmem208",195.871445985923,-0.528545595908049,0.128738802842603,-4.10556556560691,4.03326861103872e-05,0.000327224378624879
"Uqcc2",178.15856400585,-0.654029231249324,0.159572815985235,-4.09862561621924,4.15610658928437e-05,0.000337020172893812
"Klhl14",8.53165266511627,-1.58457293404443,0.386956290510034,-4.09496620911851,4.22229965328623e-05,0.000342042469139637
"Stard4",85.728823936238,1.03058900813971,0.251669763942429,4.09500526402316,4.22158795896899e-05,0.000342042469139637
"Naf1",31.7009318504256,1.19616753682211,0.292127741251771,4.0946728704933,4.22764877839905e-05,0.000342303175283278
"Cox7a2l",392.867253405528,-0.896468988951366,0.218967696693907,-4.09406959330869,4.23866994816185e-05,0.000343022640036635
"Tor1b",127.186954430105,-0.682853066304908,0.166809185319076,-4.09361789639302,4.24693976265977e-05,0.000343518833571836
"Vrk2",70.6856558326153,-0.822024468532816,0.200863411099801,-4.09245498735648,4.26830117213734e-05,0.000345072924153066
"Cdkn2c",23.0700021765993,-1.16089953336854,0.283688951382888,-4.09215631313644,4.27380393078433e-05,0.000345343995694766
"Tmtc2",11.3127141010026,2.51010674155258,0.613491609987694,4.09150948552163,4.28574412878834e-05,0.00034613470932557
"Ddx54",477.079592238461,-0.50314816653571,0.122980915160654,-4.09127030709141,4.29016728303654e-05,0.000346317825299994
"Gart",263.26260349161,0.429059274335865,0.104877974944525,4.09103317033739,4.29455695539874e-05,0.000346498055909218
"Cacybp",411.12227476459,0.634079979246864,0.155027640839268,4.09010919481305,4.31170147688319e-05,0.000347706689380781
"Trnau1ap",150.687609676193,-0.54413888890944,0.133074620713221,-4.08897568892624,4.3328225579971e-05,0.000349234629060037
"Dmac1",158.949965860033,-0.589837791291297,0.14439421763021,-4.08491282387677,4.40933678038828e-05,0.000355223601003798
"Haspin",13.6471344709164,1.77869854525643,0.435458251066651,4.08465918581063,4.41415569557191e-05,0.000355433569391816
"Nhp2",571.613223772542,0.436707006823932,0.106935258552883,4.08384486776144,4.42966085711032e-05,0.000356503366776654
"Pxdc1",56.6636967455227,-1.02117602111785,0.250152528306526,-4.08221347204034,4.46087927282853e-05,0.000358836077309552
"Ap1g2",111.151843163317,-0.676338343937178,0.16574425216721,-4.0806141696839,4.49168602521923e-05,0.000361133354900509
"Rbmx",79.9750995623554,0.642324096561879,0.157448889613461,4.07957209567367,4.51186755467128e-05,0.000362574489235815
"Sf3b6",151.400392376188,-2.04237953446811,0.500822496767577,-4.07805070189557,4.54148641349674e-05,0.000364772188732058
"Zfp710",200.589831156267,-0.567841878550816,0.139310894010557,-4.07607662404196,4.58019316231161e-05,0.000367697266163786
"Ppfibp1",26.8377561655276,1.47261279404895,0.361362805423899,4.0751642724311,4.59818762009773e-05,0.000368957472174075
"Arl5c",309.827249792905,-0.566310902620612,0.139025076296247,-4.07344428579105,4.63229367321285e-05,0.000371508564984979
"Pfas",40.1609891254024,0.932043052078707,0.228830687323075,4.07306844629104,4.63977815965521e-05,0.000371923135512482
"Dcaf8",196.941048059739,-0.468757302320235,0.115224821454227,-4.06819725475947,4.73782665229412e-05,0.000379404024638348
"Vwf",20.7280372705461,-1.5089264671601,0.37090715655572,-4.06820531901336,4.73766272148357e-05,0.000379404024638348
"Utp3",208.332410984851,0.704861930735264,0.173292748023258,4.06746351925046,4.75276461454851e-05,0.000380410616682149
"Kidins220",112.665570449134,0.582686639580186,0.143277440653752,4.06684148545283,4.76546343071017e-05,0.000381237074456814
"Phykpl",39.1639159425967,0.981345731774482,0.241415795089969,4.06496075125807,4.80405456926524e-05,0.000384133064214419
"Ubac2",235.396457349521,-0.579162197050187,0.142497038636394,-4.06438058357144,4.81601881177348e-05,0.000384898140260344
"Gm20033",8.59041856819225,-2.0237769955198,0.498152369504634,-4.06256623356476,4.85361698442055e-05,0.000387710110580466
"N4bp1",325.83446388037,0.582619002636846,0.143422852153724,4.06224666353992,4.86026808434108e-05,0.000387900830619061
"Ndc80",74.3109984468006,0.661258770563143,0.16278262950196,4.06221949225351,4.86083398926898e-05,0.000387900830619061
"Topors",85.344455706736,0.703535212131113,0.173215103875174,4.06162740079589,4.87318118695373e-05,0.000388693061505585
"Mib2",57.098770070218,-0.839045888975637,0.206647803057805,-4.06027006607436,4.90159871123532e-05,0.000390765665991485
"Ptbp2",35.7005314274332,-0.958218724382459,0.236012367043874,-4.06003607516182,4.90651345524898e-05,0.000390963453100791
"Cadm3",2.27401685629422,-4.84437038124306,1.19350146624637,-4.05895637185841,4.92925211057858e-05,0.000392580594468688
"Pitpnm1",296.232679500449,-0.497163287707659,0.122495678924722,-4.05861898208819,4.9363780320961e-05,0.000392953303803725
"Cyba",1703.00887320271,-0.739800403665668,0.182287719214729,-4.05842152643431,4.94055297028509e-05,0.000393090851484199
"9330175E14Rik",35.1446140791062,1.28188499334173,0.315896180088474,4.05793128926951,4.95093286145859e-05,0.000393721710329063
"Yrdc",190.525584713073,-0.430494692311927,0.106121621893966,-4.05661621664685,4.97887936133435e-05,0.000395748233846982
"Rheb",361.077649820227,0.665074718576915,0.164005894692867,4.05518789323028,5.00940191902053e-05,0.000397977410618921
"Meis1",13.9519335237789,1.57749487267239,0.389428377154453,4.0507958978211,5.104371678307e-05,0.000405321930995174
"Eef2",3741.18288013752,-0.393286717125288,0.0970924552334256,-4.05064138279091,5.10774368987781e-05,0.000405389301552357
"Septin6",58.1572748789182,-0.747704796063087,0.184604063185561,-4.05031602858874,5.11485086227107e-05,0.000405752909884062
"Apeh",133.009583172092,-0.651489580407425,0.160937125217844,-4.04810002369291,5.16350809281225e-05,0.000409410631801263
"Dhx30",189.861476475731,-0.532193867301488,0.131474536015282,-4.04788549502565,5.16824175689098e-05,0.000409583796658592
"Gemin6",64.9999580801242,0.84685976015907,0.209242882058374,4.0472571961746,5.18212910361925e-05,0.000410481863513509
"Cep350",96.281419019591,0.704420524063024,0.174074095302842,4.04667060217962,5.19512655866645e-05,0.000411308590627983
"Engase",20.136367526961,-1.11233852444575,0.274920440313363,-4.04603791256072,5.20918000519301e-05,0.000412206793000597
"Zfp574",57.5635133984673,0.829661097183295,0.205060717569106,4.04592896688609,5.21160356439376e-05,0.000412206793000597
"Stat1",2132.98513068461,0.619288064239204,0.153114916367966,4.04459656138876,5.24133026899321e-05,0.000414353983470014
"Nfkbiz",145.186047090069,-0.683587920513796,0.169022526122825,-4.04435986252536,5.246627930936e-05,0.00041456877069629
"Gdf11",6.02911636117592,-2.15512056731056,0.532910318828689,-4.04405861768151,5.25337756351959e-05,0.000414898019569217
"Cox4i1",1484.97004758929,-0.746451337231316,0.184606070199545,-4.04348208281807,5.26631823960447e-05,0.000415715657007401
"Ankrd46",57.1893478117866,0.818652319749347,0.202542149926974,4.04188619526607,5.30229662156234e-05,0.000418350161732698
"Oaz1",1102.70800368804,-0.766178073427704,0.189566416638448,-4.04173949697537,5.30561551471295e-05,0.000418406517566759
"Tmem131",170.329826210161,0.784404312185462,0.194085604749213,4.04153782141147,5.31018142372436e-05,0.00041856111084744
"Ppip5k2",37.7925103008286,1.18858148609113,0.294145671879371,4.04079202830687,5.32709844744645e-05,0.00041968861922403
"Abcb8",67.1493624690646,0.672856030025682,0.166561810561382,4.03967768936878,5.35247047770395e-05,0.000421480812518805
"Oard1",90.4803680364083,-0.738198288373792,0.182743408809768,-4.03953441156524,5.35574101980964e-05,0.000421531718482225
"Apex2",29.9675845136134,1.07687067219543,0.266627088613687,4.03886445970124,5.37105887179084e-05,0.00042232349347258
"Mfhas1",60.5161855357604,-0.710666462604988,0.175954658130821,-4.03891815172413,5.36982972312715e-05,0.00042232349347258
"Slc25a21",4.02211008599124,-4.73801473269935,1.17359387110605,-4.03718428440158,5.409657380105e-05,0.000425150372573418
"Grk6",286.851792746138,-0.707819200932874,0.175400007147925,-4.03545708145799,5.44961010948875e-05,0.000428080864541942
"Ubald1",234.687042626307,-0.522382939303837,0.12949472526746,-4.03400940250578,5.483312232437e-05,0.000430517730703167
"Ptpn9",62.4206289312718,0.796499735333221,0.197474446660045,4.03343191387393,5.49681124620388e-05,0.000431366760425106
"Gen1",14.1302121146803,1.73832747437623,0.431085786271696,4.03243978283392,5.52007621807609e-05,0.000432980978355343
"Pdk1",106.626463194317,-0.511932061545199,0.126980305878556,-4.03158629996379,5.54016457089363e-05,0.000434344576216863
"Iars",307.163955693668,0.754339976024234,0.18711675647382,4.03138655371988,5.54487597150851e-05,0.000434501890762501
"Ms4a8a",3.15486592597243,-4.96503453226529,1.23168291203342,-4.03109800725282,5.55168859891431e-05,0.000434823625806726
"Akt1s1",126.783074829554,0.678334912544291,0.168284691002976,4.03087713149318,5.55690886743843e-05,0.000435020390090307
"Tk2",102.456400191055,-0.550842850010052,0.136663766469478,-4.03064297319126,5.56244813874488e-05,0.000435241923530432
"Nipal3",74.5723784346914,-0.672547661947664,0.166876239279222,-4.03021823150233,5.57250922082128e-05,0.000435816884728691
"Ube2c",473.745110606949,0.676515053265906,0.167934932789476,4.02843554958269,5.61492487350174e-05,0.000438920453371931
"Enho",1.67115360089615,-5.62713662486986,1.39720011583263,-4.02743784594987,5.63879669425379e-05,0.000440572130819518
"Fli1",165.153147955743,0.745889325628229,0.185230606530616,4.0268146803533,5.65375577313356e-05,0.000441526167912579
"Dnah2",20.4949867073768,1.65694347376729,0.411514934503534,4.02644797269942,5.66257614425069e-05,0.000442000112639665
"Gemin5",79.1935323774626,0.720552784922498,0.178960651666853,4.02631963066303,5.66566621641227e-05,0.000442026527928347
"Axin1",150.922025172053,-0.621508545202127,0.154381887222684,-4.02578667992088,5.67851508824517e-05,0.000442813914454225
"Cst7",158.215339692787,1.13856535339374,0.282856464716023,4.0252406977398,5.6917067524773e-05,0.000443627255079065
"Chmp2a",476.746867953451,-0.397664490943353,0.0988704845592583,-4.02207486608415,5.7687714479594e-05,0.000449415831910862
"Foxo4",41.3356062042094,-0.82118839931739,0.204371393684537,-4.01811811581106,5.86647902931373e-05,0.000456806200324265
"Acod1",451.755862439221,-1.46051520385259,0.363682146742565,-4.01591119315081,5.92165529551171e-05,0.000460879218348354
"Avil",12.5635109725715,1.96584130673224,0.489568996955281,4.01545301879442,5.9331717562447e-05,0.00046155191812259
"Zdhhc13",61.251130652406,1.1430340900706,0.284697281978155,4.0149104414643,5.9468371614961e-05,0.000462391055964537
"Hdac5",157.619121259829,-0.492510189445469,0.122694170386418,-4.01412869001303,5.96657884667687e-05,0.000463701609061525
"Mtbp",56.4595355672037,0.818010617816429,0.203832723978379,4.01314667169536,5.99146584933236e-05,0.00046541057738721
"Nek1",15.9035047553607,1.49905751288207,0.373582579317265,4.01265368321417,6.00399653987095e-05,0.000466158532704142
"Slc38a1",328.708395002193,0.5379153364012,0.134067891900425,4.01226071937284,6.01400259212411e-05,0.000466709843670926
"Limd2",178.264024074609,-0.66947199917561,0.166874705036018,-4.0118243147223,6.02513328353081e-05,0.000467347856429932
"Polq",10.0443926443167,1.97985022755295,0.493662508384324,4.01053390510183,6.0581599706948e-05,0.000469682827071628
"Batf",316.118328597824,0.602833241446703,0.150371173939589,4.00896811305662,6.09846498438327e-05,0.000472579553830839
"Eef2k",53.5200314296406,0.789486789305102,0.196957922895248,4.00840330614671,6.11306587305537e-05,0.000473482594912061
"Gas6",3.03078413195637,-3.68191103138155,0.918675482330434,-4.00784727817218,6.12747214200364e-05,0.000474369698742875
"Sec61g",7.21269082606952,-2.37726086893308,0.593202488786371,-4.00750319472985,6.13640318066954e-05,0.000474832276947377
"Hlf",4.92483561455613,2.87707700112153,0.718048038480007,4.00680295320051,6.15461674445268e-05,0.000476004273287718
"Rit1",111.115223252881,-0.662354069408261,0.165311900143938,-4.00669321949325,6.1574755969365e-05,0.000476004273287718
"Ydjc",50.0864284728971,0.908568283471927,0.226886172497216,4.00451148464359,6.21457720952046e-05,0.000480187437680311
"6430548M08Rik",40.4301164915119,-0.844571725109111,0.210916294990374,-4.00429812759444,6.22018814235095e-05,0.000480389914993874
"Septin5",70.2778841968239,1.08996705763145,0.272527695086248,3.9994726307963,6.34837885261434e-05,0.000490054578992776
"Rpl9",6631.70088425486,-0.297334509810417,0.0744151178447618,-3.99561968618648,6.45252481747797e-05,0.00049785474864537
"Lrrc8d",146.697232063718,0.614885213273661,0.153947137247004,3.99413216945432,6.49316375905392e-05,0.000500509513557784
"Smim24",21.4842308934829,-1.30087273001084,0.325691246507569,-3.99419003108088,6.49157846201013e-05,0.000500509513557784
"Arhgef10",7.76462139503721,-1.83628917647429,0.459887514797869,-3.99290939063953,6.52675135797059e-05,0.000502857236520094
"Psmg4",265.229439545721,-0.464329157906117,0.11630705236144,-3.99227001698187,6.54437923997988e-05,0.000503973672632008
"Arid5a",289.45269613724,-0.540150806641759,0.135307886937443,-3.99201272643838,6.55148558801795e-05,0.000504279178178823
"Tnfrsf1a",191.786511899305,-0.69920854362923,0.175178996877774,-3.99139483666003,6.56858150428935e-05,0.000505352937188238
"Acyp1",87.7787688538351,-0.603723811859766,0.151289127946432,-3.99053005364358,6.5925794278098e-05,0.000506956418996345
"Nudt9",248.904913106748,-0.4697292683064,0.117765182978001,-3.98869391129081,6.64380819051311e-05,0.000510651362547381
"Hycc1",94.6676760180895,-0.775699244467462,0.194508431256168,-3.98799804953372,6.66332113997438e-05,0.000511661523864955
"Plxnd1",182.703805076878,0.690285093246576,0.173090565906657,3.98799951707842,6.66327993093253e-05,0.000511661523864955
"Fis1",307.637885415984,-0.890813688063958,0.223607000141015,-3.98383631774577,6.78115883851034e-05,0.00052043906050523
"Gm44096",8.10101074043481,2.29891653948029,0.577075961538343,3.98373297919384,6.78410976530099e-05,0.00052043906050523
"Eif2ak2",246.632502868967,0.770820734762777,0.193515598241724,3.98324859477182,6.797958008857e-05,0.000521252493815173
"Cyp1a1",27.258706093079,3.22378765494518,0.809361858838877,3.98312277720879,6.80155942695453e-05,0.00052127982172995
"Melk",27.9068059713379,1.04715431352493,0.262913882390404,3.98287950413361,6.80852802738313e-05,0.000521565065483465
"Clip1",145.141794753674,0.57120560066808,0.143426069503166,3.98257863892359,6.81715570892515e-05,0.000521977070105689
"Sapcd2",20.6248805847146,1.54948789903476,0.389236646894528,3.9808376508151,6.86728417056106e-05,0.000525564806650276
"Ddx41",161.461491496096,-0.615641090818022,0.154822790736788,-3.97642419367486,6.99592862791848e-05,0.000535155226089916
"Pxylp1",22.4750265670765,1.22958759700119,0.309239730730334,3.9761630696588,7.00361092655947e-05,0.000535487891119711
"Hgsnat",49.925540070137,-0.885310875254393,0.222686400622896,-3.97559470528066,7.02035987191759e-05,0.00053651313502609
"Trpc4ap",387.564385826215,-0.452243878110873,0.113794386930428,-3.97421955783609,7.06104053552764e-05,0.000539365454886904
"Map7d1",174.756613889066,-0.815579143410874,0.205262681636971,-3.97334350748333,7.08707270449668e-05,0.000541096653636097
"Popdc2",4.64073154026589,-3.30207040259739,0.831083487341318,-3.97321141966242,7.09100561191743e-05,0.000541139734678583
"Cdkn2b",14.1241466919419,1.99184328297692,0.50168130734035,3.97033585631609,7.17713880791e-05,0.000547452791121872
"Prss34",866.91491127597,1.62717372055856,0.409950219749467,3.96919831279265,7.21148464048012e-05,0.000549811529495361
"Fen1",193.423684786428,0.547881567501416,0.138048053533421,3.96877430342599,7.22432647717835e-05,0.000550529319399398
"Tardbp",275.054890709932,0.4386493055628,0.110565622184195,3.96732091673159,7.26850907409101e-05,0.000553633616719763
"Sucla2",125.795815040292,0.704217942581052,0.177529233985285,3.96677170724131,7.28527134785198e-05,0.000554647388302816
"Psmc4",452.367576226485,0.429227823885661,0.108248775435589,3.9651979632884,7.33350588194187e-05,0.000558055132579413
"Mrpl13",119.612737144987,-0.856344723079288,0.216079568322745,-3.96309900897347,7.39830807710818e-05,0.000562719796167925
"Tnpo1",18.1911473898043,1.51479961885159,0.382277548036125,3.96256496525514,7.41488212404184e-05,0.000563713518412722
"Slc16a9",2.19872363977364,-4.79887468812758,1.21124162618299,-3.96194663755933,7.43411578884158e-05,0.000564908401286429
"Kbtbd4",54.9942487066303,0.921998313409989,0.232762418569823,3.96111330632789,7.46011199470693e-05,0.000566615787626346
"Kifc1",26.9647385445692,1.5966503695023,0.403097870080243,3.96094965519034,7.4652272668659e-05,0.000566736346006304
"Cenpj",37.5411986946901,1.20746223156926,0.304873737515951,3.96053212522474,7.47829310510372e-05,0.000567460087106217
"Gar1",342.207730384747,0.455997122980878,0.115150537154839,3.96000864822467,7.49470491723445e-05,0.000568436920634817
