"","baseMean","lgFC_MoDC_Tumor_vs_MoDC_LN","lfcSE","stat","pvalue","padj"
"Itprid2",8703.03530594396,0.338496880203143,0.0979832568868447,3.45464001665155,0.000551028014012195,0.00667805531703859
"Sla",7467.176420821,-0.348695797325812,0.100930570871259,-3.45480853140708,0.000550683743627604,0.00667805531703859
"Gm47922",46.3578739191382,-1.48016041434635,0.428687181558819,-3.45277507240617,0.000554851447225222,0.00671721917552731
"Map3k6",437.741827633021,0.672178046555727,0.194706702416164,3.45225941487635,0.000555912980079787,0.00672533430017707
"Thap6",1935.75165633169,0.651871307645196,0.188847629020155,3.45183739413336,0.000556783159465308,0.00673112467958377
"Orai2",2308.89288276753,-0.766064951481218,0.221974919194444,-3.45113292195937,0.000558238562421228,0.00673924095967931
"Orai3",1490.32388646413,-0.483435930125421,0.140079802872977,-3.45114656224779,0.000558210348684885,0.00673924095967931
"Mpzl1",1301.27314832427,0.790060585518737,0.228952164048778,3.45076705783142,0.000558995815942654,0.00674364706797906
"Micu1",3974.47966216567,-0.573805326732496,0.166369446074608,-3.44898261231918,0.000562702934528853,0.0067836087990782
"A630023P12Rik",27.7604250085483,-2.31289696891549,0.670999920298415,-3.4469407505844,0.000566972909416997,0.0068302952247986
"Gm49759",3377.20290711042,0.636226714244572,0.184596623285356,3.44657829011894,0.000567734039132897,0.00683467497670422
"Neu1",4388.20974244558,0.54369715061043,0.1578451554039,3.44449691356822,0.000572123167614972,0.00687788068144684
"Rfx7",2276.49353777681,-0.631659641471144,0.183378396783806,-3.44456954881026,0.000571969466551454,0.00687788068144684
"Adssl1",2998.38453850754,0.724284542970964,0.210355125142237,3.44315139686385,0.000574977335796326,0.00690736224994734
"Sh3bgr",21.9588455737484,-2.04675832312304,0.594666074051116,-3.4418615966767,0.000577725756620595,0.00693553315786638
"Whrn",194.654832090825,-1.14255042161904,0.33198294992602,-3.44159367784897,0.000578298194056536,0.00693756054014369
"Prss57",17.7466995330593,-2.35189195150638,0.683466341355658,-3.44112329927088,0.00057930448624943,0.00694243555892533
"Tbc1d9",8730.30958601781,-0.414857362636232,0.12056210240104,-3.44102627918881,0.000579512246353199,0.00694243555892533
"Kat6b",982.300976651177,-0.539505207678004,0.156850614148759,-3.43961170063595,0.000582549334159539,0.00697395933393916
"Ccl11",148.197930008671,1.38792118601031,0.40365405668754,3.4383927598792,0.000585178268778277,0.00699105024158234
"Col4a4",55.1043916906309,1.40154458693526,0.407617225222844,3.4383841020679,0.000585196980840963,0.00699105024158234
"F13a1",24247.6547061811,0.964644597905374,0.280536210575868,3.4385742786117,0.000584786081944564,0.00699105024158234
"Cfap300",53.5985415146805,1.36854918927169,0.398066164253232,3.43799426368999,0.000586040113072373,0.0069962608221022
"Gys1",3103.75805408001,0.688470450570016,0.200351264724998,3.43631696817593,0.000589680640297126,0.00703483684063004
"Hk2",12562.6596046055,0.632349518860768,0.184041815232731,3.43590133612368,0.00059058600815187,0.00704075177956921
"Cd109",918.074049191954,1.07444724173655,0.312729799192361,3.43570470262623,0.000591014784018399,0.00704098070135849
"Gng10",3959.57098570158,-0.576439740708809,0.167822744107175,-3.43481298542398,0.000592962887619183,0.00705929709214777
"Slc12a4",2481.50686368993,0.551886226898793,0.160726798623125,3.43369140446121,0.000595421653837202,0.0070836634263774
"Gm2065",40.00705074588,-2.09613458105129,0.610567061817866,-3.433094760812,0.00059673349918722,0.00709436070852524
"Dapl1",17.1398856016098,-2.59230293084819,0.755205224324095,-3.43258077056907,0.000597865770340669,0.00710290978433064
"Fcgr2b",21765.7136612224,0.729592273058183,0.212585139509335,3.43200034932896,0.000599146786542576,0.00711321298857281
"Sh3bp1",1776.93087324508,-0.759750113480206,0.221434579186496,-3.4310364545202,0.000601279791923602,0.00713361000894316
"Slc6a20a",58.461523297443,-2.11509830724086,0.616746703608202,-3.42944404058706,0.000604819138219145,0.00717065227939677
"Pla2g2e",142.310005160462,0.992763533216642,0.289546943798122,3.4286790259089,0.000606526368657968,0.00718593714927576
"Vrk1",3143.0352390377,-0.460476085467274,0.134334333209227,-3.4278361641925,0.000608412516940144,0.00720331926908954
"Cfh",2635.16172221097,0.682145245747039,0.199056713225183,3.42688892373784,0.000610538756635237,0.00721358884214182
"Cmtm4",1148.02473590169,0.588668590950901,0.171776044063325,3.42695393971169,0.000610392596670629,0.00721358884214182
"Il4ra",14668.0950226538,0.529741612648467,0.154570609587258,3.42718201126987,0.000609880134996176,0.00721358884214182
"Ctdspl",309.539345524214,0.808133349084076,0.235849510851151,3.42647880068788,0.000611461489795635,0.00721952916969558
"Trgc1",20.3983302603576,-2.78589581293723,0.813104153469412,-3.42624718008162,0.000611983184727124,0.00722072953235689
"Magohb",1191.34251274486,0.714789822439129,0.208656849204073,3.42567150403025,0.000613281613867922,0.00723108657339057
"Epha3",487.668457084251,1.10242682512716,0.321932046222155,3.42440846776219,0.000616139361421558,0.00725980244153393
"Ccl4",7652.37067891439,0.750490354438548,0.219172998895288,3.42419165782872,0.000616631160164822,0.00726062073588593
"Vav3",3423.2992579142,0.57679387706079,0.168482373030038,3.42346719533655,0.000618277138434811,0.00727501867681919
"P4ha2",836.202107303169,0.956934430611801,0.279564891942389,3.42294207245808,0.000619472771823289,0.00728410151875114
"Kif3a",898.553592424201,0.601910248233578,0.175878542276946,3.42230632822613,0.000620923153795497,0.00728770462084342
"Lrrfip2",4558.32981976648,0.460744646201845,0.134627928436281,3.42235561041047,0.000620810608930849,0.00728770462084342
"Rilpl2",8840.45076687513,0.415483475895593,0.121406510698434,3.42225036783758,0.000621050972574929,0.00728770462084342
"Kif21b",7649.46070049585,-0.443373229375239,0.129590897655662,-3.42133002700031,0.000623156632716567,0.0073074254249867
"Plekhg5",873.198683179196,-0.612719983683623,0.179100491618737,-3.42109604583309,0.000623693019365317,0.00730872985406214
"Gata3",182.371929747907,-1.37133772930236,0.401075259975629,-3.41915312698592,0.000628163656429263,0.00735610450795331
"Emp1",27956.8580719931,0.910651181925673,0.266353746498304,3.41895390584067,0.00062862374359412,0.0073564811273836
"Eif4ebp1",3324.42765997808,0.729793819065075,0.213472580619346,3.41867708231067,0.000629263568463018,0.00735895918737942
"Pi16",659.84725681181,-0.546955176085541,0.160043311795805,-3.41754472553897,0.000631887108384274,0.00738461677786135
"Hsh2d",334.203623127489,-1.40448084554807,0.410998452010159,-3.41724120535945,0.000632592056866158,0.00738783291412101
"Tm4sf1",764.739445303809,0.97650411485971,0.2858410183348,3.41624907631678,0.000634901458801547,0.00740976984267304
"1700016F12Rik",31.6401823549732,-2.45908355773824,0.719935617458399,-3.41569926269184,0.000636184647788282,0.00741528397653821
"Phtf1",1147.01877411947,-0.49499523462771,0.144918630429318,-3.4156770124124,0.000636236627618746,0.00741528397653821
"Kdm3b",5784.31395718714,-0.546436342055338,0.160004922532547,-3.41512206878627,0.000637534333900303,0.00741532661304472
"Klc2",774.714968465127,-0.483548451739474,0.141583325665836,-3.41529236910808,0.000637135834002256,0.00741532661304472
"Kmt5c",2388.16171822308,-0.736748866476853,0.215730564748209,-3.41513437067554,0.000637505539918572,0.00741532661304472
"Eml3",3178.38001734985,-0.561857291812346,0.164537480856104,-3.41476780177349,0.000638364055671192,0.00741995705276773
"Aldoa",59581.4345222981,0.728102388876105,0.213251014030434,3.41429742872028,0.000639467259331539,0.00742775787511385
"Igkj5",53.7580374168038,-1.90910973013699,0.559240588672653,-3.41375388125569,0.000640744293362919,0.00743676355221393
"Tagap1",352.642579729584,-0.529798814548267,0.15520240035631,-3.41359936013856,0.000641107764782796,0.00743676355221393
"Ankrd13a",11299.3377771,-0.432682232428969,0.126785257858253,-3.41271721758621,0.000643186454823458,0.00744580359923911
"Plod2",815.897759118538,0.956527924155718,0.280263356876363,3.41296106211162,0.000642611230963484,0.00744580359923911
"Sfi1",832.405777936593,-0.732333437366568,0.214589522911123,-3.41271758020488,0.00064318559905856,0.00744580359923911
"Dapp1",3427.65637217233,-0.824624254124046,0.241682227017577,-3.4120186010371,0.000644837128528422,0.00745988901516292
"Chst15",794.219527716911,-0.849357973291253,0.248959604463362,-3.41162967029154,0.000645757790847291,0.00746551592633207
"Cybb",40723.8229869042,0.46642349567251,0.136748085374145,3.41082286012538,0.000647671541532839,0.00747758325754939
"Renbp",3944.25961672827,0.539327554600141,0.158117451082942,3.41092998215127,0.000647417145162268,0.00747758325754939
"Slc31a2",2577.65717343148,0.575132571657122,0.168739438987668,3.40840632816821,0.00065343515207276,0.0075347498189204
"Sult1a1",270.901046089506,-0.893181268678355,0.262054531238686,-3.40837941040913,0.000653499620732378,0.0075347498189204
"Rrp1b",1705.05556686444,0.500237377699194,0.146779382560948,3.40809021656347,0.000654192619971261,0.00753768453748388
"Chsy3",839.950283197535,0.950317511042521,0.278913118222447,3.4072169753041,0.000656289329749766,0.00755677821013277
"Atp9a",521.226387942864,0.773509761080451,0.227140391789376,3.40542584692605,0.000660609515356297,0.00759666744768558
"Eml5",562.590493833539,-1.35211771775396,0.397049402180683,-3.40541431451056,0.00066063741692106,0.00759666744768558
"6430548M08Rik",1518.30569314365,0.571484262036781,0.167903678303366,3.40364349257574,0.000664934775677747,0.00761551880657971
"Accs",499.611857820129,-0.561002345696742,0.16481271645154,-3.40387779399106,0.000664364694322973,0.00761551880657971
"Ddit4",1442.88157575851,0.396420514491666,0.116444847470664,3.40436286450147,0.00066318590795697,0.00761551880657971
"Igkv13-85",92.4755993663899,-2.3462591455154,0.689312198205153,-3.40376849796746,0.000664630567107565,0.00761551880657971
"Slc9a5",351.077247215772,-0.633580316945181,0.186117807771496,-3.40418966100789,0.000663606592256365,0.00761551880657971
"Usp2",349.729877204474,0.720683300497969,0.211701703770728,3.40423949199042,0.000663485535146602,0.00761551880657971
"Osgin2",2495.84419372188,0.597719622389759,0.175648435234718,3.40293166626295,0.000666669519302217,0.00762621732002762
"Rnf217",846.564382924558,0.758378571999524,0.22286268333579,3.4028961719754,0.000666756130068147,0.00762621732002762
"Ralb",5044.10287410781,0.601600776369423,0.176814500619836,3.40244026513927,0.000667869533766119,0.00763387310835994
"Mppe1",985.16235078794,-0.492191577616021,0.144691406007695,-3.4016642121084,0.000669768766636353,0.00765049492840235
"Tnip3",2426.89446223438,0.818791298835068,0.240720220227908,3.40142302154699,0.000670360053801029,0.00765216446540072
"Cd2",739.838604981357,-0.822003944015748,0.241732661228027,-3.40046702766554,0.000672708483830685,0.007668787497038
"Lyz2",222092.994982516,0.653927057950179,0.192297248215064,3.40060538577667,0.000672368129909693,0.007668787497038
"Ccl6",58950.0319916386,0.890349548984947,0.261875785985944,3.3998926079891,0.000674123240666083,0.00767982281662732
"Gm47469",177.767552419698,-0.81084731882852,0.238544043792778,-3.39915139332886,0.000675952889850218,0.00769556697312259
"Meg3",211.966928151324,1.3948036422584,0.410555290297879,3.39735883380384,0.000680396827897432,0.00774103366537707
"Gm37790",111.52090509449,-1.15743350389462,0.340731351025539,-3.39690932581036,0.000681515455293835,0.00774863240208751
"4930562F07Rik",42.9901288649113,-1.54615313129403,0.455249113799714,-3.39627927749081,0.000683086245660229,0.00776135865772967
"Gm40003",81.201117831725,1.1182268376545,0.329278498990884,3.39599105645054,0.000683805938574697,0.00776440415458231
"Vsir",12734.5823336927,0.482425642758421,0.142070584399199,3.39567578185552,0.000684593991816989,0.00776822132892795
"Samhd1",50610.5670196033,0.454115851997803,0.133753529673694,3.39516910772874,0.000685862231699173,0.00777747864455176
"4930523C07Rik",2022.06694736358,-0.919163945303996,0.270863163499397,-3.39346234249399,0.000690150467812396,0.00782094706141259
"Fn1",50941.0641890364,0.966465293318774,0.284946542766256,3.39174247890972,0.000694496810105798,0.00786347722600214
"Tppp3",3379.97748295186,0.92163382237367,0.271738875347283,3.39161565011933,0.000694818329724696,0.00786347722600214
"Vav2",3533.51920783271,-0.47012246071394,0.138627448882402,-3.3912653266291,0.00069570714255375,0.00786835624186942
"Rbm47",2225.57355212981,0.647534100025182,0.190989036525862,3.39042550192403,0.000697842183509936,0.00788731425162348
"Mpdz",273.366076823451,0.824837721577503,0.243314626355193,3.39000467803113,0.000698914309931381,0.0078942417227532
"Gm26532",715.695953415638,0.708743254127497,0.20914498989203,3.38876515518437,0.00070208112396519,0.00792480407228206
"Snx21",587.496369357216,-0.514453831626172,0.151885297037424,-3.38712068686552,0.000706303101424229,0.00796722875103932
"Hltf",2229.2212333477,-0.39496580606445,0.116651917093697,-3.38584925052886,0.000709583522021287,0.00799113895752412
"Mif",8057.35406363966,0.743305677252937,0.219520258370736,3.38604592929008,0.000709075149165481,0.00799113895752412
"Zfp777",962.462618738373,-0.453587603786308,0.133969258810291,-3.38575885105565,0.000709817299059934,0.00799113895752412
"Glis2",224.737610507066,-1.05524774777264,0.311690384712791,-3.38556400687499,0.000710321418111038,0.00799158082378721
"Coq10b",2610.59338516003,0.431618423074677,0.127520929035693,3.38468693992863,0.000712594769379136,0.00801191411405934
"Iqsec2",1523.96489025821,0.452372695536607,0.133749489130352,3.38223867977339,0.000718976465262128,0.0080783819701446
"Ikzf2",500.627515662038,-0.850390841183456,0.251511777727439,-3.38111737298051,0.000721916984333111,0.00810612336882463
"Iigp1c",1156.30483633075,0.879064840801906,0.260011939176791,3.38086336952473,0.00072258463419779,0.00810832405123643
"Pot1b",2763.55771078856,-1.14879016378437,0.339811494620842,-3.38066893548193,0.000723096093004477,0.00810877034236136
"Fbxo34",1512.89208135217,0.518869377328551,0.153497299472484,3.38031599977148,0.000724025349905501,0.00811389816833472
"Gm15601",242.759033381881,-0.978759799603767,0.2896203264735,-3.37945824287068,0.000726288394828218,0.0081339568700273
"Me1",228.868996693703,0.827449351815992,0.245009813275734,3.37720902176592,0.00073225382420903,0.00819542675258948
"Wbp1",1005.62131032016,-0.686798542004034,0.2033753403793,-3.37700008625991,0.000732810271238792,0.00819631839483804
"Gjb2",365.549173981219,0.878774117025763,0.260296780543396,3.37604681545132,0.000735354055303554,0.00820874776930091
"Gm21188",1292.35577949168,0.532520762646599,0.157731397953423,3.37612402829174,0.000735147709522409,0.00820874776930091
"Ifnlr1",111.342935709033,-1.38765082495404,0.411011583438599,-3.37618422659696,0.000734986871179185,0.00820874776930091
"Pilrb1",556.706639853283,0.71015141733316,0.210393117490485,3.37535479203723,0.00073720584150398,0.00821874553910176
"Syde1",297.420095602271,0.900391494243822,0.266744883482553,3.37547803162536,0.000736875747891649,0.00821874553910176
"Tubgcp5",1114.79085749727,-0.461944715975134,0.136877170948051,-3.37488503579941,0.000738465329698297,0.00822745138227053
"Slc15a3",21797.3961876442,0.786090266185498,0.232957512893909,3.37439328064723,0.000739785941297967,0.00823682650055268
"Sh2d5",245.485524917684,-1.65852990106445,0.491558890843723,-3.37402075714206,0.000740787815393074,0.00824264293490119
"C1s1",382.99862887595,1.05993085571516,0.314207004579298,3.37335209039765,0.000742589306282386,0.00825734331455401
"Gtpbp1",5184.68213023648,-0.831679893689191,0.2468299110476,-3.36944534055602,0.000753196279708043,0.00836987540042725
"Il31ra",109.55650721932,-1.211939504275,0.359736943426114,-3.36896036512835,0.00075452277857715,0.00837835505233199
"Metrn",952.384598089382,0.62483342035088,0.185495581830073,3.36845446229157,0.00075590882939718,0.00837835505233199
"Mt2",499.810179539484,0.638992603286194,0.189697424928289,3.36848327555185,0.000755829824615853,0.00837835505233199
"Tnni3",606.886267546017,-1.36150903041043,0.4041736488373,-3.36862394252355,0.000755444231611526,0.00837835505233199
"Col16a1",509.47973749065,0.867813409813679,0.257690904414441,3.36765246637494,0.000758110949042445,0.00839169273992159
"Gm15156",13.7353176449841,-3.1484619377384,0.934959967086368,-3.36748315283488,0.000758576610891639,0.00839169273992159
"Sh3bp4",3152.39349108923,-1.13546039151826,0.337157157156158,-3.36774814776469,0.000757847914578222,0.00839169273992159
"Syne3",2257.68576097415,0.49789599799954,0.147888550356919,3.36669740015641,0.000760741139343794,0.00841022567617953
"Eif2ak2",3355.46209750057,0.523384670280122,0.155482817746652,3.36618976852439,0.000762142569991074,0.00842030393362247
"Ap2a2",10971.2953211329,0.49239946009903,0.146308963434677,3.36547705991283,0.000764114207139155,0.00843666495499629
"1700017B05Rik",4173.49023706338,0.533120341626133,0.158450437743749,3.36458737014227,0.00076658209067022,0.00845848056528354
"Sphk1",517.968351008326,0.78970620273479,0.234785623388735,3.36352026728345,0.000769551855405398,0.0084858024029982
"4833420G17Rik",1603.80291448453,-0.562267419767516,0.167213298368722,-3.3625759748346,0.000772188741242733,0.00850942092993835
"Adgre1",29795.0517152186,0.855086666754895,0.25443421522508,3.36073772939092,0.0007773460172496,0.00853668012219216
"Anks1",4036.84079012509,0.48181207052764,0.143339737386333,3.361329379508,0.000775682638438299,0.00853668012219216
"Ccl2",33582.726254372,0.908129147706179,0.270190940264283,3.36106438956801,0.000776427228319015,0.00853668012219216
"Cdr2l",230.057753264429,0.915470823373285,0.272410264695723,3.36063262665908,0.000777641851628929,0.00853668012219216
"Evpl",66.1994757554954,-1.5747361599604,0.468494783640758,-3.36126722206561,0.000775857233848248,0.00853668012219216
"Homer2",54.2326616473968,-1.99987160613267,0.595035936398624,-3.36092575893252,0.000776817028046359,0.00853668012219216
"Yap1",510.582224334604,0.986985708474355,0.29374193654767,3.36004358136374,0.000779301782225693,0.00854944284508097
"P2ry2",849.542877330206,0.730183992298965,0.217375551544258,3.35908977394956,0.000781996589489551,0.00857353531244571
"Adgre4",2731.23805039375,-0.881253090190818,0.262390946085284,-3.35854991697917,0.000783525686894467,0.00858482478228348
"Mfsd2a",107.932523141799,-1.12048145337908,0.33366481078875,-3.35810495188383,0.000784788097403055,0.00859317973404835
"Isy1",1539.25178374225,0.434292319852334,0.129345739921218,3.35760822209415,0.000786199599591445,0.00859814193288096
"Slc11a1",17690.0635643907,0.915373516278086,0.272656403385058,3.35724195329223,0.000787241894151279,0.00859814193288096
"Tdrd3",795.537833950301,-0.444477139012098,0.132381749861555,-3.3575408957574,0.000786391094642019,0.00859814193288096
"Tnfsf14",1025.61150577821,0.712377431596186,0.212189032404576,3.35727734616326,0.000787141120375017,0.00859814193288096
"Fgf11",102.344453410922,-0.999800723478289,0.297855441260486,-3.35666429072862,0.000788888360783379,0.00861065384776321
"Eml6",494.126234111275,-0.887154062945861,0.264427807955851,-3.3549953380621,0.00079366322018866,0.00865727437707059
"Prickle1",313.558010728166,0.810566192073262,0.241644802623111,3.35437047796756,0.000795457830467388,0.00867134785260931
"Gm12655",74.7237399989913,-0.98191953194183,0.292807115290093,-3.35346882185226,0.000798054043055081,0.00868863017996194
"Gm56883",37.1650039549939,-1.79425534088226,0.535043585173173,-3.3534751011014,0.000798035935536616,0.00868863017996194
"Bcl11b",317.511464354936,-1.22602452251705,0.365658707376032,-3.35292035383213,0.000799637136449569,0.00870035570424338
"Pik3ap1",19656.3526682877,0.559236680552405,0.166805826131329,3.35262078982847,0.000800503025521083,0.00870426787585891
"Mapk6",9039.29326039579,0.519332785886992,0.154947009199783,3.35167996187253,0.000803228147651246,0.00872837868917356
"Cfap54",329.704974921431,1.06936868727928,0.319097973875852,3.35122368309154,0.000804552863604337,0.00873142810710934
"Gm973",23.8333200990378,1.84865603821534,0.551608384911267,3.35139219921887,0.000804063374140907,0.00873142810710934
"Neo1",422.012596753995,0.863251235368547,0.257605528393875,3.35105865448916,0.000805032490824751,0.00873142810710934
"Fbxl5",7104.5575028061,0.471614232468873,0.140808322013003,3.34933493792592,0.000810058059705503,0.00877431994861376
"Hepacam2",190.787571053019,-1.25033723795902,0.373326647863281,-3.34917757710378,0.000810518299016849,0.00877431994861376
"Traf2",2228.31519801683,-0.673285970927359,0.201013842644129,-3.34945077448886,0.000809719422976511,0.00877431994861376
"Stx16",3493.47204803579,-0.469377301972412,0.140177770725811,-3.34844319139958,0.000812669395609528,0.0087920702202161
"Gm37065",15.275909669993,-2.32618649793805,0.694992209122215,-3.34706845257454,0.000816710402842394,0.00883023178318465
"Tor1aip1",8691.49397845863,0.390310988919154,0.116664325243314,3.34558990595562,0.000821077353424707,0.00886629446151014
"Zgpat",1483.12432610764,-0.586901454062747,0.17541993272132,-3.34569421477961,0.00082076856402405,0.00886629446151014
"Ttc5",1798.57204149966,-0.437126202691325,0.130678220957574,-3.34505780296201,0.000822654236228981,0.008877745747026
"Myom1",231.793317443205,-1.11085092107632,0.33215983044269,-3.34432649365163,0.000824826049862625,0.00889559888531267
"Arnt",3386.91358585262,0.390758707563646,0.116865280599299,3.34366807284243,0.000826785951272069,0.00891114563530917
"Jarid2",11524.0919686397,0.57622709400446,0.172345349312896,3.3434444056759,0.000827452717077635,0.00891122041429595
"Rgl1",18768.3569500774,0.565004922356186,0.168995265897418,3.34331804714074,0.000827829620244933,0.00891122041429595
"Gimap9",201.866718366052,-0.953365339915636,0.285256566177139,-3.3421328479556,0.000831372601949876,0.00894375869844826
"Syt4",2330.82137188305,0.964236785027666,0.288593838182271,3.34115513727174,0.000834305909278671,0.00896970161751697
"Hebp1",778.58145238491,-0.633832329957699,0.18973598362802,-3.3406015972191,0.000835970882028376,0.00898026907965714
"Pira2",1094.52896935182,0.593824615041368,0.177766192715968,3.34048114531075,0.000836333592957424,0.00898026907965714
"Nrros",12274.203159705,0.533435481005985,0.159713239412087,3.33995780794121,0.000837911188705048,0.00899159253747096
"Irf2bpl",2473.20264267353,0.501874305053788,0.150279268080894,3.3396110552231,0.000838957991510296,0.00899720950221678
"Lamb2",435.980896303146,0.884551746172605,0.26489807038973,3.33921551361704,0.000840153562816651,0.00900441390173382
"Selenon",2942.66701851944,0.70951008564281,0.212510121827474,3.33871196130047,0.000841677895831525,0.00901513065871635
"Fermt2",893.746267758343,1.06488657316558,0.319008092314491,3.33811774315673,0.000843479988225927,0.00902880727122784
"Samsn1",7444.02984747103,-0.909272727781124,0.272416837760708,-3.33779929043826,0.000844447235768185,0.00903353604859419
"Capsl",59.2906945858685,-1.72896526337361,0.518084892276608,-3.33722385876967,0.000846197623840665,0.0090416988064632
"Tmem39a",2705.56334239582,-0.935706250204799,0.280386403697869,-3.33720265271162,0.00084626219414806,0.0090416988064632
"Slc6a13",64.260163826435,-1.5180268647142,0.454933459076587,-3.33681076743719,0.000847456268101201,0.00904883273597997
"St6galnac2",123.224295239184,-1.44665866483268,0.433623722904992,-3.33620738077018,0.00084929784208202,0.00906286728940534
"Igkv8-19",13.4396724250068,-3.49156443155247,1.04688817905009,-3.33518373922285,0.000852430551778889,0.00909065360771147
"Klrb1f",173.048229495642,-1.19481293073515,0.358322876474542,-3.33445897312123,0.000854655071673064,0.00910872618545049
"Col14a1",358.06420821746,1.07257830132445,0.321882211048005,3.33220744890587,0.000861600046351117,0.0091770547687869
"Pilra",2866.04982351048,0.88576495416914,0.265833091292318,3.3320342093721,0.00086213657746472,0.00917708353139071
"Abcc4",2224.7762624839,0.422899552251295,0.12693052360548,3.33174039024477,0.00086304725770606,0.00917808153533977
"Cndp2",32310.1869171704,0.799781720335528,0.240055059324651,3.3316595058882,0.000863298111956513,0.00917808153533977
"Cx3cr1",2956.03178616904,-0.519793341563415,0.156129020285956,-3.32925512894011,0.000870785980552712,0.00924788535463616
"Gins3",294.32251793163,-0.899365964192946,0.270144287348736,-3.32920593294625,0.000870939816715487,0.00924788535463616
"Iscu",4005.89177736923,-0.758831598740778,0.227959475922508,-3.3288004180126,0.00087220882452893,0.00925564314967706
"2410006H16Rik",2750.79860180633,-0.73754563462027,0.221588067245675,-3.32845375560117,0.000873295019769603,0.00925981125347325
"Cdh17",38.3004472485573,-1.4975643319169,0.449944485794011,-3.32833133686297,0.000873678893207702,0.00925981125347325
"Or5v1b",34.4562842853069,-1.45131763006623,0.436339387678438,-3.32612106779547,0.000880636691824286,0.00932780367785046
"Dbi",3672.71346227112,0.523160772547122,0.157308578434935,3.32569766856998,0.000881975376690975,0.00933623072702866
"Cyfip1",17733.8520578186,0.600550064747007,0.180613485035091,3.32505662370852,0.000884005794681848,0.00935050655639374
"Smyd1",59.9185504669519,-1.06540499780055,0.32042943693815,-3.32492859576504,0.000884411823669142,0.00935050655639374
"S1pr5",67.8089565740858,-1.11764450538297,0.336182427309466,-3.32451792417498,0.000885715398270658,0.00935853313563054
"Gm5431",939.978147149312,0.630573528744372,0.189719161320613,3.32372083217648,0.000888250653201288,0.00937955588401925
"Hk3",18869.2000640357,0.909828625958846,0.273782217400952,3.32318378671909,0.000889962587470873,0.00939186423647132
"Clec2l",41.6494838868766,-1.52726475592548,0.459604609416514,-3.32299703839872,0.000890558599485656,0.00939238827224412
"Tusc3",1461.13407482205,0.43668771545087,0.13147340553177,3.32149086489849,0.000895379133757484,0.00943743880344875
"Taf1c",596.969553839212,-0.518112847500671,0.156010445290884,-3.32101383682766,0.000896910906149754,0.00944779129143408
"Map3k19",94.1146736356411,-1.39272482743951,0.419661290961953,-3.31868785002088,0.000904414677614711,0.0095209998302967
"Ttc39c",934.109570781097,0.48273913105841,0.145487565965946,3.31807826911753,0.000906390821503129,0.00953596365511645
"Tnxb",265.510006098904,1.0128602860642,0.305284296359237,3.31776084830888,0.000907421422326641,0.00954096738300752
"Itgb2",45771.6399005138,0.56567663708252,0.170509678547953,3.3175632134186,0.00090806365111419,0.00954188400140834
"Myadm",7319.00060590664,0.392782478546867,0.118402153117077,3.31735925577704,0.000908726867794669,0.00954301990486142
"Armcx3",614.327444423501,0.490333161748039,0.147832466205955,3.31681649053277,0.000910493985291956,0.00955572033142953
"Atp6v0c",12540.024291965,0.603701551290736,0.182021672953374,3.3166465371702,0.000911047968309755,0.00955572033142953
"Mpp1",5930.29106218075,0.667310316205079,0.201222622041407,3.31627880322404,0.000912247709773366,0.00956246974311825
"Dcaf8",3699.98140971378,-0.385325193563514,0.116203101113354,-3.31596308421785,0.000913278919112607,0.00956744539821135
"Myo1g",25329.7924855716,-0.755564073957047,0.227893894257424,-3.31542043466763,0.000915053859014346,0.00958020151663558
"Rgs18",699.494275573938,-0.49754361218218,0.150078064858283,-3.31523206040807,0.000915670755107763,0.00958082528974897
"Zfp36l1",21049.1301727751,-0.784930571714806,0.236795095314633,-3.31480924751359,0.000917056804456142,0.00958949119550215
"Gm11346",48.730090924019,-1.44976708555211,0.437407946173054,-3.31445072783048,0.00091823361315926,0.00959595990505826
"Prdm9",260.806075463446,-0.591297052720419,0.178438512978419,-3.31372999500355,0.000920603589355162,0.00961488232357508
"Zfp872",117.924512267925,-1.89878838520713,0.573154473180357,-3.3128737086723,0.000923426671340689,0.00963851117608851
"Klhl14",13.8214923673786,-2.90404305981068,0.876725399793891,-3.31237473043828,0.000925075444738892,0.00964544432468037
"Sox11",353.00928122458,0.880867666551589,0.265935711908512,3.31233312077555,0.00092521305865848,0.00964544432468037
"Il6st",7851.23983779295,-0.529150966700598,0.159768698412543,-3.31198145793404,0.000926376856459772,0.00965172396327269
"Ankrd37",507.897094077851,0.794467840176379,0.239953906152563,3.31091855479633,0.000929902693254637,0.00968259067216261
"Hspb1",302.425524534131,0.668788205181336,0.202117913957211,3.30890118588361,0.00093662887802223,0.00974672339108968
"Arih2",5608.09370744969,0.378904540750597,0.114521909936568,3.30857685625806,0.000937714433804539,0.00975211665549536
"Calml4",105.635415420223,1.03939465637664,0.314203196908282,3.3080333574074,0.000939536179148329,0.00976515505183732
"Pcdhgc5",31.4426169495996,1.98886909130099,0.601317487736111,3.30751912569323,0.000941262842580722,0.00977719004640797
"Akap7",891.148693769752,0.445155594396869,0.134602240058964,3.30719306158548,0.000942359207992504,0.00978266735784972
"Egln3",3381.40061799098,0.874991457633746,0.264607276825332,3.30675508297275,0.000943833739104687,0.00979206144173124
"Gm41291",67.7804009212636,-1.17291198741674,0.354896376165159,-3.30494213575992,0.000949960104096803,0.00984967680912433
