"","baseMean","lgFC_MoDC_Tumor_vs_MoDC_LN","lfcSE","stat","pvalue","padj"
"Chst10",238.528087404441,-1.68657554780531,0.261999285851172,-6.43732879777145,1.21594349075559e-10,2.20034574206099e-08
"Cst7",509.918598834676,-1.05014646885707,0.163227131058526,-6.4336514527143,1.24574344366593e-10,2.22740238604417e-08
"Spns3",526.440431518017,-1.76943914177132,0.27508620462331,-6.43230780763547,1.25680897822282e-10,2.22740238604417e-08
"Cyp7b1",770.319101473005,-2.09751778214672,0.326721156712676,-6.41990192263952,1.36362170138178e-10,2.39204292535247e-08
"Itgax",15092.2027701572,-0.856990701887496,0.133717143678924,-6.40898151358413,1.46494954122638e-10,2.54383308719422e-08
"Carmil1",1234.70692655887,-0.953269828830413,0.148883738450888,-6.40278003997641,1.5257292751246e-10,2.62288119686671e-08
"Pax5",707.596845365648,-2.31046027181039,0.361566143265802,-6.39014552342053,1.65727959835918e-10,2.82082114607848e-08
"Klra17",459.700557331331,-1.27125139156593,0.199314706179663,-6.3781113593295,1.79285135929575e-10,3.02165761937777e-08
"Cxcr3",358.435637337621,-1.3727777525719,0.216706968669845,-6.33471900326074,2.37774212065783e-10,3.96852085400279e-08
"Srgap3",1150.81617766622,-1.30745546042057,0.206715398660272,-6.32490597649825,2.53386821919259e-10,4.18843543809037e-08
"Ngfr",953.857231889984,-2.04234385664153,0.324207998485498,-6.2994863364942,2.9863362322137e-10,4.88934344457007e-08
"Cadm3",1503.58051749539,-2.15846805138573,0.342907348273461,-6.29461008127593,3.08173516116657e-10,4.99793482600137e-08
"Slc46a3",2840.44717089533,-1.74018098195712,0.276730394155135,-6.28836231477188,3.20832434617656e-10,5.15460783505807e-08
"Tespa1",195.880231895791,-1.54146135490937,0.246320859703384,-6.25794078814751,3.90093863608185e-10,6.20935519378546e-08
"Chst3",409.347544781191,-1.76564212321287,0.28238589726264,-6.25258605450361,4.03711159809039e-10,6.36715463144696e-08
"Igkv6-15",133.048015640042,-2.32981817609082,0.374967007254773,-6.21339512814207,5.18518430577381e-10,8.1035003091416e-08
"Tnfrsf13c",188.066297941502,-2.36568011655126,0.380873933418505,-6.211189343724,5.25850647269606e-10,8.14405268217279e-08
"Klk1",588.22270131087,-1.84390118273324,0.297040413872707,-6.20757680307913,5.38078142638035e-10,8.25901906258077e-08
"Cyb561a3",3147.41597492707,-1.34492877283029,0.216971813820839,-6.1986335881436,5.69554524506064e-10,8.66478923078208e-08
"Bank1",653.197934979598,-1.07161742512521,0.173371629685786,-6.1810425792696,6.36796366330342e-10,9.6027774856008e-08
"Dnah8",168.706786058797,-1.75141708598541,0.283802002335004,-6.17126402060408,6.77461854499266e-10,1.01271710788668e-07
"Dennd2d",708.035453428833,-1.13236619596706,0.183673162807008,-6.16511513528453,7.04318742575887e-10,1.04378823307087e-07
"Nemp2",651.227747550437,-1.10191037049013,0.179320475299377,-6.14492220506599,8.00027153843476e-10,1.17549288903617e-07
"Gfra2",1377.02701597792,-1.40147675618404,0.228307703405306,-6.13854344501048,8.32815377666799e-10,1.21329908114152e-07
"Lrrk2",3476.73919907476,-1.37910685607336,0.225927241896193,-6.10420790560097,1.03311736233292e-09,1.49246391393825e-07
"Cacna1e",626.853371627981,-2.21078843272323,0.362333671091031,-6.10152632535165,1.05060331922414e-09,1.50507680506518e-07
"Stk32c",304.777933146225,-1.11075018333681,0.182405537994854,-6.08945427615333,1.13296216019924e-09,1.60964896661034e-07
"Gpm6b",820.530561166781,-1.74705552208954,0.287367541487252,-6.07951584597123,1.20545969609918e-09,1.69861128160993e-07
"Prkcb",3799.17742982442,-0.820082622941463,0.134929912453707,-6.07784151066448,1.21811058777889e-09,1.70248285483796e-07
"Cmah",1133.86845273677,-1.44478049391254,0.238213176984305,-6.06507378056474,1.31893091456975e-09,1.82852752841682e-07
"Septin6",3440.09603143891,-1.27879746385413,0.211114334721771,-6.05736917646765,1.38365789066998e-09,1.90291702388061e-07
"Carmil2",731.443154470585,-1.31289989407075,0.216973701528746,-6.0509632495568,1.43982294857636e-09,1.96444415150605e-07
"Lax1",430.087963805844,-1.67297300762107,0.276657641526683,-6.04708765096486,1.47487529077313e-09,1.99642371052605e-07
"Ramp1",1149.8044379508,-1.49082334910768,0.246774338728962,-6.04124138995297,1.52932976534939e-09,2.05396156219698e-07
"Chil5",164.838918902029,-2.29303889604429,0.38092983456955,-6.01958336667281,1.74866577253715e-09,2.31240871505278e-07
"Ighj1",138.681215798281,-1.93096873301805,0.320749381185434,-6.02017913762304,1.74224145205916e-09,2.31240871505278e-07
"Scart2",250.182217957623,-1.98064752322675,0.329103212319016,-6.01831719985404,1.76239586102626e-09,2.31277459900019e-07
"Igkv4-86",39.406240925474,-3.04028535610601,0.505404469282968,-6.01554901249558,1.79278047754993e-09,2.32046462440582e-07
"Kmo",3330.0064133751,-1.51132841887065,0.25124630940496,-6.01532584677568,1.79525213801393e-09,2.32046462440582e-07
"Map2k6",311.121116249352,-1.15955560065089,0.193259552968725,-5.99999111473958,1.97328326455629e-09,2.53154571649159e-07
"Aff3",694.326721177021,-1.49691989765522,0.250105639287374,-5.9851505224768,2.16189837186631e-09,2.75297740079658e-07
"Trdc",48.9048619189499,-2.30011183635421,0.384385185793896,-5.98387222338873,2.17894272620516e-09,2.75427973574948e-07
"Fam234b",1489.85685760731,-0.991317133372666,0.165898506015525,-5.97544340320882,2.29465195466083e-09,2.87936947099083e-07
"Bbs9",455.906154583387,-1.09004043165423,0.182608523421461,-5.96927466051746,2.38310645418053e-09,2.94733691034658e-07
"Srl",318.239570831618,-1.72859627148621,0.289528937506239,-5.97037479698886,2.36709175783736e-09,2.94733691034658e-07
"Cdon",811.609882701717,-1.74657073456943,0.293095782505002,-5.95904424022078,2.53717412541169e-09,3.11546859928232e-07
"H2-Oa",1049.60940838842,-1.89592043617784,0.318521462849129,-5.95225332452986,2.64475579749187e-09,3.22453878827537e-07
"Tlr11",753.427121873875,-1.42434400336317,0.239933941012297,-5.93640064991959,2.91347327180365e-09,3.52714922644905e-07
"Haao",814.330041435312,-1.44987311141605,0.244614493271308,-5.92717582685487,3.08188939700347e-09,3.70494829537669e-07
"Gpr174",316.918941392471,-1.41851221964772,0.240298107396894,-5.90313521406475,3.56657721584803e-09,4.25784923039191e-07
"Stra6l",878.80639498522,-1.19113601191435,0.202536106755353,-5.88110451512305,4.07537714476431e-09,4.83171093073402e-07
"Ppfia4",2516.30541840198,-1.03500841034884,0.176170851647661,-5.87502643410525,4.22775880429294e-09,4.97804120579451e-07
"Fndc5",87.8821311474776,-1.97668685125442,0.336803335205449,-5.86896459932219,4.38525047842585e-09,5.12835652888563e-07
"Slc44a5",99.3077977142639,-2.03352700851662,0.346590720264328,-5.86722866372691,4.43139351948644e-09,5.14730310766833e-07
"Xkrx",103.092627793222,-2.11180817301133,0.360742532021957,-5.85405929590469,4.7971746069231e-09,5.53478044749094e-07
"Runx2",2353.23326261681,-1.34963221678746,0.230639116170071,-5.85170563952499,4.86557206048544e-09,5.57626995278701e-07
"Cd209e",837.931958212125,-2.12187529923409,0.363251676087513,-5.84133656887215,5.17836643329808e-09,5.89545015594883e-07
"Gm14161",59.6870138631335,-2.82741088723112,0.484138932056306,-5.84008163776898,5.21752487076435e-09,5.90095197719144e-07
"Card10",679.674771130473,-1.51215197925324,0.259694358074057,-5.8228141360777,5.78648962360495e-09,6.50166948492763e-07
"Satb1",1002.62295489337,-1.64457202609017,0.283150851830024,-5.80811258543347,6.31810271323318e-09,7.052889853454e-07
"Fcrl1",424.986355764706,-1.49231707070162,0.258549938266651,-5.77187169606882,7.83958014847720e-09,8.69485305370784e-07
"Tnni2",435.140850781872,-1.60609513904167,0.279554782316558,-5.74518928180232,9.18182172439071e-09,1.01182498246154e-06
"Pdzd4",798.765328390877,-2.01728213685204,0.351311730926411,-5.74214283005141,9.34859154247303e-09,1.02364100131627e-06
"Gab1",2268.18276766965,0.985480042823451,0.172239751855689,5.72155981535049,1.0555048402724e-08,1.13659059722312e-06
"Lynx1",378.826005733829,-1.42060170632283,0.248217102521894,-5.72322250114705,1.04522230338329e-08,1.13659059722312e-06
"Rtl8c",346.502832256079,-1.57584909977285,0.275441114970826,-5.72118327338227,1.05784710345937e-08,1.13659059722312e-06
"Gimap8",608.846769647587,-1.35912704034811,0.237725347472962,-5.71721549593147,1.08283759696107e-08,1.15621497697874e-06
"Dock5",2309.62489673867,-0.755328384660784,0.132343599746421,-5.70732839448257,1.14763229994246e-08,1.21783622643894e-06
"Gm1965",93.1840510344036,-2.23300575107023,0.391534053791342,-5.70322231092639,1.17563491212782e-08,1.23989814566805e-06
"Carns1",227.798814506956,-1.3365849701223,0.23462968450407,-5.69657233673309,1.22240040664541e-08,1.281358865283e-06
"Jaml",2002.82114742001,-1.43182224134563,0.252309949979901,-5.67485444573107,1.38806628475194e-08,1.44619681825276e-06
"Cxcr5",166.820452098138,-1.63594293253743,0.288873036452225,-5.66319014273245,1.48584355798492e-08,1.5387431689951e-06
"Zfp658",207.432605186433,-1.3269516130478,0.234746000249301,-5.65271234286667,1.57935500300272e-08,1.62578993153412e-06
"Clec9a",1249.39293441848,-1.38473834877683,0.245441639062787,-5.64182326219961,1.68258770706177e-08,1.72174793286303e-06
"Clec4g",59.9053539453361,-2.56914253666637,0.45564840888556,-5.63843192813965,1.71605631367518e-08,1.74560497564438e-06
"Zfp831",336.403720728613,-1.72768332932326,0.306895725381179,-5.62954510747062,1.80685516142744e-08,1.82715571059406e-06
"Skap1",326.701818877249,-1.38632535027301,0.246347387808162,-5.62752202330062,1.82816827915542e-08,1.83789712789245e-06
"Hdac10",1021.14685614884,-0.832847117475743,0.1481725277983,-5.62079307042299,1.90082839819429e-08,1.89983377868361e-06
"Tmod2",175.990926720694,-1.79668637080921,0.320951140927792,-5.59800586972653,2.1683141295165e-08,2.15465249713978e-06
"Ift140",1915.44287646502,-1.2226938293423,0.219543580194474,-5.56925339497164,2.55833198180696e-08,2.52760259191054e-06
"Rnf122",299.395888797869,-1.87316892072018,0.336556629634806,-5.56568718540097,2.61121307442792e-08,2.56510651214231e-06
"Zfp362",1420.00262111409,-0.935010258979778,0.168094765188859,-5.56239962576627,2.66090084859532e-08,2.59906514137512e-06
"Tox2",137.480176885205,-1.88455573346746,0.339139303223068,-5.55687800133239,2.74642575328546e-08,2.66744661721641e-06
"Slc44a2",6973.14843884655,-0.844454930625349,0.152131562803493,-5.55082006037185,2.84332632952065e-08,2.73070519166422e-06
"Sspo",559.010779228926,-2.16038126537582,0.389144340352493,-5.55161938991304,2.83035309969058e-08,2.73070519166422e-06
"Igkv10-94",81.6209225415357,-2.31029680652519,0.417082551333369,-5.53918354805161,3.0388502020452e-08,2.90227076796439e-06
"Wdr86",246.925051424643,-1.65929427107953,0.300058610962802,-5.52990052761804,3.20412424616128e-08,3.04320994009716e-06
"Arhgap33",224.818429210745,-1.3121319436016,0.237610002760401,-5.52220835974115,3.34765165310889e-08,3.16205931695577e-06
"Ciita",10512.4624516069,-0.916831500904546,0.166083767560635,-5.52029565785122,3.38429745434328e-08,3.17920532992433e-06
"Arhgef37",725.340902416103,1.06570031523164,0.193250676327085,5.5146007014635,3.49572704406561e-08,3.26603497905064e-06
"Ackr1",123.079865059898,-1.78376992852936,0.323541015051148,-5.51327295628151,3.52221324893118e-08,3.27299286283113e-06
"Cyfip2",7232.4417761217,-1.00662683166561,0.182706097439965,-5.50954153019644,3.59769508323327e-08,3.32516000945501e-06
"Tcf7",1613.44775894342,-1.95353843422381,0.354679850378449,-5.50789234894329,3.63155359798416e-08,3.33850470069229e-06
"Zmiz2",13047.8747325129,-0.889712609005151,0.161728336231829,-5.50127843849079,3.77047213440131e-08,3.44777587566451e-06
"Igtp",5934.98928805297,0.967224417908563,0.175926761631293,5.49788110086213,3.84381950881977e-08,3.49624873947728e-06
"Cdc7",698.377659388666,-0.804636827610349,0.146495841166238,-5.49255747606704,3.96154561344205e-08,3.58436477056222e-06
"Samd3",109.558272263325,-1.84209898263037,0.335965960446181,-5.48299292042553,4.18189759859001e-08,3.76392678624926e-06
"Kit",2269.29426353104,-1.6132134431851,0.295757329316826,-5.45451721149731,4.91060788739898e-08,4.39678438501436e-06
"Upb1",283.835551956043,-1.81061754404238,0.332242785096537,-5.44968205559764,5.04599464291372e-08,4.49459553918807e-06
"Cr2",466.201051280277,-2.13003004705852,0.391103781104188,-5.44620162209859,5.14568067640513e-08,4.55976270660209e-06
"Pou2af1",367.061304753383,-2.15435406646821,0.39574914239287,-5.44373653835876,5.21743716477721e-08,4.59963909229154e-06
"Cd37",6051.18133013204,-0.747195273954607,0.137655032079767,-5.42802731339041,5.698032147977e-08,4.99769748244248e-06
"Herc3",1112.32525043762,-0.762285387175452,0.140928448330475,-5.40902419778232,6.33690684196005e-08,5.52983581320483e-06
"Carmil3",240.351447488907,-1.65553020821517,0.306614928881086,-5.39937900041791,6.68719683624728e-08,5.80604044504682e-06
"Gimap3",766.210191270664,-1.31013978855714,0.24345895163832,-5.38135804718107,7.39259875220726e-08,6.38623945473342e-06
"Sema4f",313.556082895799,-1.44637360653127,0.269172228810127,-5.37341319691468,7.72600066248557e-08,6.64088386943947e-06
"Fam89a",163.90165701677,-1.65563723025829,0.309756886334792,-5.34495697528687,9.04385330557291e-08,7.73496926249273e-06
"Cacna1i",151.461891349379,-2.24814773332589,0.420777654493696,-5.34284011833041,9.15014648481973e-08,7.78713704062059e-06
"Dpp10",116.196134103214,-2.19162579898149,0.41045027822003,-5.33956465685869,9.3170037906677e-08,7.8514025571259e-06
"Nrg1",248.34885864398,1.18034836175084,0.221052630407034,5.33967118860975,9.31153084263068e-08,7.8514025571259e-06
"Dscam",649.805237770348,-1.87047868980389,0.35080882734747,-5.33190314493201,9.71887746212519e-08,8.15010841226313e-06
"Dtx1",234.910005539181,-2.42690231052232,0.455342713798638,-5.32983670755639,9.83011114442346e-08,8.20337090697979e-06
"Ighj4",85.0098607121743,-2.06605860376725,0.387930149991639,-5.32585209943536,1.00480868214382e-07,8.34476621001665e-06
"Fpr2",1755.48356107956,0.968734722315981,0.182235969379846,5.31582609960378,1.06174514875808e-07,8.69164802490481e-06
"Il9r",645.346643554003,-2.16888498923977,0.407940415599116,-5.31667102916114,1.05682886116739e-07,8.69164802490481e-06
"Slc4a11",361.162181382309,1.19985088937503,0.225702213993083,5.3160793957112,1.0602690074276e-07,8.69164802490481e-06
"Scn3a",192.072806402844,-2.27131939259405,0.427780079025828,-5.30954923793195,1.09896692524096e-07,8.9537158349845e-06
"Pdia5",621.91275340296,-0.814532108392114,0.153482925211772,-5.30698843059083,1.11451248873878e-07,9.03753971410769e-06
"Vcan",9590.03621551743,1.10688810033398,0.208655552561787,5.30485811062331,1.12760670654462e-07,9.10079196817304e-06
"L1cam",1399.6784589686,-1.38402750043903,0.261200045493623,-5.29872610788968,1.16613405706503e-07,9.36776195093685e-06
"Kif1a",880.967288401215,-1.10392564946465,0.208379438268066,-5.29767072336825,1.17289226329868e-07,9.37822832482214e-06
"Ap1m2",57.639279307295,-2.01616260826919,0.38126643622625,-5.28806738989414,1.23615439742027e-07,9.83830103983885e-06
"Bpifb3",42.5908724617671,-2.28400492408492,0.432882806742794,-5.27626620532889,1.31842528176237e-07,1.03968114765032e-05
"Rasgrp2",1627.18383770751,-0.903447569076465,0.17120904434928,-5.27686824320659,1.31410297621381e-07,1.03968114765032e-05
"Mfng",888.846999964268,-0.81914076011058,0.155556114866262,-5.26588595256976,1.39514879768114e-07,1.09515995346742e-05
"Car2",288.883007711214,-1.21474105551703,0.230907394000529,-5.26072827063412,1.4348594813244e-07,1.12121224288399e-05
