"","baseMean","lgFC_Treatment_48H_Wash_vs_Treatment_6H","lfcSE","stat","pvalue","padj"
"Csnk2a2",177.208036158146,-0.893132178561165,0.147001928568189,-6.07564939630619,1.23486950625552e-09,2.60694532617435e-08
"Unc50",466.637040703065,-1.03853313977448,0.17093806436305,-6.07549373888294,1.23606803156555e-09,2.60694532617435e-08
"Rel",45.7703656916002,-1.8419782137184,0.303195551435545,-6.0752151705299,1.2382157732448e-09,2.60742638058295e-08
"Tagln2",2597.04827765876,-1.14962964397106,0.189240322573819,-6.07497191050607,1.24009426549211e-09,2.60742638058295e-08
"Artn",13.8555227448893,-4.62942401316495,0.762417635993889,-6.07203164592333,1.26302034390362e-09,2.64752203386209e-08
"Zdhhc5",179.747453794661,-1.04569609334975,0.172214521121266,-6.07205528628688,1.26283437599416e-09,2.64752203386209e-08
"Nfkbid",122.397660200996,-1.4444229139957,0.238143634648449,-6.06534336358805,1.31672041572995e-09,2.75587977255675e-08
"Gm20559",161.828897850521,-2.79215647420971,0.460733307269169,-6.06024446280912,1.35914818932457e-09,2.83849989769589e-08
"Plaat3",90.6929587769258,-3.08033558678999,0.508297422143209,-6.06010468005508,1.36032988542163e-09,2.83849989769589e-08
"Atf3",2200.39846055921,-1.02970718858061,0.16998770058478,-6.05753936925013,1.38219520400872e-09,2.87974812610618e-08
"Lage3",91.0311149611621,1.14150394308454,0.188633539497589,6.05143680240985,1.43559603451979e-09,2.98195666474383e-08
"Mtfr1l",154.38248936586,0.897520095264129,0.14831130809731,6.05159584106186,1.43417917670417e-09,2.98195666474383e-08
"B4gat1",36.5477293724101,1.85824244642795,0.307116406650396,6.05061275200209,1.44295928508655e-09,2.99272371363116e-08
"Pdgfrb",23.8682215339954,-3.38350253718028,0.559256987435854,-6.04999600039572,1.4484943019193e-09,2.99967221196863e-08
"Tle4",95.0630008792049,-1.30297974233314,0.215751784330273,-6.03925360978029,1.5482873466758e-09,3.20150380570161e-08
"Nphp1",28.086187177335,2.09637047646671,0.347772420820893,6.02799518006163,1.66006000220305e-09,3.42746223011247e-08
"Irgm2",238.018969395493,-3.45248060975609,0.572933524910418,-6.025970657409,1.68097680737911e-09,3.46466882471473e-08
"Plxnb2",248.461713206431,1.78663409020615,0.296499186610627,6.02576388363729,1.68312753538582e-09,3.46466882471473e-08
"A530040E14Rik",6.83665966690615,-4.30308487593546,0.714198243928303,-6.02505664571115,1.69050406031399e-09,3.47464382456754e-08
"Smg8",91.8943719872909,-1.27915052279331,0.212763436713868,-6.01207868489904,1.83159376409739e-09,3.75901081929106e-08
"Fbxo31",25.7963990338415,3.68063626533055,0.612899457844428,6.00528556229332,1.90995444389628e-09,3.91398127085015e-08
"Asf1a",169.239482907675,-1.78372055347216,0.297203539754523,-6.00168004373512,1.95286235368773e-09,3.99594636604062e-08
"Cwc15",695.798389730164,-0.944811086619187,0.157435672825966,-6.00125162016874,1.95802286545541e-09,4.00054374147363e-08
"Nbas",41.0169266055073,-1.4189554461915,0.236492099800671,-6.00001204009552,1.97302898694022e-09,4.02521366875025e-08
"Stxbp1",209.010559505501,-1.49933298088525,0.24990924659865,-5.99950982723403,1.97914052212425e-09,4.03169130100386e-08
"Prkra",53.5761513872658,1.92952558473861,0.321710772421775,5.99770275087005,2.00128417291802e-09,4.07076025098731e-08
"Prpf38b",323.646670311366,-1.17813015221976,0.196602076141065,-5.99246038162096,2.06689800606549e-09,4.19800438214189e-08
"Mgat4a",229.122167054659,-1.5690237112081,0.262213756398657,-5.98375818552644,2.18046960789163e-09,4.42213407922482e-08
"Ncor2",125.364776031952,0.982827682564931,0.164267550129173,5.98309088917486,2.18942512255809e-09,4.43374733520981e-08
"Rnaset2b",757.70146541821,-1.93285795097487,0.32318278813004,-5.98069582281448,2.22186439090807e-09,4.49281267852249e-08
"Tnfaip3",913.472632253836,-3.57356049922487,0.597627531949446,-5.97957809535316,2.23716289177015e-09,4.51709507411826e-08
"Nhlrc3",116.519215660682,1.21969021402024,0.204144226409873,5.97464956746508,2.30585299244699e-09,4.64895177478665e-08
"Frmd4a",193.576443596932,-1.58057866500254,0.264581727993829,-5.97387686968089,2.31680691453064e-09,4.66418752734687e-08
"Coasy",43.9678024287727,1.65808106885484,0.277634873718032,5.97216425534061,2.34126626216196e-09,4.70652793257447e-08
"Tyk2",247.724147876145,-1.40445553764382,0.235197218148181,-5.97139519209351,2.35233159150296e-09,4.72185858937656e-08
"Fam53a",73.9865600949914,1.13387599780862,0.189915632008936,5.97041952689426,2.36644284678491e-09,4.74324967684042e-08
"Tmem11",147.759059062456,-0.910924555844265,0.15273383116347,-5.9641308602369,2.4593958444187e-09,4.92237681397503e-08
"Crlf3",232.649323076301,-1.40016167420206,0.23479944066664,-5.96322406146598,2.47308927946512e-09,4.94257872009549e-08
"Slfn8",378.666692987753,-3.58283446505727,0.600969727116308,-5.96175531544515,2.49542628931058e-09,4.97997135933637e-08
"Arhgap9",225.882086868154,1.36720755993646,0.229350626425511,5.96121136115802,2.50374862582971e-09,4.98914973260333e-08
"Iftap",46.4289255946899,1.81017052902771,0.303669943324955,5.96098023139109,2.50729301929811e-09,4.98914973260333e-08
"Mindy2",255.55114568849,1.04935392767865,0.176136282759633,5.95762503464816,2.55929891792917e-09,5.08526398598662e-08
"Hspa1a",66.1924115565069,-2.03426612342753,0.341601966561723,-5.95507731967336,2.59948903033271e-09,5.15021419718154e-08
"Kif5b",498.131832535538,-0.853807491804002,0.143373438659509,-5.95513018162079,2.59864892448118e-09,5.15021419718154e-08
"Thbs4",13.4497811196993,-8.05421649565588,1.35291493616365,-5.95323200325849,2.62898198079704e-09,5.20114158448751e-08
"Galnt9",62.3095153634161,4.69192855195653,0.788553189303569,5.95004701724728,2.68065472754979e-09,5.29573948334656e-08
"Gm6402",84.5275271756571,-5.10174990244975,0.857970322776194,-5.94630113305279,2.74269382931901e-09,5.41051526961925e-08
"Bid",134.96662451193,-1.5313488667824,0.25790165501325,-5.93772407821006,2.89005895216038e-09,5.69304295741205e-08
"Tshz1",127.892348240857,-1.56254919151299,0.263213370928156,-5.93643547059577,2.91285485903416e-09,5.72972739463309e-08
"Eif4e3",87.7624287451799,-1.05279401609401,0.177640110106793,-5.92655575061903,3.09354390601469e-09,6.076446041428e-08
"P2ry14",437.80966610019,-1.98969350027782,0.335755647458982,-5.9260164805445,3.10371451987593e-09,6.08771433684236e-08
"Tmem178",99.5473595553664,-3.26402186705604,0.551526590505535,-5.91815865861373,3.25565836417444e-09,6.37663186021613e-08
"Mndal",361.359618846879,-3.41423515423483,0.577020488038426,-5.91700853784496,3.27849681354169e-09,6.41221670226886e-08
"Enc1",37.0624317413288,3.05311181740239,0.516248421700691,5.91403612885525,3.33824611453589e-09,6.51978935314051e-08
"Ppip5k1",27.1200558029637,1.82445092662122,0.308553244360745,5.91292089765928,3.36093610583586e-09,6.55478021777364e-08
"Marveld1",53.0934413607967,2.18503088683977,0.370015387543144,5.90524329636154,3.52126693108616e-09,6.85772978210112e-08
"Vcp",1009.32950984144,-0.825822192852316,0.139987370719363,-5.89926211635098,3.6513078667373e-09,7.10091459069449e-08
"Lad1",23.9742582960607,-5.41843477418971,0.919190802187211,-5.89478785176763,3.75163065043301e-09,7.28569856159055e-08
"Dusp11",157.145257500512,-0.975215473246573,0.165450751251414,-5.89429462163434,3.76285277478911e-09,7.29717070591165e-08
"Snta1",14.6421995962302,3.49605324256468,0.593237921923296,5.89317222208312,3.78851187470208e-09,7.33656812971221e-08
"Slc23a2",425.378338422615,-0.958269178133032,0.162823537808348,-5.88532340613411,3.97276375194477e-09,7.68254173439461e-08
"2900089D17Rik",22.8847049423798,-1.76664750475274,0.300196723148493,-5.88496598571751,3.98135864387166e-09,7.68833392128803e-08
"S1pr1",32.0840971067161,1.68652531907337,0.286627219288493,5.8840375427704,4.00376957505376e-09,7.72075228447866e-08
"Ppip5k2",49.1100995552535,-1.55166090081337,0.263718660575336,-5.88377362992904,4.01016233269214e-09,7.72223405720381e-08
"Cdca7l",39.9064684699013,3.49614204970611,0.594290169146622,5.88288723457505,4.03170627963449e-09,7.75284694949322e-08
"Sipa1",177.084412614283,0.833634757385187,0.141726395304414,5.88200070702865,4.05336610045481e-09,7.78359672157267e-08
"Gpsm3",327.640527793145,1.33824646511909,0.22756960305722,5.88060288870215,4.08774814554479e-09,7.83865670926396e-08
"Ogfr",452.676155755582,-2.25728871672955,0.383902601973766,-5.87984740172143,4.10644880285554e-09,7.86353445790887e-08
"Smpd1",81.891222652048,1.11847118801953,0.190308264702617,5.87715509763751,4.17377123600101e-09,7.9813202047763e-08
"Vgll4",34.3295258357345,2.4654192465124,0.41963167654561,5.87519814235098,4.22337882569686e-09,8.06495010804143e-08
"Mob1b",15.4668142395026,-1.9302006837339,0.328598090057601,-5.87404717841041,4.25282253948318e-09,8.10989631487557e-08
"Atxn1",63.5621674822208,1.12366002743795,0.191333523583319,5.87278176032044,4.28542476417852e-09,8.16073259530805e-08
"Shfl",37.1684774177873,-2.01846726785412,0.343852728755302,-5.87015050065382,4.35399712653066e-09,8.27983110072936e-08
"Zc3h12c",80.9722317693847,-2.51296599309066,0.428150382865415,-5.86935360485382,4.37497460566473e-09,8.30821595238959e-08
"Pop5",99.8472489885134,1.15207027868006,0.1963617848595,5.86707988779175,4.43537005502132e-09,8.41127498003353e-08
"Nfic",160.911280020997,1.48218446393102,0.252753797090919,5.86414321363431,4.51457706130918e-09,8.54967490369311e-08
"Gbp6",43.9259812488877,-3.96221246190936,0.675877019885148,-5.86232753198601,4.56423585615328e-09,8.63181243870311e-08
"Chmp2a",620.020266262402,-0.896670684206383,0.152986775202754,-5.86109932063095,4.59812834300983e-09,8.68394802606946e-08
"Pkmyt1",23.6407496331581,-2.61184254493312,0.44564443612307,-5.86082161746507,4.60582544041343e-09,8.68653616715336e-08
"Hsp90ab1",3577.80377212078,-0.74189305358793,0.126635618116338,-5.85848645604875,4.67104701813991e-09,8.79745892442538e-08
"Alcam",502.798654767163,-1.14147120631852,0.194909378438417,-5.85642012438705,4.72950894841085e-09,8.88319532991532e-08
"Entrep3",34.613712387266,2.21077653830817,0.377486874434982,5.85656532195255,4.72537777674952e-09,8.88319532991532e-08
"Wdr1",845.861700971789,-0.946412500480083,0.161647856402173,-5.85477915726546,4.77644285732017e-09,8.95909295505546e-08
"Plekhg3",16.3974305458948,3.72091223950412,0.635822115013415,5.85212774397697,4.8532362337848e-09,9.0907139822463e-08
"Clcc1",140.497925202676,1.23560832151394,0.211221753310241,5.84981566599861,4.92118089840715e-09,9.20542421459539e-08
"Ndufaf7",30.7247415947999,1.77220389922544,0.302999410071677,5.84886914072279,4.94926250645389e-09,9.24535703586556e-08
"Tmem171",162.55251089367,-2.641803320496,0.451889472813253,-5.84612716036371,5.03149479178287e-09,9.38619884391016e-08
"Zfp704",100.138608395462,1.14182935906143,0.195419707539812,5.84295910292879,5.12816108254e-09,9.55354839393138e-08
"Asnsd1",198.336576145351,1.13038587202151,0.193790322746722,5.83303570580708,5.44279150453734e-09,1.0125952216436e-07
"Dctpp1",66.3119530588891,1.36743109659975,0.234475271377652,5.83187765842194,5.48070989204718e-09,1.01826991634381e-07
"Atm",11.907236561887,-2.31035281334343,0.396281328027734,-5.83008244380804,5.53999981239515e-09,1.02789455978629e-07
"Psma5",327.698292436324,-1.8091308855354,0.310635675408996,-5.82396366146105,5.74680767813131e-09,1.06482684778331e-07
"Msrb1",1336.12278908416,0.842459597981204,0.144793237558002,5.81836287515658,5.942678147098e-09,1.09963572721908e-07
"Axl",1083.22421715177,-2.15928449996159,0.371156316248125,-5.81772262907702,5.96547817216554e-09,1.10236898120906e-07
"Klf6",730.864800293454,-1.37107128029486,0.236029111391225,-5.80890752082809,6.28818094065128e-09,1.16043984294546e-07
"Txndc15",156.165352953458,1.14825010793215,0.197747213842582,5.80665631449159,6.37327712661605e-09,1.17456503286494e-07
"Rnf31",166.842878378032,-2.2967654480285,0.395601361587872,-5.80575718650134,6.40757650689588e-09,1.17930329007615e-07
"Oxld1",30.7794359354007,2.32732285053561,0.400931480096842,5.80478951159799,6.44469136360504e-09,1.18454635103477e-07
"Pycr2",132.462412232729,0.804390413845512,0.138616167927224,5.8030057090298,6.51365728172127e-09,1.19405040375544e-07
"Ugcg",78.490313007272,-2.06054108508431,0.355081905250474,-5.80300222178545,6.51379280708542e-09,1.19405040375544e-07
"Dynlt2b",134.123983937705,0.940949986671672,0.162279935035298,5.79831379934312,6.69850222339098e-09,1.22627247369544e-07
"Tsc22d3",139.392497413109,2.22990248412365,0.384622149579948,5.79764448448684,6.72528324092817e-09,1.22953580423361e-07
"Rnf11",133.691025458026,-1.07395631451767,0.185615453088937,-5.78592081987422,7.2116179678239e-09,1.31669567417849e-07
"Cnnm2",26.2747709801336,2.53451514500785,0.438088299772755,5.78539793535358,7.23408733665113e-09,1.31904407878114e-07
"Cdkn1a",5288.85184153069,-2.64358212609007,0.45716427552415,-5.78256497198767,7.35701399433195e-09,1.33967907350368e-07
"Apbb1ip",965.156791389237,-1.13455251015961,0.19625748529508,-5.78093879300334,7.42849156643686e-09,1.35090316830699e-07
"Nbdy",111.023547985816,1.16853394935145,0.202216720013255,5.77862181364062,7.53150051813157e-09,1.36782410203633e-07
"Rps6ka1",319.548362368612,1.36633846604958,0.236511091722833,5.77705872522373,7.60177595336077e-09,1.37876332681167e-07
"Trio",180.045834854251,-0.764648771214015,0.132453168969116,-5.77297453254825,7.78842171810595e-09,1.41075237717143e-07
"1110032F04Rik",6.16201687584914,-4.0743204285793,0.705908598157248,-5.77173934304695,7.8457416623874e-09,1.41926262219472e-07
"Arl8a",692.30227823157,-1.13831026184118,0.197447538935029,-5.76512762823417,8.15960695158444e-09,1.47409741375335e-07
"Ei24",93.8505289981815,1.13935452785927,0.197643605672122,5.76469207786757,8.18070619315191e-09,1.47596709634659e-07
"Plaur",905.228199944299,-1.58450780676489,0.275074784510986,-5.76028009830761,8.39744676488182e-09,1.51308325566703e-07
"Adam8",2743.75390854515,1.81190856386053,0.314700573802421,5.7575635848637,8.53366295019622e-09,1.53561195683085e-07
"Nr4a3",31.4694414168285,-4.03017062945577,0.700043630922518,-5.75702777860404,8.560782787021e-09,1.53847575478794e-07
"Plod3",736.96853389534,-0.882810642648257,0.153452054263005,-5.75300635034305,8.76701907693376e-09,1.57347937158563e-07
"Plekhf2",58.0289777231946,-1.2488287288232,0.217382812729989,-5.74483655418688,9.2009818013405e-09,1.64920992339954e-07
"Ppfia3",128.510013795015,-3.79396087224147,0.660984101621954,-5.73986706023892,9.47509009494176e-09,1.69612760108931e-07
"Atraid",226.815131298478,1.15397325555775,0.201212915679515,5.73508540274697,9.74632232212238e-09,1.74240892555651e-07
"Txnl1",413.671230598327,-1.62099507591778,0.282751432381616,-5.73293320661238,9.87085125263739e-09,1.7623769531692e-07
"Prkx",214.468656653284,-1.35671848373124,0.23669467407787,-5.73193498762414,9.92913322761855e-09,1.76818416621534e-07
"Washc4",185.892809121022,-0.789570903579084,0.137746643858928,-5.73205184140614,9.92229335985831e-09,1.76818416621534e-07
"N4bp3",34.8808282249243,2.95387455512608,0.515714413176504,5.72773317877993,1.01781483680015e-08,1.81018105042306e-07
"Irf5",757.564761933781,-1.15771388979756,0.202397946175259,-5.71998832831573,1.06531370943035e-08,1.89220662748753e-07
"Nisch",313.126689581362,1.02296479139211,0.178897159793738,5.7181723431023,1.07675904121933e-08,1.91006481084513e-07
"Srsf6",269.002289448883,-0.743286663458001,0.129995521636699,-5.71778669064675,1.07920497269179e-08,1.91193345484624e-07
"Smarca2",59.7096680542365,1.78974578154087,0.313560609231277,5.70781446664681,1.14436061310401e-08,2.02475144560799e-07
"Sgsh",53.0166759802724,3.25869251244471,0.572197583796739,5.69504766312032,1.23337460619035e-08,2.17943801068127e-07
"Mettl7a1",148.599342327523,1.85288224423672,0.325441401923957,5.69344353018018,1.24502406458835e-08,2.19719542503831e-07
"Tor4a",147.3820879401,1.41657705391731,0.248863866727718,5.69217650012318,1.25430093437033e-08,2.21072552360779e-07
"Apobec3",285.352944007908,-2.10914284765709,0.370943460777205,-5.68588766395286,1.30134920393979e-08,2.29070827821709e-07
"Alox12",7.85410727901479,-4.23709379454907,0.745927399147742,-5.68030320295267,1.34456176102564e-08,2.363743019063e-07
"Morrbid",218.311646382182,-2.85861068115145,0.503423948157011,-5.67833670133605,1.3601079107674e-08,2.38801555176936e-07
"Pdss1",19.4503289410016,-2.07276165871726,0.365183808209604,-5.67594075126016,1.37928516010232e-08,2.41859326286141e-07
"Tatdn3",24.331747777222,2.14023308817815,0.377277463994218,5.67283575732196,1.40452876006876e-08,2.45971682088573e-07
"Mbp",138.052256270128,1.51160207008406,0.266580529355467,5.67033936701522,1.42514935968988e-08,2.4926497717888e-07
"Mxi1",178.792289008963,1.65298455879666,0.291568123655627,5.66929106677317,1.43389590285966e-08,2.5047570923999e-07
"Ndufb1",481.990314375278,-1.2012471024758,0.211932783251215,-5.66805703227091,1.44425896235928e-08,2.51714291313591e-07
"Stmp1",677.787967354727,0.628655234230066,0.110912860705065,5.66801027611901,1.44465303390466e-08,2.51714291313591e-07
"Fbrs",276.057100991549,-1.17075222204235,0.206568070325917,-5.66763401621153,1.44782804302066e-08,2.51947769717029e-07
"Sh3tc1",175.651717402943,-1.90832238061139,0.336803880061807,-5.66597504833137,1.46190799310655e-08,2.54075908169024e-07
"Mgst2",332.865874251146,1.51641221788683,0.268105604595786,5.65602580435823,1.54918186193225e-08,2.68903501445383e-07
"Zbtb38",59.6750716678036,1.683673416651,0.297691906441161,5.65575811844849,1.55159853439834e-08,2.68982927743551e-07
"Cdv3",320.236802696847,-1.22679017262498,0.217052239414756,-5.65205028951929,1.58545186092393e-08,2.74505095214193e-07
"Olr1",418.991387455347,-3.62906671230504,0.642617540121235,-5.64731972865289,1.62968576880653e-08,2.81808382943497e-07
"Retnla",32.7682293774504,-4.82871315745036,0.855335851022981,-5.64540016845456,1.64797477078918e-08,2.84612498150131e-07
"Dyrk1a",92.4884261894492,-0.948446587722325,0.168023850714755,-5.64471403129815,1.65456031800151e-08,2.85390868921617e-07
"Nt5c3",54.9000793301083,-1.52817941255393,0.270812877737091,-5.64293480178409,1.67175666283935e-08,2.879952193323e-07
"Ccne1",41.26879008449,-1.46998815995574,0.260809045492458,-5.63626218247192,1.7378074168053e-08,2.98998694645824e-07
"Lpar1",24.6434388519448,-3.28749479560451,0.58365189856737,-5.63262931838993,1.77482667179246e-08,3.0498585987122e-07
"Apbb2",330.912795461494,-1.43562140699764,0.254894178068327,-5.63222517625648,1.77899194806255e-08,3.05319493086235e-07
"Eif2d",79.9104150883763,1.34361204718201,0.238584712518479,5.63159321064185,1.78552431289935e-08,3.06058037654283e-07
"Mib2",65.622106829898,1.42256830396393,0.252637394320866,5.63086991847759,1.79302926854718e-08,3.06961245101656e-07
"Nudt16",65.4543817959335,1.15990133407866,0.206023881106927,5.62993633479154,1.80276152863572e-08,3.08243035967229e-07
"Slc37a2",255.703904857846,1.96715287022953,0.349503376366647,5.62842308042794,1.81864569470644e-08,3.1057220632238e-07
"Slc5a3",16.6935694209741,2.42296099307976,0.430762165886156,5.62482312738698,1.85698144815323e-08,3.1647912141162e-07
"Usp7",201.590293188871,-0.842538043302605,0.149791389294824,-5.62474283247548,1.85784538862175e-08,3.1647912141162e-07
"Psmc3",593.553609899585,-0.609476389596449,0.108436410434805,-5.62058802161182,1.90308599550968e-08,3.23784023771349e-07
"Kxd1",123.340036462407,0.969295255578957,0.172572875747093,5.61673004162872,1.94605106372944e-08,3.30684172091649e-07
"Tmem132e",3.95908688138918,-7.136315006674,1.27074216264747,-5.61586387580483,1.95582594222475e-08,3.31934365719973e-07
"Bnip3l",178.371995332763,1.40863325105723,0.250910856978642,5.61407851385695,1.97612478448723e-08,3.34965349271724e-07
"Vps37c",236.406029035456,-1.4555195952644,0.259298884511076,-5.61328907376085,1.98516547893878e-08,3.36082885645246e-07
"Fzd5",36.9131109653348,-2.10649761224337,0.375519648224818,-5.60955364706307,2.02849110690484e-08,3.42994863273441e-07
"Srgap2",117.877446316713,-1.40045985145098,0.249723584351924,-5.60804000585456,2.04630733126696e-08,3.45581791614949e-07
"Tmod3",327.849517447313,-0.958178937392136,0.170868052493388,-5.60771263796792,2.05018052879856e-08,3.45810548653615e-07
"Trim12c",56.5584977316262,-1.65465225909722,0.29524092241099,-5.60441366184957,2.08961117444124e-08,3.52028974540838e-07
"2200002D01Rik",39.1365932723354,-2.11783665058286,0.378165407799774,-5.60029184822792,2.13991222543341e-08,3.60061211460792e-07
"Gch1",54.1115074382636,-2.18867005235689,0.39120424890195,-5.59469908238511,2.21004744796984e-08,3.71406994622104e-07
"Mir22hg",377.933408754898,-1.87336587304295,0.335765521434226,-5.57938726120789,2.41367324686571e-08,4.05131218575381e-07
"Sp110",295.412674693371,-3.37728525700903,0.605615695876893,-5.57661447680766,2.45244547439045e-08,4.11136463533344e-07
"Pkd1",76.2201082200905,1.06501058504333,0.191056393356411,5.57432581204745,2.48490295244707e-08,4.16069726062175e-07
"Slc6a13",55.771913922678,2.48160905563998,0.445241155950198,5.57362908274715,2.49486636247683e-08,4.17229173651728e-07
"Hmgn3",15.4057771640629,-2.33487883169897,0.418993056882981,-5.57259552000421,2.50971803036853e-08,4.1920229388029e-07
"Plk2",449.036757371364,-1.4526672375072,0.260837741695628,-5.56923713594454,2.55857070179011e-08,4.2684296155016e-07
"Tox4",79.4240526960023,-1.26051534884949,0.226354475257104,-5.56876707393453,2.56548164956611e-08,4.27476493307557e-07
"AI837181",150.749859739386,-1.34333000198944,0.241317805240428,-5.56664271271266,2.59694103298214e-08,4.32193944034482e-07
"E2f1",60.6556152171432,1.61844816351595,0.290753803980276,5.56638689282889,2.60075459737205e-08,4.32304608013538e-07
"H3f3b",1393.68765148444,-1.55379539041631,0.279364170848269,-5.56189931478446,2.66854247857402e-08,4.4303613338357e-07
"Ino80",93.7807243414326,-1.35580884582148,0.243808337548637,-5.56096177617803,2.68291960195952e-08,4.44885098247635e-07
"Bcl9",45.1305236360717,-1.75352827935845,0.315386915039736,-5.55992717433288,2.69887242818739e-08,4.46990572243822e-07
"Dbp",33.0376592315428,3.76848426677362,0.678036075082403,5.55794065428691,2.72976159591486e-08,4.51561767613386e-07
"Cerk",349.157362041749,2.23362873706257,0.401903556359926,5.55762371772156,2.73472139120847e-08,4.51837842374156e-07
"Iqsec1",109.643095437616,1.6123465880995,0.290236668045515,5.55528217353518,2.77163654608643e-08,4.57042628615772e-07
"Pdcd10",151.004721964336,-0.973777639506978,0.175291074177891,-5.55520378931991,2.77288062372133e-08,4.57042628615772e-07
"Tlr2",983.858205601955,-2.83196313580855,0.509862886609786,-5.55436218281943,2.78627239652049e-08,4.58699280626215e-07
"Utp11",198.80057576272,-0.841029454525617,0.151456724974496,-5.55293569610225,2.80911433447515e-08,4.61905866016093e-07
"Lrch3",146.485854886652,-1.30356288991467,0.234779533192102,-5.5522850403151,2.81959334695637e-08,4.6274513202206e-07
"Mcm6",105.489790174822,-1.17972524814456,0.212478865997927,-5.55220041581017,2.82095903497789e-08,4.6274513202206e-07
"Lamtor4",364.908788881453,1.33346154903495,0.240196965598082,5.55153369949816,2.83174111380365e-08,4.63959492750884e-07
"Nod1",103.782454201714,-2.88193123448216,0.519288495901041,-5.54976907293428,2.86047183406856e-08,4.68108203596679e-07
"Vrk2",90.9504861640636,-1.19173046577915,0.2149552335432,-5.54408676697628,2.95492290140021e-08,4.82989183764582e-07
"Cptp",70.2254232773744,-1.32572637485164,0.239144359822349,-5.54362384225356,2.96274953916478e-08,4.83692641768519e-07
"Bcl10",423.25063526954,-1.1073193966995,0.19978967982008,-5.5424254030373,2.98310502080429e-08,4.85860402558041e-07
"Blvrb",1846.05153590213,-1.15465935212374,0.208326464854671,-5.54254762077029,2.9810229563778e-08,4.85860402558041e-07
"Optn",58.0296202742722,-1.59233389197281,0.28769725294093,-5.5347552877043,3.1166318304985e-08,5.07006576217351e-07
"Egln1",148.362542992702,1.26406254923188,0.228638718626892,5.52864605270406,3.22711694816946e-08,5.24358765661144e-07
"Prrc2c",133.505067679576,-1.42170869854872,0.25720462387873,-5.52753942409311,3.2475326508385e-08,5.27052284822844e-07
"Ifi213",27.183590008114,-3.33874339451412,0.605898087375073,-5.51040424797927,3.58010523338605e-08,5.80340553180526e-07
"Lrrfip1",178.688717394371,1.02936565522227,0.186857440806932,5.50882882039385,3.61228963677835e-08,5.84867178218947e-07
"Ccdc6",179.933169342354,-1.06675567841095,0.19367526151397,-5.5079604388917,3.63014958136947e-08,5.87066593076594e-07
"Ctc1",22.9581513184914,1.761665116844,0.320025268392689,5.5047688130749,3.69653029693254e-08,5.97098364433926e-07
"Agtrap",294.338724681434,-1.07549108699873,0.195453049446214,-5.50255465466498,3.74327128716862e-08,6.03937893922739e-07
"Garre1",82.7573654002726,-0.979434662773611,0.178084818416857,-5.49982121710664,3.80176528480534e-08,6.11937132009113e-07
"Ifi203",207.503642402755,-3.39708099642798,0.617670357595309,-5.499828435435,3.80160965560953e-08,6.11937132009113e-07
"Slc25a4",841.913353318619,0.596462805971306,0.108455799863428,5.49959344472492,3.80667929631934e-08,6.12010617546424e-07
"Tnc",12.741881648323,-3.44466559720825,0.626507850549043,-5.49820021279782,3.83687153110404e-08,6.1614322949776e-07
"Cxcl9",3.12137978583643,-6.60191373013279,1.20156925607073,-5.49440966201301,3.9201953317258e-08,6.28788340006953e-07
"Kars",225.140889826256,-1.20799876211647,0.219919635639201,-5.49290998325543,3.95364339634327e-08,6.33413346928741e-07
"Map2k4",155.22073510504,-0.886075022565157,0.161338582327261,-5.49202186968416,3.97358172065672e-08,6.35865699587607e-07
"Slc15a3",2517.46712188327,-1.71170066289744,0.311699070736074,-5.49151673392956,3.9849655811303e-08,6.36945022455402e-07
"Mtm1",122.304454039652,-0.855943477566518,0.155906256172156,-5.49011629540614,4.01669182412172e-08,6.41269520292922e-07
"Nfxl1",44.381036420707,-1.46319367503718,0.266651821599585,-5.48728175288588,4.0816582887997e-08,6.5088464930569e-07
"Dusp28",54.4966876096342,-1.93807401708482,0.353236516121977,-5.48661853639045,4.09700536801665e-08,6.52574056877826e-07
"Arl6",20.0041184432064,2.55635342400323,0.466008596221253,5.48563576880783,4.11984991332415e-08,6.546937420132e-07
"Rps6kc1",86.6867430119868,-1.38313599226481,0.252130161771887,-5.48580139141066,4.11599136242328e-08,6.546937420132e-07
"Atg2b",65.2661137766243,1.30840012585923,0.239106569701978,5.47203754162847,4.44890554601009e-08,7.06079448229492e-07
"Kdm4a",166.127298928647,-1.82909926144607,0.334279291031514,-5.47176959662042,4.45563875352481e-08,7.06079448229492e-07
"Zmynd8",174.118027820174,1.51525477724607,0.276928287755812,5.47165040280095,4.45863715670043e-08,7.06079448229492e-07
"Tmem140",105.88890073623,-1.42613365756218,0.26076763171134,-5.46898266553594,4.52626008646109e-08,7.15962568975931e-07
"Kcnab2",193.344040119162,1.27117763613071,0.232696729305668,5.462808351126,4.68660484752964e-08,7.38772497779356e-07
"Ptprj",76.7100537480539,-1.93202350275579,0.353646389620042,-5.46315064839644,4.67757314115321e-08,7.38772497779356e-07
"Ulk2",47.2966681124002,1.34163570235804,0.245594431239379,5.46280994885573,4.6865626512866e-08,7.38772497779356e-07
"Rap1b",1439.59251491139,-1.34201527614163,0.245711688249256,-5.46174781388608,4.71469517860359e-08,7.42348220209028e-07
"Zer1",48.4629479168333,1.47681330696183,0.270426343974499,5.46105562519119,4.73311705541767e-08,7.44395156596616e-07
"Atg16l1",143.76222222488,-1.02008702547099,0.186867386767386,-5.4588820613241,4.79141887674998e-08,7.52702301805231e-07
