"","baseMean","lgFC_Treatment_6H_vs_Control","lfcSE","stat","pvalue","padj"
"Haus8",59.4597277110542,-1.73476799124876,0.450144396800912,-3.85380336526992,0.000116297007927455,0.0010357413207827
"Garre1",82.7573654002726,0.777759993880565,0.202062874271176,3.84909893361599,0.000118553121498943,0.00105507138547867
"Tulp4",142.86088113136,0.731160892648429,0.190010004631504,3.84801260368582,0.000119079928421584,0.00105899456921924
"Acad11",47.2725697024474,-1.07419555224481,0.279223789012607,-3.84707748592407,0.000119535173297551,0.00106227613961467
"Smim24",35.7897966515686,-1.29542709230933,0.336803699237783,-3.84623772019428,0.000119945395895415,0.00106497286392522
"Tshz1",127.892348240857,1.07426309841792,0.279312131669745,3.84610253767322,0.00012001155598995,0.00106497286392522
"Ctdspl",35.0925483191412,-1.7931717407573,0.466254002476656,-3.84591173744847,0.000120104994673768,0.00106503471518848
"Zc2hc1a",30.4329619640989,1.22336205423574,0.318319841112621,3.84318504922513,0.000121447825293507,0.00107616752815836
"Msi2",27.2022445801683,1.30250566160844,0.338996443886898,3.842239896897,0.000121916585322255,0.00107954463077945
"Plekhg3",16.3974305458948,-2.62385084789178,0.683047646834855,-3.84138772756238,0.000122340691106556,0.00108252176175248
"Dtnb",42.6756139055778,1.29209947794175,0.336413872722595,3.84080319721894,0.000122632402705577,0.0010835461292142
"Gm47815",7.6667335936828,-3.65871586145689,0.952570783546275,-3.84088607865554,0.000122591000619176,0.0010835461292142
"Gm29367",6.0357790314253,2.80564564315468,0.731011438191701,3.83803248016883,0.000124024080132072,0.00109505705733816
"Esyt3",9.57365698122692,-2.89361572771591,0.754116466514921,-3.83709394530063,0.000124498854052023,0.00109846159409654
"Pttg1",303.399849185,1.72451640030078,0.449461074622474,3.83685372921179,0.000124620646546764,0.00109874910774266
"Apaf1",108.467974063873,0.866750104591385,0.226080373842897,3.8338140098516,0.000126171555925076,0.0011116273636117
"Snx15",77.4220556640171,-0.89754346462125,0.23418594474531,-3.83261030288295,0.000126790718729378,0.00111628397611847
"Nol7",287.875500803469,0.750638895268168,0.196032207404063,3.82916106087071,0.00012858083872118,0.0011312358503777
"Adamts1",17.4402105481129,2.03596130363151,0.531838494426081,3.82815709086377,0.00012910634743209,0.00113504845204928
"Ifi213",27.183590008114,2.48681830918271,0.650162601683959,3.82491749408794,0.000130815888472079,0.00114925770207603
"Snrpf",204.891046598819,0.719694638887696,0.188183290004971,3.8244343526393,0.000131072663561837,0.00115069279906711
"Pnpo",23.8049446267595,-1.57566569995817,0.41202786330434,-3.8241726841525,0.000131211930658753,0.00115109497857825
"Thada",18.7216873967426,-1.82110045682084,0.476268025865787,-3.82368825518015,0.000131470125051585,0.00115253916744511
"Celf1",96.6735112596693,0.768744572048986,0.201093526721619,3.82282107525612,0.000131933516758439,0.00115577889467546
"Ssbp4",123.148783579231,-1.22315307934072,0.319993952420951,-3.82242561175551,0.000132145349688477,0.0011568118494051
"Cct2",746.84580683756,0.558608389466122,0.146187089791691,3.82118824762234,0.000132810224910816,0.00116180649163816
"Eml4",45.1347544414713,1.01275705273876,0.265099210311285,3.82029449106832,0.000133292428061817,0.00116519718696763
"Cep131",8.29764938433525,-4.38427268417876,1.14772156616907,-3.81997935162345,0.000133462846388008,0.00116585948862489
"Dennd2b",3.59523495460866,-4.87921618678463,1.27790192896706,-3.81814603780162,0.000134458327684864,0.00117372304896844
"Angptl2",99.5825411717268,-1.55987402368197,0.408586918637147,-3.81772874394749,0.00013468589173193,0.00117487686151712
"Ncoa3",131.261471111506,0.948708114582362,0.248657563712501,3.81531975306918,0.000136006703434731,0.00118555878712356
"Cinp",92.4058604123205,-0.74364676117613,0.19493650524895,-3.81481529191484,0.000136284832371633,0.00118714305538996
"Gmppb",81.9346538636189,1.26946539171453,0.33288337936008,3.81354393287793,0.000136988160470956,0.00119202794092079
"Nup88",118.673950822741,0.894274116138864,0.234505148582439,3.8134519499664,0.000137039178724027,0.00119202794092079
"Tor4a",147.3820879401,-1.00170756257245,0.262846132958313,-3.81100361378086,0.000138403743676763,0.00120304792580571
"Misp3",5.60866119499948,-4.76741751508168,1.25137833480535,-3.80973314183456,0.000139116867428298,0.00120839383364904
"Gabpa",89.865617103584,0.799550320487649,0.209967469062837,3.80797236855947,0.000140110924248518,0.00121617072161311
"Optn",58.0296202742722,1.20050762647285,0.315319333694577,3.80727566688214,0.000140506096274429,0.00121874196324798
"Dchs1",4.13402615171555,-5.12160951680681,1.34624939080836,-3.80435419453117,0.00014217462593735,0.00123234684565119
"Cldnd1",250.70981409988,1.21370417247493,0.31905468974135,3.80406310109044,0.000142341895485776,0.00123292906237574
"Ctu1",38.6456413098077,1.3908131783424,0.365695764071009,3.80319739791227,0.000142840445996085,0.00123550967228495
"Icmt",83.0066398992308,-0.894460485950494,0.23518097648185,-3.80328587512062,0.000142789417437722,0.00123550967228495
"Mcrip2",38.0993740939122,-1.5043198304141,0.39568900741916,-3.80177311527015,0.000143664257344463,0.00124176326856965
"Casp6",83.504226821906,-1.33126665603963,0.35029389660101,-3.80042778066431,0.000144446512263957,0.00124764915256323
"H3f3b",1393.68765148444,1.06989014094536,0.281660119448992,3.79851483070578,0.000145565720390185,0.00125643516331178
"Slc31a2",708.754366007616,1.73863217910766,0.458016061925514,3.79600700420504,0.000147045345345747,0.00126831759007253
"Trafd1",597.237487238388,1.34740069460567,0.355099086949463,3.79443581840984,0.000147979552701074,0.00127548226075516
"Sh3kbp1",317.945210884052,0.682439133668148,0.179926104872399,3.79288560796736,0.000148906763031905,0.00128257664354124
"Snph",4.1552979842185,-4.82745034298687,1.27285017402753,-3.79263046153493,0.000149059894195525,0.00128299840447679
"Ptov1",229.89288701755,-0.606905320539242,0.160035272297451,-3.79232222888472,0.000149245083842819,0.00128369531961732
"5830432E09Rik",35.0838291521676,1.33369255893638,0.351778142847081,3.79128887355615,0.000149867516996984,0.00128814948140395
"Lrrc75a",51.5475727164473,1.5820314628932,0.417380378570126,3.79038293154309,0.00015041521347665,0.00129195549818124
"Pomk",19.8679137728449,-2.05715509700411,0.543167024288804,-3.78733429132162,0.000152272172046409,0.00130699396731402
"Pacs2",303.414074735551,0.735893178218667,0.194340631288852,3.78661514752875,0.000152713344909677,0.00130986787552402
"Lamtor4",364.908788881453,-0.935974272567288,0.247385416014849,-3.78346584711812,0.000154659555094718,0.00132563795414171
"Acad12",13.7273545272605,-2.03713897615138,0.538544199867783,-3.78267740447584,0.000155150439399938,0.00132892069686303
"Fxr1",189.879848749047,0.66023236784554,0.174549150724939,3.78250117576314,0.000155260359718879,0.00132893804771191
"Cnpy4",51.387116601408,-1.17687629032573,0.311221694979075,-3.78147253007172,0.000155903427793125,0.00133351563897772
"Tox4",79.4240526960023,0.942237597135196,0.24920283105742,3.78100679328996,0.000156195411495086,0.00133416011330442
"Xylt1",25.0265989355576,-2.78456968308722,0.736449610916454,-3.78107292313189,0.000156153921478443,0.00133416011330442
"Mrpl41",138.359364537142,-0.894324742189774,0.236682496266124,-3.77858420583921,0.00015772252037941,0.00134449921183278
"Pdcd4",16.1762858987371,-2.07726920328728,0.549718782818479,-3.77878520474934,0.000157595285555859,0.00134449921183278
"Snta1",14.6421995962302,-2.42750642225668,0.64244099133724,-3.77856714467087,0.00015773332476239,0.00134449921183278
"4933439C10Rik",11.6713119572843,-1.91657197160828,0.507622248856552,-3.77558701559174,0.000159631285123872,0.00135958158822325
"Hcfc1r1",473.437040715707,-0.536739698061904,0.142166016395979,-3.77544304657808,0.000159723516940735,0.00135958158822325
"Psme2b",134.871918234962,1.26297830215805,0.334566898053646,3.77496491585232,0.000160030184926457,0.0013612512346265
"Gnpat",104.039574795917,-0.786230580498482,0.208299721374701,-3.77451575695663,0.000160318775345336,0.00136276491092374
"P3h2",3.8293456254824,4.92257123574807,1.30524507931785,3.77137697260711,0.000162349195610277,0.00137907244298744
"Pacs1",62.4567621303723,-0.850608422218019,0.22559029500193,-3.77058960896674,0.000162862309064352,0.00138247764351869
"Map3k1",18.5128899984911,-1.56568595717397,0.415266981455117,-3.77031169607495,0.000163043784922703,0.00138306494414114
"Gm26660",4.02006211868289,-4.38492279144978,1.16342946225163,-3.76896316770546,0.000163927072582876,0.00138960065588664
"Mnt",161.847587012685,-1.68174154042414,0.44631091290168,-3.76809415098173,0.000164498662944311,0.00139348695425383
"Lats1",79.6394550413613,0.96637334999571,0.256861446391152,3.76223588075613,0.000168401108204773,0.00142556457028054
"Prpf4",15.002642582025,1.71127663557411,0.45495077650427,3.76145447804957,0.000168928168698271,0.00142904413039602
"Tgs1",29.082578711075,1.13112473367091,0.30078009915907,3.76063688001081,0.000169481304095738,0.00143273934286013
"Ganc",40.4176409139287,-1.16659926870008,0.310330577665481,-3.75921469768156,0.000170447524419934,0.00143991917577526
"Casp9",55.2947940641483,-1.30937889727317,0.348394243625598,-3.75832529162076,0.000171054411239661,0.00144405564306985
"Atm",11.907236561887,1.75513289510587,0.467181727447871,3.75685261641941,0.000172063763046992,0.0014513209850221
"Gins4",63.8417760345426,-0.803769543914472,0.213954785573272,-3.7567261782009,0.000172150682724469,0.0014513209850221
"Orai3",108.220726724152,-0.859117218839815,0.228740231119485,-3.75586408492804,0.000172744428502466,0.00145533045544793
"Gbp2b",5.68724551143048,3.20424882952398,0.853356729819629,3.75487614681523,0.000173427214963776,0.00146008407840659
"Nisch",313.126689581362,-0.707260164059435,0.188386586150453,-3.75430214280007,0.000173825087094606,0.00146243415146466
"Clcc1",140.497925202676,-0.848940071723513,0.226470702122949,-3.74856466538719,0.000177849484567947,0.00149527105899208
"Calcoco1",41.545853686217,-1.07708562391651,0.287439374051271,-3.74717495635927,0.000178837354052489,0.00150255094806583
"Hps1",92.988544949266,-0.659567056531468,0.176026208092398,-3.7469821322587,0.000178974829249468,0.00150268096241697
"Osbpl9",414.365953270868,-0.615209148466549,0.16420764929961,-3.7465316085492,0.000179296420463898,0.00150435559322468
"Foxo4",34.0163902196836,-1.79213822297219,0.478891419405055,-3.74226421763546,0.000182369617972846,0.00152909910454156
"Calm2",1286.72768538041,-0.792916332564235,0.211893055936296,-3.74205907343476,0.000182518594716127,0.00152930716402621
"Gsdme",24.3702176018868,-1.70988143089045,0.457066710677948,-3.74098876803839,0.000183297713273448,0.00153479125383349
"Gprc5b",4.57549512043494,-4.69723107729919,1.25652187967464,-3.73828037002865,0.000185283255144706,0.00155036267229439
"Pias3",23.697171640752,-1.55433760449141,0.415874414226611,-3.73751678708574,0.00018584668514549,0.00155402146703123
"Bbs9",22.6305018449776,-1.578636744169,0.422561673408349,-3.73587299443379,0.00018706507134648,0.00156314822508453
"Sugt1",247.624825360291,0.519987676576702,0.139325558356454,3.73217723087355,0.000189831858296964,0.00158519254145336
"Gab3",8.33691072377725,-3.8192176899961,1.02356859713131,-3.73127673191612,0.000190511808957891,0.00158979264968452
"Cebpd",43.1534991715558,1.68842660796621,0.452698615520534,3.72969244897023,0.000191713631923761,0.00159873852701758
"Coq10b",119.609129047141,0.74701785645699,0.200357460942134,3.72842544991494,0.000192679889943818,0.00160570920462653
"Pdgfa",213.491587688549,-1.46746208101886,0.394400912596582,-3.72073703216775,0.000198642199575428,0.00165427719551761
"Ly75",106.840989438128,1.17784765694241,0.316638340870757,3.71985165695134,0.000199339823989453,0.00165896527843114
"Entrep3",34.613712387266,-1.52423196820041,0.409893959688416,-3.71860070677565,0.000200329424907954,0.00166607530492321
"Cul2",60.6718463870288,1.25108996420395,0.336489034619439,3.71807053272598,0.000200750225696035,0.00166844840074093
"Nudt16",65.4543817959335,-0.853874957085555,0.229830733514571,-3.71523400734141,0.000203015726909652,0.00168613938526378
"Dnal4",94.6700308489465,-0.942923139656535,0.253880666388604,-3.71404074626638,0.000203975929700211,0.00169297272649427
"H2-M2",2733.48478125028,2.74078065067613,0.738018764728703,3.71370049335215,0.000204250507790979,0.00169411010401447
"Gcdh",18.5910075053108,-1.4873053191632,0.400550722996786,-3.71315100378718,0.000204694669397913,0.00169665157669858
"Ift46",59.9824745667685,-0.866606361822322,0.233451194904699,-3.71215217885732,0.000205504360691811,0.00170221735752592
"Cav2",312.886252278572,1.03318390366626,0.278506137923854,3.70973477054477,0.000207476487031445,0.00171739777605263
"Slc46a3",43.9015089980355,-2.85688907254413,0.770156265697315,-3.70949273516257,0.000207674915918179,0.00171788578869322
"Foxo3",28.5688846615084,-1.54735207187674,0.417403349257257,-3.70709069448089,0.000209653876861527,0.00173192944420082
"Pcgf2",15.4816829140784,-2.17782346160524,0.58746053517073,-3.70718257860898,0.00020957785193891,0.00173192944420082
"Ppa1",154.027937365901,1.20100900937526,0.324093289811623,3.70575092768299,0.000210765346159603,0.00173994421491141
"Aaas",21.0538733079428,-1.37684770680972,0.371616431717884,-3.70502375377999,0.00021137092344247,0.00174292937244876
"Arl11",445.548417571468,-1.63734533950084,0.441955555311797,-3.70477374890264,0.000211579500177594,0.00174292937244876
"Psip1",36.7354686383343,1.06561082833791,0.287642375748448,3.70463783566375,0.000211692972410761,0.00174292937244876
"Stxbp3",552.04584056191,1.6040439120968,0.432973124664009,3.70471934797697,0.000211624911960355,0.00174292937244876
"Gm5150",29.7099073993589,-1.77878069241706,0.480222538514371,-3.70407581851519,0.00021216280042729,0.00174563073671538
"Fars2",59.0196508065651,-1.03170400987541,0.278627824784799,-3.70280323105652,0.000213230263447846,0.0017528222984884
"Timm23",49.7522336232253,1.01283678720322,0.273540448412367,3.70269476811105,0.000213321476449956,0.0017528222984884
"Itprid2",350.00330366508,0.921994169366289,0.249045657934983,3.70210899082204,0.000213814725359401,0.00175570398150116
"Septin9",166.976836349751,-1.27442160456813,0.344390240710752,-3.70051602489658,0.000215161490829099,0.00176558566458495
"Tardbp",175.725649491397,0.860929481619729,0.232720073674689,3.69942080210576,0.000216092058234653,0.00177204119925181
"Ppip5k1",27.1200558029637,-1.28283611134867,0.34683939199755,-3.69864594664532,0.000216752703346976,0.00177627614579155
"Ulk2",47.2966681124002,-1.00947939689793,0.273059238317014,-3.69692453227294,0.000218227181179105,0.0017871703394834
"Hacl1",13.882064519718,-2.23998995996815,0.605949341991578,-3.69666208829596,0.000218452803219453,0.00178782935365715
"6530402F18Rik",81.3975218348961,2.23562873129058,0.605225033292651,3.69388014095834,0.000220857935406585,0.00180631287543354
"Clmp",315.995366796182,1.69190965186272,0.458253972735072,3.69207852528723,0.00022242876096646,0.0018179529189276
"Sdc4",171.788899662307,2.40357789321008,0.651089059558621,3.69162691021024,0.000222824164167478,0.00181997694300452
"Asb6",160.648606873316,0.685748892065235,0.185879297827598,3.68921606698377,0.000224946119888671,0.00183609102628811
"Pgf",34.3135485009343,-4.19685594491974,1.13817568103143,-3.68735338038192,0.000226598577270128,0.00184835409022263
"Atp6v1h",596.640512551215,0.885206300202681,0.240152430974702,3.68601848671659,0.000227789811469699,0.00185684123618285
"Tmem181a",101.631956361755,-0.990006725600687,0.268613842941442,-3.68561320131408,0.000228152642161235,0.00185856884490736
"Samd10",18.5103334327749,-1.44883435657511,0.393161855461904,-3.68508372937897,0.000228627467761272,0.00186120589584639
"Dnajc28",18.4717906950204,-2.29562808661535,0.623083137225603,-3.68430462881258,0.000229327844775645,0.00186567441486237
"Lefty1",4.17139439182723,-4.36693773613129,1.18627866504284,-3.68120734597684,0.000232132129031101,0.00188724187014922
"Mtarc2",349.817373005054,0.53262769624836,0.14476285110355,3.67931200710717,0.000233864009520333,0.00190006794542344
"Nek4",18.2959363138861,-1.52138597875621,0.413653276732257,-3.67792560662089,0.00023513851414964,0.0019091635324859
"Dcaf13",130.718341767603,0.904164403097296,0.245985310585383,3.67568453964025,0.000237212497031967,0.00192473407506109
"Rtca",217.031078651213,0.714546468873838,0.194467058459066,3.67438307822322,0.000238424792763201,0.0019332970193972
"Fli1",64.6782655591827,-1.11559019632707,0.303678115733394,-3.67359430439325,0.000239162352750876,0.00193800177554772
"Senp1",41.5346786305221,0.894016030626681,0.243434828341201,3.67250666931528,0.000240182880901931,0.0019449918106963
"Zfr",121.120032975533,0.976049238557099,0.265822436956447,3.67180908328298,0.000240839574992931,0.00194902828198944
"Hnrnpk",831.876714382297,0.578477022193756,0.157565710961847,3.67133825413214,0.000241283756256485,0.00195134079173416
"Pgap6",40.5466343138373,-1.22978669553831,0.3353368055078,-3.66731797804314,0.000245107914926204,0.00198096731505647
"Wdpcp",10.0209047591958,-3.02762877651044,0.825642513351256,-3.6669971901294,0.000245415490801688,0.00198215252472419
"Dmac2",63.8282788385429,-1.00865942036814,0.275443439494452,-3.66194752076661,0.000250305142518961,0.00202032007890304
"Brd9",92.5482417452208,0.788168940831269,0.215264525260263,3.66139725009656,0.000250843461904964,0.00202333917503827
"Cox6a1",3224.89068842025,0.345198820545521,0.0942945129842453,3.66085798230059,0.000251372070705956,0.00202523576213787
"Vta1",269.450527901069,0.830523750053923,0.226868109116932,3.6608219343242,0.000251407443396022,0.00202523576213787
"Tecpr1",621.143870034416,-1.36067081732106,0.371861901489345,-3.65907561885592,0.000253126646891261,0.00203775222860109
"Ptpn7",218.510421889099,-1.15616951438787,0.316161206697722,-3.65689872727893,0.000255285180851081,0.00205378678807496
"Xrcc1",57.2133459089869,-1.28159448751204,0.350590382172977,-3.65553236106666,0.000256648829110591,0.00206340967895244
"Cul7",19.0940754657059,-1.68421452048596,0.460753286474275,-3.65534998865384,0.000256831354571058,0.00206353019846818
"Piezo1",383.406984336489,1.50703532226562,0.412466402067664,3.65371655657518,0.000258471593550741,0.00207535503113721
"Sipa1",177.084412614283,-0.571100916558046,0.156334172784831,-3.65307793161815,0.000259115546578347,0.00207917015453127
"Rock1",60.3440219036054,0.969414235438993,0.265402635217817,3.6526172192804,0.000259581036377532,0.00208154923506645
"Anxa5",3878.34885344683,0.827757392353153,0.226668837615544,3.65183587237133,0.000260372278570069,0.00208653568975116
"Ctdsp2",221.390832360363,-1.15232736357822,0.315601043739842,-3.65121531260876,0.000261002307955284,0.00208886642435688
"Wdr90",7.8414819974325,-2.55095932640133,0.698644456597887,-3.65129831391415,0.000260917957339705,0.00208886642435688
"Cnpy3",223.381766462411,-1.2952572274778,0.354864389141131,-3.65000621959469,0.000262233959142558,0.00209736082776551
"Fam98c",43.7088134420204,-0.923935412527262,0.253188165274198,-3.64920458081703,0.000263053555991793,0.0021025507132712
"Map2k6",3.09827033057782,-4.55044999410745,1.24724397552235,-3.64840406801861,0.000263874397691219,0.00210774381087078
"Lrrc14b",8.58703883795785,-4.67896982678867,1.28267176709912,-3.64783099371603,0.00026446349932182,0.00211108031182557
"C2cd5",23.7749763424234,-1.22886065943809,0.33693227385063,-3.64720377004572,0.000265109677840587,0.00211213189001456
"Jund",445.458342384099,0.879155509777727,0.241028138396912,3.64752230019708,0.000264781336887156,0.00211213189001456
"Naxe",150.331656041389,-0.732388520875922,0.200801999719474,-3.64731686885134,0.000264993051886882,0.00211213189001456
"Rab3d",70.9769029946716,-1.07512990417538,0.294892094066617,-3.64584173603686,0.00026651797313214,0.00212197923404562
"Slfn2",880.170893145827,1.88072673546349,0.516004811329289,3.6447852697701,0.000267615148312466,0.00212933836031307
"Cideb",16.9312472784886,-1.69961835124371,0.466405441210792,-3.6440791660395,0.000268350819483148,0.00213243680230576
"Hnrnpd",219.684638864732,0.956667340794013,0.262525245393541,3.6440965491144,0.00026833268577028,0.00213243680230576
"Slc38a10",285.783471004686,-0.631621166144472,0.173356505432334,-3.64348118675599,0.000268975320671652,0.00213602129252917
"Atmin",68.3469474619255,-0.808081245776955,0.221941719398765,-3.64096145585439,0.000271621802656741,0.00215425997638318
"Tcerg1",114.99054270028,0.902585317728247,0.24789375988286,3.64101669261363,0.000271563526567948,0.00215425997638318
"Trim34a",39.0143627239733,1.474636869578,0.405177514660627,3.63948347630579,0.000273185465781205,0.00216526729860174
"Ulk3",19.4438292568008,-1.46099871119191,0.401814689410289,-3.63600124558936,0.000276902992042926,0.00219332099870914
"Fut7",11.2759373915871,-2.95016526686239,0.812026043385679,-3.63309193207881,0.000280045184922751,0.00221678441047142
"Eif6",565.662700296215,1.34365820685579,0.36986076327428,3.63287577455022,0.000280279973526728,0.0022172180050923
"Kdelr1",385.931239913751,-0.391055450086218,0.107678685571735,-3.63168855572351,0.000281572813373323,0.00222458777570187
"Stra6l",57.1671453085405,-1.19240559879698,0.328324192686098,-3.63179328651241,0.000281458540865506,0.00222458777570187
"Herc1",99.356184014528,1.0465432725724,0.288238704869665,3.63082145073343,0.000282520589123795,0.00223064493348576
"Ino80",93.7807243414326,0.957420933419436,0.263706989204077,3.63062403582526,0.00028273678779815,0.00223092185477887
"Crtc3",84.5548495439857,-0.716439316705429,0.197359497893284,-3.63012332496317,0.000283285836054807,0.00223382307470362
"Adora2a",76.1038738506612,2.60360437318949,0.717392905651251,3.62925860108127,0.000284236391322754,0.00223988460135788
"Rpe",84.427898192448,0.860244135323839,0.237050788866145,3.62894441076756,0.000284582507331123,0.00224117822429504
"Tmbim4",662.750567264683,1.00473034736781,0.277066871085795,3.62630993532493,0.00028750025530997,0.0022627096770945
"Neil2",9.06809293988303,-3.93996161412492,1.08677737677884,-3.62536219313178,0.000288556741024779,0.00226957431622107
"Jmjd8",45.7728661878687,-1.08295253995572,0.298858424118677,-3.62363063095613,0.000290496380881354,0.00228191576742069
"Peak1",45.6841590255855,-1.34137662421575,0.370169176719559,-3.62368535409415,0.000290434895347648,0.00228191576742069
"Cbx2",9.26206862685375,-2.76159515285536,0.762519435739295,-3.62167182030957,0.000292705297967914,0.00229780188341032
"Rassf5",57.8545118067551,-1.50372976626946,0.415412804170377,-3.61984452855893,0.000294780079132492,0.00231261543609867
"Bace1",18.7788835350817,-1.95233601347603,0.539406862667094,-3.61941263376353,0.000295272478700516,0.00231500389570608
"Arl2bp",125.447528893434,-0.64758240559701,0.179005358900634,-3.61767049642622,0.000297266506555332,0.00232915493717686
"Fbxl6",37.2464965935013,-1.03738806804907,0.286805307124919,-3.61704627591577,0.000297984045312854,0.00233329274387693
"Slc35f6",161.544427853213,-1.19810738796835,0.331368329383422,-3.61563638322852,0.000299610684786221,0.00234453926589065
"Tmem35b",65.739702837712,-1.08745974391225,0.30099160816406,-3.61292379726251,0.000302763701716875,0.00236770826288683
"Inpp5a",55.5384098949867,-1.11252106681229,0.307964547194734,-3.61249720770235,0.000303262373317391,0.00237010320567912
"Nfkbiz",225.37554646993,2.84117060370054,0.786620404548043,3.61186995312301,0.000303997013991139,0.00237283347359244
"Usp7",201.590293188871,0.590289505000732,0.163423953555643,3.61201336865068,0.000303828898891729,0.00237283347359244
"Ikbke",398.342339704069,1.2059763217655,0.333998726136432,3.61072132135282,0.000305346613606864,0.00238051785734813
"Madd",55.0975147458261,-1.40699466979559,0.389673319373428,-3.61070311936664,0.000305368045352768,0.00238051785734813
"Pycr2",132.462412232729,-0.562983386003613,0.155986136677624,-3.6091885983889,0.000307156245709654,0.00239294337660076
"Mycbp2",200.083141652938,0.738138345365594,0.204621593977049,3.60733357129643,0.000309359842483472,0.00240858734504989
"Midn",145.715748163385,-0.870354642183357,0.241410639594189,-3.60528700659765,0.000311808137087584,0.00242611549242436
"Vsig10",11.5821119615092,-2.65339810796388,0.736779716078551,-3.60134521901114,0.000316574876467041,0.00246164946555842
"Polr3g",6.83124243985917,-2.95518815356165,0.820637422130434,-3.60108870722684,0.000316887424060822,0.00246252517486255
"Ankfy1",379.103119163748,0.86687960406728,0.24077071795161,3.6004361802896,0.000317683800089311,0.00246715722931907
"Rap1gap",16.6845306632202,-2.02868406832612,0.563537697403088,-3.59990836047839,0.000318329347616319,0.00247061283843113
"Agl",48.3378598399541,-1.0318319812223,0.286779562778935,-3.59799691171748,0.000320677425744054,0.00248618957259488
"Rras2",38.3244610692418,0.997918646484639,0.277357863632213,3.59794610982409,0.000320740052841867,0.00248618957259488
"Ccdc34",45.7960742785259,-1.25098257758931,0.347725408488895,-3.59761624272925,0.000321146982001252,0.00248777822472291
"Csde1",1060.13943182628,0.480706464758824,0.133648787545353,3.59678881932017,0.000322169831654156,0.00249413313418242
"Trim36",34.2376288745065,1.59755374475793,0.444309196166922,3.59559009478108,0.000323657088593128,0.00250407309057887
"Trerf1",74.4815165016597,-1.99300127062463,0.554332004852061,-3.59532058979081,0.00032399234690341,0.00250509336899517
"1110032F04Rik",6.16201687584914,2.61982412515896,0.729081541372587,3.59332115338815,0.000326489771376174,0.0025212379398372
"Tada2a",11.1665539560021,-1.97673124535896,0.55008999912446,-3.59346879329781,0.00032630474535204,0.0025212379398372
"Brd2",891.927394956668,1.17404186222153,0.326842594754508,3.59207117145597,0.000328060219394668,0.00253177802148128
"Dync2i2",19.736032778059,-1.79318493510738,0.499261629955728,-3.59167383895773,0.000328560897512399,0.00253246844471853
"Galnt12",10.9934230440955,-2.3588628413617,0.656734539272016,-3.59180566926856,0.000328394699108995,0.00253246844471853
"Tle6",14.5579015691144,-1.89047588274019,0.526558386214201,-3.59024930992393,0.000330361828369453,0.0025447571232186
"Gid8",108.700276016066,0.60324659903995,0.168047756009231,3.58973314113646,0.000331016660804207,0.00254820763195339
"Cct6a",466.369741838416,0.635646472806833,0.177087384267065,3.58945091112881,0.00033137522254938,0.00254937452600919
"Mamld1",12.8560602836049,2.06810334805564,0.576297342754877,3.58860469175422,0.000332452489633188,0.00255606573958301
"Stk40",178.795953224817,1.58534697512506,0.441834448989196,3.58810178507341,0.000333094259128305,0.00255940236411936
"Polr2c",222.666057891487,0.887010202874699,0.247237601319418,3.58768325748609,0.000333629234359036,0.00256191476284304
"Spaca6",52.8120067133874,1.88700915075683,0.526082411960757,3.58690788335573,0.000334622467211619,0.00256794076551122
"Sh3glb2",124.282406980589,-0.708814728055868,0.197625733125667,-3.58665198527128,0.000334950872364292,0.00256886045760335
"Ttll5",14.5111754955181,-2.07200789902304,0.577782568600997,-3.58613778196884,0.000335611683876505,0.0025723267643478
"Rrbp1",692.153465953081,0.777727724790579,0.216888656447352,3.58583863964949,0.000335996677853939,0.00257367604547697
"Gtf2b",272.901569815298,0.47882182428315,0.133634099688279,3.58308115518472,0.000339565052248317,0.0025977781046848
"Sf3b4",238.617962829073,0.836061891850802,0.233333736973949,3.58311619525532,0.000339519486415753,0.0025977781046848
"Tbk1",524.367488602089,1.0430816419959,0.291156835340288,3.58254217448408,0.000340266659741526,0.00260152976290278
"Ptma",707.247734299768,0.876820776383608,0.24484477682683,3.58112918620172,0.000342112433001642,0.00261401912982707
"Tm9sf4",267.404682116379,0.491305702472182,0.137224922533667,3.58029498870108,0.000343206530311976,0.00262075315179951
"Zscan29",74.2211987800002,0.735034841802196,0.205380393811386,3.57889488943734,0.000345050200153021,0.00263319908010208
"Hmg20b",338.205008090276,-0.882989950042441,0.246927174340619,-3.57591242195327,0.000349008485006961,0.00266130025119384
"Nampt",16.6357827368715,1.73313943912611,0.48468641206902,3.57579539258738,0.00034916466720218,0.00266130025119384
"Tbc1d16",8.88773799014408,-3.10436450270584,0.868369874615618,-3.57493343960139,0.000350317006890039,0.00266843201846915
"Dcun1d2",79.2440162368024,0.735110398836218,0.205661184031715,3.57437599271458,0.000351064147303631,0.00267247039699557
"Ppm1f",41.8626139704399,-1.07960395525823,0.302112574516073,-3.57351545855894,0.000352220439257209,0.00267961652274925
"Elp2",106.359878184189,-0.841146136125876,0.235426258967094,-3.57286455562056,0.000353097416686346,0.00268463017365785
"Macroh2a1",926.996160587285,0.742042228402623,0.207762400957437,3.57159055239567,0.000354819825805246,0.002696061563506
"Gsn",724.755509752748,-0.576144375412204,0.161500587285479,-3.56744446008591,0.000360479752841628,0.00273737923289169
"Ghitm",368.596002484418,0.908312334764159,0.254798454046807,3.56482671043719,0.0003640966654875,0.002763141484171
"Zfhx3",44.2356249618011,-1.98498987021512,0.556868505674519,-3.56455761097633,0.00036447039410621,0.00276427453460973
