"","baseMean","lgFC_LMoDC_vs_CD3_CD28","lfcSE","stat","pvalue","padj"
"Dut",333.954109114594,0.362778081974965,0.126139177768083,2.8760143231785,0.00402731436557749,0.014146447935757
"Slc30a9",124.40214006513,0.525700545525689,0.182822706605571,2.87546637551896,0.00403431112589721,0.0141678589338647
"Crnkl1",91.3967141909282,-0.594853009701933,0.206881071506349,-2.87533801604308,0.00403595174634424,0.0141704546573118
"Gpr83",1.93724561513004,-3.58015293360937,1.24516757567119,-2.8752378423278,0.00403723253259041,0.014171786105357
"Mtfr2",23.0861212608331,0.944230482246541,0.328734068385159,2.87232317260236,0.00407466040972817,0.0142999747668045
"Cept1",17.8862389443976,-1.22790631076109,0.427636867029539,-2.87137617317797,0.00408688863873219,0.0143396880607659
"Glis3",4.12785371502649,3.35845949624623,1.17016636443768,2.87007010140831,0.00410380807030535,0.0143958400038228
"Scamp2",348.031068675606,-0.355399694396306,0.123845843298054,-2.8696941692341,0.00410868982973637,0.0144097490927323
"Vps26a",228.965375281694,0.31009114103701,0.108074089263088,2.86924593259486,0.00411451740394994,0.0144269683409969
"Anapc2",247.832258913543,0.32856614094845,0.114516144806878,2.86916872291282,0.00411552197252279,0.0144272724991271
"Gm15349",2.2686625538444,3.27429045848733,1.14134139652277,2.8688089895476,0.00412020536746814,0.014440470049327
"Nploc4",129.058672196537,0.53518362590146,0.186562113261357,2.86866189788338,0.00412212175724112,0.0144439660949784
"Gm8662",1.83023161049092,3.70892953858773,1.29336732019246,2.86765366704627,0.00413527932184602,0.0144868410207483
"Tufm",116.609778902008,0.648242732410743,0.226079881817484,2.86731719425648,0.0041396788162112,0.0144990221283476
"Clcc1",106.357868889444,-0.55736441667903,0.194434835743162,-2.8665872272769,0.0041492379834838,0.0145292652845582
"Pomgnt1",64.0813779114146,-0.552676852164913,0.192814255768155,-2.86636924206199,0.00415209645533908,0.0145360365660301
"Zfp637",51.9684311677524,0.639146622080866,0.222997238361218,2.86616384479863,0.00415479149436462,0.0145422327989128
"Lypd6b",2.76888722548575,3.81569190638775,1.3314240824111,2.86587268233714,0.00415861458716099,0.0145443676167712
"Pom121",282.653603064554,-0.305351303250524,0.106551406305552,-2.86576511599372,0.00416002778834553,0.0145443676167712
"Ppme1",109.94806863298,0.478272979699101,0.166882862128441,2.86592028443879,0.00415798933219452,0.0145443676167712
"Sass6",22.3363928464975,0.887605399667508,0.309725665511863,2.86577929601223,0.00415984146704895,0.0145443676167712
"Zzz3",131.465988763262,-0.580690385810983,0.202611857196263,-2.86602370585099,0.00415663118293564,0.0145443676167712
"Atxn3",47.2019806255463,-1.03490229538988,0.361149771476285,-2.86557649243269,0.00416250696712332,0.0145465644767033
"Tlr7",6.37278630762579,-2.0359430314961,0.710478151740333,-2.86559555210671,0.0041622563949248,0.0145465644767033
"Armcx6",4.58465776728652,-2.24436998503194,0.783481284571862,-2.86461212185609,0.00417520315610915,0.014584448535751
"Mtx3",6.98620487730083,-1.76984634726932,0.617819912997079,-2.86466381228098,0.00417452174817771,0.014584448535751
"Carhsp1",66.5242582017395,-0.791416368298538,0.276355667784117,-2.8637602211827,0.00418644786381846,0.0146204785539574
"Psmc1",376.556771739031,0.381506776970608,0.133231979908508,2.86347750166733,0.00419018570220932,0.0146302818865012
"Cel",60.6950593569099,-3.23491078252138,1.12986650734667,-2.86309113641938,0.0041952987379518,0.0146448813817154
"Gm43499",8.02703467232477,1.52627837158274,0.533170211811392,2.86264749562315,0.00420117672029177,0.0146621440644463
"Gm3379",5.38348453233986,2.48910634896734,0.869597659417951,2.86236551123352,0.00420491673163199,0.0146719392018919
"Gm4204",61.3089057034843,1.13798198247621,0.397602499683251,2.86210972864301,0.00420831183564717,0.014680526796391
"H2-T24",14.4331549129543,-1.21161151423522,0.423338752475249,-2.86203780577838,0.00420926694422073,0.0146806006426016
"Smtn",9.39244556142525,1.41615863798526,0.494935366349604,2.86130015001785,0.00421907409123899,0.0147115407365097
"Akap7",11.7080856445819,-1.79664887280749,0.627955945706086,-2.8611065554723,0.00422165136548411,0.014717262766477
"Pstpip2",12.9839738732648,-1.31440916953812,0.459533205393768,-2.86031380128846,0.00423222000060758,0.0147477486306509
"Wls",29.0713886676975,0.818171140022475,0.286042835023938,2.86030985517958,0.00423227266829099,0.0147477486306509
"Gm4600",19.6305027372319,1.49003471547883,0.520956016918828,2.86019292816997,0.00423383353231627,0.0147499178400885
"Tasp1",21.1043722120319,-1.01911155933014,0.356395617471805,-2.85949520524271,0.00424315832582678,0.0147791282348042
"Nbn",98.0903470066853,-0.584079725718836,0.204300401001085,-2.85892598769659,0.00425077948757445,0.0148023931690702
"Parp10",300.014856824044,-0.414645896049543,0.145042871035529,-2.8587816353137,0.00425271417061462,0.014805850287462
"9330159M07Rik",2.61212805027442,2.73875818900137,0.958136381249514,2.8584220812383,0.00425753656699144,0.0148174882572104
"Treml1",14.4993507303554,1.25705354086816,0.439776492173298,2.85839184958709,0.0042579422646364,0.0148174882572104
"Gm49201",2.84495948268216,-3.3636949448787,1.17694435007206,-2.85798979762531,0.00426334098870478,0.0148329918108567
"Sirt4",9.50985909336411,1.43383721601141,0.501751510594603,2.85766397456828,0.00426772066969192,0.0148449438386562
"Rcl1",99.0363460008788,-0.544564989818422,0.190613429227055,-2.85690778465429,0.00427790102662563,0.0148770633268868
"Pbx1",23.1841742038944,1.01561402619628,0.355560394440143,2.85637557522525,0.00428507920012597,0.0148987303576156
"Gm12481",19.9047724218158,1.11349093726,0.390025134550759,2.85492097462526,0.00430475387724167,0.0149605187257046
"Naa60",258.861474682234,0.334239334395498,0.11707268519868,2.85497282161311,0.00430405119845386,0.0149605187257046
"Ubl7",17.9030067419779,1.3348881969445,0.467635289226526,2.85454974784392,0.00430978812867948,0.0149747037123591
"Rrm1",269.919244828749,0.348951758581118,0.122247308665134,2.85447395440815,0.00431081662863264,0.0149749672012103
"Nlrc3",28.8605533563883,1.0480208833045,0.367236369745302,2.85380471447138,0.00431990772720765,0.0150032323384837
"Slc23a2",79.6996710191988,-0.527185115290251,0.184808523576659,-2.85260173658373,0.00433629295344506,0.0150568122233715
"Afg2a",38.6588057698142,-0.801629351418489,0.281058096897304,-2.85218380209625,0.0043419986275444,0.0150699660910511
"Slc25a30",29.1293530580849,0.841477859828526,0.295027194237138,2.85220439425717,0.00434171734242773,0.0150699660910511
"Rell2",14.7252209887433,1.02645444393648,0.359974081377128,2.85146763903013,0.00435179156753139,0.0151006206732949
"Utp23",87.9929863350963,-0.480811701223688,0.168658998333673,-2.85079186983225,0.0043610505109379,0.0151294091770984
"Gigyf1",78.2104433916702,0.69237560290336,0.242890597640427,2.85056568524874,0.00436415352936318,0.0151368334792718
"Npas4",1.41838976102413,-4.50238581165322,1.5798080400163,-2.84995752497041,0.00437250678710295,0.015162460663241
"Ptk2b",786.611802177984,-0.458451412541942,0.160882729240602,-2.84959992104759,0.00437742534468596,0.0151761687236697
"Zfp827",14.4503118338221,-1.1445734366034,0.401772763924906,-2.84880793168283,0.00438833638653084,0.0152106416008552
"Cideb",3.08553849009269,3.37213191996377,1.18397248575524,2.84815057827356,0.00439741129714052,0.0152387363711975
"Orc3",23.3285438190532,-1.01685167960635,0.357031710998432,-2.84807104882293,0.00439851037162438,0.0152391854819404
"Gm11557",1.40008400394067,4.06514224836955,1.42742196414953,2.84789105847309,0.00440099870672716,0.0152444466000538
"Zfp619",9.05057376774331,-1.66928484039479,0.586412519101091,-2.84660505364659,0.00441881465539326,0.0153027864217067
"Gm16096",6.70487995900002,2.51419716625913,0.883278463775443,2.84643775363045,0.00442113718121421,0.0153074571258824
"Stam",27.6972516674271,0.724700648664834,0.254609038235821,2.8463272697869,0.00442267156866651,0.0153093975749546
"Gm5312",2.35856395413242,2.73909229515872,0.962576288463841,2.84558463363978,0.00443299774835593,0.0153417638939689
"Prok2",4.23361881398815,2.75585053757918,0.968664451345609,2.84500017911355,0.00444113980891493,0.0153665588061487
"Pigk",131.168756952078,-0.444101762494097,0.156122446827752,-2.84457341988798,0.0044470935674906,0.0153837728405336
"Phldb3",47.5184014062183,0.783900668461619,0.275729320673972,2.84300801432909,0.0044689946652614,0.0154561335848722
"Arpc5",1005.94103686486,-0.312724704430858,0.110021884042636,-2.84238637751077,0.00447771886825396,0.0154828998878319
"Sprtn",50.936197046791,-0.596398896257093,0.209889438171665,-2.84149074604368,0.00449031551325483,0.0155230414675286
"Srek1ip1",66.7744469597365,-0.646449108057657,0.227541390868986,-2.84101765216804,0.00449698231228172,0.0155426703972639
"Hmgn3",144.342395630379,-0.480989033946609,0.169314925096742,-2.84079524396201,0.00450011956785944,0.0155500944135376
"Gm22716",8.91189933591956,-1.61421295912592,0.568381057835386,-2.84001892194201,0.00451108579220142,0.0155845621027723
"Pim1",655.904490795033,-0.532793382813157,0.187683033090536,-2.83879354483867,0.00452844458426392,0.0156410943572939
"Cgas",55.3852421117106,-0.780955224771185,0.275109396610627,-2.8387079263472,0.00452965972154844,0.0156418543855492
"Prickle3",34.2864044157202,0.746225810147794,0.262914292513188,2.83828544661703,0.00453566007544339,0.0156591347959356
"Trf",276.377780480294,0.766080830125333,0.269924203230771,2.83813315351485,0.00453782481402475,0.0156631682590371
"Lgr5",1.97810848823636,-3.42812784022303,1.20827219958064,-2.83721486053626,0.00455089754556021,0.0157048427044261
"Xlr4b",17.9011637557056,-1.09476763712543,0.386009305552167,-2.83611721629203,0.0045665682570591,0.0157554623425619
"Timm13",353.003814376801,0.423279285662992,0.149271122193225,2.83564080877663,0.00457338497039298,0.0157755186196198
"Zfyve21",11.5953817287466,1.19206021428971,0.42043481070998,2.83530331914406,0.00457821954217909,0.0157887303605777
"Ythdf2",98.6187462506029,0.415477983426784,0.146609269758669,2.83391346338943,0.00459817818143002,0.0158540826571394
"Gng12",296.551664724597,0.454240665984271,0.160293524957399,2.83380545848619,0.00459973245076631,0.0158559636828061
"Unc13a",2.39982731821323,2.67834110054634,0.945345169437395,2.83318854016074,0.00460861947958648,0.0158831154570532
"Wdr33",176.418256148041,-0.382009649168013,0.134879540612455,-2.83222827890279,0.00462248348359659,0.0159274041820813
"Gm9755",10.2645148503755,3.50971965955558,1.23958455459225,2.83136769214591,0.00463494049190149,0.0159668265597632
"Ccni",620.484915824211,0.484587159022991,0.171167472715549,2.83107036246479,0.00463925140459482,0.0159781754664387
"2810001G20Rik",25.0797040282487,-0.928535560016066,0.328115219574244,-2.8299070101683,0.00465615348927493,0.0160328755088527
"Rbm39",700.366492051722,-0.624100626537367,0.22058589982273,-2.82928612861889,0.00466519693900741,0.0160604973027283
"Wdr83",54.231526519261,0.639966732300671,0.226205731987043,2.82913579014579,0.00466738908411803,0.0160645257309506
"Pccb",49.9180518538865,-0.718424489555578,0.254000901308317,-2.8284328356911,0.00467765152331165,0.0160963231819036
"Abracl",341.459931152324,-0.508102976235144,0.179686415026872,-2.82772059400905,0.00468807037823023,0.0161286448403154
"Ddt",203.113750734817,-0.395791884226536,0.139977032430165,-2.82754875821502,0.00469058718026074,0.0161310292987442
"Lix1l",2.95096371878347,2.90904112134162,1.02882653174502,2.82753314731057,0.00469081588679684,0.0161310292987442
"Gm2991",3.20362690468977,2.41529714056586,0.854498400688084,2.82656718680918,0.00470498728241931,0.0161762237734797
"Gm13413",14.2551286512479,1.40625525888476,0.497563309328906,2.82628407786229,0.00470914804985941,0.0161869884530374
"Adam17",274.691115313175,0.328102057392627,0.116102983624988,2.82595715586772,0.00471395686827193,0.0161994570762134
"Gla",30.4609949685171,0.83990327741279,0.29722098486336,2.82585456675919,0.00471546680606655,0.0161994570762134
"Gnb5",5.75715917013055,1.89660064520355,0.671166492336437,2.82582737198512,0.0047158671404512,0.0161994570762134
"Ap1ar",107.703599385466,-0.595225869585471,0.210696367350876,-2.82504096804969,0.00472745711285054,0.0162321752636299
"H3c8",4.81960798172449,2.01477602938369,0.713170923706923,2.82509558705967,0.00472665130885515,0.0162321752636299
"Atrn",63.9326839579014,0.560292218868438,0.198351941193907,2.82473776407714,0.00473193259668184,0.0162439939915357
"Pttg1ip",153.2169131755,0.421717413522364,0.149304461902705,2.82454662203718,0.00473475594552923,0.0162501372724397
"Washc3",162.834267392099,-0.455394185811375,0.161264523768894,-2.82389564157331,0.00474438298645765,0.0162796236987836
"Gm10095",9.56163883818386,3.31472239135561,1.17385794693639,2.82378493923102,0.00474602187231631,0.0162816931058359
"Gm12109",2.40875230502489,2.74499096223013,0.972159074209693,2.82360267475942,0.00474872131158213,0.016287399148322
"Fars2",57.0867944611661,-0.620779866257393,0.219924786239954,-2.82269168869432,0.0047622343696794,0.016330183694806
"Aaas",77.0512719017975,0.545246426483024,0.193197575851044,2.82222188389886,0.00476921678461182,0.0163505602262406
"Mdfi",1.12467340255504,3.91828906450686,1.38865349798812,2.82164634315448,0.0047777833141578,0.0163763575916368
"Vcp",864.734592703031,0.313206041156112,0.11102304630148,2.82109031944242,0.004786072568741,0.0164011935269326
"Atad2b",61.5051509521269,-0.87158693792694,0.308986810547343,-2.82079010551615,0.00479055359519946,0.0164129712212163
"Zfp180",61.7391759400306,-0.658606411834555,0.233540137858779,-2.82009943932127,0.00480087697348864,0.0164447559699865
"Rps12-ps9",5.13310321652066,2.19572179091507,0.778899365237966,2.81900575210283,0.00481726548561835,0.0164972976401819
"Rps15a",50.2225522695686,1.9496784072867,0.691777081414156,2.81836224365962,0.00482693186841422,0.0165268007056421
"Senp6",261.077093766056,-0.415289475318486,0.147408878031979,-2.81726230375618,0.00484349512554631,0.0165798997993167
"Ankra2",92.0500742293214,-0.581424749945645,0.206426155944523,-2.81662344234081,0.00485313890164859,0.0166092946647102
"Chd3",268.841570173617,0.472756099513551,0.167878019090156,2.81606908442055,0.00486152114969729,0.0166343602420748
"Zfp560",23.8655820857385,-0.906753050114625,0.322091645620532,-2.81520201608366,0.0048746580473024,0.0166756800534377
"2900052L18Rik",1.21539254520988,3.86771624419917,1.37405162446725,2.81482600458972,0.00488036495010901,0.016687939232274
"Bysl",18.1624471345578,-0.969541748317202,0.34443334452557,-2.81488933556265,0.00487940332315925,0.016687939232274
"Fst",3.62509356390299,2.66432775484705,0.946742081352464,2.81420653768863,0.00488978007200462,0.0167164969447239
"Meis3",8.55146596336825,-1.59964976769199,0.568488854191675,-2.81386302633234,0.00489500809385815,0.0167307310779205
"Tyw5",37.6779363453405,-0.82738132196193,0.294046687213929,-2.81377535588416,0.00489634319133714,0.0167316562227453
"Ap1b1",189.954452221771,-0.420461681946496,0.14945983146242,-2.81320859144831,0.00490498216647359,0.0167575341610081
"Gm26510",12.0513388480108,-1.33759317094372,0.475644247246669,-2.81217144680412,0.00492082667645768,0.0168080127177832
"Kdm4c",82.3109490253804,-0.557419004020886,0.198229744498098,-2.81198467683156,0.00492368488461749,0.0168141218121448
"Tubb4b-ps1",4.83634153047186,1.89124873243942,0.67258602534842,2.81190607767935,0.00492488816461586,0.0168145779886179
"Cpb1",43.9287781804973,-4.21513441552808,1.49917886470915,-2.81162876208626,0.00492913573370642,0.0168217726005495
"Emc7",5.18140134181233,-3.10346354764523,1.10377840325354,-2.81167264959826,0.00492846329975312,0.0168217726005495
"Zfp1001",13.6985635732773,1.18770866892046,0.422459306204571,2.8114155647108,0.0049324034736748,0.0168292707190567
"Gns",562.714843796891,-0.371123028946239,0.132028629004903,-2.81092844592408,0.00493987704297082,0.0168474565498933
"Zbtb22",77.6605652908352,0.556665650086644,0.198031886917264,2.81098998122061,0.00493893237924848,0.0168474565498933
"Strbp",151.868857151913,-0.497134426240129,0.17695838495558,-2.80932958539896,0.00496447942631977,0.016927690260807
"Tbxa2r",39.5673084469881,0.784896812212341,0.279437305055819,2.80884763061809,0.00497191718539768,0.0169493745906021
"Pdlim2",200.507252212767,-0.319635028515898,0.113821282578306,-2.80821847439645,0.00498164179162957,0.0169788437386438
"Gm11992",2.0112406036095,-3.20390716179208,1.14110147467083,-2.80773203164627,0.00498917232161269,0.0170008236989876
"Arrdc3",18.0779310753211,-1.53318931600036,0.546191345548346,-2.8070553085405,0.00499966566776664,0.0170328878698795
"Tma7",195.795879449582,-0.37955675839728,0.135238832751007,-2.80656635876248,0.00500725979312085,0.0170550632043481
"Gm10432",5.2633826396616,2.36160477398697,0.841748015599765,2.80559589119349,0.00502236351600989,0.0171028015832235
"Fbxo28",60.4535533092517,0.528455019697429,0.188382692497461,2.80522065319006,0.00502821450907338,0.0171190175152966
"Rab3a",17.5566949720837,1.21604567156686,0.433526376627725,2.80500965368272,0.00503150727838471,0.0171265186030596
"Kifc2",8.73492784987516,1.68677412669673,0.601525128535748,2.80416236442644,0.0050447493586089,0.0171678751175521
"Cyfip1",194.132600651691,0.495066618893363,0.176568875157969,2.80381589592416,0.00505017330177632,0.0171788950726297
"Ssh3",27.4577142976789,0.968504364435253,0.345423386496364,2.8038181614129,0.00505013781857175,0.0171788950726297
"Tagap1",38.4043929773053,0.601125432099516,0.214438014122353,2.80325964852728,0.0050588923481345,0.0172048309866565
"Thg1l",7.59255570508195,-1.64282198300442,0.586172440482122,-2.80262576257118,0.00506884494904587,0.0172349499792455
"5830468F06Rik",6.6479124424042,1.55371148860559,0.554392561922641,2.8025475003079,0.00507007496639239,0.017235404065035
"Snx13",59.0942868617379,-0.890979867080346,0.318000217378678,-2.80182156611346,0.00508149705511822,0.0172704977750061
"Rpl18-ps1",264.6469523606,1.38804399678694,0.495656064171193,2.80041766281614,0.00510365254615209,0.0173420480702475
"Gm12967",6.24872175765929,2.2372435310529,0.799010681092038,2.80001705108019,0.0051099907333001,0.0173560813173605
"Rpl28-ps1",195.936292889317,1.69523436666146,0.605435803260671,2.80002331796617,0.00510989152844201,0.0173560813173605
"Nrp1",16.2808286518979,-1.37747552204011,0.491978745887968,-2.79986794867311,0.00511235153913946,0.0173603486376611
"Nln",49.0974771345953,-0.645553256677765,0.230585082050189,-2.79963148933137,0.00511609752824376,0.0173693168566876
"Brox",121.001537660966,-0.411360845210591,0.146974786490935,-2.7988531572792,0.0051284453943472,0.0173974751062814
"Fmo5",27.5707873507589,0.941287955759213,0.336300641427124,2.79894784548958,0.00512694177343662,0.0173974751062814
"Rbm18",78.836068996606,-0.531076351388491,0.189749436773141,-2.7988296588381,0.00512881860439647,0.0173974751062814
"mt-Nd4",508.748929392501,-1.23338597662324,0.440676683489908,-2.79884555464912,0.00512856613915825,0.0173974751062814
"Sart3",162.215212877694,-0.406640403244413,0.145335514646597,-2.79794243157438,0.0051429278148536,0.0174415711589393
"Pgm3",24.7276135884206,-0.842922364145594,0.301274405662362,-2.79785586927771,0.00514430625587901,0.0174424827515449
"Atp5f1b",2369.07327538915,-0.184354144139425,0.0659006620639803,-2.79745511449404,0.00515069233379715,0.0174603693756647
"Erich1",60.8936787965454,0.597975983184051,0.213847250658333,2.79627622680754,0.00516951961389203,0.0175204137151291
"Ggact",4.36509725503296,-3.1561268657479,1.12876214646649,-2.79609559518622,0.00517240985679542,0.0175264303813251
"Chi3l1",208.863351380763,0.798275157346714,0.285595676871736,2.79512339293997,0.0051879909241986,0.0175754373572151
"Metap1d",15.7584667909823,-1.29544630836369,0.463561398652187,-2.7945517295664,0.00519717251568009,0.0176027482813996
"Gmppb",68.868744626889,-0.522867748000804,0.187123074553688,-2.79424517392047,0.00520210220817644,0.0176156494205785
"Zfp239",9.91787339388901,1.2670732423318,0.453743452390487,2.79248821257121,0.00523043732381364,0.0177077846851231
"Dync1li1",143.014102875248,-0.445944636258023,0.159703224956688,-2.79233331937388,0.00523294201523319,0.0177124495128016
"Ppp1r2-ps4",0.872544774761829,4.04852918743777,1.44999885506072,2.79209129945708,0.00523685775354516,0.0177218874118356
"Slc35c2",174.22973981502,0.543145285541699,0.194565191873439,2.79158507393761,0.00524505674169428,0.0177458129407431
"Abr",317.035914706867,0.321560887310537,0.11519399250888,2.79147271751822,0.00524687807350485,0.0177481550328002
"Asxl1",23.0885519582003,-1.02245039178781,0.366292361139318,-2.79135057200641,0.0052488587376594,0.0177510349606859
"Exosc5",201.585926014704,0.39999709435255,0.143307597628173,2.79117856256572,0.00525164912125682,0.0177566514383816
"Gm55175",5.37572162420225,3.21941158285983,1.15357113164149,2.79082190473917,0.00525743919127405,0.0177724057306746
"Rpl19-ps5",2.45616258007454,2.74214952589925,0.982802872882462,2.7901317767385,0.0052686592751012,0.0178065050839208
"Chd8",274.773792751528,0.35697679811002,0.12798340542937,2.78924284685505,0.00528314334739257,0.0178516187183284
"Myd88",287.403874787132,-0.363564259678439,0.130348809016421,-2.78916441524708,0.00528442302376305,0.017852105203209
"Gin1",25.0985933658041,-1.14214322439706,0.409529294936115,-2.78891702869566,0.00528846117385492,0.0178619082921842
"Shq1",36.1628541914175,-0.650848859473078,0.233405854992701,-2.78848557373777,0.00529551058682231,0.0178818755991965
"BC004004",288.078614989617,-0.315205406934187,0.113053745996714,-2.78810227963035,0.00530178023209073,0.0178992017758235
"Rhno1",136.190971701334,-0.476187095702587,0.170946171771659,-2.78559672186549,0.0053429297411592,0.018034252222736
"Ddx19a",145.446755556746,-0.395741864207057,0.142085188618389,-2.78524361374455,0.00534875206943143,0.0180500287203505
"Fcho1",247.142972730042,0.360999130446239,0.129652331855031,2.78436280536694,0.00536330052009686,0.0180932586456782
"Utp4",96.4891529249614,-0.461233598959705,0.165653429438941,-2.7843287067577,0.00536386444995614,0.0180932586456782
"Gm2606",1.9939394597275,4.15120909550276,1.49182428230488,2.78263944671091,0.00539186890249695,0.0181838204845204
"Lrrc20",38.743872423032,-0.738806592839041,0.26553702363062,-2.78231104174298,0.0053973284829157,0.0181983282760514
"Trim12c",93.5407711421325,-0.79210816204121,0.284754996533983,-2.78171821981244,0.00540719651165707,0.0182276907498901
"Slc66a1",51.4119333106114,0.666223757326145,0.239655376186819,2.77992410571587,0.00543716040256505,0.0183247693756261
"Fam168a",71.3973619916251,0.603117826113757,0.217010900402198,2.779205215019,0.00544920875913909,0.0183614389035171
"Rad23b",52.1383356046039,-0.559289662137247,0.201276561014179,-2.77871233152601,0.00545748323523184,0.0183853791201477
"Mcm3",354.339991907517,0.383143231457486,0.137955385335571,2.77729811362931,0.00548128797314596,0.0184616168094882
"Znhit1",118.05812391036,0.825655215244888,0.297491547262562,2.77539050383901,0.00551354616825323,0.0185662879646042
"Timd4",7.42409210165076,-2.26454961498643,0.816060567498386,-2.77497737934863,0.00552055474548092,0.0185859070559466
"Prkag1",242.758500738768,0.488808294038993,0.176155043351968,2.77487538669174,0.00552228626828349,0.0185877554285114
"Pik3r4",115.623994807657,-0.491460531488888,0.177124910582013,-2.77465507180217,0.00552602821302795,0.0185963685464753
"Cbfb",160.661821749239,-0.537965728316002,0.193895789896147,-2.77450958890929,0.005528500425789,0.0186007059488393
"Kras",44.6194290452549,-0.698851296154023,0.251908827309834,-2.77422313309599,0.00553337113041008,0.0186131095225585
"Nat8l",4.41054231381444,3.43564771147207,1.23858014322317,2.77385983480362,0.00553955398359729,0.0186219523242442
"Rap2c",29.9411543162094,-0.946139756389188,0.341083452957722,-2.7739245283953,0.00553845252876499,0.0186219523242442
"mt-Nd2",22.6423676958514,1.33176082260796,0.480103307888497,2.77390470077174,0.00553879008728115,0.0186219523242442
"Akap12",17.7305776229115,-1.2470341797988,0.449754607421752,-2.77269906571387,0.00555935053282724,0.018680271928732
"Gm6181",0.879022610835486,4.06676469766,1.46671747469814,2.77269806067932,0.00555936770099893,0.018680271928732
"Med18",17.3659609150826,0.92534472669435,0.333742151649819,2.7726336697957,0.00556046773678587,0.018680271928732
"Rfesd",29.0672868508601,-0.804445078069118,0.290153753251492,-2.77247862229741,0.00556311733065975,0.0186851797693676
"C8g",2.12340277601214,3.55111132580821,1.28128726202116,2.77151848072424,0.00557955049756636,0.0187363713461324
"Arc",28.2150448359257,1.01434409347735,0.366043111489634,2.77110553822314,0.00558663161644309,0.0187507857524596
"Clec4a2",7.43645347976562,2.40530233658762,0.867971933630916,2.77117524586966,0.00558543570437589,0.0187507857524596
"Fiz1",66.4633017093303,0.513331652837916,0.185252077711565,2.77098998931157,0.00558861449521427,0.0187507857524596
"Mapre2",147.166539755936,0.460648073371372,0.166239442717221,2.77099144367893,0.0055885895335767,0.0187507857524596
"Cav1",11.0936982134148,-4.09907347298552,1.47947987489688,-2.77061793305652,0.00559500348687467,0.018756208106245
"Cmtm3",96.1567346503485,-0.520131736058979,0.187730140062754,-2.77063521012189,0.00559470665733081,0.018756208106245
"Ctsf",4.17952754913532,-3.2535955538365,1.17424638888231,-2.77079460038483,0.00559196891451746,0.018756208106245
"Rrp7a",62.2060591984079,0.681431156991416,0.245949110118582,2.77061850991398,0.00559499357591497,0.018756208106245
"Arhgap27",184.531929112546,-0.524327945070772,0.189295778964672,-2.76988714665754,0.0056075718204441,0.0187903264646261
"Glce",19.9169274380014,-0.927080769889878,0.334698998540459,-2.76989406581033,0.00560745270295919,0.0187903264646261
"Plxdc1",8.04472907747135,-2.60727488398212,0.941529656700141,-2.76919039716715,0.00561957848905084,0.0188265460932204
"Ift22",33.0032881416602,0.812825890862508,0.293673814902368,2.76778469722516,0.00564387270228913,0.018903906884143
"Pdzd8",12.1956615589571,-1.63351048205901,0.590220680202089,-2.76762664686656,0.00564661014732939,0.0189090466352515
"Glod4",78.7958867344962,-0.971408798044047,0.351007238975366,-2.76748935685689,0.00564898899346488,0.0189129835970766
"Sugp1",143.733083803751,-0.403586010561386,0.145850341365299,-2.76712420953859,0.00565532036036045,0.0189301492215728
"Fn3k",6.28819778282554,-2.97474431120641,1.07589238345649,-2.7649087928753,0.00569387136420065,0.0190551339097019
"Cenatac",40.1295184508509,0.585238935146709,0.211686980934078,2.7646430241686,0.00569851195720891,0.0190625472345961
"Flt4",1.40720078872167,-3.47416265938367,1.25663540904306,-2.76465443706484,0.00569831260630874,0.0190625472345961
"6030458C11Rik",56.8808688632273,-0.542304183910113,0.196185914585217,-2.76423608217068,0.00570562419075265,0.0190782270017545
"Lpcat1",104.433224518257,0.573486662424162,0.207466610817613,2.76423594217926,0.00570562663879685,0.0190782270017545
"Gtf2i",317.874845146519,0.426729760991016,0.154422093209301,2.76339837210103,0.0057202902814031,0.0191191245871519
"Vps36",159.302681187291,-0.376464248061591,0.136231229146896,-2.76342106299029,0.00571989257630032,0.0191191245871519
"Efhd2",621.565909562607,-0.32527772638944,0.117747653731976,-2.76249858132933,0.00573608110504342,0.0191678271450207
"BC028528",3.6731162098384,3.18204407297703,1.15205943818902,2.76204852588079,0.00574399406491171,0.0191901897356742
"Gm7434",7.63566112376863,1.92784209168546,0.698126682969538,2.76145023348087,0.00575452859588689,0.0192212994047484
"Tmem141",15.7285015501862,1.55763336692895,0.56408550407584,2.76134266112879,0.00575642454041251,0.0192235473445388
"Ears2",34.3182516335834,-0.81485988794768,0.295139140048069,-2.76093468258722,0.00576362021353029,0.0192434889839598
"Brd8",186.217438604985,-0.412790001488903,0.149532932380836,-2.76052903475198,0.00577078281950221,0.0192592218980372
"Mtor",129.641016043123,-0.407116916918609,0.147476131639084,-2.76056140335265,0.00577021098603315,0.0192592218980372
"Nrxn2",2.7799870932499,-3.18947951017173,1.15566010961775,-2.75987678697908,0.00578231651990391,0.0192936177831394
"Socs2",405.771734621048,0.684482528041534,0.24803989390462,2.75956628293327,0.0057878144634959,0.0193078640814287
"Mns1",33.3143289577158,1.12768296136997,0.408712793355918,2.75910854688601,0.0057959279682131,0.0193308278659753
"Tomm7",875.330669718639,-0.397205327900605,0.144018687612713,-2.75801241133892,0.00581539898719487,0.0193916539413908
"Ccr1",3.43404848497232,2.42878269561658,0.880774002649479,2.75755493271883,0.00582354275921379,0.0194093859510865
"Dusp8",3.52778755510552,-3.04987022022399,1.10600127403388,-2.75756483453252,0.00582336638400185,0.0194093859510865
