"","baseMean","lgFC_LMoDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Pxk",339.22267554861,-0.441355606993179,0.119416405815138,-3.69593778995843,0.000219076616416,0.00215898462684895
"Irag2",405.156686211297,-0.556677105883554,0.150644387198234,-3.69530598674759,0.00021962213208908,0.0021628375203762
"Cyb5r1",29.9736756154534,1.27083870627415,0.34396464048916,3.69467833806073,0.000220165323187065,0.00216314338572116
"Lmna",152.870253986837,0.612059105974161,0.165649687302838,3.69490046096619,0.00021997294552002,0.00216314338572116
"Relb",286.616149814862,0.446740451040101,0.120918581843848,3.69455582614271,0.000220271496688056,0.00216314338572116
"Tut1",120.895919114769,0.563681882540125,0.152560192309172,3.69481628207305,0.000220045833150877,0.00216314338572116
"Atp5mk",144.744633363003,-1.49173824318345,0.403795975666766,-3.69428704860227,0.00022050459799112,0.00216391398617653
"Eif3d",649.896701673353,0.465364961668815,0.126001877970608,3.69331766449838,0.000221347235970179,0.00217066098119599
"Tmem260",54.4333688434465,-0.812518496859541,0.220064360329122,-3.69218575713196,0.000222334972928399,0.00217882045599441
"Gm10557",5.17252028004815,3.99685167501154,1.0826457610651,3.6917446303761,0.000222721032927403,0.00218107637143883
"Slc46a3",26.32430661018,-1.61314922088713,0.437011115317032,-3.69132309075678,0.000223090538812338,0.00218316713296493
"Cog2",104.041346505035,0.606793845915319,0.164412303746143,3.6906839213945,0.000223651908777294,0.00218713124488432
"Gm15427",120.656163564356,1.1661623238418,0.31611659817525,3.68902591820027,0.000225114287964915,0.00219989479453982
"G0s2",108.836208957745,1.05619977521107,0.286362958849907,3.6883254016266,0.000225734845390319,0.00220441969741251
"B4galt4",15.9174305354649,-1.88236288636796,0.51067428762751,-3.68603419434536,0.000227775760163804,0.00222279915462501
"Pmm1",105.502855361782,0.609734304129433,0.165427368152185,3.6858127584337,0.000227973921439901,0.00222318261786061
"Atxn10",181.059236336873,-0.522198198938884,0.141729048542611,-3.68448249888509,0.000229167770275898,0.00223312618194536
"Exoc2",122.478014817097,-0.549176075147781,0.149057590927998,-3.68432142052437,0.00022931272855906,0.00223312618194536
"Mcm8",24.1104988240004,-1.21755873854664,0.330504442460301,-3.68394061357554,0.000229655768154003,0.00223491155740412
"Gpr108",153.324603729886,0.603570623850291,0.163895141385413,3.68266330989609,0.000230809912756461,0.00224458229264344
"Garre1",74.735556351643,-0.847455387274436,0.230171073648618,-3.68185008585471,0.000231547558526605,0.00225019203751479
"Aldh3b1",131.05235606833,-0.584316646183016,0.15871859556309,-3.6814630579991,0.000231899393808404,0.00225204727061402
"Kcnc3",11.8102132653773,1.47049665543467,0.399470553301408,3.6811140227529,0.000232217121353907,0.00225356892942204
"Dtx3l",112.731357170774,0.789148118593103,0.214427272119574,3.68026002845869,0.000232996237654851,0.00225946213653225
"Nfatc3",405.764041899739,-0.491127456629413,0.133455111615358,-3.68009475759108,0.000233147300639743,0.00225946213653225
"Luzp1",18.1423095492801,1.19093754760493,0.323641047019864,3.6798099578878,0.00023340783257056,0.00226042159791862
"Ppp1r18",616.985931587309,-0.359710243451156,0.0977573538200429,-3.67962336739731,0.000233578671795808,0.00226051171031157
"Adpgk",172.436419255524,-0.577838551109181,0.157063229907525,-3.6790186439525,0.000234133153506862,0.00226431192133727
"Slc25a16",35.1052577020589,-1.06775875592172,0.290371185767096,-3.6772200833252,0.000235789594435716,0.0022787566191529
"Atp2a3",105.517959510883,-1.05943052748511,0.288472885405212,-3.67254803167013,0.000240143995981676,0.00231923746015706
"Tnfrsf23",35.6141411943776,0.906015726341941,0.246735439468734,3.67201293941704,0.000240647494747398,0.00232249726999661
"Gm17251",16.3486261847525,-1.62649202047711,0.443021868709156,-3.67135831288929,0.000241264817117226,0.00232685034509887
"Septin11",129.353454509972,0.561158570217647,0.152893904743913,3.67024814466967,0.000242315119333518,0.00233537037186863
"Arsg",12.7203445978135,-1.69989608253784,0.463190177403979,-3.66997437654047,0.000242574782982819,0.00233626394567211
"Dvl1",163.701047225116,0.549611521310281,0.149785491048766,3.66932416125232,0.000243192545920691,0.00234060281128896
"Parn",76.7479027944023,-0.741701526461304,0.202177447887745,-3.66856706428068,0.000243913715719665,0.00234445751211563
"Thada",65.1792851601832,0.745101662054646,0.203105113354302,3.668551961835,0.00024392812188369,0.00234445751211563
"Jdp2",125.168875474793,0.716290728684964,0.195319963203265,3.66726839867125,0.000245155428675156,0.00235463628612226
"Gabpa",120.917996321212,-0.650163950926526,0.177382046563458,-3.66533120754096,0.000247018688972944,0.00237090502982673
"Tex261",345.560027989726,0.377249854913547,0.102959794426203,3.66405019567072,0.000248258099761623,0.00238116781909812
"Runx3",292.373245518689,0.722882154926991,0.197300294638275,3.66386758951528,0.000248435250010796,0.00238123485524047
"Hmg20b",223.983977895405,0.531420947822343,0.145254932986831,3.65853976105942,0.000253656392039928,0.00242961502409771
"Pcf11",101.225198709982,-0.765762757108947,0.209391831036349,-3.6570803804472,0.000255104401570114,0.00244023891827191
"Ppp4r2",43.0317320999948,0.836210812378798,0.228655922418598,3.65707042937623,0.000255114301660126,0.00244023891827191
"Adam11",18.3978752091155,-1.12602725357301,0.308054015230057,-3.65529159791046,0.0002568898200368,0.00245219382100613
"Klf6",556.307408457095,-0.772902096854295,0.21144380178886,-3.65535471040238,0.000256826627325442,0.00245219382100613
"Ptprc",1606.00716094036,-0.678518637215464,0.185620808006538,-3.65540180813976,0.000256779479222225,0.00245219382100613
"Ly6c2",2248.44593461289,1.06637549550349,0.291769335678156,3.65485801660728,0.000257324346752565,0.00245466728592733
"Fbrsl1",181.011304138983,-0.541782177730217,0.148318013097008,-3.6528413940919,0.000259354439081849,0.00247234742541648
"2010007H06Rik",35.8461078186241,1.24778034930954,0.341628537858468,3.65244764717658,0.00025975256421668,0.00247445703447803
"Gm29994",5.81439116172255,-2.74235890029099,0.750956195525145,-3.65182272499031,0.000260385611779724,0.00247880017091528
"Gm55094",2.0033746083776,5.22109275415069,1.43023640017467,3.65051033067894,0.000261719781934761,0.00248934541526517
"Map4",258.739701867783,0.401360457261156,0.109950218413631,3.65038344672716,0.000261849110423776,0.00248934541526517
"Slc25a19",300.258865310194,0.617299685428942,0.169128784214619,3.64987951811685,0.000262363339453372,0.00249254078228818
"Exoc6b",21.6856677500598,1.16249987355399,0.31860358060485,3.64873449114117,0.000263535292922758,0.00250197617989218
"Zzef1",238.350129521466,-0.602762538758918,0.165240519992625,-3.64778892480984,0.000264506793322599,0.00250949699373319
"Rhbdf2",120.296011917634,0.675174651719229,0.185133665189191,3.64695773202165,0.000265363555132727,0.00251591977678007
"AU022252",16.2219388153141,1.25911389863037,0.345443156999809,3.64492355143415,0.000267471297786296,0.00253418641924267
"Ext2",71.3969828980292,-0.831259802981249,0.228088512067435,-3.64446150946648,0.000267952230773617,0.00253702538392828
"Cdkn3",45.8667536048962,-1.17343214488318,0.322223851891611,-3.64166754880051,0.000270877739879619,0.00256299059626463
"Ighd",1345.88419751569,-0.862255830444926,0.236797727150221,-3.64131801779467,0.000271245827649902,0.00256473926495455
"Rab30",38.9635123232179,-1.15596356616715,0.31753055097735,-3.64047982976482,0.000272130426489034,0.00256991484096604
"Snrnp200",402.300579385382,-0.368453783973039,0.101211015875673,-3.64045139538612,0.000272160482657687,0.00256991484096604
"Gm15856",9.24589334142222,3.47733628453375,0.95540936090868,3.63962969886174,0.000273030390966335,0.00257322559244874
"Gm8203",9.5883897323771,2.66295508816737,0.73166163365558,3.63959918857918,0.00027306274151682,0.00257322559244874
"Snx32",21.9142091459028,1.12249054042871,0.308399251418986,3.63973172847852,0.000272922233388838,0.00257322559244874
"Bfsp2",21.5244728123714,-1.68389523476262,0.462861084411729,-3.63801428003558,0.000274748195050703,0.00258724424736772
"Hnrnpa0",38.9721178333307,-1.34147898510197,0.368755675501144,-3.63785312125402,0.000274920122612248,0.00258724424736772
"Rps14",6657.3351797609,0.40178180884261,0.110468507470247,3.6370710353883,0.000275755901082039,0.00259336564498794
"Arhgap25",280.487415882252,-0.541762402566177,0.148971723937189,-3.63667941974411,0.000276175296483271,0.00259556554666682
"Sap18",114.033960316262,0.75041085911668,0.206425411836588,3.63526395534444,0.000277696158917783,0.00260810741469494
"Txndc9",175.064116094385,0.543904562177239,0.149640861109391,3.63473290747526,0.00027826877154107,0.00261173252109036
"Arg1",62.7319628018068,-2.75301019594772,0.757704771035761,-3.63335470645701,0.000279760009672613,0.00262396888428857
"Tpt1-ps5",25.2592319832915,3.38850806773658,0.932835447525975,3.6324821025224,0.000280708050924772,0.002631097431106
"Nudt2",34.5559562655502,-0.982277662309943,0.270551905957781,-3.63064403051452,0.00028271488358748,0.00264813392297402
"Napa",391.292303016886,0.367104348671679,0.101117619494249,3.63046866122633,0.000282907055090925,0.00264816142404174
"5830428M24Rik",43.3809085819734,-0.961423994544864,0.264852528885198,-3.63003516935116,0.000283382605358273,0.00265083969210139
"Pde4b",320.077087457099,-0.585264844113108,0.161271079970486,-3.62907499732882,0.000284438603601682,0.0026589404267214
"Asb6",130.573072468771,0.544742130490006,0.150146229372588,3.62807732679205,0.00028553974774367,0.00266745208940248
"Ftsj3",195.189833402575,0.518570438658821,0.142960681564418,3.6273640625108,0.000286329435385817,0.00267304477570989
"Ddx39b",653.813377455495,0.639796337133323,0.176486017824196,3.62519561051374,0.000288742812667072,0.00269311575010326
"Rps8",9414.09179331022,0.373148944203706,0.102935171624487,3.62508691941538,0.000288864280470559,0.00269311575010326
"Opa3",97.7065414588257,0.564618201435851,0.155798054187188,3.624038851971,0.000290038007715628,0.00270225824232524
"Mark4",90.1909450670828,0.772782733831738,0.213266007017517,3.6235626325965,0.000290572799107941,0.00270543962123522
"Rin3",321.585397704686,-0.539373762154413,0.148936328397782,-3.6215056994949,0.00029289335150428,0.00272523242084501
"Mdn1",116.723597172353,0.709771439920936,0.196136269980549,3.61876689095457,0.000296010121782229,0.00275240242140897
"Tbpl1",105.09407675618,0.581788533833804,0.160793239405101,3.61824002045291,0.000296613253269231,0.00275617919405685
"Sqle",107.095806789203,-0.663685184347621,0.183459817467594,-3.61760517103346,0.00029734152192372,0.00276111297796983
"Hipk3",60.2706168160597,-0.820468632226635,0.226854186597974,-3.61672246181927,0.000298356906905362,0.00276870461222389
"Pycr1",7.26173725796469,1.85622976699171,0.513476923814331,3.61502081379397,0.000300323492308018,0.00278510732363049
"Asb13",25.770972980531,1.21862889845278,0.337135565281354,3.6146554203968,0.000300747355719541,0.00278525926045839
"Gm4929",10.3766298706704,2.39824279538015,0.663538994922121,3.61432080666432,0.000301136005507614,0.00278525926045839
"Tent2",36.7203527188874,0.947028399660322,0.262007335228894,3.61451101677357,0.000300915021120513,0.00278525926045839
"Treml4",31.1766773470051,2.27348321250506,0.628993372185935,3.61447880540306,0.000300952433315011,0.00278525926045839
"Fam216a",81.9422492416886,0.53712184967931,0.148635230568897,3.61369136794482,0.00030186836582283,0.00279018884499649
"E2f6",38.0812467370167,0.836773301713119,0.231619378635423,3.61270851619989,0.000303015263369923,0.00279894098719386
"Hmgb1-ps5",10.2713633528539,1.77186567276724,0.490574335810652,3.61181893023267,0.000304056845244408,0.00280670942767167
"Gm38115",11.153189664441,1.73288410248798,0.479895933381544,3.6109580889285,0.000305067962291931,0.00281418659480111
"Zfp771",99.3386488730658,0.679767870143123,0.1883086212596,3.60986058734934,0.000306361619226388,0.00282425856354023
"Sec24d",71.3655124329548,-0.71185700713778,0.197262269846802,-3.60868303751459,0.000307755342780909,0.00283523914870049
"Nfe2l2",291.20480608354,0.577220114741431,0.160008256052706,3.6074395720637,0.000309233525899658,0.0028469828693683
"Fcer1g",1067.04777763203,0.812208112666228,0.225208374103837,3.60647385292939,0.000310386118444467,0.00285571554340031
"Orai3",128.185607662291,-0.49745739347951,0.137973963668587,-3.60544395661779,0.000311619738244339,0.00286518174572357
"Gas7",61.0172610640742,0.772822909242483,0.214369832845411,3.60509171922428,0.000312042704016308,0.0028671868680264
"Atad5",6.35667958384118,-3.90038878349554,1.08229891241233,-3.60379996576177,0.000313598442610459,0.00287959094874722
"Wdr55",129.66565211509,0.499810757916086,0.138706662623619,3.60336517700181,0.000314123716935614,0.00288252281626031
"Sra1",176.193792118272,0.51376235343615,0.142603126978574,3.60274255075306,0.000314877354797898,0.00288754502165254
"Rpsa",7507.16727230741,0.545877759219058,0.151552851804632,3.60189697995755,0.000315903559308723,0.00289505855204078
"Creld2",139.315822835068,-0.678914930005895,0.188501832019316,-3.60163571214696,0.000316221272648841,0.00289607361874861
"Sh2d2a",166.392157697784,0.670870650276257,0.186345912473236,3.60013611982292,0.000318050637159862,0.00291092257450302
"Rgs16",28.5898315408004,1.25265334033358,0.348008181062758,3.59949394439001,0.000318837057572424,0.00291621293050229
"Smim26",28.2282820685567,-2.21425407220052,0.615260114334353,-3.59889097409819,0.000319577123191222,0.00292107267272238
"Zdhhc16",96.9443787357977,0.507814681191065,0.141121236507525,3.59842851266391,0.000320145822151831,0.00292436072793259
"Sh2b1",236.349071477358,0.48205457563504,0.133979726169626,3.59796656864883,0.000320714830420533,0.00292764731696343
"Acadvl",112.518936814549,0.686996235552708,0.190993858208331,3.59695459318567,0.000321964660299158,0.00293610446156789
"Iglv1",34.3325404257252,-1.39032513802343,0.386536767762646,-3.59687681477474,0.000322060908139683,0.00293610446156789
"Tmpo",356.217211767539,-0.423023630581659,0.117626132246337,-3.59634056228039,0.000322725233587639,0.0029402453898603
"F630028O10Rik",3.42020859574682,3.25327957866472,0.904726120723256,3.59587228018131,0.000323306404120026,0.00294362382515006
"Chpf",60.289470690823,0.901835095610914,0.250982395798335,3.59322052346468,0.000326615939575959,0.00297182279481532
"Robo3",5.74716439691849,1.89734864898971,0.528112955467389,3.59269476226072,0.000327275872946764,0.00297589250553412
"Clint1",440.855924140783,-0.636695732642922,0.177248117620281,-3.59211562408192,0.000328004249134862,0.00298057887168394
"Mafb",41.0357755990629,-3.70340851573836,1.03126114266696,-3.59114521290012,0.00032922812708257,0.00298781998079993
"Slc49a3",10.8403225102783,2.06251239873658,0.574317310231137,3.59124191800264,0.00032910597162375,0.00298781998079993
"Ap2a1",68.9190616649846,1.11920524992622,0.311679089922729,3.59088975203211,0.000329551022962611,0.00298881206438029
"Gm42829",6.47290466749391,-2.97236048680374,0.8278453261853,-3.59047806732248,0.000330072005398674,0.00299159821473383
"Zfp608",28.1380416904265,-1.05332772347997,0.293391395506173,-3.59017932909288,0.00033045053776966,0.00299309050197322
"Ubxn6",260.251276217046,0.448657389515014,0.12498244093588,3.58976337920293,0.000330978266111057,0.0029959313427931
"Rcor1",162.251081802107,-0.451432585887305,0.125779220279345,-3.58908717103437,0.000331837875614377,0.00300177067314001
"Cd2bp2",184.880798674194,0.558818353208028,0.155802454390693,3.58671084735755,0.000334875305391209,0.00302377847101025
"Csgalnact2",53.8920603323398,-0.906611342856857,0.252795675918331,-3.58634038957908,0.000335351163856504,0.00302377847101025
"Hk2",55.0493836647475,0.80527822656386,0.224525534952361,3.58657747652052,0.000335046549360303,0.00302377847101025
"Mpi",28.4672376049524,0.868268040626958,0.242093512964151,3.58649858063536,0.000335147887768067,0.00302377847101025
"Rtel1",46.3152706215229,-0.913076543061454,0.254597162279582,-3.58635789529647,0.000335328663269993,0.00302377847101025
"E430018J23Rik",15.4526863515303,1.30767358914722,0.364666843833902,3.585940458417,0.000335865591480347,0.00302646689451125
"Atg14",30.7264716267538,-1.1307116266705,0.315558129253278,-3.58321184545669,0.000339395132764361,0.00305175695565464
"Dgka",426.667887388245,-0.574847051445097,0.16043301552438,-3.58309696770451,0.000339544489063475,0.00305175695565464
"Dusp19",22.4449049494741,-1.33601620989955,0.372819723476641,-3.58354487643747,0.000338962495667451,0.00305175695565464
"Rmnd5a",109.167083650634,-0.82552918313409,0.230385437655422,-3.5832524465752,0.00033934236063298,0.00305175695565464
"Aurkb",153.273037017051,-0.504828346567106,0.140932048788013,-3.58206916672628,0.000340883505414294,0.00305986130517488
"Nckap5l",16.1013348556755,1.32627572475807,0.370249809536312,3.5821104848617,0.000340829581088742,0.00305986130517488
"Gns",562.714843796891,0.480256162199666,0.134087852145705,3.58165303205692,0.000341427048227345,0.00306088811637766
"Ythdf2",98.6187462506029,0.53066125806788,0.148161252581235,3.58164667767591,0.000341435354413715,0.00306088811637766
"Rps26-ps1",16.2804011275501,1.8971041226008,0.529945095558236,3.57981258530643,0.000343840722576222,0.00308047827895752
"Sh3glb2",77.7846527449319,-0.783129905263165,0.218790038673277,-3.57936727838248,0.000344427118820034,0.00308375758206498
"Snx1",332.018589454217,0.333128584137752,0.0930867115620785,3.57869107789453,0.000345319353180673,0.00308976919975085
"Rpl9",6631.70088425486,0.267535450128712,0.0747879051456666,3.5772555683653,0.000347220653913146,0.00310479605805787
"Mmp2",12.1330302285718,2.04488032893802,0.571688758822633,3.57691190771243,0.000347677275333709,0.00310654022943058
"Sec14l1",156.613247130901,0.598716102813417,0.167392729771038,3.5767150917029,0.000347939037379809,0.00310654022943058
"Snai3",8.77049844964442,-1.79005155601606,0.500488621654026,-3.57660789590033,0.000348081683560608,0.00310654022943058
"Tnip2",52.4803820461369,0.697052948618605,0.194976627976934,3.5750589998975,0.00035014892504414,0.00312299812432613
"Col7a1",5.37118254276558,2.61565416041875,0.731941997949214,3.57358119597919,0.000352131982976155,0.00313837142914102
"Rpl10a",2006.1692065595,0.832835571318566,0.233062655502687,3.57344066779915,0.000352321102985604,0.00313837142914102
"Tent4a",116.295175351001,0.668100439131365,0.187010326373623,3.57253234132422,0.000353545803870788,0.00314596345298845
"Trmt1",207.186599312324,0.550924177843463,0.154213577767379,3.57247517254605,0.000353623017832702,0.00314596345298845
"Hivep2",101.482742343541,-0.674578622491657,0.188886223893886,-3.57134897709971,0.000355147312367743,0.00315751682927205
"Crip1",1312.51104646571,-0.728392407110097,0.203966612638742,-3.57113547990425,0.000355436970715679,0.0031580856940922
"Scarna2",6.37667521880253,2.30239101012884,0.644990644753066,3.56965024044699,0.000357458164720035,0.00317402890678437
"Klc1",202.947495854662,0.49065438774676,0.137467469309635,3.56923998245431,0.000358018357525016,0.00317698725123974
"Abhd14a",20.0158016506274,1.28776797216082,0.360966428211742,3.56755607035405,0.000360326291618758,0.00319544114379778
"Carmil2",97.0403803657717,-0.76440633059714,0.21428282329026,-3.56727767004312,0.000360709198736224,0.00319681097347354
"Bcl7a",49.1128493712244,-0.957143462084773,0.268419722810634,-3.56584625027731,0.00036268396415119,0.00321024629622502
"Cyp4f13",42.3486156290743,-0.980206348059686,0.274882623628688,-3.56590873268057,0.000362597553775693,0.00321024629622502
"Haao",79.4032551019271,-1.06367079144888,0.298309300032141,-3.56566419932024,0.000362935842294622,0.00321044511824965
"Slc25a37",137.161779214371,0.83542473769574,0.234360937280546,3.56469276573886,0.000364282644709114,0.00322032301330344
"Otud1",39.1571226411447,-1.24644515069437,0.34969026609528,-3.56442621240922,0.000364653012344021,0.00322156202950898
"Adrm1",90.8553842056398,0.725594147043764,0.20368697548921,3.56230016819216,0.00036761971344288,0.00324367608443863
"E230014E18Rik",8.53467554640509,-1.82971511986188,0.51362447675285,-3.56235966679275,0.000367536382536914,0.00324367608443863
"Snx20",413.429263337792,0.349359512155694,0.098080716852001,3.56195920430374,0.000368097591985254,0.00324584606316424
"Rps6ka5",32.1348967078643,-1.0338986637548,0.290298239319923,-3.56150511342024,0.000368734925699696,0.00324941848251987
"Siglece",69.1996164391145,1.1209872758231,0.314890560570463,3.55992657827624,0.000370958495148256,0.00326695606111057
"Dgkd",359.631994694465,-0.441616317126229,0.124061198829674,-3.55966507894649,0.000371328058622318,0.00326815399519542
"Rab5a",13.3903157038182,1.38877001728611,0.39034521617312,3.5577995060408,0.000373974579886248,0.00328937792013083
"Csta2",14.8571782709021,2.80624960046625,0.788867011610395,3.5573164540593,0.000374662710674419,0.00329143083981513
"Fdxr",35.970162324748,1.16081034490183,0.326325469154173,3.5572165050758,0.000374805240519754,0.00329143083981513
"Slc44a2",245.086781465395,0.705410293247702,0.198308243199516,3.55714054981565,0.000374913588585488,0.00329143083981513
"Ascc1",47.1742742433138,0.848266970698023,0.238677461340311,3.55403047248163,0.00037937525372934,0.00332851241422469
"Trim30d",52.0166500876857,0.967719145976695,0.27232195677534,3.5535847253589,0.000380018766324264,0.00333197904253421
"Zfp326",80.4999160040408,-0.767253335297711,0.215919255995509,-3.55342709829302,0.000380246572168581,0.00333197904253421
"Lonp2",126.621844600933,-0.594543048089494,0.167344129866104,-3.55281687242451,0.000381129687098128,0.00333762756023229
"Srp19",366.950657770753,-0.353830881816138,0.0996033907440563,-3.55239795726786,0.000381737047707095,0.00334085568831337
"Ccno",9.26864879967664,-2.26821884589813,0.638598728267647,-3.55186871738881,0.000382505655045222,0.00334549008543927
"Plk3",67.2882907834518,1.13944421123797,0.320823711158872,3.55162094198741,0.000382865992506468,0.00334655009315148
"Zbtb8os",70.9127452816545,-1.12605724568238,0.317097017442518,-3.55114423580633,0.000383560154406372,0.00335052484442121
"Szrd1",272.529611448286,0.463174359910996,0.130440735277798,3.55084137577559,0.000384001778817094,0.00335229001420237
"Arhgap33",14.3450136752282,-1.72436500729267,0.485822169506463,-3.5493748855562,0.000386146914994705,0.00336729370463368
"Zfp597",18.0089281532005,-1.51245222584822,0.426122398339496,-3.54933754184693,0.000386201686146709,0.00336729370463368
"Txnl1",314.024245495922,0.495857509842495,0.139712073616032,3.5491385748468,0.000386493628840994,0.00336774087297688
"Bard1",19.3900066357328,-1.242581348259,0.350164603552975,-3.54856354883115,0.000387338519685488,0.00337300264124376
"Zup1",154.731777184652,0.770436271450638,0.217138315223724,3.54813599183007,0.000387967851461615,0.0033763819112897
"Med6",49.5595699521363,-1.80140932860048,0.507994244627951,-3.54612153119925,0.000390945863991927,0.0034001842266644
"Atp8b5",2.00499234421605,-4.23847632564761,1.19562523061592,-3.54498735650148,0.000392631919256019,0.00341272737768244
"Aldoa",1762.3589506056,0.640986655935478,0.180861434225191,3.54407593128663,0.00039399175824847,0.00342242126935387
"Snx5",982.031022891052,-0.629567957772883,0.177729938276704,-3.54227297818965,0.000396694721881517,0.00344376298883992
"Zwint",188.202339148889,0.561382919410437,0.15850292119091,3.54178279613077,0.000397432586331813,0.00344802951836788
"4833445I07Rik",6.08222684385556,2.20173287978395,0.621955809293955,3.54001497676075,0.000400104325834637,0.00346905820057616
"Slc30a5",122.077324566641,-0.685740748799087,0.193791736270484,-3.53854484198421,0.000402338938496097,0.00348627313022563
"Mir22hg",81.8321669220636,0.732357499299002,0.20698521243645,3.53821169482751,0.000402846941773346,0.00348635751587891
"Rpl19-ps9",10.8338660187438,2.08324887402087,0.588774535050819,3.53827951108833,0.00040274348281913,0.00348635751587891
"Washc1",174.441460142206,0.500223252882236,0.141447161527307,3.536467239646,0.000405516792125319,0.00350729418356101
"Cox19",64.3956802872529,0.670108308135793,0.189636493078648,3.53364638449561,0.000409869048813891,0.0035427470470053
"Acap2",162.531011847111,-0.591553608522047,0.167461403248885,-3.53247731743217,0.000411685541611921,0.00355625152426989
"Abhd16a",210.000969625134,-0.488063399915576,0.138171712308322,-3.53229609564721,0.000411967795684582,0.00355649434473167
"Cr2",53.7840892001158,-1.65155438050078,0.467586903843252,-3.5320800623929,0.000412304504998064,0.00355720668492164
"Mid1ip1",133.142179946537,-0.598483365910306,0.169487476274683,-3.5311362176422,0.00041377859778297,0.00356772501378613
"Csnk2b",634.200256163791,0.496848085254727,0.14072636704952,3.53059697107005,0.000414622998816746,0.00357169454102696
"Hmgxb4",43.5552805279993,-0.865694628374515,0.245203406933344,-3.53051631378779,0.000414749437556725,0.00357169454102696
"Gramd2b",309.365601317236,0.59939056088038,0.169786079810069,3.53026915722942,0.000415137105632008,0.00357283435191532
"Polr1b",37.903241793841,0.902358012787718,0.255792373022811,3.52769710106738,0.000419191542330655,0.00360551102850349
"Mms22l",44.459814879099,-0.761699111634312,0.216035033348499,-3.52581291945168,0.00042218508862906,0.00362680057107125
"Rsrc1",72.7826049265543,-0.763365651945155,0.216499107694132,-3.52595287839999,0.000421962040409242,0.00362680057107125
"Rhoh",312.538298682253,-0.472772619584476,0.134118942554013,-3.52502495606898,0.000423442897504956,0.00363537417649347
"Cdc42se2",352.583159831459,-0.426117313301325,0.120891450014562,-3.52479280586011,0.000423814140661586,0.00363594606681448
"Ilrun",384.202791966876,0.573860940943795,0.162813206170985,3.52465843797174,0.000424029153997515,0.00363594606681448
"Crkl",87.0231365055754,-0.836053997454455,0.237232305661615,-3.52419960309702,0.000424764142209809,0.00363975600684023
"Mpp2",2.07713298540684,4.40855376093247,1.25101934451706,3.52396929772044,0.000425133506907778,0.00363975600684023
"Trp53inp2",84.4179863393232,0.620984012702642,0.176220950241809,3.52389436017985,0.000425253756694568,0.00363975600684023
"Lrig2",26.7984848689438,-1.03296619794154,0.293180348667245,-3.52331321876536,0.000426187373778744,0.00364551718133236
"Tspo",1301.16895233447,0.530515330419692,0.150595467606193,3.52278417705764,0.000427038955328007,0.00365057003106911
"Hint3",76.8516974987447,-0.741049924768177,0.210455406139768,-3.52117314713232,0.000429641974499514,0.00367057984807461
"Kctd12",38.6692945750904,-1.53581072294035,0.436234188281465,-3.52061063574738,0.000430554335362352,0.00367388863967119
"Ptpn6",1188.12870284292,0.455607259466483,0.12940673299951,3.52073844154777,0.000430346883098818,0.00367388863967119
"Dot1l",257.885923192011,0.53215671238951,0.15124548972728,3.51849640838266,0.000433999690487653,0.00370103087671189
"Rhoc",42.5023524070078,0.943447573232097,0.268154929050023,3.51829286366055,0.000434332742704155,0.00370161534799144
"Glyr1",391.692790494141,-0.316041171007232,0.0898554980643533,-3.51721572764404,0.000436099193822818,0.0037121484904845
"Trbc2",7418.5889081189,-0.396994832471756,0.112867264792013,-3.51736026564763,0.000435861769487605,0.0037121484904845
"Clspn",27.94795472818,-1.0243977139714,0.291269489880297,-3.51701001842795,0.000436437308819588,0.00371276820645672
"Lta",70.6469294489365,1.12827536157198,0.320822248978771,3.51682392715425,0.000436743389496778,0.00371311481933044
"Slc27a4",14.735650604965,1.33199579979393,0.378954443374122,3.51492329245212,0.000439881026282367,0.00373751978251089
"Impdh2-ps",23.6906045246529,3.39602759404915,0.966276419495108,3.51455083196961,0.00044049835807369,0.00374049394592429
"Acot1",10.073375501417,-2.1819911719993,0.62090738883365,-3.5141974652582,0.000441084790541699,0.00374320227946666
"Jmjd1c",120.303352647168,-0.974966060999175,0.277495337977215,-3.51345023706031,0.000442327259514556,0.00375147131493739
"Stac2",19.7919866555675,-1.42794310186776,0.406450449022926,-3.51320340597587,0.000442738400222808,0.0037526839325972
"Slc35g1",18.4537879330681,-1.35034380918476,0.384479862380528,-3.51213143082198,0.000444528105860556,0.00376557282894227
"Nucb1",282.480045688203,0.705961161177016,0.201018437802345,3.51192243306142,0.000444877821686388,0.00376625543658761
"Mex3c",31.0287092078511,-1.2405738736809,0.353369536912686,-3.51069841650623,0.000446931129157292,0.00378023569450942
"Rplp0",8766.01688738955,0.352526016932175,0.100417135547815,3.51061614144843,0.000447069463656788,0.00378023569450942
"Rps27l",868.752266619005,-0.579800225809404,0.165164635494455,-3.51043807939667,0.000447368988013777,0.00378048406900048
"Als2",103.278776305595,0.637576363182041,0.181665202972263,3.50962293686693,0.000448742560304724,0.00378980289010519
"Tpgs1",163.409025231005,0.512961607983676,0.146293703376404,3.50638199830009,0.000454242797331938,0.00383394071523712
"Ccser2",87.1914717733246,-0.811444146101021,0.231747410978324,-3.50141623017708,0.00046279243586225,0.00389904716884788
"Rab28",57.5019435568094,0.653660555081602,0.186678839951964,3.50152462512517,0.000462604218432152,0.00389904716884788
"Zbtb7a",711.521380333797,0.666166272246214,0.190238924854184,3.50173484609852,0.000462239393436028,0.00389904716884788
