"","baseMean","lgFC_MoDC_Treatment_48H_Wash_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Elovl6",8.40642557062842,-1.89993261223458,0.5170175152374,-3.67479351519104,0.000238041849513052,0.000809383040212473
"Ppme1",83.9680866741259,0.748808302312954,0.203794032487355,3.67433870939973,0.000238466224077862,0.000810479108956822
"Tcf12",90.3961511645211,-0.555261228261213,0.151117385333109,-3.67437027207193,0.000238436750369379,0.000810479108956822
"Abca8b",2.79015540354227,4.14028583488224,1.1268609703295,3.67417626832136,0.000238617968130025,0.000810821406248496
"Synj2bp",61.4354421527768,0.821478333735487,0.223771369452603,3.67106093931951,0.000241545735190337,0.000820594437981455
"Pigo",39.29570551674,-1.00140561906595,0.272817408887896,-3.67060747020525,0.000241974701899867,0.000821876023618423
"Smarcd2",191.724218071576,-0.578713426101979,0.157672865531043,-3.67034254215441,0.000242225645662354,0.000822552529157758
"Adi1",64.2002442027526,0.899934018530498,0.245204645368073,3.67013445923759,0.000242422916039713,0.00082304651986218
"Clk3",245.360687283049,-0.821935742531786,0.223994167303667,-3.66945154164436,0.000243071406980211,0.000825071904616231
"2310010J17Rik",26.8488987921519,-0.891838471529677,0.243070403790918,-3.66905414077811,0.000243449523087987,0.000826178870641826
"F13a1",18.0035742458283,1.62115282956446,0.442085503520377,3.66705720195535,0.000245357923119226,0.000832477480341957
"Kti12",63.3303780739065,-0.753187623644628,0.205453418604143,-3.66597756689477,0.000246395525597716,0.000835819493215652
"Gtpbp8",39.488259641664,1.13917006943588,0.310831924890996,3.6649069101746,0.000247428562936702,0.000839144596905283
"Kif26b",3.29949407608534,4.62445486342563,1.26187835174134,3.66473904322399,0.000247590899530729,0.000839515963005497
"Prkag1",134.572519808204,-0.620921422168032,0.169471467045431,-3.66386998940404,0.000248432921057209,0.000842191312711328
"Rnf40",71.5248914632418,-0.614454209784875,0.167775143608245,-3.66236736008777,0.000249895150568011,0.000846967586897425
"Lgals8",185.096875777697,0.621628923633944,0.16974074600402,3.66222570754593,0.000250033410178957,0.000847255460510438
"Bcdin3d",23.9362536851831,-0.918497162790009,0.250856397528626,-3.66144603780813,0.000250795689977798,0.00084965729596103
"Tmem39b",30.3546862563352,-1.17635808823903,0.321309445485158,-3.66113758798095,0.000251097861346141,0.000850499662956475
"Xrcc6",34.0444010566432,-1.00741538444917,0.275241810836104,-3.66011029134321,0.000252106711666799,0.000853734770177699
"Pald1",17.3843025830189,1.78394187110698,0.48744988674127,3.65974414935882,0.000252467197104109,0.000854773342166456
"Rps18-ps6",5.60312621738634,-3.05558017600585,0.835212832067231,-3.65844496000259,0.000253750219851639,0.000858934223098145
"Plcd1",14.6801052808396,2.02019942481108,0.552242444371672,3.65817485671463,0.000254017728716385,0.000859656590324737
"Med28",368.957519510733,0.537725254287467,0.147020001133427,3.65749728024731,0.00025468996119061,0.000861748039471382
"Zfp39",4.30756886731551,-2.27346478756826,0.621838141826272,-3.65603946533633,0.000256141938420071,0.000866476316703535
"Slc50a1",136.851360340191,-0.878861682461318,0.240425017884451,-3.65545021144056,0.000256731032616399,0.000868284243772235
"Htr2a",7.65011169339751,4.23768522355907,1.15930316153036,3.65537278270252,0.000256808534739208,0.000868361525531235
"Mthfsl",162.067878286814,0.753495729274832,0.206143463031856,3.6552006946657,0.000256980864448859,0.000868759352176153
"Nup43",15.5660003860191,-1.27985835454098,0.350167966046932,-3.65498411802023,0.000257197899356753,0.000869308109525516
"Yipf6",35.1444538240028,0.897375805793226,0.245530109235789,3.6548503504776,0.000257332035795026,0.000869576502923685
"Tex30",22.4409177590093,-1.22846910804757,0.336206109385639,-3.65391667121216,0.000258270118327916,0.000872560899449767
"Bbs12",4.1546178503335,-2.09216467583106,0.572687709599401,-3.65323830206613,0.00025895369685595,0.000874684372734734
"Ccnb1",9.42560770565354,-2.12744781520369,0.582513332409524,-3.65218733518709,0.000260016085280715,0.000878086201705692
"Pcyt2",69.4866017999316,-0.973545487959193,0.266598644467112,-3.65172707425109,0.000260482633744757,0.000879474833737875
"Ndst1",196.326655918025,0.527375732618805,0.144442273646454,3.65111763547591,0.000261101605723695,0.000881377398203481
"Gm50340",3.99473853414042,3.75937446802127,1.02995000419941,3.65005529656118,0.000262183860622366,0.00088484268509532
"Ints8",28.5603343226034,-1.18457534517844,0.324593085985082,-3.64941644269304,0.000262836714880813,0.000886857626405019
"Aspm",3.12875248046645,-3.15985828046925,0.866054718745054,-3.6485665536792,0.000263707591740766,0.000889418366624714
"Serpinb1b",4.59731313262934,4.06710374097058,1.11470676534928,3.64858621782581,0.000263687411456248,0.000889418366624714
"Pde1c",6.98439934951928,3.90062093472407,1.06932090630499,3.64775523579968,0.000264541468186049,0.000892041466045868
"Acsl1",846.121473823225,0.850769331075526,0.23324453178116,3.64754245074329,0.000264760578526129,0.000892590883132116
"Stxbp2",464.305560385317,0.515559514478165,0.141349910686397,3.64739894050587,0.000264908450827499,0.000892899952311866
"Gm15536",35.5600418265193,-1.4048083790569,0.385166508905478,-3.64727552000541,0.000265035684676803,0.000893139341215211
"Spry1",6.05934775190577,-2.97747295204778,0.816386853016843,-3.64713486142624,0.000265180759062339,0.000893438736374364
"S100pbp",49.9994824112184,-0.787415171293149,0.215963062751648,-3.64606410587284,0.000266287572534127,0.000896977578968569
"Altre",1.52440305296303,-5.92404905699024,1.62521852627415,-3.64507846866061,0.000267310227841812,0.000900231498554163
"Arv1",17.7163667322357,-1.24079871059928,0.34042910489025,-3.64480795788392,0.000267591541533492,0.000900987921895666
"Trappc6b",207.94515746712,0.584340318595747,0.160342380044105,3.64432858259317,0.000268090742565495,0.00090247750182694
"Gm3227",1.37569262494438,-6.06220596103374,1.66375982874149,-3.64367852637682,0.000268769078087558,0.00090456934584478
"Rpl31-ps10",12.9172846830769,-3.33380438223255,0.915077306198273,-3.64319425216978,0.00026927546497393,0.000906081716003975
"Stx7",333.14195103217,0.547923504711849,0.150434189951781,3.64228042100984,0.000270233459945816,0.00090911273450753
"Appl2",54.8879523363824,1.19360667465413,0.327726375357817,3.64208304366998,0.000270440795266219,0.000909617653680133
"Dnah17",2.68225294220762,-4.62099104033094,1.26919355724282,-3.64088756514769,0.00027169977742952,0.000913658785942357
"Btk",51.3552357862826,-0.668177716403525,0.18353261553824,-3.64064836347471,0.000271952344107914,0.000914314599138944
"Phospho2",49.7141753553868,0.876529656256287,0.240785122084958,3.6402982404661,0.000272322426478348,0.000915365143709428
"Soat2",5.02749351635676,-2.24168228556435,0.615901223286569,-3.63967824840856,0.000272978920495369,0.000917377763906707
"Gm15666",4.32904449511305,-5.16932966437734,1.42070754823303,-3.63856000540476,0.000274166751859241,0.000921174776970074
"Telo2",30.604001599714,-0.982492311194838,0.270127008887763,-3.63714948475612,0.000275671958599862,0.000926036310823089
"Rrp9",69.3257808293197,-1.20231590519298,0.330700330661243,-3.63566586942601,0.000277263521596298,0.000931185815819823
"Fam110c",4.94195783093848,3.84841465525094,1.05870927139456,3.63500609584887,0.000277974062847885,0.000933374869947177
"Dynll1",478.665742931424,0.750435400968189,0.206481014925594,3.63440387601064,0.000278624111040042,0.000935175448658161
"Gata6",1.61291186570979,-5.12754062397987,1.4108565628912,-3.63434580016572,0.000278686874529322,0.000935175448658161
"Gm4928",4.02891292701891,-4.02461763557981,1.10738188768975,-3.63435385779703,0.000278678165727496,0.000935175448658161
"Slc39a9",48.7990801701721,0.812658540535083,0.223677324864611,3.633173550457,0.000279956579626633,0.000939237773160383
"Sbno2",325.587844513428,-0.978910277952667,0.269447459952457,-3.63302841349995,0.000280114159173842,0.000939568054699848
"Abhd14b",21.61741301954,1.09300645451859,0.300955110454517,3.63179230572917,0.000281459610803469,0.000943881755182846
"Cpne5",1.14820906010246,-5.63940683829842,1.55285373265855,-3.63164071392838,0.00028162502835976,0.000944237196794309
"1700056N10Rik",7.66267377709728,-2.14544652404553,0.590931536497879,-3.63061774763349,0.000282743676849905,0.000947787823094545
"Gm42809",1.63394265657148,-5.31016307508566,1.46278320392198,-3.63017777401886,0.000283226082246363,0.000949004475076436
"Slf1",24.8339911283506,-1.10984220685911,0.305724775398953,-3.63020041607957,0.000283201237737328,0.000949004475076436
"Creb3l3",4.30539286270567,4.56208387377771,1.25676134868447,3.63003196951682,0.000283386118431121,0.000949340509329976
"Knstrn",16.3473612252051,-1.84944841266618,0.509555787976227,-3.62953077230567,0.000283936882930593,0.000950985061737816
"Cyb5b",219.584918089359,0.876004267270901,0.241383645926073,3.62909535113737,0.00028441618026186,0.000952389607625015
"Rnf2",63.2090113968103,-1.01443940940637,0.279540732708735,-3.62895024126362,0.000284576080788735,0.000952724262042184
"Aif1l",1.23351630886881,-5.43546325609055,1.49804406615804,-3.62837340962246,0.000285212540560754,0.000954653898666487
"Ccdc77",25.8963523521213,-1.1403768390074,0.314352332067613,-3.62770281202214,0.000285954135465099,0.000956733050832797
"Gm13091",3.28113579106503,-3.36002971732722,0.926210115456911,-3.62771865827624,0.000285936590720095,0.000956733050832797
"Pdxdc1",101.374239267263,0.672547904309921,0.185417195942913,3.62721429848928,0.000286495505720861,0.000958342545347107
"Skap2",473.993714496139,0.688675993115158,0.189879022933435,3.62691982756085,0.000286822301848504,0.000959059123376022
"Smim5",2.48924860379386,-5.36875802992387,1.48025573820417,-3.62691249313257,0.000286830445860838,0.000959059123376022
"Gstt2",35.2402453625354,-0.858052734544529,0.236683953208873,-3.62531013577967,0.000288614876659544,0.00096482259104639
"Mfsd4b3-ps",3.78048793670469,3.98087953468545,1.09812413432705,3.62516350405595,0.000288778688277972,0.000965167138840703
"Slc35f2",2.14915530035088,-4.90968948207375,1.35583825322106,-3.62114689595888,0.000293299913691462,0.000980071993405601
"Usp37",25.6231228110825,-1.08695800609904,0.300198941560461,-3.6207922667846,0.000293702265277782,0.000981210112068687
"Dync2i1",9.7895891831038,2.02834091186896,0.560238464534018,3.6204956286892,0.000294039218978516,0.000982129314767636
"Ctdnep1",290.688245741234,0.465210777493,0.128504734527804,3.62018395043916,0.000294393647000789,0.000983106485329031
"Cep57",71.6091763027008,-0.665375472811477,0.183847930650218,-3.61916215460371,0.000295558400704376,0.000986581392603325
"Gm37795",3.6822762972536,-3.22745477598155,0.891764855283191,-3.61917691290563,0.000295541546913061,0.000986581392603325
"Alg6",15.8915235191843,1.38414071486697,0.382516165655673,3.61851560572456,0.000296297635445792,0.000988841237050659
"Cenpn",5.99987153697541,-2.43586691747126,0.673185102563436,-3.61842071102832,0.000296406279376089,0.000988876080266577
"Srpr",175.029832252955,0.618108595767458,0.170823838315542,3.61839777084098,0.000296432548952716,0.000988876080266577
"Nipsnap1",14.7854371115352,-1.21300313981376,0.335359821628384,-3.61701987412763,0.000298014429780173,0.000993944432153058
"Spcs3",222.913759974464,1.07877155455281,0.298292850243193,3.61648478558339,0.000298630861522948,0.000995791344960782
"Dnajb13",2.80330624245446,-3.32209917807848,0.918873791986593,-3.61540312396563,0.000299880604068717,0.000999539105946683
"Trappc4",348.230690440493,0.735239723203975,0.2033618241725,3.61542647542498,0.000299853572339816,0.000999539105946683
"Rnf166",322.624396547971,0.447939991010479,0.123916745915545,3.61484630427409,0.000300525856887359,0.00100147972736645
"3300005D01Rik",2.76224766427314,-2.93378051738832,0.811883680963925,-3.61354783471584,0.000302035602024491,0.00100629978623761
"Rpl5",1354.584185336,-0.78089810708384,0.216236083282806,-3.61132191828751,0.000304640236253416,0.00101476492952422
"Ppp6r3",248.69153924778,-0.582473877283898,0.161298038253247,-3.61116529123176,0.000304824301683119,0.00101516523358689
"Qtrt1",56.9332829945327,-1.07611076332602,0.298019985625429,-3.61086777810448,0.000305174220828025,0.00101611760157931
"Arl1",187.508933656729,0.772186518096641,0.213871337707368,3.61051895206825,0.000305584970530845,0.00101727207139422
"Gm17276",1.30976090016255,-5.24984132428253,1.45456709640046,-3.60921220978669,0.000307128292565059,0.00102219552588316
"Dvl2",37.456019738171,-0.815242219461723,0.225955055973284,-3.60798396809548,0.000308585552951821,0.00102683054468094
"Prrc2a",299.244804095037,-1.16207738902925,0.322112036185681,-3.60768073987577,0.000308946316426019,0.00102781574993573
"Leprotl1",176.1434150054,0.657162035114003,0.182186642685189,3.60708131742431,0.000309660636949464,0.00102997652511828
"Zfp62",25.617291291054,-1.07758450166449,0.298790175832389,-3.60649241114601,0.000310363931228374,0.00103209972860771
"Tgfb1i1",7.26983687246942,-2.22360409354454,0.616652373966001,-3.60592805188348,0.00031103931360051,0.00103412924331419
"Lbp",7.13576811637795,-2.65612317558906,0.736777924276621,-3.60505260550102,0.000312089704818201,0.001037404460221
"Rbm27",23.1526417952306,-1.07225504824039,0.297526237022377,-3.6039008155094,0.000313476722178437,0.00104179703800318
"Zfp800",53.9623366571375,-1.07720113018692,0.298998711329725,-3.60269489255097,0.000314935110817588,0.00104642492174418
"Wdr54",2.97469750970429,3.59415794653886,0.997808058783313,3.60205343592979,0.000315713444930428,0.00104879174712515
"Prss23",2.85762050715165,-5.28081558606051,1.46624961300258,-3.60158020792005,0.000316288806782743,0.00105048345547053
"Gm38118",1.43239098003873,-5.40633398344419,1.50132320512385,-3.60104604058138,0.000316939439380776,0.00105242439964914
"Nfkbia",2385.4736934583,-1.35279866291065,0.375674328709762,-3.60098776926489,0.000317010491417994,0.00105244038824499
"Rps6ka3",117.661032843252,0.782920751542626,0.217428210257098,3.600824155324,0.000317210070727518,0.00105288297760383
"Gm32401",1.53048004579311,-4.86556086921621,1.35161870032811,-3.59980286454685,0.000318458521070203,0.00105680606543117
"Kif11",7.15297595336512,-2.51009070080191,0.697458832390649,-3.5989087588126,0.000319555271831496,0.00106022420424528
"Cyc1",355.497760928838,0.455195950348779,0.126549503262602,3.59697935284822,0.000321934026803403,0.00106789347638398
"Rpl21-ps8",45.5794158380494,-1.41619315166889,0.39374249807778,-3.59674954718537,0.000322218455053239,0.0010686138660699
"Gm26569",3.75401934294182,3.86694959173142,1.07514737931373,3.59666931820985,0.000322317809060035,0.00106872029802898
"Gm13657",1.71725486316087,4.72234148579746,1.31302101133955,3.59654677649043,0.000322469617695328,0.00106900057491364
"Maco1",50.8393971853823,-0.793734163897084,0.220717669882629,-3.59615142874229,0.000322959843603897,0.00107017913556253
"Zfp69",3.35956541302338,-2.92100017244834,0.812253944106937,-3.59616619117799,0.00032294152585163,0.00107017913556253
"Egfl7",5.7881506156236,-3.07977813062881,0.856427434343284,-3.59607598627478,0.000323053470470296,0.00107026617854515
"Mypop",5.38674833154109,2.41662932970682,0.672167882904868,3.59527640514899,0.000324047342633251,0.00107333504838435
"Trim12c",83.4869145258982,-0.870600662012002,0.242226330500555,-3.59416195676551,0.000325437366764346,0.00107771453116271
"Nudt2",45.2987567741052,0.789478071358989,0.219722967107806,3.59306121590664,0.000326815770163511,0.00108205371371703
"4933426B08Rik",1.55372025439692,-5.99042671333274,1.66894740972547,-3.5893442048711,0.00033151088316882,0.00109737008805612
"Psenen",89.7762272534419,1.07213555193648,0.298853797838589,3.58749180934131,0.000333874217348425,0.00110496301592358
"Gm5963",11.8589985123639,-1.88898312621478,0.526767095336598,-3.58599301842828,0.000335797941924313,0.00111109818809567
"Bend3",18.2539241533371,-1.22933280656035,0.342875570827283,-3.58536131225167,0.000336611850571028,0.00111332757987574
"Plcb3",27.2206909984112,1.21416979431999,0.338643396424896,3.58539338767017,0.000336570479225086,0.00111332757987574
"Tmem216",6.79665740998568,2.24269037460484,0.625588605248712,3.58492842706625,0.000337170657866444,0.00111494372171487
"Usp1",86.3792136269685,-0.794134850833965,0.221563108084635,-3.58423772666438,0.000338064073941897,0.00111766543297187
"4930520O04Rik",2.64222449977314,-3.58183575869478,0.999388856980784,-3.58402611123335,0.000338338239942633,0.0011183391500829
"Hnrnpa0",22.538592354404,-1.25922476637042,0.351357548376907,-3.58388420054555,0.000338522213963573,0.0011187145294649
"Coq7",45.9512213406357,0.72497372440631,0.202295549180541,3.58373541752665,0.000338715197823719,0.00111911952136017
"Snap47",38.7679546700793,0.979201683403687,0.27330568768086,3.58280755776698,0.000339921032971166,0.00112287012325964
"Xpo5",77.8472912844568,-0.57429747103162,0.160321351309965,-3.58216461088377,0.000340758953256485,0.0011254040757207
"Nf1",47.2245044796488,0.820193771775868,0.228973578311823,3.58204548237834,0.000340914419471116,0.00112568354342821
"Zfp768",34.8241460987994,0.894957617952541,0.24991166783126,3.58109577563548,0.000342156190055505,0.00112954907620859
"Meak7",12.5062727280777,1.8010994602598,0.503032109719836,3.58048606730676,0.00034295563126141,0.00113195305881025
"Rpl22l1",12.9154613860372,-2.28468865590451,0.638262205799839,-3.57954557726233,0.000344192216204773,0.00113579857181259
"Smad4",224.54947893804,-0.538531677547239,0.150511316099535,-3.57801454072132,0.000346214195150759,0.00114223366834519
"Ywhab",710.382680390739,0.795731574083374,0.222413838064986,3.5777071292249,0.000346621518412416,0.00114334010920799
"Rabep1",116.02036251275,0.635598813644347,0.177751741701346,3.57576700830457,0.000349202557455082,0.00115161466073138
"1110035H17Rik",3.50071274986919,-2.6769317085844,0.748757664401675,-3.57516435003508,0.000350007955814977,0.00115388650924392
"Ankdd1a",1.97835292590318,4.5674113313677,1.27754651885932,3.57514287264137,0.000350036690449725,0.00115388650924392
"Tnfsf11",3.86113609749185,-4.42764843947628,1.23848397986683,-3.57505507657221,0.000350154175879061,0.00115403437057507
"Immp2l",8.94709400406939,-1.60220648474018,0.448179507284656,-3.5749213399946,0.000350333208068123,0.00115438497366122
"Mogs",140.333520190811,-0.670717057980078,0.187637684309039,-3.5745328048038,0.000350853823131234,0.00115586074968529
"Fhip1a",2.68575721639213,-4.69136220065977,1.31271206323796,-3.57379377552757,0.000351846078118703,0.00115888937297431
"Ankrd39",19.0122065800888,-1.34158520341006,0.375541701521423,-3.572400076942,0.000353724468298763,0.00116483483456975
"Mfsd4b4",7.62283745714165,2.02017733232688,0.565524873059766,3.57221658774571,0.000353972467697603,0.0011654099749787
"Stag1",79.3010013380004,-0.731033843014449,0.204649698389601,-3.57212274812517,0.000354099361815707,0.00116558623573436
"Slc39a7",185.050779083596,0.597406196764013,0.167249022124305,3.57195629114053,0.000354324557042479,0.00116608593348135
"Unc13d",79.2110093967831,-0.870332872753696,0.243722565096509,-3.57099832922349,0.000355623163888458,0.00117011730193078
"Naip5",12.5590268391084,1.4297170723084,0.400529887861454,3.56956400917315,0.000357575842396861,0.00117629866663431
"9830107B12Rik",5.46873207639582,-2.63379537517836,0.737886006748445,-3.56937975661633,0.000357827408700981,0.00117669857458309
"Golm2",2.37116837638684,-4.08103743240519,1.14335063074656,-3.56936649410901,0.000357845522838788,0.00117669857458309
"Actr1b",98.7973234343807,1.00754376982879,0.282355209194714,3.56835552176401,0.000359228851356975,0.00118100294210862
"Notch1",242.406998268105,0.924412257854335,0.259075328227928,3.56812153506589,0.000359549730683739,0.00118181333695365
"2610035D17Rik",13.6383397951603,-1.758080120511,0.492759446941343,-3.56782631246089,0.00035995496873431,0.00118290062010743
"Asph",30.4780973662046,0.968073593447494,0.271372797937726,3.56731994070255,0.000360651035890648,0.00118494299199059
"Itgb1",738.560908206557,0.549091244810671,0.153962756773891,3.56639005637619,0.000361932549616526,0.00118890764541182
"9230111E07Rik",4.11279637231207,-2.5049139749694,0.702411152401477,-3.56616486854648,0.000362243530466333,0.00118968322769317
"Pcgf6",29.714838837615,-1.06454035283423,0.298529176183275,-3.56595079397091,0.000362539395729613,0.00119040885694313
"Grin2c",1.5545459910344,-5.51305974864893,1.54611524134184,-3.5657495646083,0.000362817714067968,0.00119107658240205
"Zfp865",31.432849158781,-1.02932596215735,0.288698296282347,-3.56540365984934,0.000363296598438167,0.0011924023244338
"Haghl",50.3460874099692,0.759423585019917,0.213055024309192,3.56444813954642,0.000364622531977765,0.00119650710669036
"Mrps15",154.662190922606,0.593597504771445,0.166543937307187,3.56420962761657,0.00036495420947016,0.00119734822099347
"Dennd5a",383.284589397042,-0.486158546805531,0.136403291309561,-3.56412621820258,0.000365070266141634,0.00119748172145426
"Uba52rt",68.7968108105128,-3.05729637048843,0.857876153119551,-3.56379689465779,0.00036552882730319,0.00119873839773383
"Rwdd1",71.8777724269728,0.949567585046598,0.266495137280985,3.5631704005368,0.000366402665871984,0.00120135616137845
"Nr2f2",2.12581717540473,-5.96178607236782,1.67328225323137,-3.56292912379527,0.000366739721077217,0.00120221320986092
"Icos",2.54754445588583,-3.44367612603489,0.96661730651386,-3.56260549322734,0.000367192276923565,0.001203448450503
"Kptn",31.3769816592707,-0.830531563888161,0.233158398484907,-3.56209156215286,0.000367912016681056,0.00120555867870598
"Thoc2",27.8885075054891,-1.17814411484502,0.330811621031894,-3.56137463118756,0.000368918253172417,0.00120860662364052
"Nono",171.9592567841,-0.623642158454218,0.175176296075961,-3.56008302735086,0.000370737558191907,0.00121431644240594
"Klf11",12.8061738290415,-1.42080823743422,0.399170122886364,-3.55940526600659,0.000371695579654427,0.00121720343469274
"Oas1b",75.6450111270796,-0.992387483986923,0.278840608066917,-3.55897762118194,0.000372301249574477,0.001218935618069
"Slc41a3",21.819192139738,1.07928801168195,0.303276905056852,3.55875437161832,0.000372617802555916,0.00121972069732405
"Serpine1",46.1597946544639,2.46518901317396,0.692814920402755,3.55822159797146,0.000373374257029982,0.00122194512254364
"Il7",2.65435076832431,4.09587731449766,1.15144645926262,3.55715828690867,0.000374888284495757,0.00122664743664602
"Gm12918",3.77879042184587,-3.49593080659948,0.982945311630712,-3.55658729456648,0.000375703675581713,0.00122906232269257
"Ivns1abp",92.6790022294913,-1.06633871276079,0.299827435814907,-3.55650812895947,0.000375816856780773,0.00122917950543221
"Aspscr1",91.2761775569845,-1.29184786725786,0.363627340176484,-3.55266979273581,0.000381342826385456,0.00124699653600299
"Tmem181b-ps",2.22892151512119,-4.03115163263467,1.13515339046847,-3.55119551814142,0.000383485422544847,0.00125374483103191
"Nudt5",16.8176632070346,-1.18972883737749,0.335080552028894,-3.55057561584447,0.000384389696025358,0.00125644268260582
"Ddx23",14.0785123333792,-1.47269160550617,0.414993212462353,-3.54871251211071,0.000387119481115909,0.00126510519034362
"Nln",78.3689409347597,0.761068823904003,0.214481459753545,3.54841311122428,0.000387559843676138,0.00126628384868808
"Cast",196.694241090854,0.558978389051942,0.15754977645878,3.54794783982565,0.000388245099734145,0.00126826200445638
"Tle4",105.96267243178,-0.896678645861859,0.25282115881615,-3.54669146388147,0.000390101162912502,0.00127406318140118
"Msrb3",6.0168851135893,-3.39460595903919,0.957173626099215,-3.54648923296527,0.000390400695311986,0.00127477941796386
"4632415L05Rik",8.08701153927265,-1.68198145982972,0.474431850207416,-3.5452540951759,0.00039223477764819,0.00128050511240027
"Ei24",81.6898723932531,0.580462981152519,0.163749936849015,3.54481346571593,0.00039289102387424,0.00128238403416964
"Zfp579",20.4925639207497,-1.32084957742563,0.372649924518068,-3.54447831737476,0.000393390859839693,0.00128375177079336
"Hlcs",18.3611320090775,-0.996208088930757,0.28117900503236,-3.54296754416677,0.000395651392551102,0.00129086344481406
"Stbd1",5.93175743532383,-2.63104479646362,0.742680388041238,-3.54263400357561,0.000396152093937779,0.00129223170202779
"Gm14636",14.5588093203584,3.55125868564223,1.0026895247286,3.54173310686921,0.000397507454445295,0.00129638668794772
"Wdr12",14.958893168936,-1.18581961207617,0.334831779077419,-3.54153842667958,0.000397800911160777,0.00129707750409062
"Rpf1",139.062573224404,-0.538235686870011,0.151982100057374,-3.54144130569867,0.000397947384894726,0.00129728887948139
"Peg10",1.5900578389394,-5.02470305412181,1.41896638804646,-3.5411008297663,0.000398461274277863,0.00129869767938481
"Ankrd22",2.4179441294365,-5.13886640377539,1.45147780107585,-3.5404374768711,0.000399464271640197,0.00130169971535913
"BC004004",306.33967879869,0.44786737382203,0.126513713325695,3.54006978412724,0.000400021242967419,0.00130324739173863
"Lmo1",3.34345141302247,-3.7248406909855,1.0523398355989,-3.53957967282086,0.000400764778836862,0.00130540212606373
"Dach1",26.9726749756834,1.98896778214306,0.56195952415509,3.53934348765328,0.000401123550417335,0.00130630294990388
"2210406H18Rik",23.5184462866278,1.5172402197142,0.428893279207955,3.53757051757983,0.000403826335094643,0.00131469557490234
"Shc2",5.92374963644851,4.66725416643238,1.31934854265809,3.5375444892138,0.000403866140166048,0.00131469557490234
"Pir",21.2464905412676,1.27898335952088,0.361639525389985,3.53662492544654,0.00040527477964648,0.00131901085084042
"Cdkn2aip",14.8365783746872,-1.06181826503351,0.300243081639624,-3.53652866615589,0.000405422500107268,0.00131922140163923
"Olr1",241.840572888534,1.58270257722412,0.447576936592012,3.53615758058336,0.000405992442527718,0.00132080547078684
"Tmem106b",32.957674575356,1.07266008866242,0.303359162666781,3.53594095933295,0.000406325492374166,0.00132161837222787
"Aph1b",7.40041468621866,2.8675510465224,0.811035893714718,3.5356647822187,0.000406750478010115,0.00132272991099114
"Podnl1",1.97691054082262,-3.8085283621027,1.07761092835266,-3.53423323937962,0.000408960020386529,0.00132964308654012
"2810405F17Rik",5.32225141862761,-2.17525214778237,0.615590972669439,-3.53359981604285,0.000409941263335259,0.00133256070645129
"Sytl3",12.5656302705423,-2.50459385004191,0.708833822802715,-3.53340059329956,0.00041025033575232,0.00133329261296147
"Snx13",74.9074936453504,0.89337826977119,0.252973494201429,3.53150938833078,0.000413195193996034,0.00134258863750572
"Tert",1.06944524753262,-5.61724141620982,1.59071547526045,-3.531267221305,0.000413573703034372,0.00134354376763712
"Akap5",1.62843743571515,-5.58132973213127,1.58059935087338,-3.53114768081314,0.000413760665160064,0.00134387637136718
"Gm11427",50.7038723786294,-1.09394104618744,0.309819376140605,-3.53089938987864,0.000414149246117898,0.00134486355437713
"Eapp",132.469445247666,-0.558141253027566,0.1580895277261,-3.53053906261635,0.000414713772739167,0.00134642156417095
"Commd10",85.8197042753401,0.789301664744821,0.223617231161057,3.52969965975627,0.00041603165801733,0.00135042431342949
"Agpat4",103.223984183899,0.79320118556708,0.224904376573814,3.52683748378169,0.000420554816109022,0.00136482750677211
"Gbe1",61.1627208392138,1.3969636837175,0.396141466465809,3.52642629457746,0.000421208387143406,0.00136666940235278
"Washc3",220.614764349573,0.620018266017569,0.17583414354987,3.52615398522825,0.000421641735368413,0.00136779614807446
"Lrp4",16.3353931089498,1.84387750371106,0.523044965271277,3.52527531309805,0.00042304287922904,0.00137206129987145
"H2ac8",7.56866420451461,-2.88941139293161,0.819649031350566,-3.52518124516126,0.000423193138755221,0.00137226852687382
"Rpl36",2893.13556235606,-0.670138880700143,0.190277827501326,-3.5218968468382,0.000428470830481643,0.00138909876056373
"Sirt7",296.426258848754,-0.439698628099419,0.124883709143961,-3.52086457964306,0.00043014222933453,0.00139423294204332
"Hs3st3b1",13.9326183036154,-1.89122033391047,0.537318321974499,-3.51973915008286,0.00043197140738237,0.00139987633936335
"Commd1",158.561427357262,0.732695984686641,0.208184127297332,3.5194613258877,0.000432424075655118,0.00140105753223576
"Jak1",795.773955780596,-0.541610227028688,0.153929651061696,-3.5185568426424,0.000433900850201192,0.00140526918239844
"Kcmf1",409.500926299043,0.53526568179232,0.152125803815198,3.51857257853874,0.000433875117577049,0.00140526918239844
"Ly6g",3.30793539953823,-5.69130263682857,1.61807774799191,-3.51732334487121,0.000435922405663603,0.00141152865367617
"Septin3",1.94718993122426,-6.69720499165996,1.90442886364686,-3.51664749442793,0.000437033768959855,0.00141483894763715
"Adsl",111.04113470527,-0.589033650016961,0.167576193448399,-3.51501987183125,0.000439721083431225,0.00142298742720586
"Hras",138.608819998917,0.569769550611003,0.162097288779391,3.51498507409609,0.000439778704889492,0.00142298742720586
"Mrtfb",36.4367136609058,0.983096666419534,0.279689252494268,3.51496047006555,0.000439819450878468,0.00142298742720586
"Copz2",7.59697296593314,2.08993508546231,0.594628542525964,3.51469015695804,0.000440267340317113,0.00142414653304125
