"","baseMean","lgFC_MoDC_Treatment_48H_Wash_vs_cDC_Naive","lfcSE","stat","pvalue","padj"
"Slc36a4",35.1967543360094,2.55299469961718,0.313171993295692,8.15205303881273,3.57797299147133e-16,5.21085360783575e-15
"Socs1",39.5471764842502,-3.89411897606636,0.4777700221392,-8.15061388454337,3.6208147292591e-16,5.26841806164816e-15
"Mthfd2",391.088314270387,-1.47671463882018,0.181459695550725,-8.13797595294312,4.01940648683025e-16,5.84303290660986e-15
"5031425E22Rik",56.5303916375314,-1.67871135089424,0.20634101605637,-8.13561638387802,4.09847686524265e-16,5.95253189322124e-15
"Usp28",43.5785522249336,-1.74928277432236,0.215060756617678,-8.13390040021171,4.15694123856419e-16,6.03193053329191e-15
"Creg2",26.9752762680688,6.091767343878,0.749034738835633,8.13282352344244,4.19404987956457e-16,6.08022431901473e-15
"Mdm2",649.85118368532,1.17287659947919,0.144308023480885,8.12759104579208,4.37905695279273e-16,6.34264684803315e-15
"Trim39",39.1555799747065,-1.68311470600228,0.207129098715423,-8.12592106295372,4.43977913430187e-16,6.42474049771607e-15
"Sptssa",199.522041439041,1.6570040755985,0.203968493980263,8.12382365170004,4.51721967991345e-16,6.53085564095949e-15
"Slc40a1",43.9636606090185,-2.48979256148864,0.30662816092005,-8.11990834115796,4.66535892040012e-16,6.73889889874887e-15
"Ddb2",23.2799132257644,-2.88737504301593,0.355850322115933,-8.11401553846351,4.89738741183614e-16,7.06762839115935e-15
"Sdhd",463.647598234069,1.42607053729388,0.175766513139619,8.11343703542145,4.92076978455259e-16,7.0949284125913e-15
"Emd",168.645620666432,-1.20679033739018,0.148810390144579,-8.10958385511729,5.07934170198907e-16,7.3169229649052e-15
"Map6",26.9465836882548,3.71621190609259,0.458304840080255,8.10860279250343,5.12051362197427e-16,7.36955080974177e-15
"Itga4",174.104390319628,-2.47689738252029,0.305472853769324,-8.10840423938524,5.12888615935917e-16,7.37492055982425e-15
"Tbxa2r",16.569353172813,-7.52285981127044,0.927800105630355,-8.10827651949807,5.13427894749309e-16,7.37599983695458e-15
"Abhd12",281.327873794998,1.57513542666438,0.194272209398761,8.10787827831451,5.15113000713131e-16,7.39352345829353e-15
"Stard10",22.9451573840453,-2.83124362381663,0.34943411689,-8.10236747635004,5.38998430313927e-16,7.72937369969133e-15
"Strip2",10.6614537763038,-5.56370251111514,0.687603062488043,-8.09144521692977,5.89609108591509e-16,8.44751950082099e-15
"Msr1",117.256476520041,1.67653539912078,0.207202261303766,8.09129875596734,5.9031863215914e-16,8.4500655372762e-15
"H2-Aa",5316.74483131047,-2.16735704609771,0.26796091340458,-8.08833280406582,6.04869447268125e-16,8.6505586387428e-15
"Setx",120.982517210621,-1.51954077503465,0.188091014447242,-8.07875261612176,6.54326116992768e-16,9.34944934613138e-15
"Atg13",136.891359323309,1.41775190706517,0.17550513566657,8.07812205426658,6.57717599671482e-16,9.38946535595704e-15
"Epc1",75.8996859974084,-1.52276810643978,0.188640769407942,-8.07231708828938,6.89764593623955e-16,9.83812354406734e-15
"Cd3g",25.4510663153041,-6.35122283360175,0.786971396104842,-8.07046210959824,7.00325957438024e-16,9.97980191724911e-15
"Pear1",16.4596227593796,-7.33229219123056,0.90857206063467,-8.07012730075443,7.02249101736624e-16,9.9982401232018e-15
"Nfkbid",195.808045098375,-1.56305754336675,0.193711777772823,-8.06898558950729,7.08846307201594e-16,1.00831324754934e-14
"Pkdcc",67.4459377598685,2.09147869729237,0.259245271199905,8.06756739520092,7.17126217066448e-16,1.01917875339613e-14
"Wnk1",262.325400362197,-1.26223839334676,0.156474666243898,-8.06672686158217,7.22078443225603e-16,1.02529976625662e-14
"Ctsz",3447.01843413,1.85823009518098,0.23039257316653,8.06549477546673,7.29398557854194e-16,1.0347690790844e-14
"Apobec1",239.339197583727,2.02928667812574,0.251643541972169,8.06413175645961,7.37581776820686e-16,1.04544485744013e-14
"Fam193b",67.191522654252,-1.94588673461662,0.241395248339098,-8.06099849937041,7.5673758693335e-16,1.07164024231586e-14
"Mindy1",295.162081823287,1.57159444246129,0.195027702798496,8.05831386982528,7.73539925688693e-16,1.09445911658661e-14
"Vamp1",12.2722381150192,-3.14113461729342,0.389843944815155,-8.05741543268753,7.79244664983755e-16,1.10154968700417e-14
"Zdhhc14",63.6727849874034,2.63940073153495,0.327622638956317,8.05622206067042,7.86886269559484e-16,1.11136319440272e-14
"Mob3a",222.420828496657,-1.44461160199086,0.179458343652235,-8.04984361602219,8.28998938239668e-16,1.16980143247692e-14
"Mbnl2",258.421899458906,1.32281175594346,0.164350902683775,8.04870392764843,8.36753949404802e-16,1.17969685023007e-14
"Hpse",105.979919599133,3.31096307974768,0.41155727671613,8.04496303932782,8.62714569073294e-16,1.21521913014234e-14
"A630023P12Rik",11.8960465246139,-6.70797370620812,0.833871499410445,-8.0443733968012,8.66878267745488e-16,1.22000255059416e-14
"Smad7",101.148554512429,-2.21263191710342,0.275094695306347,-8.04316460787956,8.75475995951373e-16,1.23101222120986e-14
"Nsd3",283.344252697238,-0.925159253759494,0.115040517778821,-8.04202963983715,8.83625105847346e-16,1.2413721756683e-14
"Flrt2",34.1203759833302,4.67761039215973,0.581708748797892,8.04115530637294,8.89953768106626e-16,1.24915860613482e-14
"Slc35f5",53.8577170186172,2.33670688432302,0.290627601627074,8.04020977787727,8.9684802195207e-16,1.25772446785494e-14
"Stx12",151.957382750791,1.3233849363402,0.164630654613111,8.03850862070738,9.09384633096345e-16,1.27418099076436e-14
"Itm2c",649.685957837458,1.30385960452976,0.162316778968244,8.03280851688691,9.52662925354347e-16,1.33364416043658e-14
"Lpcat2",265.779499793923,1.47508660567282,0.183702032627835,8.02977835667838,9.76489170131316e-16,1.36579545987821e-14
"Mcrip1",85.3405175516315,-1.68566379499245,0.209975241395579,-8.02791692862862,9.91415711552753e-16,1.385453319337e-14
"Aifm2",58.0795736616084,2.35448027133693,0.293341256594256,8.02642048606755,1.00357827784981e-15,1.40121750938098e-14
"Arsb",67.7932068856301,2.34226874294986,0.292242872325217,8.01480194987719,1.10314627873909e-15,1.53888421623226e-14
"Rab44",34.9272397428198,-3.24483750389881,0.40487420799925,-8.01443371740987,1.10645610286657e-15,1.54214745775851e-14
"Fubp1",177.812136711268,-1.1740757461097,0.146646286038599,-8.00617443390738,1.18331849584938e-15,1.64783063808509e-14
"Gtpbp1",162.664746409004,-1.27007058006101,0.158665364493853,-8.0047122074346,1.19746389662582e-15,1.66606863865917e-14
"Large1",42.9985292126823,3.66213467522881,0.457751138422016,8.00027431467044,1.24142332991912e-15,1.72571962284207e-14
"Hmgb1-ps8",18.4221901676039,-3.38073214514685,0.422695709901085,-7.99802805175851,1.26427573497027e-15,1.7559508000824e-14
"Srebf2",501.878155769196,-1.22241778921559,0.152893611768822,-7.99521821136588,1.29344579019699e-15,1.79489608388122e-14
"Nol7",367.40618044767,-1.21124796838165,0.15159956147043,-7.98978543627195,1.35173807444988e-15,1.87415063393841e-14
"Abtb2",147.661486878438,-3.06263825453488,0.383425484364112,-7.98757093471261,1.37623470675425e-15,1.90608877994935e-14
"Samd8",62.0961656681278,2.88932014220984,0.361730814439578,7.98748690151321,1.37717283616455e-15,1.90608877994935e-14
"4930426D05Rik",10.849241781746,-6.44724987654977,0.808149833454561,-7.97779026816105,1.4897625226085e-15,2.06012504105539e-14
"Stac2",132.815577742532,3.34999171708069,0.420267784790237,7.97108852574253,1.57282789192228e-15,2.17310107606549e-14
"Phf1",52.4046674042783,-2.39681298092293,0.300758559977286,-7.96922614971939,1.59671032541158e-15,2.20418161255123e-14
"Brf1",56.8785632075719,-1.39554892899466,0.175270888120353,-7.9622403010612,1.68951950985957e-15,2.330275650361e-14
"Npy",285.755063596267,6.79137617326534,0.853071778305983,7.9610841033231,1.70538415116644e-15,2.35011697986848e-14
"Zfp809",34.5727106118584,-2.00364199700309,0.251694923984314,-7.96059755709639,1.71210402199641e-15,2.35733282543336e-14
"Ktn1",137.71037047782,-1.66048089000878,0.208636218296181,-7.95873747889522,1.73803553801423e-15,2.39096507909161e-14
"Nek8",16.7015863050138,-2.49131466693988,0.313244908777988,-7.95324871091711,1.81683088896197e-15,2.49719948051182e-14
"Rbm33",101.02160463997,-1.40794883112525,0.177172351399795,-7.94677510345942,1.91429483376066e-15,2.62888769348514e-14
"Arhgap31",150.988923484822,1.0988079543759,0.138283638141174,7.94604458738731,1.92561139967016e-15,2.64214503707765e-14
"Zranb3",37.200258695585,4.14184449974255,0.521432506390365,7.94320348076228,1.97025335170479e-15,2.7010660487694e-14
"Serbp1",1678.8870958047,-0.892112884746064,0.112328689001515,-7.9419860827721,1.98969268938752e-15,2.72536440876537e-14
"Sestd1",50.088591647023,2.00840631153992,0.252904157863477,7.94137323999276,1.9995498803742e-15,2.73650715325285e-14
"Zfp217",104.397530491264,-1.31303412896496,0.165393268469893,-7.93886075964433,2.04046676594669e-15,2.79010124304019e-14
"Skic2",241.2340118079,-0.785726753217471,0.0990037476716733,-7.93633343884295,2.08245701639685e-15,2.84506960735422e-14
"Rnf144a",14.213722724229,-4.12978427862282,0.520383296656653,-7.93604311505724,2.08733476908946e-15,2.84928368952427e-14
"Tmem191",15.7000556966397,-2.99844392359825,0.377960953201734,-7.93321082031945,2.13551459759711e-15,2.91254862156399e-14
"F7",181.708504888263,1.99202340564454,0.251134204779868,7.93210708748595,2.15458518203473e-15,2.93603807524441e-14
"Cd33",113.042575824855,2.24948001523622,0.283674069857524,7.92980485091934,2.19490521698437e-15,2.98841893681788e-14
"Cd36",449.330744936499,4.92947806271989,0.621723823808343,7.92872634753577,2.2140481936301e-15,3.01190169080383e-14
"Kctd14",27.384546193863,-7.01563171960415,0.885018055170308,-7.92710575633861,2.24312254434015e-15,3.04884295184095e-14
"Kdm5d",10.0241076974313,-4.93103912964285,0.622431893985616,-7.92221474717168,2.33316895790474e-15,3.16852321129473e-14
"Ndufb5",359.399136979362,1.07997698442967,0.136350443670047,7.92059750860141,2.36371925341404e-15,3.20727030038392e-14
"Tbx6",13.8190654106834,-4.62195179446802,0.583909734830317,-7.9155244702525,2.46212962499544e-15,3.33703861768562e-14
"Vezf1",44.6546508317242,-1.6870288605509,0.21313107401365,-7.91545234949107,2.46355736581612e-15,3.33703861768562e-14
"Mvb12b",113.193483601228,1.78093055410429,0.225182959464735,7.90881582841618,2.59848695199853e-15,3.51681083307536e-14
"Insig2",98.5867929532438,1.78513232168949,0.225725078871403,7.90843591954834,2.60642748124347e-15,3.52455542548744e-14
"Slc36a2",57.2306618220241,5.64337715622562,0.713877945301871,7.90524093560457,2.67415863922505e-15,3.61307029070126e-14
"Nsd1",178.392737154916,-1.00370200876998,0.127017374984703,-7.90208433209124,2.74277737811309e-15,3.70263294484613e-14
"Crlf3",312.382695046253,-1.46770226178825,0.185754955043274,-7.90128188745396,2.76049564779733e-15,3.72338839964785e-14
"Mocos",115.518264347085,2.25835891107729,0.2859580709159,7.89751764600998,2.84512738331143e-15,3.83428575007933e-14
"Adgrl2",67.0726993144344,3.25797134889585,0.412545753225871,7.89723642388847,2.85155171606963e-15,3.83968688276528e-14
"Mafb",243.528997624193,3.72119887520691,0.471214133251935,7.8970442790547,2.85594934898535e-15,3.84235217663236e-14
"Micos10",328.168180052108,1.26265885847476,0.159977460929467,7.89272970791465,2.95647472799501e-15,3.9742323987405e-14
"Hspbap1",30.6613546103922,-1.9237940325293,0.24387457391877,-7.88845676536202,3.05946180823538e-15,4.10919599924362e-14
"Amigo2",32.4809317982507,-4.22872841275315,0.536262575096096,-7.88555571306721,3.1313884206861e-15,4.2011622215665e-14
"Setd3",278.535636321001,0.944942498761416,0.119833185463212,7.88548259907106,3.13322250145151e-15,4.2011622215665e-14
"Gm5345",50.8237459528679,3.51506053871073,0.445960326972222,7.88200278391507,3.22174844533061e-15,4.31621931263559e-14
"Reep5",702.305017299986,1.30573477579167,0.165668603755119,7.88160669067826,3.23197979838345e-15,4.32627860290772e-14
"Rasip1",14.2992275785259,-5.033054204525,0.638649765470472,-7.88077358928851,3.25360388620955e-15,4.35155826161477e-14
"Gm5281",14.7370271716042,-8.48147863296058,1.07642653135298,-7.87929169889569,3.29242064036837e-15,4.3997705260566e-14
"Pacsin1",35.5796468643593,-3.39796823890264,0.431292906651418,-7.87856277369515,3.31168111480288e-15,4.42179001958849e-14
"Rab27a",36.1387575708618,-3.26784778300388,0.415050432683852,-7.87337519894368,3.45199416976732e-15,4.60526745284912e-14
"Smim30",250.765063853785,1.48755021136149,0.189008795491931,7.87026978024945,3.53877306388608e-15,4.71707761846359e-14
"Nkg7",17.5095256990831,-4.51188654552946,0.573759114608942,-7.86372962215099,3.72861897507514e-15,4.96597040192531e-14
"Bscl2",171.94578792913,1.87485271949203,0.238517830401958,7.86043004136198,3.82816881424966e-15,5.09428595390392e-14
"Pitpnm2",15.2708500848756,-6.96268943562052,0.885852903444748,-7.85987087533973,3.84529646856899e-15,5.11279628360608e-14
"Man1c1",69.2168505578013,2.72919803438522,0.347293865760556,7.8584688745032,3.8885731884312e-15,5.1660149992461e-14
"Por",360.109648134099,1.92636308908395,0.245149699210428,7.8579051709561,3.90610833799752e-15,5.18497538700439e-14
"Tcirg1",833.948923214143,1.88207749186374,0.239845533124815,7.84703999838228,4.259714252136e-15,5.6496327005166e-14
"Tbc1d15",137.817650204066,-1.16278263459364,0.148231688269127,-7.84435938206755,4.35169213038231e-15,5.76680869555e-14
"Rcsd1",102.954007162747,-2.26096972653389,0.288243572096203,-7.8439554092789,4.36572181018754e-15,5.78057948683915e-14
"Homer3",127.141611573696,1.63425009298258,0.208443729707643,7.84024587966605,4.49665059525481e-15,5.94898262348074e-14
"Nptn",390.12884914056,1.7197060880285,0.219348858359449,7.84005032390186,4.50365902944639e-15,5.95329769707768e-14
"Itgae",10.4137818129452,-5.99945349494257,0.765682903727654,-7.83542830293689,4.67247211621537e-15,6.1713141691227e-14
"Ufsp2",160.011094589737,1.61839556930074,0.206558792209224,7.83503598172409,4.68708465108577e-15,6.18547242700181e-14
"Limd2",82.4419951458567,-2.66300468499795,0.339941958044667,-7.83370402499134,4.73703162491907e-15,6.24619879571278e-14
"Ramp3",167.853787970375,-5.33067904852807,0.681212525155087,-7.82528043992508,5.06526488861108e-15,6.67346549047608e-14
"Stra6l",34.0907436908202,2.96566529342152,0.37925312722123,7.8197517187289,5.29276240851044e-15,6.96741523685355e-14
"Ube2c",85.6904012725107,-4.59606845641562,0.587965989940801,-7.81689508414997,5.41421928727891e-15,7.12140151122307e-14
"Cers4",12.0841830083015,-3.90593135509045,0.499893236209782,-7.81353111457445,5.56076789593097e-15,7.30810927199728e-14
"Trappc2b",73.6171904557859,2.47373490348926,0.316616726215048,7.8130265986298,5.58308083190397e-15,7.33136953207622e-14
"Iah1",246.855125326,1.49094940092524,0.190835489937032,7.81274699699302,5.59548454369149e-15,7.34158991863865e-14
"Relt",57.3854967621177,-2.74877775898119,0.351844086201849,-7.81248816387452,5.60699109699713e-15,7.35061728879434e-14
"Chchd6",34.0449635853613,2.40561250131258,0.307963809962872,7.81134803340237,5.65795404243526e-15,7.41131341964171e-14
"Gapt",38.4857648741353,-2.42781201977984,0.310835944383039,-7.81058968131458,5.69210401318652e-15,7.44990450292592e-14
"Ly6i",97.1465297255831,4.0545978372729,0.51929994130135,7.8078149346834,5.81879404139962e-15,7.60945008426325e-14
"Fxyd2",65.2446441109662,4.53055057528426,0.580470062998572,7.80496853167672,5.95163935891313e-15,7.77677613271141e-14
"Ier3ip1",440.42707253599,1.01401007540306,0.129930549462618,7.80424680413436,5.98579501992021e-15,7.81497921705112e-14
"Gatad2b",52.9472141411484,-1.72886705974083,0.22156444263313,-7.8029987086128,6.04531688198605e-15,7.8862101755235e-14
"Wdfy1",88.2100618807966,1.58804985471603,0.203532439877968,7.80244100482547,6.07210182582176e-15,7.91465347912076e-14
"Rbbp8",71.3067268101033,-1.75282236601607,0.224773821179965,-7.79816064350605,6.2816013943217e-15,8.18101348806373e-14
"Gas2l1",115.149310233552,1.59416939784738,0.204454798500973,7.79717282027888,6.33095114559536e-15,8.23853257595125e-14
"Trpv2",268.446088600165,1.37028379536369,0.175897832545013,7.79022558457635,6.68896632669331e-15,8.69729836046072e-14
"Capns1",1112.09119059528,1.26430271072101,0.162381829005698,7.78598639061176,6.91713962524092e-15,8.98662563413352e-14
"Gm19951",17.3982444424946,-8.24953386794101,1.06005182897404,-7.78219860808619,7.1274855443637e-15,9.2523380567316e-14
"H2-Eb1",1552.64860575088,-2.58114098833667,0.33171529644341,-7.78119374056968,7.18433721358483e-15,9.31852522339995e-14
"Pkp2",39.6408558726476,6.58645407658552,0.846590662417503,7.77997486740216,7.25389580718719e-15,9.4010726329851e-14
"Cox7a2",435.500592266712,2.26791145489615,0.291625221876274,7.77680147246778,7.43811949626603e-15,9.63197071525435e-14
"Nfatc1",114.071933679268,-1.33420135304383,0.171752292593642,-7.76817201619831,7.96268787080724e-15,1.02944790544554e-13
"Zfp366",12.632773065558,-5.37880995448238,0.692414004098571,-7.76819926033249,7.9609757823445e-15,1.02944790544554e-13
"Gipc1",184.334122339406,1.16690001933274,0.150228295907089,7.76751152162722,8.0043060417333e-15,1.03314718681641e-13
"Suv39h2",11.6968372241769,-4.0221386024342,0.517810024037316,-7.76759509418911,7.99902827603932e-15,1.03314718681641e-13
"Ubp1",141.000292690957,-0.991278820376014,0.127687457368203,-7.7633217921909,8.27333435992942e-15,1.06700494841655e-13
"Smc3",63.3272761519379,-1.29550957025036,0.166878852053025,-7.76317402901787,8.28298314073811e-15,1.06738296125862e-13
"Sash3",177.812297036832,-1.61107183860138,0.207531033847899,-7.76304058593063,8.29170635124639e-15,1.06764118488617e-13
"Snrpd3",201.041521616059,-1.05455283891207,0.135964926405839,-7.75606523526781,8.76049732874832e-15,1.12708940936423e-13
"Dcbld2",159.197837700152,3.63257497514802,0.468388931263041,7.75546716134505,8.80188530237188e-15,1.13149802240604e-13
"Bicdl1",24.8604606581981,-2.16089230426173,0.27874382316286,-7.75225179787821,9.02771530160197e-15,1.15959069059946e-13
