"","baseMean","lgFC_cDC_Treatment_6H_vs_MoDC_Treatment_48H_Wash","lfcSE","stat","pvalue","padj"
"Gpr55",22.5970920926189,3.61058925696803,0.403955628329666,8.93808379870237,3.95976762459578e-19,5.35297122955373e-18
"Sp2",65.4576591871266,1.75178000182808,0.196092249479177,8.93344844827282,4.12931793472955e-19,5.57761547507219e-18
"Avpi1",88.9054877129425,2.53231492845641,0.2834833901085,8.93285115395013,4.15168072920095e-19,5.60324387721464e-18
"Cbr3",139.148930438969,-3.52793020150783,0.395133276565607,-8.9284563228176,4.31994399392986e-19,5.82558189654505e-18
"Resf1",238.9669337281,1.75426247500306,0.196521078844968,8.92658683390888,4.39354665578214e-19,5.92000870905022e-18
"Pcbd2",143.2140713748,-1.58112330823368,0.177144156776366,-8.92563061072208,4.43167111369595e-19,5.96651616634651e-18
"Usp25",437.338739318754,1.93872667925241,0.217370061243998,8.91901427527405,4.70456732942299e-19,6.32877230735153e-18
"Chd7",149.238054120713,2.24311368222886,0.251510253181151,8.91857748882011,4.7231560537652e-19,6.34861292982927e-18
"Irf9",416.71957958254,2.09187002321322,0.234749462186291,8.91107482731171,5.05401911329796e-19,6.78782274574778e-18
"Ash1l",106.032741684115,1.18826631155324,0.133418580800184,8.90630303835165,5.27625775989152e-19,7.08054947599729e-18
"Iftap",26.601423940399,-3.80954134419747,0.427894716845352,-8.90298756732323,5.4363270831961e-19,7.28944003783302e-18
"Marco",88.7468003848891,3.66465669550345,0.412064580973761,8.89340376414637,5.92649893009719e-19,7.93937337002659e-18
"Tmem60",86.5894254811433,-1.47217853469467,0.165537449421007,-8.89332619201179,5.93063939513872e-19,7.93937337002659e-18
"Serpinb6a",445.452821172216,-2.38599924443904,0.268442126744222,-8.88831895864273,6.20403707956952e-19,8.29865251104553e-18
"Lnx2",35.6594320680048,1.91452052182801,0.215472139924113,8.88523464101801,6.37860009875318e-19,8.52525427911773e-18
"Pnpt1",69.5401454187582,2.06785684398193,0.232840921497869,8.88098548433573,6.6270602233073e-19,8.85017662939738e-18
"5031425E22Rik",56.5303916375314,1.79190368249442,0.201771275670875,8.88086610215688,6.63417716889518e-19,8.85253035781631e-18
"Snx12",158.159871737634,-1.55632903962065,0.175330142983739,-8.87656288379916,6.89581550147535e-19,9.19423529724936e-18
"Psmc4",377.95378691803,0.750527951298672,0.0845616939748669,8.87550752615884,6.96152268442423e-19,9.2743637825613e-18
"Gm47662",14.8494441145401,5.73546266885312,0.64644848497951,8.87226562072446,7.16725775066547e-19,9.54076267244381e-18
"Acadsb",79.2014825360781,-1.99818974939093,0.225448462985083,-8.86317752152134,7.77656059361057e-19,1.0343513780705e-17
"Map3k14",178.917613977651,2.8352101825398,0.319950862435684,8.86139253057874,7.9021102197558e-19,1.05020569343427e-17
"Ankrd33b",115.238381235136,3.30164870550757,0.372598095093293,8.86115293928406,7.91911386270301e-19,1.0516201565628e-17
"Col9a3",10.7270341673358,4.12602744683587,0.465720033641657,8.85945879238382,8.04038198432653e-19,1.06686705735851e-17
"Ing3",64.7030085301881,1.97079019888591,0.222481414431871,8.85822397308342,8.12992504714347e-19,1.07788332641879e-17
"Cd3e",27.6339818703281,6.17064556700078,0.697082585876456,8.85210115992541,8.58867988817115e-19,1.13779362653152e-17
"Cox5a",1140.5922924241,-1.14636165652008,0.129533436101416,-8.84992856688026,8.75753313483837e-19,1.1592337495459e-17
"Spcs1",195.600520982355,-2.19884031291698,0.248614088789629,-8.84439141652018,9.2028491431375e-19,1.21720563906794e-17
"Dcaf1",49.8905108468761,2.22588360403711,0.25173246222249,8.84225889813843,9.38025564929718e-19,1.23967839048625e-17
"Rnf31",170.625816881168,1.93508775456947,0.219168916877455,8.82920708893884,1.05420377281562e-18,1.39210471053999e-17
"Pakap",13.6020615781549,4.2138756450423,0.47744071400617,8.82596628528802,1.08518718484452e-18,1.43187547701791e-17
"Cdkn1a",4561.01669720716,1.73482396460434,0.196608832598457,8.82373361194536,1.10705394443619e-18,1.45956322674351e-17
"Plek2",26.7541629724098,6.55260079028148,0.742648128508557,8.82329132565232,1.11143704742876e-18,1.46417439881591e-17
"Gle1",37.8827895437349,1.92175604961734,0.217829981588055,8.82227522403975,1.12157174182341e-18,1.47634917257695e-17
"Gm21188",91.3926934235467,-3.40301499031881,0.385919456364202,-8.8179409827612,1.16583670764432e-18,1.53339524960092e-17
"Agl",32.4254774918623,-2.98366502266013,0.338550045851728,-8.81306932082609,1.21765202347631e-18,1.60027352179124e-17
"C2cd2l",89.2738051323803,-2.39575964850112,0.271921992000781,-8.81046667418586,1.24625935977847e-18,1.63656918151052e-17
"Bag3",102.926346065489,-2.20772062427122,0.250604698402569,-8.80957395589113,1.25622386880225e-18,1.64834517642124e-17
"6430548M08Rik",35.2587210105339,-3.0719060899994,0.348723974887818,-8.80899023644018,1.26278183864649e-18,1.65563617274722e-17
"Ints4",123.475083235741,1.48082420700686,0.168105950607271,8.80887441317506,1.26408710377831e-18,1.65603423825411e-17
"Nmral1",30.4974344193077,3.09480327034731,0.35147104140646,8.80528665452218,1.30518575471789e-18,1.70852225516634e-17
"Pip4p2",31.525018351758,-3.06367572906076,0.347963652766812,-8.80458549247925,1.31337053200571e-18,1.71787618715589e-17
"Mob3a",222.420828496657,1.55942951483705,0.177170847589804,8.80184034817926,1.34590561949468e-18,1.75904012704392e-17
"Gpnmb",1115.11545563525,-5.04412187967182,0.573577653399701,-8.79413946790704,1.44148437191681e-18,1.88246928285155e-17
"Cyp4f16",42.9139328886512,-2.5191315767474,0.286566530033791,-8.79073901774347,1.48579351251195e-18,1.93880222118074e-17
"Abracl",484.901101606558,1.60698209642465,0.182896049670565,8.78631386144846,1.54547426911374e-18,2.01460118063418e-17
"Mboat7",267.399886818578,-1.29716245704636,0.14763546381831,-8.78625245925147,1.54631881583789e-18,2.01460118063418e-17
"Dusp11",190.045269065949,1.32844339245647,0.151242239055853,8.78354751126031,1.58397933669779e-18,2.06204176170272e-17
"Ccnl1",416.436791516605,1.53588212388994,0.17497915523124,8.77751479517791,1.67126527568448e-18,2.17395977992852e-17
"Phf11a",157.008758398535,3.4717982446216,0.395623340538749,8.77551420473272,1.70124711899682e-18,2.2112200171678e-17
"Il18rap",16.0191898193188,3.92173474473861,0.446994309730272,8.77356749150809,1.73093120857169e-18,2.24803500952991e-17
"Dtx2",92.1277165278923,2.00228462525131,0.228225298231364,8.77328079212973,1.73534588225752e-18,2.25199948754816e-17
"Xpo6",294.738014199017,1.15728503260438,0.131950542480676,8.77059700435762,1.77721448637696e-18,2.30452447868787e-17
"Acin1",310.910285918427,1.44587100557945,0.164940649840844,8.76600769412885,1.85113376033405e-18,2.39849486360524e-17
"Gamt",52.4880376180542,-5.82041188311163,0.664155508948737,-8.76362810319003,1.89064836770589e-18,2.4477752124731e-17
"Plcl2",269.215478469299,1.35555269871468,0.154732726052812,8.76060761866253,1.94200693068788e-18,2.51033624590014e-17
"Tor1aip1",1096.26985994097,1.68795116282825,0.192673884505058,8.76066399535292,1.94103583380286e-18,2.51033624590014e-17
"Lonrf3",35.1508729504274,-3.14726664102889,0.359454417936001,-8.75567661429952,2.02882658635921e-18,2.62051484002162e-17
"Ptgir",226.417112898229,-2.80595794096837,0.320544398546795,-8.75372632836302,2.06421305055147e-18,2.66414007531362e-17
"Ldha",2166.6900090946,-1.56335796426929,0.178621249198915,-8.75236272997013,2.08931584060538e-18,2.69443516323937e-17
"Slco3a1",502.087553135155,1.74080319118096,0.198946226474991,8.7501191755441,2.13127549187555e-18,2.74640512137011e-17
"Tmpo",160.372154499242,1.72668138028414,0.197347456970785,8.74944834247221,2.14398243917363e-18,2.76062785567426e-17
"Mafk",87.4877548727328,2.13695326162133,0.244269463618076,8.74834385751357,2.16506680484308e-18,2.78560696377204e-17
"Rbm17",260.321171132209,1.62630181803804,0.185902099254286,8.74816274029,2.16854377656566e-18,2.78791090652877e-17
"Cd177",61.7668641372773,5.53684030743427,0.633020887177638,8.74669449237387,2.1969345212786e-18,2.82221588502712e-17
"Slc35f5",53.8577170186172,-2.5883501760795,0.296032406447488,-8.74346902469487,2.26059879248792e-18,2.90174532889773e-17
"Fgd3",113.16879241473,-1.91888335762783,0.219492994343302,-8.74234443504178,2.28322148439588e-18,2.92851053541638e-17
"Agtrap",185.111649996776,-1.22013040831052,0.13957109654633,-8.7419991567201,2.29021198648923e-18,2.93519959477725e-17
"Mmgt2",42.5410761588063,-2.07867372319843,0.237796594747459,-8.74139398592308,2.30251528561334e-18,2.94868204624673e-17
"Clec2i",60.690660163991,4.78203271996781,0.547182437521044,8.7393753747513,2.34402803847799e-18,2.9995213281855e-17
"Cd99l2",41.7106303525195,-2.64621863854142,0.302819212467693,-8.73860881209358,2.35998526696724e-18,3.01760529147481e-17
"Bcl2a1a",344.535839603351,1.78681786360535,0.20449350514124,8.73777317461121,2.37750260617269e-18,3.03765460493455e-17
"Kcnab2",154.715999071345,-1.71790868616616,0.196636164989689,-8.73648388258712,2.40478199218289e-18,3.07013595959535e-17
"Tspan3",746.482216508316,1.8049901718712,0.20660713742797,8.73633986870606,2.40784822149047e-18,3.07167859922083e-17
"Tnk2",25.7585383861032,3.10512677716928,0.355460084950722,8.7355146432257,2.42549284865532e-18,3.09180210229903e-17
"Rnf13",387.450353269246,-2.70308016981452,0.309471390344599,-8.73450746708644,2.44720093753234e-18,3.11707034670432e-17
"Tasor2",27.1828029100042,2.8514851564604,0.326523230230955,8.73287071931604,2.48288832526847e-18,3.16009181537056e-17
"Cog7",70.9600509568726,-2.59924146190786,0.297939264292175,-8.72406484617921,2.68389280934049e-18,3.41329229360203e-17
"Klhl5",130.267240533395,-1.409541364373,0.161705139374495,-8.71673819289458,2.8633121352531e-18,3.63867329224747e-17
"Timm8b",192.989049533759,-1.27584835875096,0.146380770769407,-8.71595601010187,2.88315257011625e-18,3.66107230735269e-17
"Whamm",154.617802531513,1.38548720338494,0.158979579462212,8.71487525675749,2.9107899023702e-18,3.69332996591608e-17
"Cox6c",824.454251541447,-1.66203073817208,0.190822532463467,-8.70982434157913,3.0434605710258e-18,3.85574970274096e-17
"Pkm",2086.53643329344,-1.68384464876411,0.193326437496724,-8.70985195075888,3.04271938742094e-18,3.85574970274096e-17
"Coro2a",455.820072160006,1.92321403124747,0.220939695531675,8.70470119287257,3.18412525395239e-18,4.03086851635488e-17
"Abca1",46.6683144192446,-4.28013857513522,0.492168175271273,-8.69649601536323,3.42289679161569e-18,4.32651014187938e-17
"Acox1",86.1265743183216,-1.97372228130184,0.226955163491468,-8.69652953005424,3.42188643664729e-18,4.32651014187938e-17
"Mfsd13a",39.5090971329474,-3.14971954368154,0.362226662121543,-8.69543816911155,3.45493909366924e-18,4.36367517460914e-17
"Mtch1",241.966688570585,-1.28471200314972,0.147750789564067,-8.69512783613684,3.46439517372532e-18,4.37227827535883e-17
"Ccr7",1572.67530485807,6.42001156197349,0.738494683884411,8.69337545966458,3.51827288419178e-18,4.43688829857687e-17
"Dcstamp",135.75351580433,-3.73171828869944,0.429335655814341,-8.6918434054151,3.56605386749787e-18,4.49371711824255e-17
"Ext2",74.7671388197305,-1.89183900956838,0.217711928921477,-8.68964332336018,3.63579148630987e-18,4.57810667503131e-17
"Atp1b1",25.7850514154414,4.61562015805462,0.531218052998193,8.68874868239901,3.66453311117353e-18,4.61078583919573e-17
"Tspan13",84.6508532673266,2.14239791292782,0.246578315397398,8.68850900159253,3.67227122300733e-18,4.61700837490344e-17
"Gpatch4",77.7389104176336,2.41509228060223,0.278057131384818,8.68559733956206,3.76757260323611e-18,4.73322780009899e-17
"Synpo2",11.2338735592988,5.76545470959186,0.664244495795478,8.67971770347502,3.96752344030558e-18,4.98064275160002e-17
"Irgm1",1358.65075542877,2.88412341921192,0.33236339244681,8.67762059467327,4.04134600764061e-18,5.06946688500168e-17
"Ikbip",35.5200486445291,-3.12233173214202,0.35989707379045,-8.6756241145767,4.11288556841448e-18,5.15529470072757e-17
"Ptpn2",100.517658771129,1.68690450486348,0.194569837461375,8.66991783964646,4.32432302372195e-18,5.41621458721174e-17
"Txnip",447.892864389952,-1.30700195688792,0.150753745532944,-8.66978098797757,4.32952343805297e-18,5.41862308866992e-17
"Stat5b",177.185003214019,1.1772303375366,0.135822680437272,8.66740616329017,4.42075711317413e-18,5.52862158487957e-17
"Rel",83.8528388873359,2.89649761890948,0.334218535415801,8.66647810333426,4.45692389503317e-18,5.56963890828295e-17
"Isg20l2",78.3645499238821,1.62408392506704,0.187404966171061,8.66617335841891,4.46886348272582e-18,5.58034138669985e-17
"Clec4d",2573.17046396262,-2.91929283924717,0.336901271964815,-8.66512857675425,4.51003712394561e-18,5.62750519020323e-17
"Alpk2",17.3209487380404,5.5658900709918,0.642372288294919,8.66458621022651,4.53155859625474e-18,5.65009489229862e-17
"Dkc1",48.9079008943201,2.48828510530834,0.287405658833583,8.65774569438501,4.81185564870649e-18,5.9950572298466e-17
"Ino80",106.974052302987,1.63234646123534,0.188543996205591,8.65764221659654,4.81622454209247e-18,5.99598195439871e-17
"Ccdc9",134.54748475183,1.17531624974051,0.135813806312548,8.65387902490382,4.977797279841e-18,6.19246970862387e-17
"Psme2b",168.516069950974,2.47115045234503,0.285560071955122,8.65369740043136,4.98572924760294e-18,6.19767380831725e-17
"Prr5",20.3825773138299,5.80200091467596,0.670762290564647,8.64986150278639,5.15619684492638e-18,6.40476351894574e-17
"Cdc42ep4",66.6237985416386,-1.63440637900081,0.189007359149047,-8.64731609583496,5.27247749585744e-18,6.54428456749332e-17
"Usp11",17.85803221427,3.21532972580152,0.371892545402371,8.64585688944822,5.34030112152229e-18,6.62349575709888e-17
"Plbd2",217.245368577333,-1.70675640185413,0.197446683694215,-8.64413810311131,5.42129527444604e-18,6.71891115235505e-17
"Jpt1",737.450091947791,0.743443748331937,0.0860168453017943,8.64300179486388,5.47550596780512e-18,6.78101424462338e-17
"Arhgef40",72.0946577254437,3.74720283234121,0.433680543595433,8.64046793816247,5.59832497803543e-18,6.92792716031885e-17
"Rpsa",3279.20034080837,1.51557784990315,0.175433603876946,8.63903959338498,5.66875293431689e-18,7.00983487382657e-17
"Triobp",187.005663804649,1.59632859783775,0.184795081472323,8.63837167699095,5.70198555327059e-18,7.0456597273709e-17
"Gas2l1",115.149310233552,-1.75190043412691,0.20295443257015,-8.63198902306002,6.02941720628173e-18,7.44468668196085e-17
"Xpr1",107.454150836214,-1.82240457465854,0.211172242558624,-8.6299437491299,6.13821537293946e-18,7.57336677319463e-17
"BC147527",12.7451437141397,6.01556528170834,0.697065251045065,8.62984530169822,6.14350087720533e-18,7.57423564525248e-17
"Alkbh1",93.9038115471189,2.21743007606196,0.256970347354116,8.62912822002085,6.18213575691837e-18,7.6161885595478e-17
"Setd2",117.866009453488,1.14178105354108,0.132324877135475,8.6286197898534,6.20967412988092e-18,7.64441864402988e-17
"Vps26c",194.856694605591,-1.55537566671778,0.180297843008655,-8.62670146665661,6.31467189786794e-18,7.76789214936389e-17
"Fgd4",23.7610873090236,-3.81315614731286,0.442127970037562,-8.62455308355386,6.43434298115506e-18,7.9092187737871e-17
"Sun2",324.941726634767,1.27905834207893,0.14842161169654,8.6177365105971,6.82906048069449e-18,8.38817659192585e-17
"Ddx39a",251.415496750762,1.57978719828486,0.183374635904586,8.61508021811074,6.9892642642214e-18,8.57858248555103e-17
"Arid3b",54.1313198290135,1.87976408826417,0.218215641536099,8.61424999157639,7.04009281943239e-18,8.63455894537654e-17
"Chi3l1",65.0004002183589,6.9005614480809,0.801146474785934,8.61335806279959,7.09510550701379e-18,8.69558038157591e-17
"Bzw2",89.6011018089943,1.95343076813453,0.227065581793248,8.60293644112563,7.77020103675226e-18,9.51590620300927e-17
"Ppp3cc",87.7860907611057,2.11937168724728,0.246435492346785,8.60010734275604,7.96415741826112e-18,9.74621869697343e-17
"Nbdy",74.1821969634706,-2.42037329999392,0.281813835429511,-8.58855384550244,8.80707950994713e-18,1.07697814747009e-16
"Vmp1",514.256780486805,-1.2980130047331,0.151147213583494,-8.58774021669992,8.86965393071272e-18,1.08382844372855e-16
"Gramd1a",207.913671142937,1.77274547161018,0.206476286598347,8.58570977237041,9.02773126958297e-18,1.10232999320543e-16
"B4gat1",22.2669406905475,-3.64902497296126,0.4252607826592,-8.5806759563944,9.4317234461236e-18,1.15080947405728e-16
"Il1r2",32.4569269476665,3.84378109179128,0.448026151337438,8.57936770056149,9.53960706424213e-18,1.16311448077519e-16
"Ndufc1",300.833743936564,-1.70106464596305,0.198379264689045,-8.57481072242821,9.92498833252351e-18,1.20921025867068e-16
"Dido1",111.099124853593,1.24187370647218,0.144834863273708,8.57441142555088,9.95947984169098e-18,1.21251900016699e-16
"Fxyd2",65.2446441109662,-5.08778110835626,0.593450376823851,-8.57322078989331,1.00630315008232e-17,1.22422442827895e-16
"Puf60",364.060334326361,1.37604220542946,0.160518811325069,8.57246695306516,1.01291426016524e-17,1.23136113700823e-16
"Impact",101.743897930739,-2.40248290148112,0.280542140646885,-8.56371486986369,1.0928791089348e-17,1.32759517325635e-16
"Stra6l",34.0907436908202,-3.48795089955793,0.407489780045081,-8.55960338237698,1.13256467472214e-17,1.37479381550522e-16
"Emc3",176.13687900586,-1.4689210569098,0.171678619230875,-8.55622594992089,1.16622613725974e-17,1.41357893895273e-16
"Rfx5",39.6047937205289,2.24597821133842,0.262496280295139,8.55622871612938,1.16619816761664e-17,1.41357893895273e-16
"Ewsr1",519.271271937194,1.08263129920554,0.126651073827539,8.54814149211053,1.25086316971405e-17,1.51505646775695e-16
"Coq9",75.702523576006,-1.54931701551553,0.181340253826409,-8.54370159313132,1.29989445207607e-17,1.57329099386338e-16
"Slc36a4",35.1967543360094,-2.77849108401602,0.325222105652947,-8.54336478277718,1.30369042461811e-17,1.5767310746314e-16
"D16Ertd472e",94.9393655102259,3.2769644959214,0.383575502131443,8.54320590786442,1.30548479636617e-17,1.57774708613464e-16
"Parp12",346.530322729282,2.12302071966068,0.248698949173883,8.53650860493311,1.38338383186282e-17,1.67067091980921e-16
"Arhgap27os3",18.6377614575501,4.20384940210911,0.492549000157105,8.53488566775741,1.40294092208274e-17,1.69299703698284e-16
"Slc35f6",109.344818042936,-2.14461140488603,0.251278310170992,-8.53480510684208,1.40391879132854e-17,1.69299703698284e-16
"Dbi",736.37283369759,-1.80749400730465,0.211815273376082,-8.53335068097476,1.42168911825322e-17,1.71317683615747e-16
"Lrig1",18.5364859861069,5.64817505124935,0.661995304595434,8.53204699797853,1.43780618736473e-17,1.73133646727612e-16
"Dnajb14",73.465487172601,-2.23197675779935,0.261995650695243,-8.51913667985129,1.60747048507991e-17,1.93422922342257e-16
"Plxdc2",108.610279004274,-3.05508255172825,0.358770220934995,-8.51542957987529,1.65973878832321e-17,1.99566991907983e-16
"Gimap4",29.4358560455739,5.70894424560365,0.670544424863044,8.51389413426214,1.68187577073841e-17,2.02081774110596e-16
"Dag1",238.210717312284,-1.79526025884383,0.210869030892239,-8.51362692400892,1.68575787290309e-17,2.02401125001501e-16
"Rpl18a",4579.5344922668,1.39504656195161,0.163915672219717,8.51075765398233,1.72800467280639e-17,2.07322940896285e-16
"Scarb2",190.31167470923,-1.47887406913692,0.173836238776943,-8.50728294365902,1.78056644237313e-17,2.13474292906128e-16
"Tspan4",97.6406448072119,-3.38255017031228,0.397751828006064,-8.50417253207625,1.82895371770468e-17,2.19116607353707e-16
"Hap1",12.3105184311394,5.68463465268645,0.668484010977512,8.5037705604565,1.83530093114341e-17,2.19717815312049e-16
"Eps8",76.8146778492617,-2.42855620590774,0.285798738653077,-8.49743500392313,1.93825966193242e-17,2.31875882711496e-16
"Egr3",27.3112236451227,4.21107750968418,0.49561203540564,8.49672164687762,1.95020347590469e-17,2.33136038084832e-16
"Rab3d",46.0174203671996,-2.74332838580777,0.323075173598039,-8.49130050834839,2.04337443827916e-17,2.44097612630559e-16
"Gng11",70.634480767318,-4.16678233127884,0.490788996552481,-8.48996689116538,2.06695977330819e-17,2.46736793733605e-16
"Cstb",4468.15197617468,-1.67993535711917,0.197888279723565,-8.48931204751445,2.07863896260845e-17,2.47951933396866e-16
"Crebbp",133.900251405224,1.26921384454042,0.149606735646907,8.48366779110767,2.18204179835284e-17,2.60098753079794e-16
"Ndufa13",1048.42353731951,-1.33983172920676,0.157997138518813,-8.48010123327155,2.24998087204424e-17,2.68003845515183e-16
"Card19",715.267466848008,-1.85778847573975,0.219176129561161,-8.47623543430324,2.32597823142686e-17,2.76657540289066e-16
"Slfn8",307.329774342069,2.56685241548645,0.302828252893997,8.47626465151837,2.32539446209177e-17,2.76657540289066e-16
"Tex2",62.8759639176259,-2.2759934641767,0.268545878584528,-8.47525002496102,2.34575192677375e-17,2.78808890045653e-16
"Mospd2",72.7557999653758,-2.4331550148424,0.287159266388782,-8.47318996681157,2.38762737486154e-17,2.83582208251335e-16
"Stk19",119.998656043156,1.28801751049767,0.152052614650712,8.47086722879735,2.4357274397224e-17,2.8908744982721e-16
"Nsun4",31.5601915687144,2.25346625711094,0.266112004055191,8.46811200836915,2.49402427747124e-17,2.95794141889756e-16
"Trappc2b",73.6171904557859,-2.66334549230266,0.314584895263006,-8.46622178116973,2.53481298120306e-17,3.00416222352905e-16
"Zfp687",61.6660847159537,1.48474916349284,0.175383931978037,8.46570804262026,2.54601209062409e-17,3.01527348812952e-16
"Rhoj",45.7976738268626,-4.41193711815134,0.521227193982788,-8.46451829276012,2.57213550482983e-17,3.04403123130649e-16
"Zfp513",171.841946071972,1.5456463333651,0.182922055814859,8.4497537843632,2.91917789323285e-17,3.45227239691121e-16
"Cd86",71.246134946935,3.9644982385984,0.469241042000332,8.44874570582766,2.94449027464997e-17,3.47971820663245e-16
"Shisa8",33.9550534778197,6.50462296268637,0.770335373613751,8.44388455403817,3.06962366008631e-17,3.62500628372907e-16
"Bst1",535.797879792135,-2.71196991401809,0.321181980696787,-8.44371750910378,3.07401561722417e-17,3.62760172730672e-16
"Mat2a",518.787138443865,1.60661712319426,0.190332219497673,8.44112009745099,3.14310995526519e-17,3.70649335880167e-16
"Zap70",26.1482311044119,7.52304634903499,0.891505347496776,8.43858802435529,3.21194025683543e-17,3.78496138747399e-16
"Klrk1",22.4349254646575,5.52544120664313,0.654928300588691,8.43671162427477,3.2639043694039e-17,3.84345661961215e-16
"Rbm5",303.98892840246,0.807351960352665,0.0957606291667017,8.43093834468457,3.42904393884734e-17,4.03504508476605e-16
"Zhx2",39.1301262956243,2.11928578805421,0.251493994631212,8.42678486681922,3.55292198907107e-17,4.17784205158691e-16
"Map6",26.9465836882548,-4.03816841790859,0.479308573845883,-8.42498682113502,3.60790855355761e-17,4.23948486964947e-16
"Cryl1",44.3294239700549,-2.41930816538375,0.287263291611844,-8.42191897129958,3.70367192334509e-17,4.34892101624037e-16
"Stx2",182.652437342234,-1.77543006180076,0.210883770168116,-8.41899810680261,3.7971754081799e-17,4.45555010812195e-16
"Zfp414",90.8858320870766,-1.62773876238349,0.193345690239449,-8.41880033823156,3.80358993682054e-17,4.45991151953574e-16
"Pik3r2",62.6642268859175,-2.18319864211901,0.259353854402146,-8.41783765717171,3.83496700885718e-17,4.49351591477221e-16
"Mrfap1",357.347063286035,-0.969489027516892,0.115341729218728,-8.40536234443308,4.26542595226375e-17,4.9943546224346e-16
"Pctp",35.6856850263544,-2.30440322499494,0.274175476371028,-8.40484807575024,4.28415826110479e-17,5.01273804181497e-16
"Cebpz",139.693822267177,1.57578883155019,0.187541322728175,8.40235532429383,4.37611328531396e-17,5.11671010934199e-16
"Nod2",36.1475412081023,2.24437633725308,0.267118618529841,8.40217110138414,4.38298582000525e-17,5.12112399732487e-16
"H2-Oa",89.8285002939764,3.63246491144466,0.432342137526579,8.40182946826771,4.39575881654124e-17,5.1324209402455e-16
"Dctn3",380.72411693559,-0.856744273474197,0.102036344235845,-8.39646186748847,4.60133069886319e-17,5.36865211321843e-16
"Ndufs6",490.625196066761,-0.768789178366584,0.0916273264870334,-8.39039190426863,4.84524256245503e-17,5.64925213575946e-16
"Ccm2",264.075224538833,0.980093361442776,0.116836116874816,8.38861635989577,4.91897048654106e-17,5.73117259013272e-16
"Sp140l2",75.9128170222367,2.79557078390296,0.333518605209894,8.38205347537843,5.20121929950443e-17,6.05575765343005e-16
"Treml4",21.391798646072,4.59420952422364,0.548111504039112,8.38188852152938,5.20851544978602e-17,6.05998493534921e-16
"Cxcl14",48.764371909109,-5.63660852660846,0.672630173969595,-8.37995193308597,5.29493224193489e-17,6.14853169141095e-16
"Gca",18.2467720803141,3.29570015432908,0.393277623646832,8.38008560916411,5.28892201657802e-17,6.14853169141095e-16
"Gm4707",23.6238061955654,2.30954976776269,0.27560479641116,8.37993314280786,5.29577761360261e-17,6.14853169141095e-16
"Susd3",132.201613587387,-1.71135116078089,0.204272823718311,-8.37777208749421,5.3938964926627e-17,6.25805548864508e-16
"Pom121",182.182593731803,1.34665896852977,0.160770233231315,8.37629542150508,5.46197088333765e-17,6.33259218893558e-16
"Dnal4",65.9672419009535,-1.90858094755336,0.227996584960149,-8.37109445251981,5.70855289243137e-17,6.61384057256958e-16
"Sirt2",460.486808908539,-1.06679087713304,0.127498667221502,-8.36707473404189,5.90662380591527e-17,6.83853020890737e-16
"Wdr1",870.252237448349,0.962309911758118,0.11503538965993,8.3653379590656,5.99428589395897e-17,6.93516645800026e-16
"Tubb2b",20.4296860468589,2.86916003854163,0.34303289729493,8.3640958670935,6.05776508652985e-17,7.00370840388797e-16
"Pgap2",293.997331059748,-1.3832214394107,0.165422341954652,-8.36175708230442,6.17909735506893e-17,7.13899486871801e-16
"Mybbp1a",264.361343492634,1.60824999767318,0.192439211607752,8.35718450640545,6.4232798692706e-17,7.41592779878846e-16
"Casp8",244.404626311917,1.58446645118378,0.189628613677144,8.35562956696739,6.50846521999928e-17,7.50903387873329e-16
"Plekho2",741.12312253365,-1.60886139307469,0.192569090703338,-8.35472290593727,6.55864870501412e-17,7.56165544211984e-16
"Camta2",206.232546686679,-1.21891870324541,0.145971991885104,-8.3503601444641,6.80551330798554e-17,7.84080498403659e-16
"Ptrh1",41.5679618946931,-2.75895757598549,0.330573970410291,-8.3459613367659,7.06369156367749e-17,8.13259140823676e-16
"Chst10",16.2780552991704,5.98298217057431,0.717038223016496,8.34402125092383,7.18060787211175e-17,8.26144676058619e-16
"Arhgef3",136.761360576285,2.06333731880102,0.247471827602696,8.33766549828695,7.57715578303554e-17,8.7116214576444e-16
"Zranb3",37.200258695585,-4.85821138070457,0.582769962309984,-8.33641349915769,7.65777906598517e-17,8.79819744947414e-16
"Kcnj2",44.2185421196724,-4.68643327615948,0.562348098909304,-8.33368741754262,7.83626479192814e-17,8.9970115142325e-16
"Irf8",1527.88781364379,2.00936310527085,0.241229497211372,8.32967414225548,8.10651724162106e-17,9.30083619401256e-16
"Ikzf1",174.273767868714,1.50226941307797,0.180410106174716,8.32696928642742,8.29382506753039e-17,9.50914076570596e-16
"Tmcc3",157.443848216445,2.51679741850018,0.302284713234691,8.32591695282374,8.36784549090966e-17,9.58735893979276e-16
"Ido1",18.1717019464931,5.10713863458985,0.613515738590738,8.3243807996207,8.47706846320935e-17,9.70577374669253e-16
"Ap5s1",47.085255837926,-2.57072005409929,0.30892891791133,-8.32139662249794,8.69328196417998e-17,9.94643811168081e-16
"Kat6a",52.4517227072576,1.7151763135647,0.206142547616965,8.3203411105197,8.77105190453058e-17,1.00284786402216e-15
"Larp1b",125.121114224905,1.68304347090184,0.202295402955796,8.31973167116212,8.81626730201929e-17,1.00732099035442e-15
"Map7d1",328.340208833936,-1.69806180704584,0.204121415327758,-8.31888121253354,8.87974876458848e-17,1.01387352434352e-15
