"","baseMean","lgFC_MoDC_Treatment_6H_vs_cDC_Treatment_6H","lfcSE","stat","pvalue","padj"
"Nln",62.1796282953825,1.32350837179474,0.207156282654174,6.38893667542875,1.6704321016497e-10,1.38095799240457e-09
"Mxi1",110.322072676369,-1.35777391988613,0.212523661325867,-6.38881295106351,1.67178398658164e-10,1.38131496921025e-09
"C1qbp",294.776060311231,-1.3105929128689,0.205171668264097,-6.38778698812307,1.68303552309424e-10,1.38984666161792e-09
"Ptrh1",27.8248234236415,2.47031031996781,0.386730379001315,6.38768106696737,1.68420134497671e-10,1.39004479341041e-09
"Angptl2",33.9623169663034,3.52043071837659,0.551404867140491,6.38447523438277,1.71986212096582e-10,1.41869725395933e-09
"P2ry2",54.2486412457956,1.72197483238325,0.269735203833756,6.38394546914439,1.72582568215391e-10,1.42283475926286e-09
"Gm4017",9.62090103100762,-7.04701818618835,1.10406648152122,-6.38278428349597,1.73896790062285e-10,1.43288282612793e-09
"Itpkb",164.941395452713,1.65440350857897,0.259251150752563,6.38147026069707,1.75395787267669e-10,1.44444155471723e-09
"Zfas1",270.166407739066,-0.971482847865174,0.152241314455831,-6.38120375758465,1.75701342181203e-10,1.44616461083685e-09
"Ndufb2",160.714560239182,1.02456266203503,0.160608421504009,6.37925864933217,1.77947280226417e-10,1.46384795508997e-09
"Mthfr",225.377137092172,1.44467083976703,0.226646209869075,6.37412309079234,1.84012758830109e-10,1.51291541528829e-09
"Adpgk",113.000989686151,-1.7557723120965,0.275464225872835,-6.37386690243774,1.84320568432664e-10,1.51461669068395e-09
"Msh6",33.2406926662883,-2.16241603470231,0.339385345350717,-6.37156572705783,1.87108072615262e-10,1.53668134254537e-09
"Mir692-1",1950.42145953272,8.57021029032735,1.34526740393188,6.37063699401231,1.88244711653495e-10,1.54517105306393e-09
"Rbm33",88.8240912661864,-1.05678643505388,0.165921266703062,-6.36920423796629,1.90011447053242e-10,1.55882068557941e-09
"Idh1",170.362169871969,1.35410381791386,0.21264981097326,6.36776403287814,1.91803690822504e-10,1.57266456052335e-09
"Cdk20",22.0816424689118,2.85506108640121,0.449012296280124,6.35853652573476,2.03684955615142e-10,1.66917152764745e-09
"Klhdc1",22.7408609480748,-3.02381407317699,0.475618539884084,-6.35764550707788,2.04869579336632e-10,1.67796344494318e-09
"Eef1b2",1749.10639215172,-0.746228231302457,0.117398318565172,-6.3563792090276,2.06564730264852e-10,1.69092491573949e-09
"Enpp4",48.4007370253224,1.79042051124099,0.281939667980244,6.35036752390036,2.1480112150226e-10,1.75738923003457e-09
"Washc3",169.698521558374,1.0470314240417,0.164899896688854,6.34949714988189,2.1601986831788e-10,1.76639775765595e-09
"Dusp14",13.6618761313284,-3.67838802958245,0.579374955006265,-6.34889029599609,2.16873613415406e-10,1.77241347752068e-09
"Spdl1",32.1570123871203,-1.72362797504923,0.271529569703615,-6.34784630245109,2.1835006191912e-10,1.78350896604557e-09
"C5ar1",39.0358648573183,1.74594892360055,0.275162082697583,6.34516538937319,2.22186619334277e-10,1.81385955196601e-09
"Rnd3",16.0430015240622,2.67402515499947,0.421519141800797,6.34378107617038,2.24193359208171e-10,1.82924722923493e-09
"Acot9",129.769558223628,0.992635163366488,0.156497028165769,6.34283714522071,2.2557184885645e-10,1.83949493040841e-09
"Osbpl8",252.57624040614,1.4268435272457,0.225123320014389,6.33805297094279,2.32686836874251e-10,1.89648614657608e-09
"Rnf141",36.7212862809851,1.83606584511538,0.289745238099717,6.3368283708721,2.34543004824247e-10,1.91057739089876e-09
"Abca3",87.2122533546338,1.25686054112836,0.198392500656293,6.33522203193464,2.36999728576527e-10,1.92954280104089e-09
"Trpm4",18.2624160551595,2.15666733797295,0.340603140824969,6.33190678379926,2.42149775445752e-10,1.97040356572741e-09
"Cryl1",30.2736658256742,1.99660419550699,0.315345391644523,6.33148366334045,2.42814883479961e-10,1.97474531185518e-09
"Pdcd4",29.7120962498156,-3.33309949701693,0.526565114629149,-6.32989046257722,2.45335300379194e-10,1.99416289366152e-09
"Whrn",15.4217428219616,-3.2213437461369,0.508940113617973,-6.3295143376239,2.45934041840949e-10,1.99794792757476e-09
"Gpr84",129.754138330524,1.82782887408209,0.288881985499476,6.32725114694079,2.49566989608174e-10,2.0263651784681e-09
"E2f8",38.990503961747,2.49007755498456,0.393607753209489,6.32629193576701,2.51122514260921e-10,2.03789313870227e-09
"G0s2",16.0572356216723,-5.72129157188965,0.904427563136111,-6.3258704235539,2.51809059402872e-10,2.04236056662092e-09
"Ppcdc",61.359553293106,-1.95166671144145,0.308709835997423,-6.322010133353,2.58182444458438e-10,2.09292280704888e-09
"Lhx2",13.0699039450441,3.30974634990362,0.523617365201415,6.32092548846331,2.60001379876413e-10,2.1065303378762e-09
"Col9a3",10.4452967223667,-3.1893431500549,0.504884917359433,-6.31697054199062,2.66740402567052e-10,2.15996421992403e-09
"Zfp869",25.0141470257709,-1.80896876990643,0.286484258014509,-6.3143740687309,2.71257100401569e-10,2.19535463521765e-09
"Btla",13.9655414149503,-3.46449711101655,0.549009710044851,-6.31044778922676,2.78229265825882e-10,2.24975737368807e-09
"Lif",32.8601560036903,-2.74485134315759,0.434971243732073,-6.31042024665043,2.78278787913058e-10,2.24975737368807e-09
"Rilp",12.4752449595571,3.69247550456787,0.585152900773742,6.3102746302468,2.78540752128808e-10,2.25066324634542e-09
"Trim39",35.0008698657942,-1.57629274123159,0.249883024793369,-6.30812254067696,2.82440562155047e-10,2.28094683143288e-09
"Man1a",164.678564590621,-1.26027960924288,0.199866743549711,-6.30559935514946,2.87080771412344e-10,2.31717398989974e-09
"Dnaaf9",49.4445441993816,1.41094896259744,0.223826288922682,6.30376784330651,2.90495520533246e-10,2.3434762223351e-09
"Pank4",100.958522261655,-1.24612497330634,0.197789916437874,-6.30024520839384,2.97175137462233e-10,2.39607429576826e-09
"Adck1",45.0707873691622,1.40682707228909,0.223393403065566,6.29753185628397,3.02422223009409e-10,2.43707183791748e-09
"Rab11a",341.037348190499,1.16218864542229,0.184835875638956,6.28767895520684,3.22247448543689e-10,2.59544042113004e-09
"Txnip",345.12222545481,0.968291177043335,0.154039383122807,6.28599749890826,3.25755188132845e-10,2.6222855975541e-09
"Xrcc6",28.2798838917303,-2.44577950081499,0.389268222598322,-6.28301864583162,3.32061217474474e-10,2.67161578667968e-09
"Snx30",70.8584283878523,-1.66244782642234,0.264767749625859,-6.27889094790258,3.40996654417123e-10,2.74203683597443e-09
"Alkbh6",122.415727627227,-1.07902832707675,0.171888822190239,-6.27747815900753,3.44108583214781e-10,2.76409960396122e-09
"Dock9",13.6973472204865,-3.57540047094044,0.569554841105117,-6.27753503772004,3.43982763368386e-10,2.76409960396122e-09
"Mctp1",17.8532693767144,2.68880229756998,0.428653884957503,6.27266517795949,3.54919602901878e-10,2.8494160419069e-09
"Ttc39b",49.4739906968796,-1.58753072015677,0.253106850400536,-6.27217603018068,3.56036723097871e-10,2.85685693418938e-09
"Gm42602",14.1034571135954,-5.76494733257915,0.919274171100999,-6.27119472493671,3.58288198133837e-10,2.87338713599535e-09
"Rpl9",2836.26711066288,-0.991020962146222,0.158035890161354,-6.27086012635734,3.59059063487129e-10,2.8780318847476e-09
"Gch1",33.0994506982496,1.73551281114711,0.276852092970599,6.26873646691707,3.63989547176839e-10,2.9159952357342e-09
"Chaserr",161.036605410768,-1.31763019661477,0.210228291408518,-6.26761597017563,3.66617570669935e-10,2.93548244718279e-09
"Adam11",25.4097197603107,-6.75239806952538,1.07758834139474,-6.26621299631512,3.69934247155512e-10,2.96045994272159e-09
"Ccr7",1587.02248800997,-4.68875780998405,0.748326216986053,-6.26566022084381,3.71249055357293e-10,2.96939907729304e-09
"Arf6",350.91343347038,1.10417543962247,0.17625199191385,6.26475438735571,3.73413501991675e-10,2.98512082289724e-09
"Slc25a29",10.7791083371048,-6.91705725268467,1.10420192972294,-6.2643046226339,3.74492765825967e-10,2.99215534504803e-09
"Aebp2",465.682256722327,-1.07899650061812,0.172307448905412,-6.26204210829232,3.79968295801939e-10,3.03428937493325e-09
"Nagk",197.47416537938,1.02488235969075,0.163671714974752,6.26181719821808,3.8051685419081e-10,3.03705450928582e-09
"Tars2",57.0303254277738,-1.38662650864699,0.221485001367584,-6.26058875357297,3.83526716661057e-10,3.05945090182383e-09
"Gas6",22.8027933004457,3.65326789334583,0.583679654287386,6.25902901790555,3.873817940236e-10,3.08856233333846e-09
"Ddb2",21.8003660317331,-3.48735204005526,0.557218819846942,-6.25849651132238,3.88706591029681e-10,3.09747985728694e-09
"Nfkbid",184.245981212487,-1.15348900526558,0.184486306583566,-6.25243697825937,4.04096829881617e-10,3.21841151565661e-09
"Zfp366",12.6983425034691,-4.26461080490076,0.682092646589038,-6.2522456827924,4.04592250762611e-10,3.22064870662729e-09
"Ap3b1",160.36167755456,1.33050517082752,0.212878170382121,6.25007800677372,4.10247732924493e-10,3.263937050554e-09
"Atg3",180.372185854268,1.10340607794612,0.176628651133065,6.24703903283994,4.18306553965271e-10,3.32629041031812e-09
"Gbp9",160.019951615648,-1.69584811183698,0.271519690754709,-6.24576474407157,4.21731538563052e-10,3.34997650182387e-09
"Pcna",372.764137495725,1.27879759888905,0.204745445327211,6.24579265656123,4.21656224042998e-10,3.34997650182387e-09
"Fcrl5",10.8410403572622,-5.62652182160755,0.900896062507759,-6.24547276402276,4.22520157538066e-10,3.35446595722845e-09
"Gkap1",28.0564302505463,1.95190519867876,0.31255977899519,6.24490203107289,4.24065828843083e-10,3.3649578691444e-09
"Rasa2",63.1399999050413,-1.36051775727096,0.217887587039343,-6.24412696362231,4.26173723299078e-10,3.3798975741622e-09
"Pigs",110.29306452761,1.05622119220522,0.169525005006218,6.2304743313028,4.65025022042641e-10,3.68607215202015e-09
"Gm4610",14.5491279191174,-5.67396778040992,0.911152686855218,-6.22724145169701,4.74719232889452e-10,3.76092867723976e-09
"Smc1a",102.777076753631,-1.03130418773519,0.165630980703412,-6.22651742660327,4.76917198713454e-10,3.7763491056356e-09
"Fgfr1",63.805729989318,1.98016341952358,0.318047327405262,6.22600238674673,4.78486778134861e-10,3.78678017930346e-09
"Fam219a",41.8310193639176,2.70626694893002,0.434838663175205,6.22361160152775,4.85838939055212e-10,3.8429399325795e-09
"Slc35f6",81.5492313736952,1.60252523738265,0.257537897691333,6.22248318305109,4.89347247991213e-10,3.86865204533548e-09
"Retreg1",145.446068804857,-1.31718021449378,0.21175348903231,-6.2203471617547,4.96056068604872e-10,3.9196261884026e-09
"Ubl3",366.282110877865,1.12488789426474,0.180852372128023,6.21992336085284,4.97397774589099e-10,3.92816033135515e-09
"Snhg16",30.5167137741745,-2.72321818493001,0.437890876928694,-6.21894250008195,5.00516667963923e-10,3.95071332078989e-09
"Atp2b4",12.2877868511949,-4.97440786727862,0.799930658304,-6.21854884000231,5.01773769105636e-10,3.95855470077925e-09
"Actr2",1124.18616959816,0.689994337221123,0.110961249620811,6.21833603694128,5.02454609913828e-10,3.96184404340142e-09
"Cyp1a1",15.3423976769089,-7.68184511880941,1.23562447439481,-6.21697390914166,5.06833996866338e-10,3.99427758265319e-09
"Ncoa2",48.3702258396754,-1.4319847784894,0.230385055514637,-6.2156148769746,5.11240547415963e-10,4.02689104845533e-09
"Zcchc18",12.7251998639112,-4.21690568652547,0.678556481521411,-6.21452421627544,5.14803947871798e-10,4.05283254819051e-09
"Laptm4a",556.059833109431,0.689428760529239,0.110957579220757,6.21344450168272,5.18355455668394e-10,4.07865327879958e-09
"Rnasek",412.583835780263,1.32503138233741,0.213267185920968,6.21301104816205,5.19787931617338e-10,4.08778219872766e-09
"Dctn2",239.403475653554,0.755801007543382,0.121780263265067,6.20626846485218,5.42574603767146e-10,4.26475001379904e-09
"Cck",18.828195186733,6.67802688529925,1.07621966635966,6.20507791674895,5.46698096752453e-10,4.29491288673186e-09
"4930453N24Rik",100.516041246171,1.2029787484435,0.193875708469724,6.20489672449789,5.47328335895274e-10,4.29761522321954e-09
"Ccr6",19.319226468273,-4.51181941723859,0.727476822767046,-6.20201122020265,5.57461023333752e-10,4.37260310517744e-09
"Ier3ip1",317.02503077247,0.908681369127052,0.146512926047757,6.20205597989943,5.57302457127948e-10,4.37260310517744e-09
"Zbtb44",44.8616047357543,-1.43853658674219,0.231963319619202,-6.20156923561765,5.59029168503922e-10,4.38261352832866e-09
"5830432E09Rik",13.4006295163779,3.15248926864526,0.508642741630411,6.19784577784444,5.72411861050642e-10,4.48518751041403e-09
"Aldh1l1",11.6505133327447,4.29884698249478,0.693703832585127,6.19694858319419,5.75682964562338e-10,4.5061148837197e-09
"Slc23a1",6.16028134942878,-6.84753197838476,1.10497983649781,-6.19697459827661,5.75587859284111e-10,4.5061148837197e-09
"Tmem109",207.816975377898,1.43127146881907,0.230996035811033,6.19608671548775,5.78842442042517e-10,4.52848440978859e-09
"Pdcd6ip",635.141033602031,1.16602853412653,0.188358053920751,6.19048938898639,5.99777054222532e-10,4.68981922658483e-09
"Nlrp3",587.350815877392,1.53113894862384,0.247396597908363,6.18900567578127,6.05449035665748e-10,4.73170555567406e-09
"Shmt1",17.9581760714945,-3.99065410233451,0.644986622975567,-6.18718894342973,6.12465398243362e-10,4.7840494400768e-09
"Dph2",35.7765940992028,-1.46094445607501,0.236191886983982,-6.18541337185765,6.19399425354545e-10,4.83348623848767e-09
"Eef1a2",25.7194819765398,7.169963801615,1.15917479600176,6.18540346662621,6.19438321644593e-10,4.83348623848767e-09
"Wdfy2",89.1130492650487,1.59542353362197,0.258075362230915,6.1820063714352,6.32919706550554e-10,4.93611613217843e-09
"Col24a1",19.1675740769025,6.29281949902118,1.01794842961312,6.18186473494813,6.33487964100327e-10,4.93798276481735e-09
"Ralgds",534.749938533566,1.26532496627049,0.204800062816324,6.17834266684434,6.47779981795741e-10,5.04676744509572e-09
"Rasip1",14.3216778843328,-5.11840262436544,0.828915121005966,-6.17482115437076,6.62384080291215e-10,5.15786939699793e-09
"Tmco1",163.400585193593,1.02099463930381,0.165404980804032,6.17269585438577,6.71352840006304e-10,5.22499750493242e-09
"Gatad2a",301.957021544404,0.752102535282265,0.121874843293585,6.17110566017732,6.78140831308741e-10,5.2750923836467e-09
"Tnfsf14",13.9368852130599,-4.29872349256258,0.696701862966083,-6.17010477661354,6.82447543691857e-10,5.30584410846497e-09
"Icam2",50.4738227254315,-2.44639461502049,0.396587618041563,-6.16861067700833,6.88926207621704e-10,5.35344159162766e-09
"Sigirr",19.9328555675382,-3.5852049303879,0.58139901124886,-6.16651363525161,6.98120633893846e-10,5.42208229521382e-09
"Treml4",21.2508488790959,-2.98076778912143,0.483417801817843,-6.16602818082528,7.00266099354809e-10,5.43593327280959e-09
"Jak3",21.9682405128081,-2.42195875938915,0.3929364656014,-6.16374139692601,7.10459359554124e-10,5.51221000774474e-09
"Adgrl1",24.5060507370243,-3.13824247558494,0.50921009658782,-6.16296200058497,7.13966453498674e-10,5.53655907354112e-09
"Zer1",60.4340654720283,-1.88493448271212,0.30597972533414,-6.16032477528932,7.25959030997142e-10,5.62665097179148e-09
"Bicdl1",22.2780761647662,-2.6173307092577,0.424876711250758,-6.16021222145307,7.26475209256374e-10,5.62774629337768e-09
"Ak8",13.7929840460533,6.68883782012549,1.08606742906415,6.15876845316056,7.33128247640827e-10,5.67635605045474e-09
"Lamtor4",159.75319196072,1.46634638753893,0.238217862457366,6.15548461569026,7.48482618608793e-10,5.79225234699681e-09
"Fcer2a",45.5010357711921,-2.97786596652401,0.483891985437451,-6.15398902263681,7.55579163882428e-10,5.84415764418696e-09
"Sec24d",85.6007766887794,1.69274898693006,0.275080851990809,6.1536416463717,7.5723682283103e-10,5.85396314169014e-09
"Vamp4",113.877594954384,0.99555934704474,0.161794004278444,6.1532524118224,7.59098441542975e-10,5.86533448424328e-09
"Nsd1",153.520004606296,-0.912177132794021,0.148270157001871,-6.15212900046035,7.64496529855555e-10,5.90400535119416e-09
"Lyn",303.178991442149,0.853644387857944,0.138810520788149,6.14970956820172,7.76249574852882e-10,5.98860990095905e-09
"Mtm1",67.7204675046381,1.39532844374356,0.22689226649736,6.14973998578216,7.76100725042367e-10,5.98860990095905e-09
"Fcgr1",29.2257960893858,3.57295772218358,0.581082405773815,6.14879694632219,7.80728505463917e-10,6.02007039164344e-09
"Kti12",55.1446715045133,-1.31327071837976,0.213650930783979,-6.14680550915831,7.90589698585627e-10,6.09297902713861e-09
"Zbtb48",22.8949817537584,-2.46259648237226,0.400654783297011,-6.14642975707769,7.92463922804145e-10,6.1042898271209e-09
"Gspt1",150.935190336896,1.02012077189006,0.166027149157698,6.14430095960463,8.03164321332482e-10,6.18354151598182e-09
"Vdac2",766.541070293161,1.35119828843174,0.220001112819751,6.14177933517447,8.16021681205949e-10,6.27930984107889e-09
"Trim59",42.5710246173248,-3.05787834840002,0.49808635639914,-6.13925338269976,8.29102302896119e-10,6.37669716873947e-09
"Actr1b",77.4227075497144,1.75815765992375,0.286397399213109,6.13887439185681,8.31082465100092e-10,6.38865389070542e-09
"Cd177",62.18373627674,-5.02522027124826,0.818780076327665,-6.13744815798037,8.38575717920592e-10,6.44295662903881e-09
"Tbxa2r",16.755721067216,-6.7952367270321,1.10737030799081,-6.13637251965087,8.44270533870882e-10,6.48339310741869e-09
"Septin6",19.36277789775,-2.75467361984965,0.44899691055663,-6.13517277086524,8.50666937469267e-10,6.52917317598472e-09
"Tdp1",24.7551471060618,-1.88191408517777,0.306760235168824,-6.13480454577845,8.52639573812695e-10,6.54096981177823e-09
"Traj27",11.750784242844,-6.97378936996982,1.13807156706604,-6.12772480376462,8.91445971292476e-10,6.83517791982326e-09
"Large1",26.4136517329271,2.17400112335975,0.354903789073955,6.12560696810913,9.03385546419474e-10,6.92318897825194e-09
"Hemk1",29.0221852888527,-2.49520949240409,0.407480407416814,-6.12350789629923,9.15373167834945e-10,7.01147824933981e-09
"Ldah",94.8385049427178,1.07973775246931,0.176357992208289,6.12242030513752,9.21645177981215e-10,7.05591996788984e-09
"Rpl3",1526.68677427319,-0.901297480016085,0.147297545312623,-6.11889002021847,9.42294080884053e-10,7.21032672594918e-09
"Htra1",16.7245136658406,2.90122132912847,0.474385188594447,6.11575023605707,9.61037462861086e-10,7.35000276614034e-09
"Gpx4",178.343650263159,1.66664070360766,0.272573401338383,6.11446566475,9.68810254728814e-10,7.4056763514479e-09
"Rnase4",16.8806631814669,4.83508770557947,0.790827079371823,6.11396325656946,9.71866916055013e-10,7.42526107416484e-09
"Qdpr",166.47770882489,1.51789509774802,0.248411498671204,6.11040594283074,9.93780332164123e-10,7.58882203803661e-09
"Cox7a2",300.20057728721,1.80721956193471,0.296199696393087,6.10135521387012,1.05172883882878e-09,8.02725218979995e-09
"Actn4",641.070958960571,1.01599842390823,0.166596508896593,6.09855771070728,1.07029757215908e-09,8.16482594045951e-09
"Azi2",200.525557799739,1.14375817897878,0.187550136234148,6.09841294676985,1.07126710782457e-09,8.16807165554612e-09
"Idua",83.4998494987431,1.02906330176911,0.168791372602561,6.09665817572416,1.08308775255237e-09,8.25400833962879e-09
"Gpr137",44.6365272702354,1.69242291459129,0.277671557450154,6.09505319930042,1.09401062686432e-09,8.33301955409135e-09
"Cyfip1",302.256993218283,0.848859312522032,0.139274634415498,6.09485938401122,1.09533690781986e-09,8.33889097216005e-09
"Serbp1",1490.95390265688,-0.768349936970293,0.126074274452732,-6.09442283372697,1.09832997279222e-09,8.35743937229069e-09
"Smagp",18.6555428131451,-3.77875984327534,0.620604328083966,-6.08883901106807,1.13732411174108e-09,8.64977046077449e-09
"Txndc12",99.770707358045,1.04521425097855,0.171683646394946,6.08802453190044,1.1431235921862e-09,8.68947569088177e-09
"Cd5",17.6002217896998,-3.54832663500367,0.583334738584056,-6.08283100645887,1.18078787179739e-09,8.9712390279829e-09
"Map4k3",56.1890545292038,2.13818888616822,0.351665676806837,6.08017508442452,1.20051386644989e-09,9.11509389349052e-09
"Marcks",74.6223612861935,-1.66456558857826,0.273771890889477,-6.08011868263805,1.20093623668316e-09,9.11509389349052e-09
"Prkdc",18.7192484072896,-2.89420748468422,0.476028267119701,-6.07990677149525,1.20252444881955e-09,9.12253640734101e-09
"5830428M24Rik",22.7948598695856,-6.1779281738192,1.0166737358109,-6.0766084105553,1.22751027639085e-09,9.30737968659389e-09
"Grk2",615.984791291226,-0.786782601222766,0.129550560282955,-6.07317019319971,1.25409416339548e-09,9.50414723627278e-09
"Scin",13.3488031475653,-3.99049981768508,0.657197186133823,-6.07199772287599,1.26328724761675e-09,9.56898660366812e-09
"Ndufa11",312.771418174742,0.758889018969941,0.125050675910496,6.06865187608511,1.28988400839044e-09,9.76552123951877e-09
"Tk2",60.8918558265696,-1.37992916091871,0.22741805921316,-6.067808184157,1.2966763777728e-09,9.81199720741084e-09
"Dnmt3b",11.2869116519779,-3.57148973175742,0.588920688701205,-6.0644664048633,1.32392447497888e-09,1.00131376034549e-08
"Oaf",35.7759835593461,-2.11942154936478,0.349631718266051,-6.06186864245543,1.34549083710964e-09,1.01711248426621e-08
"Cib1",158.644172207459,1.01381469998026,0.167283305756472,6.0604654803759,1.35728179150548e-09,1.02550938781438e-08
"Setx",106.281896889091,-1.3236104895075,0.218456176562373,-6.05892911949588,1.37030755064223e-09,1.03483034495935e-08
"Cdk2",34.6821840473978,-1.81909203938148,0.300364073264934,-6.05629035326393,1.39296476809959e-09,1.0514117678974e-08
"Mbtd1",101.113859281377,-1.05807195217308,0.174753858463844,-6.05464143380842,1.40730781271938e-09,1.06170413026915e-08
"Tmem181a",42.1588887980722,2.05691743203213,0.339739280030899,6.05439980871524,1.40942163251096e-09,1.06276478999935e-08
"Adamts1",8.61401806970629,5.02240180200879,0.829750143800888,6.0529086250017,1.42253567158682e-09,1.07211486132193e-08
"Acer3",63.5295846714557,1.69573915186742,0.280306895803254,6.04958057491973,1.45223418196268e-09,1.0939484081187e-08
"Ffar2",31.5390307831249,-4.11921836759457,0.680944898706931,-6.04926826739828,1.45505193503472e-09,1.0955212989306e-08
"Emid1",12.7629609835093,-6.62596520380614,1.09580383014216,-6.04667096568421,1.47869309707858e-09,1.11276288052334e-08
"Ppdpf",175.931662576006,-1.88831831515096,0.312356352314468,-6.04539751203739,1.49042069070296e-09,1.12102634416451e-08
"Ephx1",174.808277629739,1.53563220332277,0.25408300133857,6.0438210948103,1.50506397825521e-09,1.13147348550553e-08
"H2-Eb2",27.9308035026161,-6.13431826956915,1.01567589167349,-6.03964150361181,1.54457008345297e-09,1.16059212526924e-08
"Mfap3l",9.05252029654215,4.76266271501583,0.788653679658297,6.03897862630828,1.55092784740027e-09,1.16478638184193e-08
"Vps26c",139.233833320238,1.14330607126955,0.189442872032443,6.03509680255349,1.58867422975505e-09,1.19253831056563e-08
"Gm14636",13.3149111754927,2.7130866559172,0.449581962046761,6.03468752074846,1.59270582314448e-09,1.19496714257212e-08
"Celf2",188.203515044628,-1.07871328040482,0.178766748367207,-6.03419422379954,1.59757825207808e-09,1.19802409083158e-08
"Hbegf",36.8937807878393,2.07927870438816,0.344644203503869,6.03311671355244,1.60827168805086e-09,1.20544098116363e-08
"Prkaca",107.227819735793,1.12389448924006,0.186301797430048,6.03265510447936,1.61287410548538e-09,1.20828737253752e-08
"Lacc1",157.383508809656,1.48617199282672,0.246455547929945,6.03018274617686,1.63774377183051e-09,1.22630659583499e-08
"Tceal9",114.895792247696,1.17134901634566,0.194278011022074,6.02924134431546,1.6473113197119e-09,1.23285567511639e-08
"Mtdh",481.877886691556,0.643476810632837,0.106794300236237,6.02538533619694,1.68707189309271e-09,1.2619835740409e-08
"Il15",327.84668450175,2.25271833262835,0.374104350626135,6.02163094029246,1.726682520654e-09,1.29097035271806e-08
"Dpysl2",33.0527258545202,2.19085633990288,0.363946519780654,6.01972053812545,1.74718458220729e-09,1.30564868753997e-08
"Arhgap27os3",18.6380800945001,-4.62321408894764,0.768550581725579,-6.01549748172388,1.79335090937271e-09,1.33948145285634e-08
"C230085N15Rik",10.9874440745783,-6.63007725164442,1.1022348222442,-6.01512229321994,1.79750948021358e-09,1.34191993169798e-08
"Manba",51.2584467544631,1.67263050741007,0.278100037080123,6.01449221284414,1.80451440913946e-09,1.34647986204825e-08
"Cacybp",354.907680353781,1.09750017442299,0.182747657185691,6.00554990047185,1.90684505097219e-09,1.42212939643545e-08
"Ifrd2",53.6500093009817,-2.8528894686082,0.475239176640738,-6.00306037219837,1.93632577700606e-09,1.44339915045641e-08
"Ift43",30.7200008317806,1.71022822882013,0.285032971160454,6.00010666084447,1.97187958713305e-09,1.46917261745055e-08
"Wnt10a",8.49293582818965,-4.61028492810236,0.768442123587634,-5.99952135182059,1.97900007044006e-09,1.47374643142443e-08
"Aldh18a1",24.1890528203928,-3.10233584529599,0.517508152522995,-5.99475743555198,2.03789394984e-09,1.51685185269945e-08
"Nedd4",51.0588747941691,-1.73855954045398,0.29017270637002,-5.99146474595381,2.07959409970466e-09,1.54712320212418e-08
"1700016F12Rik",7.57005838527414,-6.72948145239609,1.12389811703909,-5.98762588029325,2.12926137600019e-09,1.58328880821648e-08
"Tbx6",13.683763123376,-6.76097990591494,1.1298081279357,-5.98418416255162,2.17477141335932e-09,1.61552910582699e-08
"Uap1l1",144.386239518073,2.07538455885534,0.346807958585175,5.98424721082528,2.17392926476279e-09,1.61552910582699e-08
"Bcl9l",73.7820257342208,-1.31518321411597,0.219794669516192,-5.98369021874339,2.18138012794969e-09,1.61963698619726e-08
"Clcn5",67.6099189958761,1.44154261238657,0.240924410429248,5.98338130128955,2.18552322401224e-09,1.62191103124547e-08
"Zw10",34.5444342453377,-1.75824624444208,0.293908630229712,-5.98228858767391,2.20023993112889e-09,1.63202579476472e-08
"Crtap",28.8571984461593,2.60916536302839,0.436176484696161,5.98190286403434,2.20545788808575e-09,1.63508835920155e-08
"Gpn3",60.0276341926284,-1.53195149454193,0.25616427093267,-5.98034803590773,2.2266136473252e-09,1.64995807933333e-08
"Fcrl2",18.1424302066853,5.66650850417317,0.947665611682696,5.97943877494046,2.23907696792044e-09,1.65837506262406e-08
"Cish",458.733820982019,-1.60333348321945,0.268205164458008,-5.97801122308542,2.2587817650526e-09,1.67214450881335e-08
"Abhd5",92.8298593175615,1.20899296070754,0.202276666554309,5.97692744942946,2.27385401690738e-09,1.68247266416119e-08
"Sdr39u1",32.9254561958767,-1.94131369893276,0.324823919544753,-5.9765109098294,2.2796729382923e-09,1.6859472819006e-08
"Kif13a",22.8489582086104,2.04985947020616,0.343075403583581,5.97495317004492,2.30156287897245e-09,1.70129805524438e-08
"1600014C10Rik",166.148848009299,-1.24525873648512,0.208421525586035,-5.97471270294049,2.30496020370894e-09,1.7029708434194e-08
"4930581F22Rik",14.9869263302955,-2.90428081397043,0.486135375663801,-5.97422232439829,2.31190342718815e-09,1.70726050921671e-08
"Dnmt3a",197.061189853641,1.26998643835608,0.212594449699076,5.97375162029736,2.31858724273046e-09,1.71135448746865e-08
"Cog7",49.7148565597123,1.95642676265275,0.327617180316396,5.97168549208358,2.34814876533303e-09,1.73232223164348e-08
"Dcakd",77.2683379883881,1.169431929791,0.195957877081194,5.96777198860167,2.40515148473048e-09,1.7735038919577e-08
"Smim29",188.08866920191,1.24430747797265,0.208591763007872,5.96527619321999,2.44220584641923e-09,1.79994287541934e-08
"Ehd4",277.374579926314,1.36730925495675,0.229241889612536,5.96448257021338,2.45410462362864e-09,1.80782496145911e-08
"Aimp2",68.229333896868,-1.45299866103954,0.2436592706808,-5.96323980195692,2.47285095253607e-09,1.82074111576381e-08
"Pced1b",25.7866299944016,-2.10232249151663,0.352622133631386,-5.96196974326715,2.49215301746323e-09,1.83405359074389e-08
"Ip6k1",195.607826649955,-1.04376238602942,0.175223383966239,-5.95675281691017,2.57298951760261e-09,1.89261595432475e-08
