"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Naive","lfcSE","stat","pvalue","padj"
"Mettl27",27.70119881909,-2.00115092114885,0.333679658093707,-5.99722180423377,2.00721817562289e-09,3.07345427272987e-08
"Eif3c",1025.8622676211,0.860431639603127,0.143493790126216,5.99629878649312,2.01865458283016e-09,3.08750050151927e-08
"Dlg3",29.9245737497185,-2.97659791028669,0.496768944065454,-5.99191625371512,2.07382720047062e-09,3.16833421008071e-08
"Upp1",116.050374980193,5.82770067412623,0.973125845650138,5.9886403183884,2.11602535694633e-09,3.22918724214976e-08
"Gpr146",49.3229556576948,-2.25354442156082,0.376447267686454,-5.9863481953542,2.14604694883867e-09,3.27134285173251e-08
"Rnf214",56.2219270930172,1.50980558221466,0.252284719720662,5.98453043008854,2.17015016461949e-09,3.3043927115964e-08
"Hnrnpd",306.26125436812,1.20514866067245,0.201487193622061,5.9812667942212,2.21408879496424e-09,3.36753772906323e-08
"Gm6548",54.248753693411,2.74445363268333,0.459112209211718,5.97774046870911,2.26253805421941e-09,3.43739495252956e-08
"Lrrc75a",29.6696775473414,2.25186429786522,0.376849656883629,5.97549780590777,2.2938862750793e-09,3.48114465527329e-08
"Tns4",17.2601066894123,-3.18692024236701,0.533498481910416,-5.97362569984248,2.32037845300353e-09,3.51743591492524e-08
"Iqsec1",78.3468355195601,-1.87959539504242,0.314912469932539,-5.96862803002075,2.39256865268795e-09,3.6228428555629e-08
"Eva1b",119.459112815707,1.76984967334737,0.296657494974092,5.96596985861403,2.43185176731749e-09,3.67824319972422e-08
"Nherf2",29.1547930761393,-3.40592661719887,0.57099987587404,-5.96484651066755,2.44864107711807e-09,3.69953601496365e-08
"Cpeb4",266.47814819228,2.3325471870055,0.391071624760099,5.96450123027051,2.45382420658748e-09,3.70326589053905e-08
"Dlgap4",392.118711463994,0.999811617619012,0.167721258636386,5.96115021880782,2.50468577366002e-09,3.77168079581055e-08
"Tsc22d3",120.932134702551,-2.2828914222109,0.382956807934376,-5.96122428146544,2.50355063596904e-09,3.77168079581055e-08
"Spint1",161.441049167341,-1.68808760773163,0.283207529676225,-5.96060284718251,2.51309074263398e-09,3.78016504980766e-08
"Map4",404.018259433775,1.07071733120597,0.179831299091398,5.95400987823475,2.61650999824122e-09,3.93139272092566e-08
"Saa3",8709.78460537256,4.66412362003853,0.783458152557262,5.95325175290411,2.62866461164834e-09,3.94531037367638e-08
"Dr1",147.328489987498,1.62044574715591,0.272392167150002,5.94894399538134,2.69877953182918e-09,4.04609331348852e-08
"Klrk1",22.4349254646575,3.9356980106813,0.662118578814867,5.94409843887154,2.77982520875585e-09,4.16302473359562e-08
"Evi2b",215.125584391521,-1.05462705615003,0.177438492312722,-5.94362047605394,2.78794674922453e-09,4.17060937496385e-08
"Rgs2",107.087828352167,-1.73448459968007,0.29194893480895,-5.94105472868093,2.83194041285341e-09,4.23178127629343e-08
"Tex2",62.8759639176259,-1.78285736841319,0.300136415013991,-5.94015680613124,2.84749577998834e-09,4.25037034205481e-08
"Mbp",187.993301372003,-1.37576887284351,0.231714268631265,-5.93735069044375,2.89664637220765e-09,4.31901054164251e-08
"Cldnd1",208.248432164157,1.50209281487105,0.253048492123668,5.93598800872111,2.92081149202867e-09,4.35028724735231e-08
"Xpr1",107.454150836214,-1.39371664424115,0.234904635228962,-5.93311682795314,2.97237186426825e-09,4.4222540179075e-08
"Adcy7",290.633347076499,-1.32861503920572,0.223952963736261,-5.93256287856215,2.98242112035895e-09,4.43237160621538e-08
"Slc35f6",109.344818042936,-1.50627961062589,0.254020036825911,-5.9297669170019,3.03364998680517e-09,4.50360030141272e-08
"Hvcn1",3167.15181138569,0.991897340608947,0.167318742343617,5.92819027154721,3.06291474195544e-09,4.54210280701067e-08
"Ms4a4c",65.4142788710597,5.27813103485855,0.890595671340121,5.92651772820354,3.09425994276429e-09,4.5836035178212e-08
"Haghl",50.3460874099692,-1.50242720244859,0.253756620144357,-5.92074091148396,3.20494429927544e-09,4.74241378253957e-08
"Lpar1",12.7712847108368,3.36250215459155,0.568277091138926,5.91701162517833,3.27843529872533e-09,4.84590387654493e-08
"Rgl2",282.358667431099,-0.987833519841346,0.166955606112598,-5.9167436352819,3.28377915820773e-09,4.84854968132338e-08
"Nlrx1",28.3878879274932,-2.25876248301844,0.382195931307108,-5.90995952074497,3.42191809423787e-09,5.0470517361824e-08
"Rars",243.151064012058,1.59185272805198,0.269557025733649,5.90543957709674,3.51707678133096e-09,5.18180113690047e-08
"Mat2a",518.787138443865,1.2861324928198,0.217849835861843,5.90375699725312,3.55315416757706e-09,5.22930769236826e-08
"Lpcat1",102.904544421773,-1.97033351595157,0.333821566797401,-5.90235536563574,3.58348237183666e-09,5.26825969816461e-08
"Zbtb38",48.3153208997389,-2.15819822393376,0.365910171302481,-5.89816406647434,3.67568398471864e-09,5.39799317583599e-08
"Sh2d3c",107.93285397214,-2.47960372191515,0.421101655946717,-5.88837323933227,3.90015519056582e-09,5.72148572740748e-08
"Apol9b",17.0808942841777,6.39919607674996,1.08702514808927,5.88688871457871,3.93533502400943e-09,5.76689320435668e-08
"Pithd1",84.6015169241913,-1.39511827029106,0.237217593584307,-5.88117537662836,4.07363251384901e-09,5.96315111442511e-08
"Capza2",276.472669893652,1.10214999033548,0.187424498163111,5.88050122122406,4.09025989738339e-09,5.9810735026797e-08
"Igf2bp2",63.7732648693546,1.41373013447237,0.240459829871518,5.87927777886123,4.12060377606133e-09,6.01899328873713e-08
"Gpd1l",52.3867380717022,-1.87515941412596,0.318996788125601,-5.87830186361511,4.14496545593078e-09,6.04810307115119e-08
"Kdm5c",166.685509069333,1.31597784253879,0.223901516293373,5.87748517439468,4.16546008097197e-09,6.0614223523967e-08
"Rnaset2b",588.258144871483,1.76941051041391,0.301052905363491,5.8774071895354,4.1674222433102e-09,6.0614223523967e-08
"Slc46a3",34.8425471956368,-3.27011455224418,0.556360682950783,-5.87768807619618,4.1603591191246e-09,6.0614223523967e-08
"Phka2",57.0409269651143,-1.79493655141345,0.305595258262808,-5.87357461505447,4.26496931951062e-09,6.19669610501421e-08
"Polr3gl",50.9482569667698,-1.73254153143901,0.295159698884213,-5.86984448753848,4.36204101017689e-09,6.33099207466419e-08
"Tbrg1",239.605204246467,1.33379060418564,0.227310649447059,5.86769958833927,4.41882933956967e-09,6.40659815937822e-08
"Riok3",758.188472985794,0.958334482186712,0.163430237995953,5.86387497159762,4.521880225326e-09,6.54904585075612e-08
"Zfp800",53.9623366571375,2.10337584522675,0.358857074914539,5.86131914976919,4.5920442173804e-09,6.64361179827367e-08
"Cep350",100.231338689878,1.45010578809666,0.247475029454227,5.85960446714433,4.63970935533346e-09,6.70546130665407e-08
"Tent5a",130.464013892985,2.13622957799775,0.364649685315549,5.85830638013348,4.67611373713993e-09,6.75092272124868e-08
"Ifi213",59.6190040757731,4.11886992269898,0.703472863402949,5.85505161176301,4.76861903011656e-09,6.87719549977593e-08
"Plpp1",49.0286299616154,2.94435339213032,0.502925807877937,5.85444879942397,4.78594619787379e-09,6.89489587936559e-08
"Atp13a1",248.115816728964,1.2658889269021,0.216239408594058,5.85410834746836,4.79575916389269e-09,6.90174496550507e-08
"Xylt1",27.4952638784523,-3.27791561567394,0.560275217943837,-5.85054542962585,4.89963610019885e-09,7.04380772550189e-08
"Cracr2b",33.9538082507923,-3.06358326708201,0.523728833908216,-5.84956005614711,4.92874903987268e-09,7.07820243694558e-08
"Irf2",360.211110020048,1.19415925799781,0.204226607092891,5.84722664199503,4.99836279164752e-09,7.17062708374838e-08
"Pald1",17.3843025830189,-3.96917243773588,0.678928253442828,-5.84623252546687,5.02831046360196e-09,7.20601256879427e-08
"Ndrg3",154.813925581309,-1.17553165406984,0.201153941970678,-5.84394042966949,5.09802650033298e-09,7.29825556600659e-08
"Lztfl1",22.5412376206904,3.06813027805939,0.525108603469444,5.84284899883177,5.13155295325682e-09,7.33855104206318e-08
"Gcnt2",47.2926549218255,2.10368324292938,0.360283053559676,5.83897361295383,5.252338665834e-09,7.50341952020663e-08
"Zfp414",90.8858320870766,-1.31655489427889,0.225765544850937,-5.831513817346,5.49267624709017e-09,7.83855460659531e-08
"Slc28a2",65.071754510548,3.5377483839106,0.606830160379295,5.82988225519205,5.54664991420814e-09,7.90730875439307e-08
"Eeig1",110.227221278454,-1.96880605154225,0.337967467594945,-5.82543067104278,5.69655042244407e-09,8.11253000139922e-08
"Rnd3",18.1216362954947,3.08478653985573,0.530136978519978,5.81884808048621,5.92545581644141e-09,8.42971780017832e-08
"Gm5431",34.6169747356006,3.69963011258156,0.63635846607079,5.81375169788345,6.10880066655195e-09,8.6814966139342e-08
"Mtmr10",42.5951543161119,-1.61669662987214,0.278223902844453,-5.81077547020102,6.21841182923872e-09,8.82807415049988e-08
"Lhx2",12.8949451790223,5.71559463552059,0.984009100398559,5.80847741469623,6.30435319956548e-09,8.94077865921744e-08
"Tmem219",226.916111465134,0.879865180818863,0.151640341320909,5.80231601402719,6.54051445081191e-09,9.26606839589064e-08
"Max",376.673990092197,1.65184435439312,0.285022456693711,5.79548844520771,6.81226185552868e-09,9.64104652437529e-08
"Psmd12",262.66459814758,0.806169977168453,0.139137340944846,5.79405910515439,6.87052609642393e-09,9.7134287599494e-08
"Manba",76.8414510810748,-1.38892863687267,0.239889875283773,-5.78985934787647,7.04453897218991e-09,9.94913511362184e-08
"Tmem104",122.279299863719,-1.4585406919621,0.252002132407778,-5.78781091265512,7.13096166422938e-09,1.00607766272059e-07
"Cd83",344.096072326003,2.0133864008401,0.347896260301222,5.78731832040054,7.15189722531926e-09,1.00798898600238e-07
"Arcn1",319.780472474128,0.925403998250841,0.1600242502792,5.7828985084214,7.34243650850194e-09,1.03250346079908e-07
"Arhgap25",483.331938520201,-1.91894576755846,0.331839147225152,-5.78275885652653,7.34853668867483e-09,1.03250346079908e-07
"Thap6",28.7203692306562,-2.08377404394756,0.360335921538945,-5.78286515273873,7.3438930812256e-09,1.03250346079908e-07
"Sec23b",192.82708556598,1.1416131357379,0.197565594720368,5.77840052238716,7.5414111027043e-09,1.05851308306785e-07
"2410002F23Rik",54.455563309252,-2.63617369954974,0.456400160649741,-5.77601396063671,7.6491029781192e-09,1.07177208215714e-07
"Tmed1",58.9269036684945,1.41464248502852,0.244919053555954,5.7759592995705,7.65158695317055e-09,1.07177208215714e-07
"Entpd1",78.310989763686,-1.80856316772798,0.31330396576285,-5.77255114956617,7.80802312220973e-09,1.09256266109033e-07
"Parp4",98.6268277683806,1.39621035218751,0.242106212374221,5.76693319223631,8.07270343241054e-09,1.1284415259055e-07
"Plxnb2",157.148496340038,-1.60455867564824,0.27834366978392,-5.76466738724062,8.18190386158268e-09,1.14253545940197e-07
"Lrp11",21.7790646909818,2.26233237361722,0.392514737752052,5.76368771927823,8.22956244562314e-09,1.1480155464789e-07
"Rragc",841.320972586455,0.961130497698852,0.166801180116167,5.76213248029469,8.3057760927246e-09,1.1574637715326e-07
"Rp9",238.032646320262,-0.844132772141934,0.146516542623176,-5.76134787941965,8.34448501913905e-09,1.161671521593e-07
"N4bp2l1",143.322511557611,-1.58259269367822,0.274871235622603,-5.75757841701239,8.53291341025793e-09,1.18669253472119e-07
"Dgkz",190.269450436208,-1.38809611706628,0.241213313259658,-5.75464139316407,8.68259079146868e-09,1.20627888154793e-07
"Il2rg",1024.69474985563,1.13754207493808,0.197830253909262,5.75009156819778,8.91951276515145e-09,1.23793400462829e-07
"Gpr180",47.4481180636632,-1.68658146935951,0.293387307471397,-5.74865178693507,8.99578668817028e-09,1.24725119701938e-07
"Nedd9",68.6920971036415,-1.55689293338599,0.270841099161868,-5.74836292646824,9.01116556078661e-09,1.24811504310469e-07
"Miip",58.1118675032326,-2.28812869718846,0.398107703586719,-5.74751173256322,9.05663172286185e-09,1.25314022915826e-07
"Ptpre",627.181997308997,0.830737841747442,0.144544129575495,5.7472956126769,9.06821112755431e-09,1.25347116933357e-07
"Svbp",226.94061503353,1.23612916892206,0.215112029482007,5.74644371074308,9.11399519409618e-09,1.25852466025359e-07
"Twf2",275.545812156724,-0.802729401140282,0.139789992064519,-5.74239535523964,9.3346565499666e-09,1.28769180294433e-07
"Prkaca",150.661483243836,-0.947666953086704,0.165175755611409,-5.73732476403001,9.61837131229676e-09,1.32548929104712e-07
"Bltp1",66.0979494418247,1.87498533990903,0.32687077871482,5.73616689531268,9.68432355681715e-09,1.33323134496121e-07
"Txnip",447.892864389952,-0.940713175922269,0.164138432787402,-5.73121821591116,9.97118880918972e-09,1.37134000931225e-07
"Cbr1",126.759768707546,-1.37113170086494,0.239386864817574,-5.72768143277124,1.01812525524427e-08,1.3980219513659e-07
"Kcnj2",44.2185421196724,-3.12284542664015,0.545243102027842,-5.72743683510313,1.01959381485676e-08,1.3980219513659e-07
"Msrb1",843.736396589641,-0.975285221158852,0.1702788128823,-5.72757822685191,1.01874465066907e-08,1.3980219513659e-07
"Or2v1",29.0863098972079,4.50307813064335,0.786584814832082,5.72484752531696,1.03526678350035e-08,1.41808682000957e-07
"Snx5",613.102454891015,-1.20852925970263,0.211175360319393,-5.72287059377944,1.04739044708556e-08,1.43325455061066e-07
"Tfeb",60.3619325135395,-2.42203724597884,0.423475288579333,-5.71942994384453,1.06882030612795e-08,1.46111377119274e-07
"Eif2s2",287.581783855805,1.04897676487281,0.183413829609463,5.71918032084256,1.0703915386917e-08,1.46179697321029e-07
"Dnaja1",254.627994278978,1.03887488068318,0.181916485407874,5.7107242279551,1.12496409926737e-08,1.53478852063048e-07
"Dusp3",334.519932277406,-1.26820415779683,0.222170858097895,-5.70823810401824,1.14151656011195e-08,1.55581522773301e-07
"Fas",67.3499386551148,2.82636767720779,0.495343049668811,5.705879347853,1.15743966975804e-08,1.57594305534021e-07
"Tmcc3",157.443848216445,2.02636715748172,0.355268798789341,5.7037577304481,1.17194616867176e-08,1.59410384637974e-07
"Prkra",35.4159820809074,-2.2319250477792,0.39142489623397,-5.70205183485594,1.18373817627721e-08,1.60853983455677e-07
"Atraid",166.330696258724,-0.937215940475161,0.164388389123506,-5.70122954225816,1.18946337934643e-08,1.61471133178341e-07
"Bcl9",45.4048535890203,1.91561260570902,0.336032697449864,5.70067323878452,1.19335188565385e-08,1.61837969940114e-07
"Rcl1",72.7691389590955,2.52066572707102,0.442245542544362,5.69969730518691,1.2002034283873e-08,1.62605515128976e-07
"Dctpp1",62.9378482173658,-1.60096671627905,0.280910476672809,-5.69920615009235,1.20366602711219e-08,1.62912853252893e-07
"Samd1",84.8412513985994,-1.72887237768512,0.30347627955016,-5.69689459831197,1.22009302886224e-08,1.64972539075991e-07
"Fgd4",23.7610873090236,-2.28637232971151,0.402105081327747,-5.68600705607086,1.30044024138011e-08,1.75662437753949e-07
"Rbm43",86.8552502232999,1.6223998376863,0.285373191622564,5.68518657432998,1.30669924543083e-08,1.76333311626239e-07
"Trim47",41.8202208699318,-2.55513979732116,0.450052086526957,-5.67743128809627,1.36732421764062e-08,1.84332058312954e-07
"Nav1",38.9518089452547,-2.63758014303167,0.464889576984597,-5.67356265575957,1.39857914247557e-08,1.8835947917862e-07
"Coro2a",455.820072160006,1.45748555900601,0.257252342522352,5.66558712241608,1.46521952548036e-08,1.97139940691603e-07
"Trim12c",83.4869145258982,1.71930861488696,0.303770567982613,5.65989202411922,1.51468265306145e-08,2.03594240745983e-07
"Pcyox1",78.0435954611995,-1.39167911505997,0.245983782872481,-5.65760514294319,1.53499781179003e-08,2.06121802620584e-07
"Khdc4",102.028958898284,1.04090701692552,0.184072440602011,5.65487703385266,1.55957886879375e-08,2.09216661818615e-07
"Ascc3",69.2625335200804,1.83432986835759,0.324890066629048,5.64600169955947,1.64222222037942e-08,2.20086814858904e-07
"Trim30b",38.0136984251068,4.03354015449647,0.714594615421505,5.64451518028482,1.65647366297784e-08,2.21778902688976e-07
"Nhlrc3",76.3599643401117,-1.25004728373056,0.221474798073858,-5.64419651627223,1.6595443307937e-08,2.21972189264887e-07
"Lrch3",153.934016845111,1.46239803538849,0.2591054285417,5.64402700329042,1.66118002103888e-08,2.21973349921973e-07
"Pphln1",47.3342765588715,1.9134167501661,0.339304250718428,5.63923601344432,1.70806291503721e-08,2.27791811826517e-07
"Ppp2r2a",142.862259027283,1.47091790070849,0.260834766847702,5.6392708628729,1.70771729622686e-08,2.27791811826517e-07
"Znrf2",73.4625791161757,-1.66881544085989,0.295984382434504,-5.63818748521019,1.71849350889764e-08,2.28959052166899e-07
"Zbtb20",56.414025825434,-1.71249102597477,0.303920560406324,-5.63466658420632,1.75397344475615e-08,2.33458143481055e-07
"Mical2",50.6606988178341,-1.92195649104833,0.341323610467074,-5.63089230310874,1.79279654460263e-08,2.38393014210659e-07
"Rbl2",87.6367352685621,-1.26949415011815,0.225482684145749,-5.63011813934932,1.80086227105792e-08,2.39232365764784e-07
"Arhgap24",70.9804741691906,-1.90358533032374,0.338280952152309,-5.62723179715616,1.83124575337707e-08,2.43031963164625e-07
"Rasa3",261.117952976015,-1.51559917616175,0.269428332127296,-5.6252405387184,1.85249655390955e-08,2.45613318610184e-07
"Tpx2",42.2775228444612,2.10661854283825,0.374585689666151,5.62386284621756,1.86733929517832e-08,2.47340873826386e-07
"D630033A02Rik",22.8069650662881,2.86787287870649,0.510721151524313,5.61533993676775,1.96176183482495e-08,2.59595700412384e-07
"Pcsk7",128.053205761827,1.25236732060985,0.223173315616048,5.61163558982316,2.004231556119e-08,2.64958634884995e-07
"Bmf",77.0718467584644,-2.72570711867577,0.485801563937567,-5.61074175344989,2.01461215636846e-08,2.66073123420473e-07
"Plxdc1",19.8562872650611,-3.63644472174631,0.648646131073045,-5.60620737185404,2.06808162084257e-08,2.72870769372874e-07
"Elovl5",86.4320775082776,-1.43291304525747,0.256075377276495,-5.59566898034986,2.19772670819755e-08,2.89696478067045e-07
"Elavl1",212.436615473785,1.00306864769454,0.17931094865967,5.59401785107029,2.21874127545023e-08,2.92184239584628e-07
"Adap2",172.200047111318,1.78540716201112,0.319182756453609,5.59368301047497,2.22302664810966e-08,2.9246627348274e-07
"Slc25a13",27.219802424395,-1.86667715877967,0.333724282908363,-5.59347118079581,2.22574184469562e-08,2.92541387159752e-07
"Psmc4",377.95378691803,0.593670235027792,0.106169914857548,5.59169926644793,2.24858037704938e-08,2.95258730356927e-07
"Tifa",121.125887148429,1.35810032117989,0.242950317121196,5.59003312805886,2.27026295503574e-08,2.97819206688006e-07
"Syt11",48.1493345639689,-2.05675074740414,0.368052338431581,-5.58820181979763,2.29432912591191e-08,3.00687149517927e-07
"Fbrs",280.071615715996,1.15710263657197,0.207088918282925,5.58746767410863,2.30404628894396e-08,3.01670859117681e-07
"Gm16685",21.4422967704015,5.26169522127657,0.941735209667114,5.58723425360349,2.30714420719602e-08,3.01786849652687e-07
"Flcn",184.238888975901,-1.06856464434367,0.191357068330986,-5.58413992053534,2.34859569265748e-08,3.06914665085497e-07
"Trim25",273.603898849444,0.800985027136189,0.143530478502156,5.58059190978143,2.39701447010023e-08,3.12942281488779e-07
"Nr3c1",383.528523137801,0.967907769529265,0.173488795588539,5.57907942265528,2.41794826077114e-08,3.15373500207463e-07
"Paox",20.8644700383642,-2.94829778512897,0.528547424168081,-5.57811399756513,2.43140302373834e-08,3.16825515309094e-07
"Dnajc1",154.558708021372,1.64168506294915,0.294503084091341,5.57442400990265,2.48350180616531e-08,3.23305487991539e-07
"Sfpq",307.119226795241,1.08068286968271,0.193895163308258,5.57354217219238,2.49611192248188e-08,3.24637320861966e-07
"Echdc3",22.1491383575054,-2.96807244912122,0.533312205671287,-5.56535631016594,2.61617284486784e-08,3.3960462533332e-07
"Nudt9",409.816926473527,1.07444981775765,0.193059589000959,5.56537918327541,2.61582968642418e-08,3.3960462533332e-07
"Aebp2",499.297806722337,1.16860097217893,0.210025805948682,5.56408278925718,2.63534818367897e-08,3.41768586216085e-07
"Psma3",305.907434567205,1.45683328135708,0.262355626924563,5.55289512344242,2.80976666348814e-08,3.64042227824963e-07
"2310043P16Rik",11.396178489766,4.39282011381396,0.79144660774358,5.55036823815307,2.85068497179513e-08,3.68993311861489e-07
"Arglu1",159.278977401329,1.14471597205153,0.206487727947608,5.54374820929785,2.96064490010759e-08,3.82863302105857e-07
"Zmynd15",45.3518978228382,2.21010772104982,0.398837279436754,5.5413769850476,3.0010236100868e-08,3.87717472655438e-07
"Hcls1",696.724403458883,1.10310583718624,0.1991622966551,5.53872824180443,3.04675989077065e-08,3.93253975305431e-07
"Gpsm3",264.960367753974,-1.40998730221438,0.254645835376759,-5.53705227547997,3.07604761658979e-08,3.9665895683492e-07
"Per1",48.4667612071012,-1.5990529324638,0.288868539943912,-5.53557314609018,3.10212234390157e-08,3.99643580149662e-07
"Tmco3",139.475953890432,1.36204590093835,0.246133587257331,5.53376691135752,3.1342543200616e-08,4.03402185741513e-07
"Iqce",21.6423689206756,-2.40990147013862,0.435553142669078,-5.53296770026889,3.14857469196305e-08,4.04863379099452e-07
"Diaph2",141.086271984896,1.53157026835022,0.277028565498929,5.52856441209182,3.22861883626945e-08,4.14765035623579e-07
"Arhgef6",35.2747239568292,-1.99588951126076,0.361688284346808,-5.51825867090288,3.42375226592059e-08,4.3941911725263e-07
"Slc17a5",79.2902543641422,-1.83402977177008,0.332441648242162,-5.51684718646958,3.45135289638036e-08,4.42545183884561e-07
"Rrbp1",471.619109435291,0.988029387927089,0.179136487806514,5.51551166390103,3.47766677502985e-08,4.45500542833167e-07
"Mindy2",195.35134370765,-0.930126346215302,0.168683302438374,-5.51403922480775,3.50690386829533e-08,4.48824479129017e-07
"Cfb",21.9459948577942,5.56670037926266,1.00993022735475,5.51196531055734,3.54848869762325e-08,4.53721005638932e-07
"Pdlim2",72.9544971367857,-1.60881816221507,0.291967045520635,-5.51027311779737,3.58277344520704e-08,4.57675825027712e-07
"Cdc25b",42.997340447566,-2.9264064628433,0.531182135841235,-5.50923358559251,3.60399400522402e-08,4.59955942126017e-07
"Fbxl20",50.5142666089307,-1.90746681715521,0.346253233278134,-5.50887799399408,3.61128084023103e-08,4.60455182273569e-07
"St3gal3",86.4539736339531,1.79704665888943,0.326443357127914,5.50492641265564,3.69322502734574e-08,4.70463763287376e-07
"Bin1",277.827840983633,-1.07130942674679,0.194627977597992,-5.50439582206211,3.70436431359096e-08,4.71442559051507e-07
"Shfl",69.5413659677514,2.0934540658321,0.380404305109927,5.50323442114343,3.72886074759633e-08,4.74117867469307e-07
"Utp11",171.215743171846,0.918167047339524,0.16685141728075,5.50290229656597,3.73589480501946e-08,4.74569951814529e-07
"Tmem178",58.3845748177615,3.40314917580779,0.618530957340919,5.50198682122236,3.75535031859923e-08,4.76597622294412e-07
"Appl2",54.8879523363824,-2.1588103102897,0.392424657653519,-5.50120964161168,3.77194388048235e-08,4.78258646481605e-07
"Smg8",69.4122862973777,1.33770835062013,0.243473066389532,5.49427651467588,3.92315384674774e-08,4.96969247271861e-07
"Myo1e",153.958880807588,-1.68028302507329,0.305958209858264,-5.49187101680223,3.97697807071355e-08,5.02853677652873e-07
"Polr3c",157.931767118135,1.01779673766348,0.185322665502418,5.49202513844804,3.97350815780224e-08,5.02853677652873e-07
"Dcakd",89.5518079803174,1.17119528566477,0.213309787580293,5.49058390123759,4.00607130413783e-08,5.05841246552274e-07
"Plk2",321.685097155281,1.25653585714532,0.228856448056154,5.4904979423477,4.00802160465446e-08,5.05841246552274e-07
"Actn1",1119.03397063068,1.18789712664823,0.2165011851844,5.48679271957084,4.0929692944441e-08,5.16084843660821e-07
"Kat2b",57.8983020289429,1.48856112733634,0.271350846329529,5.48574344790739,4.11734088792519e-08,5.18678501698646e-07
"Il6",83.8681634228013,5.63773168261118,1.02862584732392,5.48083804940185,4.23315844291391e-08,5.32776574139063e-07
"A630001G21Rik",142.536536321113,1.21484303253831,0.221691902768334,5.47987101634382,4.25636013061347e-08,5.35202960939719e-07
"Ccdc12",228.315470032706,-0.957793060390408,0.174794027960805,-5.47955254286594,4.26402810772923e-08,5.35673438984806e-07
"Timeless",30.4923818874594,2.22226866712577,0.406169859257839,5.47127911260166,4.46798976200177e-08,5.60779984572126e-07
"Dusp28",46.0464495486036,2.04072032835091,0.373101419551007,5.46961287578785,4.51019611389687e-08,5.655570365983e-07
"Serpine1",46.1597946544639,3.75181270413927,0.685980520769654,5.46927003106419,4.5189283108317e-08,5.65872283059462e-07
"Slpi",2089.77695305315,2.23249392456292,0.408194725167227,5.46918856839301,4.52100555988282e-08,5.65872283059462e-07
"Araf",157.155941676636,-0.867027329237522,0.158551657450835,-5.46842173192907,4.54060485297456e-08,5.67804509707901e-07
"Chac1",56.442519766659,2.66631744120138,0.487699596944912,5.46713070485181,4.57378796579165e-08,5.71430304187688e-07
"Trip13",17.5277381408288,2.72465469277343,0.498441157155961,5.46635175217061,4.59392287960525e-08,5.73420767122182e-07
"Endod1",43.934926657395,1.76097355253739,0.322282255945,5.46407231565959,4.65333823025571e-08,5.80306156082072e-07
"Csnk1e",179.986239875842,-1.04704117590758,0.191733438717806,-5.46092107307697,4.73670611010568e-08,5.90163301006135e-07
"Tmem67",22.1243173222862,2.58111569275466,0.473085011820286,5.45592362527681,4.87189316696898e-08,6.06452905811658e-07
"Pfkfb4",75.8929890504682,-1.34119731114995,0.246068385690552,-5.45050640043046,5.02265950459908e-08,6.246503520624e-07
"Cybb",4048.97073976355,1.05646136638352,0.194027715912088,5.4448992579091,5.18347136879231e-08,6.44062840477536e-07
"Hyal1",28.1914584945826,-1.90491740507437,0.349864301501279,-5.44473213443128,5.18834022035404e-08,6.4408121588981e-07
"Ms4a6d",403.203683314348,2.69266307162692,0.495559301516643,5.43358395934879,5.52332767863538e-08,6.85043268360204e-07
"Idnk",179.450927633143,1.42746829934906,0.262721770701903,5.43338412928383,5.52951948621417e-08,6.85188322892098e-07
"Ptpn6",641.994365769822,1.07829642050844,0.198497188122739,5.43230073285314,5.56320619276536e-08,6.88737042539908e-07
"Slc16a10",208.313472141152,1.69062450714088,0.311226979288289,5.43212709581601,5.56862365384191e-08,6.88782706340572e-07
"Arl11",262.633546490744,-1.94202668685487,0.357829552962166,-5.42723950768875,5.72323063909952e-08,7.07264815301039e-07
"Ei24",81.6898723932531,-1.10174723904666,0.203086050481711,-5.42502666447728,5.79458891091959e-08,7.15435081553629e-07
"Pdgfa",163.434626360703,-1.80820540386633,0.333326971231349,-5.42471974945983,5.8045539259423e-08,7.16017443143135e-07
"Cirbp",62.1978128959847,-1.74083416288935,0.321005510388628,-5.42306629185834,5.85852528349888e-08,7.22022226221999e-07
"Alad",53.8295601408557,-1.35770540982834,0.250763784336072,-5.41428026946966,6.15357168761697e-08,7.57700167275797e-07
"Dnajb14",73.465487172601,-1.38496163595027,0.255894140261928,-5.41224443253233,6.22396488599019e-08,7.65676762304456e-07
"Zfp131",65.4929735863848,1.46610396799367,0.2710477171943,5.40902533018826,6.33686677870984e-08,7.78863724882327e-07
"Rogdi",314.06278224178,-1.57044668051888,0.290505193665045,-5.40591602066026,6.4478003870597e-08,7.91785244650365e-07
"Sat1",266.185526475704,1.10619977955606,0.204783662460872,5.40179702942572,6.59765790215849e-08,8.09459053589463e-07
"Hbegf",38.9398915355213,4.11771555114921,0.762615182580058,5.39946705128302,6.68391578368042e-08,8.19201205996893e-07
"Nagk",278.431265588549,-1.12257018351507,0.207909214010658,-5.3993286870755,6.68907237030374e-08,8.19201205996893e-07
"Tmem171",94.213036233584,2.73000165505814,0.505731993655101,5.39811933852052,6.73430697812459e-08,8.24001346211244e-07
"Glul",60.0686211399121,-2.3443257654559,0.434299587067487,-5.39794610739892,6.74081074920163e-08,8.24058073936898e-07
"Hmg20b",296.813361722725,-1.09646175254379,0.203312234104019,-5.39299446182278,6.92930891470566e-08,8.46343433512349e-07
