"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Naive","lfcSE","stat","pvalue","padj"
"Irf7",1749.08474909638,5.93083069055718,0.435969037705558,13.6037887501605,3.80215341295551e-42,7.51779405984811e-40
"Tnfsf15",187.18293211101,6.6744456743701,0.491602295588804,13.5769212923954,5.48853836625186e-42,1.06971612758249e-39
"Cept1",106.282449613154,3.29050753531039,0.242477460443691,13.5703645579649,6.00227580776709e-42,1.13734790063009e-39
"Slc15a3",1577.45234356755,1.8131044781685,0.133601254814494,13.5710138402966,5.94933918137133e-42,1.13734790063009e-39
"Xaf1",299.682199841124,4.53312630688368,0.335717428144732,13.5028030327023,1.50537772882944e-41,2.81340662389315e-39
"Mthfr",241.267222187028,3.98558127604495,0.296079822925881,13.4611715065862,2.64686101352095e-41,4.87988173073868e-39
"Adar",356.029673136971,3.00507484826114,0.22374416659692,13.4308522718934,3.98795198220249e-41,7.25435051909181e-39
"Slamf7",918.601449335547,2.76983438650805,0.206265558181979,13.4284870965435,4.11737386977387e-41,7.3912278559638e-39
"Rnf213",1475.28414199251,5.09004577530142,0.380536797318134,13.3759620913771,8.35653715708059e-41,1.48062644719546e-38
"Tap2",519.044077281316,2.2653158690739,0.170012625416283,13.3243979000217,1.66974435259575e-40,2.92055412852101e-38
"Mx2",304.510516911745,6.1898530709067,0.465301998042304,13.3028723215238,2.22744076785501e-40,3.84670561972734e-38
"Plagl2",347.382327591777,2.22878555783861,0.167883386660134,13.2757957900301,3.1985493490514e-40,5.45472609613853e-38
"Tor1aip2",682.479187308196,2.95478255305156,0.223681289915209,13.2097885977483,7.70404886524223e-40,1.29760911936419e-37
"Whamm",154.617802531513,2.75227085849505,0.209417013865224,13.1425370255081,1.87822176505355e-39,3.12494872446653e-37
"Il27",449.977178969288,7.56303682994626,0.577059357764771,13.1061678979465,3.03553154663081e-39,4.98960926393786e-37
"Parp12",346.530322729282,4.0007562830072,0.30538832770235,13.1005540162838,3.26862970115375e-39,5.30879940629055e-37
"Ptx3",2666.13036877306,6.13671442456036,0.470009512673625,13.0565749396262,5.82919263228299e-39,9.35619706849846e-37
"Gbp7",263.788470132112,4.81321755232777,0.368997642493628,13.0440333434133,6.87230936905135e-39,1.09021996188334e-36
"Ppp2r5a",777.558025878883,2.09162198222245,0.161352704456587,12.9630426045026,1.98226089361699e-38,3.10850406570306e-36
"Il15ra",209.381167922187,4.61048559188457,0.356083018229319,12.9477828367412,2.41838238724465e-38,3.74931714877031e-36
"Epsti1",791.228412020543,3.18425176269468,0.246318974059706,12.9273507039,3.15504235771782e-38,4.83643178498249e-36
"Rnf114",1042.13672797849,2.54650999262805,0.197084613334845,12.9208970174732,3.43117822689176e-38,5.20128494994269e-36
"Fabp3",129.765281778639,5.93370307231267,0.459375266253087,12.9168971605963,3.61424671786625e-38,5.4185898870164e-36
"Sp140",198.636361298989,3.51188970596058,0.272014058867989,12.9106918979689,3.91764951616904e-38,5.8096187335972e-36
"Edn1",245.100843802409,7.33312539505347,0.571014817159919,12.8422681420537,9.5048349111688e-38,1.39434906121587e-35
"Peli1",343.086836760343,3.4809557928604,0.271947776636578,12.800089178564,1.63763064979695e-37,2.37682925055104e-35
"Cdkn1a",4561.01669720716,2.76217321157471,0.215814870477767,12.798808559669,1.66485919858466e-37,2.39091305750427e-35
"Slfn1",317.184233627522,5.29994008209134,0.417160306998754,12.7048043478096,5.56083309496575e-37,7.90275478277268e-35
"Ccrl2",1077.04442250744,4.0268783901666,0.319995762731296,12.5841616020023,2.58068123572507e-36,3.62971485556671e-34
"Tnfaip3",764.177408076282,3.93566829829276,0.313276182992902,12.5629349179792,3.37574363227977e-36,4.69951738522377e-34
"Clec4e",2575.56035859486,6.06222518113967,0.482602014266213,12.5615413983656,3.43573517241279e-36,4.73472070275028e-34
"Irgm1",1358.65075542877,4.73894433248922,0.378690494974889,12.5140303106986,6.25672858672917e-36,8.5360548108746e-34
"Arrb1",146.87928092311,-2.75325752363411,0.220357765376808,-12.4944883105258,8.00094087460043e-36,1.08076075596212e-33
"Spryd7",296.118099333944,2.78190306260186,0.22333128948144,12.4563963655126,1.29072391859564e-35,1.726406511902e-33
"Phf11b",577.124467043743,4.98343350759419,0.400420645487481,12.4454959147455,1.47962501687077e-35,1.95985670923961e-33
"Erp29",627.742138796301,-1.30748540811986,0.10515605449654,-12.4337625102023,1.71374203446936e-35,2.24813294002552e-33
"Gsdmd",451.279583313106,1.79226605360826,0.144194954465106,12.4294644029446,1.80841924054501e-35,2.34973939988148e-33
"Vsir",189.450086543379,-2.91457736204729,0.23547531509433,-12.3774220702485,3.46287851904542e-35,4.45698600333365e-33
"Trim21",147.191257294017,3.93581461070582,0.318746627125299,12.3477843395615,5.00714888170169e-35,6.38434880308936e-33
"Rapgef2",96.0020124878005,3.6832803855003,0.299239391038991,12.3088085853656,8.12131846730434e-35,1.0259180356429e-32
"Ehd1",638.580449101785,3.43908402750966,0.279588770020527,12.3005084476646,9.00057799086546e-35,1.12655858283833e-32
"Nmi",293.668383613874,3.36854962253634,0.275271358079258,12.2371962199076,1.96711125284788e-34,2.43975443841851e-32
"Slfn9",141.029152738869,4.93890642947447,0.403645924972588,12.2357396022514,2.00272239471292e-34,2.46154429108724e-32
"Zbp1",915.805094621872,4.72249043618674,0.38615023625966,12.2296712334812,2.15810317937463e-34,2.62883943537572e-32
"Rab32",371.956078172521,2.80371331341048,0.229779879697378,12.2017354918237,3.04268884362806e-34,3.67357556580687e-32
"H2-M2",1446.5947781176,4.73629479345959,0.389233890026393,12.1682487440609,4.58820893086972e-34,5.49095916174172e-32
"Ppfibp2",544.273359604621,2.44803072788135,0.201265862362806,12.1631691492146,4.88270164539761e-34,5.79258248244866e-32
"Il17ra",369.93868743217,2.21672314170256,0.182346852541507,12.1566295815168,5.2896385983079e-34,6.22125339626851e-32
"Mx1",755.770873926629,5.79388872490454,0.476812968622145,12.1512817523551,5.64732197611823e-34,6.58516356582744e-32
"Adam17",583.481863543729,1.56435192817534,0.129000333589144,12.1267277738807,7.6235220667396e-34,8.81421284377359e-32
"Phf11d",444.803154445846,5.01136636460107,0.413609414171294,12.1161806112219,8.67065285925244e-34,9.94064848393118e-32
"Lgals9",781.360053151223,2.93590985632962,0.24257623074036,12.1030401345136,1.01771086794111e-33,1.15705244761005e-31
"Slc11a2",253.484796111687,1.92528805885504,0.15949808943844,12.070916119645,1.50450007112447e-33,1.69635491490506e-31
"Tmem86a",150.278498110398,-3.64990487572664,0.303066026087503,-12.0432663563313,2.10454460604608e-33,2.35346738199071e-31
"Dennd3",208.796573520333,3.10941644761651,0.25961077451292,11.9772241866709,4.6772337957799e-33,5.18792688421343e-31
"Sod2",3082.17163187432,3.91588417674361,0.327456990022456,11.9584687334818,5.8633156113416e-33,6.45106571657528e-31
"Mtmr14",259.161729413846,2.63136856381508,0.220107404283219,11.9549297870472,6.118526766517e-33,6.67800485404732e-31
"Ifit3b",287.370175318314,6.65547962655571,0.557842726619496,11.9307455470248,8.18372436224003e-33,8.86115487889212e-31
"Tor1aip1",1096.26985994097,2.59411302484514,0.217979852112528,11.9007009120548,1.17357296480143e-32,1.26071306762094e-30
"Nfkbib",657.388866522757,3.01734489799926,0.253585873639384,11.8987105026604,1.20189944930586e-32,1.28105579584998e-30
"Slfn8",307.329774342069,4.47438051529914,0.376144365366086,11.8953809422199,1.25080976720794e-32,1.32285253131922e-30
"Psmb8",2073.18135854229,1.87974228092086,0.158499719850358,11.859593712188,1.91904042619753e-32,2.01395911804714e-30
"Lox",78.8361305915575,4.20683700874041,0.355347238166111,11.8386652741448,2.46342089226239e-32,2.56553062848365e-30
"Mllt6",631.401173789897,2.06677126398652,0.175106197582722,11.8029589615762,3.76823782439856e-32,3.89470216956587e-30
"Aff1",243.336881505006,1.94975030129841,0.165237382264794,11.7996925064688,3.91740294518744e-32,4.0184307053528e-30
"Marchf5",815.467995763469,3.36180765308652,0.285247670068088,11.7855744528398,4.63250850673186e-32,4.71651593711513e-30
"Ddx24",432.598259765978,1.75885784685988,0.14996959998643,11.728095874224,9.14937288072787e-32,9.24628846013114e-30
"Slc26a11",57.2772794370745,-4.71802305310211,0.402933165980874,-11.7091951009217,1.14360083453718e-31,1.14721663129344e-29
"Amz1",96.402895691448,-3.37454737606281,0.288788108619198,-11.6852019710845,1.51718487013771e-31,1.51087249513056e-29
"Arid5a",205.530195918181,4.48315984992539,0.384722004923379,11.6529852531265,2.21558877099175e-31,2.19038243497395e-29
"Ifi203",275.438163607809,5.29982618854595,0.456727544129157,11.6039119091255,3.93662959725503e-31,3.86384443132017e-29
"Calhm6",219.700561903491,5.81625362852106,0.5039684345606,11.5409085761336,8.2053895208951e-31,7.99615208811228e-29
"Abracl",484.901101606558,2.46290131478957,0.213714934273424,11.5242358853526,9.9591820758888e-31,9.63639156463482e-29
"Hdac5",121.717551183419,-2.83387925421698,0.246532149698938,-11.4949683344654,1.39832289192459e-30,1.34347318412163e-28
"Slc25a22",313.870680544141,3.08265652155446,0.268386883155907,11.4858687775875,1.55365724010605e-30,1.48227592494873e-28
"Psmb10",1092.50095293606,2.7646225412928,0.241057736679563,11.4687152520966,1.89451026434728e-30,1.79491691225625e-28
"Nlrp3",620.209607570065,4.22921941803544,0.369010439413733,11.4609749923461,2.07169368122944e-30,1.94924944089747e-28
"Stxbp1",135.417795056794,2.24699816819121,0.196149401082062,11.4555443748266,2.20573081769851e-30,2.06114969492197e-28
"Gm20559",157.126017837139,3.57231801790439,0.312819462190436,11.4197434932283,3.33215952710713e-30,3.09256138968181e-28
"Eif2ak2",313.035765030296,3.50702004597317,0.308185760437368,11.3795654964594,5.28624472016007e-30,4.87298896737459e-28
"Csf1",279.677976651921,2.68572616147484,0.236088373432362,11.3759357245277,5.5108618467596e-30,5.04048602167775e-28
"Slc31a2",427.55237381574,2.63893985412231,0.231985601899603,11.3754467195958,5.54183759621537e-30,5.04048602167775e-28
"Tlk2",158.37702810743,2.34512000850433,0.206237301633202,11.3709789157113,5.83297061590391e-30,5.2701468948859e-28
"Idh1",348.88650939145,-2.27089976938777,0.199884875367407,-11.3610385238685,6.53629518089752e-30,5.86675494427532e-28
"Calcrl",99.318668769836,3.49600538806352,0.307915799694507,11.353770711123,7.10319277405911e-30,6.33391235401885e-28
"Atp10a",99.541066319171,4.57037986851448,0.403613946563089,11.3236420778638,1.00219875351605e-29,8.87856986637624e-28
"Mlkl",183.022120858778,3.51349227476744,0.310516973089099,11.3149765689597,1.10631863452964e-29,9.7377452457341e-28
"Il15",330.451964070649,5.1776703157164,0.457641207876534,11.3138201425106,1.12100196617026e-29,9.80373706696211e-28
"Apobec3",767.429406170881,2.30856154376617,0.204391351545969,11.2948103053517,1.39204291220382e-29,1.20965869115903e-27
"Tapbpl",181.05079800092,2.61007506318199,0.231751682256362,11.2623780667739,2.01253369956566e-29,1.73778463690976e-27
"Mitd1",179.247263003511,3.66605234004191,0.32576216267268,11.2537696519577,2.21901115947759e-29,1.904023223192e-27
"St3gal1",601.506164699423,2.42781636573154,0.215787477485315,11.2509604080096,2.29083910797942e-29,1.9533698718852e-27
"Lpin1",71.9391180421899,-4.17392412937397,0.371073931334346,-11.2482278514283,2.36291856007249e-29,2.00231664068752e-27
"F10",1706.53454944332,3.02707667886785,0.269654340820575,11.225766548598,3.04732307898124e-29,2.56633510904575e-27
"Nlrc5",357.820833230291,4.16301271568537,0.371045167604793,11.2196925850264,3.2640309683078e-29,2.73197389574376e-27
"Jak2",748.950587277138,3.42421755004395,0.305241948329309,11.218043813394,3.3254499660632e-29,2.76640938335368e-27
"Dync1h1",459.246702372982,1.41942855065342,0.127085290824057,11.1691018012348,5.77620069628604e-29,4.74727145177292e-27
"Nbeal2",116.436051982288,-2.64599695006444,0.236902612449569,-11.169133690443,5.77412749669395e-29,4.74727145177292e-27
"Rhbdf2",222.532010361409,2.20228227304259,0.197215887559085,11.1668603391945,5.92378949229959e-29,4.83941676906846e-27
"Trim30a",149.625091728818,3.98352716346597,0.356916419811528,11.1609523752634,6.33096927888373e-29,5.14127463522683e-27
"Rbpj",375.374520750752,2.06696887738958,0.186742464272193,11.0685530762666,1.78255446907211e-28,1.43901719654146e-26
"Inhba",3649.78597990974,5.08652980192716,0.460303027013898,11.0503939870323,2.18254916137763e-28,1.75155989462795e-26
"Ccnd2",961.419718488379,4.86956884361138,0.440946079911579,11.0434564801843,2.35784899910001e-28,1.88117742074394e-26
"Ifit1bl1",144.80864869469,5.93130163043479,0.537535634920089,11.0342482341967,2.61226911511842e-28,2.07204578706747e-26
"Ikbke",318.526215331964,1.81711161100536,0.164997476484381,11.0129660751349,3.3092628332121e-28,2.60972675338224e-26
"Casp7",149.775787832332,3.38409804573279,0.307977127559993,10.9881473099771,4.35779411454279e-28,3.41686121291421e-26
"Rtp4",870.825638434273,5.2866386429574,0.48171108206568,10.9747083672793,5.05687678934866e-28,3.94234114497622e-26
"Zc3h12a",354.542011944341,3.64497832636446,0.332336800251418,10.9677240787267,5.46301937041726e-28,4.23477120855697e-26
"Milr1",330.271388649669,1.91853350639518,0.174948433020504,10.9662800247563,5.55094479687333e-28,4.2786180713979e-26
"Camkk2",270.084579806748,2.22107962469796,0.203395745901422,10.9199905575922,9.25054241834899e-28,7.0901769782885e-26
"1110038F14Rik",188.666076613764,2.42634675842122,0.222573192189497,10.9013432145748,1.13568223726144e-27,8.65592891785352e-26
"Gcnt1",101.421365114624,-3.37573597008168,0.310177488149521,-10.8832397548284,1.38549414478435e-27,1.05012758984961e-25
"Kremen1",91.5708217407659,2.23676282720463,0.205668651989566,10.875565165459,1.50718818244173e-27,1.13605350127362e-25
"Ms4a6c",258.869828815183,4.14760911336915,0.3815822943221,10.8695009571594,1.61079489966796e-27,1.2074766382511e-25
"Tpst1",267.125931735467,3.38413987036521,0.312466855758403,10.8303962740349,2.47083695825637e-27,1.84205620882468e-25
"Azi2",227.544617340016,2.19650769239693,0.202854472265361,10.8279973710592,2.53641845972442e-27,1.88067157858806e-25
"Mthfd2",391.088314270387,2.27863374532795,0.210581097042706,10.8206946270483,2.74687544608121e-27,2.02570928166951e-25
"Irgm2",197.47064795423,4.69432203257058,0.434848391817748,10.7953073321656,3.62248520842023e-27,2.65707342464931e-25
"Slc7a2",1557.73538388002,4.66301559121448,0.433118122959868,10.7661521049918,4.97355396314111e-27,3.62856666947242e-25
"Dtx3l",142.933616467637,3.27793307231648,0.304609336751205,10.76110505107,5.25363603309101e-27,3.81251895741812e-25
"Cxcr4",261.622732451376,-3.39180378101441,0.317193558222049,-10.6931672888514,1.09564217470566e-26,7.90891332778272e-25
"Pde4b",269.15643812163,4.67950404672597,0.437850874073859,10.68743794705,1.1654601584209e-26,8.36861733754546e-25
"Plpp3",480.437234828967,2.61427940728194,0.244650978765092,10.6857508622195,1.1868472296845e-26,8.47756898145841e-25
"Rcbtb2",398.643025505945,-1.98640984186876,0.186012543639649,-10.6789026320553,1.27773086623167e-26,9.07920948333262e-25
"Rnf31",170.625816881168,3.08377421726145,0.288904109963335,10.674040662325,1.34641049167955e-26,9.51765716993996e-25
"Keap1",421.225361939693,1.45396908687056,0.136290668476065,10.6681484736125,1.43456422198071e-26,1.00885359177746e-24
"Ifi206",224.611619679185,5.85200465984793,0.548596994311181,10.6672196904683,1.44897250550355e-26,1.01376060987615e-24
"Arel1",204.567415297949,2.32285793263045,0.217984489178854,10.6560698028591,1.63355559162815e-26,1.13707137431545e-24
"Psmb6",1205.11031831862,1.2498282045742,0.117412741248073,10.6447408627785,1.84496908110249e-26,1.27771132860311e-24
"Zc3h12c",60.8961915651466,3.88288055504749,0.364838304423284,10.6427436702002,1.88495620474377e-26,1.29881098491512e-24
"Gtpbp2",363.979512260659,1.82582247274114,0.171717822702756,10.6326905617808,2.09966066845527e-26,1.43948092963494e-24
"Parp9",494.903688188224,3.64562278569173,0.343974786995011,10.5985174597829,3.02741237869927e-26,2.06514935412971e-24
"Nfkbiz",251.297768685815,5.17472803167766,0.488633224012889,10.5902091331005,3.30851853810156e-26,2.24567753310047e-24
"Slc7a8",146.435701609826,2.33985078806423,0.220959339657284,10.5895084212934,3.33337730008577e-26,2.25134982698367e-24
"Prpf38a",184.631726259756,2.61901305980672,0.247401631887937,10.586078352923,3.4577610220151e-26,2.32385387307153e-24
"Pcgf5",252.424169610158,3.11621402961475,0.294490329868865,10.5817193759889,3.62248788919182e-26,2.42262756236491e-24
"Tmem229b",123.74912317841,2.20776971817504,0.208825508433405,10.5723181748129,4.00471069934179e-26,2.66518380834732e-24
"Pdxk",146.839665676135,-3.39335263460911,0.321069725298844,-10.5688963088957,4.1535388595023e-26,2.75081216797038e-24
"Fam241a",234.987486177567,2.85724627853217,0.270368049900505,10.5679878949589,4.19396131718006e-26,2.76416493962742e-24
"Ogfr",465.43321608565,2.66838327195961,0.252978398418602,10.5478700499331,5.19616686596407e-26,3.40823579578595e-24
"Klhl21",82.8969677716933,-2.49621231075786,0.23672357783236,-10.5448402462284,5.36639808136091e-26,3.50305114947401e-24
"Znfx1",769.757635725282,3.38832946787278,0.321652530018254,10.5341296947998,6.01369481704504e-26,3.90689706614026e-24
"Lap3",371.951707055756,2.4210690533723,0.22986759487635,10.5324504512028,6.12197017086158e-26,3.95839047587984e-24
"Cd274",1408.16705669282,3.3345441196497,0.3169506476712,10.5207045454878,6.93530270215351e-26,4.46312899837171e-24
"Car13",83.2962504306623,4.7891676438006,0.45753570363935,10.4673091208105,1.22063507931967e-25,7.81836825688183e-24
"Slc43a2",207.679166695121,-2.30533439927229,0.220271057510345,-10.4658979047396,1.23896257131147e-25,7.89867586934689e-24
"Ell2",285.598051625153,2.66516252556345,0.255099377744067,10.4475461646845,1.50365337788408e-25,9.54155489975468e-24
"Samhd1",3054.26399375472,2.25774080109649,0.216283260931575,10.4388143186484,1.64856865378499e-25,1.04126954368466e-23
"Nod1",73.9239830163792,4.53086037934947,0.43456776821647,10.4261307688437,1.8840479196817e-25,1.18451915982569e-23
"Relb",339.820093949749,2.13213746886414,0.204586949171319,10.4216690140812,1.97457263662235e-25,1.23573827896508e-23
"Xkr8",43.859765926933,4.22774446051932,0.405770053203032,10.419064756373,2.02938912593315e-25,1.26424455913726e-23
"Adora2a",90.1308920040672,4.6458361488167,0.447457286663355,10.382747777917,2.97098714879736e-25,1.84241716686556e-23
"Crybg1",226.27225939682,2.9513570798452,0.285242944492737,10.3468188673124,4.32622080309392e-25,2.67070725867015e-23
"Dhx58",390.529252694448,4.14785746723398,0.400901707090587,10.3463202921626,4.34880126663431e-25,2.67255385949063e-23
"Aoah",206.195547512227,3.70430157280904,0.359225217449164,10.3119196339084,6.22453988912172e-25,3.80813442633577e-23
"Stat5a",228.099547560338,2.38377379980204,0.231416858372758,10.3007785023265,6.98933529015635e-25,4.25694202516085e-23
"Rgs14",122.357678067728,2.3324226503161,0.226642042155913,10.2912179405424,7.71937042486369e-25,4.68068314250735e-23
"Tra2a",173.190513495936,2.33085921291491,0.227060962517332,10.2653454256233,1.00959006455606e-24,6.09461825253908e-23
"Lrrk2",122.989425082654,2.44565403075432,0.23845515044813,10.2562432648579,1.10939048338776e-24,6.66758342064285e-23
"Sash3",177.812297036832,-3.00807666970852,0.293829622923388,-10.2374860634553,1.3469064859667e-24,8.05958122282615e-23
"Pfkp",425.981510273354,1.52308260317043,0.149007130679743,10.2215417223485,1.587949453264e-24,9.46043423182564e-23
"Exoc3l4",110.197078092459,2.41825472037519,0.236784328383122,10.2129002239642,1.73596929681824e-24,1.02973170071701e-22
"Sbds",745.817085663516,2.70367320297936,0.264818463493542,10.209534362944,1.79725239761191e-24,1.06146815846837e-22
"Nrp2",1414.29213753853,2.28476812686175,0.224200225253056,10.190748578789,2.18078436974642e-24,1.28243280846769e-22
"Parp11",119.163991501532,2.85779961394337,0.280539479473567,10.1868001584163,2.27116876999471e-24,1.32985216862823e-22
"Irf1",1136.29262178128,3.35358683026224,0.329695610945162,10.1717666809342,2.65056878608998e-24,1.54537222002674e-22
"Src",217.323399986946,2.8371425725013,0.278955798142721,10.1705811149684,2.68303136205292e-24,1.55764242010587e-22
"Zfp207",345.553728524115,1.29616034207668,0.127506981404813,10.1654068490696,2.82938293477149e-24,1.63564709233421e-22
"Traf1",656.807031019227,5.17463747419001,0.509702264390169,10.1522748390792,3.23727975089859e-24,1.86355306504259e-22
"Ripk2",134.526174109599,3.46927358819488,0.341835210987215,10.1489649886437,3.34896204034631e-24,1.91974324018675e-22
"Pik3r5",746.323987603183,2.08310717598953,0.205676435661653,10.12807893762,4.14716908534327e-24,2.36735681302671e-22
"Tent4a",202.77358142888,3.04515020192665,0.301270605981649,10.1076910308075,5.10737674328996e-24,2.90333087119604e-22
"Hivep3",229.060020554675,2.96151764771832,0.293052352865034,10.1057630787297,5.20884631874274e-24,2.94872573969324e-22
"Sap30",240.650451149636,2.72775216306257,0.269995424132261,10.1029570105838,5.36010966894206e-24,3.02181719889986e-22
"Caml",107.400811615308,2.04446765397752,0.202775662814297,10.0824113979095,6.60840532009093e-24,3.71022525851854e-22
"Ifit3",1250.66440969779,7.57574618348923,0.751612010157851,10.0793309328548,6.81888508399499e-24,3.81270693446491e-22
"Cd300lb",233.147508463041,-2.60454505217203,0.258673749312568,-10.0688417711255,7.58662121065908e-24,4.22466421130701e-22
"N4bp1",284.399666473048,2.61067721635343,0.259549058580615,10.0585115994269,8.42625967364973e-24,4.67314881006517e-22
"Plek",474.906124011631,3.17832371244283,0.316382962316939,10.0458118514578,9.58550857818555e-24,5.29453819968362e-22
"Batf2",124.382793238609,5.33357177238492,0.532641693481367,10.0134327403559,1.3305398160089e-23,7.31957851201994e-22
"Dbnl",473.307462312908,1.9550294259329,0.195387029477602,10.0059324877397,1.43533019465888e-23,7.86434130350647e-22
"Enpp4",51.213405881376,4.62507260166195,0.462347281680901,10.0034601368199,1.47163268564222e-23,8.0309938920867e-22
"Nsd3",283.344252697238,1.47277110649788,0.147436957076538,9.98915832028007,1.7001921022809e-23,9.24132304837384e-22
"Vasp",822.538941702672,1.79466664599647,0.179682757634294,9.98797363545104,1.72063065971571e-23,9.31530321051644e-22
"Pacc1",84.9886849429733,-2.36129745329908,0.237069684622297,-9.96035177193213,2.27257175992753e-23,1.22548207591665e-21
"Mov10",220.243374922278,3.51121816711605,0.352710213517313,9.95496595378205,2.39904979177319e-23,1.28859198067565e-21
"Riox2",133.820729050428,2.12719489644088,0.214528711866418,9.91566526426275,3.55877643754623e-23,1.90401517401738e-21
"Foxp4",156.827603942114,2.57792144487144,0.260047946624507,9.91325437610087,3.64573465969514e-23,1.94076287830854e-21
"Mknk2",406.11727599338,-2.41897990937527,0.244021565537678,-9.91297594556974,3.65591189419699e-23,1.94076287830854e-21
"Ets2",310.813174654605,3.00028363049911,0.302833448126659,9.90737201936904,3.86683344390102e-23,2.04477553004425e-21
"Bfar",226.039150439138,1.96172358246772,0.198122400394643,9.90157386827603,4.09774822687576e-23,2.15851656599483e-21
"Rassf4",686.582071188148,2.27358272813387,0.229642314436925,9.90053916547835,4.14036825441944e-23,2.17257861904017e-21
"Ifnar2",351.865960014503,1.51547002353417,0.153191889552017,9.89262569947994,4.48117400444351e-23,2.34240064914264e-21
"Zdhhc14",63.6727849874034,-4.12214428242752,0.417076621898215,-9.88342205244363,4.91260132198097e-23,2.55811526090788e-21
"Stau1",174.255637406411,1.77984308608581,0.180165268280342,9.87894671972138,5.13700009278582e-23,2.66479438273296e-21
"Dcbld2",159.197837700152,3.65078042763269,0.370322278042516,9.85838725914714,6.30539936583699e-23,3.25850619500432e-21
"Usp25",437.338739318754,2.50949965233286,0.254852387293263,9.8468752009183,7.07081591705116e-23,3.64026949269166e-21
"Inpp5d",306.248486259158,-2.23695848984995,0.227478966167194,-9.83369375877071,8.06068241539843e-23,4.13428158621356e-21
"Clmp",167.894681926361,2.62068924671658,0.26686500139188,9.82028079009208,9.20866876605152e-23,4.70538831367943e-21
"Ralgds",559.29606263911,3.36611806659864,0.343000525275515,9.81374026729203,9.82575268034514e-23,5.00196805290854e-21
"Atg7",212.492760464283,-1.63201199260013,0.16668696391386,-9.79087958818134,1.2321925098577e-22,6.24936892638983e-21
"Ppfia3",73.612887970846,5.45888061848775,0.558310931422359,9.77749191580514,1.4065271934517e-22,7.10712981491167e-21
"Coro1c",319.871591931336,-1.75025603232333,0.179160090927324,-9.76922942639789,1.52608333421758e-22,7.68278779657951e-21
"Trim26",187.755776702766,1.95001972859438,0.199692217632181,9.76512631146288,1.58913859986834e-22,7.9708154110308e-21
"Pnp2",52.9953503751232,5.95693332691819,0.610948648399703,9.75030117919332,1.83921798477512e-22,9.1913739803249e-21
"Pml",566.35972784667,2.74397235231741,0.281829314053887,9.73629149092968,2.11118644712603e-22,1.05120133934819e-20
"Rnf19b",938.980222065969,2.48950084437497,0.255798565801527,9.73227053316071,2.19634804199195e-22,1.08962823043259e-20
"Gtf2i",218.150139926382,-1.99598378103059,0.20572770600113,-9.70206599698161,2.95454401631886e-22,1.46046536284921e-20
"Map2k1",468.910206845706,2.14453663117884,0.221082093188122,9.70018240850479,3.00960094853496e-22,1.48230995454377e-20
"Ifi205",113.774985499008,7.44934175702009,0.768334787928167,9.69543729382268,3.15284153397751e-22,1.54727399453436e-20
"Znrf1",393.080069412493,1.61559859294086,0.166790410083149,9.68639978842575,3.44457160915799e-22,1.68438317074346e-20
"Zfp36",378.401806738154,1.85207823140341,0.191265247584335,9.68329717392476,3.55076034148945e-22,1.73010797639073e-20
"Coro1a",1631.34980421826,-2.25901612551873,0.233349608777993,-9.68082242498179,3.63777723977158e-22,1.76619910612825e-20
"Snx10",200.803504494008,2.1365110156957,0.220859798212907,9.67360756907022,3.90369279692103e-22,1.88858442653878e-20
"Ifi204",784.429344155058,4.64333280984139,0.480732182739153,9.65887655655641,4.50780109931574e-22,2.16549050697059e-20
"Mdm2",649.85118368532,1.51676067189041,0.157029975537332,9.65905182561668,4.5000962247386e-22,2.16549050697059e-20
"Tut7",253.379784499845,1.9232440596557,0.199356956175917,9.64723828326606,5.04973345856077e-22,2.41731626579455e-20
"6430548M08Rik",35.2587210105339,-3.85589067814451,0.400003041326808,-9.63965340202052,5.43712437487282e-22,2.59366041420944e-20
"Ampd3",318.473499516808,3.14747117986895,0.326566040991734,9.63808475097574,5.52083849162887e-22,2.61530553962822e-20
"Osbpl3",132.422571651137,2.57506082915695,0.267174843593941,9.63811111300056,5.51942114852645e-22,2.61530553962822e-20
"Lyn",349.4524686047,1.50167079761198,0.155992824100785,9.62653767100063,6.17759510444241e-22,2.91629515605217e-20
"Il18bp",130.914784606051,2.63594583729242,0.273893183097774,9.62399212524922,6.33246545591505e-22,2.97909745569135e-20
"Gm43814",45.0851589153024,3.25982575724424,0.339219561294776,9.60978118361372,7.27033242763311e-22,3.40856169450854e-20
"Sdc4",154.824729326252,3.77750869356661,0.394164257487686,9.58359014499081,9.37289556361431e-22,4.37926075939692e-20
"Sptlc2",456.517646076597,1.47019665574938,0.153573475478638,9.57324597341604,1.03600852557271e-21,4.82398099467183e-20
"Mier3",73.8012703998896,2.62051707404915,0.273953729407816,9.56554626839252,1.11610487568568e-21,5.17925810169378e-20
"Casp3",392.542985992964,1.96582039474059,0.205606900280399,9.56106235763329,1.1655405486539e-21,5.39032871365597e-20
"Mapkbp1",60.3188601806501,2.36729992017688,0.247910341828317,9.5490164013258,1.30933455196597e-21,6.03488219340261e-20
"Pstpip1",128.79120961819,-1.88061292192479,0.197274473266813,-9.53297652140361,1.52836963196546e-21,7.0207228582171e-20
"Junb",1257.71551555751,1.33326615679492,0.140031126389932,9.5212128272274,1.71169539388452e-21,7.83646317408272e-20
"Tor3a",1002.78676758987,3.11114756559029,0.326996300958442,9.51432036531108,1.82904537640804e-21,8.34570771583107e-20
