from	to
WNT10A	LRP5
WNT9A	LRP5
GRN	TNFRSF1A
IL33	IL1RL1
WNT8A	FZD3
WNT9B	FZD3
WNT10A	FZD3
WNT8B	FZD3
WNT9A	FZD3
IL15	INPP5K
WNT8A	FZD8
WNT8A	FZD7
PF4	ACKR1
APOA1	ABCA1
WNT9A	MUSK
WNT9B	CHRNA1
WNT9A	CHRNA1
IL27	IL27RA
NPPA	ESR1
TTR	LRP2
TG	LRP2
IL16	GRIN2C
WNT3A	DLG4
WNT3A	DLG1
TGFA	DLG1
HMGB1	AR
KLK3	AR
IL24	ESR2
TFF1	ESR2
OXT	ESR2
FBN1	EBP
PTN	RACK1
TTR	DDR1
HMGB1	AGER
HMGB1	AGTRAP
INS	HLA-DQB1
INS	HLA-DQA2
PGLYRP1	TREM1
GREM1	KDR
TNF	CALM1
TGFB1	MCC
BMP2	ENG
BMP2	RGMA
BMP2	RGMB
BMP2	HFE2
EGF	VTN
APOA1	ATP5B
IGF2	VTN
CXCL14	CXCR4
IL18	IL1RL2
IL33	IL1RAP
TTR	AGER
TTR	NGFR
TTR	INPP5K
TTR	IL7R
WNT1	SFRP1
TGFB1	ENG
TGFB1	VTN
TFF1	FGFR2
TGFB3	ENG
INHBA	ENG
MSTN	ACVR2B
LGALS3	CD6
IL16	KCNJ15
BDNF	INPP5K
APOA1	IL7R
APOA1	SCARB1
FGF2	FGFRL1
NGF	SORCS3
IGF1	IGSF1
WNT2	SFRP1
CHGB	FGFR3
GRN	SORT1
BDNF	SORCS2
POMC	VTN
BMP1	ADRA1A
NTF3	SORCS2
GDNF	AGTRAP
MIF	TNFRSF14
BMP6	HFE2
EBI3	IL27RA
SCGB3A1	MARCO
TG	ASGR1
HAMP	SLC40A1
GAL	GPR151
TFF1	SIGLEC8
INHBB	IGSF1
CORT	GRM6
CORT	GABBR2
CORT	S1PR2
CORT	S1PR4
CORT	CHRM2
CORT	CHRM4
CORT	ADRA2A
CORT	ADORA3
CORT	DRD2
CORT	ADRA2B
CORT	ADRA2C
CORT	S1PR1
CORT	CNR1
CORT	DRD4
CORT	ADORA1
CORT	CNR2
CORT	DRD3
CORT	CASR
CORT	PTGER3
CORT	HCAR3
CORT	P2RY4
CORT	TAS2R38
CORT	TAS2R39
CORT	TAS2R40
CORT	TAS2R41
CORT	TAS2R31
CORT	TAS2R46
CORT	TAS2R60
CORT	GPR17
CORT	GPR18
CORT	GRM2
CORT	GRM7
CORT	GRM3
CORT	HCAR2
CORT	OXGR1
CORT	S1PR3
CORT	GPER1
CORT	P2RY13
CORT	SUCNR1
CORT	HCAR1
CORT	LPAR5
CORT	S1PR5
CORT	P2RY12
CORT	TAS2R16
CORT	TAS2R14
CORT	TAS2R13
CORT	TAS2R10
CORT	TAS2R7
CORT	TAS2R4
CORT	TAS2R3
CORT	TAS2R1
CORT	GABBR1
CORT	LPAR3
CORT	GPR55
CCL21	GRM6
CCL21	GABBR2
CCL21	S1PR2
CCL21	S1PR4
CCL21	CHRM2
CCL21	CHRM4
CCL21	ADRA2A
CCL21	ADORA3
CCL21	DRD2
CCL21	ADRA2B
CCL21	ADRA2C
CCL21	S1PR1
CCL21	CNR1
CCL21	DRD4
CCL21	ADORA1
CCL21	CNR2
CCL21	DRD3
CCL21	CASR
CCL21	PTGER3
CCL21	HCAR3
CCL21	P2RY4
CCL21	TAS2R38
CCL21	TAS2R39
CCL21	TAS2R40
CCL21	TAS2R41
CCL21	TAS2R31
CCL21	TAS2R46
CCL21	TAS2R60
CCL21	GPR17
CCL21	GPR18
CCL21	GRM2
CCL21	GRM7
CCL21	GRM3
CCL21	HCAR2
CCL21	OXGR1
CCL21	S1PR3
CCL21	GPER1
CCL21	P2RY13
CCL21	SUCNR1
CCL21	HCAR1
CCL21	LPAR5
CCL21	S1PR5
CCL21	P2RY12
CCL21	TAS2R16
CCL21	TAS2R14
CCL21	TAS2R13
CCL21	TAS2R10
CCL21	TAS2R7
CCL21	TAS2R4
CCL21	TAS2R3
CCL21	TAS2R1
CCL21	GABBR1
CCL21	LPAR3
CCL21	GPR55
CXCL11	GRM6
CXCL11	GABBR2
CXCL11	S1PR2
CXCL11	S1PR4
CXCL11	CHRM2
CXCL11	CHRM4
CXCL11	ADRA2A
CXCL11	ADORA3
CXCL11	DRD2
CXCL11	ADRA2B
CXCL11	ADRA2C
CXCL11	S1PR1
CXCL11	CNR1
CXCL11	DRD4
CXCL11	ADORA1
CXCL11	CNR2
CXCL11	DRD3
CXCL11	CASR
CXCL11	PTGER3
CXCL11	HCAR3
CXCL11	P2RY4
CXCL11	TAS2R38
CXCL11	TAS2R39
CXCL11	TAS2R40
CXCL11	TAS2R41
CXCL11	TAS2R31
CXCL11	TAS2R46
CXCL11	TAS2R60
CXCL11	GPR17
CXCL11	GPR18
CXCL11	GRM2
CXCL11	GRM7
CXCL11	GRM3
CXCL11	HCAR2
CXCL11	OXGR1
CXCL11	S1PR3
CXCL11	GPER1
CXCL11	P2RY13
CXCL11	SUCNR1
CXCL11	HCAR1
CXCL11	LPAR5
CXCL11	S1PR5
CXCL11	P2RY12
CXCL11	TAS2R16
CXCL11	TAS2R14
CXCL11	TAS2R13
CXCL11	TAS2R10
CXCL11	TAS2R7
CXCL11	TAS2R4
CXCL11	TAS2R3
CXCL11	TAS2R1
CXCL11	GABBR1
CXCL11	LPAR3
CXCL11	GPR55
MSTN	ACVR1B
MSTN	TGFBR1
MSTN	ACVR1C
WNT9A	PTK7
NPFF	FFAR2
NPFF	CHRM5
NPFF	CHRM1
NPFF	CHRM3
NPFF	TBXA2R
NPFF	ADRA1D
NPFF	PTAFR
NPFF	PTGER1
NPFF	ADRA1A
NPFF	ADRA1B
NPFF	CASR
NPFF	P2RY2
NPFF	GRM5
NPFF	PTGFR
NPFF	LPAR6
NPFF	GPR4
NPFF	P2RY1
NPFF	GRM1
NPFF	GPR17
NPFF	P2RY6
NPFF	LTB4R
NPFF	GPR68
NPFF	GPRC6A
NPFF	GPR65
NPFF	LPAR5
NPFF	LTB4R2
NPFF	CYSLTR2
NPFF	LPAR3
NPFF	OPN4
NPFF	GPR132
NPFF	CYSLTR1
CCL25	GABBR2
CCL25	S1PR2
CCL25	S1PR4
CCL25	CHRM2
CCL25	CHRM4
CCL25	ADRA2A
CCL25	ADORA3
CCL25	DRD2
CCL25	ADRA2B
CCL25	ADRA2C
CCL25	S1PR1
CCL25	CNR1
CCL25	DRD4
CCL25	ADORA1
CCL25	CNR2
CCL25	DRD3
CCL25	CASR
CCL25	PTGER3
CCL25	HCAR3
CCL25	P2RY4
CCL25	TAS2R38
CCL25	TAS2R39
CCL25	TAS2R40
CCL25	TAS2R41
CCL25	TAS2R31
CCL25	TAS2R46
CCL25	TAS2R60
CCL25	GPR17
CCL25	GPR18
CCL25	GRM2
CCL25	GRM7
CCL25	GRM3
CCL25	HCAR2
CCL25	OXGR1
CCL25	S1PR3
CCL25	GPER1
CCL25	P2RY13
CCL25	SUCNR1
CCL25	HCAR1
CCL25	LPAR5
CCL25	S1PR5
CCL25	P2RY12
CCL25	TAS2R16
CCL25	TAS2R14
CCL25	TAS2R13
CCL25	TAS2R10
CCL25	TAS2R7
CCL25	TAS2R4
CCL25	TAS2R3
CCL25	TAS2R1
CCL25	GABBR1
CCL25	LPAR3
CCL25	GPR55
FGF10	FGFRL1
FLRT2	FGFR1
FLRT2	ADGRL3
TNFSF12	CD163
HCRT	HLA-DQA1
HCRT	HLA-DQB1
HCRT	CHRM5
HCRT	CHRM1
HCRT	CHRM3
HCRT	TBXA2R
HCRT	ADRA1D
HCRT	PTAFR
HCRT	PTGER1
HCRT	ADRA1A
HCRT	ADRA1B
HCRT	CASR
HCRT	P2RY2
HCRT	GRM5
HCRT	PTGFR
HCRT	LPAR6
HCRT	GPR4
HCRT	P2RY1
HCRT	GRM1
HCRT	GPR17
HCRT	P2RY6
HCRT	LTB4R
HCRT	GPR68
HCRT	GPRC6A
HCRT	GPR65
HCRT	LPAR5
HCRT	LTB4R2
HCRT	CYSLTR2
HCRT	LPAR3
HCRT	OPN4
HCRT	GPR132
HCRT	CYSLTR1
CXCL13	GABBR2
CXCL13	S1PR2
CXCL13	S1PR4
CXCL13	CHRM2
CXCL13	CHRM4
CXCL13	ADRA2A
CXCL13	ADORA3
CXCL13	DRD2
CXCL13	ADRA2B
CXCL13	ADRA2C
CXCL13	S1PR1
CXCL13	CNR1
CXCL13	DRD4
CXCL13	ADORA1
CXCL13	CNR2
CXCL13	DRD3
CXCL13	CASR
CXCL13	PTGER3
CXCL13	HCAR3
CXCL13	P2RY4
CXCL13	TAS2R38
CXCL13	TAS2R39
CXCL13	TAS2R40
CXCL13	TAS2R41
CXCL13	TAS2R31
CXCL13	TAS2R46
CXCL13	TAS2R60
CXCL13	GPR17
CXCL13	GPR18
CXCL13	GRM2
CXCL13	GRM7
CXCL13	GRM3
CXCL13	HCAR2
CXCL13	OXGR1
CXCL13	S1PR3
CXCL13	GPER1
CXCL13	P2RY13
CXCL13	SUCNR1
CXCL13	HCAR1
CXCL13	LPAR5
CXCL13	S1PR5
CXCL13	P2RY12
CXCL13	TAS2R16
CXCL13	TAS2R14
CXCL13	TAS2R13
CXCL13	TAS2R10
CXCL13	TAS2R7
CXCL13	TAS2R4
CXCL13	TAS2R3
CXCL13	TAS2R1
CXCL13	GABBR1
CXCL13	LPAR3
CXCL13	GPR55
GREM1	FLT1
LEFTY1	ACVR2A
LEFTY1	ACVR1B
LEFTY1	ACVR2B
LEFTY1	ACVR1C
WISP3	SCARB2
WISP3	SORL1
GDF11	ANTXR1
UTS2	CHRM5
UTS2	CHRM1
UTS2	CHRM3
UTS2	TBXA2R
UTS2	ADRA1D
UTS2	PTAFR
UTS2	PTGER1
UTS2	ADRA1A
UTS2	ADRA1B
UTS2	CASR
UTS2	P2RY2
UTS2	GRM5
UTS2	PTGFR
UTS2	LPAR6
UTS2	GPR4
UTS2	P2RY1
UTS2	GRM1
UTS2	GPR17
UTS2	P2RY6
UTS2	LTB4R
UTS2	GPR68
UTS2	GPRC6A
UTS2	GPR65
UTS2	LPAR5
UTS2	LTB4R2
UTS2	CYSLTR2
UTS2	LPAR3
UTS2	OPN4
UTS2	GPR132
UTS2	CYSLTR1
IL33	IL1R1
F2	VTN
F2	CHRM5
F2	CHRM1
F2	CHRM3
F2	TBXA2R
F2	ADRA1D
F2	PTAFR
F2	PTGER1
F2	ADRA1A
F2	ADRA1B
F2	CASR
F2	P2RY2
F2	GRM5
F2	PTGFR
F2	LPAR6
F2	GPR4
F2	P2RY1
F2	GRM1
F2	GPR17
F2	P2RY6
F2	LTB4R
F2	GPR68
F2	GPRC6A
F2	GPR65
F2	LPAR5
F2	LTB4R2
F2	CYSLTR2
F2	LPAR3
F2	OPN4
F2	GPR132
F2	CYSLTR1
AGT	CHRM2
AGT	CHRM4
AGT	CHRM5
AGT	ADRA2A
AGT	ADORA3
AGT	CHRM1
AGT	DRD2
AGT	ANPEP
AGT	ADRA2B
AGT	ADRA2C
AGT	CHRM3
AGT	S1PR1
AGT	CNR1
AGT	TBXA2R
AGT	DRD4
AGT	ADRA1D
AGT	PTAFR
AGT	ADORA1
AGT	CNR2
AGT	PTGER1
AGT	ADRA1A
AGT	ADRA1B
AGT	DRD3
AGT	CASR
AGT	P2RY2
AGT	GRM5
AGT	PTGFR
AGT	PTGER3
AGT	LPAR6
AGT	GPR4
AGT	P2RY1
AGT	HCAR3
AGT	P2RY4
AGT	TAS2R38
AGT	TAS2R39
AGT	TAS2R40
AGT	TAS2R41
AGT	TAS2R31
AGT	TAS2R46
AGT	TAS2R60
AGT	GRM1
AGT	GPR17
AGT	GPR18
AGT	GRM2
AGT	GRM7
AGT	GRM3
AGT	P2RY6
AGT	LTB4R
AGT	GPR68
AGT	GPRC6A
AGT	GPR65
AGT	HCAR2
AGT	OXGR1
AGT	S1PR3
AGT	GPER1
AGT	P2RY13
AGT	SUCNR1
AGT	HCAR1
AGT	LPAR5
AGT	S1PR5
AGT	P2RY12
AGT	LTB4R2
AGT	CYSLTR2
AGT	TAS2R16
AGT	TAS2R14
AGT	TAS2R13
AGT	TAS2R10
AGT	TAS2R7
AGT	TAS2R4
AGT	TAS2R3
AGT	TAS2R1
AGT	GABBR1
AGT	LPAR3
AGT	OPN4
AGT	GPR132
AGT	CYSLTR1
AGT	GPR55
C5	VTN
C5	CHRM2
C5	CHRM4
C5	ADRA2A
C5	ADORA3
C5	DRD2
C5	ADRA2B
C5	ADRA2C
C5	S1PR1
C5	CNR1
C5	DRD4
C5	ADORA1
C5	CNR2
C5	DRD3
C5	CASR
C5	PTGER3
C5	HCAR3
C5	P2RY4
C5	TAS2R38
C5	TAS2R39
C5	TAS2R40
C5	TAS2R41
C5	TAS2R31
C5	TAS2R46
C5	TAS2R60
C5	GPR17
C5	GPR18
C5	GRM2
C5	GRM7
C5	GRM3
C5	HCAR2
C5	OXGR1
C5	S1PR3
C5	GPER1
C5	P2RY13
C5	SUCNR1
C5	HCAR1
C5	LPAR5
C5	S1PR5
C5	P2RY12
C5	TAS2R16
C5	TAS2R14
C5	TAS2R13
C5	TAS2R10
C5	TAS2R7
C5	TAS2R4
C5	TAS2R3
C5	TAS2R1
C5	GABBR1
C5	LPAR3
C5	GPR55
EGF	CD3D
EGF	ADRB2
EGF	CHRM2
EGF	CD3G
EGF	CFTR
EGF	M6PR
EGF	DAB2
EGF	SCARB2
TGFA	FOLR1
TGFA	GRIA1
TGFB1	VDR
NGF	SORCS2
GNRH1	CHRM5
GNRH1	CHRM1
GNRH1	CHRM3
GNRH1	TBXA2R
GNRH1	ADRA1D
GNRH1	PTAFR
GNRH1	PTGER1
GNRH1	ADRA1A
GNRH1	ADRA1B
GNRH1	CASR
GNRH1	P2RY2
GNRH1	GRM5
GNRH1	PTGFR
GNRH1	LPAR6
GNRH1	GPR4
GNRH1	P2RY1
GNRH1	GRM1
GNRH1	GPR17
GNRH1	P2RY6
GNRH1	LTB4R
GNRH1	GPR68
GNRH1	GPRC6A
GNRH1	GPR65
GNRH1	LPAR5
GNRH1	LTB4R2
GNRH1	CYSLTR2
GNRH1	LPAR3
GNRH1	OPN4
GNRH1	GPR132
GNRH1	CYSLTR1
NPPA	CORIN
OXT	CHRM5
OXT	CHRM1
OXT	CHRM3
OXT	TBXA2R
OXT	ADRA1D
OXT	PTAFR
OXT	PTGER1
OXT	ADRA1A
OXT	ADRA1B
OXT	CASR
OXT	P2RY2
OXT	GRM5
OXT	PTGFR
OXT	LPAR6
OXT	GPR4
OXT	P2RY1
OXT	GRM1
OXT	GPR17
OXT	P2RY6
OXT	LTB4R
OXT	GPR68
OXT	GPRC6A
OXT	GPR65
OXT	LPAR5
OXT	LTB4R2
OXT	CYSLTR2
OXT	LPAR3
OXT	OPN4
OXT	GPR132
OXT	CYSLTR1
AVP	CD3D
AVP	ADRB2
AVP	CHRM2
AVP	ADRB1
AVP	CHRM5
AVP	CD3G
AVP	CHRM1
AVP	CFTR
AVP	ADRB3
AVP	CHRM3
AVP	M6PR
AVP	DRD1
AVP	TBXA2R
AVP	DRD5
AVP	ADRA1D
AVP	PTAFR
AVP	ADORA2A
AVP	ADORA2B
AVP	PTGER1
AVP	ADRA1A
AVP	ADRA1B
AVP	PTGER4
AVP	CASR
AVP	P2RY2
AVP	GRM5
AVP	PTGFR
AVP	PTGER2
AVP	PTGIR
AVP	LPAR6
AVP	GPR4
AVP	P2RY1
AVP	GPR15
AVP	DAB2
AVP	GRM1
AVP	PTGDR
AVP	GPR17
AVP	SCARB2
AVP	GPR176
AVP	P2RY6
AVP	LTB4R
AVP	GPR68
AVP	GPRC6A
AVP	GPR65
AVP	GPR150
AVP	GPBAR1
AVP	TAAR1
AVP	GPR20
AVP	LPAR5
AVP	LTB4R2
AVP	GPR84
AVP	GPR27
AVP	CYSLTR2
AVP	GPR83
AVP	LPAR3
AVP	OPN4
AVP	GPR132
AVP	CYSLTR1
AVP	GPR45
POMC	ADRB2
POMC	CHRM2
POMC	CHRM4
POMC	ADRB1
POMC	ADRA2A
POMC	ADORA3
POMC	ADRB3
POMC	DRD2
POMC	ADRA2B
POMC	ADRA2C
POMC	GNAT2
POMC	S1PR1
POMC	CNR1
POMC	DRD1
POMC	DRD4
POMC	DRD5
POMC	ADORA2A
POMC	ADORA2B
POMC	ADORA1
POMC	CNR2
POMC	PTGER4
POMC	DRD3
POMC	CASR
POMC	PTGER3
POMC	PTGER2
POMC	PTGIR
POMC	HCAR3
POMC	GPR15
POMC	P2RY4
POMC	TAS2R38
POMC	TAS2R39
POMC	TAS2R40
POMC	TAS2R41
POMC	TAS2R31
POMC	TAS2R46
POMC	TAS2R60
POMC	PTGDR
POMC	GPR17
POMC	GPR18
POMC	GRM2
POMC	GPR176
POMC	GRM7
POMC	GRM3
POMC	GPR150
POMC	HCAR2
POMC	GPBAR1
POMC	OXGR1
POMC	TAAR1
POMC	S1PR3
POMC	GPER1
POMC	GPR20
POMC	P2RY13
POMC	SUCNR1
POMC	HCAR1
POMC	LPAR5
POMC	S1PR5
POMC	P2RY12
POMC	GPR84
POMC	GPR27
POMC	GPR83
POMC	TAS2R16
POMC	TAS2R14
POMC	TAS2R13
POMC	TAS2R10
POMC	TAS2R7
POMC	TAS2R4
POMC	TAS2R3
POMC	TAS2R1
POMC	GABBR1
POMC	LPAR3
POMC	GPR55
POMC	GPR45
PENK	CHRM2
PENK	CHRM4
PENK	ADRA2A
PENK	ADORA3
PENK	DRD2
PENK	ADRA2B
PENK	ADRA2C
PENK	S1PR1
PENK	CNR1
PENK	DRD4
PENK	ADORA1
PENK	CNR2
PENK	DRD3
PENK	CASR
PENK	PTGER3
PENK	HCAR3
PENK	P2RY4
PENK	TAS2R38
PENK	TAS2R39
PENK	TAS2R40
PENK	TAS2R41
PENK	TAS2R31
PENK	TAS2R46
PENK	TAS2R60
PENK	GPR17
PENK	GPR18
PENK	GRM2
PENK	GRM7
PENK	GRM3
PENK	HCAR2
PENK	OXGR1
PENK	S1PR3
PENK	GPER1
PENK	P2RY13
PENK	SUCNR1
PENK	HCAR1
PENK	LPAR5
PENK	S1PR5
PENK	P2RY12
PENK	TAS2R16
PENK	TAS2R14
PENK	TAS2R13
PENK	TAS2R10
PENK	TAS2R7
PENK	TAS2R4
PENK	TAS2R3
PENK	TAS2R1
PENK	GABBR1
PENK	LPAR3
PENK	GPR55
PDYN	CHRM2
PDYN	CHRM4
PDYN	ADRA2A
PDYN	ADORA3
PDYN	DRD2
PDYN	ADRA2B
PDYN	ADRA2C
PDYN	GNAT2
PDYN	S1PR1
PDYN	CNR1
PDYN	DRD4
PDYN	ADORA1
PDYN	CNR2
PDYN	DRD3
PDYN	CASR
PDYN	PTGER3
PDYN	HCAR3
PDYN	P2RY4
PDYN	TAS2R38
PDYN	TAS2R39
PDYN	TAS2R40
PDYN	TAS2R41
PDYN	TAS2R31
PDYN	TAS2R46
PDYN	TAS2R60
PDYN	GPR17
PDYN	GPR18
PDYN	GRM2
PDYN	GRM7
PDYN	GRM3
PDYN	HCAR2
PDYN	OXGR1
PDYN	S1PR3
PDYN	GPER1
PDYN	P2RY13
PDYN	SUCNR1
PDYN	HCAR1
PDYN	LPAR5
PDYN	S1PR5
PDYN	P2RY12
PDYN	TAS2R16
PDYN	TAS2R14
PDYN	TAS2R13
PDYN	TAS2R10
PDYN	TAS2R7
PDYN	TAS2R4
PDYN	TAS2R3
PDYN	TAS2R1
PDYN	GABBR1
PDYN	LPAR3
PDYN	GPR55
CGA	ADRB2
CGA	ADRB1
CGA	ADRB3
CGA	DRD1
CGA	DRD5
CGA	ADORA2A
CGA	ADORA2B
CGA	PTGER4
CGA	PTGER2
CGA	PTGIR
CGA	GPR15
CGA	PTGDR
CGA	GPR176
CGA	GPR150
CGA	GPBAR1
CGA	TAAR1
CGA	GPR20
CGA	GPR84
CGA	GPR27
CGA	GPR83
CGA	GPR45
TSHB	ADRB2
TSHB	ADRB1
TSHB	ADRB3
TSHB	DRD1
TSHB	DRD5
TSHB	ADORA2A
TSHB	ADORA2B
TSHB	PTGER4
TSHB	PTGER2
TSHB	PTGIR
TSHB	GPR15
TSHB	PTGDR
TSHB	GPR176
TSHB	GPR150
TSHB	GPBAR1
TSHB	TAAR1
TSHB	GPR20
TSHB	GPR84
TSHB	GPR27
TSHB	GPR83
TSHB	GPR45
FSHB	ADRB2
FSHB	ADRB1
FSHB	ADRB3
FSHB	DRD1
FSHB	DRD5
FSHB	ADORA2A
FSHB	ADORA2B
FSHB	PTGER4
FSHB	PTGER2
FSHB	PTGIR
FSHB	GPR15
FSHB	PTGDR
FSHB	GPR176
FSHB	GPR150
FSHB	GPBAR1
FSHB	TAAR1
FSHB	GPR20
FSHB	GPR84
FSHB	GPR27
FSHB	GPR83
FSHB	GPR45
LHB	ADRB2
LHB	ADRB1
LHB	ADRB3
LHB	DRD1
LHB	DRD5
LHB	ADORA2A
LHB	ADORA2B
LHB	PTGER4
LHB	PTGER2
LHB	PTGIR
LHB	GPR15
LHB	PTGDR
LHB	GPR176
LHB	GPR150
LHB	GPBAR1
LHB	TAAR1
LHB	GPR20
LHB	GPR84
LHB	GPR27
LHB	GPR83
LHB	GPR45
PRL	HLA-DQB2
PRL	TRAM1
CALCA	ADRB2
CALCA	ADRB1
CALCA	ADRB3
CALCA	DRD1
CALCA	DRD5
CALCA	ADORA2A
CALCA	ADORA2B
CALCA	PTGER4
CALCA	PTGER2
CALCA	PTGIR
CALCA	GPR15
CALCA	PTGDR
CALCA	GPR176
CALCA	GPR150
CALCA	GPBAR1
CALCA	TAAR1
CALCA	GPR20
CALCA	GPR84
CALCA	GPR27
CALCA	GPR83
CALCA	GPR45
PTH	ADRB2
PTH	ADRB1
PTH	ADRB3
PTH	DRD1
PTH	DRD5
PTH	ADORA2A
PTH	ADORA2B
PTH	PTGER4
PTH	PTGER2
PTH	PTGIR
PTH	GPR15
PTH	PTGDR
PTH	GPR176
PTH	GPR150
PTH	GPBAR1
PTH	TAAR1
PTH	GPR20
PTH	GPR84
PTH	GPR27
PTH	GPR83
PTH	GPR45
GCG	ADRB2
GCG	ADRB1
GCG	CHRM5
GCG	CHRM1
GCG	ADRB3
GCG	CHRM3
GCG	DRD1
GCG	TBXA2R
GCG	DRD5
GCG	ADRA1D
GCG	PTAFR
GCG	ADORA2A
GCG	ADORA2B
GCG	PTGER1
GCG	ADRA1A
GCG	ADRA1B
GCG	PTGER4
GCG	CASR
GCG	P2RY2
GCG	GRM5
GCG	PTGFR
GCG	PTGER2
GCG	PTGIR
GCG	LPAR6
GCG	GPR4
GCG	P2RY1
GCG	GPR15
GCG	GRM1
GCG	PTGDR
GCG	GPR17
GCG	GPR176
GCG	P2RY6
GCG	LTB4R
GCG	GPR68
GCG	GPRC6A
GCG	GPR65
GCG	GPR150
GCG	GPBAR1
GCG	TAAR1
GCG	GPR20
GCG	LPAR5
GCG	LTB4R2
GCG	GPR84
GCG	GPR27
GCG	CYSLTR2
GCG	GPR83
GCG	LPAR3
GCG	OPN4
GCG	GPR132
GCG	CYSLTR1
GCG	GPR45
VIP	ADRB2
VIP	ADRB1
VIP	ADRB3
VIP	DRD1
VIP	DRD5
VIP	ADORA2A
VIP	ADORA2B
VIP	PTGER4
VIP	PTGER2
VIP	PTGIR
VIP	GPR15
VIP	PTGDR
VIP	GPR176
VIP	GPR150
VIP	GPBAR1
VIP	TAAR1
VIP	GPR20
VIP	GPR84
VIP	GPR27
VIP	GPR83
VIP	GPR45
GHRH	ADRB2
GHRH	ADRB1
GHRH	ADRB3
GHRH	DRD1
GHRH	DRD5
GHRH	ADORA2A
GHRH	ADORA2B
GHRH	PTGER4
GHRH	PTGER2
GHRH	PTGIR
GHRH	GPR15
GHRH	PTGDR
GHRH	GPR176
GHRH	GPR150
GHRH	GPBAR1
GHRH	TAAR1
GHRH	GPR20
GHRH	GPR84
GHRH	GPR27
GHRH	GPR83
GHRH	GPR45
PPY	CHRM2
PPY	CHRM4
PPY	ADRA2A
PPY	ADORA3
PPY	DRD2
PPY	ADRA2B
PPY	ADRA2C
PPY	S1PR1
PPY	CNR1
PPY	DRD4
PPY	ADORA1
PPY	CNR2
PPY	DRD3
PPY	CASR
PPY	PTGER3
PPY	HCAR3
PPY	P2RY4
PPY	TAS2R38
PPY	TAS2R39
PPY	TAS2R40
PPY	TAS2R41
PPY	TAS2R31
PPY	TAS2R46
PPY	TAS2R60
PPY	GPR17
PPY	GPR18
PPY	GRM2
PPY	GRM7
PPY	GRM3
PPY	HCAR2
PPY	OXGR1
PPY	S1PR3
PPY	GPER1
PPY	P2RY13
PPY	SUCNR1
PPY	HCAR1
PPY	LPAR5
PPY	S1PR5
PPY	P2RY12
PPY	TAS2R16
PPY	TAS2R14
PPY	TAS2R13
PPY	TAS2R10
PPY	TAS2R7
PPY	TAS2R4
PPY	TAS2R3
PPY	TAS2R1
PPY	GABBR1
PPY	LPAR3
PPY	GPR55
NPY	CHRM2
NPY	CHRM4
NPY	ADRA2A
NPY	ADORA3
NPY	DRD2
NPY	ADRA2B
NPY	ADRA2C
NPY	S1PR1
NPY	CNR1
NPY	DRD4
NPY	ADORA1
NPY	CNR2
NPY	DRD3
NPY	CASR
NPY	PTGER3
NPY	HCAR3
NPY	P2RY4
NPY	TAS2R38
NPY	TAS2R39
NPY	TAS2R40
NPY	TAS2R41
NPY	TAS2R31
NPY	TAS2R46
NPY	TAS2R60
NPY	GPR17
NPY	GPR18
NPY	GRM2
NPY	GRM7
NPY	GRM3
NPY	HCAR2
NPY	OXGR1
NPY	S1PR3
NPY	GPER1
NPY	P2RY13
NPY	SUCNR1
NPY	HCAR1
NPY	LPAR5
NPY	S1PR5
NPY	P2RY12
NPY	TAS2R16
NPY	TAS2R14
NPY	TAS2R13
NPY	TAS2R10
NPY	TAS2R7
NPY	TAS2R4
NPY	TAS2R3
NPY	TAS2R1
NPY	GABBR1
NPY	LPAR3
NPY	GPR55
INS	HLA-DQA1
INS	FOLR1
GAST	CHRM5
GAST	CHRM1
GAST	CHRM3
GAST	TBXA2R
GAST	ADRA1D
GAST	PTAFR
GAST	PTGER1
GAST	ADRA1A
GAST	ADRA1B
GAST	CASR
GAST	P2RY2
GAST	GRM5
GAST	PTGFR
GAST	LPAR6
GAST	GPR4
GAST	P2RY1
GAST	GRM1
GAST	GPR17
GAST	P2RY6
GAST	LTB4R
GAST	GPR68
GAST	GPRC6A
GAST	GPR65
GAST	LPAR5
GAST	LTB4R2
GAST	CYSLTR2
GAST	LPAR3
GAST	OPN4
GAST	GPR132
GAST	CYSLTR1
TNF	RASA3
IFNB1	PTPN6
IFNG	PTPN6
IL1B	IL1RL1
APOA1	KRT1
APOA1	CD36
APOA1	MSR1
APOA1	SDC4
APOA1	LRP2
APOA1	LRP1
APOA1	LRP8
APOA1	ABCA7
APOA1	GPC6
TTR	STRA6
PPBP	CHRM2
PPBP	CHRM4
PPBP	ADRA2A
PPBP	ADORA3
PPBP	DRD2
PPBP	ADRA2B
PPBP	ADRA2C
PPBP	S1PR1
PPBP	CNR1
PPBP	DRD4
PPBP	ADORA1
PPBP	CNR2
PPBP	DRD3
PPBP	CASR
PPBP	PTGER3
PPBP	HCAR3
PPBP	P2RY4
PPBP	TAS2R38
PPBP	TAS2R39
PPBP	TAS2R40
PPBP	TAS2R41
PPBP	TAS2R31
PPBP	TAS2R46
PPBP	TAS2R60
PPBP	GPR17
PPBP	GPR18
PPBP	GRM2
PPBP	GRM7
PPBP	GRM3
PPBP	HCAR2
PPBP	OXGR1
PPBP	S1PR3
PPBP	GPER1
PPBP	P2RY13
PPBP	SUCNR1
PPBP	HCAR1
PPBP	LPAR5
PPBP	S1PR5
PPBP	P2RY12
PPBP	TAS2R16
PPBP	TAS2R14
