"","baseMean","lgFC_PMoDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Ddx50",218.148556825244,0.324367218132569,0.10444341933033,3.10567405981484,0.00189845850880381,0.0149387241998546
"Brd3",296.763921289881,-0.28425511275913,0.0915843658521817,-3.10375149856823,0.00191083752523526,0.0150278532683976
"Nmb",33.8051776952505,0.692556093539064,0.223154802423079,3.10347832992655,0.00191260240972933,0.0150334549343722
"Wdr4",76.4816769601306,-0.500061614084645,0.161202558424925,-3.10206996074155,0.00192172536112321,0.0150968545696159
"Acvr1b",76.7651118427401,0.481249121222974,0.155163236129121,3.10156666765121,0.00192499520747371,0.0151142284514236
"Rangap1",403.553283955171,-0.317663545280261,0.102444686853951,-3.10082987254511,0.00192979130863532,0.015143560148313
"Casp6",92.9184667632051,-0.483787168020561,0.156130284265813,-3.09861197201761,0.00194429483522266,0.0152406250475576
"Cuta",248.376702697061,-0.523034417504708,0.168789587514904,-3.09873627399277,0.00194347934685314,0.0152406250475576
"Snai3",9.86828060330513,-1.11985756878234,0.361441625791938,-3.09830824363042,0.00194628878004513,0.0152478860979728
"B230208H11Rik",8.92441156432982,-1.38152559575952,0.44597277562057,-3.09778011412722,0.00194976036554144,0.015266709177995
"Ptpro",9.10948828643999,1.30507296060356,0.421827528297136,3.09385441455652,0.00197574412589919,0.0154616863595026
"Thoc3",68.1552762803587,-0.507545611736982,0.164065758714139,-3.09354990166661,0.00197777288753764,0.0154690867359324
"Acaa2",109.791451088418,-0.498923681274794,0.161409326988559,-3.09104616556737,0.00199452621100283,0.0155915836593007
"Ssh3",30.812031814054,0.814686135576591,0.263711669556106,3.08930635093971,0.00200624447819564,0.0156746081168436
"Galns",90.4466069479643,-0.588017036995622,0.190372114472126,-3.08877714903839,0.00200982135244923,0.0156939685924986
"Ube2b",414.547327715901,0.348086555675367,0.112702877966693,3.08853298119182,0.00201147365449945,0.0156982878325471
"Csf2rb",1739.67267511478,0.395724611408896,0.128169290227969,3.08751504127892,0.00201837557039875,0.0157435499161305
"Zap70",40.8690660577513,0.765122319680899,0.247836824994939,3.08720191075931,0.00202050304916679,0.015751541783952
"4930519L02Rik",5.8405804177287,-1.64101720384383,0.531756548160899,-3.08603102212724,0.00202847657500016,0.0158050749831709
"Noct",60.8279818848915,-0.734833332313375,0.238252320654877,-3.08426516179805,0.00204055636331402,0.0158905267071161
"Snhg8",255.414659980327,0.421002721225285,0.136542019991617,3.08331985458494,0.0020470500525293,0.0159324080927648
"Reep4",145.796363736899,-0.470453288275332,0.15262589914153,-3.08239486824632,0.00205342249712815,0.0159733007102311
"Glrx5",167.672940770606,-0.407716437485388,0.132328011442345,-3.08110454499674,0.00206234223586641,0.0160339530825498
"Dntt",11.963069816552,1.20047723175778,0.389753017505648,3.08009733815694,0.00206932953575238,0.0160795236287353
"B4galt5",403.27420171052,0.322889326295132,0.104857263730283,3.07932245042822,0.00207471994061538,0.0161126428449532
"Cpt1c",2.82393087324406,2.76218082967031,0.897106768617932,3.07898783767475,0.00207705160977759,0.016121984288502
"Rbmx",93.46222714229,-0.445506750677091,0.144751070175264,-3.07774408947494,0.00208573946007365,0.016180625186731
"Ccr2",7.34103305279721,1.56679756314649,0.509570579050376,3.07474102226691,0.00210685411074872,0.0163355539683568
"Ext1",22.3088477155454,0.93134089234748,0.302922567213732,3.07451802258878,0.00210842982024216,0.0163389010812254
"Abhd11",104.136610284413,-0.449467596237573,0.146212221579148,-3.07407678635309,0.00211155076843679,0.0163542126219166
"Parp4",108.480066780054,0.513121994483024,0.167076814712799,3.07117415043535,0.00213218749881985,0.0165050958580732
"Ppp5c",259.289763901129,-0.276463066744993,0.0900420759083182,-3.0703764207579,0.00213789138788065,0.0165402842912847
"Mylk3",7.11849074976354,-1.50953220479695,0.49192485375468,-3.06862357792101,0.00215047365976166,0.0166286219863108
"Smpdl3a",79.4078061765177,0.580636641638,0.189300233582841,3.06727905533145,0.00216017089596505,0.016694567497929
"Nrde2",42.5496874038448,0.712908593321061,0.232464519078591,3.0667415231657,0.00216405899863385,0.0167155709131902
"Bub1",24.2669647238574,-0.852480258355573,0.27799362535157,-3.06654606657785,0.00216547437414696,0.0167174621684145
"5830428M24Rik",38.5031403905573,0.633324934716415,0.206621651207853,3.06514313003586,0.0021756585042311,0.0167870095934244
"Lipe",116.080535616637,0.413386558732513,0.134884603312477,3.06474236925954,0.00217857573953994,0.0168004420691736
"Aifm1",78.5104331856941,-0.508948630421041,0.166082170098198,-3.06443870597379,0.00218078856585232,0.0168017339871983
"Grb10",7.42742089956789,-2.712421428072,0.885140486184422,-3.06439652282141,0.00218109612185028,0.0168017339871983
"Pip5k1b",47.4278093635896,-0.569492679904169,0.186013008168568,-3.06157448616758,0.00220176203115706,0.0169517872393451
"Plxnb2",35.1873268814931,0.688725784312741,0.225006043508541,3.06092126937291,0.00220657107646503,0.0169796595442206
"Rbbp8",97.1356105673724,0.518243993254976,0.169344803898018,3.06028872056251,0.00221123713494836,0.0170064021331893
"Afdn",23.177927174457,0.838822121454784,0.274165421275701,3.05954747156558,0.00221671653742887,0.0170302020374175
"Brd2",646.553355321768,0.379540559046033,0.124050883433482,3.05955547063515,0.00221665734097993,0.0170302020374175
"Cdc34",426.782832411031,-0.344728275200658,0.112692784723447,-3.05900928836426,0.00222070264683999,0.0170516533344993
"Gm5962",9.21360558588978,-3.18183878260442,1.04028414860826,-3.05862469101468,0.00222355522999063,0.0170643824797024
"Rnf149",437.129249723752,0.412763716873882,0.134958862953861,3.05844097852985,0.0022249190219993,0.0170656785564952
"Zfp827",12.290915124727,1.16906400592604,0.382367145122206,3.05743843538755,0.00223237492870272,0.0171136761845047
"Tsn",106.391487403928,-0.537910907168877,0.175956988399143,-3.05705906916679,0.00223520223876324,0.0171261579259746
"Trim30c",9.08602451442694,1.32959323159301,0.435006535519229,3.05649024331552,0.00223944768713026,0.0171494862560828
"Ifit1bl1",58.0656600283581,1.36889496002732,0.447895606974201,3.05628128231714,0.0022410091284551,0.0171522467162893
"Marveld1",29.751122655396,0.716023556493179,0.234313591097346,3.05583450426358,0.00224435098244563,0.0171686238517882
"Pacs2",94.5220529115116,0.473786056598748,0.155072427734017,3.05525658894948,0.00224868050301215,0.0171833359786086
"Slc35d1",16.3628061302347,-1.03866288029071,0.339942396325513,-3.05540847954762,0.00224754185600635,0.0171833359786086
"Ppt1",168.141191271405,-0.355892885394353,0.116504300928309,-3.05476177753604,0.00225239352049803,0.0172025049517395
"Zfp217",155.089154177709,0.44979486591387,0.147288378124439,3.05383813469555,0.0022593394811753,0.0172463316248774
"Ccdc90b",32.9518605614011,0.678710104162767,0.222284437294199,3.05334063160021,0.00226308892100893,0.0172565061237851
"Smim14",410.069072491566,0.47722281207448,0.156295281835536,3.05334112757571,0.00226308518024478,0.0172565061237851
"Ormdl2",70.1902857866528,-0.510962497379985,0.167390050755276,-3.05252609145219,0.00226924002478105,0.0172769767092897
"Pygo2",150.392100351949,0.366540128201076,0.120078485637295,3.05250458694354,0.00226940262614672,0.0172769767092897
"Use1",516.951439194888,0.372494340836909,0.122021245780222,3.05270068712318,0.00226792025507677,0.0172769767092897
"Ostc",382.811703699536,-0.410744715734182,0.134587599265834,-3.05187638366957,0.00227415735277808,0.0173039506192736
"Ckap2",51.5311978430956,-0.577536176902116,0.189323748248683,-3.0505215655434,0.00228444274020635,0.0173729559188642
"Acy1",25.7827726372718,-0.929858341715468,0.304961685614278,-3.04909890513778,0.00229528901880057,0.0174461510199626
"Mapk8ip3",167.25604621229,0.47796570124819,0.15679131446921,3.04841950503612,0.00230048534911114,0.0174670556916562
"Myo1f",285.140414195643,-0.343578592666106,0.112701977389244,-3.04855869102875,0.00229941992081017,0.0174670556916562
"B4galt3",103.046829014115,-0.546510880683404,0.179349728092997,-3.04717986748229,0.00230999438064621,0.0175299361022259
"Mrpl15",259.616147221384,-0.324282563247028,0.106436672529244,-3.04671834942913,0.00231354378732838,0.0175475477273627
"Scd2",382.840985027228,-0.588352305644059,0.193228242341673,-3.0448566861345,0.00232791209108304,0.0176471552467346
"Flnb",181.032811998784,-0.486443155674393,0.159810445235628,-3.04387585528073,0.00233551496259239,0.0176953977165754
"Emd",263.524327366447,0.343170891157514,0.112755202383507,3.04350383754631,0.00233840458627711,0.0177078972965056
"Nop2",218.856997844403,-0.355459078739252,0.116800030114571,-3.04331324564365,0.00233988626451702,0.0177097274137955
"Ric1",42.3611071836325,0.749069212409586,0.246177798466942,3.04279759212394,0.00234389931095931,0.0177307044275005
"Alg5",115.143791829919,-0.468065538711526,0.153861934220723,-3.04211396458893,0.00234922932278222,0.0177616162985578
"Eif4a3",455.793638388037,-0.257972917150424,0.0848299639710518,-3.04105890270633,0.00235747706682892,0.0178145436341009
"Stxbp5",98.4566421100472,-0.500914426234007,0.164741984997174,-3.04059967616997,0.00236107525692389,0.0178322986882004
"Snph",1.98018123686256,3.28979441348189,1.08253819826237,3.03896381556095,0.00237393365759072,0.0179199368381135
"Kcnk10",4.8934654447172,-1.80094902362755,0.592763795356794,-3.03822372036661,0.00237977208575596,0.0179507611580578
"Pcbd2",113.323032686682,0.384564856105405,0.12657955795635,3.03812765911239,0.00238053085235692,0.0179507611580578
"Psmg3",135.726726127418,-0.462392254003478,0.152207238728661,-3.0379123743765,0.00238223214332711,0.0179541105387851
"Adgb",4.8023526276955,2.25751962457099,0.743494667094172,3.03636290142354,0.00239450975084293,0.0179993476847731
"Ankrd28",14.3372435188103,-0.99803173449931,0.328710694978028,-3.03620098082304,0.00239579610339965,0.0179993476847731
"Dhrs13",16.3319363835693,-0.989783229780948,0.32593106935107,-3.03678698613057,0.00239114367297095,0.0179993476847731
"H2-Q2",1.70475855895059,3.69097304071836,1.21542524873292,3.03677502550338,0.00239123854839217,0.0179993476847731
"Kif3a",24.4956867796596,0.982776725495887,0.323677553820091,3.03628322043654,0.00239514268478746,0.0179993476847731
"Wtip",2.52478785598742,2.58875980284165,0.852560489050974,3.03645293921998,0.00239379473339696,0.0179993476847731
"Hook2",78.2302547721853,0.591004629229548,0.195009852440297,3.03063984631488,0.00244036146572495,0.018324522846206
"Clec2i",114.09630991733,0.509227437234783,0.168108625600447,3.02915710253376,0.00245237118871173,0.0184050264409779
"Slc9a5",6.90221799321839,1.69584253986372,0.559928317332765,3.02867793495766,0.00245626383201715,0.0184245588491959
"Srsf5",1139.95424755502,0.238197035461287,0.0786750771823707,3.02760472556183,0.00246500285114019,0.0184707086673579
"Trbc1",362.871380089007,0.502571833318949,0.165992610203777,3.02767594715198,0.00246442202182869,0.0184707086673579
"Pla2g7",764.05875140079,0.648426424666548,0.21424181876276,3.02660997003849,0.00247312842649142,0.018521877392318
"Pole3",64.9614325120639,-0.508295276105468,0.167957645842874,-3.02633008193616,0.00247541908229498,0.0185293162124407
"Haao",71.2542814501985,0.673155412646447,0.222479824266262,3.02569194697323,0.00248064895666921,0.0185587367203508
"Tysnd1",68.9723716394847,-0.501199050953024,0.165739170627883,-3.02402292140289,0.00249437539240137,0.0186516593477886
"Cdyl2",39.9249026880172,0.633042500665527,0.209381799314079,3.02338838781276,0.00249961214234635,0.0186810364296131
"Cep128",21.0639474865266,-0.871590916675974,0.288308095803939,-3.02312328152135,0.00250180301863476,0.0186876311255971
"Dnajb12",111.514906033175,0.38874866253491,0.128633456338108,3.02214271155941,0.00250992186323834,0.0187384757191688
"Fbrsl1",173.664013509695,0.413909242212635,0.137017576873995,3.02084777483167,0.00252068050780415,0.0188089650012847
"Nin",223.877740773,-0.338037005384062,0.111987650264195,-3.01852038672644,0.00254012310593347,0.0189441452735988
"Atp5mg",52.7125579439098,0.58884663516317,0.195227600863608,3.01620586719476,0.00255959413624022,0.0190793963746257
"Ppfia4",6.6134859995953,1.63288299784445,0.541472965272369,3.01563162442116,0.00256444607357353,0.0191055914568478
"Tst",3.46352081304133,-3.40185748799191,1.12828931098031,-3.01505780023408,0.00256930287435828,0.0191317954387826
"Sned1",4.06455616442634,1.72703198712383,0.572881988193948,3.0146383072165,0.00257285874946176,0.0191482900780682
"Aldh18a1",80.8323788639826,-0.797821383364988,0.264817750652372,-3.01271867689977,0.00258918817559802,0.0192597841270265
"Mdh1",612.752588058,0.592203748663242,0.196588734392158,3.01239921246914,0.00259191489423964,0.019270030463056
"Cldn15",31.3216153578058,-1.08110590339905,0.359016846137731,-3.01129575124256,0.00260135345510823,0.01932664858429
"Rpn2",532.054211720441,-0.338213942638677,0.112318931189477,-3.01119267301544,0.00260223674748562,0.01932664858429
"Cyp4f16",28.6052116174468,-0.743913003772212,0.247067895159607,-3.01096588567949,0.00260418108669982,0.0193310365281948
"Cr2",21.9084376452697,1.07087512920288,0.355750891754315,3.01018255758142,0.00261090709546617,0.0193708961752975
"Galc",20.7092492747191,0.89405149980245,0.297061712325599,3.00964904835164,0.00261549713457043,0.0193948754288343
"Rab1a",315.096874688265,-0.363668772556472,0.120881806189584,-3.00846574037878,0.00262570404596122,0.0194604593588055
"Tmed3",247.565558489866,-0.580847847422121,0.193109898104747,-3.00786160172409,0.00263092922031366,0.0194817099542579
"Zkscan17",95.0515108611682,0.500795270380094,0.166497816914518,3.00781883907348,0.00263129943297601,0.0194817099542579
"Tnfsf11",6.12917077715123,1.8800152965498,0.625191147623841,3.00710479298236,0.00263748824434873,0.0195174130081806
"Cpa3",9.38691372861508,-2.52037974168358,0.83848376861685,-3.00587779515537,0.00264815401783227,0.0195861914462354
"Eif3i",1043.57247499231,-0.359753909542168,0.119748466412671,-3.00424648698551,0.00266239534116099,0.0196813303635928
"Gm16272",2.50426397018578,-3.71692191183759,1.23768994100443,-3.00311232134696,0.00267233782263883,0.0197350491658538
"Trim30b",63.7932704483202,0.601644079819297,0.200340969575989,3.00310056945739,0.00267244102108614,0.0197350491658538
"Wdr46",93.5410159204111,-0.531970273850908,0.177149523588381,-3.00294498723563,0.00267380759949076,0.0197350491658538
"Arih2",209.247420626922,0.384797530978113,0.12816118303906,3.00244989827252,0.00267816053406636,0.0197446292825225
"Lef1",49.2377886378865,0.677994562044818,0.225800659881536,3.00262436079912,0.00267662588148865,0.0197446292825225
"Pank2",143.578335683238,0.346487357961877,0.115406316913431,3.00232575849195,0.0026792530142507,0.0197446292825225
"Prkra",28.7191497245869,0.762570625537153,0.254007125926688,3.00216233208059,0.00268069185363883,0.0197450443804382
"Hectd2",1.62912929325885,3.97640942755594,1.32479821587562,3.00152082023128,0.00268634668346048,0.0197764965634962
"Afp",15.2997703394444,-1.16007576975873,0.387103864451119,-2.99680751418903,0.00272822918257393,0.0200601511535425
"Ly6k",12.9012945986548,1.1151601570488,0.372092886919156,2.99699402018156,0.00272656061599007,0.0200601511535425
"Ulk2",40.4179075262168,0.579843832477193,0.193493394277521,2.99671125540101,0.00272909072198103,0.0200601511535425
"Limd1",418.071622578469,0.376178988757519,0.125571947548537,2.99572473073348,0.00273793469462762,0.0201148062287406
"Arid5b",82.3797684483516,0.443421973921793,0.14803627357172,2.99536028044481,0.0027412085273993,0.0201285039528621
"Agfg2",60.0786573882659,-0.489123679451504,0.16334688421699,-2.99438634410529,0.00274997488877377,0.0201824981302503
"Polm",26.29068769635,0.805356624279333,0.26901383383951,2.99373683793451,0.00275583529380307,0.0202151205270136
"H2ac23",26.6345667167695,-2.57135387991642,0.858971686444765,-2.99352577098217,0.00275774217659251,0.020218723699227
"Neto2",4.50656828354767,-1.77058599645856,0.591610908588205,-2.992821752871,0.00276411134115506,0.020255022152066
"Iqsec2",17.1981646436581,1.0494798679883,0.350822944148225,2.99148013404985,0.00277628601462481,0.0203281580523633
"Stt3b",206.303877781473,-0.461005822047733,0.154109958844119,-2.99140837818299,0.00277693854923405,0.0203281580523633
"Chmp3",69.7949111474456,0.492842237292609,0.164869734410155,2.98928265430779,0.00279633314890688,0.020453510527275
"Clcf1",68.9403317697895,0.482465186658832,0.161425579989914,2.98877778038013,0.00280095764152816,0.020453510527275
"Csnk1d",343.56580499324,0.327787355121288,0.109673770919405,2.98874883550931,0.00280122297936913,0.020453510527275
"Gm13216",1.67292938123256,-4.05136101607376,1.35548629911731,-2.98886164966182,0.0028001889408177,0.020453510527275
"Trp53i11",167.83940349556,0.516406202440325,0.172758992676927,2.98917118257367,0.00279735359606301,0.020453510527275
"Suclg1",394.018319445821,-0.294256538696093,0.098476711955109,-2.98808249030727,0.00280733772129362,0.0204876838709839
"Ppif",161.008533459832,-0.319745738859287,0.107106202216369,-2.98531487666193,0.00283286550433778,0.020663424480568
"Mapkbp1",31.4850714167167,0.6960968042369,0.233253484852676,2.98429326651458,0.00284234201861039,0.0207219646298079
"Spo11",3.93620644181958,1.95508592402077,0.655659283879406,2.98186264129887,0.00286500510262543,0.020876532079437
"Abcf1",369.70728971847,-0.35276622859509,0.118359166503562,-2.98047239614918,0.00287804175459139,0.0209501490005475
"Pde8b",1.99234412746004,3.0599891010905,1.02663724843142,2.98059427102007,0.00287689674381821,0.0209501490005475
"Nfkbie",457.282420923194,0.474249943566916,0.159152442602055,2.97984709385033,0.00288392299641354,0.0209822660391127
"Rrn3",65.391256229502,-0.489900568642964,0.164415461687732,-2.97965023249099,0.00288577683302106,0.0209850635077428
"Cplane1",34.0687912588197,0.677088935622121,0.22747292950563,2.97656928713957,0.00291493207283342,0.02118629000723
"Aco1",99.2135563521628,0.495327006355698,0.166445330322138,2.97591410583309,0.00292116666689785,0.0212208048507808
"Stk17b",612.338324534398,0.441832664941114,0.148502142894441,2.97526120720816,0.0029273916436524,0.021255214771044
"Cyth3",42.1954650685989,0.607677029406025,0.204273167751952,2.97482550495288,0.00293155252258362,0.0212746103290342
"Creld1",36.5089622463454,0.758662489898018,0.25515522047052,2.97333712592281,0.00294580701969276,0.021357413413967
"E130102H24Rik",15.8714778581006,0.97227938180766,0.327001050533709,2.97332189062014,0.00294595325763303,0.021357413413967
"Lcn2",3717.11768388849,-0.847688134513591,0.285187485406999,-2.97238896476762,0.00295492069512766,0.0214115562495247
"Irf2",416.53328828348,0.400698490552703,0.134861138561131,2.97119314598601,0.00296645152697713,0.0214842092841214
"Sesn1",122.714181787825,0.453038550413281,0.152588872287257,2.96901434306698,0.002987566511451,0.0216152101907514
"Smap2",460.054526126412,0.430023340443534,0.144835405781445,2.96904847349573,0.00298723469581544,0.0216152101907514
"Rnf125",32.011060716439,-0.74577569440799,0.251262946212475,-2.96810853191756,0.00299638509489896,0.0216680364178972
"Ifi44",6.51242130850165,1.92069303008648,0.647385138096222,2.96684757968757,0.00300870071780374,0.0217297563267658
"Was",333.535361854589,-0.268808690131352,0.0906065915987236,-2.9667674877546,0.003009484526981,0.0217297563267658
"Zfyve26",123.182701780877,0.384755627129296,0.129684636039823,2.96685589657011,0.00300861933639949,0.0217297563267658
"Kif2a",37.8676308437341,-0.641286566170993,0.216228387763024,-2.96578341449695,0.00301913024684134,0.0217883871578515
"Tomm5",166.451454415171,-0.387607070937755,0.130703165037213,-2.96555229421871,0.00302139973429251,0.0217937530329119
"2200002D01Rik",11.3383838598317,1.13207868499275,0.381887756530882,2.96442780799442,0.00303246385580575,0.021862518318333
"Kcp",2.68976869045794,2.5048749241658,0.845305317539967,2.96327832345307,0.00304381212767697,0.0219332617595774
"Exosc1",148.067491049488,-0.341642534483422,0.115330982149469,-2.96227889606154,0.0030537104267578,0.0219904364128603
"Igf1r",36.9757116144317,-0.619111241725716,0.209006230780746,-2.9621664359623,0.00305482606379463,0.0219904364128603
"Sod2",1245.86930923824,0.539437501047616,0.182132764457413,2.96178176757291,0.00305864489742019,0.0220068344710101
"Shank1",15.4161253682251,-1.31114671331333,0.442783872220619,-2.96114378949205,0.00306498808751578,0.0220413695195873
"Gbp7",158.961046478306,0.691563095859893,0.233704319829011,2.95913698285882,0.00308501935435886,0.0221742558726488
"Ddx5",1552.47401601898,0.308228680479023,0.104184390011941,2.95849196260301,0.00309148303529859,0.0222095375805505
"Klhdc4",79.8702692733847,-0.556323870560189,0.188203518420253,-2.95596955481955,0.00311687856124029,0.0223694771917758
"Skp2",17.2638809982945,-0.929497219576065,0.314445464280864,-2.95598863765398,0.00311668572392108,0.0223694771917758
"Aoc1",7.26987894470343,1.73291517064632,0.58633071058816,2.95552516583687,0.00312137231216375,0.0223904768268823
"Pdss1",26.7373171421762,-0.875689278924184,0.296473494165739,-2.95368488636169,0.00314004453548537,0.0225131104697801
"Prkcsh",325.311750167111,-0.358632885565868,0.121473312160486,-2.95235948693039,0.00315355559192278,0.0225986357068947
"Fcgr2b",452.060614699328,-0.386422354220488,0.130920916059006,-2.95157080971178,0.00316162045604892,0.0226450668772772
"Selenok",367.014954962447,0.286177631600252,0.0969673954404946,2.95127687301727,0.0031646310029253,0.0226552681622953
"Gm49797",47.2825295709648,0.499086966365546,0.169132174644898,2.95086944523362,0.00316880826491017,0.0226738074345927
"Pdk3",126.082936065832,-0.417086163794776,0.141368998547787,-2.9503368353691,0.00317427656876683,0.0227015613195432
"Mrps17",167.132540013877,-0.375434235446545,0.127308737626102,-2.94900603404907,0.00318797751591416,0.0227881355767197
"Rab27a",152.875249555547,-0.483864601203887,0.164089004274781,-2.94879357299052,0.00319016984032097,0.0227923990292467
"Naa10",128.002186085224,-0.612598013255758,0.207785376424921,-2.94822486450151,0.00319604494234548,0.0228001567765125
"Rer1",477.179602806881,-0.247517943010139,0.0839508980447846,-2.94836563723353,0.0031945897574465,0.0228001567765125
"Usp19",268.810268447608,0.323206829706863,0.109617452562379,2.94849790933555,0.00319322299485446,0.0228001567765125
"Dock6",7.93250186966381,1.28619642388096,0.436299578670674,2.94796622953377,0.00319872005814316,0.0228078481629559
"Stoml2",87.9785512149767,-0.443334859741567,0.15044817293538,-2.94676134041181,0.00321120939587139,0.0228854753452271
"Apobr",122.889125166455,-0.50929571749614,0.172853003654153,-2.94640941568564,0.00321486566512729,0.0229001054510463
"Smim30",161.487830134248,0.334329936622118,0.113483768343943,2.94605952464356,0.00321850456610773,0.0229145973146314
"Trim34a",77.5163115288561,0.757902187280791,0.257338528533437,2.94515629509521,0.00322791559846812,0.0229701497644851
"Gm44096",11.2457448160044,-1.24029093507827,0.421344040113403,-2.94365368202301,0.00324362736543827,0.0230589776173168
"Zbtb46",19.5715721278815,0.893807909017252,0.303623730007265,2.94380122724882,0.00324208150954194,0.0230589776173168
"Mtln",102.026128572641,0.594229174460232,0.201888339677587,2.94335559651047,0.00324675250610403,0.0230697110906357
"Shtn1",12.4055701997659,1.10160919648954,0.374290835823291,2.94319040450574,0.00324848556698531,0.0230705474230155
"Ppp1r12a",222.485648928199,0.509982651348012,0.173322939622559,2.94238404021181,0.00325695739370525,0.0231192174437865
"Prpf38b",428.558965708235,0.329599363510143,0.112033932609898,2.94196013504058,0.00326141909516071,0.023139387738244
"Acox3",174.576711441288,0.349179590665716,0.118719458181442,2.94121617479128,0.00326926291540946,0.0231835218261559
"Rex1bd",129.415060118549,-0.488560220277125,0.166211683525109,-2.93938554688497,0.00328863706038492,0.0233093372190658
"Dph3",206.735470056105,-0.283375194794316,0.096422214711629,-2.93889946048024,0.00329379901748064,0.0233330437089922
"Slc44a1",31.4856926977067,0.748582132395116,0.254726946659402,2.93876302531923,0.00329524920606619,0.0233330437089922
"A530040E14Rik",4.24338192590485,3.3268003008901,1.13213854122394,2.93850989057711,0.00329794135161168,0.0233405343824173
"Acsbg1",9.65158257007812,1.31791705232376,0.448706365962478,2.93714810463369,0.00331245866462853,0.0234316664924342
"Dna2",55.4142638358103,-0.715582769335285,0.243699532130756,-2.93633214261298,0.00332118508626114,0.0234734186886561
"Slc4a1",7.67350523896333,2.41560711636534,0.822673517972369,2.9362888966197,0.00332164817040849,0.0234734186886561
"Oip5",42.0850025775177,-0.796927279597404,0.271466136308665,-2.93564158842735,0.00332858666858068,0.0235108183979571
"Wdr1",734.318190198746,0.257955228805622,0.0879219838129849,2.93391046947152,0.00334720744001838,0.0236306557876137
"Slc39a6",56.7854990826303,-0.641909513121829,0.218848322208748,-2.93312512814032,0.0033556861977481,0.0236788094250189
"Lrp5",8.77071682837959,-1.51386389735942,0.516216949883094,-2.93261175887824,0.00336123923745471,0.0237029280655533
"Tmco3",49.5987564626107,0.557736710486643,0.190191392478735,2.93250237677819,0.00336242348836375,0.0237029280655533
"2310010J17Rik",47.9665665549603,0.506849582279961,0.17288258790777,2.9317561034565,0.00337051333520752,0.0237248257532942
"Psmc4",452.340943682292,-0.30948611361885,0.105553920020141,-2.93201913827356,0.00336765993149655,0.0237248257532942
"Tent2",40.1881145986614,0.672225006793399,0.229289322054975,2.9317763285646,0.00337029385497726,0.0237248257532942
"Catsperg1",4.09951849576685,1.89029250033944,0.644834001723191,2.9314404874557,0.00337394004543382,0.0237372471570866
"Atxn7",19.6480131835858,0.84447161539914,0.288100128916925,2.93117402818882,0.00337683551974928,0.0237459206760508
"C5ar1",17.7262065959373,-1.27457593855047,0.434926273962529,-2.9305563146095,0.00338355659619913,0.0237814740683642
"Nupr1",50.2808693855887,0.861117920151439,0.294021632284918,2.92875702192206,0.00340320339646127,0.0239077968068174
"Ppp4r1l-ps",40.3419383604405,0.553426316956485,0.189053447734544,2.92735373825907,0.00341859812821776,0.024004138872766
"Fibp",154.108592903615,0.427310448138727,0.146002758658761,2.92672859104972,0.00342547669929255,0.0240406182895805
"Slc25a15",24.0582497352516,-0.666565358354824,0.227799380274889,-2.92610698743109,0.00343232876966701,0.0240768759766131
"Gm10134",2.67620542144604,2.56871949344513,0.878035349893703,2.92553083854323,0.00343869092182216,0.0241096631052843
"Por",258.523550549847,-0.527217976833212,0.180224717425792,-2.92533668169182,0.00344083732534549,0.0241128747206007
"Myo7a",28.8678912539035,-0.677400741278061,0.231731745771365,-2.92321079713614,0.0034644188811807,0.0242662238651411
"Atn1",84.0315069849962,0.471581378966716,0.161351884328094,2.9226890093691,0.00347022929383469,0.024295007242425
"Lst1",239.542806501847,0.456683905651545,0.156324145631801,2.92139070266981,0.0034847252086392,0.0243725981536656
"Timeless",75.9972938221373,-0.497719029491713,0.17037045248543,-2.92139289548625,0.00348470067891373,0.0243725981536656
"Phf12",233.338848655346,0.378900198062036,0.12974915291752,2.92025180544261,0.00349748662643104,0.0244498795881978
"Ptgir",126.877837139153,-0.719349873812975,0.246357022484418,-2.919948725466,0.00350088981435114,0.0244616968339349
"H2-D1",4594.50749301354,0.375275386376275,0.128529589600588,2.91975869169475,0.00350302517940766,0.0244646482211737
"H2bc4",76.3372945131574,0.56564428327097,0.193798835917763,2.91871868369218,0.00351473251261558,0.0245344133651885
"Calm2",1050.98685811471,-0.28160219347499,0.0965079839408772,-2.91791603114936,0.00352379227299275,0.0245856381254922
"Sec11c",897.241575674926,-0.181941105707328,0.0623644000252678,-2.91738725352303,0.00352977233632891,0.024615336185278
"Tuba1a",542.567024008878,0.342933014193933,0.117653651994333,2.91476727140141,0.00355953873708623,0.0248108014851467
"Srebf2",623.996611573562,-0.286888714962788,0.0984339431369816,-2.91453035223379,0.00356224167374908,0.024817529553407
"Dscam",4.55777978320973,1.58134103488322,0.542619125157658,2.91427441748161,0.00356516365113794,0.0248257763362028
"Zfp36",504.638005142814,0.381468789175397,0.130920570034717,2.91374219554835,0.00357124694985308,0.024856018000878
"Eftud2",279.677656055253,-0.308409358100802,0.105880900825041,-2.91279499605336,0.00358209680470913,0.0248951370145284
"Mgl2",28.2077085646758,-0.770220070147975,0.264426131263885,-2.91279861966188,0.00358205524040766,0.0248951370145284
"Nadk",523.203045721776,-0.439054502670119,0.150721062898363,-2.91302684725752,0.0035794382584617,0.0248951370145284
"C77080",15.997327857712,1.26042254964662,0.433293175936889,2.90893699611416,0.00362659937897276,0.0251799184883272
"Swi5",548.970904479478,-0.272773893005549,0.0937669730268572,-2.90906151921337,0.00362515517029143,0.0251799184883272
