"","baseMean","lgFC_PMoDC_vs_PcDC","lfcSE","stat","pvalue","padj"
"Cd86",69.5083277648415,1.04188687115565,0.197625110874692,5.27203687094339,1.34917963909694e-07,3.90851594433723e-06
"Dut",365.656512658722,-0.526282946645899,0.0998203279556787,-5.27230231981981,1.34722914008565e-07,3.90851594433723e-06
"Slc4a8",29.7014153734733,1.37038590560006,0.260175769681004,5.26715422915925,1.38554798144726e-07,4.00574823300198e-06
"Ptger4",110.304904344487,0.805175400458867,0.152935867768559,5.26479113243307,1.40348827664826e-07,4.04941809436171e-06
"Gna15",105.08450790557,-0.983994798832086,0.18696319055123,-5.26304025905283,1.41692535896216e-07,4.07994515659224e-06
"Hnrnpf",462.098273131108,-0.468268576286176,0.0890390824243576,-5.25913524192019,1.44734417182251e-07,4.15914878510445e-06
"Mthfr",71.2054055800534,1.09117982703824,0.207515256391071,5.25831134546496,1.45384226836422e-07,4.16943278650156e-06
"Gsr",707.847986008025,-0.955762846336758,0.1817877530426,-5.25757555357862,1.4596693265686e-07,4.17775497435927e-06
"Ms4a6c",111.244931212862,1.22904026288795,0.23383200005253,5.25608241220982,1.4715636765586e-07,4.20337448572197e-06
"Apmap",72.0041002567232,-0.852696832522201,0.162301006774841,-5.25379878699793,1.48993652440272e-07,4.24735996836718e-06
"Thy1",568.858976176977,-1.04141689200001,0.198246843567427,-5.25313227317946,1.49534063748776e-07,4.25427390131477e-06
"Cacna1d",9.4305489997341,2.33354780920163,0.444308818616737,5.25208528713575,1.50386792754996e-07,4.27002817917863e-06
"Emilin1",56.4424444171135,-1.27849625597423,0.243555639345111,-5.24929851516448,1.52679490110701e-07,4.32652475746238e-06
"Lrrk1",112.816031555267,0.727075194831681,0.138586592509008,5.24636028398219,1.55133393091008e-07,4.38735667351639e-06
"Slc37a2",39.774060535337,1.12705658204885,0.215099868743324,5.23968977123716,1.60846764711463e-07,4.5399476158283e-06
"Zbp1",683.198996037538,0.854827020785586,0.163220565449128,5.23725070081327,1.62986233450924e-07,4.59126111665897e-06
"Adsl",192.341597390438,-0.561922067844342,0.107333487335121,-5.23529125714408,1.64724897689963e-07,4.63110430867725e-06
"Cdca8",282.421489152109,-0.770224471905129,0.147225449420594,-5.2315987143279,1.68050252302411e-07,4.71531179446568e-06
"Trbc2",4263.42200279848,0.601587936008044,0.11516078597939,5.22389571147688,1.75197476605283e-07,4.90621639387579e-06
"Cdk1",226.410582117629,-0.75849800054575,0.145208844364244,-5.22349725918295,1.75575064989154e-07,4.90716845044052e-06
"Cd63",1394.29939915636,-0.672325095600449,0.128939434205018,-5.21427055846569,1.84541957412511e-07,5.14771139797947e-06
"Fam131a",9.54771039058685,2.4958198179009,0.479916704077091,5.20052708459173,1.98724156316875e-07,5.53198450618814e-06
"Sh3pxd2b",70.8449318732302,1.3019911963132,0.250374118353837,5.20018284986304,1.99092566599965e-07,5.53198450618814e-06
"Sae1",308.067363313073,-0.535959710036493,0.103104380003452,-5.19822445970333,2.01201087764748e-07,5.57971637952647e-06
"Mfhas1",60.5041628760687,0.892390649524923,0.171825730343503,5.19357984244218,2.06288411797955e-07,5.70971142887286e-06
"Ctnna1",193.799714867874,0.749358847189042,0.144362349161856,5.19081915429954,2.0937090764575e-07,5.78134242650374e-06
"Il15ra",109.017982535767,0.888056887888765,0.171091452628052,5.19053917801127,2.09685994743659e-07,5.78134242650374e-06
"Ptbp1",629.185875478216,-0.540379915287213,0.104135155251221,-5.18921697464774,2.11180213397587e-07,5.8113214022049e-06
"Acp5",200.65370941492,0.64449257109188,0.124281530593679,5.18574697312794,2.15150755446637e-07,5.89785621744506e-06
"Nolc1",329.545916651421,-0.67092656360781,0.129374198081827,-5.18593795018894,2.14930367023899e-07,5.89785621744506e-06
"P2rx5",10.2109580152022,2.75909888103069,0.532113578139293,5.18516909618952,2.15818959093486e-07,5.90483979650031e-06
"Marco",8.03953269633162,3.00464782523734,0.580256266629954,5.17813938087719,2.24109774419246e-07,6.11995372515426e-06
"Ints15",160.252937837883,-0.673057913405766,0.130163261255566,-5.17087469162488,2.33000777479504e-07,6.35060516023336e-06
"Abca1",13.9090354415712,1.85076448091979,0.357962512977221,5.17027457854942,2.33750285230879e-07,6.35889823555697e-06
"Plxnd1",241.074424192306,0.693105484036527,0.134103388131185,5.16844125786372,2.36054456485065e-07,6.40937214357358e-06
"Vrk1",221.763382560601,-0.599440987642049,0.115996170958336,-5.16776530371297,2.36909540035308e-07,6.42038339807262e-06
"Hsp90aa1",426.491581638286,-0.612415520242356,0.118631195810367,-5.16234803214248,2.43871337521266e-07,6.57985419931512e-06
"Stmp1",313.204366024902,0.475171550541045,0.092039753843114,5.16267732909191,2.43442571803204e-07,6.57985419931512e-06
"Tgfb2",6.66886835345836,5.5051816847006,1.06645868996781,5.16211432893547,2.441760765745e-07,6.57985419931512e-06
"Psat1",394.666896127622,-0.845995406968672,0.163946907078375,-5.16017912167288,2.46713679433185e-07,6.63571519710874e-06
"Il31ra",5.85016827445085,4.45355352155299,0.863548269717405,5.15727224259324,2.50573354173072e-07,6.72685835394701e-06
"Phlda3",15.9377560620506,2.04242753360072,0.396353306055166,5.15304780456768,2.56286598402759e-07,6.86732682624428e-06
"Apobec1",109.042228895493,0.795786117460536,0.154555076452405,5.14888372305,2.62041254190223e-07,6.99844123721769e-06
"Thap12",109.173970126254,0.833689688577888,0.16191925674387,5.14879888496927,2.62159785878131e-07,6.99844123721769e-06
"Ptafr",231.260034400661,0.92369145598128,0.179597523071838,5.14311912649157,2.70214158454894e-07,7.19999740868058e-06
"Sdc1",42.6139403277155,1.28197200605228,0.249439455769431,5.13941149405517,2.75600265089423e-07,7.32983796276935e-06
"Arrdc4",35.8742407642233,1.09473048147812,0.213064802211616,5.13801655700424,2.77653424200105e-07,7.37071785209274e-06
"Il7r",53.0427259917358,1.31060368179929,0.25513634674759,5.13687562946838,2.79343690282405e-07,7.40183039816941e-06
"Gm50069",7.51974281029874,2.54842123833334,0.496180721644235,5.13607467434129,2.8053622497558e-07,7.41966363907637e-06
"Lsm4",689.392581472548,-0.38391495467411,0.0747979053770894,-5.13269660077544,2.85620126191315e-07,7.54016015205982e-06
"Prnp",38.8173329297825,1.33583208452715,0.260386439091315,5.13019068577027,2.89448816698828e-07,7.62713653153627e-06
"Coq4",48.0643606791348,-1.00986449201509,0.197006663909962,-5.12604229711048,2.95896158706204e-07,7.78266839528915e-06
"Eif3l",288.850199104216,-0.582550786672079,0.113657729328662,-5.12548323913394,2.96775568276483e-07,7.79144975390576e-06
"Bcl2a1b",67.3557288995687,1.49196011012536,0.291303262451847,5.12167319228698,3.02836412474747e-07,7.93598099626485e-06
"Mboat1",67.8770543127482,-1.02859158899014,0.200976373671722,-5.11797267608308,3.0883733059008e-07,8.07841530309071e-06
"Zyx",826.649414234891,0.656658347767916,0.128498417012722,5.11024464762787,3.21741905272574e-07,8.40058115375301e-06
"Gga2",198.221380630901,0.758890503034375,0.148756453579261,5.10156356093835,3.36858849970963e-07,8.77923010088558e-06
"Oas3",341.110843581992,1.22325272053247,0.23980000493091,5.10113717839543,3.37618736052414e-07,8.78300690036534e-06
"Nsun2",280.053904052428,-0.545850100132054,0.107145203254463,-5.09448938031966,3.49682434134028e-07,9.08029913509489e-06
"Xbp1",747.651863043593,-0.658592064070023,0.129387025171776,-5.09009356383041,3.57886881351073e-07,9.27647992641747e-06
"Stfa2",47.077622337121,-5.93480057541875,1.16638188711566,-5.08821393831389,3.61451483624396e-07,9.35190233536888e-06
"Sh3glb1",298.384254602944,0.462407632044431,0.0909556320794633,5.08388124487386,3.69799199841478e-07,9.55058258975766e-06
"Mmd",27.6449591799941,1.14098420562102,0.224458665936624,5.0832709036201,3.70989981197959e-07,9.56404135644268e-06
"Ifi213",48.8394346704361,1.37869499753304,0.27133581071418,5.08113910178015,3.75178250601668e-07,9.6545869821496e-06
"Mlec",190.065486915317,-0.940574469057342,0.185207843661928,-5.07848075146447,3.80464969524598e-07,9.77302283228472e-06
"Rfc5",143.579407134597,-0.630421176622759,0.124163859319694,-5.07733232582249,3.82771040401424e-07,9.81460682049037e-06
"F5",122.375897074876,-0.723883335018565,0.142676943455361,-5.07358314165907,3.9039378404667e-07,9.97649397575158e-06
"Inf2",170.358690270904,0.807820412695871,0.15922223246975,5.07354029751685,3.90481734522135e-07,9.97649397575158e-06
"Psme2",1451.8310604619,0.509276834015889,0.100436183489046,5.07065099771972,3.9645721712364e-07,1.01110749552854e-05
"Mrtfa",359.75084435079,0.514778823873911,0.101667064981685,5.06337843004169,4.11891079384284e-07,1.04859686199043e-05
"Anxa4",115.647149029465,1.00577728573269,0.198660870064164,5.06278506385199,4.13175589777219e-07,1.04999533330929e-05
"Gata1",50.6342552838313,-1.16715710493129,0.230875059077338,-5.05536245272954,4.29574139780118e-07,1.08972963842623e-05
"Prpf19",363.475991033493,-0.461953050250125,0.0914245516997289,-5.05283363890419,4.35303034197964e-07,1.10230459830059e-05
"Myl10",82.1598014701367,-1.77520640914213,0.351445830246344,-5.05115228681987,4.39152767706102e-07,1.10992309715717e-05
"St3gal1",227.707864784848,0.56938655806572,0.112731008760878,5.05084239309424,4.39865896226688e-07,1.10992309715717e-05
"Serpinb6a",46.6678948339763,1.14092594810004,0.225962175714367,5.04918995620866,4.43687390089171e-07,1.1175914118613e-05
"Itgam",749.399070432993,-0.602774499782487,0.119404669255582,-5.04816523122949,4.46073279128515e-07,1.12162298811856e-05
"Aldh1a3",4.41199006528086,-5.71294688967756,1.13370613945674,-5.03917787056807,4.67535823961776e-07,1.17146432242493e-05
"Rad54l",38.6214538128497,-1.12294989776292,0.22283625436237,-5.03935008679877,4.67115351345886e-07,1.17146432242493e-05
"Actn4",717.35905784936,-0.496271801124592,0.0985328047080514,-5.03661498924166,4.73836505462426e-07,1.18310016975776e-05
"Cd247",133.577463727744,0.877802616988092,0.174274247408892,5.03690378836375,4.731224375403e-07,1.18310016975776e-05
"Rab44",196.851454134718,-1.18106710871354,0.234642502492186,-5.03347473782108,4.81668315803591e-07,1.20055617562075e-05
"Ms4a7",28.2851684972612,1.74011596254163,0.345961307597739,5.02979935711459,4.90993362046143e-07,1.22166675901446e-05
"Myo1d",100.336772794528,-1.06015181821019,0.210855607177777,-5.02785689410839,4.95991790851464e-07,1.23195734903315e-05
"Ssr2",491.75448200637,-0.864930151730523,0.172047318677387,-5.02728062477039,4.97484086441629e-07,1.23351870183322e-05
"Mogat2",32.4095729953422,-1.46715143407574,0.2918798440837,-5.02655960599671,4.99357321107099e-07,1.23601754940236e-05
"Chp1",283.695062997866,0.649578686630535,0.129258224691241,5.02543407339983,5.02295102630548e-07,1.24113817573866e-05
"Eif3b",456.107791735694,-0.487426932664418,0.0971501032974677,-5.01725593818409,5.24147223995474e-07,1.2928964858555e-05
"Nfkbib",451.143737990337,0.71344652780243,0.142419043907043,5.00948825543373,5.4574956906788e-07,1.34154825222504e-05
"Tmem198b",31.138032500808,1.16006737114425,0.231567443411543,5.00963068924406,5.45345836145883e-07,1.34154825222504e-05
"Acvrl1",9.9277762681048,2.05237952549503,0.410239336061163,5.00288330514712,5.64791326374921e-07,1.38543127410997e-05
"Prmt1",318.653705276141,-0.555457188850695,0.111033089929898,-5.00262749781518,5.65541543765657e-07,1.38543127410997e-05
"Dok1",148.314294080152,0.650013495669169,0.130301614482999,4.98852986778592,6.08405062493122e-07,1.48788375043267e-05
"Bmp2k",180.755106100802,0.840164954968878,0.168502373246238,4.98607193942082,6.16192087830557e-07,1.50435135015317e-05
"Hdc",261.275227514321,-1.23036809826815,0.246821110178729,-4.98485764599801,6.20074487499576e-07,1.51124638745204e-05
"Ccdc6",144.920643264423,0.686983998142189,0.137989050652302,4.97853992686144,6.40657285166976e-07,1.55875082568224e-05
"Vps9d1",76.9000582453491,0.753113607013538,0.151348133073147,4.97603499773305,6.48999181942574e-07,1.57636161845303e-05
"Mcm2",189.859851143902,-0.780210425163213,0.156804003327731,-4.97570475629068,6.50106728818924e-07,1.57637084906483e-05
"Tmem238",34.3671841361361,-1.15368059777913,0.231898129508765,-4.97494568077368,6.526593870235e-07,1.57987819753722e-05
"Psap",561.529239516487,0.814473382038402,0.163799543424712,4.9723788296929,6.61363080687284e-07,1.59587271438401e-05
"Uba7",304.072805679977,0.561937819298765,0.113012790639731,4.97233822930845,6.61501643267985e-07,1.59587271438401e-05
"P4hb",1380.12570058954,-0.679650013614648,0.136699855166329,-4.97184150478934,6.63199150654968e-07,1.59726985997542e-05
"Aurkb",192.662205540268,-0.606582561886404,0.122062909675119,-4.96942571253526,6.71514914926414e-07,1.61457508669681e-05
"E230029C05Rik",6.14377113640274,2.63570811834803,0.530530480255911,4.96806162216476,6.7625474856265e-07,1.62051515418989e-05
"Ybx1",1994.46379445292,-0.535877128181952,0.107858404423647,-4.96833910204282,6.75287978888252e-07,1.62051515418989e-05
"Slc6a8",18.0179386139441,1.57055508234172,0.316630349442107,4.96021649569916,7.04146584923604e-07,1.68452621874019e-05
"Itgax",46.494341506673,1.10075219147884,0.222284339811249,4.95200063312396,7.34543653351198e-07,1.75430643096351e-05
"Banf1",502.295475323283,-0.453382769907115,0.0915636413659878,-4.95155897191664,7.36213022166475e-07,1.75535799375319e-05
"C1s1",3.79219561533352,5.51462417055857,1.11411221994283,4.94979237445357,7.42926941011806e-07,1.76547130973887e-05
"Lta4h",352.114401048136,-0.976362828054085,0.19724860191572,-4.94991000479315,7.4247806225989e-07,1.76547130973887e-05
"Fer",19.9344548811339,-1.70668546459761,0.344915057742987,-4.94813266711408,7.49288339052516e-07,1.77763057447642e-05
"Cdc45",103.827472845858,-0.934543839201014,0.188908535972486,-4.94707046661528,7.53387090389872e-07,1.77912836639946e-05
"Polr1g",101.864780069069,-0.712502470223937,0.144027159975725,-4.94700076252302,7.53656813941797e-07,1.77912836639946e-05
"Slc6a9",115.237703809843,-1.52411089428744,0.308061236309685,-4.94742835075589,7.52003703168291e-07,1.77912836639946e-05
"Tomm40",336.22128926595,-0.510332767622884,0.103205803585087,-4.94480687999437,7.62193854631474e-07,1.79631231548625e-05
"Ccdc50",227.784366541636,0.65694091271719,0.132905210672484,4.94292819215401,7.6957835398601e-07,1.81072785035061e-05
"Slc45a3",14.7853737854931,-2.41347526092312,0.48844804107092,-4.94110951009567,7.7679261213322e-07,1.82469606685636e-05
"Gm34680",34.9678704900338,-1.60941308457673,0.326053549106804,-4.93603915364696,7.97251085957967e-07,1.86967816250438e-05
"Ccser2",85.4491259157104,1.00852811968371,0.204394320213978,4.93422771546635,8.04685148574024e-07,1.88401857244823e-05
"Sh3bp4",10.952496617395,2.13540812055416,0.433183470850288,4.92956971872127,8.24109223757468e-07,1.92633845068808e-05
"Tnfrsf11a",16.7681058694175,1.86974687251524,0.379553841778504,4.92617032607026,8.38569071992279e-07,1.95693521016237e-05
"Adar",311.062512457445,0.530513780139347,0.107704631961871,4.9256356990028,8.40865312887832e-07,1.95909272408875e-05
"Ada",29.6684524961919,-1.21785675039606,0.247329838301239,-4.92401870619734,8.47847263829339e-07,1.97214244658153e-05
"Polr2f",313.60755947207,-0.566867903859582,0.115142701389251,-4.92317704049021,8.51503519255843e-07,1.97742654666861e-05
"Mrto4",135.75621259029,-0.837439393529032,0.170149317180932,-4.92179109151828,8.57557290705166e-07,1.98825214705376e-05
"Runx1",334.917267845775,-0.475923132230782,0.0967970453423573,-4.91671135774351,8.80101690655016e-07,2.03721431862803e-05
"Agrn",56.1080686942347,1.13673886116359,0.231393453810301,4.91258003389977,8.98856728706874e-07,2.07726080896304e-05
"Dennd2b",6.53154816081927,2.95309831157013,0.602023769661647,4.90528524019881,9.32916654699722e-07,2.15249041396146e-05
"Prtn3",1780.39772141014,-1.32307462017907,0.269755964150337,-4.90470942633806,9.35657453128369e-07,2.15533221702893e-05
"Mapk13",38.2922082236924,-1.17092418755862,0.238773268984057,-4.9039165587535,9.39444088246233e-07,2.16057012372507e-05
"Syce2",65.0344046836198,-1.14462545865094,0.233592978784572,-4.90008503083715,9.57951865829126e-07,2.19959301411119e-05
"Dll4",64.125394275695,-1.26045963806797,0.2573371658281,-4.89808626753103,9.67745489983198e-07,2.21851381828893e-05
"Ikzf4",92.0402515425245,1.38493217536988,0.282905562969496,4.89538685925099,9.81125265668741e-07,2.24558189812195e-05
"Ms4a6b",169.973469269656,0.790388792126456,0.161485326906782,4.89449293794172,9.85595157170203e-07,2.25220320555277e-05
"Rasgrp4",147.583836989957,-0.965373420021461,0.197288426075303,-4.89320858413148,9.92051666804645e-07,2.26333576762044e-05
"Pid1",43.0910804485185,1.4842594053897,0.303387291515374,4.89229261376126,9.96681146725717e-07,2.27027115431207e-05
"Ccnl1",548.064636868561,0.383618414873038,0.0784847329944374,4.88780938963285,1.01964178690345e-06,2.31887324849604e-05
"Aebp2",474.712441918763,0.571533650116146,0.11697017338033,4.88614861036237,1.02827595092514e-06,2.33479127680649e-05
"Ripk3",128.824659308547,-0.76184159119967,0.155940574076213,-4.88546098866698,1.03187136416401e-06,2.33923600364928e-05
"Igtp",652.660038969884,1.17714563737841,0.241053028123496,4.88334723086463,1.04299963752297e-06,2.36071645374059e-05
"5430437J10Rik",4.95701126395369,3.35115826109999,0.686427241425855,4.88202981883254,1.04999373427488e-06,2.37278647356231e-05
"Siglecf",96.2156964217283,-0.90662761758206,0.185868431953518,-4.877792361259,1.07279768072162e-06,2.42048917473399e-05
"Stap2",36.4466215993676,1.30604644250502,0.267825466050944,4.87648341198665,1.07993765077874e-06,2.43275544612335e-05
"Aplp2",189.444065284844,0.531480313514528,0.109035435153194,4.87438155098664,1.09149851475292e-06,2.45492626577971e-05
"Hdgf",731.380087315135,-0.494211872735895,0.101559431652804,-4.86623314735976,1.13745326654636e-06,2.55426219383886e-05
"Ssh1",190.106403541314,0.680750774035627,0.139976151584679,4.86333397745833,1.15424844828382e-06,2.58790837337355e-05
"Gas2l1",55.6614883936444,1.10506024739667,0.227280246678368,4.86210422395604,1.16144438017165e-06,2.59996060150651e-05
"Cd14",544.630066364265,1.37679460777564,0.283452030146488,4.85724024295793,1.19033137908526e-06,2.66045583037492e-05
"Il2ra",37.8888523971342,1.35166957694493,0.278530034612051,4.85286830494813,1.21688503855268e-06,2.71555501884521e-05
"Arfrp1",135.990447505644,0.552437723786034,0.113889807976719,4.85063355185358,1.23067734743768e-06,2.74204896663105e-05
"Pdgfa",36.8937337062605,1.85529709970012,0.382774790462537,4.84696784095479,1.25362739475864e-06,2.78449556017774e-05
"Slfn8",113.171205455647,0.680435015768844,0.14038167416127,4.84703591002314,1.25319750512067e-06,2.78449556017774e-05
"Gata2",413.123766622758,-1.22659632790738,0.253100034907662,-4.84629063111302,1.25791204130978e-06,2.78967387794818e-05
"Nectin2",16.4241923897125,2.24780044986591,0.464060993892381,4.84376079750239,1.27404302130544e-06,2.82106704345494e-05
"Mcm3",390.799374905474,-0.613812854569556,0.126776046970972,-4.84171000149659,1.28726536467763e-06,2.84593249819287e-05
"Slc7a2",52.4649497411915,1.71400022813343,0.354048816068238,4.84114096798188,1.29095749347076e-06,2.84968391371707e-05
"Rhoj",8.27341330494042,-2.94511291136403,0.608427688883566,-4.84053070754909,1.29492843916078e-06,2.85403826668122e-05
"Cacnb3",423.293970793855,1.31656248062542,0.272667447120421,4.82845493486422,1.37596463393314e-06,3.02797024681557e-05
"Eno2",33.9481034547222,1.59849202276881,0.331113607901663,4.82762406806169,1.38171608021504e-06,3.03594908578941e-05
"Nucb1",331.333936858333,-0.866455968023434,0.179607154845051,-4.82417289428663,1.4058543029434e-06,3.08424134479842e-05
"Parp3",124.860858221898,0.783954830833225,0.162564510791571,4.82242296929345,1.41824806768406e-06,3.10665934089935e-05
"Zup1",117.136131288166,0.856700836124641,0.177673816393525,4.8217618865526,1.42295744477637e-06,3.11220187232713e-05
"Pcgf5",218.84766167596,0.67597627125529,0.140252401186638,4.81971264332042,1.43765145257388e-06,3.13953181126302e-05
"Wdr5",122.257465133382,-0.779838320530918,0.161824241045985,-4.81904512877842,1.44246926075845e-06,3.14524366139727e-05
"Nmt1",266.216863333763,0.517953045156333,0.107496021209517,4.81834619857054,1.44753044917485e-06,3.15146796876757e-05
"Fut8",168.424414373974,-0.882318838640801,0.183141705477067,-4.81768386038803,1.45234241740294e-06,3.15233349625361e-05
"Kif22",140.463852881731,-0.621167085395678,0.128932891908389,-4.81775500573613,1.45182480128472e-06,3.15233349625361e-05
"Socs2",550.429469511994,1.18376435011777,0.245769642440964,4.81656049282865,1.46053900781346e-06,3.16531382543124e-05
"Mns1",36.6176641744971,-1.26054099289223,0.262045530120518,-4.81038921866931,1.50636674929179e-06,3.25968635051294e-05
"Tor1aip1",481.304998913127,0.501723657965369,0.104464043987404,4.80283587361282,1.56434107103438e-06,3.38001802972966e-05
"Dhcr7",63.9307254806762,-1.17098241418216,0.24382802235249,-4.8024931789396,1.56702159060008e-06,3.38069522008313e-05
"Rps6ka1",615.332621182152,-0.704728211363962,0.146789738540734,-4.80093648486473,1.57925356234585e-06,3.40194560745451e-05
"Nos2",142.867922948246,2.24727821941342,0.468596038847671,4.7957687071784,1.62052177948231e-06,3.48034466985961e-05
"Pcyox1l",22.0685798033614,-1.48053663611515,0.308704533981183,-4.79596660606674,1.61892251007003e-06,3.48034466985961e-05
"Tgfb3",25.0651971869838,1.19759419126131,0.249982571051285,4.79071075325333,1.66191557955445e-06,3.56388563171121e-05
"Frrs1",98.5855430982342,-1.03393343650514,0.215924343731837,-4.78840606221414,1.68111223020431e-06,3.59964690731304e-05
"Phf11a",47.1013874322974,1.43842178075897,0.300624555148609,4.78477807658762,1.71176358835939e-06,3.65979155223784e-05
"Spata6",43.6638312204964,0.927994921771977,0.194005570962763,4.78334161831928,1.72404746208769e-06,3.68054497063324e-05
"Spata31d1b",6.46173073206416,2.43681559941624,0.509591719403811,4.78189795208437,1.7364783082128e-06,3.70154973102913e-05
"Trip13",49.9245790869251,-1.00882160185081,0.211280963261295,-4.77478702424876,1.79897536529685e-06,3.82905606068101e-05
"Atox1",452.442914875633,0.602719108074521,0.126240619616342,4.77436747305459,1.80272949200023e-06,3.83133669713501e-05
"Pa2g4",390.339818518704,-0.780840394476618,0.16359805913134,-4.77291967045734,1.8157422672957e-06,3.85325870156272e-05
"Dst",17.6990815746214,1.59804930462614,0.335386925364865,4.76479309051072,1.89047540525855e-06,4.00590055458496e-05
"Ydjc",47.7769115730311,-1.02026224152546,0.214206053138191,-4.76299444660072,1.90741092554381e-06,4.03579893905432e-05
"Ifi204",76.5983699210414,1.61614859530866,0.339549654932051,4.75968263207948,1.93897605454198e-06,4.09651716138587e-05
"Basp1",968.325239618747,0.912202016980954,0.191711853342163,4.75819309593171,1.95333597710545e-06,4.12075988552732e-05
"Zc3hav1",298.644526133131,0.472277546176687,0.0992793168155439,4.75705878450146,1.96433981233353e-06,4.13786153388607e-05
"Fen1",211.894473604621,-0.504888423386629,0.106275777674213,-4.75073845081011,2.02675141066202e-06,4.2630432469919e-05
"Cdkn1a",1017.72531599321,0.80928363504548,0.17042327078593,4.74866860208326,2.04760146981234e-06,4.30056532233233e-05
"Mrpl12",227.667279283121,-0.645638601985769,0.136056813641481,-4.74536029990436,2.08135520378994e-06,4.36503891637709e-05
"Prcp",131.484047919067,0.648461040300368,0.136660502410775,4.74505090250011,2.08453908978511e-06,4.36530605283152e-05
"Synpo2",15.1367596116244,1.76052962648932,0.371271059043731,4.74189836133161,2.11724844616293e-06,4.42083951872791e-05
"Tapbp",1121.95252375456,0.518490580881954,0.109339325284516,4.74203201394166,2.11585177593743e-06,4.42083951872791e-05
"Mrpl18",339.08445560081,-0.502082621424726,0.105902357207649,-4.74099571211869,2.1267043440701e-06,4.43410094043929e-05
"Ccna2",198.376121732844,-0.730744896107615,0.154157498068161,-4.74024880570204,2.13455937824968e-06,4.44399082218104e-05
"Ccdc184",7.16888409571854,4.28218976191852,0.9039633567435,4.73712759480094,2.16768695336197e-06,4.50639083958015e-05
"Rusc2",17.4695078503421,2.22367146595366,0.469791698784599,4.73331366157924,2.20883744969214e-06,4.58526401984058e-05
"Tnip1",519.115907192546,0.581818653125415,0.12293286222702,4.73281629163543,2.2142588070194e-06,4.58984677530495e-05
"Pgap6",43.7532081394415,0.873720641789673,0.184630465080936,4.7322669170912,2.22026186867924e-06,4.5956202910836e-05
"Phgdh",211.917419674713,-1.24030039788086,0.262389995037839,-4.72693479681644,2.27934416625712e-06,4.71108442582984e-05
"Svip",60.6330084778904,-1.16863166286156,0.247370843108716,-4.72420940226964,2.31012287506676e-06,4.76779984128663e-05
"Tspan5",99.1635520806362,-0.709457580912098,0.150189022149591,-4.72376456519881,2.3151842879638e-06,4.77135093805181e-05
"Kcnab2",205.441481356756,-0.572458260802682,0.121271389820169,-4.72047250098782,2.35297418869547e-06,4.84224457679376e-05
"Nasp",249.204860125094,-0.459099332144532,0.0972750794862856,-4.71959863275423,2.36310444205683e-06,4.85609462466987e-05
"Cyria",49.1205438458754,1.0791429716118,0.228824376678515,4.71603151410713,2.40489201972794e-06,4.93486606691875e-05
"Ear6",13.5744875870666,-2.4280991581036,0.515053377348804,-4.71426703500529,2.42582364402114e-06,4.97067622437732e-05
"Rassf4",172.565433906737,0.893625934356721,0.189956362743115,4.70437484405407,2.54645018671969e-06,5.21037271729664e-05
"Gstm2",8.74911659510148,2.09138243543447,0.444922587418816,4.70055352228231,2.59457239256908e-06,5.30124219036789e-05
"Haus4",111.68421576291,-0.70550424264291,0.150265598724416,-4.6950482920365,2.66543746808893e-06,5.43825398846372e-05
"Pygl",378.669503048386,-0.804544702958147,0.171497026823995,-4.6913040876437,2.71469140303821e-06,5.53084488133977e-05
"Nckap1",11.2661829974049,2.11043134859691,0.450185306400181,4.68791699460953,2.75999913800727e-06,5.60715614353055e-05
"Nfkb2",590.723331202946,0.587445503843213,0.125304084005379,4.68815927673991,2.75673428065436e-06,5.60715614353055e-05
"Grm6",39.8842996236196,-1.27074640985855,0.271173773583464,-4.68609627349316,2.78465313773608e-06,5.64920683425378e-05
"Gmeb2",82.1529777403816,0.710766895313064,0.151723295651444,4.68462599801365,2.80471591840649e-06,5.68183726903283e-05
"Mydgf",170.198570563329,-0.527995178822861,0.112873945431945,-4.67774185444065,2.90051372223158e-06,5.86758314177216e-05
"Fes",223.324460517043,-0.664603686998701,0.142166952944298,-4.67481136251896,2.94223934992502e-06,5.94148364331248e-05
"Isg15",1487.55506424504,1.04193789597517,0.222893800024001,4.67459344254067,2.94536508854869e-06,5.94148364331248e-05
"Akt3",49.7465806767916,0.920839415304519,0.197005971840011,4.67417006045042,2.95144698619814e-06,5.94535484582254e-05
"Gtpbp2",323.241872940645,0.591637357411706,0.126593714980064,4.67351287941013,2.96091128591137e-06,5.95601901202623e-05
"Dlgap5",72.1528043556244,-0.818349334684994,0.175657264586485,-4.65878446081618,3.18082034955062e-06,6.38937781044753e-05
"Fut7",39.3672540563932,-1.68862825520944,0.363003375703805,-4.6518252121911,3.29009898094642e-06,6.59960584914e-05
"Tes",298.652302062273,0.404680590791577,0.0870430401738009,4.64920101576809,3.33223334840816e-06,6.67474848274409e-05
"Bcl2l14",12.5991899635878,1.90072512164582,0.40905766366839,4.64659457691197,3.37459455232303e-06,6.75013436922655e-05
"Alyref",257.802171731108,-0.92738158654529,0.199644727345693,-4.64515942331646,3.39813938319363e-06,6.78290569504954e-05
"Fbxo5",80.030330629885,-0.768350801918065,0.165413973924817,-4.64501748967891,3.40047645823797e-06,6.78290569504954e-05
"Arhgap28",9.13726958271707,2.21596362733895,0.477268147950724,4.64301595833237,3.43359818725623e-06,6.8394211032627e-05
"Iffo2",46.1847810181498,0.927015119645999,0.199831647040764,4.63898052872925,3.50132035441338e-06,6.96460408102115e-05
