"","lgFC_MoDC_Treatment_6H_vs_MoDC_Control","lgFC_CD11c_Treatment_6H_vs_CD11c_Control"
"Psme1",1.59177477814735,0.945448406423498
"Psme2",2.78151746118779,1.06786967822857
"Psme2b",1.30479991655772,1.34225256783921
"Ptges",4.58766570960556,2.56570514703625
"Ptgs2",5.9530304174494,6.0787654049178
"Ptpn23",0.936985034200067,0.823291420722527
"Pttg1",2.57289396890637,1.47205469190875
"Ptx3",6.13687571540004,3.2862127451868
"Pvr",2.06686992886044,2.43835536543227
"Pwp1",0.509341094848378,0.786071349258305
"Rab11fip1",3.28723364276351,1.45745788702999
"Rab12",2.04628419903884,0.878275330894886
"Rab20",2.23319527204596,1.50458532370685
"Rab32",2.80380565449446,0.814157140248188
"Rab3ip",2.1865227629766,0.626243546631746
"Rab8b",0.54092751700224,1.23500732597338
"Rab9",0.789521478634547,0.860733401978661
"Rabgef1",0.915207971371206,0.838531716239548
"Raf1",1.1465594928682,0.524885720148478
"Ralgds",3.3662210708825,0.847531026192517
"Ranbp1",0.935396815572079,0.776585851701349
"Rap1b",1.55963242389512,0.619185688708913
"Rapgef2",3.6834021791429,2.07943514275073
"Rars",1.59194992190961,0.916744914554319
"Rasa4",1.78494784912594,2.75313283472858
"Rasgef1b",3.49476518996605,2.06710310371269
"Rassf4",2.27368876474331,1.17118799560518
"Rbl1",2.53923406569377,1.76221187588738
"Rbm17",0.759994496025173,0.815713487425248
"Rbm43",1.62251137155597,0.816052060997456
"Rbm7",1.50872170184001,0.640398400187814
"Rcn1",3.42362950009735,1.5503812246375
"Rela",1.72886334292776,0.813430478876598
"Relb",2.13226680746474,0.596412311072343
"Rfc3",1.25334042971512,1.6817123649002
"Rffl",1.55825887417783,1.07526014503021
"Rgs1",1.0736723385216,2.11086968386546
"Rhbdf2",2.20239217046472,1.05821766557109
"Rigi",4.76742957313361,3.15247268928483
"Rilpl1",2.16235435298319,3.7303349726723
"Ripk1",0.52886903096102,0.886009882064068
"Ripk2",3.46936376758948,1.27479842414606
"Rmdn3",2.33313018981704,1.06727891254214
"Rnaset2a",1.4424757643109,0.714222757831189
"Rnaset2b",1.76947855586293,1.7577520079304
"Rnd3",3.08493043643723,1.7387095737996
"Rnf114",2.54660998408791,1.73182314273579
"Rnf115",1.28945358514467,0.719784156361015
"Rnf135",2.34506620524913,1.15928486358197
"Rnf14",1.61366066552018,0.535905496559265
"Rnf19b",2.48957854952054,1.32911319941492
"Rnf213",5.09017496423521,3.89995471022622
"Rnf31",3.0838703328275,1.27067698843633
"Rras2",0.85011287707082,0.710084260401206
"Rrs1",2.12439051742345,1.08370041780894
"Rsad2",7.03219870193066,3.53074496627874
"Rsl24d1",1.23032728283754,1.27035685233265
"Rtp4",5.2867782735538,3.70787865263435
"Samd4b",0.938633661461536,0.586774027300358
"Samhd1",2.25783613272721,1.89889281678748
"Sap30",2.72782721783273,1.90570662046245
"Sar1a",0.70123037981144,0.60782732838349
"Sbds",2.70377536686811,0.857922897965727
"Scarf1",1.70343821381692,1.25191147477588
"Sco1",1.61309811648237,1.24902535751039
"Sdad1",0.739323843842909,0.837903696998973
"Sdc3",1.18739607348459,2.04740105727982
"Sdc4",3.7776316190361,1.88701941536471
"Sdcbp",0.771946874808777,0.538213590084608
"Sde2",0.768082208948804,0.809635230679276
"Sec23b",1.14169533743187,0.817553662960576
"Sec24b",1.55469165464587,0.499510353120129
"Sema7a",2.28991817886717,1.93163423284175
"Senp1",0.851182301367453,0.60204830829882
"Septin11",2.0035330952786,0.617100045131141
"Serpina3f",4.25825483347962,5.13648319495391
"Serpina3g",4.41646519291187,2.29527329489732
"Serpinb9",2.22314253659067,1.44359113416417
"Serpine1",3.75189336895511,1.90491089706485
"Setdb2",2.59094469906613,2.53801636366323
"Sf3a3",0.798642220162981,0.340730740508246
"Sgk3",1.58807092038848,0.579335763012817
"Sgpl1",0.713615882880235,0.534530315957586
"Sh3bp2",0.656672137223172,1.14123054063709
"Sh3bp5",3.53925707687336,0.622703601133497
"Shfl",2.09360108539093,1.23289386066186
"Shisa5",0.507087537982752,1.19336668483552
"Sik3",0.916847817367166,0.635041339394056
"Sin3b",0.824835736375319,0.428896760982751
"Skil",1.86051309100897,1.04118561608734
"Slamf7",2.76991472821096,1.83722778540631
"Slamf8",2.35644270376621,1.64243934613039
"Slamf9",1.27527654096521,1.74695729138165
"Slc15a3",1.81320499132057,2.34315923889447
"Slc1a4",3.1936760916188,1.4500063979096
"Slc23a2",0.953128260688715,0.688044911121255
"Slc25a22",3.08278020644663,2.96359736531657
"Slc25a28",0.718191089357818,0.614786320503217
"Slc2a6",4.05846712184675,1.85288225269928
"Slc31a2",2.63902461730045,0.907521773871716
"Slc3a2",1.60987479269521,0.66240383187557
"Slc6a12",1.47769146322904,1.06904374575179
"Slc7a1",0.754778165619864,0.93842076162025
"Slc7a11",3.19409541933295,1.49734104050836
"Slc7a2",4.66315055825953,4.38457000810396
"Slc9a1",0.786895082316819,0.603671717354797
"Slco3a1",5.9067279306487,2.44825771376851
"Slfn1",5.30006120230051,1.37107604205273
"Slfn10-ps",0.934236439146965,0.76787037642848
"Slfn2",2.67835690888101,1.03711630228394
"Slfn3",5.441296519891,2.87988654280946
"Slfn4",4.76658925705853,2.35851437575206
"Slfn5",3.97589118675685,4.23968589352123
"Slfn8",4.47451426638936,3.1433908602635
"Slfn9",4.93905614489216,3.69569582000438
"Slpi",2.23261172200973,2.29513821655853
"Smcr8",0.980767654364085,0.659984986705431
"Smg7",1.42031280655669,1.25705230088076
"Smu1",0.519362651618289,0.389409533822866
"Snrpd1",0.69056680255487,0.689063554562712
"Snx10",2.13659955752401,0.553899096924925
"Snx2",1.17332200819173,0.871887342381287
"Sod2",3.91598039404277,2.02507477881849
"Sowahc",1.40367997812132,1.10861737848966
"Sp100",3.45895506978174,2.13982572055001
"Sp110",4.16228722529869,2.10224381371598
"Sp140",3.51197778711578,2.239979009265
"Sppl2a",1.06260948097715,1.36894002319616
"Spred1",2.56252319446324,1.0219398812363
"Spryd7",2.78198086695817,1.39916020952939
"Spsb1",1.35208068068429,1.03777280151279
"Sptlc2",1.47028522219101,0.638191461876005
"Sqstm1",2.38476236186329,1.31943060739152
"Src",2.83724227087806,1.10272411638742
"Srgn",1.6895977565736,1.20462206617039
"Srpr",0.623351664194483,0.548622979250368
"Srsf3",0.887523479214842,0.623078527563278
"Srsf6",0.352756745256711,0.400369584917626
"Srsf7",1.09826809773273,0.812932309498397
"St3gal1",2.42791357050673,0.788343184383134
"St3gal3",1.7970891532122,1.0753377729287
"Stard3",1.707065776708,0.768392350045913
"Stat1",3.92596110709715,2.63207240047263
"Stat2",3.75202046602574,2.80180467955068
"Stat3",1.71839688015286,0.896002167365187
"Stat5a",2.38388819020239,1.45817975841784
"Stau1",1.77992248424726,0.515120417170772
"Stip1",1.23413666761907,0.425875784790958
"Stk39",2.22874840769285,1.52207712278406
"Stx3",1.31812444007199,0.876626467378649
"Stxbp1",2.24710760622985,1.39915675192752
"Stxbp3",2.24244006929626,0.825598461419255
"Sumo1",1.18449019905545,0.645579448306323
"Surf4",1.22714087258927,0.627086150009522
"Svbp",1.23624044712919,1.08691177876662
"Syvn1",1.05847629150747,0.529705816420218
"Szrd1",0.363908211926944,0.484486951780147
"Tagap",3.23054103190105,1.34299793942097
"Tagln2",0.871873490832659,1.03952352504142
"Tank",2.24508852964266,0.972836903463851
"Tap1",3.8773837784791,1.88284870472693
"Tap2",2.26539505565561,1.1238544885885
"Tapbp",1.66237471572494,1.89523878092306
"Tapbpl",2.61020116597507,1.15791559859193
"Tasor2",1.53879335328808,1.52627754305031
"Tbc1d1",1.23616139171781,1.07761539587894
"Tbk1",1.41650351985016,1.02737239941062
"Tbrg1",1.33388404745812,1.03642427708569
"Tcf4",1.50103043155938,1.23134853600197
"Tcof1",1.61378917904475,1.19869558029642
"Tdrd7",1.95902838174823,2.62151095083822
"Tent4a",3.0452340056384,2.26667998227288
"Tent5a",2.13637087666105,1.71402167443625
"Tfg",1.51937851211823,0.696277715711576
"Tgif1",1.04203628309727,1.30674341073412
"Tgm2",2.91613895670958,1.75225129585536
"Themis2",2.82270576924982,1.0816732842141
"Timm17a",1.06792706471837,0.591501061367714
"Timp3",1.79675042876607,3.3724278666629
"Tjp1",2.02192878266383,1.86470715516176
"Tlk2",2.34522913168255,0.929485691222242
"Tlr2",4.07035846072646,0.718645765377639
"Tlr3",2.47473404211504,3.96065023114314
"Tlr6",1.9301198743344,0.968519395354741
"Tm9sf4",0.497716888541345,0.441066109891697
"Tmbim4",1.31447888671971,0.434508462088525
"Tmbim6",1.03660897224216,0.918038577457188
"Tmcc3",2.02645492649797,1.1900911748349
"Tmed5",0.766643377910575,0.901977453125893
"Tmem106a",0.632608630564626,1.20254472188922
"Tmem128",1.02192359826281,0.503176814202089
"Tmem140",1.22449009339413,1.64861742145632
"Tmem171",2.73008675875539,3.82181247515227
"Tmem178",3.40325054690127,3.92507445047874
"Tmem184b",1.33530016017599,2.12352134969869
"Tmem243",1.99026847697091,0.924874277164338
"Tmem67",2.58124712657987,1.74575188325354
"Tnf",6.50031449953087,6.25745691005361
"Tnfaip2",2.77914773114163,1.66274981316369
"Tnfaip3",3.93582055734073,2.72105135641343
"Tnfrsf1b",2.57014861435387,1.76591669708765
"Tnfrsf8",2.83320759318561,2.78702655757385
"Tnfsf10",5.84551938695097,3.21268073727881
"Tnfsf15",6.67458862779885,7.910738390896
"Tnfsf8",4.23438715589831,1.77031523492447
"Tnfsf9",4.02843498343797,2.31708170392029
"Tnip1",2.632898490396,1.00098484788289
"Top1",1.51199436083605,0.479257561665414
"Tor1aip1",2.59419897745601,1.95549332085596
"Tor1aip2",2.95489311554349,2.19445396661669
"Tor3a",3.111242379747,3.56783469046751
"Tpr",1.00686275202417,0.355355596297878
"Tpst1",3.38423258531621,2.96524559207896
"Tra2a",2.33097280512846,0.973751535427449
"Traf2",1.85468623324187,0.607739736141642
"Trafd1",1.80033844080388,2.86043922006372
"Trim12a",1.88472790948538,1.41663355632025
"Trim12c",1.71943798143186,1.8300576017206
"Trim21",3.93596451404731,2.37929853171458
"Trim25",0.801089402184216,1.44516172011376
"Trim26",1.95010640368369,1.27363571777032
"Trim30a",3.98361810130391,3.3328855560475
"Trim30b",4.03368643641902,2.29319062548615
"Trim30c",5.44620741083975,4.43357692233268
"Trim30d",4.45536566269098,2.48229925816156
"Trim34a",2.24491460918388,1.0653624236974
"Trim36",1.40892272139588,1.7678565282633
"Triobp",1.85070125685245,0.747655224825081
"Trip10",1.27964090923038,0.557075459150771
"Trmt1l",0.795825302238692,0.471881335048692
"Trp53i11",4.11209361644359,0.950609351549342
"Tspo",1.4406309524778,1.22971091185644
"Ttc39b",1.41625248793873,1.09897995303914
"Ttc39c",2.33860637497683,1.87711695374057
"Txn1",1.33661878124001,0.660233746245408
"Txnrd1",2.02480817636212,0.795228025117733
"U2surp",0.817102653151403,0.386480307260786
"Uba7",3.30745529926318,1.77650314908756
"Ubc",1.16358247479008,0.661266701814805
"Ube2a",0.579263513831778,0.402154410351346
"Ubr4",1.20578821628991,1.11129975924874
"Ubxn2a",1.72362232458049,0.585982551334421
"Usb1",2.82872944902679,1.42016008527344
"Usp18",6.00900710306821,4.42961925510152
"Usp25",2.50962558931682,2.2305951970328
"Utp23",0.66043959939537,0.751568531691926
"Vcam1",4.07765538294533,2.29394583379925
"Vcp",0.419822147830049,0.459992441439104
"Vnn3",5.21161498157234,2.37480914593384
"Vps37c",1.19003750729902,0.731012907943483
"Vps54",2.15762261744536,1.26982646669699
"Vta1",1.0667463767589,0.501853611915339
"Vwa5a",0.885177798332986,0.769925127448828
"Wars1",2.00524841643402,1.08978604176801
"Washc4",0.753416580420663,0.74354220299872
"Wdr43",1.75541546975156,1.45873150171617
"Wdr74",0.641085554564624,0.756093899661246
"Whamm",2.7523853777018,0.796063543318896
"Xaf1",4.53324292288044,3.31817839680567
"Xpo6",0.997291278226634,0.593244154562654
"Xrn1",1.69868138228822,0.762950986171129
"Xrn2",1.09631023232952,0.890621999353785
"Yrdc",1.05393405678688,0.900837420534464
"Ythdf1",1.42952473850008,0.901148474595023
"Zbp1",4.72262518072116,4.06222462768876
"Zbtb21",0.829450709746202,1.0788122383693
"Zbtb5",1.70367592731844,0.797942726004082
"Zc3h12a",3.64509629841938,2.20316719002865
"Zc3h12c",3.88301562653828,1.89972782488537
"Zc3h7a",1.41758476218882,0.589178960963042
"Zc3hav1",1.65390729491631,1.38505496303147
"Zcchc2",2.09113559945047,2.37030827447547
"Zfas1",1.53760963789048,0.598548824790545
"Zfp131",1.4662448697546,0.683865514782454
"Zfp36",1.85216576348406,0.679653262028538
"Zfp513",1.3592869134227,0.956428780451486
"Zhx2",0.845383605865817,1.01911053677606
"Znfx1",3.38839900119935,2.90951156581698
"Znrf1",1.61568560511187,0.538677538698129
"Zup1",2.68374038971589,2.44634044685921
