"","baseMean","lgFC_MoDC_Treatment_6H_vs_MoDC_Control","lfcSE","stat","pvalue","padj"
"Tma16",62.2640468426077,3.2698864362927,0.477551695398939,6.84718841498633,7.53154963003738e-12,1.53704405230045e-10
"Pgap2",294.009111195402,1.23665397906632,0.180667781975273,6.84490596799145,7.65261210767657e-12,1.55477846884090e-10
"Tlr1",118.06238696691,2.3601666158302,0.34614097361952,6.81851267462057,9.19878619414984e-12,1.85511119510676e-10
"Palld",124.039368364219,2.23691732217315,0.328253789021196,6.81459711049583,9.45283030528848e-12,1.90353233271539e-10
"Notch2",64.9423722998224,2.90958113086096,0.427552988650434,6.80519422877857,1.00912996137457e-11,2.02612520038926e-10
"Ndel1",276.663175693442,0.940726037331674,0.13892674193622,6.77138198320056,1.2755799139943e-11,2.54240767383419e-10
"Vcan",57.7976081028502,5.30337545598416,0.783732889447077,6.76681497917702,1.31648252554756e-11,2.62010727715755e-10
"Zdhhc5",159.368384953992,1.23935984105887,0.183173002845549,6.76606171109119,1.32335117636221e-11,2.62612116437112e-10
"Ctsc",535.981398719474,2.1142616696231,0.314391567985396,6.72493121609836,1.75675409853381e-11,3.4560466437006e-10
"Plekha4",15.4214385212718,5.56795617574842,0.828408517423035,6.72126862368448,1.80149125134324e-11,3.53895828123586e-10
"Mvp",726.476354388136,1.11291594189147,0.165720673238866,6.71561320709419,1.87276963430558e-11,3.66316960131434e-10
"Abhd17c",163.855334050487,2.19261775073161,0.330421811075998,6.63581421453835,3.22716111560045e-11,6.16229800157943e-10
"Metap1",156.784469726728,1.41871518686321,0.215499558036846,6.58337863793037,4.59875991763835e-11,8.62456993894457e-10
"4930453N24Rik",124.229402818138,1.73942192990181,0.265393823941134,6.55411608330278,5.59724151777756e-11,1.03971616928186e-09
"H3f3b",1345.54947044864,1.42003119428133,0.217008109016012,6.54367802530621,6.00239544301077e-11,1.10744195923549e-09
"Psma5",245.385756948944,1.73111695687843,0.264677462705927,6.54047737642783,6.13227736603023e-11,1.12807765374477e-09
"Ptpn12",221.743586917144,1.42824098924862,0.219894211181294,6.49512773244902,8.29629904420383e-11,1.49235007708188e-09
"Rtcb",242.148034408651,0.899481392644826,0.138792886189881,6.48074564437154,9.12704257289182e-11,1.63532168304058e-09
"Prkcd",1488.31797681649,0.955488908155252,0.147769520640863,6.46607571041296,1.0058069895487e-10,1.78805765993599e-09
"Mcl1",1178.34292381845,1.03564598937358,0.161358425304722,6.41829509316157,1.37808933578619e-10,2.42774886470824e-09
"Setd1b",242.102214574035,1.06468569296475,0.166234216927849,6.40473250718808,1.50633238915829e-10,2.6434390885833e-09
"Kmt5a",500.511378517307,1.09108283260284,0.170374577865207,6.4040236887105,1.51334615798995e-10,2.65233826637186e-09
"Snw1",332.382076427212,1.07331053792978,0.167738733057382,6.39870421319213,1.56701063138284e-10,2.74287130131665e-09
"Arid4a",181.381975156683,1.34837448644805,0.210784787587587,6.39692504321621,1.58537102429719e-10,2.77145590201403e-09
"Hnrnpm",627.023167860859,0.962121247411845,0.150737966399605,6.38273999837087,1.73947104751059e-10,3.03695629305141e-09
"Myo1g",1137.96616451411,0.988928132852359,0.15635498389202,6.32489037596218,2.53412422404131e-10,4.3795440545362e-09
"Gspt1",173.429633330259,1.34970792311267,0.213722931348836,6.31522277274819,2.69772580642702e-10,4.64464696534024e-09
"Bcl10",384.242901084069,1.21404790322077,0.192510827528725,6.30638763962315,2.85623155380284e-10,4.88673300802885e-09
"Mon1b",55.9221365192989,1.67697785481916,0.265938502752488,6.30588590016972,2.86550082903722e-10,4.89645592225848e-09
"Kif5b",429.246284219748,0.889005817882349,0.141166061798572,6.29758885780108,3.02311068729247e-10,5.1528751827221e-09
"Abcc1",466.710713273957,1.84526570108527,0.293206926236984,6.29339055788143,3.10605523470582e-10,5.28587041736633e-09
"Rab1a",514.183766188308,0.889946467120483,0.141660943700842,6.28222884777518,3.3375305785892e-10,5.66053478130166e-09
"Txndc9",190.590284398214,1.06207045675554,0.169911603410686,6.25072352585865,4.08555549313457e-10,6.83579523869684e-09
"Arrdc4",167.074306284372,1.50753199537425,0.241484715515168,6.24276361407875,4.29906369650903e-10,7.15063177345652e-09
"Irak2",203.242685343352,1.56607285578993,0.251939530891101,6.21606641185202,5.09772351051604e-10,8.37535729110415e-09
"Txnl1",327.525390992875,1.48197308990422,0.239338161655463,6.19196320241473,5.94194259198373e-10,9.68082842581789e-09
"Ggct",53.2871642506757,2.31154767244259,0.373350706080465,6.19135744166613,5.96482712346683e-10,9.70652976361056e-09
"Syne2",21.8111208247132,3.36191567536193,0.544870825370026,6.1701150416318,6.82403239106949e-10,1.1052018295999e-08
"Mtf2",72.331007659843,1.52942374420865,0.248646574010519,6.15099464086704,7.69985212655558e-10,1.24115798209992e-08
"Ppip5k2",41.0871178996557,2.06000367413332,0.335871095398122,6.13331632986017,8.60657719380314e-10,1.37917369045768e-08
"Sass6",23.4015730755296,2.76997488050008,0.451675240536846,6.1326692984273,8.64166660408709e-10,1.38317320217586e-08
"Hnrnph3",136.834182542185,1.57330958310667,0.257025996852119,6.1212079804203,9.28685911015782e-10,1.48470125797406e-08
"Tent2",44.7304623509569,1.84716447604368,0.303336659964149,6.08948643484763,1.13273461867995e-09,1.79619346676392e-08
"Sltm",307.297076498779,1.04537083973076,0.171702673266659,6.08826187643145,1.14143061562994e-09,1.80788308528951e-08
"Ugcg",101.844043050637,2.25989248394788,0.372670941108518,6.06404265711133,1.32741924062112e-09,2.09034081801617e-08
"Tyk2",259.106682147276,1.33490081478583,0.220536775589105,6.05296241962365,1.42206052005455e-09,2.22909211025313e-08
"Rbbp8",71.3081105387305,1.8079924506421,0.299518158018882,6.03633670359351,1.57652130377573e-09,2.46554929672967e-08
"Mfsd14b",196.761403373283,1.20437648378529,0.199668843076265,6.03186989632261,1.62073243086741e-09,2.52889827184375e-08
"Polr2c",209.110527839152,1.1452112992923,0.190137831680602,6.02305858423828,1.7115145690201e-09,2.6553759557763e-08
"Ttc9c",40.4000880858105,2.1806736085764,0.362462123011907,6.01627996452684,1.78470804991595e-09,2.7657910335417e-08
"Tshz1",87.1450319503795,1.46224278038478,0.243067641476017,6.01578544764486,1.79016546960443e-09,2.77110307896931e-08
"Clec5a",223.237666583699,1.7416397808535,0.289965801030834,6.00636273195645,1.8973146351783e-09,2.92700979820218e-08
"Ak4",32.871860601139,2.46056859039191,0.40971567495133,6.00555151004217,1.90682613281595e-09,2.93836311414629e-08
"Mob1a",773.78285258238,1.10513931246963,0.184154930658705,6.00113886995397,1.9593831881165e-09,3.0119293323462e-08
"Cxcl3",7489.86761656837,5.63303335147062,0.9387805860784,6.00037264831144,1.96865201386927e-09,3.02000066801765e-08
"Upp1",116.052046368114,5.82777116207994,0.973099998006223,5.98887182614368,2.11301598015961e-09,3.22695829721691e-08
"Rnf214",56.2237750386715,1.50992535800543,0.252250319793447,5.98582138267188,2.15300541521158e-09,3.28107666335961e-08
"Hnrnpd",306.265060719141,1.20523843306458,0.20144437736782,5.98298373383696,2.1908665458523e-09,3.33466008367017e-08
"Lrrc75a",29.6711396824051,2.25196761707986,0.376832431776768,5.97604512557959,2.28619697029659e-09,3.47201860238702e-08
"Eva1b",119.461582090966,1.76998643954023,0.296629352120087,5.96699695053669,2.41659923825449e-09,3.65785248335794e-08
"Map4",404.031211522118,1.07081208521291,0.179835909448817,5.95438412992636,2.61053001976919e-09,3.92528263875648e-08
"Saa3",8710.35094396697,4.66422118859718,0.783452802220335,5.95341694532025,2.62601149442013e-09,3.94421726439142e-08
"Dr1",147.333416879788,1.6205607166802,0.272362053154123,5.95002386680926,2.68103391372255e-09,4.02243472791802e-08
"Klrk1",22.4355413076599,3.93585486624519,0.6621234388687,5.94429170634703,2.77654775495426e-09,4.16116426985625e-08
"Cldnd1",208.254323486205,1.50218102170244,0.253032151191414,5.93671995684876,2.90780718889737e-09,4.33409296397552e-08
"Hvcn1",3167.26548585015,0.991990923451096,0.167310193047644,5.92905253040149,3.04687611615101e-09,4.5216303928054e-08
"Lpar1",12.7718882774974,3.36262525983185,0.568258892760932,5.91741775213453,3.27035304779709e-09,4.83750055921708e-08
"Kdm5c",166.689126330027,1.31609486767992,0.2238799535724,5.87857397091299,4.13815880915842e-09,6.04259702903101e-08
"Riok3",758.206336232575,0.95842608152949,0.163382729312164,5.86614072102009,4.46055270515403e-09,6.46496030610064e-08
"Zfp800",53.9633898050593,2.10350116456169,0.358828948182762,5.86212783337179,4.56972994006048e-09,6.61617421756583e-08
"Lztfl1",22.5417048905931,3.06826052399893,0.52507976340116,5.84341796782365,5.11404874826686e-09,7.3265590304394e-08
"Gcnt2",47.2944548220534,2.10382101121227,0.360248764159916,5.83991180682684,5.22284629973692e-09,7.46675607647206e-08
"Slc28a2",65.0726195525072,3.53782752897604,0.606872704783457,5.82960396981176,5.55590722937496e-09,7.92631153632772e-08
"Tmem219",226.925813112852,0.879948856631687,0.151629225629351,5.80329321725003,6.50249323027317e-09,9.21895535544336e-08
"Psmd12",262.671337224156,0.806248154945041,0.139105896918936,5.79593081819444,6.79432696887452e-09,9.62271225166429e-08
"Arcn1",319.79073165164,0.925488180792473,0.160026507226996,5.78334300254194,7.3230531776188e-09,1.03146036720084e-07
"Tmed1",58.9291501758368,1.41474055460891,0.244894010136853,5.77695041956441,7.6066688560043e-09,1.06735714173717e-07
"Parp4",98.6291949350048,1.39633646417871,0.242090141932854,5.76783694300945,8.02954366837771e-09,1.12323114451189e-07
"Lrp11",21.780148183185,2.26243660622898,0.392476921085761,5.76450864924772,8.18960783888869e-09,1.14444949666681e-07
"Rragc",841.355415076842,0.96121832451311,0.166825416155431,5.76182182945999,8.32108138289763e-09,1.16044662023188e-07
"Ptpre",627.208333436999,0.830819280687403,0.144553266502675,5.74749572104637,9.05748910455798e-09,1.25376140925391e-07
"Bltp1",66.0993512048608,1.87510360501048,0.326850449957234,5.73688549382697,9.64334059935906e-09,1.32856235320938e-07
"Dnaja1",254.635262530161,1.03896985147158,0.181896198906467,5.71188324834553,1.11732735687581e-08,1.52548704034255e-07
"Fas",67.3519571433945,2.82646259865316,0.495363492730448,5.70583549278869,1.15773775370475e-08,1.57750434644022e-07
"Rcl1",72.7705247592028,2.52078126296553,0.442238515362962,5.70004912597139,1.19772907563198e-08,1.62389226113242e-07
"Khdc4",102.031625913951,1.04103207939783,0.184041278894679,5.65651404755548,1.54478340703621e-08,2.07383754732206e-07
"Lrch3",153.938517420814,1.46248717494829,0.259130380224634,5.64382753454264,1.66310677023095e-08,2.22393699647044e-07
"Pphln1",47.3352029742208,1.91357290602557,0.339264209275227,5.6403618587223,1.69693163562496e-08,2.26694790813969e-07
"Tpx2",42.2789001305334,2.10668049882493,0.374596049115275,5.62387271248725,1.8672325903051e-08,2.47508024810054e-07
"D630033A02Rik",22.8076547288149,2.86802609848764,0.510700980106059,5.61586174730276,1.9558500214708e-08,2.59003107110968e-07
"Pcsk7",128.057437374336,1.2524545897474,0.22317787646492,5.61191194031394,2.0010326728565e-08,2.64729642272382e-07
"Elavl1",212.441315708083,1.00317313817539,0.179264618915887,5.59604647164696,2.19294943481411e-08,2.89245061283668e-07
"Tifa",121.130560887046,1.35821451366762,0.242910364475121,5.59142264926588,2.25216621352074e-08,2.9566178185768e-07
"Fbrs",280.077209107036,1.15721120618487,0.20705940897092,5.58878831894757,2.28659480880408e-08,2.99893169304535e-07
"Gm16685",21.4432222809745,5.26192567279809,0.941821428822242,5.58696745664217,2.31069004385779e-08,3.0247220679569e-07
"Dnajc1",154.564422560168,1.64174792581176,0.29449859518119,5.57472243560847,2.47924839228632e-08,3.22988342556156e-07
"Sfpq",307.126163843391,1.08077871284054,0.193886166927896,5.57429511328917,2.48534113825196e-08,3.23473427650658e-07
"Psma3",305.916440087026,1.4569237661071,0.262342823422961,5.55351103985862,2.79987973413687e-08,3.63027141597063e-07
"Arglu1",159.281922477684,1.14480582148551,0.206461084895395,5.54489879807388,2.94124237407393e-08,3.80633006002192e-07
"Zmynd15",45.353145956195,2.21025598704766,0.398822587146943,5.54195288401084,2.99116799222531e-08,3.86727429903903e-07
"Tmco3",139.481573749512,1.36214784122612,0.246131233990451,5.53423399030683,3.12591441205073e-08,4.02623674223854e-07
"Diaph2",141.092248120851,1.53165816487814,0.277012610965449,5.52920013114196,3.21694182868959e-08,4.13567860518823e-07
"Rrbp1",471.635671907471,0.988133816987244,0.179123177486124,5.51650451301194,3.45808613342909e-08,4.43733552440858e-07
"Utp11",171.220874943912,0.918259792132426,0.16682063049794,5.50447381352969,3.70272491048012e-08,4.72017247736004e-07
"Smg8",69.4145598080574,1.33780471899187,0.243437464156832,5.49547590641186,3.89658143837689e-08,4.93964961728502e-07
"A630001G21Rik",142.538308698905,1.21495223148224,0.221681587575405,5.48061859701803,4.23841290676653e-08,5.33336879410907e-07
"Timeless",30.4928648785019,2.22239119984945,0.406142358822843,5.47195127908057,4.45107216576442e-08,5.59066129523289e-07
"Trip13",17.5282210747543,2.7247917867365,0.498392637952893,5.46715898117669,4.57305867109139e-08,5.71234858521599e-07
"Endod1",43.9364798385723,1.76107108634203,0.322266555920767,5.46464116113559,4.63844143590947e-08,5.78872403331554e-07
"Ptpn6",642.007018826629,1.07838063114231,0.198492812333551,5.43284473863051,5.54626630495707e-08,6.87143138489826e-07
"Slc16a10",208.322275934821,1.69070387805684,0.311260390359842,5.43179900308629,5.57887407953602e-08,6.90556371785179e-07
"Sat1",266.194608065935,1.10628806119317,0.204786153910557,5.40216240242665,6.58422965351732e-08,8.08403664203884e-07
"Hbegf",38.9413451654594,4.11787555360717,0.762672687424716,5.3992697280295,6.69127083932197e-08,8.20807913470466e-07
"Jag1",54.9739576230091,2.41713783106857,0.448733417734688,5.38657861335769,7.18115277447639e-08,8.7539534669577e-07
"Unc50",353.871705545798,1.1342824517945,0.210994129455517,5.37589578781922,7.62028597570867e-08,9.27270627685834e-07
"Alpk2",17.321245601475,4.85198314856696,0.904171385454652,5.36622063761418,8.04035775856555e-08,9.76645947310458e-07
"Pcbp1",1470.91460420417,0.747301506221391,0.139488051301873,5.35745893104577,8.44005441998289e-08,1.02337533744251e-06
"Pilrb1",69.1614278618506,2.33854274452563,0.437294547010525,5.34775189974949,8.90534219213706e-08,1.07692326792956e-06
"Clcn6",49.8450945356521,1.48602401475511,0.278140551173802,5.34270895949485,9.15677196811312e-08,1.10439406078311e-06
"Jak1",795.793691342025,0.932950117304131,0.174691931503157,5.34054497695718,9.26675825805248e-08,1.11667299644475e-06
"Cmtm6",664.38826441379,1.58353127696685,0.296661115939974,5.3378457501901,9.40574235636927e-08,1.13133932444842e-06
"Mdfic",152.363665355408,1.33662842387425,0.250428602089761,5.33736327528261,9.43079682815507e-08,1.1324421204468e-06
"Mad2l1",35.4062952960889,1.7029967078906,0.320019226023401,5.32154498669424,1.02889659385158e-07,1.23115908815561e-06
"Usp42",43.1944677684648,1.82303382192508,0.342877386447512,5.31686805249303,1.05568563750473e-07,1.26210823194852e-06
"Prdm1",46.1323384740015,1.93014490941527,0.363272195794484,5.31321948599454,1.07705180320074e-07,1.28427845144976e-06
"Acpp",249.322797118949,2.19068263103841,0.412329730864836,5.31293881341903,1.07871265875119e-07,1.28513646858028e-06
"Zfand3",355.441484722689,0.959573083290969,0.181343704427315,5.29146068964074,1.21343274616777e-07,1.4381074030754e-06
"Bloc1s4",136.168453175303,1.24398432503068,0.235283948404261,5.28716188872046,1.2422869080282e-07,1.46975243980148e-06
"Cndp2",574.706760909609,0.795162562408741,0.150403513533231,5.28686161465937,1.24432700651374e-07,1.47089148224521e-06
"Arf6",427.780991380845,0.953270208239655,0.180510067302841,5.28098084767957,1.28494123629008e-07,1.51396677467168e-06
"Ak6",83.2098085593006,1.1789025485868,0.223522001770972,5.27421255736042,1.3332730780494e-07,1.56923942539728e-06
"Tmem11",131.566882304922,0.963059667684117,0.182925512937681,5.26476406826975,1.403695039641e-07,1.6478631449887e-06
"E2f5",44.1839103755878,1.73007667448024,0.328645704256481,5.26426072841669,1.40754579566671e-07,1.64958789240216e-06
"Ube2e1",310.444965672624,1.35250958827078,0.25731987755088,5.25614111565611,1.471094280306e-07,1.71812234465507e-06
"Chtop",243.886364806321,0.769501327285057,0.146423586262642,5.25530993281911,1.47775397860943e-07,1.72442521965424e-06
"Srgap2",82.7725074599919,1.54939970655124,0.295468760803276,5.24386978284595,1.57243195187162e-07,1.83021427441631e-06
"Reps1",73.9799817502602,1.41368739211632,0.26987268616915,5.23834928307734,1.62019210786092e-07,1.87939531424173e-06
"Acvr1b",107.006616110461,1.53660022922677,0.293631817831309,5.23308489037637,1.66704130559361e-07,1.92882330044657e-06
"Itpripl2",177.823598263691,1.1966434930636,0.228720996586404,5.23189174113076,1.677840106623e-07,1.9380330774724e-06
"Arid1a",232.778233998597,0.892881792869489,0.17091553679668,5.2241113336095,1.7499347245377e-07,2.01619061553698e-06
"Ccdc50",227.171839866885,0.898701577704138,0.172325908439479,5.21512746308696,1.83690879448574e-07,2.11461347142613e-06
"Dok7",146.957207198265,1.64647574194124,0.315731176382576,5.21480254438409,1.84013141272033e-07,2.11653868389812e-06
"Usp40",42.9203412571643,1.34549857937734,0.258383080152558,5.20737882133345,1.91526832875838e-07,2.19740827668388e-06
"Icosl",56.8276394561973,2.70251060776275,0.521400332742942,5.18317775814524,2.18136955549516e-07,2.49223753482639e-06
"Tnfsf4",26.465319263135,3.20952760983534,0.620350163047663,5.17373541753827,2.29459690960265e-07,2.61503602727922e-06
"Itgb1",738.585009267074,0.873588741356122,0.169433150984091,5.15594933035358,2.52349133205955e-07,2.86632505462637e-06
"Dpys",16.0034485021936,2.56003941901418,0.496555944839997,5.15559111841687,2.52832057959611e-07,2.86942318148177e-06
"Slc25a37",187.365836803634,3.0876868705177,0.599881122905488,5.1471645841474,2.64453286152564e-07,2.99136761875804e-06
"Psmd11",170.516310348566,1.11964768890041,0.217814479334006,5.14037309330339,2.74193466959473e-07,3.08112214353719e-06
"Camk2d",119.041254620238,1.41375924947449,0.275701816126545,5.12785613579557,2.93060245631511e-07,3.27963240459592e-06
"Scimp",23.9836947233525,4.07143821957808,0.79510140473948,5.12065278127903,3.04479817996169e-07,3.40463796486625e-06
"Rbpms",246.479615232978,1.51204543869353,0.295982250629059,5.10856794784127,3.24609671008085e-07,3.61787415369256e-06
"Phlpp1",210.485003208568,1.94498878912021,0.38095230648093,5.10559656952115,3.29752533143019e-07,3.66848956494306e-06
"Slc25a12",155.301001401281,1.45157880913031,0.284321738236955,5.10540916825909,3.30079510712676e-07,3.66848956494306e-06
"Ndufb1",349.816394173585,1.11197106663647,0.218189690510863,5.09635017141706,3.46264373995602e-07,3.83418288577612e-06
"Tbc1d13",282.50568081968,1.41022521382166,0.276726072939041,5.09610532482175,3.46712279601979e-07,3.83603140470488e-06
"Plekho2",741.152829990652,1.0645227607691,0.209145817937073,5.08985917705221,3.58329523735594e-07,3.96135464579924e-06
"Nfxl1",36.0963575663799,1.65185126948532,0.32533077398273,5.07745163257446,3.82530842664271e-07,4.20845575736929e-06
"Cwc15",585.298311780057,0.852353549856014,0.167971172589925,5.07440376056014,3.88712902034829e-07,4.26958749113558e-06
"Ctu1",29.8910695593185,1.82412971469091,0.360506439859481,5.05990881994208,4.19457012497964e-07,4.58881938432267e-06
"Tsc22d1",199.86365748929,1.68232750047062,0.332808853475477,5.05493613797323,4.30534808985125e-07,4.70247339765913e-06
"Lancl2",54.2282711321126,1.55308158526254,0.307287038039163,5.0541721355152,4.3226162070066e-07,4.71756027771871e-06
"Naip2",154.781097975936,1.22860231964869,0.243178302150086,5.05226950260726,4.36591073894542e-07,4.76100473792506e-06
"Rdh11",89.4037568257013,1.28543657092853,0.254957470343117,5.04176861026514,4.61248822641058e-07,5.01787264981543e-06
"Usp47",163.851834249324,1.28863286831834,0.255851321351063,5.03664730560509,4.73756550279967e-07,5.14165197215611e-06
"Ptpn11",136.274845374634,0.874018282841919,0.173687345844602,5.03213563769869,4.85045880115839e-07,5.25165059573477e-06
"Adora2b",80.2018135296888,3.34258077613613,0.664459829217852,5.03052348562704,4.89142463216814e-07,5.29180828074419e-06
"Atxn7l1",143.088611807694,1.51966701792197,0.302523661201567,5.02329970451283,5.07911910397294e-07,5.47318177794337e-06
"Fam174a",369.084175975923,0.835101503272722,0.16654699064398,5.01420950353815,5.32519394092394e-07,5.72028897525055e-06
"Hsd17b12",226.087197099777,0.827148042071077,0.165377886792879,5.00156374054415,5.6867158845544e-07,6.0846968629954e-06
"Usp7",235.18714946697,0.724933698246707,0.144964119541436,5.00078019678169,5.70987795436633e-07,6.10469567039651e-06
"Ccl9",174.783595674792,1.50520361282408,0.301485973808777,4.99261572207928,5.95670009635886e-07,6.35365831371778e-06
"Apbb1ip",809.163347582872,0.960579613947925,0.192433599556895,4.99174580821538,5.9835969570645e-07,6.37736528140528e-06
"Cdk7",175.75017211597,0.947381712124911,0.189829548637967,4.99069675360029,6.01618840267411e-07,6.40709986440793e-06
"Pdpn",165.65479008908,1.71717741950875,0.344119784091033,4.99005723848324,6.03614038304192e-07,6.42333785266339e-06
"Cdyl2",39.2478464726036,1.46742288584694,0.294329838920414,4.98564090963174,6.17567507875843e-07,6.56159469652053e-06
"Ldlr",323.020694250177,0.818755475870714,0.164600829921265,4.97418801753525,6.55216926965763e-07,6.9346331037702e-06
"Ccdc25",29.3162143781745,2.04039549349182,0.411276221493913,4.96113168439528,7.00836574608644e-07,7.366067554374e-06
"Vamp8",782.870836420937,0.803599637408997,0.162063622518148,4.9585442119746,7.10233767841762e-07,7.45909356334121e-06
"Adgrg6",43.0979227937402,1.97929702645834,0.399594852445982,4.95325956864247,7.29805180794569e-07,7.6411274029051e-06
"Rexo4",115.622318214893,0.842887341177894,0.170219876384608,4.95175627594401,7.35466811125934e-07,7.6904887850065e-06
"Thbs4",7.43158047652067,6.49827628184398,1.31291525986781,4.949501678043,7.44037363570959e-07,7.77225870301018e-06
"Camsap1",37.0594495018459,1.54124589954828,0.311580477838619,4.94654193433313,7.55434596033399e-07,7.86723763512127e-06
"Ccnl2",483.469016082739,0.715863965929506,0.144745537303885,4.94567210335879,7.58815950150085e-07,7.89338346487817e-06
"Bnip2",316.816869127328,0.655641574662784,0.132629566292636,4.94340434783725,7.67700250229432e-07,7.97065514553797e-06
"Psme4",83.7223086363453,1.08975440197462,0.220765374097194,4.936255997713,7.96365613536475e-07,8.24945350653527e-06
"Wdr37",99.969746707838,1.37666765081995,0.278995984541338,4.93436367223402,8.04124878368869e-07,8.31720982149255e-06
"Phlpp2",22.3177239039924,2.63668678880928,0.535739259042069,4.92158591013812,8.58457029745153e-07,8.84567081291364e-06
"Fcgr1",46.6207293669618,2.82295189563744,0.574921527780548,4.9101516628457,9.10059804025324e-07,9.33512134061438e-06
"Pdcl3",304.603264890038,0.560463640844287,0.114283314484068,4.90415983623243,9.38280659637944e-07,9.61016192500889e-06
"Cyld",108.098067043744,1.23648540582159,0.252274940076866,4.90134059865338,9.51848651422035e-07,9.71269778614726e-06
"Dnmt3l",32.8981888432165,3.40337183024934,0.694910016430079,4.89757198742548,9.7028092992271e-07,9.87863201807216e-06
"Socs1",39.5475114227254,4.77460547960326,0.977466152731273,4.8846760230642,1.03599055711527e-06,1.05006526178877e-05
"Slc31a1",68.6003290963536,1.15883238752745,0.237670142182504,4.87580129706656,1.08367650940713e-06,1.09272048618431e-05
"Ccar1",220.852079582961,0.910134611013322,0.186910272063266,4.86936646641474,1.11956609373843e-06,1.12807644854692e-05
"Plod3",452.41259553352,0.859528800122579,0.176845311061382,4.86034260656333,1.17182777568831e-06,1.17726008988024e-05
"Jpt2",47.6871958165165,1.28081250929647,0.264140122996991,4.84898884260406,1.24092399966073e-06,1.23878605475762e-05
"Rhog",719.118680504566,0.749716283716261,0.154614501286208,4.84893899006574,1.24123586238074e-06,1.23878605475762e-05
"Pomp",840.844706610213,0.840251483449247,0.173682945508388,4.83784680752473,1.31253238351314e-06,1.30327306415309e-05
"Zeb1",40.3345381863736,2.55803510514646,0.528784128044565,4.83757921139962,1.31430013653372e-06,1.30407992471619e-05
"Ciao2b",260.774207947508,1.11276090809055,0.231874588672197,4.7989773888663,1.59477795603997e-06,1.55192469236021e-05
"Psmd7",416.03797354764,0.988275985329568,0.207197858313826,4.76972104524702,1.84481208957534e-06,1.78127436060624e-05
"Shisa3",6.49092326641057,4.90806562534004,1.02898782773995,4.76979949910584,1.84409376368662e-06,1.78127436060624e-05
"Gna13",540.469916170935,1.1346045188359,0.238140440892474,4.7644344429017,1.89384075598575e-06,1.8260316272227e-05
"Kmt2e",199.377367672076,0.717607894805382,0.150839244592099,4.75743495498102,1.96068403916604e-06,1.88651076593325e-05
"Dda1",286.636645517087,0.654436991095255,0.137615441394421,4.75554911908153,1.97907731825689e-06,1.90042370485955e-05
"Irf5",762.854586948446,0.997930083074427,0.210695667518912,4.73635787021985,2.17593215459589e-06,2.08039227637939e-05
"Kars",232.034198411341,1.20529949845281,0.254578241551952,4.73449534062731,2.19600815905919e-06,2.09811752243773e-05
"Mrpl32",174.505052498011,0.916337720946275,0.193891760371678,4.72602713591189,2.28955066196679e-06,2.18290748518384e-05
"Rsrc2",213.424719352654,0.780293990243046,0.165153876158715,4.72464836061839,2.30513876681741e-06,2.1962358397319e-05
"Ass1",731.774356479335,1.37684916896923,0.291672423288697,4.7205325530773,2.35227957247089e-06,2.23802599323659e-05
"Gramd1a",207.914267457015,1.23635061908334,0.262334536876101,4.71287781550191,2.44242659565024e-06,2.31733497640116e-05
"Gnl1",259.76030094709,0.815167007030223,0.173397182346562,4.70115486306449,2.58694221610313e-06,2.4391935135674e-05
"Slc30a6",54.9731717171387,1.28101774771662,0.272779170742791,4.69617142770964,2.65083093624629e-06,2.49254784935059e-05
"Lcp2",24.0525313498066,2.41777157237566,0.515491378366287,4.69022698311297,2.72902141415264e-06,2.55550955880837e-05
"Kctd10",249.494395001885,0.89521733761673,0.191029923952966,4.68626757050453,2.78232466538943e-06,2.60363801621397e-05
"Ptpn2",100.519583707695,1.19980709853686,0.25628959515096,4.68145067625608,2.8485193838174e-06,2.65829358491175e-05
"Eef1akmt4",80.6422814662414,0.971790993998036,0.208046401456516,4.67103005480799,2.9969308086191e-06,2.77969404416281e-05
"Denr",67.3633780542419,1.27274160929515,0.272933772152121,4.66318843307444,3.11347421257433e-06,2.87801377280144e-05
"Timp1",40.265858118018,2.83486659362361,0.608055777078384,4.66218182687896,3.12874571095987e-06,2.88821941796722e-05
"Asb6",135.697822390443,0.797926293113239,0.171281435389815,4.65856846246799,3.18415911642605e-06,2.93738678490303e-05
"Pcmt1",150.974847052485,0.778999829040165,0.167779176037515,4.64300664383989,3.4337530460592e-06,3.15697173992231e-05
"Atg16l1",115.908914943957,0.917381829707084,0.198196469135272,4.62864870252032,3.68059525182734e-06,3.37256154182542e-05
"Samsn1",409.24306136941,2.63483307328474,0.569272513287078,4.6284213830574,3.68463689769866e-06,3.3740005073293e-05
"Mapk1ip1l",102.237642013221,1.09957721205373,0.237976308212449,4.62053227194407,3.82756798035915e-06,3.50018657976179e-05
"Ap3b1",197.367104285585,1.00169444660566,0.216864665649874,4.61898411898456,3.85623367003312e-06,3.52404004665075e-05
"Cdkn2b",25.7166261265236,3.56730871302945,0.772338361896246,4.61884180434983,3.85887907937458e-06,3.52409873382616e-05
"Mtfr2",23.6310907009945,1.63720897637995,0.356525180143819,4.59212719763446,4.38750806469216e-06,3.96706275544649e-05
"Amn1",31.0601146108043,1.48018574245114,0.322534444857693,4.58923307587882,4.44877472707105e-06,4.01713765533737e-05
"Psen1",163.662949616643,0.685432840380908,0.149352420049063,4.58936547633938,4.44595409460033e-06,4.01713765533737e-05
