InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
72654	57405	IntAct, Biogrid	3	3	1	26496610
72654	10594	IntAct, Biogrid	3	3	1	26496610
72654	23759	IntAct, Biogrid	3	3	1	26496610
72654	5356	IntAct, Biogrid	3	3	1	26496610
72654	60625	IntAct, Biogrid	3	3	1	26496610
72654	10286	IntAct, Biogrid	3	3	1	26496610
72654	10450	IntAct, Biogrid	3	3	1	26496610
72654	51362	IntAct, Biogrid	3	3	1	26496610
72654	8896	IntAct, Biogrid	3	3	1	26496610
72654	988	IntAct, Biogrid	3	3	1	26496610
72654	9716	IntAct, Biogrid	3	3	1	26496610
72654	55100	IntAct, Biogrid	3	3	1	26496610
72654	51340	IntAct, Biogrid	3	3	1	26496610
72654	23398	IntAct, Biogrid	3	3	1	26496610
72654	1659	IntAct, Biogrid	3	3	1	26496610
72654	100534599	IntAct	3	3	1	26496610
72654	57461	IntAct, Biogrid	3	3	1	26496610
72654	23511	IntAct, Biogrid	3	3	1	26496610
72654	23020	IntAct, Biogrid	3	3	1	26496610
72654	2639	IntAct, Biogrid	3	3	1	26496610
72654	27339	IntAct, Biogrid	3	3	1	26496610
72654	1894	IntAct, Biogrid	3	3	1	26496610
72654	7372	IntAct, Biogrid	3	3	1	26496610
72654	722	IntAct, Biogrid	3	3	1	26496610
72654	56949	IntAct, Biogrid	3	3	1	26496610
72654	11222	IntAct, Biogrid	3	3	1	26496610
72654	7410	IntAct, Biogrid	3	3	1	26496610
72654	26017	IntAct, Biogrid	3	3	1	26496610
66877	80205	IntAct, Biogrid	3	3	1	26496610
66877	5520	IntAct, Biogrid	3	3	1	26496610
66877	10569	IntAct, Biogrid	3	3	1	26496610
66877	988	IntAct, Biogrid	3	3	1	26496610
66877	25949	IntAct, Biogrid	3	3	1	26496610
66877	58509	IntAct, Biogrid	3	3	1	26496610
66877	2803	IntAct, Biogrid	3	3	1	26496610
66877	339122	IntAct	3	3	1	26496610
66877	5546	IntAct, Biogrid	3	3	1	26496610
66877	23020	IntAct, Biogrid	3	3	1	26496610
66877	51503	IntAct, Biogrid	3	3	1	26496610
66877	9716	IntAct, Biogrid	3	3	1	26496610
66877	151903	IntAct, Biogrid	3	3	1	26496610
66877	100534599	IntAct	3	3	1	26496610
66877	57461	IntAct, Biogrid	3	3	1	26496610
66877	57456	IntAct, Biogrid	3	3	1	26496610
66877	1659	IntAct, Biogrid	3	3	1	26496610
66877	10450	IntAct, Biogrid	3	3	1	26496610
66877	5356	IntAct, Biogrid	3	3	1	26496610
66877	148423	IntAct, Biogrid	3	3	1	26496610
66877	91603	IntAct, Biogrid	3	3	1	26496610
66877	56949	IntAct, Biogrid	3	3	1	26496610
66877	27339	IntAct, Biogrid	3	3	1	26496610
66877	10286	IntAct, Biogrid	3	3	1	26496610
66877	51362	IntAct, Biogrid	3	3	1	26496610
13627	51699	IntAct, Biogrid	3	3	1	26496610
13627	5245	IntAct, Biogrid	3	3	1	26496610
13627	1936	IntAct, Biogrid	3	3	1	26496610
13627	9662	IntAct, Biogrid	3	3	1	26496610
13627	27241	IntAct, Biogrid	3	3	1	26496610
13627	55068	IntAct, Biogrid	3	3	1	26496610
13627	7265	IntAct, Biogrid	3	3	1	26496610
13627	7155	IntAct, Biogrid	3	3	1	26496610
13627	51162	IntAct, Biogrid	3	3	1	26496610
13627	6840	IntAct, Biogrid	3	3	1	26496610
13627	11331	IntAct, Biogrid	3	3	1	26496610
13627	7407	IntAct, Biogrid	3	3	1	26496610
13627	9255	IntAct, Biogrid	3	3	1	26496610
13627	4141	IntAct, Biogrid	3	3	1	26496610
13627	3376	IntAct, Biogrid	3	3	1	26496610
13627	5917	IntAct, Biogrid	3	3	1	26496610
13627	2058	IntAct, Biogrid	3	3	1	26496610
13627	51520	IntAct, Biogrid	3	3	1	26496610
13627	2972	IntAct, Biogrid	3	3	1	26496610
13627	2580	IntAct, Biogrid	3	3	1	26496610
13627	6646	IntAct, Biogrid	3	3	1	26496610
13627	6238	IntAct, Biogrid	3	3	1	26496610
13627	1615	IntAct, Biogrid	3	3	1	26496610
13627	6674	IntAct, Biogrid	3	3	1	26496610
13627	3895	IntAct, Biogrid	3	3	1	26496610
13627	833	IntAct, Biogrid	3	3	1	26496610
13627	1937	IntAct, Biogrid	3	3	1	26496610
13627	1933	IntAct, Biogrid	3	3	1	26496610
13627	7922	IntAct, Biogrid	3	3	1	26496610
13627	8924	IntAct, Biogrid	3	3	1	26496610
228361	283377	IntAct, Biogrid	3	3	1	26496610
228361	79016	IntAct, Biogrid	3	3	1	26496610
18521	51602	IntAct, Biogrid	3	3	1	26496610
18521	10160	IntAct, Biogrid	3	3	1	26496610
18521	50640	IntAct, Biogrid	3	3	1	26496610
18521	23503	IntAct, Biogrid	3	3	1	26496610
18521	60485	IntAct, Biogrid	3	3	1	26496610
18521	4007	IntAct, Biogrid	3	3	1	26496610
19052	9712	IntAct, Biogrid	3	3	1	26496610
19052	26127	IntAct, Biogrid	3	3	1	26496610
19052	57697	IntAct, Biogrid	3	3	1	26496610
19052	134353	IntAct, Biogrid	3	3	1	26496610
19052	5518	IntAct, Biogrid	3	3	1	26496610
19052	29888	IntAct, Biogrid	3	3	1	26496610
19052	9989	IntAct, Biogrid	3	3	1	26496610
19052	26054	IntAct, Biogrid	3	3	1	26496610
19052	29093	IntAct, Biogrid	3	3	1	26496610
19052	25843	IntAct, Biogrid	3	3	1	26496610
19052	9817	IntAct, Biogrid	3	3	1	26496610
19052	6801	IntAct, Biogrid	3	3	1	26496610
19052	55917	IntAct, Biogrid	3	3	1	26496610
19052	26512	IntAct, Biogrid	3	3	1	26496610
19052	908	IntAct, Biogrid	3	3	1	26496610
19052	128061	IntAct, Biogrid	3	3	1	26496610
19052	8500	IntAct, Biogrid	3	3	1	26496610
19052	80829	IntAct, Biogrid	3	3	1	26496610
19052	92105	IntAct, Biogrid	3	3	1	26496610
19052	7203	IntAct, Biogrid	3	3	1	26496610
19052	51081	IntAct, Biogrid	3	3	1	26496610
19052	10694	IntAct, Biogrid	3	3	1	26496610
19052	10576	IntAct, Biogrid	3	3	1	26496610
19052	90459	IntAct, Biogrid	3	3	1	26496610
19052	51188	IntAct, Biogrid	3	3	1	26496610
19052	10775	IntAct, Biogrid	3	3	1	26496610
19052	3070	IntAct, Biogrid	3	3	1	26496610
19052	64216	IntAct, Biogrid	3	3	1	26496610
19052	3476	IntAct, Biogrid	3	3	1	26496610
19052	6950	IntAct, Biogrid	3	3	1	26496610
19052	29966	IntAct, Biogrid	3	3	1	26496610
19052	54973	IntAct, Biogrid	3	3	1	26496610
19052	22948	IntAct, Biogrid	3	3	1	26496610
19052	10771	IntAct, Biogrid	3	3	1	26496610
19052	80143	IntAct, Biogrid	3	3	1	26496610
19052	84240	IntAct, Biogrid	3	3	1	26496610
19052	10575	IntAct, Biogrid	3	3	1	26496610
19052	57117	IntAct, Biogrid	3	3	1	26496610
19052	8030	IntAct, Biogrid	3	3	1	26496610
19052	7871	IntAct, Biogrid	3	3	1	26496610
19052	79577	IntAct, Biogrid	3	3	1	26496610
19052	85363	IntAct, Biogrid	3	3	1	26496610
19052	85369	IntAct, Biogrid	3	3	1	26496610
19052	10574	IntAct, Biogrid	3	3	1	26496610
19052	5519	IntAct, Biogrid	3	3	1	26496610
19052	79073	IntAct, Biogrid	3	3	1	26496610
19173	81555	IntAct, Biogrid	3	3	1	26496610
19173	57724	IntAct, Biogrid	3	3	1	26496610
19173	5683	IntAct, Biogrid	3	3	1	26496610
19173	5684	IntAct, Biogrid	3	3	1	26496610
19173	5879	IntAct, Biogrid	3	3	1	26496610
19173	23198	IntAct, Biogrid	3	3	1	26496610
19173	5690	IntAct, Biogrid	3	3	1	26496610
19173	11047	IntAct, Biogrid	3	3	1	26496610
19173	8458	IntAct, Biogrid	3	3	1	26496610
19173	9851	IntAct, Biogrid	3	3	1	26496610
19173	64769	IntAct, Biogrid	3	3	1	26496610
19173	5704	IntAct, Biogrid	3	3	1	26496610
19173	8702	IntAct, Biogrid	3	3	1	26496610
19173	5688	IntAct, Biogrid	3	3	1	26496610
19173	5687	IntAct, Biogrid	3	3	1	26496610
19173	5689	IntAct, Biogrid	3	3	1	26496610
19173	5692	IntAct, Biogrid	3	3	1	26496610
19173	9804	IntAct, Biogrid	3	3	1	26496610
19173	5709	IntAct, Biogrid	3	3	1	26496610
19173	5702	IntAct, Biogrid	3	3	1	26496610
19173	5719	IntAct, Biogrid	3	3	1	26496610
19173	5720	IntAct, Biogrid	3	3	1	26496610
19173	8624	IntAct, Biogrid	3	3	1	26496610
19173	55122	IntAct, Biogrid	3	3	1	26496610
19173	5700	IntAct, Biogrid	3	3	1	26496610
19173	100287932	IntAct, Biogrid	3	3	1	26496610
19173	10213	IntAct, Biogrid	3	3	1	26496610
19173	5682	IntAct, Biogrid	3	3	1	26496610
19173	25793	IntAct, Biogrid	3	3	1	26496610
19173	5721	IntAct, Biogrid	3	3	1	26496610
19173	5694	IntAct, Biogrid	3	3	1	26496610
19173	56926	IntAct, Biogrid	3	3	1	26496610
19173	5718	IntAct, Biogrid	3	3	1	26496610
19173	5713	IntAct, Biogrid	3	3	1	26496610
19173	5710	IntAct, Biogrid	3	3	1	26496610
19173	10197	IntAct, Biogrid	3	3	1	26496610
19173	10067	IntAct, Biogrid	3	3	1	26496610
19173	5705	IntAct, Biogrid	3	3	1	26496610
19173	8454	IntAct, Biogrid	3	3	1	26496610
19173	56984	IntAct, Biogrid	3	3	1	26496610
19173	57619	IntAct, Biogrid	3	3	1	26496610
19173	1756	IntAct, Biogrid	3	3	1	26496610
19173	84159	IntAct, Biogrid	3	3	1	26496610
19173	5707	IntAct, Biogrid	3	3	1	26496610
19173	5686	IntAct, Biogrid	3	3	1	26496610
19173	5691	IntAct, Biogrid	3	3	1	26496610
19173	5685	IntAct, Biogrid	3	3	1	26496610
19173	5706	IntAct, Biogrid	3	3	1	26496610
19173	10038	IntAct, Biogrid	3	3	1	26496610
19173	5701	IntAct, Biogrid	3	3	1	26496610
19173	5717	IntAct, Biogrid	3	3	1	26496610
19173	1407	IntAct, Biogrid	3	3	1	26496610
19173	5695	IntAct, Biogrid	3	3	1	26496610
19173	7337	IntAct, Biogrid	3	3	1	26496610
19173	51433	IntAct, Biogrid	3	3	1	26496610
19173	5708	IntAct, Biogrid	3	3	1	26496610
19173	10079	IntAct, Biogrid	3	3	1	26496610
69535	4508	IntAct	3	3	1	26496610
69535	80169	IntAct, Biogrid	3	3	1	26496610
69535	10294	IntAct, Biogrid	3	3	1	26496610
69535	25978	IntAct, Biogrid	3	3	1	26496610
69535	140707	IntAct, Biogrid	3	3	1	26496610
57905	80205	IntAct, Biogrid	3	3	1	26496610
57905	10569	IntAct, Biogrid	3	3	1	26496610
57905	114294	IntAct, Biogrid	3	3	1	26496610
57905	10450	IntAct, Biogrid	3	3	1	26496610
57905	56949	IntAct, Biogrid	3	3	1	26496610
57905	10471	IntAct, Biogrid	3	3	1	26496610
57905	9704	IntAct, Biogrid	3	3	1	26496610
57905	163859	IntAct, Biogrid	3	3	1	26496610
57905	10632	IntAct, Biogrid	3	3	1	26496610
57905	151903	IntAct, Biogrid	3	3	1	26496610
57905	148423	IntAct, Biogrid	3	3	1	26496610
57905	9716	IntAct, Biogrid	3	3	1	26496610
57905	51340	IntAct, Biogrid	3	3	1	26496610
57905	51362	IntAct, Biogrid	3	3	1	26496610
57905	91603	IntAct, Biogrid	3	3	1	26496610
57905	1659	IntAct, Biogrid	3	3	1	26496610
57905	58509	IntAct, Biogrid	3	3	1	26496610
57905	9817	IntAct, Biogrid	3	3	1	26496610
218035	374393	IntAct, Biogrid	3	3	1	26496610
235559	90459	IntAct, Biogrid	3	3	1	26496610
235559	11222	IntAct, Biogrid	3	3	1	26496610
235559	4007	IntAct, Biogrid	3	3	1	26496610
235559	58517	IntAct, Biogrid	3	3	1	26496610
269582	4174	IntAct, Biogrid	3	3	1	26496610
269582	8914	IntAct, Biogrid	3	3	1	26496610
269582	4176	IntAct, Biogrid	3	3	1	26496610
269582	25953	IntAct, Biogrid	3	3	1	26496610
269582	84296	IntAct, Biogrid	3	3	1	26496610
269582	81790	IntAct, Biogrid	3	3	1	26496610
269582	84302	IntAct, Biogrid	3	3	1	26496610
269582	4171	IntAct, Biogrid	3	3	1	26496610
269582	54962	IntAct, Biogrid	3	3	1	26496610
269582	26153	IntAct, Biogrid	3	3	1	26496610
269582	79169	IntAct, Biogrid	3	3	1	26496610
269582	4175	IntAct, Biogrid	3	3	1	26496610
269582	4172	IntAct, Biogrid	3	3	1	26496610
269582	51735	IntAct	3	3	1	26496610
269582	4173	IntAct, Biogrid	3	3	1	26496610
269582	3633	IntAct, Biogrid	3	3	1	26496610
20933	55558	IntAct, Biogrid	3	3	1	26496610
20933	4597	IntAct, Biogrid	3	3	1	26496610
20933	51586	IntAct, Biogrid	3	3	1	26496610
20933	5469	IntAct, Biogrid	3	3	1	26496610
20933	9439	IntAct, Biogrid	3	3	1	26496610
20933	10001	IntAct, Biogrid	3	3	1	26496610
20933	112950	IntAct, Biogrid	3	3	1	26496610
20933	26284	IntAct, Biogrid	3	3	1	26496610
20933	9440	IntAct, Biogrid	3	3	1	26496610
20933	81857	IntAct, Biogrid	3	3	1	26496610
20933	5430	IntAct, Biogrid	3	3	1	26496610
20933	9443	IntAct, Biogrid	3	3	1	26496610
20933	1024	IntAct, Biogrid	3	3	1	26496610
20933	9862	IntAct, Biogrid	3	3	1	26496610
20933	57082	IntAct, Biogrid	3	3	1	26496610
20933	400569	IntAct, Biogrid	3	3	1	26496610
20933	55588	IntAct, Biogrid	3	3	1	26496610
20933	9968	IntAct, Biogrid	3	3	1	26496610
20933	9441	IntAct, Biogrid	3	3	1	26496610
20933	9442	IntAct, Biogrid	3	3	1	26496610
20933	9477	IntAct, Biogrid	3	3	1	26496610
20933	9282	IntAct, Biogrid	3	3	1	26496610
20933	64432	IntAct, Biogrid	3	3	1	26496610
20933	29079	IntAct, Biogrid	3	3	1	26496610
20933	54797	IntAct, Biogrid	3	3	1	26496610
20933	90390	IntAct, Biogrid	3	3	1	26496610
20933	23389	IntAct, Biogrid	3	3	1	26496610
20933	55090	IntAct, Biogrid	3	3	1	26496610
20933	9969	IntAct, Biogrid	3	3	1	26496610
20933	10025	IntAct, Biogrid	3	3	1	26496610
20933	84246	IntAct, Biogrid	3	3	1	26496610
20933	51003	IntAct, Biogrid	3	3	1	26496610
66352	55346	IntAct, Biogrid	3	3	1	26496610
66352	26003	IntAct, Biogrid	3	3	1	26496610
102920	64946	IntAct, Biogrid	3	3	1	26496610
102920	64105	IntAct, Biogrid	3	3	1	26496610
102920	79019	IntAct, Biogrid	3	3	1	26496610
83815	26115	IntAct, Biogrid	3	3	1	26496610
83815	79682	IntAct, Biogrid	3	3	1	26496610
83815	25875	IntAct, Biogrid	3	3	1	26496610
83815	8815	IntAct, Biogrid	3	3	1	26496610
83815	55785	IntAct, Biogrid	3	3	1	26496610
83815	79172	IntAct, Biogrid	3	3	1	26496610
83815	401541	IntAct, Biogrid	3	3	1	26496610
83815	26046	IntAct, Biogrid	3	3	1	26496610
83431	54820	IntAct, Biogrid	3	3	1	26496610
83431	54462	IntAct, Biogrid	3	3	1	26496610
83431	60493	IntAct, Biogrid	3	3	1	26496610
83431	682	IntAct, Biogrid	3	3	1	26496610
83431	85458	IntAct, Biogrid	3	3	1	26496610
83431	114904	IntAct, Biogrid	3	3	1	26496610
83431	84108	IntAct, Biogrid	3	3	1	26496610
83431	29015	IntAct, Biogrid	3	3	1	26496610
83431	56996	IntAct, Biogrid	3	3	1	26496610
83431	23650	IntAct, Biogrid	3	3	1	26496610
83431	283209	IntAct, Biogrid	3	3	1	26496610
83431	8473	IntAct, Biogrid	3	3	1	26496610
18393	5001	IntAct, Biogrid	3	3	1	26496610
18393	222229	IntAct, Biogrid	3	3	1	26496610
18393	8315	IntAct, Biogrid	3	3	1	26496610
18393	23595	IntAct, Biogrid	3	3	1	26496610
18393	4998	IntAct, Biogrid	3	3	1	26496610
18393	84458	IntAct, Biogrid	3	3	1	26496610
67923	6923	IntAct, Biogrid	3	3	1	26496610
67923	51244	IntAct, Biogrid	3	3	1	26496610
67923	25978	IntAct, Biogrid	3	3	1	26496610
67923	387522	IntAct	3	3	1	26496610
67923	7335	IntAct	3	3	1	26496610
67923	64062	IntAct, Biogrid	3	3	1	26496610
27223	65003	IntAct, Biogrid	3	3	1	26496610
27223	55114	IntAct, Biogrid	3	3	1	26496610
27223	27107	IntAct, Biogrid	3	3	1	26496610
27223	65263	IntAct, Biogrid	3	3	1	26496610
27223	283489	IntAct, Biogrid	3	3	1	26496610
27223	1063	IntAct, Biogrid	3	3	1	26496610
27223	8574	IntAct, Biogrid	3	3	1	26496610
27223	374920	IntAct, Biogrid	3	3	1	26496610
27223	5708	IntAct, Biogrid	3	3	1	26496610
27223	57222	IntAct, Biogrid	3	3	1	26496610
27223	57646	IntAct, Biogrid	3	3	1	26496610
27223	23528	IntAct, Biogrid	3	3	1	26496610
58220	3993	IntAct, Biogrid	3	3	1	26496610
58220	3996	IntAct, Biogrid	3	3	1	26496610
58220	55975	IntAct, Biogrid	3	3	1	26496610
58220	11228	IntAct, Biogrid	3	3	1	26496610
58220	5590	IntAct, Biogrid	3	3	1	26496610
58220	7159	IntAct, Biogrid	3	3	1	26496610
58220	6228	IntAct, Biogrid	3	3	1	26496610
58220	7417	IntAct, Biogrid	3	3	1	26496610
58220	6155	IntAct, Biogrid	3	3	1	26496610
58220	8045	IntAct, Biogrid	3	3	1	26496610
58220	5584	IntAct, Biogrid	3	3	1	26496610
12306	5351	IntAct, Biogrid	3	3	1	26496610
12306	113146	IntAct, Biogrid	3	3	1	26496610
12306	79709	IntAct, Biogrid	3	3	1	26496610
12306	6281	IntAct, Biogrid	3	3	1	26496610
12306	8985	IntAct, Biogrid	3	3	1	26496610
12306	5352	IntAct, Biogrid	3	3	1	26496610
11946	506	IntAct, Biogrid	3	3	1	26496610
11946	54927	IntAct, Biogrid	3	3	1	26496610
11946	54539	IntAct, Biogrid	3	3	1	26496610
11946	93974	IntAct, Biogrid	3	3	1	26496610
11946	10476	IntAct, Biogrid	3	3	1	26496610
11946	514	IntAct, Biogrid	3	3	1	26496610
11946	539	IntAct, Biogrid	3	3	1	26496610
11946	54566	IntAct, Biogrid	3	3	1	26496610
11946	509	IntAct, Biogrid	3	3	1	26496610
11946	515	IntAct, Biogrid	3	3	1	26496610
11946	522	IntAct, Biogrid	3	3	1	26496610
11946	513	IntAct, Biogrid	3	3	1	26496610
213539	1153	IntAct, Biogrid	3	3	1	26496610
213539	5566	IntAct, Biogrid	3	3	1	26496610
213539	84790	IntAct	3	3	1	26496610
213539	7726	IntAct, Biogrid	3	3	1	26496610
213539	284403	IntAct, Biogrid	3	3	1	26496610
213539	9817	IntAct, Biogrid	3	3	1	26496610
213539	10155	IntAct, Biogrid	3	3	1	26496610
213539	9968	IntAct, Biogrid	3	3	1	26496610
213539	1373	IntAct, Biogrid	3	3	1	26496610
213539	10273	IntAct, Biogrid	3	3	1	26496610
213539	5422	IntAct, Biogrid	3	3	1	26496610
213539	3320	IntAct, Biogrid	3	3	1	26496610
213539	2975	IntAct, Biogrid	3	3	1	26496610
213539	1968	IntAct, Biogrid	3	3	1	26496610
213539	5198	IntAct, Biogrid	3	3	1	26496610
213539	9329	IntAct, Biogrid	3	3	1	26496610
213539	64975	IntAct, Biogrid	3	3	1	26496610
213539	908	IntAct, Biogrid	3	3	1	26496610
213539	9314	IntAct, Biogrid	3	3	1	26496610
213539	3326	IntAct, Biogrid	3	3	1	26496610
213539	3312	IntAct, Biogrid	3	3	1	26496610
213539	201161	IntAct, Biogrid	3	3	1	26496610
213539	11080	IntAct, Biogrid	3	3	1	26496610
213539	1353	IntAct, Biogrid	3	3	1	26496610
213539	9685	IntAct, Biogrid	3	3	1	26496610
213539	10969	IntAct, Biogrid	3	3	1	26496610
213539	219	IntAct, Biogrid	3	3	1	26496610
213539	7846	IntAct, Biogrid	3	3	1	26496610
213539	30848	IntAct, Biogrid	3	3	1	26496610
213539	26509	IntAct, Biogrid	3	3	1	26496610
213539	5108	IntAct, Biogrid	3	3	1	26496610
213539	60528	IntAct, Biogrid	3	3	1	26496610
213539	7965	IntAct, Biogrid	3	3	1	26496610
213539	79718	IntAct, Biogrid	3	3	1	26496610
213539	3306	IntAct, Biogrid	3	3	1	26496610
213539	22994	IntAct, Biogrid	3	3	1	26496610
213539	25873	IntAct, Biogrid	3	3	1	26496610
213539	1655	IntAct, Biogrid	3	3	1	26496610
213539	284217	IntAct, Biogrid	3	3	1	26496610
213539	8087	IntAct, Biogrid	3	3	1	26496610
213539	9349	IntAct, Biogrid	3	3	1	26496610
213539	23167	IntAct, Biogrid	3	3	1	26496610
213539	10049	IntAct, Biogrid	3	3	1	26496610
213539	10963	IntAct, Biogrid	3	3	1	26496610
213539	2194	IntAct, Biogrid	3	3	1	26496610
213539	3337	IntAct, Biogrid	3	3	1	26496610
213539	2618	IntAct, Biogrid	3	3	1	26496610
213539	2332	IntAct, Biogrid	3	3	1	26496610
213539	11180	IntAct, Biogrid	3	3	1	26496610
213539	29956	IntAct, Biogrid	3	3	1	26496610
213539	8079	IntAct, Biogrid	3	3	1	26496610
213539	80273	IntAct, Biogrid	3	3	1	26496610
213539	790	IntAct, Biogrid	3	3	1	26496610
213539	7266	IntAct, Biogrid	3	3	1	26496610
213539	6134	IntAct, Biogrid	3	3	1	26496610
213539	8940	IntAct, Biogrid	3	3	1	26496610
213539	91754	IntAct, Biogrid	3	3	1	26496610
213539	5591	IntAct, Biogrid	3	3	1	26496610
213539	3303	IntAct, Biogrid	3	3	1	26496610
213539	3304	IntAct	3	3	1	26496610
213539	79039	IntAct, Biogrid	3	3	1	26496610
75608	57132	IntAct, Biogrid	3	3	1	26496610
75608	100526767	IntAct	3	3	1	26496610
75608	51652	IntAct, Biogrid	3	3	1	26496610
75608	54862	IntAct, Biogrid	3	3	1	26496610
75608	79901	IntAct, Biogrid	3	3	1	26496610
75608	684	IntAct, Biogrid	3	3	1	26496610
75608	51510	IntAct, Biogrid	3	3	1	26496610
75608	29082	IntAct, Biogrid	3	3	1	26496610
75608	51606	IntAct, Biogrid	3	3	1	26496610
75608	5825	IntAct, Biogrid	3	3	1	26496610
75608	23607	IntAct, Biogrid	3	3	1	26496610
75608	10613	IntAct, Biogrid	3	3	1	26496610
75608	30968	IntAct, Biogrid	3	3	1	26496610
75608	9429	IntAct, Biogrid	3	3	1	26496610
75608	55971	IntAct, Biogrid	3	3	1	26496610
75608	526	IntAct, Biogrid	3	3	1	26496610
75608	29941	IntAct, Biogrid	3	3	1	26496610
75608	11177	IntAct, Biogrid	3	3	1	26496610
75608	29127	IntAct, Biogrid	3	3	1	26496610
75608	6386	IntAct, Biogrid	3	3	1	26496610
75608	112464	IntAct, Biogrid	3	3	1	26496610
75608	10015	IntAct, DIP, Biogrid	2	2	2	26496610, 25686249
75608	7037	IntAct, Biogrid	3	3	1	26496610
75608	3728	IntAct, Biogrid	3	3	1	26496610
75608	10036	IntAct, Biogrid	3	3	1	26496610
75608	84317	IntAct, Biogrid	3	3	1	26496610
75608	286262	IntAct, Biogrid	3	3	1	26496610
75608	29994	IntAct, Biogrid	3	3	1	26496610
75608	9525	IntAct, Biogrid	3	3	1	26496610
75608	5119	IntAct, Biogrid	3	3	1	26496610
75608	2773	IntAct, Biogrid	3	3	1	26496610
75608	29763	IntAct, Biogrid	3	3	1	26496610
75608	9101	IntAct, Biogrid	3	3	1	26496610
75608	9213	IntAct, Biogrid	3	3	1	26496610
75608	9114	IntAct, Biogrid	3	3	1	26496610
75608	93343	IntAct, Biogrid	3	3	1	26496610
75608	3895	IntAct, Biogrid	3	3	1	26496610
75608	1829	IntAct, Biogrid	3	3	1	26496610
75608	537	IntAct, Biogrid	3	3	1	26496610
75608	9798	IntAct, Biogrid	3	3	1	26496610
75608	27243	IntAct, Biogrid	3	3	1	26496610
75608	284119	IntAct, Biogrid	3	3	1	26496610
75608	529	IntAct, Biogrid	3	3	1	26496610
75608	25978	IntAct, Biogrid	3	3	1	26496610
75608	9053	IntAct, Biogrid	3	3	1	26496610
75608	25930	IntAct, Biogrid	3	3	1	26496610
75608	10211	IntAct, Biogrid	3	3	1	26496610
75608	857	IntAct, Biogrid	3	3	1	26496610
75608	6646	IntAct, Biogrid	3	3	1	26496610
75608	129531	IntAct, Biogrid	3	3	1	26496610
75608	1368	IntAct, Biogrid	3	3	1	26496610
75608	10970	IntAct, Biogrid	3	3	1	26496610
75608	54407	IntAct, Biogrid	3	3	1	26496610
75608	9961	IntAct, Biogrid	3	3	1	26496610
75608	11331	IntAct, Biogrid	3	3	1	26496610
75608	200014	IntAct, Biogrid	3	3	1	26496610
75608	8208	IntAct, Biogrid	3	3	1	26496610
75608	57498	IntAct, Biogrid	3	3	1	26496610
75608	9052	IntAct, Biogrid	3	3	1	26496610
75608	2319	IntAct, Biogrid	3	3	1	26496610
14027	6744	IntAct, Biogrid	3	3	1	26496610
14027	92399	IntAct, Biogrid	3	3	1	26496610
14027	10625	IntAct, Biogrid	3	3	1	26496610
14027	8502	IntAct, Biogrid	3	3	1	26496610
14027	1173	IntAct, Biogrid	3	3	1	26496610
14027	55858	IntAct, Biogrid	3	3	1	26496610
14027	360023	IntAct, Biogrid	3	3	1	26496610
14027	375056	IntAct, Biogrid	3	3	1	26496610
14027	4651	IntAct, Biogrid	3	3	1	26496610
14027	5609	IntAct, Biogrid	3	3	1	26496610
14027	26046	IntAct, Biogrid	3	3	1	26496610
14027	79659	IntAct, Biogrid	3	3	1	26496610
14027	55159	IntAct, Biogrid	3	3	1	26496610
14027	3710	IntAct, Biogrid	3	3	1	26496610
286940	6237	IntAct, Biogrid	3	3	1	26496610
286940	22800	IntAct, Biogrid	3	3	1	26496610
286940	5906	IntAct, Biogrid	3	3	1	26496610
286940	2316	IntAct, Biogrid	3	3	1	26496610
286940	79901	IntAct, Biogrid	3	3	1	26496610
286940	5064	IntAct, Biogrid	3	3	1	26496610
286940	8496	IntAct, Biogrid	3	3	1	26496610
286940	10409	IntAct, Biogrid	3	3	1	26496610
286940	7798	IntAct, Biogrid	3	3	1	26496610
286940	3845	IntAct, Biogrid	3	3	1	26496610
286940	3728	IntAct, Biogrid	3	3	1	26496610
286940	6709	IntAct, Biogrid	3	3	1	26496610
286940	3956	IntAct, Biogrid	3	3	1	26496610
286940	830	IntAct, Biogrid	3	3	1	26496610
286940	286262	IntAct, Biogrid	3	3	1	26496610
286940	92521	IntAct, Biogrid	3	3	1	26496610
286940	5576	IntAct, Biogrid	3	3	1	26496610
286940	84926	IntAct, Biogrid	3	3	1	26496610
286940	8650	IntAct, Biogrid	3	3	1	26496610
286940	26063	IntAct, Biogrid	3	3	1	26496610
286940	160	IntAct, Biogrid	3	3	1	26496610
286940	11346	IntAct, Biogrid	3	3	1	26496610
286940	57584	IntAct, Biogrid	3	3	1	26496610
286940	1613	IntAct, Biogrid	3	3	1	26496610
286940	5908	IntAct, Biogrid	3	3	1	26496610
286940	2060	IntAct, Biogrid	3	3	1	26496610
286940	170954	IntAct, Biogrid	3	3	1	26496610
286940	79026	IntAct, Biogrid	3	3	1	26496610
286940	1212	IntAct, Biogrid	3	3	1	26496610
286940	6711	IntAct, Biogrid	3	3	1	26496610
286940	51474	IntAct, Biogrid	3	3	1	26496610
286940	23242	IntAct, Biogrid	3	3	1	26496610
286940	6840	IntAct, Biogrid	3	3	1	26496610
286940	6645	IntAct, Biogrid	3	3	1	26496610
286940	5878	IntAct, Biogrid	3	3	1	26496610
286940	10211	IntAct, Biogrid	3	3	1	26496610
