InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
208727	22350	MINT, Biogrid	3	3	1	31040226
208727	404634	MINT, Biogrid	3	3	1	31040226
208727	67661	MINT, Biogrid	3	3	1	31040226
208727	12359	MINT, Biogrid	3	3	1	31040226
208727	18415	MINT, Biogrid	3	3	1	31040226
208727	77065	MINT, Biogrid	3	3	1	31040226
208727	235661	MINT, Biogrid	3	3	1	31040226
208727	98193	MINT, Biogrid	3	3	1	31040226
208727	28035	MINT, Biogrid	3	3	1	31040226
208727	18130	MINT, Biogrid	3	3	1	31040226
208727	170791	MINT, Biogrid	3	3	1	31040226
208727	30055	MINT, Biogrid	3	3	1	31040226
208727	98685	MINT, Biogrid	3	3	1	31040226
208727	233210	MINT, Biogrid	3	3	1	31040226
208727	29875	MINT, Biogrid	3	3	1	31040226
208727	21763	MINT, Biogrid	3	3	1	31040226
208727	433926	MINT, Biogrid	3	3	1	31040226
208727	97130	MINT, Biogrid	3	3	1	31040226
208727	20324	MINT, Biogrid	3	3	1	31040226
208727	13382	MINT, Biogrid	3	3	1	31040226
208727	101809	MINT, Biogrid	3	3	1	31040226
208727	66861	MINT, Biogrid	3	3	1	31040226
208727	68142	MINT, Biogrid	3	3	1	31040226
208727	21976	MINT, Biogrid	3	3	1	31040226
208727	381983	MINT, Biogrid	3	3	1	31040226
208727	231128	MINT, Biogrid	3	3	1	31040226
208727	239528	MINT, Biogrid	3	3	1	31040226
208727	223255	MINT, Biogrid	3	3	1	31040226
208727	224170	MINT, Biogrid	3	3	1	31040226
208727	20239	MINT, Biogrid	3	3	1	31040226
208727	218629	MINT, Biogrid	3	3	1	31040226
208727	12181	MINT, Biogrid	3	3	1	31040226
208727	20853	MINT, Biogrid	3	3	1	31040226
208727	23992	MINT, Biogrid	3	3	1	31040226
208727	233900	MINT, Biogrid	3	3	1	31040226
208727	218236	MINT, Biogrid	3	3	1	31040226
208727	217869	MINT, Biogrid	3	3	1	31040226
208727	17939	MINT, Biogrid	3	3	1	31040226
208727	12468	MINT, Biogrid	3	3	1	31040226
208727	29819	MINT, Biogrid	3	3	1	31040226
208727	58996	MINT, Biogrid	3	3	1	31040226
208727	74164	MINT, Biogrid	3	3	1	31040226
208727	77097	MINT, Biogrid	3	3	1	31040226
208727	20563	MINT, Biogrid	3	3	1	31040226
208727	22221	MINT, Biogrid	3	3	1	31040226
208727	67863	MINT, Biogrid	3	3	1	31040226
208727	14208	MINT, Biogrid	3	3	1	31040226
208727	269180	MINT, Biogrid	3	3	1	31040226
208727	67198	MINT, Biogrid	3	3	1	31040226
208727	67772	MINT, Biogrid	3	3	1	31040226
208727	252875	MINT, Biogrid	3	3	1	31040226
208727	320119	MINT, Biogrid	3	3	1	31040226
208727	227723	MINT, Biogrid	3	3	1	31040226
208727	74355	MINT, Biogrid	3	3	1	31040226
208727	68564	MINT, Biogrid	3	3	1	31040226
208727	114641	MINT, Biogrid	3	3	1	31040226
208727	18717	MINT, Biogrid	3	3	1	31040226
208727	78689	MINT, Biogrid	3	3	1	31040226
208727	100604	MINT, Biogrid	3	3	1	31040226
208727	104718	MINT, Biogrid	3	3	1	31040226
208727	68184	MINT, Biogrid	3	3	1	31040226
208727	242894	MINT, Biogrid	3	3	1	31040226
208727	28006	MINT, Biogrid	3	3	1	31040226
208727	69116	MINT, Biogrid	3	3	1	31040226
208727	27176	MINT, Biogrid	3	3	1	31040226
208727	269523	MINT, Biogrid	3	3	1	31040226
208727	69082	MINT, Biogrid	3	3	1	31040226
208727	226982	MINT, Biogrid	3	3	1	31040226
208727	23874	MINT, Biogrid	3	3	1	31040226
208727	20274	MINT, Biogrid	3	3	1	31040226
208727	268932	MINT, Biogrid	3	3	1	31040226
208727	330267	MINT, Biogrid	3	3	1	31040226
208727	18795	MINT, Biogrid	3	3	1	31040226
208727	18108	MINT, Biogrid	3	3	1	31040226
208727	20088	MINT, Biogrid	3	3	1	31040226
208727	241296	MINT, Biogrid	3	3	1	31040226
208727	69697	MINT, Biogrid	3	3	1	31040226
208727	109294	MINT, Biogrid	3	3	1	31040226
208727	239217	MINT, Biogrid	3	3	1	31040226
208727	27367	MINT, Biogrid	3	3	1	31040226
208727	53332	MINT, Biogrid	3	3	1	31040226
208727	110954	MINT, Biogrid	3	3	1	31040226
208727	74383	MINT, Biogrid	3	3	1	31040226
208727	56392	MINT, Biogrid	3	3	1	31040226
208727	229512	MINT, Biogrid	3	3	1	31040226
208727	68045	MINT, Biogrid	3	3	1	31040226
208727	56403	MINT, Biogrid	3	3	1	31040226
208727	26914	MINT, Biogrid	3	3	1	31040226
208727	13433	MINT, Biogrid	3	3	1	31040226
208727	75974	MINT, Biogrid	3	3	1	31040226
208727	18797	MINT, Biogrid	3	3	1	31040226
208727	67891	MINT, Biogrid	3	3	1	31040226
66403	233871	MINT	3	3	1	31040226
66403	68815	MINT	3	3	1	31040226
66403	12359	MINT	3	3	1	31040226
66403	68968	MINT	3	3	1	31040226
66403	67772	MINT	3	3	1	31040226
66403	67272	MINT	3	3	1	31040226
66403	13211	MINT	3	3	1	31040226
66403	15568	MINT	3	3	1	31040226
66403	207375	MINT	3	3	1	31040226
66403	72722	MINT	3	3	1	31040226
66403	218503	MINT	3	3	1	31040226
66403	16549	MINT	3	3	1	31040226
66403	243385	MINT	3	3	1	31040226
66403	208727	MINT, Biogrid	3	3	1	31040226
66403	15388	MINT	3	3	1	31040226
66403	56403	MINT	3	3	1	31040226
66403	217869	MINT	3	3	1	31040226
66403	67781	MINT	3	3	1	31040226
66403	16201	MINT	3	3	1	31040226
66403	71780	MINT	3	3	1	31040226
66403	16438	MINT	3	3	1	31040226
66403	16531	MINT	3	3	1	31040226
66403	227632	MINT	3	3	1	31040226
66403	16568	MINT	3	3	1	31040226
66403	18679	MINT	3	3	1	31040226
66403	102093	MINT	3	3	1	31040226
66403	79264	MINT	3	3	1	31040226
66403	381983	MINT	3	3	1	31040226
66403	26408	MINT	3	3	1	31040226
66403	17184	MINT	3	3	1	31040226
66403	110312	MINT	3	3	1	31040226
66403	17876	MINT	3	3	1	31040226
66403	18164	MINT	3	3	1	31040226
66403	73945	MINT	3	3	1	31040226
66403	18682	MINT	3	3	1	31040226
66403	67916	MINT	3	3	1	31040226
66403	53761	MINT	3	3	1	31040226
66403	226562	MINT	3	3	1	31040226
66403	19704	MINT	3	3	1	31040226
66403	52897	MINT	3	3	1	31040226
66403	66409	MINT	3	3	1	31040226
66403	64706	MINT	3	3	1	31040226
66403	241727	MINT	3	3	1	31040226
66403	20744	MINT	3	3	1	31040226
66403	20981	MINT	3	3	1	31040226
66403	23966	MINT	3	3	1	31040226
66403	330267	MINT	3	3	1	31040226
66403	71947	MINT	3	3	1	31040226
66403	21976	MINT	3	3	1	31040226
66403	240255	MINT	3	3	1	31040226
66403	22763	MINT	3	3	1	31040226
208727	110611	MINT, Biogrid	3	3	1	31040226
208727	68193	MINT, Biogrid	3	3	1	31040226
208727	15572	MINT, Biogrid	3	3	1	31040226
208727	56541	MINT, Biogrid	3	3	1	31040226
208727	108911	MINT, Biogrid	3	3	1	31040226
208727	72572	MINT, Biogrid	3	3	1	31040226
208727	15571	MINT, Biogrid	3	3	1	31040226
208727	15569	MINT, Biogrid	3	3	1	31040226
208727	67459	MINT, Biogrid	3	3	1	31040226
208727	219249	MINT, Biogrid	3	3	1	31040226
208727	22224	MINT, Biogrid	3	3	1	31040226
208727	14359	MINT, Biogrid	3	3	1	31040226
208727	241727	MINT, Biogrid	3	3	1	31040226
208727	66237	MINT, Biogrid	3	3	1	31040226
208727	53975	MINT, Biogrid	3	3	1	31040226
208727	22284	MINT, Biogrid	3	3	1	31040226
208727	214150	MINT, Biogrid	3	3	1	31040226
208727	224903	MINT, Biogrid	3	3	1	31040226
208727	98415	MINT, Biogrid	3	3	1	31040226
208727	19357	MINT, Biogrid	3	3	1	31040226
208727	12361	MINT, Biogrid	3	3	1	31040226
208727	228355	MINT, Biogrid	3	3	1	31040226
208727	18432	MINT, Biogrid	3	3	1	31040226
208727	94190	MINT, Biogrid	3	3	1	31040226
208727	170835	MINT, Biogrid	3	3	1	31040226
208727	66244	MINT, Biogrid	3	3	1	31040226
208727	68449	MINT, Biogrid	3	3	1	31040226
208727	241494	MINT, Biogrid	3	3	1	31040226
208727	268449	MINT, Biogrid	3	3	1	31040226
208727	53860	MINT, Biogrid	3	3	1	31040226
208727	71702	MINT, Biogrid	3	3	1	31040226
208727	53324	MINT, Biogrid	3	3	1	31040226
208727	71780	MINT, Biogrid	3	3	1	31040226
208727	19704	MINT, Biogrid	3	3	1	31040226
208727	67070	MINT, Biogrid	3	3	1	31040226
208727	67154	MINT, Biogrid	3	3	1	31040226
208727	67115	MINT, Biogrid	3	3	1	31040226
208727	66700	MINT, Biogrid	3	3	1	31040226
208727	20823	MINT, Biogrid	3	3	1	31040226
208727	75901	MINT, Biogrid	3	3	1	31040226
208727	65019	MINT, Biogrid	3	3	1	31040226
208727	239667	MINT, Biogrid	3	3	1	31040226
208727	353190	MINT, Biogrid	3	3	1	31040226
208727	76499	MINT, Biogrid	3	3	1	31040226
208727	20054	MINT, Biogrid	3	3	1	31040226
208727	213988	MINT, Biogrid	3	3	1	31040226
208727	224020	MINT, Biogrid	3	3	1	31040226
208727	236511	MINT, Biogrid	3	3	1	31040226
208727	100503670	MINT, Biogrid	3	3	1	31040226
208727	17184	MINT, Biogrid	3	3	1	31040226
208727	243385	MINT, Biogrid	3	3	1	31040226
208727	13211	MINT, Biogrid	3	3	1	31040226
208727	226562	MINT, Biogrid	3	3	1	31040226
208727	233871	MINT, Biogrid	3	3	1	31040226
208727	15388	MINT, Biogrid	3	3	1	31040226
208727	207375	MINT, Biogrid	3	3	1	31040226
208727	14733	MINT, Biogrid	3	3	1	31040226
208727	67838	MINT, Biogrid	3	3	1	31040226
208727	66044	MINT, Biogrid	3	3	1	31040226
208727	76510	MINT, Biogrid	3	3	1	31040226
208727	319807	MINT, Biogrid	3	3	1	31040226
208727	21951	MINT, Biogrid	3	3	1	31040226
208727	12301	MINT, Biogrid	3	3	1	31040226
208727	12293	MINT, Biogrid	3	3	1	31040226
208727	15387	MINT, Biogrid	3	3	1	31040226
208727	26370	MINT, Biogrid	3	3	1	31040226
208727	17876	MINT, Biogrid	3	3	1	31040226
208727	54524	MINT, Biogrid	3	3	1	31040226
208727	53761	MINT, Biogrid	3	3	1	31040226
208727	80708	MINT, Biogrid	3	3	1	31040226
208727	94040	MINT, Biogrid	3	3	1	31040226
208727	22589	MINT, Biogrid	3	3	1	31040226
208727	223435	MINT, Biogrid	3	3	1	31040226
208727	12287	MINT, Biogrid	3	3	1	31040226
208727	545156	MINT, Biogrid	3	3	1	31040226
208727	241263	MINT, Biogrid	3	3	1	31040226
208727	20273	MINT, Biogrid	3	3	1	31040226
208727	23966	MINT, Biogrid	3	3	1	31040226
208727	16648	MINT, Biogrid	3	3	1	31040226
208727	11776	MINT, Biogrid	3	3	1	31040226
208727	223593	MINT, Biogrid	3	3	1	31040226
208727	66405	MINT, Biogrid	3	3	1	31040226
208727	14670	MINT, Biogrid	3	3	1	31040226
208727	12286	MINT, Biogrid	3	3	1	31040226
208727	64706	MINT, Biogrid	3	3	1	31040226
208727	99470	MINT, Biogrid	3	3	1	31040226
208727	72722	MINT, Biogrid	3	3	1	31040226
208727	74255	MINT, Biogrid	3	3	1	31040226
208727	68953	MINT, Biogrid	3	3	1	31040226
208727	56372	MINT, Biogrid	3	3	1	31040226
208727	22791	MINT, Biogrid	3	3	1	31040226
208727	20842	MINT, Biogrid	3	3	1	31040226
208727	72831	MINT, Biogrid	3	3	1	31040226
208727	11992	MINT, Biogrid	3	3	1	31040226
208727	217715	MINT, Biogrid	3	3	1	31040226
208727	73945	MINT, Biogrid	3	3	1	31040226
208727	70549	MINT, Biogrid	3	3	1	31040226
208727	21969	MINT, Biogrid	3	3	1	31040226
208727	16413	MINT, Biogrid	3	3	1	31040226
208727	19035	MINT, Biogrid	3	3	1	31040226
208727	27062	MINT, Biogrid	3	3	1	31040226
208727	18569	MINT, Biogrid	3	3	1	31040226
208727	227624	MINT, Biogrid	3	3	1	31040226
208727	546071	MINT, Biogrid	3	3	1	31040226
208727	71947	MINT, Biogrid	3	3	1	31040226
208727	59041	MINT, Biogrid	3	3	1	31040226
208727	14083	MINT, Biogrid	3	3	1	31040226
208727	93742	MINT, Biogrid	3	3	1	31040226
208727	235086	MINT, Biogrid	3	3	1	31040226
208727	68981	MINT, Biogrid	3	3	1	31040226
208727	106583	MINT, Biogrid	3	3	1	31040226
208727	94275	MINT, Biogrid	3	3	1	31040226
208727	66610	MINT, Biogrid	3	3	1	31040226
208727	94246	MINT, Biogrid	3	3	1	31040226
208727	77569	MINT, Biogrid	3	3	1	31040226
208727	76742	MINT, Biogrid	3	3	1	31040226
208727	217331	MINT, Biogrid	3	3	1	31040226
208727	83701	MINT, Biogrid	3	3	1	31040226
208727	28036	MINT, Biogrid	3	3	1	31040226
208727	67490	MINT, Biogrid	3	3	1	31040226
208727	232813	MINT, Biogrid	3	3	1	31040226
208727	210933	MINT, Biogrid	3	3	1	31040226
208727	55946	MINT, Biogrid	3	3	1	31040226
208727	56422	MINT, Biogrid	3	3	1	31040226
208727	12465	MINT, Biogrid	3	3	1	31040226
208727	18000	MINT, Biogrid	3	3	1	31040226
208727	53972	MINT, Biogrid	3	3	1	31040226
208727	15204	MINT, Biogrid	3	3	1	31040226
208727	54418	MINT, Biogrid	3	3	1	31040226
208727	234353	MINT, Biogrid	3	3	1	31040226
208727	20467	MINT, Biogrid	3	3	1	31040226
208727	240283	MINT, Biogrid	3	3	1	31040226
208727	83796	MINT, Biogrid	3	3	1	31040226
208727	216527	MINT, Biogrid	3	3	1	31040226
208727	21974	MINT, Biogrid	3	3	1	31040226
208727	14158	MINT, Biogrid	3	3	1	31040226
208727	15289	MINT, Biogrid	3	3	1	31040226
208727	72946	MINT, Biogrid	3	3	1	31040226
208727	56426	MINT, Biogrid	3	3	1	31040226
76742	9759	MINT, Biogrid	2	2	1	31040226
67282	9759	MINT, Biogrid	2	2	1	31040226
70673	24136	MINT	3	3	1	29320702
70673	21417	MINT	3	3	1	29320702
70673	269252	MINT	3	3	1	29320702
70673	71752	MINT	3	3	1	29320702
70673	233863	MINT	3	3	1	29320702
70673	50794	MINT	3	3	1	29320702
70673	21406	MINT	3	3	1	29320702
70673	269639	MINT	3	3	1	29320702
70673	22661	MINT	3	3	1	29320702
70673	22770	MINT	3	3	1	29320702
70673	22724	MINT	3	3	1	29320702
70673	70239	MINT	3	3	1	29320702
70673	21414	MINT	3	3	1	29320702
70673	19726	MINT	3	3	1	29320702
70673	19712	MINT	3	3	1	29320702
70673	229542	MINT	3	3	1	29320702
70673	22059	MINT	3	3	1	29320702
70673	268903	MINT	3	3	1	29320702
70673	18032	MINT	3	3	1	29320702
70673	18030	MINT	3	3	1	29320702
70673	18028	MINT	3	3	1	29320702
70673	54446	MINT	3	3	1	29320702
70673	56805	MINT	3	3	1	29320702
70673	57080	MINT	3	3	1	29320702
70673	17425	MINT	3	3	1	29320702
70673	17300	MINT	3	3	1	29320702
70673	11819	MINT	3	3	1	29320702
70673	13593	MINT	3	3	1	29320702
70673	13592	MINT	3	3	1	29320702
70673	12753	MINT	3	3	1	29320702
70673	72567	MINT	3	3	1	29320702
70673	12606	MINT	3	3	1	29320702
70673	78266	MINT	3	3	1	29320702
70673	329003	MINT	3	3	1	29320702
70673	57908	MINT	3	3	1	29320702
70673	30046	MINT	3	3	1	29320702
70673	20841	MINT	3	3	1	29320702
70673	387609	MINT	3	3	1	29320702
20271	241431	MINT	2	2	1	29306897
241431	16493	MINT	2	2	1	29306897
58234	12387	MINT	2	2	1	29531362
207425	14634	MINT	2	2	1	29263200
58234	27404	MINT, Biogrid	3	3	1	29111324
58234	66659	MINT, Biogrid	3	3	1	29111324
58234	67117	MINT, Biogrid	3	3	1	29111324
58234	140481	MINT, Biogrid	3	3	1	29111324
58234	17938	MINT, Biogrid	3	3	1	29111324
58234	16572	MINT, Biogrid	3	3	1	29111324
58234	57423	MINT, Biogrid	3	3	1	29111324
58234	207728	MINT, Biogrid	3	3	1	29111324
58234	22240	MINT, Biogrid	3	3	1	29111324
58234	109264	MINT, Biogrid	3	3	1	29111324
58234	76987	MINT, Biogrid	3	3	1	29111324
58234	100042503	MINT	3	3	1	29111324
58234	68194	MINT, Biogrid	3	3	1	29111324
58234	14057	MINT, Biogrid	3	3	1	29111324
58234	218038	MINT, Biogrid	3	3	1	29111324
58234	216963	MINT, Biogrid	3	3	1	29111324
58234	18417	MINT, Biogrid	3	3	1	29111324
58234	73333	MINT	3	3	1	29111324
58234	78038	MINT, Biogrid	3	3	1	29111324
58234	12465	MINT, Biogrid	3	3	1	29111324
58234	12861	MINT, Biogrid	3	3	1	29111324
58234	232333	MINT, Biogrid	3	3	1	29111324
58234	19122	MINT, Biogrid	3	3	1	29111324
58234	17709	MINT, Biogrid	3	3	1	29111324
58234	12034	MINT, Biogrid	3	3	1	29111324
58234	72685	MINT, Biogrid	3	3	1	29111324
58234	12330	MINT, Biogrid	3	3	1	29111324
58234	54403	MINT, Biogrid	3	3	1	29111324
58234	22333	MINT, Biogrid	3	3	1	29111324
58234	21402	MINT, Biogrid	3	3	1	29111324
58234	17931	MINT, Biogrid	3	3	1	29111324
58234	69908	MINT, Biogrid	3	3	1	29111324
58234	27425	MINT, Biogrid	3	3	1	29111324
58234	66592	MINT, Biogrid	3	3	1	29111324
58234	216343	MINT, Biogrid	3	3	1	29111324
58234	23969	MINT, Biogrid	3	3	1	29111324
58234	19354	MINT, Biogrid	3	3	1	29111324
58234	19052	MINT, Biogrid	3	3	1	29111324
58234	270192	MINT, Biogrid	3	3	1	29111324
58234	73834	MINT, Biogrid	3	3	1	29111324
58234	13808	MINT, Biogrid	3	3	1	29111324
58234	272381	MINT, Biogrid	3	3	1	29111324
58234	55963	MINT, Biogrid	3	3	1	29111324
58234	53413	MINT, Biogrid	3	3	1	29111324
58234	69017	MINT, Biogrid	3	3	1	29111324
58234	26875	MINT	3	3	1	29111324
58234	66713	MINT, Biogrid	3	3	1	29111324
58234	14687	MINT, Biogrid	3	3	1	29111324
58234	21411	MINT, Biogrid	3	3	1	29111324
58234	12833	MINT, Biogrid	3	3	1	29111324
58234	56041	MINT, Biogrid	3	3	1	29111324
58234	69225	MINT, Biogrid	3	3	1	29111324
58234	22295	MINT, Biogrid	3	3	1	29111324
58234	110842	MINT, Biogrid	3	3	1	29111324
58234	246221	MINT, Biogrid	3	3	1	29111324
58234	213012	MINT, Biogrid	3	3	1	29111324
58234	268417	MINT, Biogrid	3	3	1	29111324
58234	56550	MINT, Biogrid	3	3	1	29111324
58234	216856	MINT, Biogrid	3	3	1	29111324
58234	17910	MINT, Biogrid	3	3	1	29111324
58234	66632	MINT, Biogrid	3	3	1	29111324
58234	114874	MINT, Biogrid	3	3	1	29111324
58234	623474	MINT, Biogrid	3	3	1	29111324
58234	105203	MINT, Biogrid	3	3	1	29111324
58234	56354	MINT, Biogrid	3	3	1	29111324
58234	57440	MINT, Biogrid	3	3	1	29111324
58234	56378	MINT, Biogrid	3	3	1	29111324
58234	16513	MINT, Biogrid	3	3	1	29111324
58234	12282	MINT, Biogrid	3	3	1	29111324
58234	68316	MINT, Biogrid	3	3	1	29111324
58234	72900	MINT, Biogrid	3	3	1	29111324
58234	231086	MINT, Biogrid	3	3	1	29111324
58234	57138	MINT, Biogrid	3	3	1	29111324
58234	70025	MINT, Biogrid	3	3	1	29111324
58234	224904	MINT, Biogrid	3	3	1	29111324
58234	14680	MINT, Biogrid	3	3	1	29111324
58234	76438	MINT, Biogrid	3	3	1	29111324
58234	17441	MINT, Biogrid	3	3	1	29111324
58234	241431	MINT, Biogrid	3	3	1	29111324
58234	26913	MINT, Biogrid	3	3	1	29111324
58234	23996	MINT, Biogrid	3	3	1	29111324
58234	16438	MINT, Biogrid	3	3	1	29111324
58234	18718	MINT, Biogrid	3	3	1	29111324
58234	19291	MINT, Biogrid	3	3	1	29111324
58234	105653	MINT, Biogrid	3	3	1	29111324
58234	17161	MINT, Biogrid	3	3	1	29111324
58234	60595	MINT, Biogrid	3	3	1	29111324
58234	12469	MINT, Biogrid	3	3	1	29111324
58234	104112	MINT, Biogrid	3	3	1	29111324
58234	68365	MINT, Biogrid	3	3	1	29111324
58234	13358	MINT, Biogrid	3	3	1	29111324
58234	14758	MINT, Biogrid	3	3	1	29111324
58234	108888	MINT, Biogrid	3	3	1	29111324
58234	94280	MINT, Biogrid	3	3	1	29111324
100038882	7316	IntAct	3	3	1	32726803
77531	14228	MINT	3	3	1	31388001
77531	216344	MINT	3	3	1	31388001
77531	72349	MINT	3	3	1	31388001
77531	23856	MINT	3	3	1	31388001
77531	72014	MINT	3	3	1	31388001
77531	53313	MINT	3	3	1	31388001
77531	73991	MINT	3	3	1	31388001
77531	11733	MINT	3	3	1	31388001
77531	170750	MINT	3	3	1	31388001
77531	59025	MINT	3	3	1	31388001
77531	56041	MINT	3	3	1	31388001
77531	216821	MINT	3	3	1	31388001
77531	20844	MINT	3	3	1	31388001
77531	20226	MINT	3	3	1	31388001
77531	81910	MINT	3	3	1	31388001
77531	27207	MINT	3	3	1	31388001
77531	19744	MINT	3	3	1	31388001
77531	76308	MINT	3	3	1	31388001
77531	77219	MINT	3	3	1	31388001
77531	18750	MINT	3	3	1	31388001
77531	68606	MINT	3	3	1	31388001
77531	18739	MINT	3	3	1	31388001
77531	108156	MINT	3	3	1	31388001
77531	216443	MINT	3	3	1	31388001
77531	170771	MINT	3	3	1	31388001
77531	140559	MINT	3	3	1	31388001
77531	18415	MINT	3	3	1	31388001
77531	14609	MINT	3	3	1	31388001
77531	216963	MINT	3	3	1	31388001
77531	13859	MINT	3	3	1	31388001
77531	67204	MINT	3	3	1	31388001
77531	668212	MINT	3	3	1	31388001
77531	13430	MINT	3	3	1	31388001
77531	78920	MINT	3	3	1	31388001
77531	242667	MINT	3	3	1	31388001
77531	13382	MINT	3	3	1	31388001
77531	235339	MINT	3	3	1	31388001
77531	26900	MINT	3	3	1	31388001
77531	67665	MINT	3	3	1	31388001
77531	13175	MINT	3	3	1	31388001
77531	13176	MINT	3	3	1	31388001
77531	13169	MINT	3	3	1	31388001
77531	66445	MINT	3	3	1	31388001
77531	12995	MINT	3	3	1	31388001
77531	53321	MINT	3	3	1	31388001
77531	12805	MINT	3	3	1	31388001
77531	380686	MINT	3	3	1	31388001
77531	66588	MINT	3	3	1	31388001
77531	229725	MINT	3	3	1	31388001
77531	12465	MINT	3	3	1	31388001
77531	12464	MINT	3	3	1	31388001
77531	219158	MINT	3	3	1	31388001
77531	12325	MINT	3	3	1	31388001
77531	12262	MINT	3	3	1	31388001
77531	12260	MINT	3	3	1	31388001
77531	12259	MINT	3	3	1	31388001
77531	12217	MINT	3	3	1	31388001
77531	13196	MINT	3	3	1	31388001
77531	54126	MINT	3	3	1	31388001
77531	381112	MINT	3	3	1	31388001
77531	64933	MINT	3	3	1	31388001
77531	232910	MINT	3	3	1	31388001
77531	11772	MINT	3	3	1	31388001
77531	11636	MINT	3	3	1	31388001
77531	11544	MINT	3	3	1	31388001
77531	242894	MINT	3	3	1	31388001
77531	54130	MINT	3	3	1	31388001
77531	269774	MINT	3	3	1	31388001
77531	207615	MINT	3	3	1	31388001
77531	83767	MINT	3	3	1	31388001
77531	219189	MINT	3	3	1	31388001
77531	66152	MINT	3	3	1	31388001
77531	22223	MINT	3	3	1	31388001
77531	22154	MINT	3	3	1	31388001
77531	227613	MINT	3	3	1	31388001
77531	73710	MINT	3	3	1	31388001
77531	22151	MINT	3	3	1	31388001
77531	238463	MINT	3	3	1	31388001
77531	54473	MINT	3	3	1	31388001
77531	21960	MINT	3	3	1	31388001
77531	56403	MINT	3	3	1	31388001
77531	56424	MINT	3	3	1	31388001
77531	268980	MINT	3	3	1	31388001
77531	14270	MINT	3	3	1	31388001
77531	56013	MINT	3	3	1	31388001
77531	76742	MINT	3	3	1	31388001
77531	26569	MINT	3	3	1	31388001
77531	20404	MINT	3	3	1	31388001
77531	20191	MINT	3	3	1	31388001
77531	28088	MINT	3	3	1	31388001
77531	20116	MINT	3	3	1	31388001
77531	105244208	MINT	3	3	1	31388001
77531	20104	MINT	3	3	1	31388001
77531	20014	MINT	3	3	1	31388001
77531	27176	MINT	3	3	1	31388001
77531	19878	MINT	3	3	1	31388001
77531	170758	MINT	3	3	1	31388001
77531	270192	MINT	3	3	1	31388001
77531	215445	MINT	3	3	1	31388001
77531	19283	MINT	3	3	1	31388001
77531	19280	MINT	3	3	1	31388001
77531	19229	MINT	3	3	1	31388001
77531	70247	MINT	3	3	1	31388001
77531	18751	MINT	3	3	1	31388001
77531	19088	MINT	3	3	1	31388001
77531	18749	MINT	3	3	1	31388001
77531	54683	MINT	3	3	1	31388001
77531	11758	MINT	3	3	1	31388001
77531	268373	MINT	3	3	1	31388001
77531	29858	MINT	3	3	1	31388001
77531	227120	MINT	3	3	1	31388001
77531	19679	MINT	3	3	1	31388001
77531	224020	MINT	3	3	1	31388001
77531	18641	MINT	3	3	1	31388001
77531	27402	MINT	3	3	1	31388001
77531	23969	MINT	3	3	1	31388001
77531	18377	MINT	3	3	1	31388001
77531	17993	MINT	3	3	1	31388001
77531	100042503	MINT	3	3	1	31388001
77531	68194	MINT	3	3	1	31388001
77531	66108	MINT	3	3	1	31388001
77531	270685	MINT	3	3	1	31388001
77531	56428	MINT	3	3	1	31388001
77531	56524	MINT	3	3	1	31388001
77531	70456	MINT	3	3	1	31388001
77531	170790	MINT	3	3	1	31388001
77531	72039	MINT	3	3	1	31388001
77531	212307	MINT	3	3	1	31388001
77531	17758	MINT	3	3	1	31388001
77531	17755	MINT	3	3	1	31388001
77531	17754	MINT	3	3	1	31388001
77531	16574	MINT	3	3	1	31388001
77531	16563	MINT	3	3	1	31388001
77531	16498	MINT	3	3	1	31388001
77531	16443	MINT	3	3	1	31388001
77531	228550	MINT	3	3	1	31388001
77531	105148	MINT	3	3	1	31388001
77531	56348	MINT	3	3	1	31388001
77531	56258	MINT	3	3	1	31388001
77531	11991	MINT	3	3	1	31388001
77531	330790	MINT	3	3	1	31388001
77531	73940	MINT	3	3	1	31388001
77531	12950	MINT	3	3	1	31388001
77531	94221	MINT	3	3	1	31388001
77531	14661	MINT	3	3	1	31388001
27185	72416	MINT	3	3	1	29961565
27185	231712	MINT	3	3	1	29961565
27185	238799	MINT	3	3	1	29961565
27185	233900	MINT	3	3	1	29961565
27185	109331	MINT	3	3	1	29961565
27185	19053	MINT	3	3	1	29961565
27185	18226	MINT	3	3	1	29961565
27185	234865	MINT	3	3	1	29961565
27185	54645	MINT	2	2	1	29961565
27185	68523	MINT	3	3	1	29961565
27185	52635	MINT	3	3	1	29961565
27185	13871	MINT	3	3	1	29961565
27185	71833	MINT	3	3	1	29961565
27185	54638	MINT	3	3	1	29961565
27185	68183	MINT	3	3	1	29961565
27185	26951	MINT	3	3	1	29961565
27185	22627	MINT	3	3	1	29961565
27185	27377	MINT	3	3	1	29961565
27185	72322	MINT	3	3	1	29961565
27185	70465	MINT	3	3	1	29961565
27185	22284	MINT	3	3	1	29961565
27185	70790	MINT	3	3	1	29961565
27185	22186	MINT	3	3	1	29961565
27185	73710	MINT	3	3	1	29961565
27185	22151	MINT	3	3	1	29961565
27185	74196	MINT	3	3	1	29961565
27185	14211	MINT	3	3	1	29961565
27185	14057	MINT	3	3	1	29961565
27185	227648	MINT	3	3	1	29961565
27185	103963	MINT	3	3	1	29961565
27185	72151	MINT	3	3	1	29961565
27185	26611	MINT	3	3	1	29961565
27185	19386	MINT	3	3	1	29961565
27185	69232	MINT	3	3	1	29961565
