InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
14628	9793	Biogrid	2	2	1	26598607
14628	8897	Biogrid	2	2	1	26598607
14628	1820	Biogrid	2	2	1	26598607
14628	8607	Biogrid	2	2	1	26598607
14628	405	Biogrid	2	2	1	26598607
14628	3837	Biogrid	1	1	1	26598607
14628	23279	Biogrid	2	2	1	26598607
14628	10489	Biogrid	2	2	1	26598607
14628	6950	Biogrid	2	2	1	26598607
14628	7203	Biogrid	2	2	1	26598607
14628	5214	Biogrid	2	2	1	26598607
14628	5518	Biogrid	2	2	1	26598607
14628	51366	Biogrid	1	1	1	26598607
14628	815	Biogrid	2	2	1	26598607
26373	16573	Biogrid	2	2	1	26598607
69807	11459	Biogrid	1	1	1	22908310
69807	11474	Biogrid	1	1	1	22908310
69807	22003	Biogrid	1	1	1	22908310
69807	13346	Biogrid	1	1	1	22908310
69807	17907	Biogrid	1	1	1	22908310
22215	140492	Biogrid	1	1	1	26166566
22034	75717	Biogrid	2	2	1	27233966
24110	72512	Biogrid	2	2	1	27801882
19016	71538	Biogrid	1	1	1	27197753
19016	399979	Biogrid	2	2	1	27197753
19016	5338	Biogrid	2	2	1	27197753
19016	8717	Biogrid	2	2	1	27197753
19016	53616	Biogrid	2	2	1	27197753
19016	3704	Biogrid	2	2	1	27197753
19016	26268	Biogrid	2	2	1	27197753
19016	5173	Biogrid	2	2	1	27197753
19016	8600	Biogrid	2	2	1	27197753
19016	60	Biogrid	2	2	1	27197753
19016	6885	Biogrid	2	2	1	27197753
19016	23144	Biogrid	2	2	1	27197753
19016	345651	Biogrid	2	2	1	27197753
19016	71	Biogrid	2	2	1	27197753
19016	84083	Biogrid	2	2	1	27197753
19016	342372	Biogrid	2	2	1	27197753
19016	53905	Biogrid	2	2	1	27197753
19016	51493	Biogrid	2	2	1	27197753
19016	11078	Biogrid	2	2	1	27197753
19016	3918	Biogrid	2	2	1	27197753
19016	4292	Biogrid	2	2	1	27197753
19016	200909	Biogrid	2	2	1	27197753
19016	23461	Biogrid	2	2	1	27197753
19016	5468	Biogrid	2	2	1	27197753
19016	8943	Biogrid	2	2	1	27197753
19016	143279	Biogrid	2	2	1	27197753
19016	55503	Biogrid	2	2	1	27197753
19016	149095	Biogrid	2	2	1	27197753
19016	11073	Biogrid	2	2	1	27197753
19016	8516	Biogrid	2	2	1	27197753
19016	150209	Biogrid	2	2	1	27197753
19016	7273	Biogrid	2	2	1	27197753
19016	342908	Biogrid	2	2	1	27197753
19016	146909	Biogrid	2	2	1	27197753
19016	200765	Biogrid	2	2	1	27197753
19016	84253	Biogrid	2	2	1	27197753
19016	55352	Biogrid	2	2	1	27197753
19016	3036	Biogrid	2	2	1	27197753
19016	49855	Biogrid	2	2	1	27197753
19016	3680	Biogrid	2	2	1	27197753
19016	1105	Biogrid	2	2	1	27197753
13845	59026	Biogrid	2	2	1	27184401
328572	20779	Biogrid	2	2	1	26695438
17476	22192	Biogrid	2	2	1	26418746
17476	26965	Biogrid	2	2	1	26418746
17476	12234	Biogrid	2	2	1	26418746
20515	252870	Biogrid	2	2	1	27568561
16367	252870	Biogrid	2	2	1	27568561
16367	19211	Biogrid	2	2	1	27568561
19259	13385	Biogrid	2	2	1	27457929
19259	14811	Biogrid	2	2	1	27457929
19259	14360	Biogrid	2	2	1	27457929
104156	26374	Biogrid	2	2	1	27335464
6622	20617	Biogrid	2	2	1	26839406
214384	67731	Biogrid	1	1	1	27403897
19885	16396	Biogrid	2	2	1	27322655
242785	16150	Biogrid	1	1	1	27387502
16542	11820	Biogrid	2	2	1	19818105
2740	66375	Biogrid	1	1	1	26272612
2740	68177	Biogrid	1	1	1	26272612
2740	208117	Biogrid	1	1	1	26272612
2740	14378	Biogrid	1	1	2	26272612, 25044020
2740	17069	Biogrid	1	1	1	26272612
2740	68774	Biogrid	1	1	1	26272612
2740	67054	Biogrid	1	1	2	26272612, 25044020
2740	26444	Biogrid	1	1	1	26272612
2740	68212	Biogrid	1	1	1	26272612
2740	14705	Biogrid	1	1	1	26272612
2740	104725	Biogrid	1	1	1	26272612
2740	56485	Biogrid	1	1	1	26272612
2740	70747	Biogrid	1	1	1	26272612
2740	22319	Biogrid	1	1	1	26272612
2740	14977	Biogrid	1	1	1	26272612
2740	68427	Biogrid	1	1	1	26272612
2740	27367	Biogrid	1	1	1	26272612
2740	12010	Biogrid	1	1	1	26272612
2740	17711	Biogrid	1	1	1	26272612
2740	13481	Biogrid	1	1	1	26272612
2740	66366	Biogrid	1	1	1	26272612
2740	68192	Biogrid	1	1	1	26272612
2740	17722	Biogrid	1	1	1	26272612
2740	66212	Biogrid	1	1	1	26272612
2740	70495	Biogrid	1	1	2	26272612, 25044020
2740	80795	Biogrid	1	1	1	26272612
2740	110172	Biogrid	1	1	1	26272612
2740	67023	Biogrid	1	1	1	26272612
22324	22637	Biogrid	2	2	1	26936881
22284	16797	Biogrid	2	2	1	26936881
12042	16151	Biogrid	2	2	1	26936881
18751	22284	Biogrid	2	2	1	26936881
73251	93836	Biogrid	2	2	1	27292644
73251	75788	Biogrid	2	2	1	27292644
73251	66313	Biogrid	2	2	1	27292644
56458	93759	Biogrid	2	2	1	22514318
56458	17984	Biogrid	2	2	1	22514318
17984	93759	Biogrid	2	2	1	22514318
84062	17984	Biogrid	1	1	1	21502952
55294	17863	Biogrid	2	2	1	21092141
66889	56480	Biogrid	2	2	1	27776110
16151	56480	Biogrid	2	2	1	27776110
67819	20276	Biogrid	2	2	1	28137758
227334	18008	Biogrid	2	2	1	28148530
18854	23988	Biogrid	2	2	1	28143738
109294	14711	Biogrid	2	2	1	28205209
15251	15511	Biogrid	2	2	1	28116619
15251	15519	Biogrid	2	2	1	28116619
16531	22059	Biogrid	1	1	1	25581503
16531	14082	Biogrid	1	1	1	25581503
18643	26875	Biogrid	2	2	1	10508862
18645	26875	Biogrid	2	2	1	10508862
20937	12412	Biogrid	1	1	1	28059589
20937	12419	Biogrid	1	1	1	28059589
93759	12419	Biogrid	2	2	1	28059589
14056	18744	Biogrid	2	2	1	28067271
224762	57506	Biogrid	1	1	1	27992402
64383	18783	Biogrid	2	2	1	26303530
64383	12428	Biogrid	2	2	1	26303530
18783	12566	Biogrid	2	2	1	26303530
212167	11689	Biogrid	2	2	1	26076991
14000	5743	Biogrid	2	2	1	25963660
381511	110446	Biogrid	2	2	1	24486017
381511	64384	Biogrid	2	2	1	24486017
1996	59013	Biogrid	1	1	1	15086518
1996	71514	Biogrid	1	1	1	15086518
1996	27041	Biogrid	1	1	1	15086518
1996	140486	Biogrid	1	1	1	15086518
15572	27041	Biogrid	1	1	1	15086518
26362	14784	Biogrid	2	2	1	18346204
26362	18708	Biogrid	2	2	1	18346204
18536	26005	Biogrid	2	2	1	27146717
18536	80184	Biogrid	2	2	1	27146717
3084	13869	Biogrid	2	2	1	17562386
22190	16150	Biogrid	1	1	1	28190767
22190	432940	Biogrid	1	1	1	28190767
22190	76742	Biogrid	1	1	1	28190767
22190	209032	Biogrid	1	1	1	28190767
22190	57783	Biogrid	1	1	1	28190767
22190	78244	Biogrid	1	1	1	28190767
22190	193670	Biogrid	1	1	1	28190767
22190	14725	Biogrid	1	1	1	28190767
22190	22201	Biogrid	1	1	1	28190767
22190	93765	Biogrid	1	1	1	28190767
22190	224727	Biogrid	1	1	1	28190767
22190	214137	Biogrid	1	1	1	28190767
22190	19820	Biogrid	1	1	1	28190767
22190	18616	Biogrid	1	1	1	28190767
22190	236733	Biogrid	1	1	1	28190767
22190	73945	Biogrid	1	1	1	28190767
22190	13855	Biogrid	1	1	2	28190767, 29676259
22190	108800	Biogrid	1	1	1	28190767
22190	68251	Biogrid	1	1	2	28190767, 29676259
22190	70238	Biogrid	1	1	1	28190767
22190	13858	Biogrid	1	1	2	28190767, 29676259
22190	11773	Biogrid	1	1	1	28190767
22190	71770	Biogrid	1	1	1	28190767
22190	11771	Biogrid	1	1	1	28190767
22190	11772	Biogrid	1	1	1	28190767
22190	74015	Biogrid	1	1	1	28190767
22190	170707	Biogrid	1	1	1	28190767
22190	210766	Biogrid	1	1	2	28190767, 29676259
22190	107976	Biogrid	1	1	2	28190767, 29676259
22190	70681	Biogrid	1	1	1	28190767
22190	15469	Biogrid	1	1	1	28190767
22190	69807	Biogrid	1	1	1	28190767
22190	12021	Biogrid	1	1	1	28190767
22190	270076	Biogrid	1	1	1	28190767
22190	75452	Biogrid	1	1	1	28190767
22190	77987	Biogrid	1	1	1	28190767
22190	56404	Biogrid	1	1	1	28190767
22190	69090	Biogrid	1	1	1	28190767
22190	19043	Biogrid	1	1	1	28190767
22190	18854	Biogrid	1	1	1	28190767
22190	83997	Biogrid	1	1	1	28190767
22190	66510	Biogrid	1	1	1	28190767
22190	20720	Biogrid	1	1	1	28190767
22190	70294	Biogrid	1	1	1	28190767
22190	360216	Biogrid	1	1	1	28190767
22190	19070	Biogrid	1	1	1	28190767
22190	20194	Biogrid	1	1	1	28190767
22190	209357	Biogrid	1	1	1	28190767
22190	14884	Biogrid	1	1	1	28190767
22190	108837	Biogrid	1	1	1	28190767
22190	13871	Biogrid	1	1	1	28190767
22190	67203	Biogrid	1	1	1	28190767
22190	72046	Biogrid	1	1	1	28190767
22190	17420	Biogrid	1	1	1	28190767
22190	20480	Biogrid	1	1	1	28190767
22190	66689	Biogrid	1	1	1	28190767
22190	66530	Biogrid	1	1	1	28190767
22190	54644	Biogrid	1	1	1	28190767
22190	19691	Biogrid	1	1	1	28190767
22190	66840	Biogrid	1	1	1	28190767
22190	21982	Biogrid	1	1	1	28190767
22190	14885	Biogrid	1	1	1	28190767
22190	215114	Biogrid	1	1	1	28190767
22190	13870	Biogrid	1	1	1	28190767
22190	68423	Biogrid	1	1	2	28190767, 29676259
22190	213773	Biogrid	1	1	1	28190767
22190	13859	Biogrid	1	1	2	28190767, 29676259
22190	218503	Biogrid	1	1	1	28190767
22190	16443	Biogrid	1	1	1	28190767
22190	12388	Biogrid	1	1	1	28190767
22190	69116	Biogrid	1	1	1	28190767
22190	226409	Biogrid	1	1	1	28190767
22190	21968	Biogrid	1	1	2	28190767, 29676259
22190	54473	Biogrid	1	1	2	28190767, 29676259
22190	103841	Biogrid	1	1	2	28190767, 29676259
22190	66878	Biogrid	1	1	1	28190767
22190	20844	Biogrid	1	1	2	28190767, 29676259
22190	216810	Biogrid	1	1	2	28190767, 29676259
22190	108086	Biogrid	1	1	1	28190767
22190	66513	Biogrid	1	1	1	28190767
22190	26409	Biogrid	1	1	2	28190767, 29676259
22190	50505	Biogrid	1	1	1	28190767
22190	52864	Biogrid	1	1	1	28190767
22190	66194	Biogrid	1	1	1	28190767
22190	245867	Biogrid	1	1	1	28190767
22190	26894	Biogrid	1	1	1	28190767
22190	386649	Biogrid	1	1	2	28190767, 29676259
22190	217379	Biogrid	1	1	1	28190767
22190	68053	Biogrid	1	1	1	28190767
22190	59025	Biogrid	1	1	1	28190767
22190	211948	Biogrid	1	1	1	28190767
22190	100494	Biogrid	1	1	1	28190767
22190	19687	Biogrid	1	1	1	28190767
22190	69994	Biogrid	1	1	1	28190767
22190	19358	Biogrid	1	1	1	28190767
22190	19359	Biogrid	1	1	1	28190767
22190	68817	Biogrid	1	1	1	28190767
22190	117146	Biogrid	1	1	1	28190767
22190	76788	Biogrid	1	1	1	28190767
22190	69459	Biogrid	1	1	1	28190767
22190	71765	Biogrid	1	1	1	28190767
22190	72399	Biogrid	1	1	1	28190767
22190	30932	Biogrid	1	1	1	28190767
22190	23802	Biogrid	1	1	1	28190767
22190	68889	Biogrid	1	1	1	28190767
22190	70675	Biogrid	1	1	1	28190767
22190	244666	Biogrid	1	1	1	28190767
22190	71745	Biogrid	1	1	1	28190767
22190	106021	Biogrid	1	1	1	28190767
22190	66914	Biogrid	1	1	1	28190767
22190	22088	Biogrid	1	1	1	28190767
22190	67123	Biogrid	1	1	1	28190767
22190	52348	Biogrid	1	1	1	28190767
22190	63958	Biogrid	1	1	1	28190767
22190	83962	Biogrid	1	1	1	28190767
22190	26754	Biogrid	1	1	1	28190767
22190	14084	Biogrid	1	1	1	28190767
22190	225896	Biogrid	1	1	2	28190767, 29676259
22190	26893	Biogrid	1	1	1	28190767
22190	26554	Biogrid	1	1	1	28190767
22190	224111	Biogrid	1	1	1	28190767
22190	217365	Biogrid	1	1	1	28190767
22190	76577	Biogrid	1	1	1	28190767
22190	216618	Biogrid	1	1	2	28190767, 29676259
22190	338467	Biogrid	1	1	1	28190767
22190	14897	Biogrid	1	1	1	28190767
22190	72828	Biogrid	1	1	1	28190767
22190	106039	Biogrid	1	1	1	28190767
22190	26891	Biogrid	1	1	1	28190767
22190	68938	Biogrid	1	1	1	28190767
22190	12848	Biogrid	1	1	1	28190767
22190	215707	Biogrid	1	1	1	28190767
22190	100763	Biogrid	1	1	1	28190767
22190	57296	Biogrid	1	1	1	28190767
22190	23996	Biogrid	1	1	2	28190767, 29676259
22190	59029	Biogrid	1	1	2	28190767, 29676259
22190	66997	Biogrid	1	1	1	28190767
22190	66413	Biogrid	1	1	1	28190767
22190	17463	Biogrid	1	1	2	28190767, 29676259
22190	66998	Biogrid	1	1	1	28190767
22190	69077	Biogrid	1	1	1	28190767
22190	23997	Biogrid	1	1	1	28190767
22190	19182	Biogrid	1	1	2	28190767, 29676259
22190	19184	Biogrid	1	1	1	28190767
22190	22123	Biogrid	1	1	2	28190767, 29676259
22190	19181	Biogrid	1	1	2	28190767, 29676259
22190	19179	Biogrid	1	1	2	28190767, 29676259
22190	70247	Biogrid	1	1	2	28190767, 29676259
22190	21762	Biogrid	1	1	2	28190767, 29676259
22190	67089	Biogrid	1	1	1	28190767
22190	98403	Biogrid	1	1	1	28190767
22190	22215	Biogrid	1	1	1	28190767
22190	28018	Biogrid	1	1	2	28190767, 29676259
22190	12578	Biogrid	1	1	1	28190767
22190	56515	Biogrid	1	1	1	28190767
22190	319651	Biogrid	1	1	1	28190767
22190	68420	Biogrid	1	1	2	28190767, 29676259
22190	69554	Biogrid	1	1	1	28190767
22190	71472	Biogrid	1	1	1	28190767
22190	76454	Biogrid	1	1	1	28190767
22190	53312	Biogrid	1	1	1	28190767
22190	18786	Biogrid	1	1	2	28190767, 29676259
22190	56150	Biogrid	1	1	1	28190767
22190	75717	Biogrid	1	1	1	28190767
22190	319263	Biogrid	1	1	1	28190767
22190	67923	Biogrid	1	1	1	28190767
22190	11804	Biogrid	1	1	1	28190767
22190	109232	Biogrid	1	1	1	28190767
22190	68153	Biogrid	1	1	1	28190767
22190	380836	Biogrid	1	1	1	28190767
22190	84585	Biogrid	1	1	1	28190767
22190	72580	Biogrid	1	1	1	28190767
22190	101437	Biogrid	1	1	1	28190767
22190	239839	Biogrid	1	1	1	28190767
22190	263876	Biogrid	1	1	1	28190767
22190	219094	Biogrid	1	1	1	28190767
22190	24105	Biogrid	1	1	2	28190767, 29676259
22190	106025	Biogrid	1	1	2	28190767, 29676259
22190	80750	Biogrid	1	1	2	28190767, 29676259
22190	268749	Biogrid	1	1	2	28190767, 29676259
22190	11798	Biogrid	1	1	1	28190767
22190	11796	Biogrid	1	1	1	28190767
22190	68550	Biogrid	1	1	1	28190767
22190	67345	Biogrid	1	1	1	28190767
22190	70790	Biogrid	1	1	1	28190767
22190	30058	Biogrid	1	1	1	28190767
22190	17210	Biogrid	1	1	1	28190767
22190	50817	Biogrid	1	1	1	28190767
22190	27050	Biogrid	1	1	1	28190767
22190	30057	Biogrid	1	1	1	28190767
22190	56390	Biogrid	1	1	1	28190767
22190	15204	Biogrid	1	1	1	28190767
22190	216860	Biogrid	1	1	1	28190767
22190	30055	Biogrid	1	1	1	28190767
22190	58186	Biogrid	1	1	1	28190767
22190	56805	Biogrid	1	1	1	28190767
22190	56309	Biogrid	1	1	2	28190767, 29676259
22190	22032	Biogrid	1	1	1	28190767
22190	66743	Biogrid	1	1	1	28190767
22190	74112	Biogrid	1	1	1	28190767
22190	66105	Biogrid	1	1	1	28190767
22190	28084	Biogrid	1	1	1	28190767
22190	231380	Biogrid	1	1	1	28190767
22190	98766	Biogrid	1	1	1	28190767
22190	66098	Biogrid	1	1	1	28190767
22190	14735	Biogrid	1	1	1	28190767
22190	13433	Biogrid	1	1	1	28190767
22190	74197	Biogrid	1	1	1	28190767
22190	74617	Biogrid	1	1	1	28190767
22190	56196	Biogrid	1	1	1	28190767
22190	93836	Biogrid	1	1	1	28190767
22190	65098	Biogrid	1	1	1	28190767
22190	260302	Biogrid	1	1	1	28190767
22190	22682	Biogrid	1	1	1	28190767
22190	27681	Biogrid	1	1	1	28190767
22190	18607	Biogrid	1	1	1	28190767
22190	268977	Biogrid	1	1	1	28190767
22190	67459	Biogrid	1	1	1	28190767
22190	217232	Biogrid	1	1	1	28190767
22190	80907	Biogrid	1	1	1	28190767
22190	217325	Biogrid	1	1	1	28190767
22190	93841	Biogrid	1	1	1	28190767
22190	12116	Biogrid	1	1	1	28190767
22190	66576	Biogrid	1	1	1	28190767
22190	68944	Biogrid	1	1	1	28190767
22190	93739	Biogrid	1	1	1	28190767
22190	13430	Biogrid	1	1	1	28190767
22190	27058	Biogrid	1	1	1	28190767
22190	235441	Biogrid	1	1	1	28190767
22190	67966	Biogrid	1	1	1	28190767
22190	20813	Biogrid	1	1	1	28190767
22190	18759	Biogrid	1	1	1	28190767
22190	69802	Biogrid	1	1	1	28190767
22190	66734	Biogrid	1	1	1	28190767
22190	69094	Biogrid	1	1	1	28190767
22190	74996	Biogrid	1	1	1	28190767
22190	16897	Biogrid	1	1	1	28190767
22190	50868	Biogrid	1	1	1	28190767
22190	268822	Biogrid	1	1	1	28190767
22190	15528	Biogrid	1	1	1	28190767
22190	194908	Biogrid	1	1	1	28190767
22190	22037	Biogrid	1	1	1	28190767
22190	22225	Biogrid	1	1	2	28190767, 29676259
22190	18082	Biogrid	1	1	1	28190767
22190	77113	Biogrid	1	1	1	28190767
22190	68653	Biogrid	1	1	1	28190767
22190	59026	Biogrid	1	1	2	28190767, 29676259
22190	78903	Biogrid	1	1	2	28190767, 29676259
22190	72607	Biogrid	1	1	2	28190767, 29676259
22190	15114	Biogrid	1	1	1	28190767
22190	73679	Biogrid	1	1	1	28190767
22190	66687	Biogrid	1	1	1	28190767
22190	56715	Biogrid	1	1	2	28190767, 29360040
22190	54189	Biogrid	1	1	1	28190767
22190	70314	Biogrid	1	1	1	28190767
22190	72008	Biogrid	1	1	1	28190767
22190	76580	Biogrid	1	1	1	28190767
22190	14479	Biogrid	1	1	1	28190767
22190	67819	Biogrid	1	1	1	28190767
22190	229603	Biogrid	1	1	1	28190767
22190	21453	Biogrid	1	1	1	28190767
22190	16800	Biogrid	1	1	1	28190767
22190	74841	Biogrid	1	1	1	28190767
22190	53890	Biogrid	1	1	1	28190767
22190	66884	Biogrid	1	1	1	28190767
22190	64136	Biogrid	1	1	1	28190767
22190	13595	Biogrid	1	1	1	28190767
22190	209737	Biogrid	1	1	1	28190767
22190	67059	Biogrid	1	1	1	28190767
22190	22196	Biogrid	1	1	1	28190767
22190	268566	Biogrid	1	1	1	28190767
22190	226442	Biogrid	1	1	1	28190767
22190	109711	Biogrid	1	1	1	28190767
22190	227334	Biogrid	1	1	1	28190767
22190	20539	Biogrid	1	1	1	28190767
22190	235339	Biogrid	1	1	1	28190767
22190	74386	Biogrid	1	1	1	28190767
22190	14688	Biogrid	1	1	1	28190767
22190	97387	Biogrid	1	1	1	28190767
22190	16440	Biogrid	1	1	1	28190767
22190	53317	Biogrid	1	1	1	28190767
22190	110611	Biogrid	1	1	1	28190767
22190	17918	Biogrid	1	1	1	28190767
22190	22350	Biogrid	1	1	1	28190767
22190	212880	Biogrid	1	1	1	28190767
22190	52513	Biogrid	1	1	1	28190767
22190	217149	Biogrid	1	1	1	28190767
22190	20220	Biogrid	1	1	1	28190767
22190	14375	Biogrid	1	1	1	28190767
22190	56470	Biogrid	1	1	1	28190767
22190	13171	Biogrid	1	1	1	28190767
22190	67070	Biogrid	1	1	1	28190767
22190	52123	Biogrid	1	1	1	28190767
22190	109154	Biogrid	1	1	1	28190767
22190	21855	Biogrid	1	1	1	28190767
22190	12330	Biogrid	1	1	1	28190767
22190	14000	Biogrid	1	1	1	28190767
22190	107047	Biogrid	1	1	1	28190767
22190	21915	Biogrid	1	1	1	28190767
22190	234023	Biogrid	1	1	1	28190767
22190	72333	Biogrid	1	1	1	28190767
22190	16772	Biogrid	1	1	1	28190767
22190	231876	Biogrid	1	1	1	28190767
22190	11991	Biogrid	1	1	1	28190767
22190	18810	Biogrid	1	1	1	28190767
22190	67903	Biogrid	1	1	1	28190767
22190	60595	Biogrid	1	1	1	28190767
22190	11636	Biogrid	1	1	1	28190767
22190	11647	Biogrid	1	1	1	28190767
22190	13518	Biogrid	1	1	1	28190767
22190	18541	Biogrid	1	1	1	28190767
22190	286940	Biogrid	1	1	1	28190767
237422	64337	Biogrid	1	1	1	18462949
237422	14709	Biogrid	1	1	1	18462949
237422	14688	Biogrid	1	1	1	18462949
67459	54663	Biogrid	2	2	1	28416111
12695	18751	Biogrid	2	2	1	19138174
12695	14544	Biogrid	1	1	1	19138174
12695	11461	Biogrid	2	2	1	19138174
12695	12799	Biogrid	1	1	1	19138174
12695	12709	Biogrid	2	2	1	19138174
12695	12322	Biogrid	2	2	1	19138174
12695	11947	Biogrid	2	2	1	19138174
12695	22146	Biogrid	2	2	1	19138174
12695	22151	Biogrid	2	2	1	19138174
12695	22142	Biogrid	2	2	1	19138174
12695	11946	Biogrid	2	2	1	19138174
12695	12323	Biogrid	2	2	1	19138174
12695	108100	Biogrid	1	1	1	19138174
12695	19055	Biogrid	2	2	1	19138174
12695	15481	Biogrid	2	2	1	19138174
83767	243300	Biogrid	2	2	1	21946561
83767	244281	Biogrid	2	2	1	21946561
5934	12445	Biogrid	1	1	1	10572252
52864	50505	Biogrid	2	2	1	24726326
864	12400	Biogrid	2	2	1	25066130
861	12400	Biogrid	2	2	1	25066130
233826	675	Biogrid	2	2	1	25016020
233826	233826	Biogrid	2	2	2	25016020, 30289697
233826	9817	Biogrid	2	2	1	25016020
233826	10933	Biogrid	2	2	1	25016020
15227	57697	Biogrid	2	2	1	26625197
15227	55215	Biogrid	2	2	1	26625197
15227	2177	Biogrid	2	2	1	26625197
15227	80233	Biogrid	2	2	1	26625197
15227	2175	Biogrid	2	2	1	26625197
15227	55120	Biogrid	2	2	1	26625197
15227	91442	Biogrid	2	2	1	26625197
15227	199990	Biogrid	2	2	1	26625197
15227	104806	Biogrid	2	2	1	26625197
15227	208836	Biogrid	2	2	1	26625197
15227	211651	Biogrid	2	2	1	26625197
15227	71885	Biogrid	2	2	1	26625197
15227	14087	Biogrid	2	2	1	26625197
15227	67030	Biogrid	2	2	1	26625197
15227	101831	Biogrid	2	2	1	26625197
15227	67513	Biogrid	2	2	1	26625197
1540	263876	Biogrid	2	2	1	27458237
14745	23327	Biogrid	2	2	1	27448760
1902	236733	Biogrid	2	2	1	27448760
14745	12475	Biogrid	2	2	1	27448760
13544	55983	Biogrid	2	2	1	25198863
13544	23024	Biogrid	2	2	1	25198863
8322	13544	Biogrid	2	2	1	25198863
4543	20910	Biogrid	1	1	1	26514267
4544	20910	Biogrid	1	1	1	26514267
4544	12287	Biogrid	1	1	1	26514267
14394	14400	Biogrid	2	2	1	22768092
14394	14402	Biogrid	2	2	1	22768092
14394	216856	Biogrid	2	2	1	22768092
14394	14394	Biogrid	2	2	1	22768092
14394	268566	Biogrid	2	2	1	22768092
14394	14396	Biogrid	2	2	1	22768092
14394	245537	Biogrid	2	2	1	22768092
14394	26422	Biogrid	2	2	1	22768092
14394	14397	Biogrid	2	2	1	22768092
14394	110886	Biogrid	2	2	1	22768092
14394	18189	Biogrid	2	2	1	22768092
14394	14405	Biogrid	2	2	1	22768092
4543	19053	Biogrid	1	1	2	26514267, 18448421
4543	23918	Biogrid	1	1	1	26514267
4544	20264	Biogrid	1	1	1	26514267
4544	26414	Biogrid	1	1	1	26514267
243897	211651	Biogrid	2	2	1	23451117
243897	210766	Biogrid	2	2	1	23451117
12747	5770	Biogrid	1	1	1	10480872
12747	12747	Biogrid	1	1	1	10480872
18817	6720	Biogrid	1	1	1	27579997
211651	56484	Biogrid	2	2	1	25505262
846	216440	Biogrid	1	1	1	28419469
200186	20848	Biogrid	2	2	1	27362806
64784	20848	Biogrid	2	2	1	27362806
19106	18148	Biogrid	2	2	1	12882984
17999	80750	Biogrid	1	1	1	16337426
17999	7321	Biogrid	1	1	1	16337426
17999	7332	Biogrid	1	1	1	16337426
7428	11651	Biogrid	2	2	1	27563096
22346	11651	Biogrid	2	2	1	27563096
16210	12534	Biogrid	2	2	1	26176233
18596	18596	Biogrid	1	1	1	18505839
52864	71711	Biogrid	1	1	1	21240276
52864	75764	Biogrid	1	1	1	21240276
18747	11964	Biogrid	1	1	1	20525692
11651	3320	Biogrid	1	1	1	19662498
5170	11651	Biogrid	1	1	1	19662498
4218	171580	Biogrid	1	1	1	26833786
4218	27008	Biogrid	1	1	1	26833786
4218	231830	Biogrid	1	1	1	26833786
4218	71648	Biogrid	1	1	1	26833786
4218	114601	Biogrid	1	1	1	26833786
114601	51762	Biogrid	1	1	1	26833786
114601	10890	Biogrid	1	1	1	26833786
114601	5872	Biogrid	1	1	1	26833786
216565	4218	Biogrid	1	1	1	26833786
216565	10890	Biogrid	1	1	1	26833786
114601	218038	Biogrid	1	1	1	26833786
114601	30948	Biogrid	1	1	1	26833786
16822	51789	Biogrid	2	2	1	28188290
170823	11797	Biogrid	1	1	1	29191979
108723	1452	Biogrid	2	2	1	19118383
12483	18708	Biogrid	1	1	1	10373493
8651	71740	Biogrid	2	2	1	28258213
8651	58998	Biogrid	2	2	1	28258213
19116	71740	Biogrid	1	1	1	28258213
16202	18127	Biogrid	2	2	1	28546219
16202	19303	Biogrid	2	2	1	28546219
19045	8864	Biogrid	1	1	1	16813562
20613	21929	Biogrid	2	2	1	28892081
20613	56637	Biogrid	2	2	1	28892081
6615	433759	Biogrid	2	2	1	28892081
6615	15182	Biogrid	2	2	1	28892081
1956	13649	Biogrid	2	2	1	2915986
83844	19763	Biogrid	2	2	1	28839133
83844	22658	Biogrid	2	2	1	28839133
83844	494448	Biogrid	2	2	1	28839133
83844	12418	Biogrid	2	2	1	28839133
83844	52609	Biogrid	2	2	1	28839133
83563	494448	Biogrid	2	2	1	28839133
83563	12418	Biogrid	2	2	1	28839133
83563	19763	Biogrid	2	2	1	28839133
9569	76007	Biogrid	1	1	1	26275350
13684	74203	Biogrid	2	2	1	25923732
14620	14619	Biogrid	2	2	1	19050930
14620	14623	Biogrid	2	2	1	19050930
12606	67155	Biogrid	2	2	1	15107404
12606	19052	Biogrid	1	1	1	15107404
5515	12606	Biogrid	1	1	1	15107404
3265	12532	Biogrid	1	1	1	9266971
19261	230904	Biogrid	2	2	1	14701835
19261	21402	Biogrid	2	2	1	14701835
93840	67588	Biogrid	2	2	1	28481871
23880	22196	Biogrid	2	2	1	29127148
78473	22196	Biogrid	2	2	1	29127148
19387	23880	Biogrid	2	2	1	29127148
105787	13063	Biogrid	2	2	1	27758862
16906	67443	Biogrid	2	2	1	26524528
57320	21923	Biogrid	2	2	1	19885556
26413	21937	Biogrid	1	1	1	15865443
65114	79065	Biogrid	2	2	1	24819384
17237	67414	Biogrid	2	2	1	27713096
5058	12015	Biogrid	1	1	1	10611223
18212	22223	Biogrid	2	2	1	28500221
64750	21973	Biogrid	2	2	1	28611047
22627	12531	Biogrid	2	2	1	25059436
19133	19881	Biogrid	1	1	1	20055437
54609	15511	Biogrid	2	2	1	27477512
54609	19184	Biogrid	2	2	1	27477512
54609	22190	Biogrid	2	2	1	27477512
54609	56085	Biogrid	2	2	2	27477512, 32325033
